Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
2,3:50,1,10,SDG 45,17,7,LaDainian Tomlinson left guard for 3 yards (tackle by Chris Hovan),1.930,1.790
2,3:14,2,7,SDG 48,17,7,LaDainian Tomlinson right guard for 3 yards (tackle by Cato June and Kevin Carter),1.790,1.490
2,2:33,3,4,TAM 49,17,7,Philip Rivers sacked by Jimmy Wilkerson for -7 yards,1.490,-0.460
2,2:05,4,11,SDG 44,17,7,"Mike Scifres punts 56 yards, touchback",-0.460,-0.280
2,1:56,1,10,TAM 20,17,7,Jeff Garcia pass complete short middle to Antonio Bryant for 14 yards (tackle by Quentin Jammer),0.280,1.200
2,1:33,1,10,TAM 34,17,7,Jeff Garcia pass complete short middle to Antonio Bryant for 16 yards (tackle by Steve Gregory),1.200,2.260
2,1:07,1,10,,17,7,Jeff Garcia pass complete short middle to Ike Hilliard for 5 yards (tackle by Stephen Cooper),2.260,2.390
2,0:46,2,5,SDG 45,17,7,"Jeff Garcia up the middle for 9 yards (tackle by Stephen Cooper). Penalty on Antonio Cromartie: Defensive Holding, 5 yards",2.390,3.510
2,0:40,1,10,SDG 31,17,7,Jeff Garcia pass incomplete deep right intended for Antonio Bryant,3.510,2.970
2,0:33,2,10,SDG 31,17,7,Jeff Garcia pass incomplete short right intended for Jerramy Stevens (defended by Eric Weddle),2.970,2.280
2,0:28,3,10,SDG 31,17,7,Jeff Garcia pass incomplete short middle intended for Michael Clayton,2.280,1.320
2,0:22,4,10,SDG 31,17,10,Matt Bryant 49 yard field goal good,1.320,3.000
2,,,,TAM 30,17,10,"Matt Bryant kicks off 62 yards, returned by Darren Sproles for 28 yards (tackle by Adam Hayward)",0.000,1.330
2,0:10,1,10,SDG 36,17,10,Philip Rivers pass complete deep middle to Vincent Jackson for 25 yards (tackle by Barrett Ruud),1.330,2.980
2,0:04,1,10,TAM 39,20,10,Nate Kaeding 57 yard field goal good,2.980,3.000
Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,20,10,"Nate Kaeding kicks off 71 yards, returned by Clifton Smith for 23 yards (tackle by Steve Gregory)",0.000,0.410
3,14:54,1,10,TAM 22,20,10,Warrick Dunn up the middle for 3 yards (tackle by Jamal Williams and Stephen Cooper),0.410,0.270
3,14:18,2,7,TAM 25,20,10,Jeff Garcia pass complete short left to Michael Clayton for 17 yards (tackle by Antonio Cromartie),0.270,1.730
3,13:48,1,10,TAM 42,20,10,Warrick Dunn left guard for 4 yards (tackle by Jamal Williams),1.730,1.730
3,13:07,2,6,TAM 46,20,10,Jeff Garcia pass complete short right to B.J. Askew for 5 yards (tackle by Antonio Cromartie),1.730,1.690
3,12:26,3,1,SDG 49,20,10,Cadillac Williams left guard for 1 yard (tackle by Jamal Williams and Stephen Cooper),1.690,2.390
3,11:43,1,10,SDG 48,20,10,Jeff Garcia pass complete short middle to Clifton Smith for 9 yards (tackle by Eric Weddle),2.390,3.060
3,11:10,2,1,SDG 39,20,10,Clifton Smith left guard for 2 yards (tackle by Stephen Cooper and Shaun Phillips),3.060,3.120
3,10:22,1,10,SDG 37,20,10,Warrick Dunn up the middle for 5 yards (tackle by Clinton Hart and Luis Castillo),3.120,3.250
3,9:40,2,5,SDG 32,20,10,Jeff Garcia pass incomplete short left intended for Ike Hilliard,3.250,2.540
3,9:32,3,5,SDG 32,20,10,Jeff Garcia pass complete deep left to Antonio Bryant for 17 yards (tackle by Steve Gregory),2.540,4.580
3,9:01,1,10,SDG 15,20,10,Warrick Dunn up the middle for -3 yards (tackle by Antoine Cason),4.580,3.560
3,8:24,2,13,SDG 18,20,10,Jeff Garcia left guard for 11 yards (tackle by Quentin Jammer),3.560,4.680
3,7:47,,,,20,10,Timeout #1 by Tampa Bay Buccaneers,0.000,4.680
3,7:47,3,2,SDG 7,20,16,"Jeff Garcia left end for 7 yards, touchdown",4.680,7.000
3,,,,SDG 2,20,17,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,20,17,"Matt Bryant kicks off 67 yards, returned by Darren Sproles for 44 yards (tackle by Aqib Talib)",0.000,2.060
3,7:30,1,10,SDG 47,20,17,Philip Rivers pass incomplete short left intended for Antonio Gates,2.060,1.520
3,7:23,2,10,SDG 47,20,17,LaDainian Tomlinson up the middle for 4 yards (tackle by Jovan Haye and Kevin Carter),1.520,1.360
3,6:41,3,6,TAM 49,20,17,Philip Rivers pass incomplete deep right intended for Vincent Jackson. Penalty on Jeromey Clary: Offensive Holding (Declined),1.360,0.000
3,6:32,4,6,TAM 49,20,17,"Mike Scifres punts 39 yards, returned by Ike Hilliard for 8 yards (tackle by David Binn)",0.000,-0.040
3,6:20,1,10,TAM 18,20,17,Warrick Dunn right guard for 2 yards (tackle by Antwan Applewhite and Jamal Williams),0.040,-0.130
3,5:45,2,8,TAM 20,20,17,Jeff Garcia pass complete short right to Warrick Dunn for 9 yards (tackle by Eric Weddle),-0.130,0.870
3,5:19,1,10,TAM 29,20,23,"Jeff Garcia pass complete deep right to Antonio Bryant for 71 yards, touchdown",0.870,7.000
3,,,,SDG 2,20,24,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,20,24,"Matt Bryant kicks off 61 yards, returned by Darren Sproles for 28 yards (tackle by Adam Hayward)",0.000,1.400
3,4:56,1,10,SDG 37,20,24,LaDainian Tomlinson left guard for 9 yards (tackle by Ryan Sims),1.400,2.070
3,4:22,2,1,SDG 46,20,24,LaDainian Tomlinson up the middle for 2 yards (tackle by Stylez G. White),2.070,2.130
3,3:40,1,10,SDG 48,20,24,Philip Rivers pass complete deep right to Vincent Jackson for 16 yards (tackle by Phillip Buchanon),2.130,3.180
3,3:08,1,10,TAM 36,20,24,LaDainian Tomlinson left end for 6 yards (tackle by Barrett Ruud),3.180,3.450
3,2:40,2,4,TAM 30,20,24,Philip Rivers pass incomplete (defended by Ronde Barber),3.450,2.740
3,2:31,3,4,TAM 30,20,24,Philip Rivers pass complete short left to Vincent Jackson for 10 yards,2.740,4.240
3,2:01,1,10,TAM 20,20,24,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by Barrett Ruud),4.240,5.040
3,1:13,2,2,TAM 12,20,24,LaDainian Tomlinson left tackle for 2 yards (tackle by Barrett Ruud and Jovan Haye),5.040,4.910
3,0:34,1,10,TAM 10,20,24,Philip Rivers pass incomplete short right intended for Brandon Manumaleuna (defended by Sabby Piscitelli),4.910,4.190
3,0:26,2,10,TAM 10,20,24,Philip Rivers pass complete short left to Vincent Jackson for 5 yards (tackle by Tanard Jackson),4.190,4.260
Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,TAM 5,26,24,"Philip Rivers pass complete short right to Antonio Gates for 5 yards, touchdown",4.260,7.000
4,,,,TAM 2,27,24,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,27,24,"Nate Kaeding kicks off 64 yards, returned by Brian Clark for 16 yards (tackle by Antwan Applewhite). Penalty on Eric Weddle: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,SDG 25,27,24,"Nate Kaeding kicks off 60 yards, returned by Clifton Smith for 18 yards (tackle by Matt Wilhelm)",0.000,1.140
4,14:40,1,10,TAM 33,27,24,Warrick Dunn right end for 4 yards (tackle by Jamal Williams),1.140,1.130
4,13:56,2,6,TAM 37,27,24,"Jeff Garcia pass incomplete. Penalty on Jeff Garcia: Intentional Grounding, 10 yards",1.130,-0.890
4,13:49,3,16,TAM 27,27,24,Jeff Garcia pass incomplete short middle intended for Ike Hilliard is intercepted by Stephen Cooper at TAM-40 and returned for 3 yards (tackle by Ike Hilliard),-0.890,-3.120
4,13:41,1,10,TAM 37,27,24,"Philip Rivers pass incomplete deep left intended for Vincent Jackson. Penalty on Philip Rivers: Intentional Grounding, 10 yards",3.120,1.220
4,13:34,2,20,TAM 47,27,24,Darren Sproles up the middle for 1 yard (tackle by Jovan Haye and Barrett Ruud),1.220,0.700
4,12:53,3,19,TAM 46,27,24,Philip Rivers pass complete short right to Darren Sproles for 10 yards (tackle by Gaines Adams),0.700,0.880
4,12:12,4,9,TAM 36,27,24,"Mike Scifres punts 36 yards, touchback",0.880,-0.280
4,12:02,1,10,TAM 20,27,24,Cadillac Williams up the middle for 2 yards (tackle by Stephen Cooper),0.280,0.000
4,11:24,2,8,TAM 22,27,24,Jeff Garcia pass complete short middle to Ike Hilliard for 11 yards (tackle by Eric Weddle),0.000,1.140
4,10:52,1,10,TAM 33,27,24,Warrick Dunn up the middle for -1 yards (tackle by Luis Castillo),1.140,0.460
4,10:16,2,11,TAM 32,27,24,Jeff Garcia pass incomplete deep left intended for Antonio Bryant,0.460,-0.230
4,10:07,3,11,TAM 32,27,24,Jeff Garcia sacked by Jyles Tucker and Shaun Phillips for -1 yards,-0.230,-1.310
4,9:40,4,12,TAM 31,27,24,"Josh Bidwell punts 58 yards, returned by Darren Sproles for 43 yards (tackle by Brian Clark)",-1.310,-2.520
4,9:24,1,10,TAM 46,27,24,LaDainian Tomlinson up the middle for 8 yards (tackle by Derrick Brooks),2.520,3.060
4,8:44,2,2,TAM 38,27,24,LaDainian Tomlinson left guard for 4 yards (tackle by Chris Hovan and Sabby Piscitelli),3.060,3.310
4,8:05,1,10,TAM 34,27,24,Darren Sproles up the middle for 2 yards (tackle by Barrett Ruud and Tanard Jackson),3.310,3.040
4,7:29,2,8,TAM 32,33,24,"Philip Rivers pass complete short right to Darren Sproles for 32 yards, touchdown",3.040,7.000
4,,,,TAM 2,34,24,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,34,24,"Nate Kaeding kicks off 61 yards, returned by Clifton Smith for 14 yards (tackle by Kassim Osgood)",0.000,0.480
4,7:11,1,10,TAM 23,34,24,Jeff Garcia pass complete short left to Warrick Dunn for 5 yards (tackle by Eric Weddle),0.480,0.610
4,6:42,2,5,TAM 28,34,24,Jeff Garcia pass incomplete short right intended for Warrick Dunn,0.610,-0.100
4,6:36,3,5,TAM 28,34,24,Jeff Garcia right end for 7 yards (tackle by Jyles Tucker),-0.100,1.270
4,5:58,1,10,TAM 35,34,24,Jeff Garcia pass complete short left to Jerramy Stevens for 2 yards (tackle by Eric Weddle),1.270,0.990
4,5:26,2,8,TAM 37,34,24,Jeff Garcia pass complete short left to Warrick Dunn for 5 yards (tackle by Antonio Cromartie),0.990,0.960
4,4:53,3,3,TAM 42,34,24,Jeff Garcia sacked by Shaun Phillips for 0 yards,0.960,-0.590
4,4:10,4,3,TAM 42,34,24,Jeff Garcia pass complete short left to Ike Hilliard for 4 yards (tackle by Antoine Cason),-0.590,1.990
4,3:47,1,10,TAM 46,34,24,Jeff Garcia pass incomplete short right intended for Michael Clayton,1.990,1.450
4,3:41,2,10,TAM 46,34,24,Jeff Garcia pass complete short right to Michael Clayton for 6 yards (tackle by Antoine Cason),1.450,1.550
4,3:13,3,4,SDG 48,40,24,"Jeff Garcia pass incomplete short right intended for Ike Hilliard is intercepted by Antoine Cason at SDG-41 and returned for 59 yards, touchdown",1.550,-7.000
4,,,,TAM 2,41,24,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,41,24,"Nate Kaeding kicks off 60 yards, returned by Clifton Smith for 27 yards (tackle by Antoine Cason)",0.000,1.400
4,2:52,1,10,TAM 37,41,24,Cadillac Williams up the middle for 11 yards (tackle by Clinton Hart),1.400,2.130
4,2:24,1,10,TAM 48,41,24,"Cadillac Williams right guard for 3 yards (tackle by Stephen Cooper). Penalty on Michael Clayton: Unnecessary Roughness, 15 yards",2.130,-0.040
4,2:15,2,22,TAM 36,41,24,Luke McCown for 4 yards,-0.040,-0.160
4,2:04,3,18,TAM 40,41,24,Luke McCown up the middle for 12 yards (tackle by Stephen Cooper),-0.160,0.070
4,1:55,4,6,SDG 48,41,24,Luke McCown pass incomplete short middle intended for Jerramy Stevens,0.070,-2.130
4,1:51,1,10,SDG 48,41,24,Philip Rivers kneels for -1 yards,2.130,1.450
4,1:00,2,11,SDG 47,41,24,Philip Rivers kneels for -1 yards,1.450,0.630
4,0:36,3,12,SDG 46,41,24,Philip Rivers kneels for -1 yards,0.630,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
