Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
1,7:45,2,5,PHI 44,0,3,Brian Westbrook right tackle for 9 yards (tackle by Omar Stoutmire and Scott Fujita),1.660,2.460
1,7:10,1,10,NOR 47,0,3,Donovan McNabb sacked by Hollis Thomas for -8 yards,2.460,0.830
1,6:38,2,18,PHI 45,0,3,Brian Westbrook left guard for 5 yards (tackle by Scott Shanle),0.830,0.830
1,5:52,3,13,,0,3,Donovan McNabb pass complete short right to Thomas Tapeh for 6 yards (tackle by Jason Craft),0.830,0.330
1,5:15,4,7,NOR 44,0,3,"Dirk Johnson punts 44 yards, touchback",0.330,-0.280
1,5:08,1,10,NOR 20,0,3,Drew Brees pass complete short left to Reggie Bush for 14 yards (tackle by Matt McCoy),0.280,1.200
1,4:53,1,10,NOR 34,0,3,Reggie Bush right guard for 1 yard (tackle by Darren Howard),1.200,0.790
1,4:14,2,9,NOR 35,0,3,"Penalty on Darren Howard: Defensive Offside, 6 yards (no play)",0.790,1.600
1,4:00,2,3,NOR 41,0,3,Drew Brees pass complete short right to Joe Horn for 6 yards (tackle by Dhani Jones and Jeremiah Trotter),1.600,2.060
1,3:22,1,10,NOR 47,0,3,Deuce McAllister left tackle for 12 yards (tackle by Dhani Jones and Sheldon Brown),2.060,2.850
1,2:42,1,10,PHI 41,0,3,Reggie Bush right guard for 1 yard (tackle by Matt McCoy),2.850,2.440
1,2:01,2,9,PHI 40,0,3,Reggie Bush left end for 7 yards (tackle by Sheldon Brown),2.440,2.680
1,1:32,3,2,PHI 33,0,3,"Drew Brees pass complete short left to Reggie Bush for 2 yards (tackle by Matt McCoy). Penalty on Matt McCoy: Unnecessary Roughness, 15 yards",2.680,4.510
1,1:07,1,10,PHI 16,0,3,Aaron Stecker right tackle for 2 yards (tackle by Dhani Jones),4.510,4.210
1,0:24,2,8,PHI 14,0,9,"Drew Brees pass complete short middle to Joe Horn for 14 yards, touchdown",4.210,7.000
1,,,,PHI 2,0,10,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 30,0,10,"John Carney kicks off 66 yards, returned by Dexter Wynn for 21 yards (tackle by Terrence Melton)",0.000,0.610
1,0:14,1,10,PHI 25,0,10,Brian Westbrook left tackle for 1 yard (tackle by Hollis Thomas),0.610,0.200
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,PHI 26,0,10,Donovan McNabb pass incomplete deep left intended for Greg Lewis (defended by Omar Stoutmire),0.200,-0.490
2,14:52,,,,0,10,Timeout #1 by Philadelphia Eagles,0.000,-0.490
2,14:52,3,9,PHI 26,0,10,Donovan McNabb sacked by Scott Fujita and Will Smith for -7 yards. Penalty on Shawn Andrews: Offensive Holding (Declined),-0.490,-2.140
2,14:40,4,16,PHI 19,0,10,"Dirk Johnson punts 56 yards, returned by Reggie Bush for 8 yards (tackle by Dhani Jones)",-2.140,-1.140
2,14:26,1,10,NOR 33,0,10,Drew Brees pass complete short middle to Nate Lawrie for 17 yards (tackle by Brian Dawkins),1.140,2.260
2,13:47,1,10,,0,10,"Drew Brees pass incomplete short left intended for Joe Horn. Penalty on Sheldon Brown: Defensive Pass Interfere, 11 yards (no play)",2.260,2.980
2,13:42,1,10,PHI 39,0,10,Drew Brees pass incomplete deep right intended for Jamal Jones is intercepted by Lito Sheppard at PHI-1 and returned for 29 yards,2.980,-0.940
2,13:30,1,10,PHI 30,0,10,"Donovan McNabb pass incomplete deep right intended for Hank Baskett (defended by Mike McKenzie). Penalty on Hank Baskett: Offensive Pass Interfere, 10 yards (no play)",0.940,0.280
2,13:23,1,20,PHI 20,0,10,Donovan McNabb pass incomplete short middle intended for Hank Baskett (defended by Fred Thomas),0.280,-0.960
2,13:18,2,20,PHI 20,0,10,Donovan McNabb pass incomplete deep left intended for Hank Baskett,-0.960,-1.620
2,13:12,3,20,PHI 20,0,10,Donovan McNabb pass incomplete deep right intended for Jason Avant (defended by Scott Fujita),-1.620,-2.030
2,13:00,4,20,PHI 20,0,10,"Dirk Johnson punts 44 yards, returned by Reggie Bush for 1 yard (tackle by Omar Gaither)",-2.030,-1.400
2,12:49,1,10,NOR 37,0,10,Drew Brees pass incomplete short right intended for Aaron Stecker,1.400,0.860
2,12:45,2,10,NOR 37,0,10,Aaron Stecker left end for 4 yards (tackle by Joselio Hanson and Sam Rayburn),0.860,0.700
2,12:02,3,6,NOR 41,0,10,Drew Brees pass incomplete short left intended for Reggie Bush,0.700,-0.650
2,11:57,4,6,NOR 41,0,10,"Steve Weatherford punts 49 yards, returned by Dexter Wynn for 10 yards (tackle by Jamal Jones)",-0.650,-0.280
2,11:46,1,10,PHI 20,0,10,Correll Buckhalter right end for 5 yards (tackle by Omar Stoutmire and Scott Fujita),0.280,0.410
2,11:08,2,5,PHI 25,0,10,Donovan McNabb pass complete short left to Jason Avant for 7 yards (tackle by Jason Craft),0.410,1.070
2,10:41,1,10,PHI 32,0,10,Brian Westbrook middle for 2 yards (tackle by Scott Shanle and Scott Fujita),1.070,0.800
2,10:05,2,8,PHI 34,0,10,Donovan McNabb pass incomplete deep right intended for Hank Baskett (defended by Fred Thomas),0.800,0.100
2,9:58,3,8,PHI 34,0,10,Donovan McNabb pass incomplete short right intended for Jason Avant (defended by Antwan Lake),0.100,-1.110
2,9:52,4,8,PHI 34,0,10,Dirk Johnson punts 41 yards (tackle by Dedrick Roper),-1.110,-1.930
2,9:40,1,10,NOR 45,0,10,Aaron Stecker left guard for 3 yards (tackle by Sheldon Brown),1.930,1.790
2,9:03,2,7,NOR 48,0,10,"Reggie Bush left end for no gain (tackle by Darwin Walker). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",1.790,0.440
2,8:44,2,17,NOR 38,0,10,Drew Brees pass complete short middle to Joe Horn for 14 yards (tackle by Michael Lewis),0.440,1.620
2,8:08,3,3,PHI 48,0,10,Joe Horn pass incomplete short right intended for Aaron Stecker,1.620,0.070
2,8:01,4,3,PHI 48,0,10,"Steve Weatherford punts 48 yards, touchback",0.070,-0.280
2,7:52,1,10,PHI 20,0,10,Donovan McNabb pass complete short right to Reggie Brown for 8 yards (tackle by Mike McKenzie),0.280,0.810
2,7:28,2,2,PHI 28,0,10,Donovan McNabb pass complete short left to Brian Westbrook for 8 yards (tackle by Jason Craft),0.810,1.330
2,6:56,1,10,PHI 36,0,10,Brian Westbrook right guard for 5 yards (tackle by Josh Bullocks and Rodney Leisle),1.330,1.470
2,6:30,,,,0,10,Timeout #1 by New Orleans Saints,0.000,1.470
2,6:30,2,5,PHI 41,0,10,Brian Westbrook left end for 6 yards (tackle by Fred Thomas),1.470,2.060
2,5:56,1,10,PHI 47,0,10,"Donovan McNabb pass incomplete short right intended for Reggie Brown. Penalty on Omar Stoutmire: Illegal Use of Hands, 5 yards (no play)",2.060,2.390
2,5:52,1,10,NOR 48,0,10,Ryan Moats middle for 7 yards (tackle by Charles Grant),2.390,2.790
2,5:18,2,3,NOR 41,0,10,Donovan McNabb pass incomplete,2.790,2.080
2,5:10,,,,0,10,Timeout #2 by Philadelphia Eagles,0.000,2.080
2,5:10,3,3,NOR 41,0,10,Donovan McNabb pass complete short right to Reggie Brown for 3 yards (tackle by Scott Fujita),2.080,3.050
2,4:31,1,10,NOR 38,0,10,Donovan McNabb pass complete short right to L.J. Smith for 8 yards (tackle by Mark Simoneau),3.050,3.590
2,3:55,2,2,NOR 30,0,10,Donovan McNabb pass incomplete short left intended for L.J. Smith,3.590,2.870
2,3:51,3,2,NOR 30,0,10,Brian Westbrook right guard for 1 yard (tackle by Will Smith),2.870,1.620
2,3:10,4,1,NOR 29,3,10,David Akers 47 yard field goal good,1.620,3.000
2,,,,PHI 30,3,10,"David Akers kicks off 68 yards, returned by Terrance Copper for 21 yards (tackle by Jason Short)",0.000,0.480
2,2:57,1,10,NOR 23,3,10,Deuce McAllister right guard for 9 yards (tackle by Michael Lewis),0.480,1.150
2,2:21,2,1,NOR 32,3,10,Deuce McAllister right tackle for no gain (tackle by Trent Cole and Mike Patterson),1.150,0.430
2,2:00,3,1,NOR 32,3,10,Deuce McAllister left end for no gain (tackle by Darwin Walker),0.430,-1.240
2,1:51,,,,3,10,Timeout #3 by Philadelphia Eagles,0.000,-1.240
2,1:51,4,1,NOR 32,3,10,"Steve Weatherford punts 49 yards, muffed catch by Dexter Wynn, recovered by Terrance Copper and returned for no gain",-1.240,4.310
2,1:44,1,10,PHI 19,3,10,Deuce McAllister right guard for 11 yards (tackle by Lito Sheppard),4.310,5.370
2,1:22,1,8,PHI 8,3,10,"Penalty on Nate Lawrie: False Start, 5 yards (no play)",5.370,4.530
2,1:19,1,13,PHI 13,3,10,Drew Brees pass complete short middle to Deuce McAllister for 3 yards (tackle by Jeremiah Trotter),4.530,4.190
2,0:40,2,10,PHI 10,3,10,Reggie Bush left guard for 3 yards (tackle by Michael Lewis),4.190,3.810
2,0:19,,,,3,10,Timeout #2 by New Orleans Saints,0.000,3.810
2,0:19,3,7,PHI 7,3,16,"Drew Brees pass complete short left to Marques Colston for 7 yards, touchdown",3.810,7.000
2,,,,PHI 2,3,17,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,3,17,"John Carney kicks off 62 yards, returned by Dexter Wynn for 20 yards (tackle by Jamal Jones). Dexter Wynn fumbles (forced by Jamal Jones), recovered by Thomas Tapeh at PHI-27",0.000,0.740
2,0:09,1,10,PHI 27,3,17,Brian Westbrook for 13 yards (tackle by Fred Thomas),0.740,1.600
2,0:01,1,10,PHI 40,3,17,Donovan McNabb pass incomplete deep right intended for Hank Baskett is intercepted by Scott Fujita at NOR-6,1.600,0.000
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,3,17,"John Carney kicks off 59 yards, returned by Dexter Wynn for 16 yards (tackle by Bryan Scott)",0.000,0.740
3,14:55,1,10,PHI 27,3,17,Brian Westbrook left end for 6 yards (tackle by Hollis Thomas and Scott Fujita),0.740,1.010
3,14:15,2,4,PHI 33,3,17,Donovan McNabb pass complete short left to L.J. Smith for 7 yards (tackle by Fred Thomas),1.010,1.600
3,13:35,1,10,PHI 40,9,17,"Donovan McNabb pass complete deep left to Reggie Brown for 60 yards, touchdown",1.600,7.000
3,,,,NOR 2,10,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,17,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,13:20,1,10,NOR 20,10,17,Drew Brees pass incomplete short right intended for Joe Horn,0.280,-0.270
3,13:14,2,10,NOR 20,10,17,Drew Brees pass complete short middle to Deuce McAllister for 9 yards (tackle by Jeremiah Trotter and Shawn Barber),-0.270,0.230
3,12:36,3,1,NOR 29,10,17,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Brian Dawkins and Dhani Jones),0.230,1.600
3,11:55,1,10,NOR 40,10,17,Drew Brees pass complete short right to Deuce McAllister for 9 yards (tackle by Darren Howard),1.600,2.270
3,10:46,2,1,NOR 49,10,17,"Deuce McAllister right guard for 4 yards (tackle by Shawn Barber). Deuce McAllister fumbles (forced by Shawn Barber), recovered by Jahri Evans at PHI-47 and returned for 1 yards",2.270,2.520
3,10:17,1,10,PHI 46,10,17,Drew Brees pass complete short right to Deuce McAllister for 3 yards (tackle by Shawn Barber),2.520,2.380
3,10:13,2,7,PHI 43,10,17,Reggie Bush right end for 5 yards (tackle by Brian Dawkins),2.380,2.350
3,9:30,3,2,PHI 38,10,17,Drew Brees pass incomplete short left intended for Joe Horn (defended by Joselio Hanson),2.350,0.720
3,9:26,4,2,PHI 38,10,17,"Steve Weatherford punts 38 yards, touchback",0.720,-0.280
3,9:16,1,10,PHI 20,10,17,Brian Westbrook right tackle for 2 yards (tackle by Brian Young),0.280,0.000
3,8:45,2,8,PHI 22,10,17,Donovan McNabb pass complete short right to Matt Schobel for 1 yard (tackle by Omar Stoutmire),0.000,-0.560
3,8:09,3,7,PHI 23,10,17,"Donovan McNabb pass incomplete (defended by Scott Fujita). Penalty on Omar Stoutmire: Illegal Contact, 5 yards (no play)",-0.560,0.810
3,8:02,1,10,PHI 28,10,17,"Donovan McNabb pass complete deep right to Matt Schobel for 40 yards (tackle by Scott Fujita and Mark Simoneau). Penalty on Reggie Brown: Offensive Holding, 10 yards",0.810,2.790
3,7:37,1,10,NOR 42,10,17,Donovan McNabb pass complete short right to Brian Westbrook for no gain,2.790,2.240
3,6:56,2,10,NOR 42,10,17,Brian Westbrook left tackle for -1 yards (tackle by Hollis Thomas),2.240,1.420
3,6:11,,,,10,17,Timeout #1 by Philadelphia Eagles,0.000,1.420
3,6:11,3,11,NOR 43,10,17,Donovan McNabb pass incomplete deep right intended for Reggie Brown,1.420,0.400
3,6:04,4,11,NOR 43,10,17,"Dirk Johnson punts 43 yards, touchback",0.400,-0.280
3,5:54,1,10,NOR 20,10,17,Reggie Bush right end for 5 yards (tackle by Lito Sheppard),0.280,0.410
3,5:17,2,5,NOR 25,10,17,Drew Brees pass incomplete short left intended for Marques Colston,0.410,-0.300
3,5:11,3,5,NOR 25,10,17,Drew Brees pass incomplete short right intended for Reggie Bush,-0.300,-1.700
3,5:07,4,5,NOR 25,10,17,Steve Weatherford punts 51 yards,-1.700,-0.540
3,4:54,1,10,PHI 24,10,17,Donovan McNabb pass complete short right to L.J. Smith for 29 yards (tackle by Hollis Thomas),0.540,2.460
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
3,4:14,1,10,NOR 47,10,17,Brian Westbrook left tackle for no gain (tackle by Hollis Thomas and Will Smith),2.460,1.910
3,3:34,2,10,NOR 47,10,17,Donovan McNabb pass incomplete deep right intended for Hank Baskett,1.910,1.220
3,3:24,3,10,NOR 47,10,17,"Penalty on Todd Herremans: False Start, 5 yards (no play)",1.220,0.560
3,3:24,3,15,PHI 48,10,17,Donovan McNabb pass complete deep middle to Reggie Brown for 17 yards (tackle by Josh Bullocks),0.560,3.250
3,2:38,1,10,NOR 35,10,17,"Donovan McNabb pass incomplete deep left intended for Brian Westbrook. Penalty on Josh Bullocks: Defensive Pass Interfere, 20 yards (no play)",3.250,4.580
3,2:32,1,10,NOR 15,10,17,Donovan McNabb pass complete short right to Brian Westbrook for -5 yards (tackle by Scott Fujita),4.580,3.350
3,1:53,2,15,NOR 20,10,17,Donovan McNabb pass complete short left to Reggie Brown for 16 yards (tackle by Josh Bullocks and Fred Thomas),3.350,6.280
3,1:06,1,4,NOR 4,16,17,"Donovan McNabb pass complete short right to L.J. Smith for 4 yards, touchdown",6.280,7.000
3,,,,NOR 2,17,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,17,17,"David Akers kicks off 72 yards, returned by Jamal Jones for 25 yards (tackle by Sean Considine)",0.000,0.480
3,0:57,1,10,NOR 23,17,17,Deuce McAllister left guard for 4 yards (tackle by Jerome McDougle),0.480,0.470
3,0:17,2,6,NOR 27,17,17,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 9 yards",0.470,-1.560
3,0:06,3,15,NOR 18,17,17,Drew Brees pass incomplete short right intended for Marques Colston is intercepted by Darwin Walker at NOR-21 and returned for 6 yards,-1.560,-4.580
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 15,23,17,"Reggie Brown left end for 15 yards, touchdown",4.580,7.000
4,,,,NOR 2,24,17,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,24,17,"David Akers kicks off 68 yards, returned by Jamal Jones for 29 yards (tackle by Dedrick Roper)",0.000,1.000
4,14:47,1,10,NOR 31,24,17,Drew Brees pass incomplete short left intended for Joe Horn (defended by Darren Howard),1.000,0.460
4,14:42,2,10,NOR 31,24,17,Drew Brees pass complete short right to Jamal Jones for 8 yards (tackle by Omar Gaither),0.460,0.830
4,14:06,3,2,NOR 39,24,17,Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Lito Sheppard and Jeremiah Trotter),0.830,2.190
4,13:26,1,10,NOR 49,24,17,Drew Brees left end for 3 yards (tackle by Jeremiah Trotter),2.190,2.050
4,13:01,2,7,PHI 48,24,23,"Drew Brees pass complete deep right to Joe Horn for 48 yards, touchdown",2.050,7.000
4,,,,PHI 2,24,24,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,24,24,"John Carney kicks off 63 yards, returned by Dexter Wynn for 19 yards (tackle by DeJuan Groce)",0.000,0.670
4,12:45,1,10,PHI 26,24,24,Brian Westbrook right end for no gain (tackle by Charles Grant),0.670,0.130
4,12:01,2,10,PHI 26,24,24,Brian Westbrook left tackle for 9 yards (tackle by Omar Stoutmire),0.130,0.630
4,11:26,3,1,PHI 35,24,24,Brian Westbrook right guard for 9 yards (tackle by Omar Stoutmire and Josh Bullocks),0.630,1.860
4,10:48,1,10,PHI 44,24,24,Donovan McNabb pass incomplete deep left intended for Hank Baskett,1.860,1.320
4,10:40,2,10,PHI 44,24,24,Donovan McNabb pass complete short left to Greg Lewis for 11 yards (tackle by Fred Thomas),1.320,2.590
4,9:57,1,10,NOR 45,24,24,Brian Westbrook left guard for 5 yards (tackle by Scott Shanle),2.590,2.720
4,9:18,2,5,NOR 40,24,24,Donovan McNabb sacked by Charles Grant for -6 yards,2.720,1.220
4,8:40,,,,24,24,Timeout #2 by Philadelphia Eagles,0.000,1.220
4,8:40,3,11,NOR 46,24,24,Donovan McNabb pass incomplete short right intended for Brian Westbrook (defended by Omar Stoutmire),1.220,0.200
4,8:35,4,11,NOR 46,24,24,"Dirk Johnson punts 31 yards, fair catch by Reggie Bush",0.200,0.220
4,8:26,1,10,NOR 15,24,24,Drew Brees pass complete short right to Joe Horn for 8 yards (tackle by Omar Gaither),-0.220,0.480
4,7:48,2,2,NOR 23,24,24,Drew Brees pass complete short right to Mike Karney for 2 yards (tackle by Dhani Jones),0.480,0.610
4,7:15,1,10,NOR 25,24,24,Drew Brees pass complete deep left to Joe Horn for 20 yards (tackle by Jeremiah Trotter),0.610,1.930
4,6:36,1,10,NOR 45,24,24,Drew Brees pass complete short right to Deuce McAllister for 4 yards (tackle by Joselio Hanson),1.930,1.920
4,5:55,2,6,NOR 49,24,24,Reggie Bush left end for 4 yards (tackle by Sean Considine),1.920,1.750
4,5:30,3,2,PHI 47,24,24,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Joselio Hanson and Brian Dawkins),1.750,3.250
4,4:48,1,10,PHI 35,24,24,"Reggie Bush left end for 7 yards (tackle by Sheldon Brown). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",3.250,2.590
4,4:41,1,20,PHI 45,24,24,Deuce McAllister left guard for 3 yards (tackle by Mike Patterson and Joselio Hanson),2.590,1.760
4,4:01,2,17,PHI 42,24,24,Drew Brees pass complete short left to Aaron Stecker for 7 yards (tackle by Sheldon Brown),1.760,2.010
4,3:13,3,10,PHI 35,24,24,"Drew Brees sacked by Darwin Walker for -7 yards. Penalty on PHI: Defensive 12 On-field, 5 yards (no play)",2.010,2.680
4,3:08,,,,24,24,Timeout #2 by New Orleans Saints,0.000,2.680
4,3:08,3,5,PHI 30,24,24,Drew Brees pass complete short left to Mark Campbell for 7 yards (tackle by Jeremiah Trotter),2.680,4.040
4,2:34,1,10,PHI 23,24,24,Drew Brees pass complete short right to Deuce McAllister for 8 yards (tackle by Dhani Jones),4.040,4.750
4,2:22,,,,24,24,Timeout #3 by Philadelphia Eagles,0.000,4.750
4,2:22,2,2,PHI 15,24,24,Reggie Bush right end for 1 yard (tackle by Jeremiah Trotter and Lito Sheppard),4.750,4.280
4,2:17,3,1,PHI 14,24,24,Deuce McAllister left guard for 5 yards (tackle by Jeremiah Trotter and Sean Considine),4.280,5.140
4,2:00,1,9,PHI 9,24,24,Drew Brees kneels for -2 yards,5.140,4.020
4,1:14,2,11,PHI 11,24,24,Drew Brees kneels for -1 yards,4.020,3.100
4,0:35,3,12,PHI 12,24,24,Drew Brees kneels for -1 yards,3.100,2.570
4,0:03,,,,24,24,Timeout #3 by New Orleans Saints,0.000,2.570
4,0:03,4,13,PHI 13,24,27,John Carney 31 yard field goal good,2.570,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
