Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2,5:41,2,15,LAC 30,7,14,Philip Rivers pass complete deep left to Tyrell Williams for 26 yards (tackle by Eric Berry),0.050,2.650
2,5:00,1,10,KAN 44,7,14,Detrez Newsome up the middle for 3 yards (tackle by Dee Ford),2.650,2.520
2,4:18,2,7,KAN 41,7,14,Philip Rivers pass complete short left to Detrez Newsome for 8 yards (tackle by Steven Nelson),2.520,3.380
2,3:41,1,10,KAN 33,7,14,Detrez Newsome up the middle for no gain (tackle by Anthony Hitchens and Xavier Williams),3.380,2.840
2,3:04,2,10,KAN 33,7,14,Travis Benjamin left end for 8 yards (tackle by Ron Parker),2.840,3.200
2,2:18,3,2,KAN 25,7,14,"Philip Rivers pass complete short middle to Tyrell Williams for 3 yards (tackle by Orlando Scandrick). Tyrell Williams fumbles (forced by Orlando Scandrick), recovered by Tyrell Williams at KC-22",3.200,4.110
2,2:00,1,10,KAN 22,7,14,Philip Rivers sacked by Chris Jones and Justin Houston for -5 yards,4.110,2.890
2,1:14,2,15,KAN 27,7,14,Philip Rivers pass complete short left to Mike Williams for 3 yards (tackle by Dorian O'Daniel and Anthony Hitchens),2.890,2.610
2,1:07,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:07,3,12,KAN 24,7,14,Philip Rivers pass complete short left to Mike Williams for 13 yards (tackle by Steven Nelson and Ron Parker),2.610,4.840
2,0:57,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:57,1,10,KAN 11,7,14,Philip Rivers pass incomplete short middle intended for Mike Williams,4.840,4.140
2,0:54,2,10,KAN 11,7,14,Philip Rivers pass short right intended for Tyrell Williams is intercepted by Kendall Fuller at KC-0 and returned for no gain,4.140,-0.280
2,0:47,1,10,KAN 20,7,14,Patrick Mahomes pass complete short left to Damien Williams for 19 yards (tackle by Derwin James),0.280,1.530
2,0:40,1,10,KAN 39,7,14,Patrick Mahomes sacked by Melvin Ingram for -7 yards,1.530,0.040
2,0:32,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:32,2,17,KAN 32,7,14,"Penalty on Melvin Ingram: Neutral Zone Infraction, 5 yards (no play)",0.040,0.720
2,0:32,2,12,KAN 37,7,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 2 yards (tackle by Michael Davis),0.720,0.300
2,0:26,3,10,KAN 39,7,14,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,0.300,-0.780
2,0:19,4,10,KAN 39,7,14,"Dustin Colquitt punts 61 yards, touchback.",-0.780,-0.280
2,0:09,1,10,LAC 20,7,14,Justin Jackson up the middle for 7 yards (tackle by Anthony Hitchens and Reggie Ragland),0.280,0.680
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,7,14,"Michael Badgley kicks off 59 yards, (tackle by Geremy Davis and Detrez Newsome)",0.000,0.670
3,14:55,1,10,KAN 26,7,14,"Patrick Mahomes for -3 yards. Patrick Mahomes fumbles, recovered by Tyreek Hill at KC-18 (tackle by Desmond King)",0.670,-0.280
3,14:26,2,13,KAN 23,7,14,Patrick Mahomes pass complete short right to Damien Williams for 7 yards (tackle by Adrian Phillips),-0.280,-0.030
3,14:20,3,6,KAN 30,7,14,Patrick Mahomes pass complete short right to Travis Kelce for 16 yards (tackle by Adrian Phillips),-0.030,1.990
3,13:36,1,10,KAN 46,7,14,Patrick Mahomes pass complete deep right to Tyreek Hill for 33 yards (tackle by Jahleel Addae),1.990,4.170
3,12:47,1,10,LAC 21,7,14,Patrick Mahomes pass complete deep right to Kelvin Benjamin for 17 yards (tackle by Michael Davis),4.170,6.280
3,12:21,1,4,LAC 4,7,14,Damien Williams middle for 2 yards (tackle by Jatavis Brown and Melvin Ingram),6.280,5.720
3,11:43,2,2,LAC 2,7,20,"Damien Williams middle for 2 yards, touchdown",5.720,7.000
3,11:38,,,LAC 15,7,21,Harrison Butker kicks extra point good,0.000,0.000
3,11:38,,,KAN 35,7,21,"Harrison Butker kicks off 63 yards, returned by Desmond King for 22 yards (tackle by Dorian O'Daniel and Jordan Lucas)",0.000,0.540
3,11:32,1,10,LAC 24,7,21,Justin Jackson left guard for 2 yards (tackle by Ron Parker and Derrick Nnadi),0.540,0.270
3,10:52,2,8,LAC 26,7,21,Philip Rivers pass complete short middle to Tyrell Williams for 17 yards (tackle by Steven Nelson),0.270,1.800
3,10:14,1,10,LAC 43,7,21,Justin Jackson right tackle for 9 yards (tackle by Daniel Sorensen),1.800,2.470
3,9:33,2,1,KAN 48,7,21,Justin Jackson up the middle for -2 yards (tackle by Anthony Hitchens),2.470,1.490
3,8:47,3,3,LAC 50,7,21,Philip Rivers pass complete short right to Mike Williams for 4 yards (tackle by Orlando Scandrick),1.490,2.520
3,7:59,1,10,KAN 46,7,21,Justin Jackson up the middle for 6 yards (tackle by Anthony Hitchens and Xavier Williams),2.520,2.790
3,7:29,2,4,KAN 40,7,21,Philip Rivers pass complete short right to Virgil Green for 3 yards (tackle by Ron Parker),2.790,2.480
3,6:55,3,1,KAN 37,7,21,Justin Jackson right tackle for 3 yards (tackle by Kendall Fuller),2.480,3.310
3,6:17,1,10,KAN 34,7,21,Justin Jackson right end for 4 yards (tackle by Anthony Hitchens),3.310,3.310
3,5:28,2,6,KAN 30,7,21,Detrez Newsome up the middle for 11 yards (tackle by Daniel Sorensen). Penalty on Breeland Speaks: Defensive Offside (Declined),3.310,4.310
3,5:05,1,10,KAN 19,13,21,"Mike Williams right end for 19 yards, touchdown",4.310,7.000
3,4:57,,,KAN 15,14,21,Michael Badgley kicks extra point good,0.000,0.000
3,4:57,,,LAC 35,14,21,"Michael Badgley kicks off 59 yards, (tackle by Kyle Wilson)",0.000,0.280
3,4:52,1,10,KAN 20,14,21,"Patrick Mahomes pass complete deep left to Travis Kelce for 25 yards (tackle by Casey Hayward). Penalty on Mitchell Schwartz: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,4:28,1,20,KAN 10,14,21,Patrick Mahomes pass incomplete short middle intended for Kelvin Benjamin,-0.760,-1.510
3,4:22,2,20,KAN 10,14,21,Patrick Mahomes pass complete deep middle to Chris Conley for 16 yards (tackle by Jatavis Brown),-1.510,-0.160
3,3:36,3,4,KAN 26,14,21,Patrick Mahomes pass complete short left to Travis Kelce for 1 yard (tackle by Derwin James),-0.160,-1.570
3,3:01,4,3,KAN 27,14,21,"Dustin Colquitt punts 50 yards, fair catch by Desmond King at LAC-23",-1.570,-0.480
3,2:53,1,10,LAC 23,14,21,Philip Rivers pass complete short right to Detrez Newsome for 11 yards (tackle by Ron Parker),0.480,1.200
3,2:11,1,10,LAC 34,14,21,Detrez Newsome right tackle for no gain (tackle by Derrick Nnadi and Justin Houston),1.200,0.660
3,1:28,2,10,LAC 34,14,21,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Steven Nelson),0.660,-0.030
3,1:24,3,10,LAC 34,14,21,Philip Rivers pass incomplete deep left intended for Travis Benjamin,-0.030,-1.110
3,1:18,4,10,LAC 34,14,21,Donnie Jones punts 39 yards out of bounds,-1.110,-0.740
3,1:10,1,10,KAN 27,14,21,Patrick Mahomes pass complete short right to Tyreek Hill for 5 yards (tackle by Jatavis Brown),0.740,0.870
3,0:31,2,5,KAN 32,14,21,"Damien Williams middle for -2 yards (tackle by Melvin Ingram). Penalty on Mitch Morse: Offensive Holding, 10 yards (no play)",0.870,-0.480
3,0:07,2,15,KAN 22,14,21,"Patrick Mahomes pass incomplete short left. Penalty on Justin Jones: Face Mask (15 Yards), 15 yards (no play)",-0.480,1.400
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 37,14,21,Tyreek Hill right end for no gain (tackle by Derwin James),1.400,0.860
4,14:39,2,10,KAN 37,14,21,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,0.860,0.170
4,14:35,3,10,KAN 37,14,21,"Patrick Mahomes pass incomplete short left intended for Demetrius Harris. Penalty on Desmond King: Defensive Holding, 5 yards (no play)",0.170,1.730
4,14:26,1,10,KAN 42,14,21,Patrick Mahomes pass complete short left to Damien Williams for no gain,1.730,1.190
4,13:53,2,10,KAN 42,14,21,Patrick Mahomes pass incomplete short left intended for Chris Conley,1.190,0.500
4,13:48,3,10,KAN 42,14,21,Patrick Mahomes pass complete short left to Travis Kelce for 15 yards (tackle by Desmond King),0.500,2.720
4,13:04,1,10,LAC 43,14,21,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill. Penalty on Tyreek Hill: Illegal Motion (Offsetting) (no play),2.720,2.720
4,12:55,1,10,LAC 43,14,21,Patrick Mahomes pass complete short middle to Travis Kelce for 16 yards (tackle by Adrian Phillips),2.720,3.780
4,12:09,1,10,LAC 27,14,21,"Damien Williams left end for 12 yards (tackle by Derwin James). Penalty on KAN: Illegal Shift, 5 yards (no play)",3.780,3.450
4,11:38,1,15,LAC 32,14,21,"Patrick Mahomes pass incomplete deep right. Penalty on Jatavis Brown: Defensive Holding, 5 yards (no play)",3.450,3.780
4,11:31,1,10,LAC 27,14,21,Darrel Williams left tackle for 8 yards (tackle by Desmond King),3.780,4.350
4,10:53,2,2,LAC 19,14,21,Damien Williams middle for 8 yards (tackle by Jahleel Addae),4.350,4.840
4,10:10,1,10,LAC 11,14,21,Damien Williams middle for 6 yards (tackle by Damion Square and Adrian Phillips),4.840,5.280
4,9:32,,,,,,Timeout #1 by Kansas City Chiefs,,
4,9:32,2,4,LAC 5,14,21,Patrick Mahomes pass complete short right to Chris Conley for 3 yards (tackle by Adrian Phillips and Jahleel Addae),5.280,5.120
4,9:12,3,1,LAC 2,14,21,Patrick Mahomes up the middle for 1 yard (tackle by Damion Square),5.120,6.970
4,8:20,1,1,LAC 1,14,27,"Damien Williams middle for 1 yard, touchdown",6.970,7.000
4,8:15,,,LAC 15,14,28,Harrison Butker kicks extra point good,0.000,0.000
4,8:15,,,KAN 35,14,28,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,8:15,1,10,LAC 25,14,28,Philip Rivers pass complete short middle to Tyrell Williams for 14 yards (tackle by Anthony Hitchens),0.610,1.530
4,7:47,1,10,LAC 39,14,28,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Chris Jones),1.530,0.990
4,7:42,2,10,LAC 39,14,28,Philip Rivers pass complete short right to Tyrell Williams for 8 yards (tackle by Daniel Sorensen),0.990,1.360
4,7:03,3,2,LAC 47,14,28,Philip Rivers pass complete short left to Antonio Gates for 14 yards (tackle by Kendall Fuller and Anthony Hitchens),1.360,2.980
4,6:28,1,10,KAN 39,14,28,Philip Rivers pass complete short right to Justin Jackson for 16 yards (tackle by Anthony Hitchens),2.980,4.040
4,5:55,1,10,KAN 23,14,28,Philip Rivers pass incomplete deep right intended for Tyrell Williams,4.040,3.500
4,5:50,2,10,KAN 23,14,28,Philip Rivers pass complete short right to Antonio Gates for 10 yards (tackle by Orlando Scandrick and Ron Parker),3.500,4.710
4,5:18,1,10,KAN 13,14,28,Detrez Newsome left guard for 4 yards (tackle by Dorian O'Daniel and Eric Murray),4.710,4.770
4,4:38,2,6,KAN 9,14,28,Philip Rivers pass complete short left to Tyrell Williams for 3 yards (tackle by Steven Nelson),4.770,4.560
4,4:03,3,3,KAN 6,14,28,Philip Rivers pass incomplete short left intended for Mike Williams,4.560,3.010
4,4:00,4,3,KAN 6,14,28,"Philip Rivers pass incomplete short left intended for Tyrell Williams. Penalty on Steven Nelson: Defensive Holding, 3 yards (no play)",3.010,6.510
4,3:53,1,3,KAN 3,20,28,"Justin Jackson up the middle for 3 yards, touchdown",6.510,7.000
4,3:49,,,KAN 15,21,28,Michael Badgley kicks extra point good,0.000,0.000
4,3:49,,,LAC 35,21,28,"Michael Badgley kicks off 54 yards, (tackle by Adrian Phillips and Uchenna Nwosu). Penalty on Charvarius Ward: Illegal Block Above the Waist, 10 yards",0.000,-0.370
4,3:43,1,10,KAN 11,21,28,Damien Williams left end for -3 yards (tackle by Darius Philon),-0.370,-1.000
4,3:37,,,,,,Timeout #1 by Los Angeles Chargers,,
4,3:37,2,13,KAN 8,21,28,Patrick Mahomes pass complete short right to Tyreek Hill for 5 yards (tackle by Adrian Phillips and Desmond King),-1.000,-1.190
4,3:30,,,,,,Timeout #2 by Los Angeles Chargers,,
4,3:30,3,8,KAN 13,21,28,"Penalty on Demetrius Harris: False Start, 5 yards (no play)",-1.190,-1.770
4,3:30,3,13,KAN 8,21,28,Patrick Mahomes sacked by Isaac Rochell and Melvin Ingram for -2 yards,-1.770,-2.490
4,2:47,4,15,KAN 6,21,28,"Dustin Colquitt punts 55 yards, muffed catch by Desmond King, recovered by Desmond King at LAC-40, returned by Desmond King for no gain (tackle by Charvarius Ward)",-2.490,-1.600
4,2:37,1,10,LAC 40,21,28,"Philip Rivers pass incomplete short right intended for Justin Jackson. Penalty on Dan Feeney: Offensive Holding, 10 yards (no play)",1.600,0.940
4,2:33,1,20,LAC 30,21,28,Philip Rivers pass complete deep middle to Travis Benjamin for 31 yards (tackle by Eric Murray),0.940,2.980
4,2:03,1,10,KAN 39,21,28,Philip Rivers pass incomplete short left intended for Tyrell Williams,2.980,2.440
4,1:59,2,10,KAN 39,21,28,Philip Rivers pass complete short left to Justin Jackson for 3 yards (tackle by Dorian O'Daniel),2.440,2.150
4,1:18,3,7,KAN 36,21,28,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Steven Nelson),2.150,0.880
4,1:11,4,7,KAN 36,21,28,Philip Rivers pass complete deep right to Travis Benjamin for 26 yards (tackle by Eric Murray),0.880,4.910
4,0:39,1,10,KAN 10,21,28,Philip Rivers pass incomplete short left intended for Justin Jackson (defended by Dorian O'Daniel),4.910,4.190
4,0:34,2,10,KAN 10,21,28,Philip Rivers sacked by Justin Houston for no gain,4.190,3.130
4,0:13,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:13,3,10,KAN 10,21,28,"Philip Rivers pass incomplete short middle intended for Mike Williams. Penalty on Kendall Fuller: Defensive Pass Interference, 9 yards (no play)",3.130,6.970
4,0:08,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:08,1,1,KAN 1,27,28,"Philip Rivers pass complete short right to Mike Williams for 1 yard, touchdown",6.970,7.000
4,0:04,,,KAN 2,29,28,"Two Point Attempt: Philip Rivers pass complete to Mike Williams, conversion succeeds",0.000,1.000
4,0:04,,,LAC 35,29,28,"Michael Badgley kicks off 58 yards, recovered by Chris Conley at KC-16 and returned for 1 yard (tackle by Rayshawn Jenkins)",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
