Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2,2:53,2,2,KAN 2,9,17,"Penalty on Chris Jones: Neutral Zone Infraction, 1 yard (no play)",5.720,5.910
2,2:39,2,1,KAN 1,9,17,Sony Michel up the middle for no gain (tackle by Derrick Nnadi and Xavier Williams),5.910,5.170
2,2:00,3,1,KAN 1,9,23,"Sony Michel right tackle for 1 yard, touchdown",5.170,7.000
2,1:57,,,KAN 15,9,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:57,,,NWE 35,9,24,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,1:57,1,10,KAN 25,9,24,Patrick Mahomes pass incomplete short middle intended for Spencer Ware,0.610,0.060
2,1:54,2,10,KAN 25,9,24,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Jason McCourty),0.060,1.270
2,1:28,1,10,KAN 35,9,24,"Patrick Mahomes pass complete short right to Tyreek Hill for no gain. Penalty on Eric Fisher: Illegal Use of Hands, 10 yards (no play)",1.270,0.610
2,1:21,1,20,KAN 25,9,24,Patrick Mahomes pass complete short left to Spencer Ware for 5 yards (tackle by Trey Flowers and Dont'a Hightower),0.610,0.050
2,0:54,2,15,KAN 30,9,24,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,0.050,-0.630
2,0:51,3,15,KAN 30,9,24,Patrick Mahomes pass complete deep left to Tyreek Hill for 27 yards (tackle by Duron Harmon),-0.630,2.720
2,0:40,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:40,1,10,NWE 43,9,24,Patrick Mahomes left end for 6 yards (tackle by Trey Flowers),2.720,2.990
2,0:31,2,4,NWE 37,9,24,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Devin McCourty),2.990,3.640
2,0:22,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:22,1,10,NWE 29,9,24,Patrick Mahomes pass complete short right to Tyreek Hill for 14 yards,3.640,4.580
2,0:17,1,10,NWE 15,9,24,Patrick Mahomes pass deep right intended for Travis Kelce is intercepted by Duron Harmon at NE-0 and returned for no gain,4.580,-0.280
2,0:04,1,10,NWE 20,9,24,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,9,24,"Stephen Gostkowski kicks off 64 yards, (tackle by Brandon King)",0.000,0.610
3,14:56,1,10,KAN 25,9,24,Kareem Hunt up the middle for 4 yards (tackle by Patrick Chung),0.610,0.600
3,14:21,2,6,KAN 29,9,24,Kareem Hunt up the middle for 4 yards (tackle by Elandon Roberts and Trey Flowers),0.600,0.430
3,13:39,3,2,KAN 33,15,24,"Patrick Mahomes pass complete deep right to Kareem Hunt for 67 yards, touchdown",0.430,7.000
3,13:27,,,NWE 15,16,24,Harrison Butker kicks extra point good,0.000,0.000
3,13:27,,,KAN 35,16,24,"Harrison Butker kicks off 65 yards, returned by Cordarrelle Patterson for 30 yards (tackle by Anthony Sherman and Josh Shaw)",0.000,0.940
3,13:20,1,10,NWE 30,16,24,Tom Brady pass complete short left to James Develin for 4 yards (tackle by Breeland Speaks),0.940,0.930
3,12:48,2,6,NWE 34,16,24,Sony Michel left tackle for 4 yards (tackle by Chris Jones and Anthony Hitchens),0.930,0.760
3,12:10,3,2,NWE 38,16,24,James White up the middle for 10 yards (tackle by Anthony Hitchens and Jordan Lucas),0.760,2.130
3,11:36,1,10,NWE 48,16,24,Sony Michel up the middle for 4 yards (tackle by Derrick Nnadi and Reggie Ragland),2.130,2.120
3,10:49,2,6,KAN 48,16,24,Tom Brady pass complete short middle to Josh Gordon for 11 yards (tackle by Orlando Scandrick),2.120,3.120
3,10:00,1,10,KAN 37,16,24,Tom Brady pass complete short right to Josh Gordon for 9 yards (tackle by Orlando Scandrick),3.120,3.790
3,9:26,2,1,KAN 28,16,24,Sony Michel left guard for 7 yards (tackle by Reggie Ragland and Anthony Hitchens),3.790,4.170
3,8:49,1,10,KAN 21,16,24,Sony Michel up the middle for 15 yards (tackle by Jordan Lucas and Anthony Hitchens),4.170,5.830
3,8:09,1,6,KAN 6,16,24,Sony Michel left guard for 1 yard (tackle by Xavier Williams and Derrick Nnadi),5.830,5.150
3,7:30,2,5,KAN 5,16,24,Tom Brady pass incomplete short left intended for Julian Edelman,5.150,4.260
3,7:25,3,5,KAN 5,16,24,Tom Brady pass incomplete short right intended for Josh Gordon,4.260,3.010
3,7:20,4,5,KAN 5,16,27,Stephen Gostkowski 24 yard field goal good,3.010,3.000
3,7:17,,,NWE 35,16,27,"Stephen Gostkowski kicks off 61 yards, (tackle by Patrick Chung and Nicholas Grigsby)",0.000,1.400
3,7:11,1,10,KAN 37,16,27,Patrick Mahomes pass incomplete short right intended for Sammy Watkins,1.400,0.860
3,7:07,2,10,KAN 37,16,27,Patrick Mahomes pass complete short middle to Tyreek Hill for 9 yards (tackle by Devin McCourty),0.860,1.360
3,6:32,3,1,KAN 46,16,27,Tyreek Hill right end for no gain (tackle by Jason McCourty),1.360,-0.320
3,6:14,4,1,KAN 46,16,27,Patrick Mahomes right tackle for 3 yards (tackle by Jonathan Jones),-0.320,2.190
3,5:42,1,10,KAN 49,16,27,Kareem Hunt up the middle for 31 yards (tackle by Duron Harmon),2.190,4.240
3,5:11,1,10,NWE 20,16,27,Spencer Ware up the middle for 4 yards (tackle by Elandon Roberts),4.240,4.280
3,4:31,2,6,NWE 16,16,27,Patrick Mahomes pass complete short left to Spencer Ware for 4 yards (tackle by Jason McCourty),4.280,4.340
3,3:45,3,2,NWE 12,16,27,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Elandon Roberts),4.340,2.760
3,3:40,4,2,NWE 12,19,27,Harrison Butker 30 yard field goal good,2.760,3.000
3,3:36,,,KAN 35,19,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,3:36,1,10,NWE 25,19,27,James White left guard for 11 yards (tackle by Anthony Hitchens),0.610,1.330
3,2:48,1,10,NWE 36,19,27,Tom Brady pass incomplete deep middle intended for Josh Gordon (defended by Jordan Lucas),1.330,0.790
3,2:42,2,10,NWE 36,19,27,Tom Brady pass incomplete deep left intended for James White. Penalty on Trent Brown: Illegal Formation (Declined),0.790,0.100
3,2:36,3,10,NWE 36,19,27,"Tom Brady sacked by Breeland Speaks and Reggie Ragland for -7 yards. Tom Brady fumbles (forced by Breeland Speaks), recovered by Allen Bailey at NE-29 (tackle by Marcus Cannon)",0.100,-3.640
3,2:23,1,10,NWE 29,19,27,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,3.640,3.100
3,2:20,2,10,NWE 29,19,27,Patrick Mahomes pass complete short right to Sammy Watkins for 15 yards (tackle by Stephon Gilmore),3.100,4.650
3,1:42,1,10,NWE 14,19,27,Kareem Hunt right tackle for no gain (tackle by Danny Shelton),4.650,4.000
3,1:03,2,10,NWE 14,25,27,"Patrick Mahomes pass complete short right to Tyreek Hill for 14 yards, touchdown",4.000,7.000
3,0:56,,,NWE 15,26,27,Harrison Butker kicks extra point good,0.000,0.000
3,0:56,,,KAN 35,26,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,0:56,1,10,NWE 25,26,27,Sony Michel up the middle for 1 yard (tackle by Allen Bailey),0.610,0.200
3,0:17,2,9,NWE 26,26,27,Tom Brady pass incomplete deep right intended for Julian Edelman. Penalty on Kendall Fuller: Defensive Holding (Offsetting) (no play),0.200,0.200
3,0:12,2,9,NWE 26,26,27,Tom Brady pass complete short left to Julian Edelman for 21 yards (tackle by Steven Nelson),0.200,2.060
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 47,26,27,Sony Michel up the middle for 3 yards (tackle by Xavier Williams),2.060,1.920
4,14:26,2,7,NWE 50,26,27,James White right guard for 12 yards (tackle by Ron Parker),1.920,3.050
4,13:42,1,10,KAN 38,26,27,James White right tackle for no gain (tackle by Reggie Ragland),3.050,2.510
4,13:02,2,10,KAN 38,26,27,Tom Brady pass complete short right to James White for 9 yards (tackle by Anthony Hitchens),2.510,3.010
4,12:28,3,1,KAN 29,26,27,Sony Michel right end for 4 yards (tackle by Jordan Lucas),3.010,3.910
4,11:53,1,10,KAN 25,26,27,Sony Michel up the middle for 2 yards (tackle by Xavier Williams and Anthony Hitchens),3.910,3.630
4,11:15,2,8,KAN 23,26,27,Tom Brady pass complete short right to James White for 2 yards (tackle by Terrance Smith),3.630,3.200
4,10:32,3,6,KAN 21,26,27,Tom Brady pass incomplete deep left intended for James White,3.200,2.080
4,10:25,4,6,KAN 21,26,30,Stephen Gostkowski 39 yard field goal good,2.080,3.000
4,10:22,,,NWE 35,26,30,"Stephen Gostkowski kicks off 65 yards, (tackle by Devin McCourty)",0.000,6.510
4,10:10,1,3,NWE 3,26,30,Sammy Watkins right end for -1 yards (tackle by Elandon Roberts and Jonathan Jones),6.510,5.340
4,9:25,2,4,NWE 4,26,30,Kareem Hunt up the middle for 3 yards (tackle by Lawrence Guy and Kyle Van Noy),5.340,5.170
4,8:44,3,1,NWE 1,32,30,"Patrick Mahomes pass complete short left to Tyreek Hill for 1 yard, touchdown",5.170,7.000
4,8:38,,,NWE 15,33,30,Harrison Butker kicks extra point good,0.000,0.000
4,8:38,,,KAN 35,33,30,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,8:38,1,10,NWE 25,33,30,Tom Brady pass complete short left to James White for 9 yards (tackle by Breeland Speaks and Terrance Smith),0.610,1.280
4,8:01,2,1,NWE 34,33,30,Sony Michel up the middle for no gain (tackle by Jarvis Jenkins and Derrick Nnadi),1.280,0.560
4,7:20,3,1,NWE 34,33,30,Tom Brady pass complete deep right to Chris Hogan for 42 yards (tackle by Kendall Fuller). Penalty on Kendall Fuller: Defensive Pass Interference (Declined),0.560,3.970
4,6:56,1,10,KAN 24,33,30,Tom Brady pass complete short left to Chris Hogan for 19 yards (tackle by Ron Parker),3.970,6.060
4,6:14,1,5,KAN 5,33,30,Tom Brady pass incomplete short right intended for Julian Edelman,6.060,5.150
4,6:10,2,5,KAN 5,33,30,James White left tackle for 1 yard (tackle by Breeland Speaks and Ron Parker),5.150,4.490
4,5:32,3,4,KAN 4,33,36,"Tom Brady left tackle for 4 yards, touchdown. Penalty on Orlando Scandrick: Defensive Holding (Declined)",4.490,7.000
4,5:25,,,KAN 15,33,37,Stephen Gostkowski kicks extra point good,0.000,0.000
4,5:25,,,NWE 35,33,37,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,5:25,1,10,KAN 25,33,37,Patrick Mahomes pass complete short left to Kareem Hunt for no gain (tackle by Dont'a Hightower and Trey Flowers),0.610,0.060
4,4:48,2,10,KAN 25,33,37,Patrick Mahomes pass complete short left to Sammy Watkins for 3 yards (tackle by Stephon Gilmore),0.060,-0.230
4,4:05,3,7,KAN 28,33,37,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill (defended by Jason McCourty),-0.230,-1.500
4,3:59,4,7,KAN 28,33,37,Dustin Colquitt punts 51 yards downed by Marcus Kemp,-1.500,-0.340
4,3:50,1,10,NWE 21,33,37,Tom Brady pass complete short left to Rob Gronkowski for 42 yards (tackle by Reggie Ragland),0.340,3.120
4,3:39,1,10,KAN 37,33,37,Sony Michel left guard for 1 yard (tackle by Derrick Nnadi),3.120,2.710
4,3:30,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:30,2,9,KAN 36,33,37,Tom Brady pass complete short left to Josh Gordon for 4 yards (tackle by Steven Nelson),2.710,2.540
4,3:25,,,,,,Timeout #2 by Kansas City Chiefs,,
4,3:25,3,5,KAN 32,33,37,Tom Brady pass incomplete deep right intended for Julian Edelman,2.540,1.260
4,3:19,4,5,KAN 32,33,40,Stephen Gostkowski 50 yard field goal good,1.260,3.000
4,3:15,,,NWE 35,33,40,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,3:15,1,10,KAN 25,39,40,"Patrick Mahomes pass complete deep left to Tyreek Hill for 75 yards, touchdown",0.610,7.000
4,3:03,,,NWE 15,40,40,Harrison Butker kicks extra point good,0.000,0.000
4,3:03,,,KAN 35,40,40,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,3:03,1,10,NWE 25,40,40,Julian Edelman left end for 7 yards (tackle by Jordan Lucas),0.610,1.010
4,2:20,2,3,NWE 32,40,40,Sony Michel up the middle for 2 yards (tackle by Anthony Hitchens and Breeland Speaks),1.010,0.560
4,2:00,3,1,NWE 34,40,40,Sony Michel left tackle for 2 yards (tackle by Reggie Ragland),0.560,1.330
4,1:29,1,10,NWE 36,40,40,Tom Brady pass complete short left to James White for 16 yards (tackle by Jordan Lucas and Anthony Hitchens),1.330,2.390
4,0:51,1,10,KAN 48,40,40,Tom Brady pass complete deep right to Rob Gronkowski for 39 yards (tackle by Josh Shaw),2.390,5.140
4,0:17,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:17,1,9,KAN 9,40,40,Tom Brady up the middle for -1 yards,5.140,4.190
4,0:03,,,,,,Timeout #1 by New England Patriots,,
4,0:03,2,10,KAN 10,40,43,Stephen Gostkowski 28 yard field goal good,4.190,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
