Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
1,8:04,3,9,WAS 19,0,14,Jason Campbell pass complete short right to Devin Thomas for 18 yards (tackle by Ed Reed),-1.040,1.400
1,7:36,1,10,WAS 37,0,14,Clinton Portis right tackle for no gain (tackle by Brandon McKinney and Terrell Suggs),1.400,0.860
1,6:54,2,10,WAS 37,0,14,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Ray Lewis),0.860,1.220
1,6:10,3,2,WAS 45,0,14,Mike Sellers left tackle for 10 yards (tackle by Jarret Johnson),1.220,2.590
1,5:21,1,10,BAL 45,0,14,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",2.590,2.260
1,4:59,,,,0,14,Timeout #2 by Washington Redskins,0.000,2.260
1,4:59,1,15,,0,14,Jason Campbell pass complete short left to Clinton Portis for -1 yards (tackle by Ray Lewis),2.260,1.230
1,4:13,2,16,WAS 49,0,14,Jason Campbell for 2 yards (tackle by Corey Ivy). Penalty on Clinton Portis: Illegal Shift (Declined),1.230,0.830
1,3:46,3,14,BAL 49,0,14,Jason Campbell sacked by Ray Lewis for -13 yards,0.830,-0.850
1,3:22,4,27,WAS 38,0,14,Ryan Plackemeier punts 46 yards,-0.850,0.140
1,3:08,1,10,BAL 16,0,14,"Joe Flacco for no gain. Joe Flacco fumbles, ball out of bounds at BAL-8",-0.140,-1.360
1,3:03,,,,0,14,Timeout #1 by Baltimore Ravens,0.000,-1.360
1,3:03,2,18,BAL 8,0,14,Willis McGahee right guard for 3 yards (tackle by London Fletcher and Rocky McIntosh),-1.360,-2.010
1,2:21,3,15,BAL 11,0,14,Ray Rice left guard for 9 yards (tackle by Carlos Rogers),-2.010,-2.030
1,1:49,4,6,BAL 20,0,14,Sam Koch punts 48 yards,-2.030,-1.070
1,1:40,1,10,WAS 32,0,14,Jason Campbell pass incomplete short middle intended for Clinton Portis,1.070,0.530
1,1:35,2,10,WAS 32,0,14,Clinton Portis left end for 10 yards (tackle by Ray Lewis),0.530,1.730
1,0:50,1,10,WAS 42,0,14,Clinton Portis left tackle for 2 yards (tackle by Bart Scott and Marques Douglas),1.730,1.460
1,0:16,2,8,WAS 44,0,14,Clinton Portis up the middle for -1 yards (tackle by Justin Bannan),1.460,0.630
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,WAS 43,0,14,Jason Campbell pass incomplete short right intended for Devin Thomas (defended by Terrell Suggs),0.630,-0.520
2,14:57,4,9,WAS 43,0,14,"Ryan Plackemeier punts 37 yards, returned by Jim Leonhard for 7 yards (tackle by Kareem Moore). Penalty on Daniel Wilcox: Illegal Block Above the Waist, 10 yards",-0.520,0.380
2,14:47,1,10,BAL 10,0,14,Le'Ron McClain up the middle for no gain (tackle by Rocky McIntosh),-0.380,-0.780
2,14:07,2,10,BAL 10,0,14,Le'Ron McClain left guard for 2 yards (tackle by London Fletcher and Chris Horton),-0.780,-1.190
2,13:25,3,8,BAL 12,0,14,Joe Flacco pass incomplete deep left intended for Mark Clayton,-1.190,-2.490
2,13:17,4,8,BAL 12,0,14,"Sam Koch punts 42 yards, muffed catch by Antwaan Randle El, ball out of bounds at WAS-43",-2.490,-1.800
2,13:09,1,10,WAS 43,0,14,Jason Campbell pass complete deep left to Antwaan Randle El for 17 yards (tackle by Jim Leonhard),1.800,2.920
2,12:35,1,10,BAL 40,0,14,"Jason Campbell pass incomplete short right intended for Mike Sellers. Penalty on Ray Lewis: Defensive Holding, 5 yards (no play)",2.920,3.250
2,12:30,1,10,BAL 35,0,14,Jason Campbell pass complete short right to Devin Thomas for 5 yards (tackle by Fabian Washington),3.250,3.380
2,11:48,2,5,BAL 30,0,14,Jason Campbell pass incomplete short right intended for Devin Thomas (defended by Jim Leonhard),3.380,2.680
2,11:44,3,5,BAL 30,0,14,Jason Campbell pass incomplete short right intended for Chris Cooley (defended by Fabian Washington),2.680,1.450
2,11:39,4,5,BAL 30,0,14,Shaun Suisham 48 yard field goal no good,1.450,-1.470
2,11:35,1,10,BAL 38,0,14,Joe Flacco pass incomplete deep middle intended for Derrick Mason (defended by Carlos Rogers),1.470,0.920
2,11:29,2,10,BAL 38,0,14,Ray Rice left tackle for 1 yard (tackle by H.B. Blades),0.920,0.370
2,10:46,3,9,BAL 39,0,14,Joe Flacco pass incomplete deep middle intended for Mark Clayton,0.370,-0.780
2,10:41,4,9,BAL 39,0,14,"Sam Koch punts 49 yards, returned by Antwaan Randle El for 6 yards (tackle by Jameel McClain)",-0.780,-0.040
2,10:28,1,10,WAS 18,0,14,Jason Campbell pass complete short middle to Santana Moss for 9 yards (tackle by Ray Lewis),0.040,0.820
2,9:53,2,1,WAS 27,0,14,Ladell Betts right guard for 2 yards (tackle by Marques Douglas),0.820,0.870
2,9:19,1,10,WAS 29,0,14,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Fabian Washington),0.870,0.330
2,9:13,2,10,WAS 29,0,14,Ladell Betts right tackle for no gain (tackle by Haloti Ngata and Ray Lewis),0.330,-0.360
2,8:30,3,10,WAS 29,0,14,Jason Campbell pass complete short right to Mike Sellers for 8 yards (tackle by Ray Lewis). Penalty on Chris Cooley: Illegal Formation (Declined),-0.360,-0.910
2,8:16,4,2,WAS 37,0,14,"Ryan Plackemeier punts 28 yards, fair catch by Jim Leonhard. Penalty on Jameel McClain: Offensive Holding, 10 yards",-0.910,-0.610
2,8:08,1,10,BAL 25,0,14,Joe Flacco pass complete deep left to Todd Heap for 30 yards (tackle by H.B. Blades),0.610,2.590
2,7:22,1,10,WAS 45,0,14,Willis McGahee right guard for 2 yards (tackle by Anthony Montgomery),2.590,2.310
2,6:48,2,8,WAS 43,0,14,Joe Flacco pass incomplete short middle intended for Le'Ron McClain (defended by Rocky McIntosh),2.310,1.620
2,6:48,3,8,WAS 43,0,14,Joe Flacco for 3 yards (tackle by London Fletcher),1.620,0.590
2,6:19,4,5,WAS 40,0,14,"Sam Koch punts 30 yards, fair catch by Antwaan Randle El",0.590,0.380
2,6:12,1,10,WAS 10,0,14,Jason Campbell pass complete short right to Antwaan Randle El for 8 yards (tackle by Jim Leonhard),-0.380,0.070
2,5:35,2,2,WAS 18,0,14,Clinton Portis left tackle for 1 yard (tackle by Haloti Ngata),0.070,-0.370
2,4:52,3,1,WAS 19,0,14,"Penalty on Chris Cooley: False Start, 5 yards (no play)",-0.370,-0.950
2,4:29,3,6,WAS 14,0,14,"Penalty on Santana Moss: False Start, 5 yards (no play)",-0.950,-1.540
2,4:05,3,11,WAS 9,0,14,"Mike Sellers left tackle for 15 yards (tackle by Ray Lewis). Penalty on Stephon Heyer: Offensive Holding, 4 yards (no play)",-1.540,-2.010
2,3:34,3,15,WAS 5,0,14,Jason Campbell pass complete short right to Santana Moss for 25 yards (tackle by Jim Leonhard),-2.010,0.940
2,3:06,1,10,WAS 30,0,14,Jason Campbell pass complete short left to Clinton Portis for 19 yards (tackle by Marques Douglas),0.940,2.190
2,2:25,1,10,WAS 49,0,14,Clinton Portis left guard for 2 yards (tackle by Bart Scott and Ray Lewis),2.190,1.920
2,2:00,2,8,BAL 49,0,14,Jason Campbell pass incomplete deep right intended for Antwaan Randle El (defended by Fabian Washington),1.920,1.220
2,1:54,3,8,BAL 49,0,14,Mike Sellers up the middle for 6 yards (tackle by Ed Reed and Jarret Johnson),1.220,0.400
2,1:54,,,,0,14,Timeout #3 by Washington Redskins,0.000,0.400
2,1:54,4,2,BAL 43,0,14,"Ryan Plackemeier punts 34 yards, fair catch by Jim Leonhard",0.400,0.380
2,1:01,1,10,BAL 9,0,14,Willis McGahee left guard for 2 yards (tackle by Jason Taylor and Anthony Montgomery),-0.380,-0.630
2,1:01,2,8,BAL 11,0,14,Joe Flacco kneels for -1 yards,-0.630,-1.300
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,0,14,"Shaun Suisham kicks off 66 yards, returned by Yamon Figurs for 16 yards (tackle by Kareem Moore)",0.000,0.280
3,14:54,1,10,BAL 20,0,14,Willis McGahee left tackle for 1 yard (tackle by H.B. Blades),0.280,-0.130
3,14:21,2,9,BAL 21,0,14,Willis McGahee up the middle for 6 yards (tackle by Rocky McIntosh and London Fletcher),-0.130,-0.030
3,13:42,3,3,BAL 27,0,14,Joe Flacco pass complete short left to Ray Rice for 2 yards (tackle by DeAngelo Hall),-0.030,-1.440
3,12:59,4,1,BAL 29,0,14,"Sam Koch punts 40 yards, fair catch by Antwaan Randle El",-1.440,-1.000
3,12:51,1,10,WAS 31,0,14,Clinton Portis left tackle for 2 yards (tackle by Bart Scott),1.000,0.730
3,12:11,2,8,WAS 33,0,14,"Jason Campbell pass complete short right to Clinton Portis for -5 yards (tackle by Ray Lewis). Jason Campbell fumbles, recovered by Jason Campbell at WAS-29",0.730,-0.490
3,11:28,3,12,WAS 29,0,14,Jason Campbell pass complete short middle to Antwaan Randle El for 9 yards (tackle by Corey Ivy),-0.490,-0.850
3,10:53,4,3,WAS 38,0,14,"Ryan Plackemeier punts 46 yards, returned by Yamon Figurs for 5 yards (tackle by James Thrash)",-0.850,-0.340
3,10:44,1,10,BAL 21,0,14,Joe Flacco pass complete short left to Mark Clayton for 6 yards (tackle by Michael Green),0.340,0.610
3,10:09,2,4,BAL 27,0,14,Willis McGahee left tackle for 3 yards (tackle by Lorenzo Alexander),0.610,0.300
3,9:38,3,1,BAL 30,0,14,Willis McGahee left end for 2 yards (tackle by Michael Green and LaRon Landry),0.300,1.070
3,8:53,1,10,BAL 32,0,14,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by DeAngelo Hall),1.070,0.530
3,8:47,2,10,BAL 32,0,14,Le'Ron McClain up the middle for 3 yards (tackle by Michael Green and London Fletcher),0.530,0.230
3,8:06,3,7,BAL 35,0,14,Joe Flacco pass complete short middle to Mark Clayton for 13 yards (tackle by Michael Green),0.230,2.130
3,7:25,1,10,BAL 48,0,14,Le'Ron McClain up the middle for 2 yards (tackle by Michael Green and Rocky McIntosh),2.130,1.850
3,6:39,2,8,,0,14,Joe Flacco pass incomplete deep right intended for Todd Heap (defended by Carlos Rogers),1.850,1.160
3,6:33,3,8,,0,14,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by London Fletcher),1.160,0.400
3,6:15,4,1,WAS 43,0,14,Joe Flacco pass complete short left to Todd Heap for 24 yards (tackle by DeAngelo Hall),0.400,4.310
3,5:43,1,10,WAS 19,0,14,Le'Ron McClain left tackle for 1 yard (tackle by Rocky McIntosh and Michael Green),4.310,3.880
3,5:03,2,9,WAS 18,0,14,Willis McGahee right guard for 4 yards (tackle by Lorenzo Alexander and Jason Taylor),3.880,3.760
3,4:23,3,5,WAS 14,0,14,Joe Flacco pass incomplete short left intended for Marcus Smith,3.760,2.560
3,4:15,4,5,WAS 14,0,17,Matt Stover 32 yard field goal good,2.560,3.000
3,,,,BAL 30,0,17,"Steven Hauschka kicks off 51 yards, returned by Rock Cartwright for 17 yards (tackle by Tom Zbikowski)",0.000,-1.330
3,4:07,1,10,WAS 36,0,17,Ladell Betts left guard for 1 yard (tackle by Justin Bannan),1.330,0.930
3,3:24,2,9,WAS 37,0,17,Jason Campbell pass complete short right to Mike Sellers for 6 yards (tackle by Ray Lewis),0.930,1.030
3,2:40,3,3,WAS 43,0,17,Jason Campbell pass incomplete short left intended for Devin Thomas (defended by Samari Rolle),1.030,-0.520
3,2:37,4,3,WAS 43,0,17,"Ryan Plackemeier punts 43 yards, returned by Jim Leonhard for 4 yards (tackle by Mike Sellers)",-0.520,-0.040
3,2:27,1,10,BAL 18,0,17,Joe Flacco pass complete short right to Willis McGahee for -8 yards (tackle by H.B. Blades),0.040,-1.360
3,1:43,2,18,BAL 10,0,17,Willis McGahee left tackle for 5 yards (tackle by London Fletcher and Rocky McIntosh),-1.360,-1.660
3,1:01,3,13,BAL 15,0,17,Joe Flacco pass incomplete deep middle intended for Derrick Mason is intercepted by LaRon Landry at BAL-31 and returned for 5 yards (tackle by Marcus Smith),-1.660,-3.840
3,0:51,1,10,BAL 26,0,17,Jason Campbell for 9 yards (tackle by Samari Rolle),3.840,4.640
3,0:27,2,1,BAL 17,0,17,Ladell Betts left guard for 2 yards (tackle by Bart Scott and Marques Douglas),4.640,4.580
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 15,0,17,Jason Campbell pass incomplete short left intended for Antwaan Randle El (defended by Bart Scott),4.580,3.950
4,14:56,2,10,BAL 15,0,17,Ladell Betts left guard for 3 yards (tackle by Ray Lewis),3.950,3.580
4,14:14,3,7,BAL 12,0,17,Jason Campbell sacked by Terrell Suggs for -13 yards,3.580,1.800
4,13:45,4,20,BAL 25,3,17,Shaun Suisham 43 yard field goal good,1.800,3.000
4,,,,WAS 30,3,17,"Shaun Suisham kicks off 62 yards, returned by Jim Leonhard for 25 yards (tackle by Khary Campbell)",0.000,1.140
4,13:34,1,10,BAL 33,3,17,Joe Flacco pass complete short left to Derrick Mason for 6 yards (tackle by London Fletcher),1.140,1.400
4,13:20,2,4,BAL 39,3,17,"Willis McGahee right guard for 4 yards (tackle by LaRon Landry). Willis McGahee fumbles (forced by LaRon Landry), recovered by DeAngelo Hall at BAL-43 (tackle by Mark Clayton)",1.400,-3.580
,,,,,,,"BAL challenged the fumble ruling, and the play was upheld.",,
4,13:09,1,10,BAL 30,3,17,Jason Campbell pass complete short left to Ladell Betts for 23 yards (tackle by Haloti Ngata),3.580,5.600
4,12:42,1,7,BAL 7,3,17,Ladell Betts left end for -5 yards (tackle by Terrell Suggs),5.600,3.860
4,12:02,2,12,BAL 12,3,17,Jason Campbell pass incomplete short left intended for Ladell Betts,3.860,3.100
4,11:56,3,12,BAL 12,3,17,Jason Campbell pass complete short left to Ladell Betts for 7 yards (tackle by Ray Lewis),3.100,3.010
4,11:32,,,,3,17,Timeout #1 by Washington Redskins,0.000,3.010
4,11:32,4,5,BAL 5,9,17,"Jason Campbell pass complete short right to Antwaan Randle El for 5 yards, touchdown",3.010,7.000
4,,,,BAL 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,10,17,"Shaun Suisham kicks off 55 yards, returned by Jim Leonhard for 26 yards (tackle by Khary Campbell). Penalty on Daniel Wilcox: Offensive Holding, 10 yards",0.000,-0.060
4,11:22,1,10,BAL 17,10,17,Le'Ron McClain right tackle for 9 yards (tackle by Rocky McIntosh and H.B. Blades),-0.060,0.750
4,10:46,2,1,BAL 26,10,17,Le'Ron McClain right tackle for 5 yards (tackle by Rocky McIntosh and H.B. Blades),0.750,1.000
4,10:06,1,10,BAL 31,10,17,Le'Ron McClain right guard for 2 yards (tackle by H.B. Blades and Anthony Montgomery),1.000,0.730
4,9:25,2,8,BAL 33,10,17,Le'Ron McClain up the middle for 11 yards (tackle by H.B. Blades),0.730,1.860
,,,,,,,"WAS challenged the fumble ruling, and the original play was overturned.",,
4,8:35,1,10,BAL 44,10,17,Le'Ron McClain right guard for 1 yard (tackle by Rocky McIntosh and Andre Carter),1.860,1.450
4,7:56,2,9,BAL 45,10,17,Mark Clayton left end for 12 yards (tackle by Anthony Montgomery),1.450,2.720
4,7:11,1,10,WAS 43,10,17,Le'Ron McClain left tackle for 3 yards (tackle by London Fletcher),2.720,2.580
4,6:31,2,7,WAS 40,10,17,Le'Ron McClain right guard for 3 yards (tackle by Anthony Montgomery),2.580,2.280
4,5:50,3,4,WAS 37,10,17,Le'Ron McClain left guard for 4 yards (tackle by Demetric Evans),2.280,3.380
4,5:08,1,10,WAS 33,10,17,Le'Ron McClain right guard for no gain (tackle by Michael Green),3.380,2.840
4,4:27,2,10,WAS 33,10,17,Le'Ron McClain left tackle for 5 yards (tackle by Rocky McIntosh),2.840,2.810
4,3:44,3,5,WAS 28,10,23,"Joe Flacco pass complete deep right to Derrick Mason for 28 yards, touchdown",2.810,7.000
4,,,,WAS 2,10,24,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,24,"Steven Hauschka kicks off 63 yards, returned by Rock Cartwright for 20 yards (tackle by Daniel Wilcox)",0.000,-0.740
4,3:27,1,10,WAS 27,10,24,"Penalty on Pete Kendall: False Start, 5 yards (no play)",0.740,0.410
4,3:27,1,15,WAS 22,10,24,Jason Campbell pass complete short middle to Devin Thomas for 3 yards (tackle by Bart Scott),0.410,-0.070
4,2:48,2,12,WAS 25,10,24,Jason Campbell pass complete short left to Antwaan Randle El for 8 yards (tackle by Corey Ivy),-0.070,0.300
4,2:23,3,4,WAS 33,10,24,Jason Campbell pass incomplete short middle intended for Ladell Betts (defended by Jim Leonhard),0.300,-1.180
4,2:19,4,4,WAS 33,10,24,Jason Campbell pass complete short left to Santana Moss for 6 yards (tackle by Corey Ivy),-1.180,1.530
4,2:00,1,10,WAS 39,10,24,"Penalty on Jason Campbell: False Start, 5 yards (no play)",1.530,1.200
4,2:00,1,15,WAS 34,10,24,Jason Campbell pass incomplete deep middle intended for Chris Cooley is intercepted by Ed Reed at BAL-49 and returned for 5 yards,1.200,-2.520
4,1:53,1,10,WAS 46,10,24,Le'Ron McClain left tackle for no gain (tackle by Ryan Boschetti),2.520,1.980
4,1:10,,,,10,24,Timeout #2 by Baltimore Ravens,0.000,1.980
4,1:10,2,10,WAS 46,10,24,Le'Ron McClain left guard for 1 yard (tackle by London Fletcher),1.980,1.420
4,0:26,3,9,WAS 45,10,24,Le'Ron McClain right guard for 2 yards (tackle by Demetric Evans and Andre Carter),1.420,0.400
4,0:21,,,,10,24,Timeout #2 by Washington Redskins,0.000,0.400
4,0:21,4,7,WAS 43,10,24,Le'Ron McClain right end for -1 yards (tackle by London Fletcher),0.400,-1.860
4,0:16,1,10,WAS 44,10,24,"Jason Campbell pass incomplete deep left intended for Santana Moss. Penalty on Stephon Heyer: Tripping, 10 yards (no play)",1.860,1.200
4,0:08,1,20,WAS 34,10,24,Jason Campbell pass incomplete deep right intended for Malcolm Kelly (defended by Fabian Washington),1.200,-0.030
4,0:02,2,20,WAS 34,10,24,Jason Campbell pass complete short left to Ladell Betts for 27 yards (tackle by Bart Scott),-0.030,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
