Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
2,5:19,1,10,OAK 48,0,17,Doug Martin left tackle for 7 yards (tackle by Vincent Rey),2.130,2.530
2,4:42,2,3,CIN 45,0,17,Derek Carr pass complete short middle to Darren Waller for 44 yards (tackle by Shawn Williams),2.530,6.970
2,3:51,1,1,CIN 1,6,17,"Derek Carr pass complete short right to Lee Smith for 1 yard, touchdown",6.970,7.000
2,3:48,,,CIN 15,7,17,Daniel Carlson kicks extra point good,0.000,0.000
2,3:48,,,OAK 35,7,17,"Daniel Carlson kicks off 67 yards, returned by Alex Erickson for no gain (tackle by Daniel Carlson and Keith Smith). Penalty on Daniel Carlson: Face Mask (15 Yards), 15 yards",0.000,2.520
2,3:39,1,10,OAK 46,7,17,"Jeff Driskel pass incomplete short middle intended for Giovani Bernard. Penalty on Arden Key: Taunting, 15 yards (no play)",2.520,3.510
2,3:36,1,10,OAK 31,7,17,Giovani Bernard up the middle for 2 yards (tackle by Maurice Hurst and Arden Key),3.510,3.240
2,3:00,2,8,OAK 29,7,17,Jeff Driskel right end for 1 yard (tackle by Tahir Whitehead),3.240,2.680
2,2:21,3,7,OAK 28,7,17,Jeff Driskel pass complete short middle to Cody Core for 10 yards (tackle by Daryl Worley),2.680,4.370
2,2:00,1,10,OAK 18,7,17,Joe Mixon right tackle for -2 yards (tackle by Frostee Rucker),4.370,3.560
2,1:53,,,,,,Timeout #2 by Oakland Raiders,,
2,1:53,2,12,OAK 20,7,17,Jeff Driskel pass incomplete short left intended for Joe Mixon,3.560,2.870
2,1:49,3,12,OAK 20,7,17,Jeff Driskel pass incomplete deep right intended for Tyler Boyd,2.870,2.120
2,1:44,4,12,OAK 20,7,20,Randy Bullock 38 yard field goal good,2.120,3.000
2,1:39,,,CIN 35,7,20,"Randy Bullock kicks off 60 yards, returned by Dwayne Harris for no gain (tackle by Mark Walton)",0.000,1.330
2,1:32,1,10,OAK 36,7,20,Derek Carr pass incomplete short right intended for Jordy Nelson,1.330,0.790
2,1:28,2,10,OAK 36,7,20,Derek Carr pass incomplete deep left intended for Seth Roberts (defended by Darqueze Dennard),0.790,0.100
2,1:21,3,10,OAK 36,7,20,Derek Carr sacked by Sam Hubbard for -7 yards,0.100,-1.440
2,1:15,,,,,,Timeout #1 by Cincinnati Bengals,,
2,1:14,4,17,OAK 29,7,20,"Johnny Townsend punts 39 yards, fair catch by Alex Erickson at CIN-32. Penalty on Tony McRae: Offensive Holding, 10 yards",-1.440,-0.410
2,1:08,1,10,CIN 22,7,20,Jeff Driskel pass complete short right to Giovani Bernard for 3 yards (tackle by Rashaan Melvin and P.J. Hall),0.410,0.270
2,0:47,2,7,CIN 25,7,20,Jeff Driskel pass incomplete short right intended for C.J. Uzomah,0.270,-0.430
2,0:42,3,7,CIN 25,7,20,Giovani Bernard left guard for -2 yards (tackle by P.J. Hall and Nick Nelson),-0.430,-1.830
2,0:35,,,,,,Timeout #3 by Oakland Raiders,,
2,0:35,4,9,CIN 23,7,20,"Kevin Huber punts 50 yards, fair catch by Dwayne Harris at OAK-27",-1.830,-0.740
2,0:29,1,10,OAK 27,7,20,Derek Carr pass complete short right to Jalen Richard for 13 yards (tackle by Jessie Bates and Brandon Wilson),0.740,1.600
2,0:15,1,10,OAK 40,7,20,Derek Carr spiked the ball,1.600,1.050
2,0:14,2,10,OAK 40,7,20,Derek Carr pass complete short middle to Jalen Richard for 8 yards (tackle by Darqueze Dennard),1.050,1.420
2,0:01,3,2,OAK 48,7,20,Derek Carr spiked the ball,1.420,-0.190
Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,7,20,"Daniel Carlson kicks off 61 yards, returned by Alex Erickson for no gain (tackle by Bene Benwikere). Penalty on Auden Tate: Offensive Holding, 10 yards",0.000,0.610
3,14:53,1,10,CIN 25,7,20,Jeff Driskel pass incomplete short right intended for Cody Core,0.610,0.060
3,14:50,2,10,CIN 25,7,20,Joe Mixon left guard for -1 yards (tackle by Frostee Rucker and Johnathan Hankins),0.060,-0.760
3,14:14,3,11,CIN 24,7,20,"Jeff Driskel pass complete short right to Alex Erickson for 11 yards (tackle by Daryl Worley). Penalty on John Ross: Illegal Block Above the Waist, 10 yards",-0.760,-0.620
3,13:44,3,10,CIN 25,7,20,"Jeff Driskel pass incomplete deep left intended for Cody Core (defended by Gareon Conley). Penalty on Gareon Conley: Defensive Pass Interference, 35 yards (no play)",-0.620,2.920
3,13:37,1,10,OAK 40,7,20,Jeff Driskel pass incomplete deep left intended for C.J. Uzomah,2.920,2.370
3,13:31,2,10,OAK 40,7,20,Joe Mixon left end for -1 yards (tackle by Clinton McDonald),2.370,1.550
3,12:45,3,11,OAK 41,7,20,"Jeff Driskel pass complete short right to Alex Erickson for 21 yards (tackle by Erik Harris). Penalty on John Ross: Illegal Block Above the Waist, 10 yards (no play)",1.550,0.230
3,12:25,3,21,CIN 49,7,20,Jeff Driskel pass incomplete deep middle intended for Alex Erickson,0.230,-0.130
3,12:20,4,21,CIN 49,7,20,"Kevin Huber punts 40 yards, fair catch by Dwayne Harris at OAK-11",-0.130,0.370
3,12:13,1,10,OAK 11,7,20,Seth Roberts right end for -2 yards (tackle by Dre Kirkpatrick),-0.370,-0.930
3,11:36,2,12,OAK 9,7,20,Derek Carr pass complete short middle to Seth Roberts for 7 yards (tackle by Nick Vigil),-0.930,-0.840
3,11:00,3,5,OAK 16,7,20,Derek Carr pass complete short right to Jared Cook for 10 yards (tackle by Shawn Williams),-0.840,0.670
3,10:26,1,10,OAK 26,7,20,Doug Martin left guard for 7 yards (tackle by Jessie Bates and Nick Vigil),0.670,1.070
3,9:43,2,3,OAK 33,7,20,Doug Martin left guard for no gain (tackle by Darqueze Dennard),1.070,0.370
3,9:02,3,3,OAK 33,7,20,Derek Carr pass complete deep left to Jalen Richard for 32 yards (tackle by Hardy Nickerson),0.370,3.250
3,8:34,1,10,CIN 35,7,20,Jalen Richard right tackle for 5 yards (tackle by Nick Vigil),3.250,3.380
3,7:54,2,5,CIN 30,7,20,Derek Carr pass complete short middle to Derek Carr for -9 yards (tackle by Jordan Willis),3.380,1.490
3,7:11,3,14,CIN 39,7,20,Derek Carr pass complete short middle to Jalen Richard for 7 yards (tackle by Darqueze Dennard),1.490,1.240
3,6:33,4,7,CIN 32,10,20,Daniel Carlson 50 yard field goal good,1.240,3.000
3,6:27,,,OAK 35,10,20,"Daniel Carlson kicks off 65 yards, returned by Alex Erickson for no gain (tackle by Dwayne Harris and Nick Nelson)",0.000,0.150
3,6:22,1,10,CIN 19,10,20,Jeff Driskel pass incomplete short right intended for John Ross (defended by Rashaan Melvin),0.150,-0.390
3,6:16,2,10,CIN 19,10,20,Joe Mixon left tackle for 3 yards (tackle by Frostee Rucker and Justin Ellis),-0.390,-0.680
3,5:33,3,7,CIN 22,10,20,Jeff Driskel pass incomplete short middle intended for Alex Erickson,-0.680,-1.900
3,5:30,4,7,CIN 22,10,20,"Kevin Huber punts 46 yards, returned by Dwayne Harris for 14 yards (tackle by Mark Walton)",-1.900,-1.990
3,5:22,1,10,OAK 46,10,20,Doug Martin right tackle for 3 yards (tackle by Hardy Nickerson and Carlos Dunlap),1.990,1.860
3,4:43,2,7,OAK 49,10,20,Derek Carr pass complete deep right to Jordy Nelson for 44 yards (tackle by Shawn Williams),1.860,5.600
3,3:57,1,7,CIN 7,10,20,"Penalty on Brandon Parker: False Start, 5 yards (no play)",5.600,4.640
3,3:42,1,12,CIN 12,10,20,Doug Martin left guard for 9 yards (tackle by William Jackson),4.640,5.530
3,3:12,2,3,CIN 3,10,20,"Penalty on Kolton Miller: False Start, 5 yards (no play)",5.530,4.570
3,2:51,2,8,CIN 8,10,20,Derek Carr pass incomplete short left intended for Doug Martin,4.570,3.580
3,2:46,3,8,CIN 8,10,20,Derek Carr pass incomplete short middle intended for Jared Cook,3.580,2.950
3,2:42,4,8,CIN 8,13,20,Daniel Carlson 27 yard field goal good,2.950,3.000
3,2:38,,,OAK 35,13,20,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,2:38,1,10,CIN 25,13,20,Jeff Driskel pass incomplete deep left intended for Cody Core,0.610,0.060
3,2:33,2,10,CIN 25,13,20,Joe Mixon up the middle for 11 yards (tackle by Karl Joseph),0.060,1.330
3,2:09,1,10,CIN 36,13,20,Giovani Bernard left guard for -4 yards (tackle by Johnathan Hankins),1.330,0.250
3,1:24,2,14,CIN 32,13,20,Jeff Driskel pass complete short middle to Alex Erickson for 4 yards (tackle by Daryl Worley),0.250,0.100
3,0:43,3,10,CIN 36,13,20,Jeff Driskel left end for 13 yards (tackle by Nicholas Morrow),0.100,2.190
Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 49,13,20,Giovani Bernard up the middle for 3 yards (tackle by Jason Cabinda),2.190,2.050
4,14:26,2,7,OAK 48,13,20,"Jeff Driskel up the middle for no gain (tackle by Frostee Rucker). Penalty on Clint Boling: Offensive Holding, 10 yards (no play)",2.050,0.700
4,14:00,2,17,CIN 42,13,20,Jeff Driskel pass complete short middle to C.J. Uzomah for 27 yards (tackle by Erik Harris),0.700,3.510
4,13:31,1,10,OAK 31,13,20,Jeff Driskel pass incomplete deep right intended for Cody Core,3.510,2.970
4,13:25,2,10,OAK 31,13,20,Joe Mixon right guard for 2 yards (tackle by Rashaan Melvin),2.970,2.540
4,12:47,3,8,OAK 29,13,20,Jeff Driskel pass complete short middle to Giovani Bernard for 22 yards (tackle by Daryl Worley),2.540,5.600
4,12:19,1,7,OAK 7,13,20,Giovani Bernard left guard for 2 yards (tackle by Maurice Hurst),5.600,5.150
4,11:35,2,5,OAK 5,13,20,Joe Mixon right guard for 1 yard (tackle by Karl Joseph),5.150,4.490
4,10:54,3,4,OAK 4,13,20,Jeff Driskel pass incomplete short right intended for John Ross,4.490,3.030
4,10:49,4,4,OAK 4,13,23,Randy Bullock 23 yard field goal good,3.030,3.000
4,10:45,,,CIN 35,13,23,"Randy Bullock kicks off 65 yards, touchback.. Penalty on Mark Walton: Unsportsmanlike Conduct, 15 yards",0.000,1.600
4,10:45,1,10,OAK 40,13,23,DeAndre Washington up the middle for 1 yard (tackle by Geno Atkins and Michael Johnson),1.600,1.190
4,10:09,2,9,OAK 41,13,23,Derek Carr pass incomplete deep right intended for Keith Smith,1.190,0.500
4,10:05,3,9,OAK 41,13,23,Derek Carr sacked by Geno Atkins for -6 yards,0.500,-1.040
4,9:24,4,15,OAK 35,13,23,Johnny Townsend punts 40 yards downed by Dwayne Harris. Penalty on Dwayne Harris: Illegal Touch Kick (Declined),-1.040,-0.610
4,9:11,1,10,CIN 25,13,23,Jeff Driskel pass complete short right to Joe Mixon for 1 yard (tackle by P.J. Hall),0.610,0.200
4,8:32,2,9,CIN 26,13,23,Joe Mixon up the middle for 2 yards (tackle by Karl Joseph and P.J. Hall),0.200,-0.230
4,7:53,3,7,CIN 28,13,23,Jeff Driskel sacked by Karl Joseph for -7 yards,-0.230,-1.960
4,7:14,4,14,CIN 21,13,23,"Kevin Huber punts 39 yards, returned by Dwayne Harris for 8 yards (tackle by Clayton Fejedelem and Matt Lengel)",-1.960,-2.130
4,7:05,1,10,OAK 48,13,23,Derek Carr pass complete short left to Jordy Nelson for 14 yards (tackle by Darqueze Dennard),2.130,3.050
4,6:28,1,10,CIN 38,13,23,Derek Carr pass complete short right to Marcell Ateman for 12 yards (tackle by Shawn Williams),3.050,3.840
4,5:56,1,10,CIN 26,13,23,Derek Carr pass incomplete deep left intended for Jared Cook,3.840,3.300
4,5:49,2,10,CIN 26,13,23,Derek Carr pass incomplete short right,3.300,2.610
4,5:46,3,10,CIN 26,13,23,Derek Carr pass complete short middle to Jordy Nelson for 5 yards (tackle by Darqueze Dennard),2.610,2.110
4,5:09,4,5,CIN 21,16,23,Daniel Carlson 40 yard field goal good,2.110,3.000
4,5:05,,,OAK 35,16,23,"Daniel Carlson kicks off 63 yards, returned by Alex Erickson for no gain (tackle by Erik Harris)",0.000,4.170
4,4:53,1,10,OAK 21,16,23,Jeff Driskel left end for 6 yards (tackle by Marquel Lee),4.170,4.550
4,4:10,2,4,OAK 15,16,29,"Joe Mixon right end for 15 yards, touchdown",4.550,7.000
4,4:04,,,OAK 15,16,30,Randy Bullock kicks extra point good,0.000,0.000
4,4:04,,,CIN 35,16,30,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,4:04,1,10,OAK 25,16,30,Derek Carr pass complete short middle to Jordy Nelson for 7 yards (tackle by Jessie Bates),0.610,1.010
4,3:43,2,3,OAK 32,16,30,Derek Carr sacked by Geno Atkins for -8 yards,1.010,-0.760
4,3:07,3,11,OAK 24,16,30,Derek Carr sacked by Geno Atkins for -6 yards,-0.760,-2.240
4,2:27,4,17,OAK 18,16,30,"Johnny Townsend punts 42 yards, fair catch by Alex Erickson at CIN-40",-2.240,-1.600
4,2:21,1,10,CIN 40,16,30,Joe Mixon left tackle for 1 yard (tackle by Jason Cabinda),1.600,1.190
4,2:16,,,,,,Timeout #1 by Oakland Raiders,,
4,2:16,2,9,CIN 41,16,30,"Joe Mixon up the middle for 6 yards (tackle by Marquel Lee). Penalty on Johnathan Hankins: Defensive Holding, 5 yards",1.190,2.390
4,2:12,1,10,OAK 48,16,30,Joe Mixon right guard for 3 yards (tackle by Jason Cabinda),2.390,2.250
4,2:07,,,,,,Timeout #2 by Oakland Raiders,,
4,2:07,2,7,OAK 45,16,30,Joe Mixon right guard for 3 yards (tackle by Clinton McDonald),2.250,1.950
4,2:03,,,,,,Timeout #3 by Oakland Raiders,,
4,2:03,3,4,OAK 42,16,30,Jeff Driskel pass complete short right to Alex Erickson for 8 yards (tackle by Karl Joseph),1.950,3.310
4,1:57,1,10,OAK 34,16,30,Jeff Driskel kneels for -1 yards,3.310,2.640
4,1:15,2,11,OAK 35,16,30,Jeff Driskel kneels for -1 yards,2.640,1.820
4,0:36,3,12,OAK 36,16,30,Jeff Driskel kneels for -1 yards,1.820,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
