Quarter,Time,Down,ToGo,Location,NYG,STL,Detail,EPB,EPA
2,0:55,2,10,NYG 47,20,10,Shaun Hill pass complete deep left to Stedman Bailey for 17 yards (tackle by Charles Brown),1.910,1.910
2,0:44,2,10,NYG 47,20,10,Timeout #2 by St. Louis Rams,1.910,3.580
2,0:44,1,10,NYG 30,20,10,Shaun Hill pass complete short middle to Tavon Austin for 15 yards (tackle by Antrel Rolle),3.580,4.580
2,0:37,1,10,NYG 15,20,10,Shaun Hill pass complete short middle to Jared Cook for 5 yards (tackle by Antrel Rolle),4.580,4.840
2,0:15,2,5,NYG 10,20,10,Shaun Hill pass complete short middle to Kenny Britt for 8 yards (tackle by Quintin Demps),4.840,4.840
2,0:09,2,5,NYG 10,20,10,Timeout #3 by St. Louis Rams,4.840,6.740
2,0:08,1,2,NYG 2,20,10,Shaun Hill pass incomplete short right intended for Stedman Bailey,6.740,5.720
2,0:04,2,2,NYG 2,20,13,Greg Zuerlein 20 yard field goal good,5.720,3.000
Quarter,Time,Down,ToGo,Location,NYG,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,20,13,"Josh Brown kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,20,13,Tre Mason left end for 12 yards (tackle by Charles Brown),0.280,1.070
3,14:29,1,10,STL 32,20,13,Tre Mason right guard for 1 yard (tackle by Kerry Wynn),1.070,0.660
3,13:52,2,9,STL 33,20,13,Tre Mason up the middle for 4 yards (tackle by Antrel Rolle),0.660,0.500
3,13:10,3,5,STL 37,20,13,"Shaun Hill pass incomplete deep right intended for Chris Givens is intercepted by Dominique Rodgers-Cromartie at NYG-32 and returned for 18 yards. Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",0.500,1.730
3,13:00,1,10,STL 42,20,13,Tre Mason right tackle for 3 yards (tackle by Jameel McClain),1.730,1.590
3,12:17,2,7,STL 45,20,13,Tavon Austin right end for 1 yard (tackle by Antrel Rolle),1.590,1.030
3,11:38,3,6,STL 46,20,13,Shaun Hill pass incomplete short left intended for Stedman Bailey,1.030,-0.320
3,11:33,4,6,STL 46,20,13,"Johnny Hekker punts 41 yards, fair catch by Odell Beckham",-0.320,0.320
3,11:27,1,10,NYG 13,20,13,Andre Williams left end for 6 yards (tackle by Janoris Jenkins),-0.320,0.030
3,11:07,2,4,NYG 19,20,13,Eli Manning pass complete short right to Rueben Randle for 10 yards (tackle by Alec Ogletree and James Laurinaitis),0.030,0.870
3,10:30,1,10,NYG 29,20,13,Andre Williams up the middle for 45 yards (tackle by Michael Brockers),0.870,3.840
3,9:53,1,10,STL 26,20,13,"Orleans Darkwa up the middle for 2 yards (tackle by Michael Brockers). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",3.840,3.180
3,9:21,1,20,STL 36,20,13,"Eli Manning pass complete short middle to Orleans Darkwa for 8 yards (tackle by Mark Barron). Penalty on Eugene Sims: Roughing the Passer, 14 yards",3.180,4.650
3,9:03,1,10,STL 14,20,13,Andre Williams right tackle for 4 yards (tackle by E.J. Gaines and James Laurinaitis),4.650,4.710
3,8:17,2,6,STL 10,20,13,Andre Williams left guard for 3 yards (tackle by James Laurinaitis and T.J. McDonald),4.710,4.500
3,7:35,3,3,STL 7,26,13,"Eli Manning pass complete short right to Rueben Randle for 7 yards, touchdown",4.500,7.000
3,7:35,,,STL 2,27,13,Josh Brown kicks extra point good,0.000,0.000
3,7:35,,,NYG 35,27,13,"Josh Brown kicks off 70 yards, returned by Benny Cunningham for 15 yards (tackle by Nat Berhe)",0.000,0.380
3,7:25,1,10,STL 10,27,13,Shaun Hill pass complete short right to Jared Cook for 11 yards (tackle by Jameel McClain),-0.380,0.340
3,6:49,1,10,STL 21,27,13,Shaun Hill pass complete short right to Kenny Britt for 8 yards (tackle by Mark Herzlich and Dominique Rodgers-Cromartie),0.340,0.880
3,6:14,2,2,STL 29,27,13,Tre Mason up the middle for 3 yards (tackle by Jason Pierre-Paul),0.880,1.070
3,5:36,1,10,STL 32,27,13,Shaun Hill pass complete short right to Kenny Britt for 6 yards (tackle by Dominique Rodgers-Cromartie),1.070,1.340
3,5:16,2,4,STL 38,27,13,Shaun Hill pass complete short right to Tre Mason for 7 yards (tackle by Devon Kennard),1.340,1.930
3,4:44,1,10,STL 45,27,13,Tavon Austin left end for 19 yards (tackle by Stevie Brown),1.930,3.180
3,4:12,1,10,NYG 36,27,13,Tre Mason right tackle for 4 yards (tackle by Jason Pierre-Paul),3.180,3.180
3,3:31,2,6,NYG 32,27,13,Shaun Hill pass complete short right to Kenny Britt for 11 yards,3.180,4.170
3,2:56,1,10,NYG 21,27,13,Tre Mason up the middle for 8 yards (tackle by Stevie Brown and Mark Herzlich),4.170,4.950
3,2:17,2,2,NYG 13,27,13,"Tre Mason up the middle for 2 yards (tackle by Jameel McClain). Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",4.950,3.360
3,1:51,2,12,NYG 23,27,19,"Shaun Hill pass complete deep left to Lance Kendricks for 23 yards, touchdown",3.360,7.000
3,1:51,,,NYG 2,27,20,Greg Zuerlein kicks extra point good,0.000,0.000
3,1:51,,,STL 35,27,20,"Greg Zuerlein kicks off 66 yards, returned by Quintin Demps for 21 yards (tackle by Mark Barron)",0.000,-0.280
3,1:37,1,10,NYG 20,27,20,Andre Williams up the middle for no gain (tackle by T.J. McDonald),0.280,-0.270
3,1:02,2,10,NYG 20,27,20,Eli Manning pass incomplete short right intended for Odell Beckham (defended by E.J. Gaines),-0.270,-0.960
3,0:55,3,10,NYG 20,33,20,"Eli Manning pass complete deep middle to Odell Beckham for 80 yards, touchdown",-0.960,7.000
3,0:55,,,STL 2,34,20,Josh Brown kicks extra point good,0.000,0.000
3,0:55,,,NYG 35,34,20,"Josh Brown kicks off 68 yards, returned by Benny Cunningham for 25 yards (tackle by Chandler Fenner)",0.000,-0.410
3,0:39,1,10,STL 22,34,20,Shaun Hill pass complete short left to Lance Kendricks for 12 yards (tackle by Stevie Brown),0.410,1.200
3,0:05,1,10,STL 34,34,20,"Tavon Austin left end for 10 yards (tackle by Mark Herzlich). Penalty on Tavon Austin: Illegal Motion, 5 yards (no play)",1.200,0.870
Quarter,Time,Down,ToGo,Location,NYG,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,STL 29,34,20,Shaun Hill pass incomplete deep middle intended for Kenny Britt,0.870,-0.020
4,14:54,2,15,STL 29,34,20,Shaun Hill pass complete short middle to Benny Cunningham for 11 yards (tackle by Jameel McClain),-0.020,0.760
4,14:14,3,4,STL 40,34,20,Shaun Hill sacked by Kerry Wynn for -4 yards,0.760,-0.980
4,13:38,4,8,STL 36,34,20,"Johnny Hekker punts 54 yards, fair catch by Odell Beckham",-0.980,0.380
4,13:30,1,10,NYG 10,34,20,Andre Williams left tackle for 3 yards (tackle by James Laurinaitis and Eugene Sims),-0.380,-0.560
4,12:56,2,7,NYG 13,34,20,Andre Williams up the middle for 3 yards (tackle by T.J. McDonald and James Laurinaitis),-0.560,-0.720
4,12:18,3,4,NYG 16,34,20,Eli Manning pass complete deep right to Odell Beckham for 29 yards (tackle by Trumaine Johnson),-0.720,1.930
4,11:53,1,10,NYG 45,34,20,Orleans Darkwa up the middle for no gain (tackle by T.J. McDonald),1.930,1.380
4,11:12,2,10,NYG 45,34,20,Eli Manning pass incomplete deep left intended for Odell Beckham,1.380,0.700
4,11:07,3,10,NYG 45,34,20,Eli Manning pass complete short middle to Orleans Darkwa for 9 yards (tackle by Janoris Jenkins and Alec Ogletree),0.700,0.700
4,10:28,3,10,NYG 45,34,20,Timeout #1 by New York Giants,0.700,0.200
4,10:28,4,1,STL 46,34,20,"Penalty on Kendall Langford: Encroachment, 5 yards (no play)",0.200,2.850
4,10:28,1,10,STL 41,34,20,"Andre Williams left end for 9 yards (tackle by Alec Ogletree). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",2.850,2.190
4,9:56,1,20,NYG 49,34,20,Eli Manning pass complete short right to Odell Beckham for 9 yards (tackle by T.J. McDonald),2.190,2.170
4,9:14,2,11,STL 42,34,20,Eli Manning pass complete short right to Daniel Fells for 8 yards (tackle by Alec Ogletree),2.170,2.540
4,8:39,3,3,STL 34,34,20,Eli Manning pass incomplete deep middle intended for Daniel Fells,2.540,1.090
4,8:34,4,3,STL 34,37,20,Josh Brown 52 yard field goal good,1.090,3.000
4,8:34,,,NYG 35,37,20,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,8:29,1,10,STL 20,37,20,Benny Cunningham up the middle for -1 yards (tackle by Marcus Harris),0.280,-0.460
4,8:07,2,11,STL 19,37,20,Shaun Hill pass complete short right to Jared Cook for 8 yards (tackle by Jameel McClain and Marcus Harris),-0.460,-0.030
4,7:51,3,3,STL 27,37,20,Shaun Hill pass complete short left to Kenny Britt for 11 yards (tackle by Marcus Harris),-0.030,1.470
4,7:31,1,10,STL 38,37,20,Shaun Hill pass incomplete deep middle intended for Jared Cook,1.470,0.920
4,7:26,2,10,STL 38,37,20,"Shaun Hill pass incomplete short middle intended for Chris Givens. Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",0.920,-0.430
4,7:21,2,20,STL 28,37,20,Shaun Hill pass incomplete short right intended for Stedman Bailey (defended by Marcus Harris),-0.430,-1.090
4,7:16,3,20,STL 28,37,20,"Penalty on Greg Robinson: False Start, 5 yards (no play)",-1.090,-1.750
4,7:16,3,25,STL 23,37,20,Shaun Hill pass complete short right to Jared Cook for 12 yards (tackle by Jameel McClain),-1.750,-1.040
4,7:04,4,13,STL 35,37,20,"Johnny Hekker punts 51 yards, fair catch by Odell Beckham",-1.040,0.280
4,6:57,1,10,NYG 14,37,20,Andre Williams right guard for 3 yards (tackle by Alec Ogletree),-0.280,-0.370
4,6:15,2,7,NYG 17,37,20,Andre Williams left tackle for 1 yard (tackle by Robert Quinn),-0.370,-0.920
4,5:32,3,6,NYG 18,37,20,Eli Manning pass incomplete short right intended for Odell Beckham,-0.920,-2.240
4,5:28,4,6,NYG 18,37,20,"Steve Weatherford punts 51 yards, returned by Tavon Austin for 3 yards (tackle by Zak DeOssie)",-2.240,-1.200
4,5:14,1,10,STL 34,37,20,"Shaun Hill pass complete short middle to Jared Cook for 9 yards (tackle by Jameel McClain). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",1.200,0.540
4,4:50,1,20,STL 24,37,20,"Shaun Hill pass incomplete short left intended for Benny Cunningham. Penalty on Cullen Jenkins: Roughing the Passer, 15 yards, Penalty on Johnathan Hankins: Defensive Holding (Declined) (no play)",0.540,1.530
4,4:46,1,10,STL 39,37,20,Shaun Hill pass complete short left to Kenny Britt for 9 yards (tackle by Charles Brown),1.530,2.200
4,4:23,2,1,STL 48,37,20,Shaun Hill pass complete short right to Jared Cook for 5 yards (tackle by Marcus Harris and Jameel McClain),2.200,2.460
4,4:00,1,10,NYG 47,37,26,"Shaun Hill pass complete deep right to Chris Givens for 47 yards, touchdown",2.460,7.000
4,4:00,,,NYG 2,37,27,Greg Zuerlein kicks extra point good,0.000,0.000
4,4:00,,,STL 35,37,27,Johnny Hekker kicks onside 17 yards,0.000,-2.130
4,3:56,1,10,NYG 48,37,27,Andre Williams right tackle for 3 yards (tackle by Robert Quinn),2.130,2.130
4,3:50,1,10,NYG 48,37,27,Timeout #1 by St. Louis Rams,2.130,1.990
4,3:50,2,7,STL 49,37,27,Andre Williams right end for 3 yards (tackle by James Laurinaitis),1.990,1.990
4,3:44,2,7,STL 49,37,27,Timeout #2 by St. Louis Rams,1.990,1.990
4,3:44,2,7,STL 49,37,27,Timeout #2 by New York Giants,1.990,1.680
4,3:44,3,4,STL 46,37,27,Eli Manning pass complete short right to Rueben Randle for 31 yards (tackle by T.J. McDonald),1.680,4.580
4,2:59,1,10,STL 15,37,27,Andre Williams up the middle for 2 yards (tackle by Aaron Donald),4.580,4.280
4,2:19,2,8,STL 13,37,27,Andre Williams left end for 2 yards (tackle by Robert Quinn),4.280,4.280
4,2:12,2,8,STL 13,37,27,Timeout #3 by St. Louis Rams,4.280,3.780
4,2:12,3,6,STL 11,37,27,Eli Manning pass incomplete short right intended for Odell Beckham,3.780,2.720
4,2:07,4,6,STL 11,37,27,"Josh Brown 29 yard field goal no good, blocked by Daren Bates, recovered by Will Herring and returned for 8 yards",2.720,-0.670
4,2:00,1,10,STL 26,37,27,"Shaun Hill for no gain. Scott Wells fumbles, recovered by Kerry Wynn at STL-12 (tackle by Joe Barksdale)",0.670,-4.780
4,1:53,1,10,STL 12,37,27,Eli Manning kneels for -1 yards,4.780,3.940
4,1:10,2,11,STL 13,37,27,Eli Manning kneels for -1 yards,3.940,3.060
4,0:35,3,12,STL 14,37,27,Eli Manning kneels for -1 yards,3.060,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
