Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
2,4:09,2,10,IND 45,14,7,Peyton Manning pass complete deep right to Pierre Garcon for 21 yards (tackle by DeAngelo Hall),1.380,3.310
2,3:41,1,10,WAS 34,14,7,Peyton Manning pass complete short middle to Dallas Clark for 4 yards (tackle by Carlos Rogers),3.310,3.310
2,3:13,2,6,WAS 30,14,7,Peyton Manning pass incomplete short left intended for Joseph Addai (defended by London Fletcher),3.310,2.610
2,3:07,3,6,WAS 30,14,7,"Penalty on WAS: Defensive 12 On-field, 5 yards (no play)",2.610,3.270
2,2:42,3,1,WAS 25,14,7,Joseph Addai right guard for no gain (tackle by LaRon Landry and London Fletcher),3.270,1.950
2,2:05,4,1,WAS 25,17,7,Adam Vinatieri 43 yard field goal good,1.950,3.000
2,,,,IND 30,17,7,"Pat McAfee kicks off 64 yards, returned by Chad Simpson for 32 yards (tackle by Keyunta Dawson)",0.000,1.470
2,1:52,1,10,WAS 38,17,7,Donovan McNabb pass complete short right to Chris Cooley for 7 yards (tackle by Clint Session),1.470,1.870
2,1:31,2,3,WAS 45,17,7,Donovan McNabb pass complete short middle to Santana Moss for 5 yards (tackle by Pat Angerer),1.870,2.260
2,1:10,1,10,,17,7,Donovan McNabb pass complete short middle to Santana Moss for 13 yards (tackle by Antoine Bethea),2.260,3.120
2,0:57,,,,17,7,Timeout #1 by Washington Redskins,0.000,3.120
2,0:57,1,10,IND 37,17,7,Donovan McNabb pass complete short middle to Chris Cooley for 7 yards (tackle by Clint Session),3.120,3.520
2,0:38,2,3,IND 30,17,7,Donovan McNabb pass incomplete short right intended for Joey Galloway,3.520,2.810
2,0:35,3,3,IND 30,17,7,Donovan McNabb pass incomplete deep middle intended for Joey Galloway (defended by Jerraud Powers),2.810,1.480
2,0:31,4,3,IND 30,17,7,Graham Gano 48 yard field goal no good,1.480,-1.470
2,0:24,1,10,IND 38,17,7,Peyton Manning pass incomplete deep middle intended for Pierre Garcon,1.470,0.920
2,0:20,2,10,IND 38,17,7,"Penalty on Brian Orakpo: Defensive Offside, 5 yards (no play)",0.920,1.600
2,0:20,2,5,IND 43,17,7,Peyton Manning pass complete short middle to Dallas Clark for 8 yards (tackle by Reed Doughty),1.600,2.320
2,0:12,,,,17,7,Timeout #2 by Indianapolis Colts,0.000,2.320
2,0:12,1,10,WAS 49,17,7,Peyton Manning pass complete deep right to Blair White for 19 yards (tackle by LaRon Landry),2.320,3.580
2,0:06,1,10,WAS 30,17,7,"Adam Vinatieri 48 yard field goal no good, blocked by Brandon Banks",3.580,-1.470
2,0:02,1,10,WAS 38,17,7,Donovan McNabb kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,17,7,"Pat McAfee kicks off 67 yards, returned by Brandon Banks for 22 yards (tackle by Javarris James)",0.000,0.610
3,14:54,1,10,WAS 25,17,7,"Ryan Torain left tackle for 4 yards (tackle by Clint Session and Pat Angerer). Penalty on Trent Williams: Offensive Holding, 10 yards",0.610,0.130
3,14:34,1,16,WAS 19,17,7,Donovan McNabb pass incomplete short right intended for Chris Cooley (defended by Pat Angerer),0.130,-0.810
3,14:28,2,16,WAS 19,17,7,Donovan McNabb pass complete short middle to Fred Davis for 12 yards (tackle by Pat Angerer and Jerraud Powers),-0.810,0.170
3,13:50,3,4,WAS 31,17,7,Donovan McNabb pass complete short middle to Keiland Williams for 3 yards (tackle by Jerraud Powers). Penalty on Fred Davis: Illegal Block Above the (Declined),0.170,-1.110
3,13:37,4,1,WAS 34,17,7,"Hunter Smith punts 50 yards, fair catch by Kenny Moore",-1.110,0.140
3,13:30,1,10,IND 16,17,7,Joseph Addai right end for 5 yards (tackle by London Fletcher and Kareem Moore),-0.140,0.150
3,13:04,2,5,IND 21,17,7,"Peyton Manning sacked by Brian Orakpo for -6 yards. Peyton Manning fumbles (forced by Brian Orakpo), recovered by Andre Carter at IND-13 (tackle by Ryan Diem)",0.150,-4.710
3,12:49,1,10,IND 13,17,7,Donovan McNabb pass complete short middle to Chris Cooley for 8 yards (tackle by Daniel Muir),4.710,5.540
3,12:07,2,2,IND 5,17,7,Donovan McNabb pass incomplete short right intended for Anthony Armstrong,5.540,4.780
3,12:00,3,2,IND 5,17,7,Donovan McNabb pass complete short middle to Chris Cooley for 4 yards (tackle by Pat Angerer and Antoine Bethea),4.780,6.970
3,11:23,1,1,IND 1,17,13,"Ryan Torain left end for 1 yard, touchdown",6.970,7.000
3,,,,IND 2,17,14,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 30,17,14,"Graham Gano kicks off 63 yards, returned by Kenny Moore for 27 yards (tackle by Roydell Williams)",0.000,1.200
3,11:11,1,10,IND 34,17,14,Joseph Addai left tackle for 46 yards (tackle by Phillip Buchanon and Reed Doughty),1.200,4.240
3,10:38,1,10,WAS 20,17,14,Peyton Manning pass complete short left to Reggie Wayne for 3 yards (tackle by Phillip Buchanon and Reed Doughty),4.240,4.120
3,10:11,2,7,WAS 17,17,14,Joseph Addai right end for 4 yards (tackle by Jeremy Jarmon),4.120,4.100
3,9:27,3,3,WAS 13,23,14,"Joseph Addai middle for 13 yards, touchdown",4.100,7.000
3,,,,WAS 2,24,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,24,14,"Pat McAfee kicks off 75 yards, returned by Brandon Banks for 19 yards (tackle by Cody Glenn)",0.000,-0.280
3,9:17,1,10,WAS 14,24,14,Ryan Torain left end for 2 yards (tackle by Jerraud Powers),-0.280,-0.510
3,8:52,2,8,WAS 16,24,14,Donovan McNabb pass complete short middle to Mike Sellers for 12 yards (tackle by Aaron Francisco),-0.510,0.810
3,7:55,1,10,WAS 28,24,14,Donovan McNabb pass complete short middle to Mike Sellers for 5 yards (tackle by Philip Wheeler and Pat Angerer),0.810,0.940
3,7:12,2,5,WAS 33,24,14,Ryan Torain left end for -1 yards (tackle by Jerraud Powers and Keyunta Dawson),0.940,0.100
3,6:27,3,6,WAS 32,24,14,Donovan McNabb pass incomplete short middle intended for Chris Cooley,0.100,-1.240
3,6:21,4,6,WAS 32,24,14,"Hunter Smith punts 46 yards, returned by Kenny Moore for 16 yards (tackle by Lorenzo Alexander). Kenny Moore fumbles, recovered by Byron Westbrook at IND-39",-1.240,2.980
3,6:06,1,10,IND 39,24,14,Ryan Torain left end for 25 yards (tackle by Jerraud Powers),2.980,4.650
3,5:41,1,10,IND 14,24,14,Ryan Torain right tackle for 6 yards (tackle by Antoine Bethea and Aaron Francisco),4.650,5.090
3,5:06,2,4,IND 8,24,14,Ryan Torain left end for -2 yards (tackle by Jerraud Powers),5.090,3.820
3,4:26,3,6,IND 10,24,14,Donovan McNabb sacked by Robert Mathis for -11 yards,3.820,2.060
3,3:58,4,17,IND 21,24,17,Graham Gano 39 yard field goal good,2.060,3.000
3,,,,WAS 30,24,17,"Graham Gano kicks off 65 yards, returned by Justin Tryon for 20 yards (tackle by Chris Horton)",0.000,0.610
3,3:45,1,10,IND 25,24,17,Peyton Manning pass complete short left to Austin Collie for 5 yards (tackle by Carlos Rogers and Phillip Buchanon),0.610,0.740
3,3:02,2,5,IND 30,24,17,Peyton Manning pass complete short middle to Austin Collie for 9 yards (tackle by London Fletcher and Reed Doughty),0.740,1.530
3,2:43,1,10,IND 39,24,17,Mike Hart right end for 4 yards (tackle by Andre Carter),1.530,1.530
3,2:09,2,6,IND 43,24,17,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Reed Doughty),1.530,2.390
3,1:34,1,10,WAS 48,24,17,Joseph Addai right tackle for no gain (tackle by Vonnie Holliday),2.390,1.850
3,0:53,2,10,WAS 48,24,17,"Penalty on Pierre Garcon: False Start, 5 yards (no play)",1.850,1.170
3,0:31,2,15,IND 47,24,17,Peyton Manning pass complete deep middle to Reggie Wayne for 19 yards (tackle by Carlos Rogers),1.170,3.310
3,0:06,1,10,WAS 34,24,17,Joseph Addai right end for 6 yards (tackle by LaRon Landry),3.310,3.580
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,WAS 28,24,17,Joseph Addai middle for 5 yards (tackle by London Fletcher),3.580,4.040
4,14:35,1,10,WAS 23,24,17,"Joseph Addai right end for 6 yards (tackle by London Fletcher). Joseph Addai fumbles (forced by London Fletcher), recovered by LaRon Landry at WAS-17 (tackle by Pierre Garcon)",4.040,0.060
4,14:23,1,10,WAS 17,24,17,Donovan McNabb pass complete short right to Anthony Armstrong for 4 yards (tackle by Kelvin Hayden),-0.060,0.080
4,13:51,2,6,WAS 21,24,17,Donovan McNabb pass complete short middle to Fred Davis for 5 yards (tackle by Clint Session),0.080,-0.120
4,13:13,3,1,WAS 26,24,17,Ryan Torain left end for -3 yards (tackle by Jerraud Powers),-0.120,-1.830
4,12:58,4,4,WAS 23,24,17,"Hunter Smith punts 49 yards, returned by Jerraud Powers for 8 yards (tackle by Reed Doughty)",-1.830,-1.330
4,12:48,1,10,IND 36,24,17,Peyton Manning pass complete short middle to Dallas Clark for 4 yards (tackle by Carlos Rogers and Reed Doughty),1.330,1.330
4,12:11,2,6,IND 40,24,17,Peyton Manning pass complete short middle to Dallas Clark for 24 yards (tackle by LaRon Landry and Reed Doughty),1.330,3.180
4,11:26,1,10,WAS 36,24,17,Mike Hart left end for 9 yards (tackle by London Fletcher and Kareem Moore),3.180,3.850
4,10:44,2,1,WAS 27,24,17,Mike Hart middle for 3 yards (tackle by LaRon Landry and London Fletcher),3.850,3.970
4,10:07,1,10,WAS 24,24,17,Mike Hart right tackle for no gain (tackle by Andre Carter),3.970,3.430
4,9:32,2,10,WAS 24,24,17,Peyton Manning pass incomplete short middle intended for Dallas Clark,3.430,2.740
4,9:26,,,,24,17,Timeout #1 by Indianapolis Colts,0.000,2.740
4,9:26,3,10,WAS 24,24,17,Mike Hart middle for 9 yards (tackle by London Fletcher),2.740,2.590
4,8:45,4,1,WAS 15,27,17,Adam Vinatieri 33 yard field goal good,2.590,3.000
4,,,,IND 30,27,17,"Pat McAfee kicks off 72 yards, returned by Brandon Banks for 29 yards (tackle by Deshea Townsend). Penalty on Kedric Golston: Illegal Wedge, 8 yards",0.000,-0.380
4,8:36,1,10,WAS 8,27,17,Donovan McNabb pass complete short middle to Santana Moss for 13 yards (tackle by Jerraud Powers and Pat Angerer),-0.380,0.340
4,7:57,1,10,WAS 21,27,17,Donovan McNabb pass complete short middle to Keiland Williams for 7 yards (tackle by Justin Tryon),0.340,0.750
4,7:17,2,3,WAS 28,27,17,Donovan McNabb pass complete short middle to Santana Moss for 3 yards (tackle by Pat Angerer and Antoine Bethea),0.750,1.000
4,6:33,1,10,WAS 31,27,17,Donovan McNabb pass incomplete short middle intended for Fred Davis (defended by Fili Moala),1.000,0.460
4,6:28,2,10,WAS 31,27,17,Donovan McNabb pass complete deep middle to Anthony Armstrong for 19 yards (tackle by Aaron Francisco and Kelvin Hayden),0.460,2.260
4,5:50,1,10,,27,17,Donovan McNabb pass complete short right to Santana Moss for 6 yards (tackle by Jerraud Powers),2.260,2.520
4,5:20,2,4,IND 44,27,17,Donovan McNabb pass complete short right to Fred Davis for 6 yards (tackle by Antoine Bethea and Clint Session),2.520,3.050
4,4:47,1,10,IND 38,27,17,Donovan McNabb pass complete short middle to Keiland Williams for 1 yard (tackle by Pat Angerer and Clint Session),3.050,2.640
4,4:12,2,9,IND 37,27,17,Donovan McNabb pass complete short middle to Joey Galloway for 18 yards (tackle by Justin Tryon),2.640,4.310
4,3:41,1,10,IND 19,27,17,Keiland Williams right guard for 14 yards (tackle by Antoine Bethea and Jerraud Powers),4.310,6.060
4,3:07,1,5,IND 5,27,17,"Donovan McNabb right end for 5 yards. Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",6.060,4.370
4,2:57,1,15,IND 15,27,17,Donovan McNabb pass complete short left to Santana Moss for 7 yards (tackle by Aaron Francisco),4.370,4.570
4,2:51,2,8,IND 8,27,23,"Donovan McNabb pass complete short left to Keiland Williams for 8 yards, touchdown",4.570,7.000
4,,,,IND 2,27,24,Graham Gano kicks extra point good,0.000,0.000
4,,,,WAS 30,27,24,"Graham Gano kicks off 67 yards, returned by Justin Tryon for 17 yards (tackle by Mike Sellers)",0.000,0.280
4,2:42,1,10,IND 20,27,24,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Phillip Buchanon),0.280,-0.270
4,2:38,2,10,IND 20,27,24,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by LaRon Landry),-0.270,-0.960
4,2:32,3,10,IND 20,27,24,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Phillip Buchanon),-0.960,-2.030
4,2:26,4,10,IND 20,27,24,"Pat McAfee punts 59 yards, returned by Brandon Banks for 17 yards (tackle by Aaron Francisco)",-2.030,-1.470
4,2:13,1,10,WAS 38,27,24,Donovan McNabb pass complete short right to Anthony Armstrong for 5 yards (tackle by Kelvin Hayden),1.470,1.600
4,2:00,2,5,WAS 43,27,24,Donovan McNabb sacked by Eric Foster and Robert Mathis for -5 yards,1.600,0.230
4,1:53,,,,27,24,Timeout #1 by Washington Redskins,0.000,0.230
4,1:53,3,10,WAS 38,27,24,Donovan McNabb pass incomplete short middle intended for Keiland Williams (defended by Pat Angerer),0.230,-0.850
4,1:48,4,10,WAS 38,27,24,Donovan McNabb pass incomplete deep middle intended for Anthony Armstrong,-0.850,-3.050
4,1:42,1,10,WAS 38,27,24,Mike Hart left tackle for 1 yard (tackle by Adam Carriker and H.B. Blades),3.050,2.640
4,1:36,,,,27,24,Timeout #2 by Washington Redskins,0.000,2.640
4,1:36,2,9,WAS 37,27,24,Mike Hart left end for -1 yards (tackle by LaRon Landry),2.640,1.820
4,1:30,,,,27,24,Timeout #3 by Washington Redskins,0.000,1.820
4,1:30,3,10,WAS 38,27,24,Mike Hart left end for 1 yard (tackle by Adam Carriker and London Fletcher),1.820,0.790
4,1:30,4,9,WAS 37,27,24,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",0.790,0.460
4,0:41,4,14,WAS 42,27,24,"Pat McAfee punts 42 yards, touchback",0.460,-0.280
4,0:32,1,10,WAS 20,27,24,Donovan McNabb pass incomplete deep left intended for Joey Galloway is intercepted by Aaron Francisco at IND-44 and returned for -1 yards,0.280,-1.800
4,0:24,1,10,IND 43,27,24,Peyton Manning kneels for -1 yards,1.800,1.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
