Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
1,8:48,1,10,PIT 41,0,0,Chris Weinke pass complete short right to Steve Smith for 6 yards (tackle by Deshea Townsend),2.850,3.120
1,8:22,2,4,PIT 35,0,0,Chris Weinke sacked by Clark Haggans and Brett Keisel for -5 yards,3.120,1.750
1,7:46,3,9,PIT 40,0,0,Chris Weinke pass complete short left to Brad Hoover for 8 yards (tackle by Larry Foote),1.750,1.310
1,7:02,4,1,PIT 32,0,0,John Kasay 50 yard field goal no good,1.310,-1.600
1,6:57,1,10,PIT 40,0,0,Willie Parker left guard for 5 yards (tackle by Julius Peppers),1.600,1.730
1,6:18,2,5,PIT 45,0,0,Nate Washington left end for no gain (tackle by Mike Rucker),1.730,1.030
1,5:33,3,5,PIT 45,0,0,Ben Roethlisberger pass incomplete short left intended for Hines Ward,1.030,-0.390
1,5:27,4,5,PIT 45,0,0,"Chris Gardocki punts 39 yards, fair catch by Taye Biddle",-0.390,0.140
1,5:20,1,10,CAR 16,0,0,DeShaun Foster right tackle for 1 yard (tackle by Larry Foote),-0.140,-0.510
1,4:41,2,9,CAR 17,0,0,DeShaun Foster left tackle for 2 yards (tackle by Joey Porter),-0.510,-0.950
1,3:55,3,7,CAR 19,0,0,Chris Weinke pass complete short left to DeAngelo Williams for 3 yards (tackle by Deshea Townsend),-0.950,-1.900
1,3:18,4,4,CAR 22,0,0,"Jason Baker punts 47 yards, returned by Santonio Holmes for 6 yards (tackle by Chris Draft)",-1.900,-1.400
1,3:08,1,10,PIT 37,0,0,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes,1.400,0.860
1,3:02,2,10,PIT 37,0,0,Willie Parker right end for 6 yards (tackle by Chris Draft),0.860,0.960
1,2:32,3,4,PIT 43,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards,0.960,2.390
1,2:08,1,10,CAR 48,0,0,Willie Parker left end for 9 yards (tackle by Na'il Diggs),2.390,3.060
1,1:30,2,1,CAR 39,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 8 yards (tackle by Mike Minter),3.060,3.510
1,1:06,1,10,CAR 31,0,0,"Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes. Penalty on Richard Marshall: Defensive Pass Interfere, 14 yards (no play)",3.510,4.440
1,1:00,1,10,CAR 17,0,0,Willie Parker middle for -2 yards (tackle by Kris Jenkins and Damione Lewis),4.440,3.600
1,0:22,2,12,CAR 19,0,0,Ben Roethlisberger pass incomplete short middle intended for Willie Parker (defended by Na'il Diggs),3.600,2.910
1,0:17,3,12,CAR 19,0,0,Ben Roethlisberger pass complete short middle to Najeh Davenport for 18 yards (tackle by Richard Marshall and Shaun Williams),2.910,6.970
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,CAR 1,6,0,"Ben Roethlisberger right end for 1 yard, touchdown",6.970,7.000
2,,,,CAR 2,7,0,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,0,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
2,14:55,1,10,CAR 20,7,0,Chris Weinke pass complete deep middle to Steve Smith for 19 yards (tackle by Bryant McFadden),0.280,1.530
2,14:15,1,10,CAR 39,7,0,DeShaun Foster middle for 2 yards (tackle by Brett Keisel),1.530,1.260
2,13:34,2,8,CAR 41,7,0,Chris Weinke pass incomplete short middle intended for DeShaun Foster,1.260,0.560
2,13:29,3,8,CAR 41,7,0,Chris Weinke pass complete short middle to Drew Carter for 15 yards (tackle by Tyrone Carter),0.560,2.650
2,12:50,,,,7,0,Timeout #1 by Carolina Panthers,0.000,2.650
2,12:50,1,10,PIT 44,7,0,DeAngelo Williams right end for 1 yard (tackle by Tyrone Carter),2.650,2.250
2,12:08,2,9,PIT 43,7,0,Chris Weinke sacked by James Farrior for -8 yards,2.250,0.500
2,12:08,3,17,CAR 49,7,0,"Penalty on Jordan Gross: False Start, 5 yards (no play)",0.500,-0.160
2,11:14,3,22,CAR 44,7,0,Chris Weinke pass complete short left to Michael Gaines for 8 yards (tackle by Deshea Townsend),-0.160,0.070
2,10:35,4,14,PIT 48,7,0,"Penalty on Vinny Ciurciu: False Start, 5 yards (no play)",0.070,-0.260
2,10:20,4,19,CAR 47,7,0,"Jason Baker punts 38 yards, fair catch by Santonio Holmes",-0.260,0.220
2,10:12,1,10,PIT 15,7,0,Willie Parker left end for 21 yards (tackle by Thomas Davis),-0.220,1.330
2,9:48,1,10,PIT 36,7,0,Willie Parker right end for 11 yards (tackle by Mike Minter),1.330,2.060
2,9:21,1,10,PIT 47,7,0,Cedrick Wilson pass complete deep right to Hines Ward for 21 yards (tackle by Mike Minter),2.060,3.450
2,8:37,1,10,CAR 32,7,0,Willie Parker right tackle for 5 yards (tackle by Mike Minter and Al Wallace),3.450,3.580
2,8:00,2,5,CAR 27,7,0,Ben Roethlisberger left end for 8 yards (tackle by Julius Peppers),3.580,4.310
2,7:35,1,10,CAR 19,7,0,Willie Parker left tackle for 9 yards (tackle by Thomas Davis),4.310,5.360
2,6:54,2,1,CAR 10,7,0,Willie Parker left tackle for no gain (tackle by Kris Jenkins),5.360,4.690
2,6:12,3,1,CAR 10,7,0,Najeh Davenport right tackle for no gain (tackle by Na'il Diggs),4.690,2.910
2,5:44,4,1,CAR 10,7,0,Ben Roethlisberger middle for 2 yards (tackle by Ma'ake Kemoeatu),2.910,5.370
2,5:02,1,8,CAR 8,7,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,5.370,4.570
2,4:59,2,8,CAR 8,7,0,Ben Roethlisberger pass incomplete short left intended for Willie Parker,4.570,3.580
2,4:51,3,8,CAR 8,7,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 7 yards (tackle by Richard Marshall and Thomas Davis),3.580,3.550
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
2,4:29,4,1,CAR 1,10,0,Jeff Reed 19 yard field goal good,3.550,3.000
2,,,,PIT 30,10,0,"Jeff Reed kicks off 61 yards, returned by DeAngelo Williams for 18 yards (tackle by Anthony Smith)",0.000,0.740
2,4:21,1,10,CAR 27,10,0,Chris Weinke pass incomplete short left intended for Taye Biddle,0.740,0.200
2,4:17,2,10,CAR 27,10,0,Chris Weinke pass complete short left to DeShaun Foster for -3 yards (tackle by James Farrior),0.200,-0.890
2,3:33,3,13,CAR 24,10,0,Chris Weinke sacked by Brett Keisel for -4 yards,-0.890,-2.030
2,3:04,4,17,CAR 20,10,0,Jason Baker punts no gain. Penalty on Karl Hankton: Offensive Holding (Declined),-2.030,-4.910
2,2:55,1,10,CAR 10,10,0,Willie Parker left tackle for 2 yards (tackle by Richard Marshall),4.910,4.570
2,2:14,2,8,CAR 8,10,0,Ben Roethlisberger sacked by Al Wallace for -5 yards,4.570,3.060
2,2:00,3,13,CAR 13,16,0,"Ben Roethlisberger pass complete short left to Najeh Davenport for 13 yards, touchdown",3.060,7.000
2,,,,CAR 2,17,0,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,17,0,"Jeff Reed kicks off 65 yards, returned by DeAngelo Williams for 24 yards (tackle by Chidi Iwuoma)",0.000,0.870
2,1:49,1,10,CAR 29,17,0,Chris Weinke pass complete short middle to Keyshawn Johnson for 5 yards (tackle by James Farrior),0.870,1.000
2,1:14,2,5,CAR 34,17,0,Chris Weinke pass complete short middle to Steve Smith for 18 yards (tackle by Bryant McFadden),1.000,2.390
2,0:50,1,10,PIT 48,17,0,Chris Weinke pass complete short right to Karl Hankton for 2 yards (tackle by Ike Taylor),2.390,2.120
2,0:44,2,8,PIT 46,17,0,Chris Weinke sacked by Larry Foote for -8 yards,2.120,0.370
2,0:37,,,,17,0,Timeout #2 by Carolina Panthers,0.000,0.370
2,0:37,3,16,CAR 46,17,0,Chris Weinke pass complete deep left to Keyshawn Johnson for 16 yards,0.370,3.050
2,0:33,1,10,PIT 38,17,0,Chris Weinke pass complete deep middle to Michael Gaines for 19 yards (tackle by Tyrone Carter),3.050,4.310
2,0:11,1,10,PIT 19,17,0,Chris Weinke pass incomplete short left intended for Steve Smith,4.310,3.750
2,0:07,2,10,PIT 19,17,3,John Kasay 37 yard field goal good,3.750,3.000
2,,,,CAR 30,17,3,"John Kasay kicks off 70 yards, touchback",0.000,0.280
2,0:04,1,10,PIT 20,17,3,Ben Roethlisberger kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,17,3,"Jeff Reed kicks off 61 yards, returned by DeAngelo Williams for 28 yards (tackle by Ike Taylor). Penalty on Kevin McCadam: Offensive Holding, 10 yards",0.000,-0.320
3,14:54,1,10,CAR 13,17,3,DeShaun Foster left tackle for 7 yards (tackle by James Farrior),-0.320,0.220
3,14:18,2,3,CAR 20,17,3,DeShaun Foster middle for 29 yards (tackle by Clark Haggans),0.220,2.190
3,13:47,1,10,CAR 49,17,3,DeAngelo Williams left guard for 1 yard (tackle by Aaron Smith),2.190,1.780
3,13:09,2,9,CAR 50,17,3,Chris Weinke pass incomplete short left intended for Keyshawn Johnson,1.780,1.090
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
3,13:05,3,9,CAR 50,17,3,Chris Weinke sacked by Aaron Smith for -4 yards,1.090,-0.320
3,12:37,4,13,CAR 46,17,3,"Jason Baker punts 45 yards, fair catch by Santonio Holmes",-0.320,0.380
3,12:29,1,10,PIT 10,17,3,Willie Parker right guard for -1 yards (tackle by Richard Marshall),-0.380,-0.850
3,11:50,2,11,PIT 9,17,3,Willie Parker left tackle for 2 yards (tackle by Na'il Diggs),-0.850,-1.300
3,11:06,3,9,PIT 11,17,3,Ben Roethlisberger pass complete short left to Santonio Holmes for 10 yards (tackle by Ken Lucas),-1.300,0.340
3,10:23,1,10,PIT 21,17,3,Willie Parker middle for 3 yards (tackle by Chris Draft),0.340,0.210
3,9:44,2,7,PIT 24,17,3,Willie Parker right end for 3 yards (tackle by Thomas Davis),0.210,-0.100
3,8:59,3,4,PIT 27,17,3,Ben Roethlisberger pass complete deep middle to Heath Miller for 20 yards (tackle by Mike Minter),-0.100,2.060
3,8:15,1,10,PIT 47,17,3,Willie Parker right end for -3 yards (tackle by Richard Marshall),2.060,1.110
3,7:43,2,13,PIT 44,17,3,Ben Roethlisberger pass complete deep middle to Hines Ward for 21 yards (tackle by Shaun Williams),1.110,3.250
3,6:55,1,10,CAR 35,17,3,Willie Parker left tackle for 3 yards (tackle by Ma'ake Kemoeatu),3.250,3.110
3,6:13,2,7,CAR 32,17,3,Willie Parker left guard for 2 yards (tackle by Kindal Moorehead),3.110,2.680
3,5:28,3,5,CAR 30,17,3,Najeh Davenport left end for 3 yards (tackle by Al Wallace),2.680,1.800
3,4:45,4,2,CAR 27,20,3,Jeff Reed 45 yard field goal good,1.800,3.000
3,,,,PIT 30,20,3,"Jeff Reed kicks off 70 yards, returned by DeAngelo Williams for 17 yards (tackle by Najeh Davenport)",0.000,-0.060
3,4:35,1,10,CAR 17,20,3,Chris Weinke pass incomplete deep right intended for Steve Smith,-0.060,-0.580
3,4:30,2,10,CAR 17,20,3,Chris Weinke pass incomplete short right intended for Steve Smith,-0.580,-1.250
3,4:27,3,10,CAR 17,20,3,Chris Weinke pass complete short right to DeAngelo Williams for 8 yards (tackle by James Farrior),-1.250,-1.700
3,4:20,4,2,CAR 25,20,3,"Jason Baker punts 49 yards, returned by Santonio Holmes for 7 yards (tackle by Karl Hankton)",-1.700,-1.140
3,4:09,1,10,PIT 33,20,3,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,1.140,0.590
3,4:02,2,10,PIT 33,20,3,Willie Parker left end for 1 yard (tackle by Kris Jenkins),0.590,0.040
3,3:18,3,9,PIT 34,20,3,Ben Roethlisberger pass complete short right to Nate Washington for 14 yards (tackle by Richard Marshall),0.040,2.130
3,2:31,1,10,PIT 48,20,3,Willie Parker left end for 3 yards (tackle by Al Wallace),2.130,1.990
3,1:47,2,7,CAR 49,20,3,Willie Parker left guard for 6 yards (tackle by Al Wallace),1.990,2.080
3,1:03,3,1,CAR 43,20,3,Ben Roethlisberger right guard for 2 yards (tackle by Na'il Diggs),2.080,2.850
3,0:20,1,10,CAR 41,26,3,"Willie Parker left tackle for 41 yards, touchdown",2.850,7.000
3,,,,CAR 2,27,3,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,27,3,"Jeff Reed kicks off 69 yards, returned by DeAngelo Williams for 18 yards (tackle by Najeh Davenport)",0.000,0.150
3,0:08,1,10,CAR 19,27,3,Chris Weinke pass incomplete short left intended for Michael Gaines (defended by Brett Keisel),0.150,-0.390
3,0:02,2,10,CAR 19,27,3,DeShaun Foster middle for -1 yards (tackle by Clark Haggans and Larry Foote),-0.390,-1.250
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,CAR 18,27,3,Chris Weinke pass incomplete,-1.250,-2.240
4,14:54,4,11,CAR 18,27,3,"Jason Baker punts 53 yards, muffed catch by Santonio Holmes, recovered by Jason Kyle and returned for no gain. Penalty on Dion Byrum: Player Out of Bounds on , 5 yards (no play)",-2.240,-2.490
4,14:44,4,16,CAR 13,33,3,"Jason Baker punts 52 yards, returned by Santonio Holmes for 65 yards, touchdown",-2.490,-7.000
4,,,,CAR 2,34,3,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,34,3,"Jeff Reed kicks off 59 yards, returned by Brad Hoover for 21 yards (tackle by Rian Wallace)",0.000,1.070
4,14:20,1,10,CAR 32,34,3,Chris Weinke pass complete short middle to Keyshawn Johnson for 8 yards (tackle by James Farrior),1.070,1.610
4,13:56,2,2,CAR 40,34,3,Chris Weinke pass complete short middle to Michael Gaines for 14 yards (tackle by James Farrior),1.610,2.520
4,13:35,1,10,PIT 46,34,3,"Chris Weinke pass incomplete short right intended for DeAngelo Williams. Penalty on Geoff Hangartner: Offensive Holding, 10 yards (no play)",2.520,1.860
4,13:31,1,20,CAR 44,34,3,"Chris Weinke pass incomplete deep left intended for Taye Biddle is intercepted by Anthony Smith at PIT-25 and returned for 20 yards. Penalty on Evan Mathis: Unnecessary Roughness, 15 yards",1.860,-2.920
4,13:21,1,10,CAR 40,34,3,Najeh Davenport right guard for 3 yards (tackle by Shaun Williams),2.920,2.780
4,12:36,2,7,CAR 37,34,3,Najeh Davenport left guard for 6 yards (tackle by James Anderson),2.780,2.870
4,11:52,3,1,CAR 31,34,3,Najeh Davenport right guard for 2 yards (tackle by James Anderson and Chris Draft),2.870,3.640
4,11:07,1,10,CAR 29,34,3,Najeh Davenport left tackle for 5 yards (tackle by Mike Minter and Ma'ake Kemoeatu),3.640,3.780
4,10:24,2,5,CAR 24,34,3,Najeh Davenport right end for -4 yards (tackle by Richard Marshall),3.780,2.540
4,9:38,3,9,CAR 28,34,3,Charlie Batch pass complete short middle to John Kuhn for 15 yards (tackle by Ken Lucas),2.540,4.710
4,9:00,1,10,CAR 13,34,3,Najeh Davenport middle for no gain (tackle by Kris Jenkins),4.710,4.050
4,8:18,2,10,CAR 13,34,3,Najeh Davenport right tackle for 3 yards (tackle by Chris Draft),4.050,3.650
4,7:31,3,7,CAR 10,34,3,Charlie Batch pass complete short right to Santonio Holmes for 8 yards (tackle by Mike Minter),3.650,6.740
4,7:06,1,2,CAR 2,34,3,"Najeh Davenport left guard for 1 yard (tackle by Ma'ake Kemoeatu). Penalty on Ma'ake Kemoeatu: Defensive Offside, 1 yards (no play)",6.740,6.970
4,6:37,1,1,CAR 1,34,3,"Penalty on Alan Faneca: False Start, 5 yards (no play)",6.970,5.830
4,6:10,1,6,CAR 6,34,3,Najeh Davenport left end for 1 yard (tackle by Chris Draft),5.830,5.150
4,5:32,2,5,CAR 5,34,3,Najeh Davenport right end for -5 yards (tackle by Richard Marshall),5.150,3.130
4,4:48,3,10,CAR 10,34,3,John Kuhn right guard for 2 yards (tackle by Shaun Williams),3.130,2.950
4,4:05,4,8,CAR 8,37,3,Jeff Reed 26 yard field goal good,2.950,3.000
4,,,,PIT 30,37,3,"Jeff Reed kicks off 37 yards, fair catch by Jeff King",0.000,1.140
4,4:01,1,10,CAR 33,37,3,Brett Basanez pass complete short right to Steve Smith for 11 yards (tackle by Deshea Townsend),1.140,1.860
4,3:37,1,10,CAR 44,37,3,Brett Basanez pass complete short left to Steve Smith for 2 yards (tackle by Deshea Townsend),1.860,1.590
4,3:13,2,8,CAR 46,37,3,Brett Basanez pass incomplete short middle intended for Jeff King (defended by Rodney Bailey),1.590,0.890
4,3:09,3,8,CAR 46,37,3,Brett Basanez pass incomplete deep middle intended for Jeff King,0.890,-0.320
4,3:06,4,8,CAR 46,37,3,"Penalty on James Harrison: Defensive Offside, 5 yards (no play)",-0.320,0.000
4,3:06,4,3,PIT 49,37,3,Brett Basanez pass complete short right to Karl Hankton for 18 yards (tackle by Tyrone Carter),0.000,3.510
4,2:43,1,10,PIT 31,37,3,Brett Basanez pass complete short right to Taye Biddle for 6 yards (tackle by Ike Taylor),3.510,3.780
4,2:37,2,4,PIT 25,37,3,Brett Basanez right end for 2 yards (tackle by Anthony Madison),3.780,3.340
4,2:32,3,2,PIT 23,37,3,Brett Basanez pass complete short middle to Eric Shelton for 6 yards (tackle by Tyrone Carter),3.340,4.440
4,2:07,1,10,PIT 17,37,3,Brett Basanez pass complete short right to Michael Gaines for 13 yards (tackle by Rian Wallace),4.440,6.280
4,2:00,1,4,PIT 4,37,3,Brett Basanez pass incomplete short middle intended for Keyshawn Johnson (defended by Deshea Townsend),6.280,5.340
4,1:57,2,4,PIT 4,37,3,Brett Basanez pass incomplete short right intended for Jeff King,5.340,4.490
4,1:53,3,4,PIT 4,37,3,Eric Shelton middle for -3 yards (tackle by Rodney Bailey),4.490,2.970
4,1:11,4,7,PIT 7,37,3,Brett Basanez pass incomplete short right intended for Steve Smith is intercepted by Ike Taylor,2.970,-0.280
4,1:06,1,10,PIT 20,37,3,Charlie Batch kneels for no gain,0.280,-0.270
4,0:37,2,10,PIT 20,37,3,Charlie Batch kneels for -1 yards,-0.270,-1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
