Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
2,10:02,1,10,KAN 39,10,10,Jacquizz Rodgers up the middle for 6 yards (tackle by Edgar Jones),2.980,3.250
2,9:32,2,4,KAN 33,10,10,Matt Ryan pass complete short left to Jacquizz Rodgers for 6 yards (tackle by Stanford Routt),3.250,3.780
2,9:05,1,10,KAN 27,10,10,Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Ropati Pitoitua),3.780,3.910
2,8:30,2,5,KAN 22,10,10,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Abram Elam),3.910,4.650
2,7:55,1,10,KAN 14,16,10,"Matt Ryan pass complete short left to Julio Jones for 14 yards, touchdown",4.650,7.000
2,7:55,,,KAN 2,17,10,Matt Bryant kicks extra point good,0.000,0.000
2,7:48,,,ATL 35,17,10,"Matt Bosher kicks off 74 yards, touchback",0.000,0.280
2,7:48,1,10,KAN 20,17,10,Jamaal Charles right end for 46 yards (tackle by Thomas DeCoud),0.280,3.310
2,7:21,1,10,ATL 34,17,10,Peyton Hillis up the middle for 3 yards (tackle by Stephen Nicholas),3.310,3.180
2,6:44,2,7,ATL 31,17,10,Matt Cassel pass complete short right to Peyton Hillis for 3 yards (tackle by Sean Weatherspoon),3.180,2.870
2,5:53,3,4,ATL 28,17,10,Matt Cassel pass complete short left to Dexter McCluster for 9 yards (tackle by Brent Grimes),2.870,4.310
2,5:24,1,10,ATL 19,17,10,Jamaal Charles left end for 9 yards (tackle by Brent Grimes),4.310,5.360
2,5:02,2,1,ATL 10,17,10,Jamaal Charles left tackle for 2 yards (tackle by Stephen Nicholas),5.360,5.370
2,4:25,1,8,ATL 8,17,10,Peyton Hillis up the middle for 3 yards (tackle by Kroy Biermann),5.370,5.150
2,3:44,2,5,ATL 5,17,16,"Matt Cassel up the middle for 5 yards, touchdown",5.150,7.000
2,3:44,,,ATL 2,17,17,Ryan Succop kicks extra point good,0.000,0.000
2,3:38,,,KAN 35,17,17,"Ryan Succop kicks off 73 yards, touchback",0.000,0.280
2,3:38,1,10,ATL 20,17,17,Matt Ryan pass incomplete short right intended for Harry Douglas,0.280,-0.270
2,3:02,2,10,ATL 20,17,17,Matt Ryan pass complete short left to Harry Douglas for 19 yards (tackle by Travis Daniels),-0.270,1.530
2,2:33,1,10,ATL 39,17,17,Matt Ryan pass incomplete deep left intended for Julio Jones,1.530,0.990
2,2:27,2,10,ATL 39,17,17,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Derrick O. Johnson),0.990,2.390
2,2:05,1,10,KAN 48,17,17,Matt Ryan up the middle for 11 yards (tackle by Derrick O. Johnson),2.390,3.120
2,1:55,1,10,KAN 37,17,17,Matt Ryan right end for 9 yards (tackle by Jacques Reeves),3.120,3.790
2,1:48,2,1,KAN 28,17,17,Matt Ryan pass complete short right to Tony Gonzalez for 25 yards (tackle by Jacques Reeves),3.790,6.510
2,1:14,1,3,KAN 3,17,17,Matt Ryan sacked by Justin Houston for -7 yards,6.510,0.000
2,0:53,,,,17,17,Timeout #2 by Kansas City Chiefs,0.000,4.190
2,0:53,2,10,KAN 10,17,17,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Jacques Reeves),4.190,0.000
2,0:17,,,,17,17,Timeout #1 by Atlanta Falcons,0.000,4.720
2,0:17,3,3,KAN 3,17,17,Matt Ryan pass incomplete short middle intended for Roddy White,4.720,3.040
2,0:13,4,3,KAN 3,20,17,Matt Bryant 21 yard field goal good,3.040,3.000
2,0:10,,,ATL 35,20,17,"Matt Bosher kicks off 52 yards, returned by Terrance Copper for 16 yards (tackle by Kroy Biermann)",0.000,0.870
2,0:03,1,10,KAN 29,20,17,Matt Cassel kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,20,17,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,20,17,Jamaal Charles right tackle for 4 yards (tackle by Stephen Nicholas),0.280,0.270
3,14:23,2,6,KAN 24,20,17,Jamaal Charles up the middle for 5 yards (tackle by Kroy Biermann),0.270,0.230
3,13:52,3,1,KAN 29,20,17,Matt Cassel up the middle for 3 yards (tackle by Thomas DeCoud),0.230,1.070
3,13:15,1,10,KAN 32,20,17,Peyton Hillis right end for 1 yard (tackle by Sean Weatherspoon),1.070,0.660
3,12:35,2,9,KAN 33,20,17,Matt Cassel pass complete short middle to Dexter McCluster for 21 yards (tackle by Thomas DeCoud and Stephen Nicholas),0.660,2.520
3,11:55,1,10,ATL 46,20,17,Jamaal Charles up the middle for 3 yards (tackle by Stephen Nicholas),2.520,2.380
3,11:15,2,7,ATL 43,20,17,Matt Cassel pass complete short middle to Dexter McCluster for 15 yards (tackle by Sean Weatherspoon),2.380,3.710
3,10:40,1,10,ATL 28,20,17,Peyton Hillis up the middle for 2 yards (tackle by Stephen Nicholas),3.710,3.440
3,10:03,2,8,ATL 26,20,17,Matt Cassel pass complete short left to Peyton Hillis for 4 yards (tackle by Stephen Nicholas),3.440,3.270
3,9:14,3,4,ATL 22,20,17,Matt Cassel pass incomplete short middle intended for Dexter McCluster (defended by Sean Weatherspoon),3.270,2.070
3,9:09,4,4,ATL 22,20,17,Ryan Succop 40 yard field goal no good,2.070,-0.940
3,9:07,1,10,ATL 30,20,17,Matt Ryan pass incomplete short right intended for Lousaka Polite,0.940,0.390
3,9:03,2,10,ATL 30,20,17,Michael Turner up the middle for -1 yards (tackle by Dontari Poe),0.390,-0.430
3,8:26,3,11,ATL 29,20,17,Matt Ryan pass complete deep left to Julio Jones for 31 yards (tackle by Travis Daniels),-0.430,2.920
3,7:41,1,10,KAN 40,20,17,Michael Turner up the middle for 2 yards (tackle by Tyson Jackson),2.920,2.640
3,6:59,2,8,KAN 38,20,17,Matt Ryan pass complete short left to Julio Jones for 19 yards (tackle by Abram Elam),2.640,4.310
3,6:21,1,10,KAN 19,20,17,Michael Turner up the middle for 11 yards (tackle by Abram Elam and Andy Studebaker),4.310,5.370
3,5:44,1,8,KAN 8,20,17,Michael Turner up the middle for 3 yards (tackle by Jovan Belcher),5.370,5.150
3,5:05,2,5,KAN 5,20,17,Matt Ryan pass incomplete short right intended for Julio Jones,5.150,4.260
3,5:00,3,5,KAN 5,26,17,"Matt Ryan right end for 5 yards, touchdown",4.260,7.000
3,5:00,,,KAN 2,27,17,Matt Bryant kicks extra point good,0.000,0.000
3,4:54,,,ATL 35,27,17,"Matt Bosher kicks off 71 yards, touchback",0.000,0.280
3,4:54,1,10,KAN 20,27,17,Jamaal Charles up the middle for -5 yards (tackle by John Abraham),0.280,-1.070
3,4:19,2,15,KAN 15,27,17,Matt Cassel pass incomplete short middle intended for Tony Moeaki (defended by Jonathan Babineaux),-1.070,-1.860
3,4:14,3,15,KAN 15,27,17,"Matt Cassel sacked by John Abraham for -9 yards. Matt Cassel fumbles (forced by John Abraham), recovered by Stephen Nicholas at KAN-7 (tackle by Rodney Hudson)",-1.860,-5.600
3,4:02,1,7,KAN 7,33,17,"Matt Ryan pass complete short middle to Tony Gonzalez for 7 yards, touchdown",5.600,7.000
3,4:02,,,KAN 2,34,17,Matt Bryant kicks extra point good,0.000,0.000
3,3:56,,,ATL 35,34,17,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
3,3:56,1,10,KAN 20,34,17,Matt Cassel sacked by Jonathan Babineaux for -1 yards,0.280,-0.460
3,3:21,2,11,KAN 19,34,17,Peyton Hillis left end for -3 yards (tackle by Sean Weatherspoon),-0.460,-1.690
3,2:35,3,14,KAN 16,34,17,Matt Cassel pass complete short middle to Dexter McCluster for 15 yards (tackle by Dunta Robinson),-1.690,1.000
3,2:01,1,10,KAN 31,34,17,Shaun Draughn up the middle for 1 yard (tackle by Sean Weatherspoon),1.000,0.600
3,1:29,2,9,KAN 32,34,17,Matt Cassel pass incomplete short middle intended for Tony Moeaki is intercepted by William Moore at KAN-45 and returned for 2 yards (tackle by Dexter McCluster),0.600,-2.720
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,1:20,1,10,KAN 43,34,17,Matt Ryan pass complete deep left to Roddy White for 26 yards (tackle by Abram Elam),2.720,4.440
3,0:42,1,10,KAN 17,34,17,Michael Turner left tackle for -1 yards (tackle by Glenn Dorsey),4.440,3.720
Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,KAN 18,34,17,Matt Ryan pass complete short left to Harry Douglas for 6 yards (tackle by Derrick O. Johnson),3.720,3.880
4,14:21,3,5,KAN 12,34,17,Matt Ryan pass incomplete short left intended for Roddy White,3.880,2.680
4,14:16,4,5,KAN 12,37,17,Matt Bryant 30 yard field goal good,2.680,3.000
4,14:13,,,ATL 35,37,17,"Matt Bosher kicks off 66 yards, returned by Javier Arenas for 18 yards (tackle by Robert James)",0.000,-0.060
4,14:06,1,10,KAN 17,37,17,Jamaal Charles left end for -4 yards (tackle by William Moore),-0.060,-1.060
4,13:31,2,14,KAN 13,37,17,Matt Cassel up the middle for 13 yards (tackle by William Moore),-1.060,0.000
4,12:52,,,,37,17,Timeout #1 by Kansas City Chiefs,0.000,-0.120
4,12:52,3,1,KAN 26,37,17,Matt Cassel pass incomplete short left intended for Tony Moeaki is intercepted by Stephen Nicholas at KAN-34 and returned for 3 yards (tackle by Tony Moeaki),-0.120,-3.510
4,12:44,1,10,KAN 31,37,17,Jacquizz Rodgers up the middle for 2 yards (tackle by Jovan Belcher),3.510,3.240
4,12:07,2,8,KAN 29,37,17,Matt Ryan pass complete short middle to Jacquizz Rodgers for 7 yards (tackle by Justin Houston and Derrick O. Johnson),3.240,3.470
4,11:24,3,1,KAN 22,37,17,Jacquizz Rodgers right end for -1 yards (tackle by Jovan Belcher),3.470,2.050
4,10:44,4,2,KAN 23,40,17,Matt Bryant 41 yard field goal good,2.050,3.000
4,10:40,,,ATL 35,40,17,"Matt Bosher kicks off 73 yards, returned by Javier Arenas for 18 yards (tackle by Kroy Biermann). Penalty on Shaun Draughn: Unnecessary Roughness (Offsetting), Penalty on Chris Hope: Unnecessary Roughness (Offsetting)",0.000,-0.380
4,10:33,1,10,KAN 10,40,17,Jamaal Charles up the middle for -2 yards (tackle by John Abraham),-0.380,-0.930
4,10:07,2,12,KAN 8,40,17,Jamaal Charles right tackle for 6 yards (tackle by Thomas DeCoud),-0.930,-0.950
4,9:20,3,6,KAN 14,40,17,Matt Cassel pass complete short left to Dwayne Bowe for 9 yards (tackle by Stephen Nicholas),-0.950,0.480
4,8:48,1,10,KAN 23,40,17,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,0.480,-0.070
4,8:41,2,10,KAN 23,40,17,Shaun Draughn left end for 14 yards (tackle by Ray Edwards),-0.070,1.400
4,8:09,1,10,KAN 37,40,17,Matt Cassel pass incomplete deep right intended for Dwayne Bowe (defended by Asante Samuel),1.400,0.860
4,7:59,2,10,KAN 37,40,17,"Shaun Draughn right end for 3 yards (tackle by William Moore). Penalty on Shaun Draughn: Face Mask (15 Yards), 15 yards",0.860,-0.760
4,7:43,2,22,KAN 25,40,17,Matt Cassel pass incomplete short left intended for Dexter McCluster (defended by John Abraham),-0.760,-1.420
4,7:40,3,22,KAN 25,40,17,Matt Cassel pass complete short middle to Dexter McCluster for 13 yards (tackle by Thomas DeCoud),-1.420,-0.850
4,7:05,4,9,KAN 38,40,17,"Dustin Colquitt punts 47 yards, fair catch by Dominique Franks. Penalty on ATL: Offensive Holding, 7 yards",-0.850,0.380
4,6:58,1,10,ATL 8,40,17,Jacquizz Rodgers right tackle for 6 yards (tackle by Tyson Jackson),-0.380,-0.320
4,6:13,2,4,ATL 14,40,17,Jacquizz Rodgers up the middle for 5 yards (tackle by Glenn Dorsey),-0.320,0.150
4,5:28,1,10,ATL 19,40,17,Jason Snelling up the middle for 2 yards (tackle by Jerrell Powe),0.150,-0.060
4,4:45,2,8,ATL 21,40,17,Jason Snelling right guard for 3 yards (tackle by Eric Berry),-0.060,-0.420
4,4:00,3,5,ATL 24,40,17,Jacquizz Rodgers left end for 1 yard (tackle by Edgar Jones and Dontari Poe),-0.420,-1.700
4,3:16,4,4,ATL 25,40,17,"Matt Bosher punts 52 yards, returned by Javier Arenas for 18 yards (tackle by Josh Harris). Penalty on KAN: Illegal Block Above the Waist, 10 yards",-1.700,-0.740
4,3:01,1,10,KAN 27,40,17,Jamaal Charles up the middle for 8 yards (tackle by William Moore),0.740,1.280
4,2:35,2,2,KAN 35,40,17,Matt Cassel pass incomplete short left intended for Steve Breaston,1.280,0.560
4,2:31,3,2,KAN 35,40,17,Matt Cassel pass complete deep right to Steve Breaston for 24 yards (tackle by Thomas DeCoud),0.560,2.850
4,2:00,1,10,ATL 41,40,17,Matt Cassel pass incomplete short right intended for Dexter McCluster (defended by Stephen Nicholas),2.850,2.310
4,1:55,2,10,ATL 41,40,17,Matt Cassel pass complete short right to Shaun Draughn for 9 yards (tackle by Stephen Nicholas),2.310,2.810
4,1:47,3,1,ATL 32,40,17,Shaun Draughn up the middle for 3 yards (tackle by Cliff Matthews),2.810,3.640
4,1:15,1,10,ATL 29,40,17,Matt Cassel pass complete short right to Kevin Boss for 14 yards (tackle by William Moore),3.640,4.580
4,0:46,1,10,ATL 15,40,17,Matt Cassel pass complete short left to Shaun Draughn for 3 yards (tackle by Dunta Robinson),4.580,4.450
4,0:21,2,7,ATL 12,40,17,Matt Cassel pass incomplete short left intended for Dexter McCluster,4.450,3.580
4,0:16,3,7,ATL 12,40,17,Matt Cassel pass complete short left to Tony Moeaki for 8 yards (tackle by Stephen Nicholas),3.580,0.000
4,0:09,,,,40,17,Timeout #2 by Kansas City Chiefs,0.000,6.280
4,0:09,1,4,ATL 4,40,23,"Shaun Draughn up the middle for 4 yards, touchdown",6.280,7.000
4,0:09,,,ATL 2,40,24,Ryan Succop kicks extra point good,0.000,0.000
4,0:05,,,KAN 35,40,24,"Ryan Succop kicks off 70 yards, returned by Harry Douglas for 8 yards (tackle by Shaun Draughn)",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
