Quarter,Time,Down,ToGo,Location,OAK,NOR,Detail,EPB,EPA
1,9:05,1,10,NOR 41,3,0,Deuce McAllister right tackle for 1 yard (tackle by Gerard Warren and Jay Richardson),1.660,1.260
1,8:31,2,9,NOR 42,3,0,Drew Brees pass complete short right to Mark Campbell for 29 yards (tackle by Ricky Brown),1.260,3.640
1,7:54,1,10,OAK 29,3,0,Drew Brees pass complete short left to Billy Miller for 13 yards (tackle by Thomas Howard),3.640,4.510
1,7:18,1,10,OAK 16,3,0,"Reggie Bush left end for 4 yards (tackle by Thomas Howard). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",4.510,3.840
1,6:49,1,20,OAK 26,3,0,Reggie Bush right guard for 4 yards (tackle by Jay Richardson and Thomas Howard),3.840,3.150
1,6:10,2,16,OAK 22,3,0,"Drew Brees pass complete short right to Billy Miller for 5 yards (tackle by Stanford Routt). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",3.150,1.800
1,5:45,2,26,OAK 32,3,0,Drew Brees pass complete short middle to Reggie Bush for 4 yards (tackle by Thomas Howard),1.800,1.690
1,5:01,3,22,OAK 28,3,0,Drew Brees pass complete short middle to Billy Miller for 15 yards (tackle by Thomas Howard),1.690,2.570
1,4:15,4,7,OAK 13,3,0,Taylor Mehlhaff 31 yard field goal no good,2.570,-0.340
1,4:11,1,10,OAK 21,3,0,JaMarcus Russell pass incomplete short left intended for Justin Griffith,0.340,-0.200
1,4:04,2,10,OAK 21,3,0,Justin Fargas left guard for 5 yards (tackle by Roman Harper and Jonathan Vilma),-0.200,-0.230
1,3:23,3,5,OAK 26,3,0,JaMarcus Russell pass complete short right to Javon Walker for 7 yards (tackle by Randall Gay),-0.230,1.140
1,2:44,1,10,OAK 33,3,0,Justin Fargas right end for 5 yards (tackle by Will Smith),1.140,1.270
1,2:13,2,5,OAK 38,3,0,Justin Fargas right end for 3 yards (tackle by Jonathan Vilma),1.270,0.960
1,1:31,3,2,OAK 41,3,0,JaMarcus Russell pass complete short left to Ronald Curry for 8 yards (tackle by Randall Gay),0.960,2.190
1,0:53,1,10,OAK 49,3,0,JaMarcus Russell pass incomplete short left intended for Ashley Lelie (defended by Randall Gay),2.190,1.650
1,0:49,2,10,OAK 49,3,0,Justin Fargas right end for 1 yard (tackle by Charles Grant and Scott Shanle),1.650,1.090
1,0:07,3,9,,3,0,"Penalty on Zach Miller: False Start, 5 yards (no play)",1.090,0.430
Quarter,Time,Down,ToGo,Location,OAK,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,OAK 45,3,0,JaMarcus Russell pass incomplete deep left intended for Ashley Lelie,0.430,-0.390
2,14:53,4,14,OAK 45,3,0,"Shane Lechler punts 41 yards, fair catch by Reggie Bush",-0.390,0.280
2,14:44,1,10,NOR 14,3,0,Deuce McAllister right guard for 9 yards (tackle by Gibril Wilson and Ricky Brown),-0.280,0.550
2,14:07,2,1,NOR 23,3,0,Reggie Bush left end for no gain (tackle by Gerard Warren),0.550,-0.320
2,13:30,3,1,NOR 23,3,0,Reggie Bush right tackle for 1 yard (tackle by Ricky Brown),-0.320,0.540
2,12:42,1,10,NOR 24,3,0,Drew Brees pass complete short right to Mike Karney for -1 yards (tackle by Nnamdi Asomugha),0.540,-0.140
2,12:01,2,11,NOR 23,3,0,Drew Brees pass complete short right to Lance Moore for 12 yards (tackle by Tyvon Branch),-0.140,1.270
2,11:15,1,10,NOR 35,3,0,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by DeAngelo Hall),1.270,1.400
2,10:36,2,5,NOR 40,3,0,Drew Brees pass complete short middle to Deuce McAllister for 4 yards (tackle by Thomas Howard),1.400,1.220
2,9:56,3,1,NOR 44,3,0,Mike Karney right guard for 2 yards (tackle by Terdell Sands),1.220,1.990
2,9:20,1,10,NOR 46,3,0,Drew Brees pass complete short left to Sean Ryan for 5 yards (tackle by Tommy Kelly),1.990,2.130
2,8:43,2,5,OAK 49,3,0,Deuce McAllister right tackle for 7 yards (tackle by Thomas Howard),2.130,2.790
2,8:01,1,10,OAK 42,3,0,Deuce McAllister right tackle for 9 yards (tackle by Michael Huff and Gibril Wilson),2.790,3.460
2,7:18,2,1,OAK 33,3,0,Deuce McAllister left tackle for -1 yards (tackle by Gerard Warren and Kirk Morrison),3.460,2.610
2,6:43,3,2,OAK 34,3,0,Drew Brees pass complete short left to Mike Karney for 4 yards (tackle by Ricky Brown),2.610,3.580
2,6:11,1,10,OAK 30,3,0,Reggie Bush left guard for 1 yard (tackle by Terdell Sands and Tommy Kelly),3.580,3.170
2,5:47,2,9,OAK 29,3,0,Drew Brees pass complete short right to Lance Moore for 19 yards (tackle by DeAngelo Hall),3.170,4.910
2,5:21,1,10,OAK 10,3,0,Reggie Bush left guard for 3 yards (tackle by Thomas Howard),4.910,4.760
2,4:45,2,7,OAK 7,3,0,Drew Brees pass complete short right to Mike Karney for no gain,4.760,3.810
2,3:57,3,7,OAK 7,3,0,"Drew Brees pass incomplete short left intended for Reggie Bush. Penalty on Kalimba Edwards: Defensive Offside, 4 yards (no play)",3.810,4.720
2,3:51,3,3,OAK 3,3,6,"Reggie Bush left end for 3 yards, touchdown",4.720,7.000
2,,,,OAK 2,3,7,Taylor Mehlhaff kicks extra point good,0.000,0.000
2,,,,NOR 30,3,7,Taylor Mehlhaff kicks off 65 yards,0.000,1.600
2,3:45,1,10,OAK 40,3,7,Darren McFadden left tackle for 7 yards (tackle by Kendrick Clancy and Scott Fujita),1.600,2.000
2,3:11,2,3,OAK 47,3,7,JaMarcus Russell up the middle for 11 yards (tackle by Will Smith),2.000,2.790
2,2:33,1,10,NOR 42,3,7,Darren McFadden left end for no gain (tackle by Kendrick Clancy),2.790,2.240
2,2:09,,,,3,7,Timeout #1 by Oakland Raiders,0.000,2.240
2,2:09,2,10,NOR 42,3,7,Darren McFadden left guard for 3 yards (tackle by Brian Young),2.240,1.950
2,2:00,3,7,NOR 39,3,7,JaMarcus Russell pass incomplete deep left intended for Javon Walker,1.950,0.660
2,1:53,4,7,NOR 39,3,7,Sebastian Janikowski 57 yard field goal no good,0.660,-2.060
2,1:48,1,10,NOR 47,3,7,Drew Brees pass complete short right to Devery Henderson for 17 yards (tackle by Thomas Howard),2.060,3.180
2,1:24,1,10,OAK 36,3,7,Drew Brees pass complete deep middle to Lance Moore for 18 yards (tackle by Gibril Wilson),3.180,4.370
2,1:11,,,,3,7,Timeout #1 by New Orleans Saints,0.000,4.370
2,1:11,1,10,OAK 18,3,7,Reggie Bush for 2 yards (tackle by Kirk Morrison),4.370,4.090
2,1:05,2,8,OAK 16,3,7,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Jon Alston),4.090,3.300
2,1:00,3,8,OAK 16,3,7,"Drew Brees pass incomplete short right intended for Reggie Bush. Penalty on Drew Brees: Intentional Grounding, 10 yards",3.300,1.740
2,0:54,4,18,OAK 26,3,10,Taylor Mehlhaff 44 yard field goal good,1.740,3.000
2,,,,NOR 30,3,10,"Taylor Mehlhaff kicks off 65 yards, returned by Johnnie Lee Higgins for 20 yards (tackle by Aaron Stecker)",0.000,0.610
2,0:44,1,10,OAK 25,3,10,JaMarcus Russell pass complete short middle to Johnnie Lee Higgins for 35 yards (tackle by Josh Bullocks),0.610,2.920
2,0:35,1,10,NOR 40,3,10,"JaMarcus Russell pass incomplete deep left intended for Ashley Lelie. Penalty on Ashley Lelie: Offensive Pass Interference, 10 yards (no play)",2.920,2.260
2,0:30,1,20,,3,10,JaMarcus Russell pass incomplete short right intended for Ashley Lelie (defended by Roman Harper),2.260,1.020
2,0:25,2,20,,3,10,JaMarcus Russell pass incomplete short left intended for Justin Fargas (defended by Jonathan Vilma),1.020,0.370
2,0:20,3,20,,3,10,JaMarcus Russell pass complete short left to Zach Miller for 9 yards (tackle by Randall Gay),0.370,0.530
2,0:11,,,,3,10,Timeout #2 by New Orleans Saints,0.000,0.530
2,0:11,4,11,NOR 41,3,10,Sebastian Janikowski 59 yard field goal no good,0.530,-2.190
2,0:06,1,10,NOR 49,3,10,Drew Brees pass complete deep middle to Billy Miller for 25 yards (tackle by Gibril Wilson),2.190,3.840
Quarter,Time,Down,ToGo,Location,OAK,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,3,10,"Taylor Mehlhaff kicks off 71 yards, returned by Johnnie Lee Higgins for 17 yards (tackle by Usama Young)",0.000,-0.140
3,14:55,1,10,OAK 16,3,10,Justin Fargas left tackle for 7 yards (tackle by Charles Grant and Scott Shanle),-0.140,0.420
3,14:24,2,3,OAK 23,3,10,Justin Fargas left guard for 1 yard (tackle by Kendrick Clancy and Will Smith),0.420,-0.320
3,13:44,3,2,OAK 24,3,10,JaMarcus Russell pass incomplete short left intended for Javon Walker (defended by Jason David),-0.320,-1.770
3,13:38,4,2,OAK 24,3,10,"Shane Lechler punts 39 yards, returned by Reggie Bush for 8 yards (tackle by Jon Alston)",-1.770,-1.930
3,13:28,1,10,NOR 45,3,10,Deuce McAllister left guard for 4 yards (tackle by Jay Richardson),1.930,1.920
3,12:49,2,6,NOR 49,3,10,Reggie Bush left end for 4 yards (tackle by Gibril Wilson and Thomas Howard),1.920,1.750
3,12:09,3,2,OAK 47,3,10,Reggie Bush left end for 5 yards (tackle by DeAngelo Hall),1.750,2.790
3,11:39,1,10,OAK 42,3,10,Drew Brees pass complete short middle to Lance Moore for 9 yards (tackle by Gibril Wilson),2.790,3.460
3,11:00,2,1,OAK 33,3,10,Deuce McAllister left guard for 8 yards (tackle by Kirk Morrison and Thomas Howard),3.460,3.910
3,10:20,1,10,OAK 25,3,10,Drew Brees pass complete short middle to Sean Ryan for 2 yards (tackle by Michael Huff),3.910,3.630
3,9:41,2,8,OAK 23,3,10,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by DeAngelo Hall),3.630,4.060
3,9:06,3,1,OAK 16,3,10,Deuce McAllister right tackle for 5 yards (tackle by Kirk Morrison),4.060,4.840
3,8:39,1,10,OAK 11,3,10,Drew Brees pass complete short right to Deuce McAllister for 3 yards (tackle by Jay Richardson),4.840,4.700
3,7:54,2,7,OAK 8,3,10,Drew Brees pass incomplete short right intended for Lance Moore (defended by DeAngelo Hall),4.700,3.760
3,7:49,3,7,OAK 8,3,16,"Drew Brees pass complete short right to Aaron Stecker for 8 yards, touchdown",3.760,7.000
3,,,,OAK 2,3,17,Taylor Mehlhaff kicks extra point good,0.000,0.000
3,,,,NOR 30,3,17,"Taylor Mehlhaff kicks off 60 yards, returned by Johnnie Lee Higgins for 18 yards (tackle by Chris Reis)",0.000,0.810
3,7:35,1,10,OAK 28,3,17,JaMarcus Russell pass incomplete deep left intended for Ashley Lelie,0.810,0.260
3,7:29,2,10,OAK 28,3,17,Darren McFadden left tackle for 5 yards (tackle by Jonathan Vilma),0.260,0.230
3,6:44,3,5,OAK 33,3,17,JaMarcus Russell pass incomplete short left intended for Ashley Lelie is intercepted by Jason David at OAK-35 and returned for 18 yards (tackle by Ashley Lelie),0.230,-4.440
3,6:34,1,10,OAK 17,3,17,Reggie Bush right end for 2 yards (tackle by DeAngelo Hall),4.440,4.150
3,6:07,2,8,OAK 15,3,23,"Drew Brees pass complete short middle to Reggie Bush for 15 yards, touchdown",4.150,7.000
3,,,,OAK 2,3,24,Taylor Mehlhaff kicks extra point good,0.000,0.000
3,,,,NOR 30,3,24,"Taylor Mehlhaff kicks off 67 yards, returned by Johnnie Lee Higgins for 18 yards (tackle by Jo-Lonn Dunbar)",0.000,0.340
3,5:51,1,10,OAK 21,3,24,Darren McFadden right tackle for 8 yards (tackle by Mike McKenzie),0.340,0.880
3,5:18,2,2,OAK 29,3,24,Darren McFadden left end for 5 yards (tackle by Roman Harper),0.880,1.200
3,4:41,1,10,OAK 34,3,24,JaMarcus Russell pass complete short left to Justin Griffith for 8 yards (tackle by Randall Gay),1.200,1.740
3,4:15,2,2,OAK 42,3,24,Darren McFadden left tackle for no gain (tackle by Jonathan Vilma),1.740,1.030
3,3:37,3,2,OAK 42,3,24,Justin Fargas left end for 4 yards (tackle by Jonathan Vilma and Scott Shanle),1.030,1.990
3,2:58,1,10,OAK 46,3,24,JaMarcus Russell pass incomplete short middle intended for Darren McFadden (defended by Scott Shanle),1.990,1.450
3,2:52,2,10,OAK 46,3,24,JaMarcus Russell pass incomplete short left intended for Ashley Lelie (defended by Randall Gay),1.450,0.760
3,2:46,,,,3,24,Timeout #1 by Oakland Raiders,0.000,0.760
3,2:46,3,10,OAK 46,3,24,JaMarcus Russell pass incomplete short right intended for Michael Bush. Penalty on Kwame Harris: Offensive Holding (Declined),0.760,-0.320
3,2:36,4,10,OAK 46,3,24,"Shane Lechler punts 54 yards, touchback",-0.320,-0.280
3,2:27,1,10,NOR 20,3,24,Deuce McAllister right guard for 4 yards (tackle by Gibril Wilson and Terdell Sands),0.280,0.270
3,1:56,2,6,NOR 24,3,24,Deuce McAllister left guard for 4 yards (tackle by Jay Richardson and Terdell Sands),0.270,0.100
3,1:10,3,2,NOR 28,3,24,Drew Brees pass complete deep left to Devery Henderson for 51 yards (tackle by Michael Huff),0.100,4.170
3,0:25,1,10,OAK 21,3,24,Reggie Bush right end for -1 yards (tackle by Jay Richardson),4.170,3.490
Quarter,Time,Down,ToGo,Location,OAK,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,OAK 22,3,24,Drew Brees pass incomplete short right intended for Reggie Bush,3.490,2.810
4,14:55,3,11,OAK 22,3,24,Drew Brees up the middle for 7 yards (tackle by Trevor Scott),2.810,2.520
4,14:14,4,4,OAK 15,3,27,Taylor Mehlhaff 33 yard field goal good,2.520,3.000
4,,,,NOR 30,3,27,"Taylor Mehlhaff kicks off 66 yards, returned by Tyvon Branch for 11 yards (tackle by Jo-Lonn Dunbar)",0.000,-0.220
4,14:04,1,10,OAK 15,3,27,JaMarcus Russell pass complete short left to Zach Miller for 23 yards (tackle by Roman Harper),-0.220,1.470
4,13:37,1,10,OAK 38,3,27,JaMarcus Russell pass incomplete deep right intended for Ronald Curry,1.470,0.920
4,13:31,2,10,OAK 38,3,27,Darren McFadden right guard for 2 yards (tackle by Brian Young and Scott Shanle),0.920,0.500
4,12:49,3,8,OAK 40,3,27,"JaMarcus Russell sacked by Bobby McCray for -8 yards. JaMarcus Russell fumbles (forced by Bobby McCray), recovered by Kendrick Clancy at OAK-32",0.500,-3.450
4,12:39,1,10,OAK 32,3,27,Deuce McAllister left tackle for 1 yard (tackle by Jay Richardson),3.450,3.040
4,11:54,2,9,OAK 31,3,27,Drew Brees pass complete deep right to Lance Moore for 27 yards (tackle by DeAngelo Hall),3.040,6.280
4,11:25,1,4,OAK 4,3,27,"Reggie Bush left guard for 3 yards (tackle by Kirk Morrison). Penalty on Gerard Warren: Defensive 12 On-field, 2 yards (no play)",6.280,6.740
4,11:09,1,2,OAK 2,3,33,"Drew Brees pass complete short right to Mark Campbell for 2 yards, touchdown",6.740,7.000
4,,,,OAK 2,3,34,Taylor Mehlhaff kicks extra point good,0.000,0.000
4,,,,NOR 30,3,34,"Taylor Mehlhaff kicks off 70 yards, touchback",0.000,0.280
4,11:04,1,10,OAK 20,3,34,Michael Bush right guard for 3 yards (tackle by Remi Ayodele and Jonathan Vilma),0.280,0.140
4,11:04,2,7,OAK 23,3,34,"Penalty on Kwame Harris: False Start, 5 yards (no play)",0.140,-0.630
4,10:15,2,12,OAK 18,3,34,JaMarcus Russell pass complete short left to Ashley Lelie for 11 yards (tackle by Jason David),-0.630,0.230
4,9:37,3,1,OAK 29,3,34,Michael Bush right tackle for 1 yard (tackle by Will Smith and Kendrick Clancy),0.230,0.940
4,9:04,1,10,OAK 30,3,34,JaMarcus Russell pass incomplete deep right intended for Johnnie Lee Higgins (defended by Josh Bullocks),0.940,0.390
4,8:54,2,10,OAK 30,3,34,JaMarcus Russell pass complete short left to Tony Stewart for 7 yards (tackle by Jonathan Vilma),0.390,0.630
4,8:23,3,3,OAK 37,3,34,JaMarcus Russell pass complete short right to Chaz Schilens for 9 yards (tackle by Usama Young),0.630,1.990
4,7:58,1,10,OAK 46,3,34,JaMarcus Russell pass incomplete short left intended for Ronald Curry,1.990,1.450
4,7:52,2,10,OAK 46,3,34,JaMarcus Russell pass complete short middle to Zach Miller for 14 yards (tackle by Jonathan Vilma),1.450,2.920
4,7:34,,,,3,34,Timeout #1 by New Orleans Saints,0.000,2.920
4,7:34,1,10,NOR 40,3,34,JaMarcus Russell pass incomplete deep right intended for Ashley Lelie,2.920,2.370
4,7:26,2,10,NOR 40,3,34,JaMarcus Russell pass incomplete short right intended for Ronald Curry,2.370,1.680
4,7:21,3,10,NOR 40,3,34,JaMarcus Russell pass complete short right to Michael Bush for 4 yards (tackle by Usama Young),1.680,0.880
4,6:34,4,6,NOR 36,3,34,JaMarcus Russell pass incomplete deep left intended for Chaz Schilens,0.880,-1.400
4,6:26,1,10,NOR 37,3,34,Deuce McAllister left tackle for 8 yards (tackle by Gibril Wilson and Tommy Kelly),1.400,1.940
4,5:45,2,2,NOR 45,3,34,Deuce McAllister right guard for 6 yards (tackle by Hiram Eugene),1.940,2.320
4,5:01,1,10,OAK 49,3,34,Reggie Bush left end for 1 yard (tackle by Kirk Morrison and Kalimba Edwards),2.320,1.920
4,4:16,2,9,OAK 48,3,34,Aaron Stecker left end for 3 yards (tackle by Jay Richardson),1.920,1.620
4,3:33,3,6,OAK 45,3,34,Drew Brees sacked by Kalimba Edwards for -1 yards,1.620,0.200
4,2:54,,,,3,34,Timeout #2 by New Orleans Saints,0.000,0.200
4,2:54,4,7,OAK 46,3,34,"Steve Weatherford punts 46 yards, touchback",0.200,-0.280
4,2:45,1,10,OAK 20,3,34,Michael Bush left guard for 5 yards (tackle by Scott Shanle and Jonathan Vilma),0.280,0.410
4,2:18,2,5,OAK 25,3,34,JaMarcus Russell pass incomplete short right intended for Chaz Schilens (defended by Usama Young),0.410,-0.300
4,2:12,3,5,OAK 25,3,34,JaMarcus Russell sacked by Bobby McCray for -10 yards,-0.300,-2.440
4,2:00,4,15,OAK 15,3,34,"Shane Lechler punts 65 yards, fair catch by Lance Moore",-2.440,-0.280
4,1:52,1,10,NOR 20,3,34,Pierre Thomas right tackle for 5 yards (tackle by Kalimba Edwards),0.280,0.410
4,1:11,2,5,NOR 25,3,34,Pierre Thomas left guard for no gain (tackle by Kirk Morrison and Tommy Kelly),0.410,-0.300
4,0:30,3,5,NOR 25,3,34,Pierre Thomas right tackle for 13 yards (tackle by Hiram Eugene),-0.300,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
