Quarter,Time,Down,ToGo,Location,CIN,SEA,Detail,EPB,EPA
2,9:58,3,2,CIN 40,3,0,"Penalty on Will Dissly: False Start, 5 yards (no play)",2.210,1.550
2,9:33,3,7,CIN 45,3,0,Russell Wilson pass complete short left to Will Dissly for 12 yards (tackle by William Jackson),1.550,3.380
2,8:53,1,10,CIN 33,3,0,Russell Wilson pass complete short middle to D.K. Metcalf for 16 yards (tackle by Dre Kirkpatrick),3.380,4.440
2,8:13,1,10,CIN 17,3,0,Chris Carson right end for 11 yards (tackle by Sam Hubbard and Shawn Williams),4.440,5.830
2,7:30,1,6,CIN 6,3,0,Chris Carson left end for 1 yard (tackle by Jessie Bates),5.830,5.150
2,6:43,2,5,CIN 5,3,0,"Russell Wilson pass incomplete short right intended for D.K. Metcalf. Penalty on B.W. Webb: Defensive Pass Interference, 4 yards (no play)",5.150,6.970
2,6:39,1,1,CIN 1,3,6,"Chris Carson up the middle for 1 yard, touchdown",6.970,7.000
2,6:36,,,CIN 15,3,7,Jason Myers kicks extra point good,0.000,0.000
2,6:36,,,SEA 35,3,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,6:36,1,10,CIN 25,3,7,Andy Dalton pass complete short left to Tyler Boyd for 6 yards (tackle by Mychal Kendricks and Tedric Thompson),0.610,0.870
2,6:02,2,4,CIN 31,3,7,Andy Dalton pass complete deep left to C.J. Uzomah for 36 yards (tackle by Tre Flowers and Tedric Thompson),0.870,3.380
2,5:20,1,10,SEA 33,9,7,"Andy Dalton pass complete deep left to John Ross for 33 yards, touchdown",3.380,7.000
2,5:12,,,SEA 15,10,7,Randy Bullock kicks extra point good,0.000,0.000
2,5:12,,,CIN 35,10,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,5:12,1,10,SEA 25,10,7,Rashaad Penny up the middle for no gain (tackle by Ryan Glasgow and Andrew Billings),0.610,0.060
2,4:28,2,10,SEA 25,10,7,Rashaad Penny right tackle for 5 yards (tackle by Germaine Pratt and Carlos Dunlap),0.060,0.040
2,3:51,3,5,SEA 30,10,7,Russell Wilson pass incomplete deep middle intended for D.K. Metcalf. Penalty on D.K. Metcalf: Offensive Pass Interference (Declined),0.040,-1.370
2,3:45,4,5,SEA 30,10,7,"Michael Dickson punts 51 yards, returned by Alex Erickson for 11 yards (tackle by Will Dissly and Shaquem Griffin)",-1.370,-0.940
2,3:35,1,10,CIN 30,10,7,Joe Mixon up the middle for 6 yards (tackle by Mychal Kendricks),0.940,1.200
2,3:00,2,4,CIN 36,10,7,Joe Mixon left end for -1 yards (tackle by Mychal Kendricks and Quinton Jefferson),1.200,0.370
2,2:21,3,5,CIN 35,10,7,Andy Dalton pass complete short left to Tyler Eifert for 4 yards (tackle by Bradley McDougald),0.370,-0.780
2,2:00,4,1,CIN 39,10,7,"Kevin Huber punts 38 yards, fair catch by Tyler Lockett at SEA-23",-0.780,-0.480
2,1:53,1,10,SEA 23,10,7,Russell Wilson pass complete short left to Chris Carson for 7 yards (tackle by Dre Kirkpatrick),0.480,0.880
2,1:48,2,3,SEA 30,10,7,"Russell Wilson pass incomplete short left intended for Chris Carson. Penalty on Dre Kirkpatrick: Unnecessary Roughness, 15 yards",0.880,1.930
2,1:44,1,10,SEA 45,10,7,Russell Wilson pass complete deep left to D.K. Metcalf for 42 yards (tackle by Jessie Bates),1.930,4.710
2,1:11,1,10,CIN 13,10,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf,4.710,4.050
2,1:07,2,10,CIN 13,10,7,Chris Carson up the middle for 3 yards (tackle by Geno Atkins and Nick Vigil),4.050,3.650
2,0:59,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:59,3,7,CIN 10,10,13,"Russell Wilson pass complete short right to Chris Carson for 10 yards, touchdown",3.650,7.000
2,0:52,,,CIN 15,10,14,Jason Myers kicks extra point good,0.000,0.000
2,0:52,,,SEA 35,10,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:52,1,10,CIN 25,10,14,Andy Dalton pass complete short right to Tyler Boyd for 3 yards (tackle by Ugochukwu Amadi),0.610,0.470
2,0:28,2,7,CIN 28,10,14,Andy Dalton pass complete short right to Damion Willis for 17 yards (tackle by Shaquill Griffin),0.470,1.930
2,0:20,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:20,1,10,CIN 45,10,14,Andy Dalton pass incomplete short left intended for John Ross,1.930,1.380
2,0:16,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:16,2,10,CIN 45,16,14,"Andy Dalton pass complete deep middle to John Ross for 55 yards, touchdown",1.380,7.000
2,0:07,,,SEA 15,17,14,Randy Bullock kicks extra point good,0.000,0.000
2,0:07,,,CIN 35,17,14,"Randy Bullock kicks off 61 yards, returned by Rashaad Penny for 21 yards (tackle by Cethan Carter and Kerry Wynn)",0.000,0.610
2,0:02,1,10,SEA 25,17,14,Russell Wilson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,17,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,17,14,"Russell Wilson pass complete short left to Chris Carson for 10 yards (tackle by Preston Brown). Chris Carson fumbles (forced by Preston Brown), recovered by Dre Kirkpatrick at SEA-39 and returned for 11 yards",0.610,-3.710
3,14:48,1,10,SEA 28,17,14,Andy Dalton pass complete short middle to C.J. Uzomah for 15 yards (tackle by Tre Flowers and Mychal Kendricks),3.710,4.710
3,14:14,1,10,SEA 13,17,14,Joe Mixon up the middle for 1 yard (tackle by Bobby Wagner and Rasheem Green),4.710,4.220
3,13:30,2,9,SEA 12,17,14,"Andy Dalton sacked by. Andy Dalton fumbles, recovered by Al Woods at SEA-19 and returned for 5 yards (tackle by Andy Dalton)",4.220,-0.540
3,13:23,1,10,SEA 24,17,14,Chris Carson left end for -6 yards (tackle by Carlos Dunlap and Nick Vigil),0.540,-0.910
3,12:47,2,16,SEA 18,17,14,Chris Carson up the middle for -1 yards (tackle by Nick Vigil),-0.910,-1.850
3,12:08,3,17,SEA 17,17,14,Russell Wilson pass complete short left to Chris Carson for 2 yards (tackle by Dre Kirkpatrick). Penalty on D.K. Metcalf: Offensive Holding (Declined),-1.850,-2.140
3,11:56,4,15,SEA 19,17,14,"Michael Dickson punts 60 yards, returned by Alex Erickson for 9 yards (tackle by Will Dissly)",-2.140,-0.940
3,11:44,1,10,CIN 30,17,14,Giovani Bernard right end for -3 yards (tackle by Poona Ford and Bryan Mone),0.940,-0.010
3,10:57,2,13,CIN 27,17,14,Giovani Bernard right tackle for 5 yards (tackle by Bobby Wagner),-0.010,-0.030
3,10:18,3,8,CIN 32,17,14,"Andy Dalton pass complete short right to Giovani Bernard for 35 yards (tackle by Bradley McDougald). Giovani Bernard fumbles, ball out of bounds at SEA-33 (forced by Bradley McDougald)",-0.030,3.380
3,9:46,1,10,SEA 33,17,14,Giovani Bernard up the middle for -1 yards (tackle by Bobby Wagner and Quinton Jefferson),3.380,2.700
3,9:06,2,11,SEA 34,17,14,Tyler Boyd right end for 3 yards (tackle by Shaquill Griffin),2.700,2.410
3,8:22,3,8,SEA 31,17,14,Giovani Bernard right tackle for 4 yards (tackle by Branden Jackson),2.410,1.750
3,7:43,4,4,SEA 27,17,14,Randy Bullock 45 yard field goal no good,1.750,-1.270
3,7:37,1,10,SEA 35,17,14,Russell Wilson sacked by Dre Kirkpatrick for -9 yards,1.270,-0.490
3,7:00,2,19,SEA 26,17,14,Russell Wilson sacked by Sam Hubbard for -7 yards,-0.490,-2.230
3,6:16,3,26,SEA 19,17,14,Russell Wilson pass complete short middle to Nick Vannett for 11 yards (tackle by Shawn Williams),-2.230,-1.370
3,5:41,4,15,SEA 30,17,14,"Michael Dickson punts 54 yards downed by Cody Barton. Penalty on Cethan Carter: Offensive Holding, 8 yards",-1.370,0.380
3,5:30,1,10,CIN 8,17,14,Giovani Bernard left tackle for 11 yards (tackle by Bradley McDougald),-0.380,0.150
3,4:53,1,10,CIN 19,17,14,Andy Dalton pass incomplete short right intended for Damion Willis (defended by Shaquill Griffin),0.150,-0.390
3,4:49,2,10,CIN 19,17,14,Andy Dalton pass complete short left to Tyler Eifert for 5 yards (tackle by Mychal Kendricks),-0.390,-0.420
3,4:18,3,5,CIN 24,17,14,Andy Dalton pass complete short left to Tyler Eifert for 7 yards (tackle by Tre Flowers),-0.420,1.000
3,3:38,1,10,CIN 31,17,14,Andy Dalton pass complete deep left to John Ross for 24 yards (tackle by Tre Flowers),1.000,2.590
3,3:02,1,10,SEA 45,17,14,Andy Dalton pass incomplete deep right intended for John Ross,2.590,2.040
3,2:57,2,10,SEA 45,17,14,Andy Dalton pass complete short right to C.J. Uzomah for 9 yards (tackle by Poona Ford),2.040,2.540
3,2:12,3,1,SEA 36,17,14,Andy Dalton pass incomplete deep right intended for Tyler Boyd,2.540,0.890
3,2:07,4,1,SEA 36,17,14,Giovani Bernard right guard for no gain (tackle by Al Woods),0.890,-1.330
3,2:01,1,10,SEA 36,17,14,Rashaad Penny left tackle for 5 yards (tackle by Carlos Dunlap),1.330,1.470
3,1:33,2,5,SEA 41,17,14,Rashaad Penny left tackle for no gain (tackle by Shawn Williams),1.470,0.760
3,0:48,3,5,SEA 41,17,14,Russell Wilson pass complete deep middle to D.K. Metcalf for 25 yards (tackle by Jessie Bates and B.W. Webb),0.760,3.310
3,0:10,1,10,CIN 34,17,14,"Rashaad Penny right end for 20 yards (tackle by Nick Vigil). Penalty on Germain Ifedi: Offensive Holding, 10 yards (no play)",3.310,2.650
Quarter,Time,Down,ToGo,Location,CIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,CIN 44,17,20,"Russell Wilson pass complete deep middle to Tyler Lockett for 44 yards, touchdown",2.650,7.000
4,14:53,,,CIN 15,17,21,Jason Myers kicks extra point good,0.000,0.000
4,14:53,,,SEA 35,17,21,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,14:53,1,10,CIN 25,17,21,Andy Dalton sacked by Quinton Jefferson for -8 yards,0.610,-1.150
4,14:07,2,18,CIN 17,17,21,Andy Dalton pass complete short middle to Giovani Bernard for 7 yards (tackle by Bobby Wagner and K.J. Wright),-1.150,-0.760
4,13:26,3,11,CIN 24,17,21,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",-0.760,-0.100
4,13:05,3,6,CIN 29,17,21,Andy Dalton pass complete short left to John Ross for 7 yards (tackle by Tre Flowers),-0.100,1.330
4,12:20,1,10,CIN 36,17,21,Andy Dalton pass complete short left to Alex Erickson for 13 yards (tackle by Tre Flowers),1.330,2.190
4,11:33,1,10,CIN 49,17,21,Andy Dalton pass complete short left to John Ross for 11 yards,2.190,2.920
4,11:05,1,10,SEA 40,17,21,"Andy Dalton pass incomplete deep left intended for John Ross. Penalty on Tre Flowers: Illegal Contact, 5 yards (no play)",2.920,3.250
4,11:00,1,10,SEA 35,17,21,Giovani Bernard left tackle for 5 yards (tackle by Quinton Jefferson and Bryan Mone),3.250,3.380
4,10:21,2,5,SEA 30,17,21,Andy Dalton pass complete short left to C.J. Uzomah for 6 yards (tackle by Bobby Wagner),3.380,3.970
4,9:40,1,10,SEA 24,17,21,Andy Dalton pass incomplete short middle intended for C.J. Uzomah (defended by Quinton Jefferson),3.970,3.430
4,9:37,2,10,SEA 24,17,21,Andy Dalton pass complete short right to Tyler Boyd for 5 yards (tackle by Mychal Kendricks),3.430,3.410
4,8:55,3,5,SEA 19,17,21,"Andy Dalton pass incomplete short middle intended for Damion Willis. Penalty on Tre Flowers: Defensive Pass Interference, 15 yards (no play)",3.410,6.280
4,8:51,1,4,SEA 4,17,21,Andy Dalton pass incomplete short left intended for Giovani Bernard (defended by Tre Flowers),6.280,5.340
4,8:47,2,4,SEA 4,17,21,"Giovani Bernard left end for no gain (tackle by Mychal Kendricks and Bradley McDougald). Penalty on Andre Smith: Offensive Holding, 10 yards (no play)",5.340,3.580
4,8:22,2,14,SEA 14,17,21,Andy Dalton sacked by Jadeveon Clowney for -2 yards,3.580,2.850
4,7:46,,,,,,Timeout #1 by Cincinnati Bengals,,
4,7:46,3,16,SEA 16,17,21,Andy Dalton pass complete short right to John Ross for 8 yards (tackle by Branden Jackson),2.850,2.950
4,7:03,4,8,SEA 8,20,21,Randy Bullock 27 yard field goal good,2.950,3.000
4,7:00,,,CIN 35,20,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,7:00,1,10,SEA 25,20,21,Russell Wilson pass incomplete deep right intended for Tyler Lockett,0.610,0.060
4,6:55,2,10,SEA 25,20,21,Chris Carson up the middle for 1 yard (tackle by Sam Hubbard and Nick Vigil),0.060,-0.490
4,6:09,3,9,SEA 26,20,21,Russell Wilson pass complete short right to Nick Vannett for 5 yards,-0.490,-1.310
4,5:40,4,4,SEA 31,20,21,"Michael Dickson punts 45 yards, returned by Alex Erickson for 5 yards (tackle by Marquise Blair)",-1.310,-0.870
4,5:30,1,10,CIN 29,20,21,Andy Dalton pass complete short right to Damion Willis for 7 yards (tackle by Shaquill Griffin),0.870,1.270
4,5:02,2,3,CIN 36,20,21,Andy Dalton pass incomplete short left intended for Damion Willis,1.270,0.560
4,4:58,3,3,CIN 36,20,21,Andy Dalton pass complete short right to Tyler Eifert for 5 yards (tackle by Bradley McDougald),0.560,1.660
4,4:21,1,10,CIN 41,20,21,Andy Dalton pass incomplete short left intended for Tyler Boyd (defended by Mychal Kendricks),1.660,1.120
4,4:17,2,10,CIN 41,20,21,Andy Dalton pass complete short right to Alex Erickson for 3 yards (tackle by K.J. Wright),1.120,0.830
4,3:34,3,7,CIN 44,20,21,Andy Dalton pass incomplete short middle intended for Tyler Boyd (defended by Quinton Jefferson),0.830,-0.460
4,3:30,4,7,CIN 44,20,21,Kevin Huber punts 50 yards out of bounds,-0.460,0.380
4,3:22,1,10,SEA 6,20,21,Russell Wilson right end for 5 yards (tackle by Sam Hubbard),-0.380,-0.420
4,3:18,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:18,2,5,SEA 11,20,21,Chris Carson up the middle for 4 yards (tackle by Preston Brown and Nick Vigil),-0.420,-0.370
4,3:13,,,,,,Timeout #3 by Cincinnati Bengals,,
4,3:13,3,1,SEA 15,20,21,Chris Carson left end for 21 yards (tackle by Nick Vigil and Jessie Bates),-0.370,1.330
4,2:24,1,10,SEA 36,20,21,Chris Carson right guard for no gain (tackle by Nick Vigil),1.330,0.790
4,2:00,2,10,SEA 36,20,21,Chris Carson up the middle for -1 yards (tackle by Geno Atkins and Sam Hubbard),0.790,-0.030
4,1:15,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:15,3,11,SEA 35,20,21,"Penalty on SEA: Delay of Game, 5 yards (no play)",-0.030,-0.690
4,1:15,3,16,SEA 30,20,21,Russell Wilson left end for 5 yards (tackle by Sam Hubbard),-0.690,-1.040
4,0:28,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:28,4,11,SEA 35,20,21,"Michael Dickson punts 40 yards, fair catch by Alex Erickson at CIN-25",-1.040,-0.610
4,0:21,1,10,CIN 25,20,21,Andy Dalton pass complete short left to Tyler Eifert for 6 yards,0.610,0.870
4,0:14,2,4,CIN 31,20,21,"Andy Dalton sacked by Rasheem Green for no gain. Andy Dalton fumbles (forced by Rasheem Green), recovered by Tre Flowers at CIN-44 (tackle by John Ross)",0.870,-2.650
4,0:09,1,10,CIN 44,20,21,Russell Wilson kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
