Quarter,Time,Down,ToGo,Location,OAK,PHI,Detail,EPB,EPA
1,5:41,4,6,OAK 34,7,0,"Shane Lechler punts 39 yards, returned by Dexter Wynn for 4 yards (tackle by Tim Johnson)",-1.110,-1.000
1,4:40,1,10,PHI 31,7,0,Donovan McNabb pass complete to Lamar Gordon for 5 yards (tackle by Charles Woodson),1.000,1.140
1,4:08,2,5,PHI 36,7,0,"Brian Westbrook left end for no gain (tackle by Derrick Burgess). Penalty on Tra Thomas: Offensive Holding, 10 yards (no play)",1.140,-0.220
1,3:44,2,15,PHI 26,7,0,Donovan McNabb pass complete to L.J. Smith for 13 yards (tackle by Kirk Morrison),-0.220,0.830
1,3:01,3,2,PHI 39,7,0,Donovan McNabb pass complete to L.J. Smith for 7 yards (tackle by Danny Clark),0.830,1.990
1,2:25,1,10,PHI 46,7,0,Brian Westbrook up the middle for 1 yard (tackle by Tommy Kelly),1.990,1.590
1,1:48,2,9,PHI 47,7,0,Donovan McNabb pass complete to Greg Lewis for 23 yards (tackle by Fabian Washington),1.590,3.580
1,1:21,,,,7,0,Timeout #1 by Philadelphia Eagles,0.000,3.580
1,1:21,1,10,OAK 30,7,0,Donovan McNabb pass complete to Terrell Owens for 13 yards (tackle by Charles Woodson),3.580,4.440
1,0:39,1,10,OAK 17,7,0,Donovan McNabb pass incomplete intended for L.J. Smith is intercepted by Warren Sapp at OAK-17 and returned for 3 yards. Penalty on L.J. Smith: Offensive Pass Interfere (Declined),4.440,-0.280
1,0:18,1,10,OAK 20,7,0,LaMont Jordan right tackle for -6 yards (tackle by Jeremiah Trotter),0.280,-1.180
Quarter,Time,Down,ToGo,Location,OAK,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,OAK 14,7,0,Kerry Collins pass incomplete intended for Jerry Porter (defended by Lito Sheppard),-1.180,-2.030
2,14:56,3,16,OAK 14,7,0,LaMont Jordan left end for 1 yard (tackle by Sheldon Brown). Penalty on Langston Walker: Offensive Holding (Declined),-2.030,-2.440
2,14:34,4,15,OAK 15,7,0,"Shane Lechler punts 50 yards, returned by Dexter Wynn for 4 yards (tackle by Zeron Flemister). Penalty on Mike Labinjo: Illegal Block Above the , 10 yards",-2.440,-0.740
2,14:23,1,10,PHI 27,7,0,Donovan McNabb pass complete to Greg Lewis for 4 yards (tackle by Fabian Washington),0.740,0.740
2,13:43,2,6,PHI 31,7,0,Donovan McNabb pass complete to Terrell Owens for 3 yards (tackle by Charles Woodson),0.740,0.430
2,13:01,3,3,PHI 34,7,0,Donovan McNabb pass complete to Reggie Brown for 6 yards (tackle by Renaldo Hill),0.430,1.600
2,12:43,1,10,PHI 40,7,0,Brian Westbrook up the middle for 1 yard (tackle by Kirk Morrison),1.600,1.190
2,12:05,2,9,PHI 41,7,0,"Donovan McNabb pass incomplete intended for Terrell Owens (defended by Charles Woodson). Penalty on Charles Woodson: Defensive Pass Interfere, 10 yards (no play)",1.190,2.320
2,11:58,1,10,OAK 49,7,0,Donovan McNabb pass incomplete intended for Terrell Owens,2.320,1.780
2,11:53,2,10,OAK 49,7,0,Brian Westbrook up the middle for 6 yards (tackle by Ed Jasper),1.780,1.880
2,11:11,3,4,OAK 43,7,0,"Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Renaldo Hill). Penalty on Derrick Gibson: Illegal Contact, 5 yards (no play)",1.880,3.050
2,11:07,1,10,OAK 38,7,0,Lamar Gordon right tackle for -1 yards (tackle by Renaldo Hill),3.050,2.370
2,10:24,2,11,OAK 39,7,0,Donovan McNabb pass incomplete intended for Brian Westbrook,2.370,1.680
2,10:20,3,11,OAK 39,7,0,Donovan McNabb pass incomplete (defended by Warren Sapp),1.680,0.660
2,10:14,4,11,OAK 39,7,0,Dirk Johnson punts 25 yards,0.660,0.280
2,10:05,1,10,OAK 14,7,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Lito Sheppard),-0.280,-0.750
2,9:57,2,10,OAK 14,7,0,LaMont Jordan up the middle for no gain (tackle by Sam Rayburn),-0.750,-1.400
2,9:18,3,10,OAK 14,7,0,Kerry Collins pass incomplete intended for LaMont Jordan (defended by Jeremiah Trotter),-1.400,-2.470
2,9:18,4,10,OAK 14,7,0,"Shane Lechler punts 43 yards, returned by Dexter Wynn for 11 yards (tackle by Jarrod Cooper)",-2.470,-2.520
2,9:01,1,10,OAK 46,7,0,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Kirk Morrison),2.520,1.980
2,8:55,2,10,OAK 46,7,0,Donovan McNabb pass incomplete intended for L.J. Smith,1.980,1.290
2,8:48,3,10,OAK 46,7,0,Donovan McNabb pass complete to Lamar Gordon for 7 yards (tackle by Charles Woodson),1.290,0.660
2,8:48,4,3,OAK 39,7,0,"Dirk Johnson punts 35 yards, returned by Charles Woodson for no gain",0.660,0.380
2,8:09,1,10,OAK 4,7,0,LaMont Jordan up the middle for 3 yards (tackle by Jeremiah Trotter),-0.380,-0.560
2,7:37,2,7,OAK 7,7,0,LaMont Jordan up the middle for -2 yards (tackle by Dhani Jones),-0.560,-1.300
2,6:53,3,9,OAK 5,7,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Michael Lewis),-1.300,-2.490
2,6:44,4,9,OAK 5,7,0,"Shane Lechler punts 44 yards, fair catch by Dexter Wynn",-2.490,-2.320
2,6:39,1,10,OAK 49,7,0,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Charles Woodson),2.320,1.780
2,6:33,2,10,OAK 49,7,0,"Donovan McNabb sacked by Tommy Kelly for -11 yards. Penalty on Derrick Gibson: Defensive Holding, 5 yards (no play)",1.780,2.650
2,6:07,1,10,OAK 44,7,0,Brian Westbrook right tackle for 10 yards (tackle by Fabian Washington),2.650,3.310
2,5:41,1,10,OAK 34,7,0,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Nnamdi Asomugha),3.310,2.770
2,5:35,2,10,OAK 34,7,0,Brian Westbrook left end for 4 yards (tackle by Charles Woodson),2.770,2.610
2,4:48,3,6,OAK 30,7,0,Donovan McNabb pass complete to Greg Lewis for 12 yards (tackle by Nnamdi Asomugha),2.610,4.370
2,4:39,1,10,OAK 18,7,6,"Brian Westbrook left tackle for 18 yards, touchdown",4.370,7.000
2,,,,OAK 2,7,6,Mark Simoneau kicks extra point no good,0.000,-1.000
2,,,,PHI 30,7,6,"Mike Bartrum kicks off 40 yards, returned by Doug Gabriel for 9 yards (tackle by Matt Ware)",0.000,1.530
2,4:27,1,10,OAK 39,7,6,Zack Crockett left tackle for 6 yards (tackle by Dhani Jones),1.530,1.800
2,3:51,2,4,OAK 45,7,6,LaMont Jordan right end for 2 yards (tackle by Mike Patterson),1.800,1.360
2,3:10,3,2,OAK 47,7,6,Kerry Collins pass complete to Jerry Porter for 15 yards (tackle by Michael Lewis),1.360,3.050
2,2:45,1,10,PHI 38,7,6,Kerry Collins pass complete to Alvis Whitted for 18 yards (tackle by Sheldon Brown),3.050,4.240
2,2:17,1,10,PHI 20,7,6,Zack Crockett left tackle for 1 yard (tackle by Jeremiah Trotter),4.240,3.820
2,2:00,2,9,PHI 19,7,6,Kerry Collins pass complete to Randy Moss for 4 yards,3.820,3.700
2,1:56,3,5,PHI 15,7,6,"Kerry Collins pass complete to Jerry Porter for 1 yard (tackle by Mark Simoneau). Penalty on Jevon Kearse: Defensive Offside, 5 yards (no play)",3.700,4.910
2,1:49,1,10,PHI 10,7,6,LaMont Jordan left guard for no gain (tackle by Keith Adams),4.910,4.190
2,1:06,2,10,PHI 10,7,6,Kerry Collins pass incomplete intended for Justin Fargas (defended by Sheldon Brown),4.190,3.130
2,1:01,3,10,PHI 10,7,6,Kerry Collins pass incomplete intended for Jerry Porter (defended by Brian Dawkins). Penalty on Langston Walker: Offensive Holding (Declined),3.130,2.760
2,1:01,4,10,PHI 10,10,6,Sebastian Janikowski 28 yard field goal good,2.760,3.000
2,,,,OAK 30,10,6,"Sebastian Janikowski kicks off 70 yards, returned by Dexter Wynn for 26 yards (tackle by Tim Johnson)",0.000,0.670
2,0:42,1,10,PHI 26,10,6,Donovan McNabb pass incomplete intended for Reggie Brown (defended by Fabian Washington),0.670,0.130
2,0:36,2,10,PHI 26,10,6,Donovan McNabb right tackle for 2 yards (tackle by Warren Sapp),0.130,-0.300
2,0:26,,,,10,6,Timeout #2 by Oakland Raiders,0.000,-0.300
2,0:26,3,8,PHI 28,10,6,"Brian Westbrook right tackle for 9 yards (tackle by Stuart Schweigert). Penalty on Shawn Andrews: Offensive Holding, 10 yards (no play)",-0.300,-1.800
2,0:20,3,18,PHI 18,10,6,Brian Westbrook right guard for 1 yard (tackle by Kirk Morrison),-1.800,-2.140
2,0:15,,,,10,6,Timeout #3 by Oakland Raiders,0.000,-2.140
2,0:13,4,17,PHI 19,10,6,"Dirk Johnson punts 58 yards, returned by Chris Carr for 13 yards (tackle by Roderick Hood). Penalty on Fabian Washington: Illegal Block Above the , 10 yards",-2.140,-0.040
2,0:01,1,10,OAK 18,10,6,Kerry Collins kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,OAK,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,10,6,"Sebastian Janikowski kicks off 68 yards, returned by Dexter Wynn for 27 yards (tackle by Omar Easy)",0.000,0.870
3,14:55,1,10,PHI 29,10,6,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Bobby Hamilton),0.870,0.330
3,14:51,2,10,PHI 29,10,6,Donovan McNabb pass incomplete intended for Terrell Owens,0.330,-0.360
3,14:45,3,10,PHI 29,10,6,"Donovan McNabb pass incomplete intended for Reggie Brown (defended by Stanford Routt). Penalty on Stanford Routt: Illegal Contact (Declined), Penalty on DeLawrence Grant: Roughing the Passer, 15 yards (no play)",-0.360,1.860
3,14:37,1,10,PHI 44,10,6,Brian Westbrook right guard for 13 yards (tackle by Derrick Burgess),1.860,2.720
3,13:52,1,10,OAK 43,10,6,Donovan McNabb pass complete to Lamar Gordon for 7 yards (tackle by Charles Woodson),2.720,3.120
3,13:12,2,3,OAK 36,10,6,Brian Westbrook for 4 yards (tackle by Nnamdi Asomugha),3.120,3.450
3,12:53,1,10,OAK 32,10,6,Donovan McNabb pass incomplete intended for Josh Parry,3.450,2.900
3,12:47,2,10,OAK 32,10,6,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Danny Clark and Kirk Morrison),2.900,3.270
3,12:22,3,2,OAK 24,10,6,Donovan McNabb right tackle for 5 yards (tackle by Danny Clark),3.270,4.310
3,11:38,1,10,OAK 19,10,6,Donovan McNabb pass complete to Terrell Owens for 10 yards (tackle by Stuart Schweigert),4.310,5.140
3,11:03,1,9,OAK 9,10,6,Donovan McNabb pass complete to Terrell Owens for 5 yards (tackle by Charles Woodson),5.140,5.340
3,10:25,2,4,OAK 4,10,12,"Donovan McNabb pass complete to Terrell Owens for 4 yards, touchdown",5.340,7.000
3,,,,OAK 2,10,13,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,13,"Mike Bartrum kicks off 51 yards, returned by Chris Carr for 20 yards (tackle by Trent Cole)",0.000,1.530
3,10:15,1,10,OAK 39,10,13,Kerry Collins pass complete to Courtney Anderson for 9 yards (tackle by Dhani Jones and Hollis Thomas),1.530,2.200
3,9:48,2,1,OAK 48,10,13,LaMont Jordan right tackle for -2 yards (tackle by Dhani Jones),2.200,1.220
3,9:08,3,3,OAK 46,10,13,Kerry Collins pass incomplete intended for LaMont Jordan (defended by Jeremiah Trotter),1.220,-0.320
3,9:00,4,3,OAK 46,10,13,"Shane Lechler punts 42 yards, fair catch by Dexter Wynn",-0.320,0.350
3,8:54,1,10,PHI 12,10,13,Donovan McNabb pass complete to L.J. Smith for 5 yards (tackle by Derrick Gibson),-0.350,-0.230
3,8:17,2,5,PHI 17,10,13,Brian Westbrook left end for no gain (tackle by Ed Jasper),-0.230,-0.840
3,7:36,3,5,PHI 17,10,13,Donovan McNabb sacked by DeLawrence Grant for 0 yards,-0.840,-2.320
3,7:36,4,5,PHI 17,10,13,"Dirk Johnson punts 38 yards, out of bounds. Penalty on OAK: Defensive 12 On-field, 4 yards (no play)",-2.320,-1.960
3,6:58,4,1,PHI 21,10,13,"Dirk Johnson punts 36 yards, returned by Chris Carr for no gain",-1.960,-1.800
3,6:54,1,10,OAK 43,10,13,"Kerry Collins pass complete to Courtney Anderson for 6 yards (tackle by Jeremiah Trotter). Courtney Anderson fumbles (forced by Jeremiah Trotter), ball out of bounds at OAK-48",1.800,1.930
3,6:34,2,5,OAK 48,10,13,"Kerry Collins pass complete to LaMont Jordan for no gain. Penalty on Robert Gallery: Face Mask (15 Yards), 15 yards (no play)",1.930,-0.100
3,5:58,2,20,OAK 33,10,13,LaMont Jordan for 9 yards (tackle by Michael Lewis),-0.100,0.430
3,5:25,,,,10,13,Timeout #1 by Oakland Raiders,0.000,0.430
3,5:25,3,11,OAK 42,10,13,Kerry Collins pass complete to Doug Gabriel for 8 yards (tackle by Jeremiah Trotter),0.430,-0.060
3,4:44,4,3,PHI 50,10,13,"Shane Lechler punts 50 yards, touchback. Penalty on Lito Sheppard: Illegal Block Above the , 10 yards",-0.060,0.380
3,4:35,1,10,PHI 10,10,13,Brian Westbrook up the middle for 3 yards (tackle by Danny Clark),-0.380,-0.560
3,4:00,2,7,PHI 13,10,13,Donovan McNabb pass complete to Greg Lewis for 6 yards (tackle by Derrick Gibson),-0.560,-0.370
3,3:17,3,1,PHI 19,10,13,Donovan McNabb pass complete to Brian Westbrook for 62 yards (tackle by Stuart Schweigert),-0.370,4.310
3,2:22,1,10,OAK 19,10,13,Brian Westbrook left end for 5 yards (tackle by Kirk Morrison),4.310,4.530
3,1:39,2,5,OAK 14,10,13,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Renaldo Hill),4.530,6.060
3,0:55,1,5,OAK 5,10,13,Donovan McNabb pass incomplete intended for Greg Lewis,6.060,5.150
3,0:49,2,5,OAK 5,10,19,"Donovan McNabb pass complete to Brian Westbrook for 5 yards, touchdown",5.150,7.000
3,,,,OAK 2,10,20,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,20,"Mike Bartrum kicks off 42 yards, returned by Chris Carr for 13 yards (tackle by Dexter Wynn)",0.000,1.660
3,0:39,1,10,OAK 41,10,20,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Lito Sheppard),1.660,2.340
3,0:07,2,1,PHI 50,10,20,LaMont Jordan up the middle for 2 yards (tackle by N.D. Kalu),2.340,2.390
Quarter,Time,Down,ToGo,Location,OAK,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 48,10,20,Kerry Collins pass complete to Courtney Anderson for 32 yards (tackle by Jeremiah Trotter),2.390,4.510
4,14:22,1,10,PHI 16,10,20,"LaMont Jordan up the middle for 1 yard (tackle by Jeremiah Trotter and Sam Rayburn). Penalty on OAK: Illegal Formation, 5 yards (no play)",4.510,4.170
4,14:10,1,15,PHI 21,10,20,Kerry Collins pass incomplete intended for Courtney Anderson (defended by Sheldon Brown),4.170,3.280
4,14:05,2,15,PHI 21,10,20,Kerry Collins pass complete to Jerry Porter for 6 yards (tackle by Mark Simoneau),3.280,3.220
4,13:37,3,9,PHI 15,10,20,Kerry Collins pass complete to Jerry Porter for 7 yards (tackle by Jeremiah Trotter),3.220,2.990
4,12:58,4,2,PHI 8,13,20,Sebastian Janikowski 26 yard field goal good,2.990,3.000
4,,,,OAK 30,13,20,"Sebastian Janikowski kicks off 67 yards, returned by Roderick Hood for 26 yards (tackle by Renaldo Hill)",0.000,0.870
4,12:50,1,10,PHI 29,13,20,Donovan McNabb pass complete to Brian Westbrook for 37 yards (tackle by Charles Woodson),0.870,3.310
4,12:01,1,10,OAK 34,13,20,Donovan McNabb pass complete to Greg Lewis for 12 yards (tackle by Danny Clark),3.310,4.110
4,11:23,1,10,OAK 22,13,20,"Donovan McNabb pass complete to L.J. Smith for 17 yards (tackle by Stuart Schweigert). L.J. Smith fumbles (forced by Stuart Schweigert), recovered by Derrick Gibson at OAK-2",4.110,0.380
4,11:00,1,10,OAK 2,13,20,Kerry Collins pass complete to Randy Moss for 17 yards,-0.380,0.150
4,10:31,1,10,OAK 19,13,20,LaMont Jordan for -1 yards (tackle by Dhani Jones),0.150,-0.560
4,9:54,2,11,OAK 18,13,20,Kerry Collins pass complete to Randy Moss for 12 yards (tackle by Lito Sheppard),-0.560,0.940
4,9:10,1,10,OAK 30,13,20,Kerry Collins pass complete to Alvis Whitted for 13 yards (tackle by Roderick Hood),0.940,1.800
4,8:44,1,10,OAK 43,13,20,Kerry Collins pass complete to LaMont Jordan for 4 yards (tackle by Dhani Jones),1.800,1.790
4,8:02,2,6,OAK 47,13,20,Kerry Collins pass complete to LaMont Jordan for 6 yards (tackle by Jeremiah Trotter). Penalty on Dhani Jones: Illegal Contact (Declined),1.790,2.460
4,7:40,1,10,PHI 47,13,20,Kerry Collins pass complete to Jerry Porter for 3 yards (tackle by Sheldon Brown),2.460,2.320
4,6:56,2,7,PHI 44,13,20,Kerry Collins pass complete to LaMont Jordan for 23 yards (tackle by Roderick Hood),2.320,4.170
4,6:11,1,10,PHI 21,13,20,Justin Fargas up the middle for 2 yards (tackle by Paul Grasmanis),4.170,3.900
4,5:35,2,8,PHI 19,13,20,Kerry Collins pass incomplete intended for Courtney Anderson (defended by Brian Dawkins),3.900,3.180
4,5:30,3,8,PHI 19,13,20,Kerry Collins pass incomplete intended for LaMont Jordan (defended by Brian Dawkins),3.180,2.180
4,5:30,4,8,PHI 19,13,20,Sebastian Janikowski 37 yard field goal no good,2.180,-0.740
4,5:20,1,10,PHI 27,13,20,Brian Westbrook right guard for 2 yards (tackle by Danny Clark),0.740,0.470
4,4:34,2,8,PHI 29,13,20,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Danny Clark),0.470,-0.230
4,4:34,3,8,PHI 29,13,20,"Penalty on Ed Jasper: Encroachment, 5 yards (no play)",-0.230,0.430
4,4:30,3,3,PHI 34,13,20,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Nnamdi Asomugha),0.430,-1.110
4,4:24,4,3,PHI 34,13,20,Dirk Johnson punts 31 yards,-1.110,-1.270
4,4:17,1,10,OAK 35,13,20,Kerry Collins pass incomplete intended for Jerry Porter (defended by Lito Sheppard),1.270,0.720
4,4:13,2,10,OAK 35,13,20,Kerry Collins pass incomplete intended for Jerry Porter (defended by Sheldon Brown),0.720,0.040
4,4:08,,,,13,20,Timeout #2 by Oakland Raiders,0.000,0.040
4,4:08,3,10,OAK 35,13,20,"Penalty on Randy Moss: False Start, 5 yards (no play)",0.040,-0.630
4,4:08,3,15,OAK 30,13,20,Kerry Collins pass complete to Randy Moss for 31 yards (tackle by Michael Lewis),-0.630,2.980
4,3:25,1,10,PHI 39,13,20,Kerry Collins pass incomplete intended for Courtney Anderson,2.980,2.440
4,3:16,2,10,PHI 39,13,20,Kerry Collins pass incomplete intended for Doug Gabriel,2.440,1.750
4,3:09,3,10,PHI 39,13,20,Kerry Collins pass complete to Courtney Anderson for 17 yards (tackle by Michael Lewis),1.750,4.110
4,2:26,1,10,PHI 22,13,20,"Penalty on Robert Gallery: False Start, 5 yards (no play)",4.110,3.780
4,2:23,1,15,PHI 27,19,20,"Kerry Collins pass complete to Doug Gabriel for 27 yards, touchdown",3.780,7.000
4,,,,PHI 2,20,20,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,20,20,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,2:17,1,10,PHI 20,20,20,Donovan McNabb pass complete to Brian Westbrook for 13 yards (tackle by Derrick Burgess),0.280,1.140
4,2:00,1,10,PHI 33,20,20,Donovan McNabb pass complete to Brian Westbrook for 17 yards (tackle by Derrick Gibson),1.140,2.260
4,1:53,1,10,PHI 50,20,20,Donovan McNabb pass incomplete intended for Reggie Brown (defended by Warren Sapp),2.260,1.710
4,1:48,2,10,PHI 50,20,20,Donovan McNabb up the middle for 1 yard (tackle by DeLawrence Grant),1.710,1.160
4,1:13,3,9,OAK 49,20,20,Donovan McNabb pass complete to Greg Lewis for 13 yards (tackle by Renaldo Hill),1.160,3.180
4,1:03,,,,20,20,Timeout #1 by Philadelphia Eagles,0.000,3.180
4,1:03,1,10,OAK 36,20,20,"Donovan McNabb up the middle for no gain (tackle by Ed Jasper). Penalty on Tra Thomas: Illegal Use of Hands, 10 yards (no play)",3.180,2.520
4,0:56,1,20,OAK 46,20,20,Donovan McNabb pass complete to Terrell Owens for 15 yards (tackle by Kirk Morrison),2.520,3.310
4,0:44,,,,20,20,Timeout #2 by Philadelphia Eagles,0.000,3.310
4,0:44,2,5,OAK 31,20,20,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Nnamdi Asomugha),3.310,2.610
4,0:40,3,5,OAK 31,20,20,Donovan McNabb pass complete to Terrell Owens for 14 yards (tackle by Derrick Gibson),2.610,4.440
4,0:31,,,,20,20,Timeout #3 by Philadelphia Eagles,0.000,4.440
4,0:31,1,10,OAK 17,20,20,"Donovan McNabb pass incomplete intended for Reggie Brown. Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",4.440,4.780
4,0:25,1,10,OAK 12,20,20,Donovan McNabb pass complete to Terrell Owens for 7 yards (tackle by Kirk Morrison),4.780,5.410
4,0:13,2,3,OAK 5,20,20,Donovan McNabb spiked the ball,5.410,4.610
4,0:12,3,3,OAK 5,20,23,David Akers 23 yard field goal good,4.610,3.000
4,,,,PHI 30,20,23,"Mike Bartrum kicks off 38 yards, returned by Chris Carr for 2 yards (tackle by Trent Cole)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
