Quarter,Time,Down,ToGo,Location,NYJ,STL,Detail,EPB,EPA
3,12:33,2,13,STL 28,17,21,"Marc Bulger pass complete to Isaac Bruce for 4 yards (tackle by Jason Ferguson). Isaac Bruce fumbles (forced by Jason Ferguson), recovered by Donnie Abraham at STL-32 (tackle by Isaac Bruce)",0.060,-3.310
3,12:25,1,10,STL 34,17,21,"Curtis Martin left tackle for 1 yard (tackle by Robert Thomas). Penalty on Robert Thomas: Face Mask (5 Yards), 5 yards",3.310,4.190
3,12:11,1,4,STL 28,17,21,Chad Pennington pass complete to Justin McCareins for 8 yards (tackle by Pisa Tinoisamoa),4.190,4.240
3,11:29,1,10,STL 20,17,21,Curtis Martin right tackle for 5 yards (tackle by Ryan Pickett),4.240,4.450
3,10:49,2,5,STL 15,17,21,Chad Pennington pass incomplete intended for Santana Moss,4.450,3.700
3,10:40,3,5,STL 15,17,21,"Penalty on Jason Fabini: False Start, 5 yards (no play)",3.700,3.010
3,10:40,3,10,STL 20,17,21,Chad Pennington pass complete to Jerricho Cotchery for 5 yards (tackle by Tommy Polley),3.010,2.490
3,9:59,4,5,STL 15,20,21,Doug Brien 33 yard field goal good,2.490,3.000
3,9:59,,,NYJ 30,20,21,"Toby Gowin kicks off 67 yards, returned by Aveion Cason for 18 yards (tackle by Jonathan Vilma)",0.000,0.340
3,9:52,4,5,STL 15,20,21,Timeout #2 by New York Jets,2.490,-0.340
3,9:52,1,10,STL 21,20,21,Steven Jackson right tackle for 5 yards (tackle by Eric Barton),0.340,0.480
3,9:15,2,5,STL 26,20,21,Steven Jackson left tackle for -4 yards (tackle by Bryan Thomas),0.480,-0.760
3,8:34,3,9,STL 22,20,21,Marc Bulger sacked by Shaun Ellis for -9 yards,-0.760,-2.490
3,8:08,4,18,STL 13,20,21,Kevin Stemke punts 56 yards,-2.490,-1.000
3,7:56,1,10,NYJ 31,20,21,Curtis Martin middle for 13 yards (tackle by Antuan Edwards),1.000,1.860
3,7:19,1,10,NYJ 44,20,21,Curtis Martin middle for 5 yards (tackle by Tommy Polley),1.860,1.990
3,6:39,2,5,NYJ 49,20,21,"Chad Pennington pass incomplete intended for Santana Moss (defended by Jerametrius Butler). Penalty on Robert Thomas: Roughing the Passer, 15 yards (no play)",1.990,3.180
3,6:30,1,10,STL 36,20,21,Curtis Martin left tackle for 4 yards (tackle by Tyoka Jackson),3.180,3.180
3,5:50,2,6,STL 32,20,21,Chad Pennington sacked by Bryce Fisher for -4 yards,3.180,1.950
3,5:11,3,10,STL 36,20,21,Chad Pennington sacked by Damione Lewis for -6 yards,1.950,0.460
3,4:41,4,16,STL 42,20,21,Toby Gowin punts 34 yards,0.460,0.380
3,4:30,1,10,STL 8,20,21,"Marshall Faulk middle for 5 yards (tackle by Trevor Johnson). Penalty on Kevin Curtis: Illegal Formation, 4 yards (no play)",-0.380,-0.530
3,4:19,1,14,STL 4,20,21,Marshall Faulk right tackle for 3 yards (tackle by Jonathan Vilma),-0.530,-0.850
3,3:39,2,11,STL 7,20,21,Marc Bulger pass complete to Isaac Bruce for 10 yards (tackle by Erik Coleman),-0.850,-0.370
3,2:58,3,1,STL 17,20,21,Marshall Faulk left tackle for 3 yards (tackle by Jonathan Vilma),-0.370,0.280
3,2:22,1,10,STL 20,20,21,Marshall Faulk left end for 1 yard (tackle by Jason Ferguson),0.280,-0.130
3,1:53,2,9,STL 21,20,21,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Erik Coleman),-0.130,1.070
3,1:23,1,10,STL 32,26,21,"Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Jonathan Vilma at STL-38 and returned for 38 yards, touchdown",1.070,-7.000
3,1:12,,,,26,21,"Two Point Attempt: Chad Pennington pass incomplete intended for Anthony Becht, conversion fails",1.000,-1.000
3,1:12,,,NYJ 30,26,21,"Toby Gowin kicks off 69 yards, returned by Aveion Cason for 26 yards (tackle by Kenyatta Wright). Penalty on Tyoka Jackson: Offensive Holding, 10 yards",0.000,-0.380
3,1:06,1,10,STL 10,26,21,Marc Bulger pass complete to Joey Goodspeed for 6 yards (tackle by Eric Barton),-0.380,-0.230
3,0:26,2,4,STL 16,26,21,Marshall Faulk middle for no gain (tackle by Eric Barton),-0.230,-0.720
Quarter,Time,Down,ToGo,Location,NYJ,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,STL 16,26,21,Marc Bulger pass incomplete intended for Dane Looker,-0.720,-2.390
4,14:50,4,4,STL 16,26,21,"Kevin Stemke punts 32 yards, out of bounds. Penalty on Anthony Becht: Offensive Holding, 10 yards",-2.390,-1.730
4,14:42,1,10,NYJ 42,26,21,Chad Pennington pass complete to Justin McCareins for 8 yards (tackle by Travis Fisher),1.730,2.270
4,14:04,2,2,,26,21,Curtis Martin middle for -2 yards (tackle by Ryan Pickett),2.270,1.290
4,13:22,3,4,NYJ 48,26,21,Chad Pennington pass incomplete intended for Jerricho Cotchery,1.290,-0.190
4,13:17,4,4,NYJ 48,26,21,"Toby Gowin punts 32 yards, fair catch by Shaun McDonald",-0.190,-0.280
4,13:11,1,10,STL 20,26,21,Marc Bulger middle for 6 yards (tackle by Eric Barton),0.280,0.540
4,12:28,2,4,STL 26,26,21,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Eric Barton),0.540,1.070
4,11:47,1,10,STL 32,26,21,Marc Bulger pass complete to Kevin Curtis for 18 yards (tackle by David Barrett),1.070,2.260
4,11:02,1,10,,26,21,Marc Bulger pass incomplete intended for Kevin Curtis,2.260,1.710
4,10:56,2,10,,26,21,"Marc Bulger pass complete to Shaun McDonald for 2 yards (tackle by Jon McGraw). Shaun McDonald fumbles (forced by Jon McGraw), ball out of bounds at NYJ-48",1.710,1.290
4,10:33,3,8,NYJ 48,26,21,Marc Bulger pass incomplete intended for Torry Holt (defended by Jon McGraw),1.290,0.070
4,10:24,4,8,NYJ 48,26,21,"Kevin Stemke punts 32 yards, fair catch by Justin McCareins",0.070,0.140
4,10:17,1,10,NYJ 16,26,21,Chad Pennington pass incomplete intended for Jerald Sowell,-0.140,-0.660
4,10:12,2,10,NYJ 16,26,21,Chad Pennington pass incomplete intended for Jerricho Cotchery,-0.660,-1.320
4,10:08,3,10,NYJ 16,26,21,Chad Pennington pass incomplete intended for Anthony Becht,-1.320,-2.390
4,10:02,4,10,NYJ 16,26,21,"Toby Gowin punts 43 yards, fair catch by Shaun McDonald",-2.390,-1.660
4,9:55,1,10,STL 41,26,21,Marc Bulger pass complete to Kevin Curtis for 9 yards (tackle by Eric Barton),1.660,2.340
4,9:15,2,1,,26,21,Marshall Faulk right tackle for -1 yards (tackle by Shaun Ellis),2.340,1.490
4,8:35,3,2,STL 49,26,21,Marc Bulger pass complete to Torry Holt for 7 yards (tackle by David Barrett),1.490,2.650
4,7:53,1,10,NYJ 44,26,21,Marc Bulger pass complete to Kevin Curtis for 12 yards (tackle by Terrell Buckley),2.650,3.450
4,7:05,1,10,NYJ 32,26,21,Marc Bulger pass incomplete intended for Dane Looker (defended by Jonathan Vilma),3.450,2.900
4,6:58,2,10,NYJ 32,26,21,Marc Bulger pass complete to Kevin Curtis for 17 yards (tackle by Donnie Abraham),2.900,4.580
4,6:09,2,10,NYJ 32,26,21,Timeout #1 by St. Louis Rams,2.900,4.580
4,6:09,1,10,NYJ 15,26,21,Steven Jackson right end for 1 yard (tackle by Jonathan Vilma),4.580,4.110
4,5:23,2,9,NYJ 14,26,21,"Penalty on Larry Turner: False Start, 5 yards (no play)",4.110,3.450
4,5:11,2,14,NYJ 19,26,27,"Marc Bulger pass complete to Torry Holt for 19 yards, touchdown",3.450,7.000
4,5:11,,,,26,29,"Two Point Attempt: Steven Jackson left tackle, conversion succeeds",1.000,1.000
4,5:11,,,STL 30,26,29,"Jeff Wilkins kicks off 64 yards, returned by Jerricho Cotchery for 35 yards (tackle by DeJuan Groce)",0.000,1.660
4,4:59,1,10,NYJ 41,26,29,Curtis Martin middle for 5 yards (tackle by Tyoka Jackson),1.660,1.800
4,4:27,2,5,NYJ 46,26,29,Curtis Martin left tackle for 6 yards (tackle by Ryan Pickett),1.800,2.390
4,3:48,1,10,STL 48,26,29,Chad Pennington pass incomplete intended for Jerald Sowell (defended by Tommy Polley),2.390,1.850
4,3:40,2,10,STL 48,26,29,Curtis Martin right end for 12 yards (tackle by Antuan Edwards),1.850,3.180
4,3:04,1,10,STL 36,26,29,Curtis Martin right tackle for -5 yards (tackle by Tyoka Jackson and Robert Thomas),3.180,1.960
4,2:23,2,15,STL 41,26,29,Chad Pennington pass complete to Jerald Sowell for 9 yards (tackle by Tommy Polley),1.960,2.480
4,2:00,3,6,STL 32,26,29,Curtis Martin middle for 10 yards (tackle by Antuan Edwards),2.480,4.110
4,1:23,1,10,STL 22,26,29,LaMont Jordan middle for 3 yards (tackle by Pisa Tinoisamoa),4.110,3.970
4,0:49,2,7,STL 19,26,29,Chad Pennington pass complete to Justin McCareins for 10 yards (tackle by Travis Fisher),3.970,5.140
4,0:21,1,9,STL 9,26,29,Chad Pennington pass incomplete intended for Justin McCareins (defended by Anthony Hargrove),5.140,4.380
4,0:14,2,9,STL 9,26,29,Chad Pennington pass incomplete intended for Chris Baker,4.380,3.360
4,0:10,3,9,STL 9,26,29,Chad Pennington pass incomplete intended for Justin McCareins,3.360,2.830
4,0:06,4,9,STL 9,29,29,Doug Brien 27 yard field goal good,2.830,3.000
4,0:06,,,NYJ 30,29,29,Toby Gowin kicks off 44 yards,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,STL,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,15:00,,,NYJ 30,29,29,"Toby Gowin kicks off 69 yards, returned by Aveion Cason for 23 yards (tackle by Jason Glenn)",0.000,0.540
OT,14:54,1,10,STL 24,29,29,Marc Bulger pass complete to Brandon Manumaleuna for 26 yards (tackle by Oliver Celestin),0.540,2.260
OT,14:15,1,10,,29,29,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Torry Holt: Illegal Touch Pass, 5 yards (no play)",2.260,1.930
OT,14:07,1,15,STL 45,29,29,Steven Jackson middle for no gain (tackle by Eric Barton),1.930,1.040
OT,13:32,2,15,STL 45,29,29,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Terrell Buckley),1.040,0.370
OT,13:24,3,15,STL 45,29,29,Marc Bulger pass complete to Steven Jackson for 11 yards (tackle by Oliver Celestin and David Barrett),0.370,0.330
OT,12:53,4,4,NYJ 44,29,29,"Kevin Stemke punts 44 yards, touchback",0.330,-0.280
OT,12:43,1,10,NYJ 20,29,29,Curtis Martin right tackle for 1 yard (tackle by Bryce Fisher),0.280,-0.130
OT,12:10,2,9,NYJ 21,29,29,Curtis Martin left end for 3 yards (tackle by Tyoka Jackson and Adam Archuleta),-0.130,-0.430
OT,11:31,3,6,NYJ 24,29,29,Chad Pennington for 16 yards (tackle by DeJuan Groce),-0.430,1.600
OT,11:09,1,10,NYJ 40,29,29,Chad Pennington pass incomplete intended for Santana Moss (defended by Antuan Edwards),1.600,1.050
OT,11:00,2,10,NYJ 40,29,29,Chad Pennington sacked by Ryan Pickett for -7 yards,1.050,-0.560
OT,10:28,3,17,NYJ 33,29,29,Chad Pennington pass complete to Curtis Martin for 11 yards (tackle by Jimmy Kennedy),-0.560,-0.460
OT,9:52,4,6,NYJ 44,29,29,"Toby Gowin punts 33 yards, fair catch by Shaun McDonald",-0.460,-0.480
OT,9:43,1,10,STL 23,29,29,Marc Bulger sacked by Shaun Ellis for -6 yards,0.480,-1.010
OT,9:08,2,16,STL 17,29,29,Marc Bulger pass complete to Dane Looker for 14 yards (tackle by Oliver Celestin),-1.010,0.300
OT,8:24,3,2,STL 31,29,29,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Donnie Abraham),0.300,-1.310
OT,8:19,4,2,STL 31,29,29,"Kevin Stemke punts 42 yards, returned by Justin McCareins for 2 yards (tackle by Trev Faulk)",-1.310,-0.870
OT,8:08,1,10,NYJ 29,29,29,LaMont Jordan left end for 9 yards (tackle by Pisa Tinoisamoa),0.870,1.540
OT,7:43,2,1,NYJ 38,29,29,Chad Pennington pass complete to Santana Moss for 3 yards (tackle by Jerametrius Butler),1.540,1.660
OT,7:07,1,10,NYJ 41,29,29,Curtis Martin right end for 20 yards (tackle by Jerametrius Butler),1.660,2.980
OT,6:44,1,10,STL 39,29,29,Chad Pennington pass complete to Santana Moss for 4 yards (tackle by Jerametrius Butler),2.980,2.980
OT,6:05,2,6,STL 35,29,29,LaMont Jordan middle for no gain (tackle by Ryan Pickett),2.980,2.280
OT,5:21,3,6,STL 35,29,29,Chad Pennington pass incomplete intended for Jerricho Cotchery,2.280,0.970
OT,5:17,4,6,STL 35,29,29,Doug Brien 53 yard field goal no good,0.970,-1.800
OT,5:12,1,10,STL 43,29,29,Steven Jackson left end for 3 yards (tackle by Eric Barton),1.800,1.660
OT,4:34,2,7,STL 46,29,29,Marc Bulger pass complete to Brandon Manumaleuna for 6 yards (tackle by Eric Barton),1.660,1.750
OT,4:28,3,1,NYJ 48,29,29,Marc Bulger pass complete to Torry Holt for 14 yards (tackle by David Barrett),1.750,3.310
OT,4:22,1,10,NYJ 34,29,29,Steven Jackson middle for -1 yards (tackle by Dewayne Robertson),3.310,2.640
OT,3:45,2,11,NYJ 35,29,29,Marc Bulger pass complete to Steven Jackson for 22 yards (tackle by Oliver Celestin),2.640,4.710
OT,3:06,2,11,NYJ 35,29,29,Timeout #1 by New York Jets,2.640,4.710
OT,3:06,1,10,NYJ 13,29,32,Jeff Wilkins 31 yard field goal good,4.710,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
