Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
2,8:47,1,10,STL 34,0,0,Tony Romo pass complete short middle to Julius Jones for 11 yards (tackle by Lenny Walls),3.310,4.040
2,8:03,1,10,STL 23,0,0,Tony Romo pass complete deep right to Patrick Crayton for 21 yards (tackle by Lenny Walls and O.J. Atogwe),4.040,6.740
2,7:19,1,2,STL 2,0,6,"Julius Jones left tackle for 2 yards, touchdown",6.740,7.000
2,7:19,,,STL 2,0,7,Nick Folk kicks extra point good,0.000,0.000
2,7:19,,,DAL 30,0,7,"Nick Folk kicks off 75 yards, touchback",0.000,0.280
2,7:15,1,10,STL 20,0,7,Marc Bulger pass complete short middle to Torry Holt for 18 yards (tackle by Ken Hamlin),0.280,1.470
2,6:43,1,10,STL 38,0,7,Brian Leonard left guard for 3 yards (tackle by Jason Hatcher),1.470,1.330
2,6:01,2,7,STL 41,0,7,"Penalty on Randy McMichael: False Start, 5 yards (no play)",1.330,0.650
2,5:35,2,12,STL 36,0,7,Marc Bulger pass complete short right to Drew Bennett for 4 yards (tackle by Jacques Reeves),0.650,0.500
2,4:58,3,8,STL 40,0,7,Marc Bulger pass complete short right to Randy McMichael for 6 yards (tackle by Ken Hamlin),0.500,-0.320
2,4:15,4,2,STL 46,0,7,"Donnie Jones punts 47 yards. Penalty on Chris Massey: Offensive Holding, 10 yards (no play)",-0.320,-0.980
2,4:02,4,12,STL 36,0,7,"Donnie Jones punts 64 yards, touchback",-0.980,-0.280
2,3:55,1,10,DAL 20,0,7,Tony Romo pass complete short middle to Jason Witten for 9 yards (tackle by Corey Chavous),0.280,0.950
2,3:22,2,1,DAL 29,0,7,Marion Barber up the middle for no gain (tackle by Clifton Ryan),0.950,0.230
2,2:42,3,1,DAL 29,0,7,Marion Barber up the middle for no gain (tackle by Will Witherspoon),0.230,-1.440
2,2:32,3,1,DAL 29,0,7,Timeout #2 by St. Louis Rams,0.230,-1.440
2,2:32,4,1,DAL 29,6,7,"Mat McBriar punts 56 yards, returned by Dante Hall for 85 yards, touchdown",-1.440,-7.000
2,2:11,,,DAL 2,7,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,2:11,,,STL 30,7,7,"Jeff Wilkins kicks off 73 yards, returned by Tyson Thompson for 20 yards (tackle by Travis Minor)",0.000,-0.060
2,2:06,1,10,DAL 17,7,7,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Pisa Tinoisamoa),-0.060,0.480
2,2:00,2,3,DAL 24,7,7,Tony Romo pass incomplete short right intended for Marion Barber,0.480,-0.370
2,1:55,3,3,DAL 24,7,7,Tony Romo pass complete short left to Sam Hurd for 4 yards (tackle by Jonathan Wade),-0.370,0.810
2,1:31,1,10,DAL 28,7,7,Tony Romo pass complete short right to Marion Barber for 15 yards (tackle by Ronald Bartell),0.810,1.800
2,1:23,1,10,DAL 43,7,7,Tony Romo pass complete short middle to Marion Barber for 7 yards (tackle by Will Witherspoon),1.800,2.200
2,1:00,2,3,STL 50,7,7,Tony Romo pass incomplete short middle intended for Jason Witten,2.200,1.490
2,0:56,3,3,STL 50,7,7,"Tony Romo for no gain. Andre Gurode fumbles, recovered by Andre Gurode at DAL-DAL",1.490,2.520
2,0:43,3,3,STL 50,7,7,Timeout #3 by St. Louis Rams,1.490,2.520
2,0:43,1,10,STL 46,7,7,Tony Romo pass complete short right to Patrick Crayton for 19 yards (tackle by O.J. Atogwe),2.520,3.780
2,0:34,1,10,STL 27,7,7,Tony Romo pass complete short left to Jason Witten for 12 yards,3.780,4.580
2,0:26,1,10,STL 15,7,7,Tony Romo pass incomplete short left intended for Terrell Owens,4.580,3.950
2,0:23,2,10,STL 15,7,7,Tony Romo pass incomplete short middle intended for Sam Hurd (defended by Corey Chavous),3.950,3.100
2,0:16,3,10,STL 15,7,13,"Tony Romo up the middle for 15 yards, touchdown",3.100,7.000
2,0:16,,,STL 2,7,14,Nick Folk kicks extra point good,0.000,0.000
2,0:16,,,DAL 30,7,14,"Nick Folk kicks off 65 yards, returned by Dante Hall for 37 yards (tackle by Nate Jones)",0.000,1.730
2,0:04,3,10,STL 15,7,14,Timeout #1 by Dallas Cowboys,3.100,-1.730
2,0:04,1,10,STL 42,7,14,Marc Bulger kneels for -2 yards,1.730,0.920
Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,14,"Nick Folk kicks off 67 yards, returned by Dante Hall for 34 yards (tackle by Nate Jones)",0.000,1.400
3,14:52,1,10,STL 37,7,14,Marc Bulger pass complete short right to Brian Leonard for 1 yard (tackle by Terence Newman),1.400,0.990
3,14:15,2,9,STL 38,7,14,Brian Leonard right guard for 1 yard (tackle by DeMarcus Ware),0.990,0.430
3,13:32,3,8,STL 39,7,14,Marc Bulger sacked by Greg Ellis for -7 yards,0.430,-1.240
3,13:16,4,15,STL 32,7,14,"Donnie Jones punts 53 yards, returned by Patrick Crayton for 26 yards (tackle by Dane Looker)",-1.240,-1.660
3,13:01,1,10,DAL 41,7,14,Tony Romo pass incomplete short middle intended for Jason Witten,1.660,1.120
3,12:56,2,10,DAL 41,7,14,Tony Romo pass incomplete short left intended for Anthony Fasano,1.120,0.430
3,12:52,3,10,DAL 41,7,20,"Tony Romo pass complete short right to Patrick Crayton for 59 yards, touchdown",0.430,7.000
3,12:52,,,STL 2,7,21,Nick Folk kicks extra point good,0.000,0.000
3,12:52,,,DAL 30,7,21,"Nick Folk kicks off 67 yards, returned by Dante Hall for 21 yards (tackle by Justin Rogers)",0.000,0.540
3,12:34,1,10,STL 24,7,21,Brian Leonard right tackle for 7 yards (tackle by Jacques Reeves),0.540,0.940
3,12:11,2,3,STL 31,7,21,Brian Leonard up the middle for 3 yards (tackle by Jay Ratliff),0.940,1.200
3,11:28,1,10,STL 34,7,21,Marc Bulger pass incomplete short right intended for Isaac Bruce (defended by Jacques Reeves),1.200,0.660
3,11:23,2,10,STL 34,7,21,Marc Bulger pass incomplete deep middle intended for Torry Holt,0.660,-0.030
3,11:18,3,10,STL 34,7,21,Marc Bulger pass incomplete intended for Dante Hall (defended by Jacques Reeves),-0.030,-1.110
,,,,,,,"STL challenged the pass completion ruling, and the play was upheld.",,
3,11:03,4,10,STL 34,7,21,"Donnie Jones punts 37 yards, returned by Patrick Crayton for 19 yards",-1.110,-2.130
3,10:52,1,10,DAL 48,7,21,Julius Jones left end for 1 yard (tackle by Will Witherspoon),2.130,1.720
3,10:12,2,9,DAL 49,7,21,Tony Romo pass complete short right to Anthony Fasano for 14 yards (tackle by O.J. Atogwe),1.720,3.120
3,9:46,1,10,STL 37,7,27,"Tony Romo pass complete deep right to Patrick Crayton for 37 yards, touchdown",3.120,7.000
3,9:46,,,STL 2,7,28,Nick Folk kicks extra point good,0.000,0.000
3,9:46,,,DAL 30,7,28,"Nick Folk kicks off 70 yards, returned by Dante Hall for 39 yards (tackle by Deon Anderson)",0.000,1.530
3,9:33,1,10,STL 39,7,28,Marc Bulger pass incomplete deep left intended for Randy McMichael,1.530,0.990
3,9:27,2,10,STL 39,7,28,Marc Bulger pass complete short right to Randy McMichael for 13 yards (tackle by Terence Newman),0.990,2.390
3,8:52,1,10,DAL 48,7,28,Brian Leonard left tackle for 11 yards (tackle by Jacques Reeves),2.390,3.120
3,8:18,1,10,DAL 37,7,28,Marc Bulger pass complete short middle to Drew Bennett for 16 yards (tackle by Roy Williams),3.120,4.170
3,7:47,1,10,DAL 21,7,28,Brian Leonard right tackle for 1 yard (tackle by Jason Hatcher),4.170,3.760
3,7:13,2,9,DAL 20,7,28,"Penalty on Alex Barron: False Start, 5 yards (no play)",3.760,3.090
3,6:47,2,14,DAL 25,7,28,"Marc Bulger pass complete short middle to Brian Leonard for 1 yard (tackle by Bradie James). Brian Leonard fumbles (forced by Bradie James), recovered by Bradie James at DAL-24. Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",3.090,3.760
3,6:38,2,9,DAL 20,7,28,Marc Bulger pass complete short middle to Travis Minor for 13 yards (tackle by Terence Newman),3.760,5.600
3,5:51,1,7,DAL 7,7,28,Marc Bulger sacked by Marcus Spears and Greg Ellis for -3 yards,5.600,4.190
3,5:14,2,10,DAL 10,7,28,Marc Bulger pass incomplete deep middle intended for Drew Bennett is intercepted by Ken Hamlin at DAL--9,4.190,-0.280
3,5:08,1,10,DAL 20,7,28,Tony Romo pass complete short left to Patrick Crayton for 24 yards (tackle by Jonathan Wade),0.280,1.860
3,4:40,1,10,DAL 44,7,28,Marion Barber up the middle for 23 yards (tackle by Ronald Bartell),1.860,3.380
3,3:56,1,10,STL 33,7,28,Marion Barber right end for 15 yards (tackle by Corey Chavous and Pisa Tinoisamoa),3.380,4.370
3,3:10,1,10,STL 18,7,28,Marion Barber left guard for 1 yard (tackle by O.J. Atogwe),4.370,3.940
3,2:30,2,9,STL 17,7,34,"Tony Romo pass complete deep right to Jason Witten for 17 yards, touchdown",3.940,7.000
3,2:30,,,STL 2,7,35,Nick Folk kicks extra point good,0.000,0.000
3,2:30,,,DAL 30,7,35,"Nick Folk kicks off 69 yards, returned by Dante Hall for 20 yards (tackle by Pat Watkins)",0.000,0.340
3,2:16,1,10,STL 21,7,35,Brian Leonard up the middle for 5 yards (tackle by Remi Ayodele),0.340,0.480
3,1:50,2,5,STL 26,7,35,Gus Frerotte pass complete short left to Dane Looker for 9 yards (tackle by Akin Ayodele),0.480,1.270
3,1:17,1,10,STL 35,7,35,Brian Leonard left tackle for -1 yards (tackle by Marcus Spears),1.270,0.590
3,0:48,2,11,STL 34,7,35,Gus Frerotte pass complete short right to Torry Holt for 8 yards (tackle by Nate Jones),0.590,0.960
3,0:05,3,3,STL 42,7,35,"Penalty on Alex Barron: False Start, 5 yards (no play)",0.960,0.300
Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,STL 37,7,35,Gus Frerotte pass incomplete,0.300,-0.910
4,14:56,4,8,STL 37,7,35,Donnie Jones punts 61 yards,-0.910,0.380
4,14:44,1,10,DAL 2,7,35,Julius Jones up the middle for 14 yards (tackle by Corey Chavous),-0.380,-0.140
4,14:03,1,10,DAL 16,7,35,Julius Jones up the middle for 4 yards (tackle by Ronald Bartell),-0.140,0.010
4,13:28,2,6,DAL 20,7,35,"Penalty on Anthony Fasano: False Start, 5 yards (no play)",0.010,-0.780
4,12:54,2,11,DAL 15,7,35,Julius Jones up the middle for 4 yards (tackle by Pisa Tinoisamoa),-0.780,-0.950
4,12:09,3,7,DAL 19,7,35,Tony Romo pass complete short left to Patrick Crayton for 10 yards (tackle by Corey Chavous),-0.950,0.870
4,11:25,1,10,DAL 29,7,35,Julius Jones right guard for 2 yards (tackle by James Hall),0.870,0.600
4,10:40,2,8,DAL 31,7,35,Julius Jones up the middle for 9 yards (tackle by Corey Chavous),0.600,1.600
4,9:54,1,10,DAL 40,7,35,Julius Jones right guard for 2 yards (tackle by James Hall),1.600,1.320
4,9:13,2,8,DAL 42,7,35,Julius Jones right end for 5 yards (tackle by Ronald Bartell),1.320,1.290
4,8:27,3,3,DAL 47,7,35,Tony Romo pass incomplete short middle intended for Patrick Crayton,1.290,-0.260
4,8:24,4,3,DAL 47,7,35,Mat McBriar punts 51 yards,-0.260,0.380
4,8:14,1,10,STL 2,7,35,Travis Minor left guard for no gain (tackle by Bradie James and Chris Canty),-0.380,-0.780
4,7:31,2,10,STL 2,7,35,Travis Minor right guard for 3 yards (tackle by Bradie James),-0.780,-1.070
4,6:52,3,7,STL 5,7,35,Gus Frerotte pass complete short middle to Torry Holt for 12 yards (tackle by Terence Newman),-1.070,-0.060
4,6:30,3,7,STL 5,7,35,Timeout #2 by St. Louis Rams,-1.070,-0.060
4,6:29,1,10,STL 17,7,35,Gus Frerotte pass incomplete deep right intended for Drew Bennett,-0.060,-0.580
4,6:23,2,10,STL 17,7,35,Travis Minor up the middle for 4 yards (tackle by Akin Ayodele),-0.580,-0.750
4,5:43,3,6,STL 21,7,35,Gus Frerotte pass incomplete short middle intended for Torry Holt,-0.750,-1.960
4,5:39,4,6,STL 21,7,35,"Donnie Jones punts 64 yards, out of bounds",-1.960,0.220
4,5:31,1,10,DAL 15,7,35,Tyson Thompson right guard for 2 yards (tackle by Jerome Carter),-0.220,-0.440
4,4:49,2,8,DAL 17,7,35,Tyson Thompson up the middle for 3 yards (tackle by Victor Adeyanju and Clifton Ryan),-0.440,-0.760
4,4:04,3,5,DAL 20,7,35,Tyson Thompson left end for 7 yards. Penalty on Clifton Ryan: Defensive Offside (Declined),-0.760,0.740
4,3:58,1,10,DAL 27,7,35,Tyson Thompson left end for 23 yards (tackle by Darius Vinnett),0.740,2.260
4,3:09,1,10,STL 50,7,35,Tyson Thompson left guard for no gain (tackle by Clifton Ryan),2.260,1.710
4,2:26,2,10,STL 50,7,35,Tyson Thompson left tackle for 4 yards (tackle by Darius Vinnett),1.710,1.550
4,2:00,3,6,STL 46,7,35,Tyson Thompson left guard for 8 yards (tackle by Jonathan Wade),1.550,3.050
4,1:16,1,10,STL 38,7,35,Tyson Thompson left guard for no gain (tackle by Chris Draft and Pisa Tinoisamoa),3.050,2.510
4,0:32,2,10,STL 38,7,35,Brad Johnson kneels for -2 yards,2.510,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
