Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2,5:10,4,9,GNB 7,21,10,"Jake Schum punts 52 yards, returned by Cole Beasley for 8 yards (tackle by Jordan Tripp)",-2.490,-2.190
2,4:55,1,10,DAL 49,21,10,Dak Prescott pass complete short left to Dez Bryant for 5 yards (tackle by Ha Ha Clinton-Dix),2.190,2.320
2,4:20,2,5,GNB 46,21,10,Ezekiel Elliott middle for 3 yards (tackle by Mike Daniels and Kenny Clark),2.320,2.010
2,3:38,3,2,GNB 43,21,10,Dak Prescott right end for 4 yards (tackle by Nick Perry),2.010,2.980
2,3:38,1,10,GNB 39,21,10,Ezekiel Elliott right end for no gain (tackle by Kentrell Brice),2.980,2.440
2,2:24,2,10,GNB 39,21,10,Dak Prescott pass complete short left to Cole Beasley for 6 yards (tackle by Damarious Randall),2.440,2.540
2,2:00,3,4,GNB 33,21,10,Dak Prescott pass complete short middle to Cole Beasley for 18 yards (tackle by Kentrell Brice),2.540,4.580
2,1:19,1,10,GNB 15,21,10,Dak Prescott pass incomplete short middle intended for Jason Witten,4.580,3.950
2,1:14,2,10,GNB 15,21,10,Dak Prescott pass incomplete short left intended for Jason Witten,3.950,0.000
2,1:08,,,,21,10,Timeout #3 by Dallas Cowboys,0.000,-3.100
2,1:08,3,10,GNB 15,21,10,Dak Prescott pass incomplete short middle intended for Jason Witten (defended by Joe Thomas),3.100,2.440
2,1:03,4,10,GNB 15,21,13,Dan Bailey 33 yard field goal good,2.440,3.000
2,1:00,,,DAL 35,21,13,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,1:00,1,10,GNB 25,21,13,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,0.610,0.060
2,0:55,2,10,GNB 25,21,13,Aaron Rodgers pass incomplete deep right intended for Jared Cook (defended by Morris Claiborne),0.060,-0.620
2,0:49,3,10,GNB 25,21,13,Aaron Rodgers sacked by Orlando Scandrick for -9 yards,-0.620,-2.390
2,0:02,4,19,GNB 16,21,13,"Jake Schum punts 46 yards, fair catch by Cole Beasley",-2.390,-0.140
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,21,13,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,GNB 25,21,13,Aaron Rodgers pass complete deep right to Randall Cobb for 25 yards,0.610,2.260
3,14:27,1,10,,21,13,Aaron Rodgers pass complete short left to Ty Montgomery for 3 yards (tackle by Byron Jones),2.260,2.120
3,13:45,2,7,DAL 47,21,13,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Byron Jones),2.120,1.950
3,13:02,3,3,DAL 43,21,13,Aaron Rodgers pass complete short left to Davante Adams for 14 yards (tackle by Brandon Carr),1.950,3.640
3,12:16,1,10,DAL 29,21,13,Aaron Rodgers pass complete deep right to Jared Cook for 26 yards (tackle by Morris Claiborne),3.640,6.510
3,11:29,1,3,DAL 3,27,13,"Aaron Rodgers pass complete short right to Jared Cook for 3 yards, touchdown",6.510,7.000
3,11:25,,,DAL 15,28,13,Mason Crosby kicks extra point good,0.000,0.000
3,11:25,,,GNB 35,28,13,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
3,11:25,1,10,DAL 25,28,13,Ezekiel Elliott left guard for 22 yards (tackle by Ladarius Gunter),0.610,2.060
3,10:46,1,10,DAL 47,28,13,Ezekiel Elliott left tackle for 4 yards (tackle by Mike Daniels),2.060,2.060
3,10:46,2,6,GNB 49,28,13,"Penalty on Doug Free: False Start, 5 yards (no play)",2.060,1.380
3,9:58,2,11,DAL 46,28,13,Dak Prescott pass complete short left to Jason Witten for 12 yards (tackle by Micah Hyde),1.380,2.790
3,9:32,1,10,GNB 42,28,13,Dak Prescott pass incomplete deep middle intended for Terrance Williams (defended by Kentrell Brice),2.790,2.240
3,9:24,2,10,GNB 42,28,13,Ezekiel Elliott right end for 5 yards (tackle by Joe Thomas),2.240,2.210
3,8:43,3,5,GNB 37,28,13,Dak Prescott middle for 9 yards (tackle by Ha Ha Clinton-Dix),2.210,3.710
3,7:54,1,10,GNB 28,28,13,Ezekiel Elliott right end for 9 yards (tackle by Ladarius Gunter),3.710,4.420
3,7:19,2,1,GNB 19,28,13,Dak Prescott pass incomplete short left intended for Cole Beasley is intercepted by Micah Hyde at GNB-21 and returned for 18 yards,4.420,-1.530
3,7:11,1,10,GNB 39,28,13,Ty Montgomery right end for 2 yards (tackle by Demarcus Lawrence and Jack Crawford),1.530,1.260
3,6:37,2,8,GNB 41,28,13,Ty Montgomery right end for 5 yards (tackle by Sean Lee),1.260,1.220
3,6:06,3,3,GNB 46,28,13,Aaron Rodgers pass complete short middle to Ty Montgomery for 4 yards (tackle by Barry Church),1.220,2.260
3,5:19,1,10,,28,13,Aaron Rodgers pass complete short right to Randall Cobb for -1 yards (tackle by Sean Lee),2.260,1.580
3,4:43,2,11,GNB 49,28,13,Aaron Rodgers middle for 11 yards (tackle by Sean Lee),1.580,2.920
3,4:00,1,10,DAL 40,28,13,Aaron Rodgers pass complete short right to Ty Montgomery for -1 yards (tackle by Sean Lee),2.920,2.240
3,3:16,2,11,DAL 41,28,13,Ty Montgomery right end for 3 yards (tackle by Anthony Hitchens and Barry Church),2.240,1.950
3,2:31,3,8,DAL 38,28,13,Aaron Rodgers pass incomplete deep right intended for Davante Adams is intercepted by Jeff Heath at DAL-14 and returned for 27 yards,1.950,-1.660
3,2:19,1,10,DAL 41,28,13,"Ezekiel Elliott right end for 1 yard (tackle by Ha Ha Clinton-Dix). Penalty on Doug Free: Offensive Holding, 10 yards",1.660,1.070
3,1:49,1,19,DAL 32,28,13,Dak Prescott pass complete short right to Ezekiel Elliott for -2 yards (tackle by Kenny Clark),1.070,-0.370
3,1:09,2,21,DAL 30,28,13,Dak Prescott pass complete short middle to Dez Bryant for 19 yards (tackle by Jake Ryan),-0.370,1.490
3,0:19,3,2,DAL 49,28,13,Dak Prescott pass complete short middle to Dez Bryant for 10 yards (tackle by Ladarius Gunter),1.490,2.850
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 41,28,13,Ezekiel Elliott middle for 5 yards (tackle by Nick Perry),2.850,2.980
4,14:27,2,5,GNB 36,28,13,Dak Prescott pass complete deep middle to Terrance Williams for 19 yards (tackle by Ha Ha Clinton-Dix),2.980,4.440
4,13:50,1,10,GNB 17,28,13,Ezekiel Elliott left guard for 1 yard (tackle by Nick Perry),4.440,4.000
4,13:10,2,9,GNB 16,28,13,Dak Prescott sacked by Nick Perry for -5 yards,4.000,2.680
4,12:24,3,14,GNB 21,28,13,Dak Prescott pass complete short middle to Jason Witten for 15 yards (tackle by Damarious Randall),2.680,5.830
4,11:43,1,6,GNB 6,28,19,"Dak Prescott pass complete short middle to Jason Witten for 6 yards, touchdown",5.830,7.000
4,11:39,,,GNB 15,28,20,Dan Bailey kicks extra point good,0.000,0.000
4,11:39,,,DAL 35,28,20,"Dan Bailey kicks off 57 yards, returned by Christine Michael for 12 yards (tackle by Kyle Wilber)",0.000,-0.280
4,11:35,1,10,GNB 20,28,20,Aaron Rodgers pass complete short right to Jared Cook for 19 yards (tackle by Anthony Hitchens),0.280,1.530
4,10:51,1,10,GNB 39,28,20,Aaron Rodgers pass incomplete short left intended for Ty Montgomery,1.530,0.990
4,10:44,2,10,GNB 39,28,20,Ty Montgomery right guard for 5 yards (tackle by Sean Lee),0.990,0.960
4,9:58,3,5,GNB 44,28,20,Aaron Rodgers sacked by Barry Church for -10 yards,0.960,-1.110
4,9:22,4,15,GNB 34,28,20,"Jake Schum punts 66 yards, touchback",-1.110,-0.280
4,9:14,1,10,DAL 20,28,20,Ezekiel Elliott right tackle for 4 yards (tackle by Kenny Clark),0.280,0.270
4,8:38,2,6,DAL 24,28,20,Dak Prescott pass complete short right to Dez Bryant for 15 yards (tackle by Kentrell Brice),0.270,1.530
4,8:06,1,10,DAL 39,28,20,Dak Prescott pass complete short right to Dez Bryant for 2 yards (tackle by Kentrell Brice),1.530,1.260
4,7:34,2,8,DAL 41,28,20,Ezekiel Elliott for 8 yards,1.260,2.190
4,7:09,1,10,DAL 49,28,20,Ezekiel Elliott middle for 12 yards (tackle by Kentrell Brice),2.190,2.980
4,6:34,1,10,GNB 39,28,20,Dak Prescott pass complete short left to Jason Witten for 10 yards (tackle by Damarious Randall),2.980,3.640
4,5:53,1,10,GNB 29,28,20,Dak Prescott pass incomplete deep left intended for Brice Butler,3.640,3.100
4,5:48,2,10,GNB 29,28,20,Ezekiel Elliott left tackle for 2 yards (tackle by Jake Ryan),3.100,2.680
4,5:05,3,8,GNB 27,28,20,"Dak Prescott pass incomplete short right intended for Dez Bryant. Penalty on Ladarius Gunter: Defensive Pass Interference, 12 yards (no play)",2.680,4.580
4,4:58,1,10,GNB 15,28,20,Ezekiel Elliott left tackle for 8 yards (tackle by Jake Ryan and Joe Thomas),4.580,5.410
4,4:17,2,2,GNB 7,28,20,Dak Prescott pass incomplete short left intended for Dez Bryant,5.410,4.680
4,4:12,3,2,GNB 7,28,26,"Dak Prescott pass complete short middle to Dez Bryant for 7 yards, touchdown",4.680,7.000
4,4:08,,,GNB 2,28,28,"Two Point Attempt: Dak Prescott middle, conversion succeeds",0.000,1.000
4,4:08,,,DAL 35,28,28,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,4:08,1,10,GNB 25,28,28,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,0.610,0.060
4,4:04,2,10,GNB 25,28,28,Aaron Rodgers pass complete short middle to Davante Adams for 16 yards (tackle by Brandon Carr),0.060,1.660
4,3:20,1,10,GNB 41,28,28,Ty Montgomery left tackle for 9 yards (tackle by Sean Lee),1.660,0.000
4,2:33,,,,28,28,Timeout #1 by Green Bay Packers,0.000,-2.340
4,2:33,2,1,,28,28,Aaron Rodgers left end for 5 yards (tackle by Orlando Scandrick),2.340,2.590
4,2:00,1,10,DAL 45,28,28,"Aaron Rodgers pass incomplete deep right intended for Ty Montgomery is intercepted by Jeff Heath at DAL-15. Penalty on Anthony Brown: Defensive Pass Interference, 10 yards (no play)",2.590,3.250
4,1:52,1,10,DAL 35,28,28,Ty Montgomery middle for 2 yards (tackle by Demarcus Lawrence),3.250,0.000
4,1:48,,,,28,28,Timeout #1 by Dallas Cowboys,0.000,-2.970
4,1:48,2,8,DAL 33,28,28,Ty Montgomery left tackle for -5 yards (tackle by Demarcus Lawrence),2.970,0.000
4,1:44,,,,28,28,Timeout #2 by Dallas Cowboys,0.000,-1.620
4,1:44,3,13,DAL 38,28,28,Aaron Rodgers pass incomplete deep right intended for Davante Adams,1.620,0.720
4,1:38,4,13,DAL 38,31,28,Mason Crosby 56 yard field goal good,0.720,3.000
4,1:33,,,GNB 35,31,28,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,1:33,1,10,DAL 25,31,28,Dak Prescott pass complete deep middle to Terrance Williams for 24 yards (tackle by Josh Hawkins),0.610,2.190
4,1:07,1,10,DAL 49,31,28,Dak Prescott pass complete short middle to Jason Witten for 11 yards (tackle by Micah Hyde),2.190,2.920
4,0:49,1,10,GNB 40,31,28,Dak Prescott spiked the ball,2.920,2.370
4,0:48,2,10,GNB 40,31,28,Dak Prescott pass complete short right to Cole Beasley for 7 yards (tackle by Damarious Randall),2.370,2.610
4,0:44,3,3,GNB 33,31,28,Dak Prescott pass incomplete short middle intended for Dez Bryant (defended by Nick Perry),2.610,1.190
4,0:40,4,3,GNB 33,31,31,Dan Bailey 52 yard field goal good,1.190,3.000
4,0:35,,,DAL 35,31,31,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,0:35,1,10,GNB 25,31,31,Aaron Rodgers pass incomplete deep middle intended for Jared Cook,0.610,0.060
4,0:30,2,10,GNB 25,31,31,Aaron Rodgers pass complete short left to Ty Montgomery for 17 yards (tackle by Jeff Heath),0.060,1.730
4,0:23,1,10,GNB 42,31,31,Aaron Rodgers sacked by Jeff Heath for -10 yards,1.730,0.000
4,0:18,,,,31,31,Timeout #2 by Green Bay Packers,0.000,0.160
4,0:18,2,20,GNB 32,31,31,Aaron Rodgers pass incomplete deep right intended for Jared Cook (defended by Byron Jones),-0.160,-0.820
4,0:12,3,20,GNB 32,31,31,Aaron Rodgers pass complete deep left to Jared Cook for 36 yards,-0.820,0.000
4,0:03,,,,31,31,Timeout #3 by Dallas Cowboys,0.000,-3.450
4,0:03,1,10,DAL 32,34,31,Mason Crosby 51 yard field goal good,3.450,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
