Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
2,8:32,3,10,DET 31,7,7,Matthew Stafford pass complete short left to Theo Riddick for -4 yards (tackle by Mario Addison),-0.230,-1.570
2,7:54,4,14,DET 27,7,7,"Sam Martin punts 47 yards, returned by Damiere Byrd for -1 yards (tackle by Trevor Bates)",-1.570,-0.610
2,7:45,1,10,CAR 25,7,7,Cam Newton pass incomplete deep left intended for Devin Funchess,0.610,0.060
2,7:38,2,10,CAR 25,7,7,Christian McCaffrey left tackle for 10 yards (tackle by Jarrad Davis),0.060,1.270
2,7:00,1,10,CAR 35,7,7,Cam Newton pass complete short left to D.J. Moore for 5 yards (tackle by Nevin Lawson),1.270,1.400
2,6:22,2,5,CAR 40,7,7,Christian McCaffrey right end for 8 yards (tackle by Jarrad Davis),1.400,2.130
2,5:43,1,10,CAR 48,7,7,Cam Newton pass incomplete short left intended for Curtis Samuel,2.130,1.580
2,5:37,2,10,CAR 48,7,7,Christian McCaffrey up the middle for 3 yards (tackle by Tavon Wilson),1.580,1.290
2,4:55,3,7,DET 49,7,7,Cam Newton sacked by Ezekiel Ansah for -9 yards,1.290,-0.590
2,4:17,4,16,CAR 42,7,7,"Michael Palardy punts 42 yards, fair catch by Bruce Ellington at DET-16",-0.590,0.140
2,4:13,1,10,DET 16,7,7,Kerryon Johnson up the middle for 14 yards (tackle by Thomas Davis),-0.140,0.940
2,3:38,1,10,DET 30,7,7,Matthew Stafford pass complete short left to Kenny Golladay for 5 yards (tackle by James Bradberry),0.940,1.070
2,3:09,2,5,DET 35,7,7,Kerryon Johnson right tackle for 5 yards (tackle by Eric Reid),1.070,1.600
2,2:30,1,10,DET 40,7,7,Matthew Stafford pass complete short left to Kerryon Johnson for 7 yards (tackle by Luke Kuechly),1.600,2.000
2,2:00,2,3,DET 47,7,7,Kerryon Johnson up the middle for 4 yards (tackle by Thomas Davis),2.000,2.320
2,1:27,1,10,CAR 49,7,7,Matthew Stafford pass complete short left to Levine Toilolo for 13 yards (tackle by Luke Kuechly and Shaq Thompson),2.320,3.180
2,0:52,1,10,CAR 36,7,7,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,3.180,2.640
2,0:47,2,10,CAR 36,7,7,Matthew Stafford pass incomplete short middle intended for Luke Willson,2.640,1.950
2,0:45,3,10,CAR 36,7,7,Matthew Stafford pass incomplete short left intended for Kenny Golladay,1.950,0.880
2,0:42,4,10,CAR 36,7,10,Matt Prater 54 yard field goal good,0.880,3.000
2,0:37,,,DET 35,7,10,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,0:37,1,10,CAR 25,7,10,"Penalty on Trai Turner: False Start, 5 yards (no play)",0.610,0.280
2,0:37,1,15,CAR 20,7,10,Cam Newton pass deep left intended for Curtis Samuel is intercepted by Tracy Walker at DET-47 and returned for no gain,0.280,-2.060
2,0:29,1,10,DET 47,7,10,Matthew Stafford pass incomplete short left intended for Bruce Ellington,2.060,1.520
2,0:25,2,10,DET 47,7,10,Matthew Stafford pass incomplete deep left intended for Bruce Ellington (defended by Captain Munnerlyn). Penalty on Captain Munnerlyn: Defensive Pass Interference (Offsetting) (no play),1.520,1.520
2,0:19,2,10,DET 47,7,10,Matthew Stafford pass incomplete deep right intended for Kenny Golladay,1.520,0.830
2,0:13,3,10,DET 47,7,10,Matthew Stafford pass incomplete short middle intended for Bruce Ellington (defended by Eric Reid),0.830,-0.260
2,0:07,4,10,DET 47,7,10,"Sam Martin punts 53 yards, touchback.",-0.260,2.060
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,7,10,Kerryon Johnson up the middle for 24 yards (tackle by Eric Reid),0.610,2.190
3,14:25,1,10,DET 49,7,10,Kerryon Johnson left end for -1 yards (tackle by Mario Addison),2.190,1.510
3,13:45,2,11,DET 48,7,10,Matthew Stafford pass incomplete short right intended for Kenny Golladay,1.510,0.830
3,13:40,3,11,DET 48,7,10,Matthew Stafford right end for 9 yards (tackle by Marquis Haynes),0.830,0.400
3,13:06,4,2,CAR 43,7,10,Sam Martin punts 37 yards downed by Miles Killebrew,0.400,0.380
3,12:55,1,10,CAR 6,7,10,Christian McCaffrey right end for no gain (tackle by Devon Kennard),-0.380,-0.780
3,12:13,2,10,CAR 6,7,10,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Christian Jones) (defended by Nevin Lawson),-0.780,-1.420
3,12:09,3,10,CAR 6,7,10,Cam Newton pass complete short left to D.J. Moore for 82 yards (tackle by Darius Slay),-1.420,4.780
3,11:21,1,10,DET 12,7,10,Christian McCaffrey up the middle for 3 yards (tackle by Nevin Lawson),4.780,4.640
3,10:39,2,7,DET 9,7,10,Christian McCaffrey up the middle for 5 yards (tackle by Ricky Jean-Francois),4.640,4.840
3,9:59,3,2,DET 4,7,10,Cam Newton sacked by Jarrad Davis for -12 yards,4.840,2.380
3,9:16,4,14,DET 16,7,10,Graham Gano 34 yard field goal no good,2.380,-0.540
3,9:11,1,10,DET 24,7,10,Kerryon Johnson left end for no gain (tackle by Kawann Short),0.540,0.000
3,8:34,2,10,DET 24,7,10,Matthew Stafford pass complete short middle to Kenny Golladay for 13 yards (tackle by Mike Adams),0.000,1.400
3,7:59,1,10,DET 37,7,10,Matthew Stafford pass complete short left to Bruce Ellington for 11 yards (tackle by Donte Jackson),1.400,2.130
3,7:29,1,10,DET 48,7,10,LeGarrette Blount right tackle for -1 yards (tackle by Mike Adams),2.130,1.450
3,6:53,2,11,DET 47,7,10,Matthew Stafford pass complete short middle to Theo Riddick for 18 yards (tackle by Eric Reid),1.450,3.250
3,6:10,1,10,CAR 35,7,10,Kerryon Johnson left end for -3 yards (tackle by Bryan Cox),3.250,2.300
3,5:31,2,13,CAR 38,7,10,Matthew Stafford pass complete short right to Bruce Ellington for 21 yards (tackle by Luke Kuechly),2.300,4.440
3,4:42,1,10,CAR 17,7,10,Matthew Stafford pass incomplete short left intended for Kenny Golladay,4.440,3.850
3,4:39,2,10,CAR 17,7,10,Kerryon Johnson right end for 3 yards (tackle by Mike Adams),3.850,3.500
3,3:58,3,7,CAR 14,7,10,Matthew Stafford pass incomplete short right,3.500,2.510
3,3:51,4,7,CAR 14,7,13,Matt Prater 32 yard field goal good,2.510,3.000
3,3:47,,,DET 35,7,13,"Sam Martin kicks off 64 yards, returned by Damiere Byrd for no gain (tackle by Charles Washington)",0.000,-0.320
3,3:42,1,10,CAR 13,7,13,Cam Newton pass complete short right to Christian McCaffrey for 7 yards (tackle by Devon Kennard and Darius Slay),-0.320,0.220
3,3:07,2,3,CAR 20,7,13,Christian McCaffrey up the middle for 2 yards (tackle by Christian Jones),0.220,-0.350
3,2:24,3,1,CAR 22,7,13,Christian McCaffrey left tackle for 2 yards (tackle by Ezekiel Ansah and Damon Harrison),-0.350,0.540
3,1:44,1,10,CAR 24,7,13,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Nevin Lawson),0.540,0.270
3,0:58,2,8,CAR 26,7,13,Cam Newton pass incomplete short middle intended for Christian McCaffrey (defended by Damon Harrison),0.270,-0.430
3,0:52,3,8,CAR 26,7,13,Taylor Heinicke pass incomplete short left intended for Devin Funchess (defended by Darius Slay),-0.430,-1.630
3,0:47,4,8,CAR 26,7,13,"Michael Palardy punts 36 yards, returned by T.J. Jones for 10 yards (tackle by Ben Jacobs and Colin Jones)",-1.630,-2.130
3,0:32,1,10,DET 48,7,13,Matthew Stafford pass complete short left to Kenny Golladay for 11 yards (tackle by James Bradberry),2.130,2.850
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 41,7,13,LeGarrette Blount left tackle for 1 yard (tackle by Shaq Thompson),2.850,2.440
4,14:16,2,9,CAR 40,7,13,Matthew Stafford pass incomplete short middle intended for Theo Riddick,2.440,1.750
4,14:10,3,9,CAR 40,7,13,Matthew Stafford pass incomplete short right intended for Bruce Ellington,1.750,0.590
4,14:03,4,9,CAR 40,7,13,"Penalty on DET: Delay of Game, 5 yards (no play)",0.590,0.270
4,14:03,4,14,CAR 45,7,13,"Sam Martin punts 37 yards, fair catch by Damiere Byrd at CAR-8",0.270,0.380
4,13:56,1,10,CAR 8,7,13,Cam Newton pass complete short left to Curtis Samuel for 1 yard (tackle by Tavon Wilson),-0.380,-0.710
4,13:18,2,9,CAR 9,7,13,Cam Newton pass incomplete short left intended for Devin Funchess,-0.710,-1.300
4,13:13,3,9,CAR 9,7,13,Cam Newton pass complete deep left to Devin Funchess for 16 yards (tackle by Darius Slay),-1.300,0.610
4,12:43,1,10,CAR 25,7,13,Cam Newton pass complete short right to Curtis Samuel for 17 yards (tackle by Mike Ford),0.610,1.730
4,12:17,1,10,CAR 42,7,13,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by Christian Jones),1.730,2.270
4,11:48,2,2,CAR 50,7,13,Christian McCaffrey right tackle for 6 yards (tackle by Romeo Okwara),2.270,2.650
4,11:20,1,10,DET 44,7,13,Cam Newton pass complete short right to D.J. Moore for 10 yards (tackle by Christian Jones),2.650,3.310
4,10:45,1,10,DET 34,7,13,Cam Newton pass complete short right to Christian McCaffrey for 9 yards (tackle by Tavon Wilson),3.310,3.990
4,10:08,2,1,DET 25,7,13,Cam Newton pass complete short middle to Curtis Samuel for 13 yards (tackle by Teez Tabor),3.990,4.780
4,9:29,1,10,DET 12,13,13,"Cam Newton pass complete short right to Curtis Samuel for 12 yards, touchdown",4.780,7.000
4,9:23,,,DET 15,13,13,Graham Gano kicks extra point no good wide left,0.000,-1.000
4,9:23,,,CAR 35,13,13,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,9:23,1,10,DET 25,13,13,LeGarrette Blount left end for no gain (tackle by Luke Kuechly),0.610,0.060
4,8:45,2,10,DET 25,13,13,Matthew Stafford pass complete short left to Bruce Ellington for 8 yards (tackle by Captain Munnerlyn),0.060,0.430
4,8:08,3,2,DET 33,13,13,Matthew Stafford pass complete short middle to Theo Riddick for 17 yards (tackle by Mike Adams),0.430,2.260
4,7:26,1,10,DET 50,13,13,Matthew Stafford sacked by Julius Peppers for -5 yards,2.260,1.040
4,6:42,2,15,DET 45,13,13,Matthew Stafford pass incomplete short middle intended for Kenny Golladay (defended by Kawann Short). Penalty on Levine Toilolo: Illegal Formation (Declined),1.040,0.370
4,6:37,3,15,DET 45,13,13,Matthew Stafford pass complete deep right to Kenny Golladay for 36 yards (tackle by James Bradberry). Penalty on James Bradberry: Defensive Holding (Declined),0.370,4.310
4,6:06,1,10,CAR 19,13,13,Theo Riddick right end for no gain (tackle by Kawann Short),4.310,3.750
4,5:24,2,10,CAR 19,13,13,Matthew Stafford pass incomplete deep right intended for Kenny Golladay,3.750,3.030
4,5:19,3,10,CAR 19,13,19,"Matthew Stafford pass complete deep right to Kenny Golladay for 19 yards, touchdown",3.030,7.000
4,5:13,,,CAR 15,13,20,Matt Prater kicks extra point good,0.000,0.000
4,5:13,,,DET 35,13,20,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
4,5:13,1,10,CAR 25,13,20,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Quandre Diggs),0.610,0.330
4,4:46,2,8,CAR 27,13,20,Cam Newton pass incomplete short right intended for D.J. Moore,0.330,-0.360
4,4:42,3,8,CAR 27,13,20,Cam Newton pass incomplete deep right intended for Devin Funchess,-0.360,-1.570
4,4:37,4,8,CAR 27,13,20,"Michael Palardy punts 52 yards, fair catch by T.J. Jones at DET-21",-1.570,-0.340
4,4:28,1,10,DET 21,13,20,LeGarrette Blount up the middle for 4 yards (tackle by Mike Adams and Bryan Cox),0.340,0.340
4,3:44,2,6,DET 25,13,20,LeGarrette Blount left end for -4 yards (tackle by Luke Kuechly),0.340,-0.890
4,3:40,,,,,,Timeout #1 by Carolina Panthers,,
4,3:40,3,10,DET 21,13,20,Matthew Stafford pass complete short middle to Bruce Ellington for 2 yards (tackle by Thomas Davis),-0.890,-1.830
4,2:58,4,8,DET 23,13,20,Sam Martin punts 52 yards out of bounds,-1.830,-0.610
4,2:44,1,10,CAR 25,13,20,Cam Newton pass complete deep right to Christian McCaffrey for 34 yards (tackle by Tracy Walker),0.610,2.850
4,2:13,1,10,DET 41,13,20,Cam Newton pass incomplete short left intended for Christian McCaffrey,2.850,2.310
4,2:07,2,10,DET 41,13,20,Cam Newton pass complete short right to Curtis Samuel for 12 yards (tackle by Nevin Lawson),2.310,3.640
4,2:00,1,10,DET 29,13,20,Cam Newton pass incomplete short right,3.640,3.100
4,1:56,2,10,DET 29,13,20,Cam Newton pass complete short middle to Jarius Wright for 21 yards (tackle by Tavon Wilson),3.100,5.370
4,1:14,1,8,DET 8,19,20,"Cam Newton pass complete short right to D.J. Moore for 8 yards, touchdown",5.370,7.000
4,1:07,,,DET 2,19,20,"Two Point Attempt: Cam Newton pass incomplete intended for Jarius Wright, conversion fails",0.000,-1.000
4,1:07,,,CAR 35,19,20,"Graham Gano kicks onside 9 yards, returned by Zach Zenner for no gain (tackle by Shaq Thompson)",0.000,-2.650
4,1:06,1,10,CAR 44,19,20,Matthew Stafford kneels for -2 yards,2.650,1.840
4,0:33,2,12,CAR 46,19,20,Matthew Stafford kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
