Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,5:29,1,7,IND 7,7,17,Sam Darnold pass short left intended for Lawrence Cager is intercepted by Xavier Rhodes at IND-0 and returned for no gain,5.600,-0.280
2,5:24,1,10,IND 20,7,17,"Philip Rivers pass incomplete deep middle intended for Michael Pittman (defended by Pierre Desir). Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,5:20,1,20,IND 10,7,17,Philip Rivers pass complete short left to T.Y. Hilton for 25 yards,-0.760,1.270
2,4:50,1,10,IND 35,7,17,Jordan Wilkins right guard for 1 yard (tackle by Marcus Maye),1.270,0.860
2,4:11,2,9,IND 36,7,17,Philip Rivers pass complete short right to Daurice Fountain for 12 yards (tackle by Bradley McDougald),0.860,2.130
2,3:28,1,10,IND 48,7,17,Jordan Wilkins left end for 3 yards (tackle by Quinnen Williams),2.130,1.990
2,3:07,2,7,NYJ 49,7,17,Jordan Wilkins left guard for 4 yards (tackle by Avery Williamson),1.990,1.820
2,2:28,3,3,NYJ 45,7,17,Philip Rivers pass incomplete short middle intended for Ashton Dulin (defended by Bryce Huff),1.820,0.270
2,2:24,4,3,NYJ 45,7,17,"Rigoberto Sanchez punts 38 yards, fair catch by Chris Hogan at NYJ-7",0.270,0.380
2,2:17,1,10,NYJ 7,7,17,La'Mical Perine left guard for 3 yards (tackle by Denico Autry),-0.380,-0.560
2,2:00,2,7,NYJ 10,7,17,Sam Darnold pass complete short left to Kalen Ballage for 6 yards (tackle by Grover Stewart),-0.560,-0.370
2,1:39,3,1,NYJ 16,7,17,Kalen Ballage up the middle for 4 yards (tackle by DeForest Buckner and Denico Autry),-0.370,0.280
2,1:16,1,10,NYJ 20,7,17,"Sam Darnold pass incomplete short right. Penalty on Conor McDermott: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,1:08,1,20,NYJ 10,7,17,La'Mical Perine left tackle for 11 yards (tackle by Khari Willis),-0.760,-0.130
2,1:00,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:00,2,9,NYJ 21,7,17,Sam Darnold pass incomplete short left intended for Chris Herndon,-0.130,-0.820
2,0:56,3,9,NYJ 21,7,17,Sam Darnold pass incomplete deep left intended for Chris Hogan,-0.820,-1.960
2,0:51,4,9,NYJ 21,7,17,"Braden Mann punts 38 yards, fair catch by Nyheim Hines at IND-41",-1.960,-1.660
2,0:44,1,10,IND 41,7,17,Philip Rivers pass complete short middle to Zach Pascal for 14 yards (tackle by Brian Poole),1.660,2.590
2,0:38,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:38,1,10,NYJ 45,7,17,Philip Rivers pass complete short left to Daurice Fountain for 11 yards (tackle by Blessuan Austin),2.590,3.310
2,0:19,1,10,NYJ 34,7,17,Philip Rivers pass complete short middle to Nyheim Hines for 11 yards (tackle by Brian Poole),3.310,4.040
2,0:03,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:03,1,10,NYJ 23,7,17,Rodrigo Blankenship 41 yard field goal no good,4.040,0.940
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,7,17,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,7,17,Philip Rivers pass complete short right to Jonathan Taylor for 3 yards (tackle by Brian Poole),0.610,0.470
3,14:20,2,7,IND 28,7,17,Jonathan Taylor up the middle for 16 yards (tackle by Blessuan Austin and Bradley McDougald),0.470,1.860
3,13:31,1,10,IND 44,7,17,Philip Rivers pass complete short left to Jordan Wilkins for 6 yards (tackle by Blessuan Austin),1.860,2.130
3,12:50,2,4,IND 50,7,17,Jordan Wilkins right tackle for no gain (tackle by Henry Anderson),2.130,1.420
3,12:09,3,4,IND 50,7,17,Philip Rivers pass incomplete short left intended for Zach Pascal (defended by John Franklin-Myers),1.420,-0.060
3,12:03,4,4,IND 50,7,17,"Rigoberto Sanchez punts 42 yards, fair catch by Chris Hogan at NYJ-8",-0.060,0.380
3,11:55,1,10,NYJ 8,7,17,Frank Gore left end for -1 yards (tackle by Darius Leonard),-0.380,-0.850
3,11:13,2,11,NYJ 7,7,17,Sam Darnold right end for 8 yards (tackle by Denico Autry),-0.850,-0.600
3,10:39,3,3,NYJ 15,7,17,Sam Darnold pass incomplete short right intended for Ryan Griffin,-0.600,-2.440
3,10:35,4,3,NYJ 15,7,17,"Braden Mann punts 40 yards, fair catch by Nyheim Hines at IND-45",-2.440,-1.930
3,10:28,1,10,IND 45,7,17,Philip Rivers pass complete short right to Nyheim Hines for 12 yards (tackle by Avery Williamson and Pierre Desir),1.930,2.720
3,10:10,1,10,NYJ 43,7,17,Nyheim Hines right tackle for 1 yard (tackle by Steve McLendon),2.720,2.310
3,9:31,2,9,NYJ 42,7,17,Nyheim Hines left end for no gain (tackle by Henry Anderson),2.310,1.620
3,8:46,3,9,NYJ 42,7,17,Philip Rivers pass complete deep middle to T.Y. Hilton for 17 yards (tackle by Bradley McDougald),1.620,3.910
3,8:23,1,10,NYJ 25,7,17,Jonathan Taylor up the middle for 6 yards (tackle by Quinnen Williams),3.910,4.200
3,7:51,2,4,NYJ 19,7,17,Jonathan Taylor left end for 10 yards (tackle by Avery Williamson),4.200,5.140
3,7:25,1,9,NYJ 9,7,17,Jonathan Taylor up the middle for 1 yard (tackle by Bradley McDougald),5.140,4.570
3,6:56,2,8,NYJ 8,7,17,Philip Rivers pass complete short right to Nyheim Hines for 5 yards (tackle by Neville Hewitt and Bradley McDougald),4.570,4.720
3,6:09,3,3,NYJ 3,7,17,Nyheim Hines right tackle for 2 yards (tackle by Marcus Maye),4.720,3.550
3,5:24,4,1,NYJ 1,7,23,"Jonathan Taylor up the middle for 1 yard, touchdown",3.550,7.000
3,5:21,,,NYJ 15,7,24,Rodrigo Blankenship kicks extra point good,0.000,0.000
3,5:21,,,IND 35,7,24,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,5:21,1,10,NYJ 25,7,24,Sam Darnold pass complete short middle to Lawrence Cager for 16 yards (tackle by Darius Leonard),0.610,1.660
3,4:50,1,10,NYJ 41,7,24,Frank Gore right end for 1 yard (tackle by DeForest Buckner and Anthony Walker),1.660,1.260
3,4:09,2,9,NYJ 42,7,24,Sam Darnold right end for 2 yards (tackle by T.J. Carrie),1.260,0.830
3,3:28,3,7,NYJ 44,7,24,Sam Darnold pass incomplete short right,0.830,-0.460
3,3:23,4,7,NYJ 44,7,24,Braden Mann punts 42 yards out of bounds,-0.460,0.280
3,3:17,1,10,IND 14,7,24,Philip Rivers pass complete short left to Nyheim Hines for 12 yards (tackle by Brian Poole),-0.280,0.670
3,2:46,1,10,IND 26,7,24,Nyheim Hines right tackle for no gain (tackle by Avery Williamson and Folorunso Fatukasi),0.670,0.130
3,2:10,2,10,IND 26,7,24,Philip Rivers pass incomplete short right intended for Nyheim Hines (defended by Tarell Basham),0.130,-0.560
3,2:07,3,10,IND 26,7,24,Philip Rivers pass complete short middle to Mo Alie-Cox for 4 yards (tackle by Brian Poole),-0.560,-1.370
3,1:33,4,6,IND 30,7,24,"Rigoberto Sanchez punts 45 yards, fair catch by Chris Hogan at NYJ-25",-1.370,-0.610
3,1:25,1,10,NYJ 25,7,24,La'Mical Perine left end for 3 yards (tackle by DeForest Buckner),0.610,0.470
3,0:52,2,7,NYJ 28,7,24,Sam Darnold pass complete short middle to La'Mical Perine for 3 yards (tackle by Anthony Walker),0.470,0.170
3,0:08,3,4,NYJ 31,7,30,"Sam Darnold pass deep right intended for Chris Hogan is intercepted by T.J. Carrie at NYJ-47 and returned for 47 yards, touchdown",0.170,-7.000
3,0:00,,,NYJ 15,7,31,"Rodrigo Blankenship kicks extra point good. Penalty on Nathan Shepherd: Unnecessary Roughness, 15 yards",0.000,0.000
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,IND 50,7,31,"Rigoberto Sanchez kicks off 48 yards, returned by Josh Malone for 7 yards (tackle by E.J. Speed)",0.000,-0.380
4,14:58,1,10,NYJ 9,7,31,Frank Gore right guard for 6 yards (tackle by Khari Willis and Bobby Okereke),-0.380,-0.280
4,14:22,2,4,NYJ 15,7,31,Frank Gore left end for 10 yards (tackle by Denico Autry and Darius Leonard),-0.280,0.610
4,13:42,1,10,NYJ 25,7,31,Sam Darnold pass complete short right to Chris Herndon for 9 yards (tackle by Bobby Okereke),0.610,1.280
4,13:02,2,1,NYJ 34,7,31,Frank Gore left tackle for 2 yards (tackle by Denico Autry),1.280,1.330
4,12:29,1,10,NYJ 36,7,31,Frank Gore up the middle for 3 yards (tackle by Tavon Wilson),1.330,1.200
4,11:48,2,7,NYJ 39,7,31,"Sam Darnold left end for 3 yards (tackle by Bobby Okereke). Penalty on Alex Lewis: Offensive Holding, 10 yards (no play)",1.200,-0.160
4,11:21,2,17,NYJ 29,7,31,"Kalen Ballage up the middle for 6 yards (tackle by Darius Leonard). Penalty on Chuma Edoga: Offensive Holding, 10 yards (no play)",-0.160,-1.570
4,10:58,2,27,NYJ 19,7,31,Kalen Ballage right end for 4 yards (tackle by Darius Leonard),-1.570,-1.620
4,10:19,3,23,NYJ 23,7,31,Sam Darnold pass complete short right to Kalen Ballage for 5 yards (tackle by T.J. Carrie),-1.620,-1.500
4,9:47,4,18,NYJ 28,7,31,"Braden Mann punts 45 yards, returned by Isaiah Rodgers for 12 yards (tackle by Nate Hairston). Penalty on E.J. Speed: Offensive Holding, 10 yards",-1.500,-0.870
4,9:35,1,10,IND 29,7,31,Jonathan Taylor up the middle for 3 yards (tackle by Steve McLendon and Marcus Maye),0.870,0.730
4,8:55,2,7,IND 32,7,31,Jordan Wilkins left guard for 3 yards (tackle by Marcus Maye and John Franklin-Myers),0.730,0.430
4,8:28,3,4,IND 35,7,31,Jacoby Brissett pass complete short left to Michael Pittman for 13 yards (tackle by Blessuan Austin),0.430,2.130
4,7:46,1,10,IND 48,7,31,"Jordan Wilkins left end for 9 yards (tackle by Bradley McDougald). Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",2.130,1.470
4,7:09,1,20,IND 38,7,31,Jacoby Brissett pass incomplete short right intended for Michael Pittman (defended by Pierre Desir),1.470,0.230
4,7:01,2,20,IND 38,7,31,Jacoby Brissett pass complete short right to Michael Pittman for 4 yards (tackle by Marcus Maye),0.230,0.100
4,6:23,3,16,IND 42,7,31,Jacoby Brissett pass incomplete short right intended for Noah Togiai,0.100,-0.590
4,6:18,4,16,IND 42,7,31,"Rigoberto Sanchez punts 50 yards, fair catch by Chris Hogan at NYJ-8. Penalty on Nate Hairston: Offensive Holding, 4 yards",-0.590,0.380
4,6:11,1,10,NYJ 4,7,31,La'Mical Perine left guard for 4 yards (tackle by Anthony Walker),-0.380,-0.490
4,5:37,2,6,NYJ 8,7,31,La'Mical Perine up the middle for -2 yards (tackle by Tavon Wilson),-0.490,-1.190
4,4:55,3,8,NYJ 6,7,33,"Sam Darnold sacked by Justin Houston for -6 yards, safety.",-1.190,-2.000
4,4:50,,,NYJ 20,7,33,"Braden Mann kicks off 44 yards, returned by Ashton Dulin for 8 yards (tackle by Matthias Farley and Frankie Luvu)",0.000,1.860
4,4:44,1,10,IND 44,7,33,"Penalty on Brian Poole: Defensive Too Many Men on Field, 5 yards (no play)",1.860,2.590
4,4:44,1,5,IND 49,7,33,Jordan Wilkins up the middle for 22 yards (tackle by Neville Hewitt),2.590,3.640
4,4:15,1,10,NYJ 29,7,33,Jordan Wilkins left tackle for no gain (tackle by Avery Williamson),3.640,3.100
4,3:33,2,10,NYJ 29,7,33,Jordan Wilkins right end for 3 yards (tackle by Steve McLendon),3.100,2.810
4,2:50,3,7,NYJ 26,7,33,Jordan Wilkins up the middle for 3 yards (tackle by Neville Hewitt and Matthias Farley),2.810,2.000
4,2:09,4,4,NYJ 23,7,36,Rodrigo Blankenship 41 yard field goal good,2.000,3.000
4,2:04,,,IND 35,7,36,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,2:04,1,10,NYJ 25,7,36,Sam Darnold pass complete short right to La'Mical Perine for -4 yards (tackle by Tavon Wilson),0.610,-0.480
4,1:57,2,14,NYJ 21,7,36,Sam Darnold pass complete short middle to Braxton Berrios for 9 yards (tackle by Zaire Franklin),-0.480,0.040
4,1:32,3,5,NYJ 30,7,36,Sam Darnold pass incomplete short left,0.040,-1.370
4,1:24,,,,,,Timeout #1 by New York Jets,,
4,1:24,4,5,NYJ 30,7,36,Sam Darnold pass incomplete deep left intended for Chris Herndon (defended by Tavon Wilson),-1.370,-3.580
4,1:13,1,10,NYJ 30,7,36,Jacoby Brissett kneels for no gain,3.580,3.030
4,0:40,2,10,NYJ 30,7,36,Jacoby Brissett kneels for no gain,3.030,2.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
