Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
1,1:25,1,10,MIA 1,7,0,"Ricky Williams left guard for 4 yards (tackle by Sammy Knight). Penalty on Kendrell Bell: Defensive Offside, 5 yards (no play)",-0.380,-0.190
1,1:08,1,5,MIA 6,7,0,Ricky Williams right tackle for no gain (tackle by Kawika Mitchell),-0.190,-0.420
1,0:46,2,5,MIA 6,7,0,Gus Frerotte pass complete to Ronnie Brown for 13 yards (tackle by Kawika Mitchell),-0.420,0.150
1,0:20,1,10,MIA 19,7,0,Gus Frerotte pass incomplete intended for Chris Chambers,0.150,-0.390
1,0:13,2,10,MIA 19,7,0,Ricky Williams right tackle for -3 yards (tackle by Jared Allen),-0.390,-1.590
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,MIA 16,7,0,Gus Frerotte pass complete to Marty Booker for 12 yards (tackle by Patrick Surtain),-1.590,-1.500
2,14:39,4,1,MIA 28,7,0,"Donnie Jones punts 40 yards, returned by Dante Hall for 33 yards (tackle by Donnie Jones). Penalty on Dewayne Washington: Illegal Block Above the , 10 yards, Penalty on Ronnie Cruz: Illegal Block Above the (Declined)",-1.500,-0.610
2,14:25,1,10,KAN 25,7,0,Trent Green pass incomplete intended for Eddie Kennison,0.610,0.060
2,14:19,2,10,KAN 25,7,0,Trent Green sacked by Tebucky Jones for -9 yards,0.060,-2.140
2,13:41,3,19,KAN 16,7,0,Trent Green pass incomplete intended for Eddie Kennison (defended by Vonnie Holliday),-2.140,-2.390
2,13:36,4,19,KAN 16,7,0,"Dustin Colquitt punts 48 yards, fair catch by Wes Welker",-2.390,-1.330
2,13:27,1,10,MIA 36,7,0,Gus Frerotte pass incomplete intended for Randy McMichael,1.330,0.790
2,13:22,2,10,MIA 36,7,0,Ricky Williams up the middle for 4 yards (tackle by Jared Allen),0.790,0.630
2,12:47,3,6,MIA 40,7,0,Gus Frerotte pass complete to Randy McMichael for 8 yards (tackle by Derrick Johnson),0.630,2.130
2,12:14,1,10,MIA 48,7,0,Ricky Williams right end for -2 yards (tackle by Patrick Surtain),2.130,1.310
2,11:38,2,12,MIA 46,7,0,Ricky Williams left tackle for -3 yards (tackle by John Browning),1.310,0.230
2,11:01,3,15,MIA 43,7,0,Gus Frerotte pass incomplete intended for Marty Booker,0.230,-0.520
2,10:55,4,15,MIA 43,7,0,"Donnie Jones punts 40 yards, returned by Dante Hall for 3 yards (tackle by Sammy Morris). Penalty on Kris Griffin: Illegal Block Above the , 10 yards",-0.520,0.380
2,10:45,1,10,KAN 10,7,0,Trent Green pass complete to Tony Richardson for 1 yard (tackle by Donnie Spragan),-0.380,-0.710
2,10:10,2,9,KAN 11,7,0,"Priest Holmes left guard for 5 yards (tackle by Channing Crowder and Zach Thomas). Penalty on Marc Boerigter: Offensive Holding, 8 yards",-0.710,-0.930
2,9:42,2,12,KAN 8,7,0,Trent Green pass incomplete intended for Marc Boerigter (defended by Sam Madison),-0.930,-1.650
2,9:37,3,12,KAN 8,7,0,Trent Green pass incomplete intended for Priest Holmes (defended by Jason Taylor),-1.650,-2.490
2,9:33,4,12,KAN 8,7,0,"Dustin Colquitt punts 49 yards, returned by Wes Welker for 47 yards (tackle by Rich Scanlon)",-2.490,-4.910
2,9:14,1,10,KAN 10,7,0,"Ronnie Brown left tackle for 8 yards (tackle by Eric Warfield). Penalty on Damion McIntosh: Offensive Holding, 10 yards (no play)",4.910,4.240
2,8:53,1,20,KAN 20,7,0,Ronnie Brown left end for 3 yards (tackle by Sammy Knight),4.240,3.240
2,8:13,2,17,KAN 17,7,0,Gus Frerotte pass complete to Heath Evans for 3 yards (tackle by Kawika Mitchell),3.240,3.000
2,7:33,3,14,KAN 14,7,0,Gus Frerotte pass incomplete intended for Marty Booker (defended by John Browning),3.000,2.510
2,7:26,4,14,KAN 14,7,3,Olindo Mare 33 yard field goal good,2.510,3.000
2,,,,MIA 30,7,3,"Olindo Mare kicks off 76 yards, touchback",0.000,0.280
2,7:22,1,10,KAN 20,7,3,Larry Johnson left tackle for 9 yards (tackle by Matt Roth),0.280,0.950
2,6:44,2,1,KAN 29,7,3,Larry Johnson up the middle for 7 yards (tackle by Donnie Spragan),0.950,1.330
2,6:09,1,10,KAN 36,7,3,Larry Johnson left end for 3 yards (tackle by Channing Crowder),1.330,1.200
2,5:36,2,7,KAN 39,7,3,Trent Green pass complete to Dante Hall for 17 yards (tackle by Tebucky Jones and Jason Taylor),1.200,2.650
2,5:03,1,10,MIA 44,7,3,Larry Johnson left end for 7 yards (tackle by Channing Crowder and Lance Schulters),2.650,3.060
2,4:26,2,3,MIA 37,7,3,Larry Johnson left tackle for 2 yards (tackle by Jason Taylor),3.060,2.610
2,3:47,3,1,MIA 35,7,3,Larry Johnson up the middle for 2 yards (tackle by Zach Thomas),2.610,3.380
2,3:16,1,10,MIA 33,7,3,Trent Green pass complete to Marc Boerigter for 29 yards (tackle by Lance Schulters),3.380,6.280
2,2:46,1,4,MIA 4,7,3,Larry Johnson left end for 2 yards (tackle by Donnie Spragan),6.280,5.720
2,2:00,2,2,MIA 2,13,3,"Larry Johnson left guard for 2 yards, touchdown",5.720,7.000
2,,,,MIA 2,14,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,3,"Lawrence Tynes kicks off 68 yards, returned by Wes Welker for 26 yards (tackle by Boomer Grigsby)",0.000,0.810
2,1:50,1,10,MIA 28,14,3,Gus Frerotte pass complete to Ronnie Brown for 2 yards (tackle by Eric Hicks),0.810,0.530
2,1:23,2,8,MIA 30,14,3,Ronnie Brown up the middle for 1 yard (tackle by Kendrell Bell),0.530,-0.030
2,0:54,3,7,MIA 31,14,3,Gus Frerotte pass complete to Wes Welker for 34 yards (tackle by Greg Wesley),-0.030,3.250
2,0:41,,,,14,3,Timeout #1 by Miami Dolphins,0.000,3.250
2,0:41,1,10,KAN 35,14,3,Gus Frerotte pass complete to Marty Booker for 14 yards (tackle by Patrick Surtain),3.250,4.170
2,0:29,,,,14,3,Timeout #2 by Miami Dolphins,0.000,4.170
2,0:29,1,10,KAN 21,14,3,Gus Frerotte pass complete to Randy McMichael for 16 yards (tackle by Derrick Johnson),4.170,6.060
2,0:23,1,5,KAN 5,14,3,Gus Frerotte pass incomplete intended for Wes Welker,6.060,5.150
2,0:19,2,5,KAN 5,14,3,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Patrick Surtain),5.150,4.260
2,0:14,3,5,KAN 5,14,3,Gus Frerotte pass incomplete intended for Chris Chambers,4.260,3.010
2,0:09,4,5,KAN 5,14,6,Olindo Mare 23 yard field goal good,3.010,3.000
2,,,,MIA 30,14,6,"Olindo Mare kicks off 58 yards, returned by Dante Hall for 10 yards (tackle by Reggie Howard)",0.000,0.940
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,6,"Lawrence Tynes kicks off 57 yards, returned by Wes Welker for 22 yards (tackle by Boomer Grigsby)",0.000,1.270
3,14:54,1,10,MIA 35,14,12,"Ronnie Brown left end for 65 yards, touchdown",1.270,7.000
3,,,,KAN 2,14,13,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,14,13,"Olindo Mare kicks off 69 yards, returned by Dante Hall for 40 yards (tackle by Olindo Mare)",0.000,1.660
3,14:32,1,10,KAN 41,14,13,Trent Green pass complete to Jason Dunn for 24 yards (tackle by Channing Crowder). Penalty on Reggie Howard: Defensive Holding (Declined),1.660,3.250
3,14:07,1,10,MIA 35,20,13,"Priest Holmes left tackle for 35 yards, touchdown",3.250,7.000
3,,,,MIA 2,21,13,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,21,13,"Lawrence Tynes kicks off 65 yards, returned by Wes Welker for 26 yards (tackle by Boomer Grigsby)",0.000,1.000
3,13:53,1,10,MIA 31,21,13,Gus Frerotte pass complete to Randy McMichael for 5 yards (tackle by Patrick Surtain and Sammy Knight),1.000,1.140
3,13:19,2,5,MIA 36,21,13,Ronnie Brown right tackle for no gain (tackle by Eric Hicks),1.140,0.430
3,12:42,3,5,MIA 36,21,13,Gus Frerotte pass complete to Wes Welker for 7 yards (tackle by Benny Sapp),0.430,1.800
3,12:22,1,10,MIA 43,21,13,Ricky Williams right end for 3 yards (tackle by Sammy Knight),1.800,1.660
3,11:50,2,7,MIA 46,21,13,Gus Frerotte pass incomplete intended for Marty Booker,1.660,0.960
3,11:46,3,7,MIA 46,21,13,Gus Frerotte pass incomplete intended for Wes Welker,0.960,-0.320
3,11:41,4,7,MIA 46,21,13,"Donnie Jones punts 42 yards, returned by Dante Hall for 3 yards (tackle by Yeremiah Bell)",-0.320,0.220
3,11:30,1,10,KAN 15,21,13,Priest Holmes left end for 4 yards (tackle by Donnie Spragan),-0.220,-0.110
3,10:49,2,6,KAN 19,21,13,"Trent Green pass incomplete intended for Eddie Kennison (defended by Travis Daniels). Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",-0.110,0.620
3,10:44,2,1,KAN 24,21,13,Priest Holmes up the middle for 4 yards (tackle by Zach Thomas),0.620,0.810
3,10:08,1,10,KAN 28,21,13,Priest Holmes left end for 3 yards (tackle by Reggie Howard),0.810,0.670
3,9:38,2,7,KAN 31,21,13,Trent Green pass complete to Tony Gonzalez for 18 yards (tackle by Channing Crowder),0.670,2.190
3,8:52,1,10,KAN 49,21,13,Priest Holmes up the middle for 3 yards (tackle by David Bowens),2.190,2.050
3,8:14,2,7,MIA 48,21,13,Priest Holmes right tackle for -2 yards (tackle by Zach Thomas),2.050,1.090
3,7:29,3,9,MIA 50,21,13,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Travis Daniels and Travares Tillman). Penalty on Yeremiah Bell: Illegal Contact (Declined),1.090,3.450
3,6:58,1,10,MIA 32,21,13,Trent Green pass incomplete intended for Marc Boerigter (defended by Keith Traylor),3.450,2.900
3,6:53,2,10,MIA 32,21,13,Priest Holmes left end for no gain (tackle by Travares Tillman and Lance Schulters),2.900,2.210
3,6:10,3,10,MIA 32,21,13,Trent Green pass complete to Dante Hall for 13 yards,2.210,4.310
3,5:39,1,10,MIA 19,21,13,Priest Holmes right tackle for 4 yards (tackle by Donnie Spragan and Zach Thomas),4.310,4.350
3,5:01,2,6,MIA 15,21,13,Priest Holmes left end for 5 yards (tackle by Channing Crowder),4.350,4.690
3,4:21,3,1,MIA 10,21,13,Priest Holmes left guard for -2 yards (tackle by Jason Taylor),4.690,2.730
3,3:41,4,3,MIA 12,24,13,Lawrence Tynes 30 yard field goal good,2.730,3.000
3,,,,KAN 30,24,13,"Lawrence Tynes kicks off 67 yards, returned by Wes Welker for 19 yards (tackle by Kris Griffin)",0.000,0.410
3,3:32,1,10,MIA 22,24,13,Gus Frerotte pass incomplete intended for Randy McMichael,0.410,-0.130
3,3:26,2,10,MIA 22,24,13,"Gus Frerotte sacked by Kendrell Bell and Benny Sapp for -7 yards. Gus Frerotte fumbles (forced by Kendrell Bell), recovered by Ricky Williams at MIA-18",-0.130,-1.490
3,2:35,3,14,MIA 18,24,13,Gus Frerotte pass incomplete intended for Chris Chambers,-1.490,-2.240
3,2:28,4,14,MIA 18,24,13,"Donnie Jones punts 54 yards, returned by Dante Hall for -2 yards (tackle by Jason Glenn)",-2.240,-0.670
3,2:17,1,10,KAN 26,24,13,Larry Johnson right tackle for 5 yards (tackle by Zach Thomas),0.670,0.810
3,1:40,2,5,KAN 31,24,13,Trent Green pass complete to Jason Dunn for 18 yards (tackle by Lance Schulters),0.810,2.190
3,0:56,1,10,KAN 49,24,13,Larry Johnson right tackle for 6 yards (tackle by Matt Roth),2.190,2.460
3,0:18,2,4,MIA 45,24,13,Trent Green pass incomplete intended for Chris Horn,2.460,1.750
3,0:13,3,4,MIA 45,24,13,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Yeremiah Bell),1.750,3.310
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 34,24,13,Trent Green pass incomplete intended for Tony Gonzalez,3.310,2.770
4,14:54,2,10,MIA 34,24,13,Larry Johnson left end for -6 yards (tackle by Jason Taylor),2.770,1.290
4,14:12,3,16,MIA 40,24,13,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Lance Schulters),1.290,1.240
4,13:30,4,8,MIA 32,27,13,Lawrence Tynes 51 yard field goal good,1.240,3.000
4,,,,KAN 30,27,13,"Lawrence Tynes kicks off 69 yards, returned by Wes Welker for 24 yards (tackle by Dewayne Washington). Penalty on Yeremiah Bell: Offensive Holding, 10 yards",0.000,-0.220
4,13:18,1,10,MIA 15,27,13,Ronnie Brown left tackle for 9 yards (tackle by Kawika Mitchell),-0.220,0.620
4,12:45,2,1,MIA 24,27,13,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Patrick Surtain),0.620,-0.270
4,12:38,3,1,MIA 24,27,13,Gus Frerotte pass incomplete intended for Chris Chambers,-0.270,-1.770
4,12:29,4,1,MIA 24,27,13,Donnie Jones punts 39 yards,-1.770,-1.400
4,12:20,1,10,KAN 37,27,13,Trent Green pass complete to Larry Johnson for 26 yards (tackle by Travares Tillman),1.400,3.120
4,11:37,1,10,MIA 37,27,13,Trent Green pass incomplete intended for Dante Hall,3.120,2.570
4,11:31,2,10,MIA 37,27,13,Larry Johnson left guard for 3 yards (tackle by Zach Thomas),2.570,2.280
4,10:52,3,7,MIA 34,27,13,Trent Green pass incomplete intended for Tony Gonzalez,2.280,1.060
4,10:46,4,7,MIA 34,30,13,Lawrence Tynes 52 yard field goal good,1.060,3.000
4,,,,KAN 30,30,13,"Lawrence Tynes kicks off 63 yards, returned by Wes Welker for 20 yards (tackle by Gary Stills)",0.000,0.740
4,10:33,1,10,MIA 27,30,13,"Gus Frerotte pass incomplete intended for Chris Chambers is intercepted by Greg Wesley at 50 and returned for 15 yards. Penalty on Greg Wesley: Taunting, 15 yards",0.740,-2.260
4,10:21,1,10,MIA 50,30,13,Priest Holmes up the middle for 2 yards (tackle by Keith Traylor),2.260,1.980
4,9:47,2,8,MIA 48,30,13,Trent Green pass incomplete intended for Marc Boerigter,1.980,1.290
4,9:45,3,8,MIA 48,30,13,Trent Green pass complete to Tony Gonzalez for 1 yard (tackle by Yeremiah Bell),1.290,0.130
4,9:02,4,7,MIA 47,30,13,"Dustin Colquitt punts 30 yards, fair catch by Wes Welker",0.130,0.060
4,8:53,1,10,MIA 17,30,13,Gus Frerotte sacked by Eric Hicks for -6 yards,-0.060,-1.220
4,8:30,2,16,MIA 11,30,13,Gus Frerotte pass complete to Chris Chambers for 11 yards (tackle by Kawika Mitchell),-1.220,-0.620
4,8:00,3,5,MIA 22,30,13,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",-0.620,-1.250
4,7:41,3,10,MIA 17,30,13,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Patrick Surtain),-1.250,-2.320
4,7:33,4,10,MIA 17,30,13,"Donnie Jones punts 60 yards, returned by Dante Hall for 12 yards (tackle by Yeremiah Bell)",-2.320,-1.270
4,7:20,1,10,KAN 35,30,13,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Zach Thomas and Travares Tillman),1.270,1.940
4,6:36,2,1,KAN 44,30,13,Priest Holmes right tackle for 4 yards (tackle by Zach Thomas),1.940,2.130
4,5:50,1,10,KAN 48,30,13,Larry Johnson right end for 1 yard (tackle by Jason Taylor),2.130,1.720
4,5:04,2,9,KAN 49,30,13,"Trent Green pass incomplete intended for Chris Horn is intercepted by Travis Daniels at MIA-22. Penalty on Reggie Howard: Illegal Contact (Offsetting), Penalty on Larry Johnson: Personal Foul (Offsetting) (no play)",1.720,1.720
4,4:56,2,9,KAN 49,30,13,Larry Johnson up the middle for 4 yards (tackle by Matt Roth),1.720,1.550
4,4:46,,,,30,13,Timeout #1 by Miami Dolphins,0.000,1.550
4,4:46,3,5,MIA 47,30,13,Larry Johnson right end for 19 yards (tackle by Reggie Howard and David Bowens),1.550,3.710
4,3:58,1,10,MIA 28,30,13,Larry Johnson left tackle for 1 yard (tackle by Travares Tillman and Channing Crowder),3.710,3.300
4,3:13,2,9,MIA 27,30,13,Larry Johnson right tackle for 6 yards (tackle by Donnie Spragan),3.300,3.400
4,2:58,,,,30,13,Timeout #2 by Miami Dolphins,0.000,3.400
4,2:58,3,3,MIA 21,30,13,Larry Johnson left tackle for no gain (tackle by Matt Roth),3.400,2.160
4,2:52,,,,30,13,Timeout #3 by Miami Dolphins,0.000,2.160
4,2:52,4,3,MIA 21,30,13,Larry Johnson left tackle for -2 yards (tackle by Lance Schulters and Matt Roth),2.160,-0.480
4,2:47,1,10,MIA 23,30,19,"Sage Rosenfels pass complete to Chris Chambers for 77 yards, touchdown",0.480,7.000
4,,,,KAN 2,30,20,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,30,20,Olindo Mare kicks onside 12 yards,0.000,2.790
4,2:34,1,10,MIA 42,30,20,Eddie Kennison left end for 3 yards (tackle by Reggie Howard),2.790,2.650
4,2:00,2,7,MIA 39,30,20,Trent Green sacked by Lance Schulters for -3 yards,2.650,1.550
4,1:16,3,10,MIA 42,30,20,Priest Holmes right end for 11 yards (tackle by Travis Daniels),1.550,3.510
4,1:08,1,10,MIA 31,30,20,Trent Green kneels for -1 yards,3.510,2.830
4,0:37,2,11,MIA 32,30,20,Trent Green kneels for -1 yards,2.830,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
