Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
3,8:11,2,10,HOU 26,0,19,Davis Mills pass complete short middle to Brandin Cooks for 8 yards (tackle by Tre'Davious White),,
3,7:40,3,1,HOU 34,0,19,Jordan Akins up the middle for 3 yards (tackle by Star Lotulelei and Cameron Lewis),,
3,6:54,1,10,HOU 37,0,19,"Davis Mills pass incomplete deep left intended for Brandin Cooks. Penalty on Max Scharping: Offensive Holding, 10 yards (accepted) (no play)",,
3,6:48,1,20,HOU 27,0,19,Phillip Lindsay up the middle for 2 yards (tackle by Ed Oliver),,
3,6:11,2,18,HOU 29,0,19,Davis Mills pass complete short right to David Johnson for 7 yards (tackle by Gregory Rousseau),,
3,5:28,3,11,HOU 36,0,19,Davis Mills pass incomplete short right,,
3,5:20,4,11,HOU 36,0,19,"Cameron Johnston punts 47 yards, returned by Isaiah McKenzie for -1 yards (tackle by Tremon Smith)",,
3,5:18,1,10,BUF 16,0,19,Josh Allen pass complete deep right to Stefon Diggs for 37 yards (tackle by Desmond King),,
3,4:46,1,10,HOU 47,0,19,Devin Singletary right end for 5 yards (tackle by Tavierre Thomas and Desmond King),,
3,4:13,2,5,HOU 42,0,19,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Tavierre Thomas and Terrance Mitchell),,
3,3:31,1,10,HOU 33,0,19,"Devin Singletary right end for 1 yard. Devin Singletary fumbles (forced by Desmond King), recovered by Emmanuel Sanders at HOU-32 (tackle by Desmond King)",,
3,2:46,2,9,HOU 32,0,19,Zack Moss up the middle for 4 yards (tackle by DeMarcus Walker and Kamu Grugier-Hill),,
3,2:09,3,5,HOU 28,0,19,"Penalty on Jacob Martin: Neutral Zone Infraction, 4 yards (accepted) (no play)",,
3,1:54,3,1,HOU 24,0,19,Josh Allen left guard for 3 yards (tackle by Christian Kirksey and Whitney Mercilus),,
3,1:13,1,10,HOU 21,0,19,Josh Allen pass complete short right to Dawson Knox for 5 yards (tackle by Tavierre Thomas),,
3,0:34,2,6,HOU 16,0,19,Zack Moss up the middle for 8 yards (tackle by Kamu Grugier-Hill and Lonnie Johnson),,
Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,HOU 8,0,19,Josh Allen pass complete short right to Dawson Knox for 5 yards (tackle by Desmond King),,
4,14:21,2,3,HOU 3,0,19,"Josh Allen right end for 2 yards (tackle by Justin Reid) BUF challenged the runner broke the plane ruling, and the play was upheld.",,
4,13:34,3,1,HOU 1,0,25,"Josh Allen pass complete short right to Dawson Knox for 1 yard, touchdown",,
4,13:26,,,HOU 15,0,26,Tyler Bass kicks extra point good,,
4,13:29,,,BUF 35,0,26,"Tyler Bass kicks off 66 yards, returned by Andre Roberts for 16 yards (tackle by Jake Kumerow and Siran Neal)",,
4,13:24,1,10,HOU 15,0,26,Davis Mills pass complete short left to Brandin Cooks for 8 yards (tackle by Levi Wallace),,
4,13:06,2,2,HOU 23,0,26,"Davis Mills pass complete short middle to Jordan Akins for 4 yards. Jordan Akins fumbles (forced by Cameron Lewis), recovered by A.J. Klein at HOU-27 (tackle by Cameron Lewis) (tackle by Tremaine Edmunds) (tackle by Cameron Lewis)",,
4,12:59,1,10,HOU 27,0,26,Zack Moss left tackle for 5 yards (tackle by Kamu Grugier-Hill),,
4,12:17,2,5,HOU 22,0,26,Zack Moss right end for -1 yards (tackle by Desmond King),,
4,11:36,,,,,,Timeout #2 by Buffalo Bills,,
4,11:36,3,6,HOU 23,0,26,Josh Allen pass complete deep left to Stefon Diggs for 19 yards (tackle by Lonnie Johnson),,
4,10:50,1,4,HOU 4,0,32,"Zack Moss left guard for 4 yards, touchdown",,
4,10:44,,,HOU 15,0,33,Tyler Bass kicks extra point good,,
4,10:44,,,BUF 35,0,33,"Tyler Bass kicks off 65 yards, touchback.",,
4,10:44,1,10,HOU 25,0,33,David Johnson right tackle for 4 yards (tackle by A.J. Klein and Boogie Basham),,
4,10:17,2,6,HOU 29,0,33,Davis Mills pass complete short right to David Johnson for 8 yards (tackle by Levi Wallace),,
4,10:03,1,10,HOU 37,0,33,Davis Mills scrambles right tackle for 2 yards (tackle by Tyrel Dodson),,
4,9:19,2,7,HOU 39,0,33,Davis Mills pass complete short middle to Brandin Cooks for 12 yards (tackle by Jaquan Johnson),,
4,8:55,1,10,BUF 49,0,33,David Johnson up the middle for 5 yards (tackle by Harrison Phillips),,
4,8:18,2,5,BUF 44,0,33,Davis Mills pass deep right intended for Anthony Miller is intercepted by Jaquan Johnson at BUF-7 and returned for 25 yards (tackle by Mark Ingram),,
4,8:03,1,10,BUF 32,0,33,"Penalty on Chris Conley: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,8:03,1,10,BUF 47,0,33,Devin Singletary left end for 2 yards (tackle by DeMarcus Walker),,
4,7:25,2,8,BUF 49,0,33,Devin Singletary right end for 15 yards (tackle by Desmond King),,
4,6:40,1,10,HOU 36,0,33,Devin Singletary right tackle for 4 yards (tackle by Neville Hewitt and Jaleel Johnson),,
4,6:01,2,6,HOU 32,0,33,Mitchell Trubisky scrambles right end for 8 yards (tackle by Terrence Brooks),,
4,5:16,1,10,HOU 24,0,33,Mitchell Trubisky pass complete short left to Reggie Gilliam for 8 yards (tackle by Garret Wallow),,
4,4:33,2,2,HOU 16,0,33,Devin Singletary left guard for 12 yards (tackle by Hardy Nickerson),,
4,3:46,1,4,HOU 4,0,39,"Mitchell Trubisky left end for 4 yards, touchdown",,
4,3:36,,,HOU 15,0,40,Tyler Bass kicks extra point good,,
4,3:36,,,BUF 35,0,40,"Tyler Bass kicks off 65 yards, touchback.",,
4,3:36,1,10,HOU 25,0,40,Davis Mills pass complete short right to Anthony Miller for 3 yards (tackle by Tyler Matakevich),,
4,3:03,2,7,HOU 28,0,40,"Davis Mills pass incomplete short right intended for David Johnson. Penalty on Laremy Tunsil: Offensive Holding, 10 yards (accepted) (no play)",,
4,2:57,2,17,HOU 18,0,40,Davis Mills pass complete short left to Pharaoh Brown for 6 yards (tackle by Tyler Matakevich),,
4,2:21,3,11,HOU 24,0,40,Davis Mills pass incomplete deep right intended for Brandin Cooks (defended by Damar Hamlin),,
4,2:13,,,,,,Timeout #1 by Houston Texans,,
4,2:13,4,11,HOU 24,0,40,Davis Mills pass complete deep middle to Brandin Cooks for 16 yards (tackle by Dane Jackson),,
4,2:00,1,10,HOU 40,0,40,Davis Mills pass complete short left to David Johnson for 12 yards (tackle by Tyler Matakevich),,
4,1:33,1,10,BUF 48,0,40,Davis Mills pass short middle intended for Pharaoh Brown is intercepted by Tyler Matakevich at BUF-44 and returned for 15 yards (tackle by Justin Britt),,
4,1:24,1,10,HOU 41,0,40,Mitchell Trubisky kneels for -1 yards,,
4,0:45,2,10,HOU 42,0,40,Mitchell Trubisky kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
