Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
2,5:48,2,3,CIN 21,7,7,Lamar Gordon right tackle for 4 yards (tackle by Artrell Hawkins),4.110,4.440
2,5:19,1,10,CIN 17,7,7,Marc Bulger pass incomplete intended for Marshall Faulk,4.440,3.850
2,5:13,2,10,CIN 17,7,7,Marc Bulger pass incomplete intended for Dane Looker (defended by Artrell Hawkins),3.850,3.070
2,5:07,3,10,CIN 17,7,7,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Justin Smith),3.070,2.990
2,4:43,4,1,CIN 8,7,10,Jeff Wilkins 26 yard field goal good,2.990,3.000
2,,,,STL 30,7,10,"Jeff Wilkins kicks off 77 yards, touchback",0.000,0.280
2,4:39,1,10,CIN 20,7,10,Jon Kitna sacked by Leonard Little and Grant Wistrom for -3 yards,0.280,-0.790
2,4:12,2,13,CIN 17,7,10,"Corey Dillon up the middle for 9 yards (tackle by Jason Sehorn). Penalty on Levi Jones: Offensive Holding, 8 yards (no play)",-0.790,-1.580
2,3:46,2,21,CIN 9,7,10,Jon Kitna pass incomplete intended for Reggie Kelly (defended by Tyoka Jackson),-1.580,-2.710
2,3:42,3,21,CIN 9,7,10,Jon Kitna pass complete to Brandon Bennett for 14 yards (tackle by Grant Wistrom),-2.710,-1.830
2,3:08,4,7,CIN 23,7,10,"Kyle Richardson punts 32 yards, fair catch by Mike Furrey",-1.830,-1.930
2,3:00,1,10,STL 45,7,10,Marc Bulger pass incomplete intended for Brandon Manumaleuna,1.930,1.380
2,2:55,2,10,STL 45,7,10,Marc Bulger pass complete to Shaun McDonald for 11 yards (tackle by Reggie Myles),1.380,2.650
2,2:29,1,10,CIN 44,7,10,Marc Bulger pass incomplete intended for Shaun McDonald,2.650,2.110
2,2:25,2,10,CIN 44,7,10,"Penalty on Andy McCollum: False Start, 5 yards (no play)",2.110,1.440
2,2:25,2,15,CIN 49,7,10,Marc Bulger pass complete to Mike Furrey for 11 yards (tackle by Rogers Beckett),1.440,2.210
2,2:00,3,4,CIN 38,7,10,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Rogers Beckett),2.210,3.640
2,1:23,1,10,CIN 29,7,10,Marc Bulger pass incomplete intended for Mike Furrey,3.640,3.100
2,1:18,2,10,CIN 29,7,10,Mike Furrey left end for 1 yard (tackle by Justin Smith),3.100,2.540
2,0:54,,,,7,10,Timeout #2 by St. Louis Rams,0.000,2.540
2,0:54,3,9,CIN 28,7,16,"Marc Bulger pass complete to Torry Holt for 28 yards, touchdown",2.540,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,CIN 2,7,17,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,17,"Jeff Wilkins kicks off 77 yards, touchback",0.000,0.280
2,0:47,1,10,CIN 20,7,17,Jon Kitna pass complete to Chad Ochocinco for 47 yards (tackle by Jason Sehorn),0.280,3.380
2,0:38,,,,7,17,Timeout #2 by Cincinnati Bengals,0.000,3.380
2,0:38,1,10,STL 33,7,17,Jon Kitna pass incomplete intended for Matt Schobel (defended by Jason Sehorn),3.380,2.840
2,0:36,2,10,STL 33,7,17,Jon Kitna pass incomplete intended for Chad Ochocinco,2.840,2.150
2,0:31,3,10,STL 33,7,17,Brandon Bennett right guard for 3 yards (tackle by Tyoka Jackson),2.150,1.410
2,0:04,,,,7,17,Timeout #3 by Cincinnati Bengals,0.000,1.410
2,0:04,4,7,STL 30,10,17,Shayne Graham 48 yard field goal good,1.410,3.000
Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,10,17,"Jeff Wilkins kicks off 69 yards, returned by Brandon Bennett for 29 yards (tackle by Rich Coady)",0.000,0.940
3,14:54,1,10,CIN 30,10,17,Corey Dillon left end for 7 yards (tackle by Travis Fisher),0.940,1.340
3,14:19,2,3,CIN 37,10,17,Jon Kitna pass complete to Chad Ochocinco for 25 yards (tackle by Adam Archuleta),1.340,3.050
3,13:41,1,10,STL 38,10,17,Corey Dillon right guard for -2 yards (tackle by Jerametrius Butler and Jamie Duncan),3.050,2.240
3,13:03,2,12,STL 40,10,17,Jon Kitna pass incomplete intended for Kelley Washington (defended by Pisa Tinoisamoa),2.240,1.550
3,12:56,3,12,STL 40,10,17,Jon Kitna pass incomplete intended for Brandon Bennett is intercepted by Adam Archuleta at STL-28 and returned for 22 yards (tackle by Jon Kitna),1.550,-2.260
3,12:45,1,10,STL 50,10,17,Marc Bulger pass complete to Marshall Faulk for no gain,2.260,1.710
3,12:02,2,10,STL 50,10,17,Marc Bulger pass incomplete intended for Torry Holt,1.710,1.030
3,11:56,3,10,STL 50,10,17,Marc Bulger pass incomplete intended for Torry Holt (defended by John Thornton),1.030,-0.060
3,11:51,4,10,STL 50,10,17,"Sean Landeta punts 57 yards, returned by Jeff Burris for 102 yards (tackle by Jeremy Loyd). Penalty on CIN: Illegal Substitution (Offsetting), Penalty on STL: Illegal Substitution (Offsetting)",-0.060,-0.740
3,11:25,1,10,CIN 27,10,17,Corey Dillon up the middle for 3 yards (tackle by Tyoka Jackson),0.740,0.600
3,10:46,2,7,CIN 30,10,17,Corey Dillon left guard for 1 yard (tackle by Pisa Tinoisamoa),0.600,0.040
3,10:08,3,6,CIN 31,10,17,Jon Kitna pass complete to Chad Ochocinco for 19 yards (tackle by Travis Fisher),0.040,2.260
3,9:33,1,10,STL 50,10,17,Jon Kitna pass incomplete intended for Chad Ochocinco,2.260,1.710
3,9:26,2,10,STL 50,10,17,Rudi Johnson right tackle for 1 yard (tackle by Grant Wistrom),1.710,1.160
3,8:45,3,9,STL 49,10,17,Jon Kitna sacked by Grant Wistrom for -4 yards,1.160,-0.260
3,8:24,4,13,CIN 47,10,17,"Kyle Richardson punts 53 yards, touchback",-0.260,-0.280
3,8:10,1,10,STL 20,10,17,Marshall Faulk up the middle for 3 yards (tackle by Duane Clemons),0.280,0.140
3,7:35,2,7,STL 23,10,17,Marc Bulger pass incomplete intended for Dane Looker,0.140,-0.560
3,7:29,3,7,STL 23,10,17,Marc Bulger pass complete to Mike Furrey for 16 yards (tackle by Tory James),-0.560,1.530
3,7:02,1,10,STL 39,10,17,Marshall Faulk left end for 6 yards (tackle by Glen Steele and Oliver Gibson),1.530,1.800
3,6:17,2,4,STL 45,10,17,Marshall Faulk left end for 3 yards (tackle by Justin Smith),1.800,1.490
3,5:29,3,1,STL 48,10,17,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Tory James),1.490,2.390
3,4:44,1,10,CIN 48,10,17,"Penalty on Tony Williams: Unnecessary Roughness, 15 yards (no play)",2.390,3.380
3,4:29,1,10,CIN 33,10,17,Marshall Faulk up the middle for 1 yard (tackle by Brian Simmons),3.380,2.970
3,3:42,2,9,CIN 32,10,17,Marc Bulger pass incomplete intended for Torry Holt,2.970,2.280
3,3:34,3,9,CIN 32,10,17,Marc Bulger pass incomplete intended for Torry Holt,2.280,1.240
3,3:30,4,9,CIN 32,10,20,Jeff Wilkins 50 yard field goal good,1.240,3.000
3,,,,STL 30,10,20,"Jeff Wilkins kicks off 66 yards, returned by Kenny Watson for 22 yards (tackle by DeJuan Groce)",0.000,0.670
3,3:18,1,10,CIN 26,10,20,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Rich Coady),0.670,0.130
3,3:15,2,10,CIN 26,10,20,Jon Kitna sacked by Grant Wistrom for -8 yards,0.130,-1.800
3,2:37,3,18,CIN 18,10,20,Jon Kitna pass complete to Brandon Bennett for 5 yards (tackle by Adam Archuleta),-1.800,-1.830
3,2:25,4,13,CIN 23,10,20,"Kyle Richardson punts 38 yards, returned by Mike Furrey for 16 yards (tackle by Rogers Beckett)",-1.830,-2.590
3,2:15,1,10,CIN 45,10,20,Marshall Faulk for 5 yards (tackle by Kevin Hardy),2.590,2.720
3,1:49,2,5,CIN 40,10,20,Marshall Faulk right end for 7 yards (tackle by Rogers Beckett),2.720,3.380
3,0:59,1,10,CIN 33,10,20,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Brian Simmons),3.380,3.380
3,0:15,,,,10,20,Timeout #1 by St. Louis Rams,0.000,3.380
3,0:15,2,6,CIN 29,10,20,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Kevin Kaesviharn),3.380,4.650
Quarter,Time,Down,ToGo,Location,CIN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 14,10,20,Marc Bulger pass incomplete intended for Torry Holt (defended by Tory James),4.650,4.000
4,14:54,2,10,CIN 14,10,20,"Marc Bulger pass complete to Torry Holt for 5 yards (tackle by John Thornton). Torry Holt fumbles (forced by John Thornton), recovered by Torry Holt at CIN-9",4.000,4.050
4,14:17,3,5,CIN 9,10,26,"Marc Bulger pass complete to Marshall Faulk for 9 yards, touchdown",4.050,7.000
4,,,,CIN 2,10,27,"Jeff Wilkins kicks extra point good. Penalty on Artrell Hawkins: Running Into the Kicker, 5 yards",0.000,0.000
4,,,,STL 35,10,27,"Jeff Wilkins kicks off 69 yards, touchback",0.000,0.280
4,14:08,1,10,CIN 20,10,27,Rudi Johnson right tackle for no gain (tackle by Grant Wistrom),0.280,-0.270
4,13:34,2,10,CIN 20,10,27,Rudi Johnson right end for 16 yards (tackle by Jason Sehorn),-0.270,1.330
4,12:58,1,10,CIN 36,10,27,"Jon Kitna pass complete to Rudi Johnson for 3 yards (tackle by Tommy Polley). Penalty on Leonard Little: Roughing the Passer, 15 yards",1.330,2.520
4,12:46,1,10,STL 46,10,27,"Penalty on Levi Jones: False Start, 5 yards (no play)",2.520,2.190
4,12:27,1,15,CIN 49,10,27,Jon Kitna pass complete to Kelley Washington for 12 yards (tackle by Adam Archuleta),2.190,2.920
4,11:53,2,3,STL 39,10,27,Rudi Johnson right tackle for 4 yards (tackle by Adam Archuleta),2.920,3.250
4,11:15,1,10,STL 35,10,27,Jon Kitna pass incomplete intended for Tony Stewart,3.250,2.700
4,11:10,2,10,STL 35,10,27,Jeremi Johnson up the middle for 6 yards (tackle by Damione Lewis),2.700,2.810
4,10:45,3,4,STL 29,10,27,Brandon Bennett right tackle for 6 yards (tackle by Rich Coady),2.810,4.040
4,9:56,1,10,STL 23,10,27,Jon Kitna pass complete to Tony Stewart for 21 yards (tackle by Adam Archuleta),4.040,6.740
4,9:19,1,2,STL 2,10,27,Rudi Johnson right tackle for no gain (tackle by Jamie Duncan),6.740,5.720
4,8:39,2,2,STL 2,10,27,Jon Kitna pass incomplete intended for Tony Stewart,5.720,4.950
4,8:34,3,2,STL 2,10,27,Jon Kitna pass incomplete intended for Kelley Washington is intercepted by Jerametrius Butler and returned for 13 yards (tackle by Mike Goff),4.950,0.380
4,8:26,1,10,STL 8,10,27,Marshall Faulk left tackle for no gain (tackle by Carl Powell and Justin Smith),-0.380,-0.780
4,7:45,2,10,STL 8,10,27,Marshall Faulk right tackle for 5 yards (tackle by Kevin Hardy),-0.780,-0.840
4,6:54,3,5,STL 13,10,27,Marshall Faulk up the middle for 5 yards (tackle by Justin Smith),-0.840,0.040
4,6:08,1,10,STL 18,10,27,Marshall Faulk left guard for 17 yards (tackle by Rogers Beckett),0.040,1.270
4,5:21,1,10,STL 35,10,27,Lamar Gordon right end for -1 yards (tackle by Kevin Hardy),1.270,0.590
4,4:51,2,11,STL 34,10,27,Marshall Faulk left guard for 6 yards (tackle by Tony Williams),0.590,0.700
4,4:03,3,5,STL 40,10,27,Marc Bulger pass complete to Mike Furrey for 7 yards (tackle by Kevin Hardy),0.700,2.060
4,3:20,1,10,STL 47,10,27,Marshall Faulk left end for 17 yards (tackle by Kevin Kaesviharn),2.060,3.180
4,2:32,1,10,CIN 36,10,27,Lamar Gordon left tackle for 2 yards (tackle by Adrian Ross),3.180,2.910
4,2:00,2,8,CIN 34,10,27,"Penalty on Orlando Pace: False Start, 5 yards (no play)",2.910,2.230
4,2:00,2,13,CIN 39,10,27,Brandon Manumaleuna right end for 8 yards (tackle by Kevin Hardy),2.230,2.610
4,1:42,,,,10,27,Timeout #1 by Cincinnati Bengals,0.000,2.610
4,1:42,3,5,CIN 31,10,27,Lamar Gordon up the middle for 11 yards (tackle by Terrell Roberts),2.610,4.240
4,1:00,1,10,CIN 20,10,27,Lamar Gordon right end for -1 yards (tackle by Adrian Ross),4.240,3.560
4,0:46,,,,10,27,Timeout #2 by Cincinnati Bengals,0.000,3.560
4,0:46,2,11,CIN 21,10,27,Marc Bulger kneels for -1 yards (tackle by Justin Smith),3.560,2.740
4,0:10,3,12,CIN 22,10,27,Marc Bulger kneels for -1 yards (tackle by John Thornton),2.740,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
