Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3,14:22,2,9,CIN 26,28,17,Joe Burrow pass complete short right to Tyler Boyd for 5 yards (tackle by Charvarius Ward),,
3,13:39,3,4,CIN 31,28,23,"Joe Burrow pass complete deep left to Ja'Marr Chase for 69 yards, touchdown",,
3,13:30,,,KAN 15,28,24,Evan McPherson kicks extra point good,,
3,13:30,,,CIN 35,28,24,"Evan McPherson kicks off 67 yards, returned by Byron Pringle for 30 yards (tackle by Michael Thomas). Penalty on Dorian O'Daniel: Offensive Holding, 10 yards (accepted)",,
3,13:24,1,10,KAN 18,28,24,Patrick Mahomes pass complete short right to Byron Pringle for 5 yards (tackle by Eli Apple),,
3,12:53,2,5,KAN 23,28,24,Darrel Williams right guard for 3 yards (tackle by Larry Ogunjobi and Sam Hubbard),,
3,12:15,3,2,KAN 26,28,24,Patrick Mahomes scrambles up the middle for 17 yards (tackle by Chidobe Awuzie),,
3,11:39,1,10,KAN 43,28,24,Darrel Williams right tackle for 1 yard (tackle by Sam Hubbard and Logan Wilson),,
3,10:55,2,9,KAN 44,28,24,Patrick Mahomes pass incomplete short right intended for Travis Kelce (defended by Tre Flowers),,
3,10:48,3,9,KAN 44,28,24,Patrick Mahomes pass incomplete short left intended for Byron Pringle (defended by Mike Hilton),,
3,10:43,4,9,KAN 44,28,24,"Tommy Townsend punts 35 yards, returned by Trent Taylor for 3 yards (tackle by Noah Gray and Michael Burton)",,
3,10:30,1,10,CIN 24,28,24,"Joe Burrow pass complete short right to Joe Mixon for 15 yards (tackle by Charvarius Ward and Anthony Hitchens). Penalty on Hakeem Adeniji: Offensive Holding, 10 yards (accepted)",,
3,10:05,1,5,CIN 29,28,24,Samaje Perine up the middle for 4 yards (tackle by Nick Bolton and Anthony Hitchens),,
3,9:26,2,1,CIN 33,28,24,Joe Burrow up the middle for 3 yards (tackle by Derrick Nnadi),,
3,8:43,1,10,CIN 36,28,24,Joe Mixon left tackle for 3 yards (tackle by Willie Gay),,
3,8:09,2,7,CIN 39,28,24,Joe Burrow pass incomplete short right intended for Joe Mixon,,
3,8:07,3,7,CIN 39,28,24,Joe Burrow pass complete short left to Ja'Marr Chase for 6 yards (tackle by Rashad Fenton),,
3,7:09,,,,,,Timeout #1 by Cincinnati Bengals,,
3,7:09,4,1,CIN 45,28,24,Joe Burrow pass complete short right to Tee Higgins for 17 yards (tackle by Tyrann Mathieu),,
3,6:39,1,10,KAN 38,28,24,Joe Burrow pass incomplete short right intended for Tee Higgins,,
3,6:36,2,10,KAN 38,28,24,Joe Mixon up the middle for 1 yard (tackle by Chris Jones),,
3,6:06,3,9,KAN 37,28,24,Joe Burrow sacked by Jarran Reed for -8 yards,,
3,5:19,4,17,KAN 45,28,24,"Kevin Huber punts 27 yards, returned by Demarcus Robinson for 3 yards (tackle by Austin Calitro)",,
3,5:10,1,10,KAN 21,28,24,Patrick Mahomes pass complete short right to Darrel Williams for 11 yards (tackle by Eli Apple),,
3,4:29,1,10,KAN 32,28,24,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,,
3,4:25,2,10,KAN 32,28,24,Darrel Williams up the middle for 19 yards (tackle by Vonn Bell and Jessie Bates),,
3,3:43,1,10,CIN 49,28,24,Darrel Williams left tackle for 8 yards (tackle by Sam Hubbard),,
3,3:05,2,2,CIN 41,28,24,Derrick Gore up the middle for no gain (tackle by Mike Hilton and Sam Hubbard),,
3,2:27,3,2,CIN 41,28,24,"Patrick Mahomes pass complete short middle to Blake Bell for no gain (tackle by Vonn Bell). Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) . Penalty on Tyreek Hill: Illegal Motion, 5 yards (declined) (no play)",,
3,2:06,3,12,KAN 49,28,24,Patrick Mahomes pass complete short left to Noah Gray for 6 yards (tackle by Mike Hilton),,
3,1:19,4,6,CIN 45,28,24,"Tommy Townsend punts 31 yards, fair catch by Trent Taylor at CIN-14",,
3,1:11,1,10,CIN 14,28,24,Joe Burrow pass complete short left to Joe Mixon for 4 yards (tackle by Rashad Fenton),,
3,0:35,2,6,CIN 18,28,24,Joe Mixon up the middle for 3 yards (tackle by L'Jarius Sneed and Juan Thornhill),,
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 21,28,24,"Joe Burrow pass incomplete intended for Tee Higgins. Penalty on L'Jarius Sneed: Defensive Pass Interference, 11 yards (accepted) (no play)",,
4,14:44,1,10,CIN 32,28,24,Joe Burrow pass complete deep right to Tee Higgins for 39 yards (tackle by Rashad Fenton),,
4,14:20,1,10,KAN 29,28,24,Joe Burrow pass complete short left to Ja'Marr Chase for 10 yards (tackle by Anthony Hitchens),,
4,13:39,1,10,KAN 19,28,24,"Penalty on Jackson Carman: False Start, 5 yards (accepted) (no play)",,
4,13:27,1,15,KAN 24,28,24,Joe Burrow scrambles right tackle for 4 yards (tackle by Anthony Hitchens),,
4,12:42,,,,,,Timeout #2 by Cincinnati Bengals,,
4,12:42,2,11,KAN 20,28,24,"Joe Burrow pass complete short left to Ja'Marr Chase for 5 yards (tackle by L'Jarius Sneed). Penalty on L'Jarius Sneed: Horse Collar Tackle, 8 yards (accepted)",,
4,12:22,1,7,KAN 7,28,24,Joe Burrow pass complete short right to Joe Mixon for 2 yards (tackle by Rashad Fenton),,
4,11:48,2,5,KAN 5,28,30,"Joe Burrow pass complete short left to Tyler Boyd for 5 yards, touchdown",,
4,11:44,,,KAN 15,28,31,Evan McPherson kicks extra point good,,
4,11:44,,,CIN 35,28,31,"Evan McPherson kicks off 45 yards, returned by Michael Burton for 12 yards (tackle by Austin Calitro and Michael Thomas)",,
4,11:39,1,10,KAN 32,28,31,Darrel Williams up the middle for 5 yards (tackle by Logan Wilson),,
4,11:05,2,5,KAN 37,28,31,Patrick Mahomes pass complete short left to Josh Gordon for 5 yards (tackle by Chidobe Awuzie),,
4,10:35,1,10,KAN 42,28,31,Darrel Williams left tackle for 8 yards (tackle by B.J. Hill),,
4,10:01,2,2,KAN 50,28,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 6 yards (tackle by Mike Hilton),,
4,9:23,1,10,CIN 44,28,31,Darrel Williams left guard for 11 yards (tackle by Chidobe Awuzie),,
4,8:44,1,10,CIN 33,28,31,Patrick Mahomes pass complete short left to Blake Bell for 4 yards (tackle by Chidobe Awuzie),,
4,8:11,2,6,CIN 29,28,31,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Chidobe Awuzie),,
4,7:36,1,10,CIN 21,28,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 1 yard (tackle by Markus Bailey),,
4,6:56,2,9,CIN 20,28,31,Patrick Mahomes pass complete short left to Demarcus Robinson for 4 yards (tackle by Chidobe Awuzie),,
4,6:22,3,5,CIN 16,28,31,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,,
4,6:04,4,5,CIN 16,31,31,Harrison Butker 34 yard field goal good,,
4,6:01,,,KAN 35,31,31,"Harrison Butker kicks off 65 yards, touchback.",,
4,6:01,1,10,CIN 25,31,31,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Tyrann Mathieu and Anthony Hitchens),,
4,5:18,2,1,CIN 34,31,31,"Penalty on Chris Jones: Encroachment, 5 yards (accepted) (no play)",,
4,5:02,1,10,CIN 39,31,31,Joe Burrow pass complete short right to Joe Mixon for 2 yards (tackle by Melvin Ingram),,
4,4:26,2,8,CIN 41,31,31,Joe Burrow pass complete deep right to Ja'Marr Chase for 35 yards (tackle by Charvarius Ward),,
4,4:03,1,10,KAN 24,31,31,"Joe Mixon for no gain. Penalty on Drew Sample: Offensive Holding, 10 yards (accepted) (no play)",,
4,3:59,1,20,KAN 34,31,31,Joe Burrow sacked by Chris Jones for -7 yards,,
4,3:26,2,27,KAN 41,31,31,Joe Burrow pass incomplete deep left intended for Tee Higgins (defended by Rashad Fenton),,
4,3:19,3,27,KAN 41,31,31,Joe Burrow pass complete deep right to Ja'Marr Chase for 30 yards (tackle by Charvarius Ward),,
4,3:09,1,10,KAN 11,31,31,Joe Mixon right guard for 5 yards (tackle by Anthony Hitchens),,
4,2:25,2,5,KAN 6,31,31,Joe Mixon left tackle for 4 yards (tackle by Tyrann Mathieu and Anthony Hitchens),,
4,2:10,,,,,,Timeout #1 by Kansas City Chiefs,,
4,2:10,3,1,KAN 2,31,31,Joe Mixon right tackle for 1 yard (tackle by Charvarius Ward and Anthony Hitchens),,
4,2:00,1,1,KAN 1,31,31,Joe Burrow up the middle for no gain (tackle by Jarran Reed and Derrick Nnadi),,
4,1:47,,,,,,Timeout #2 by Kansas City Chiefs,,
4,1:47,2,1,KAN 1,31,31,Joe Burrow up the middle for no gain (tackle by Jarran Reed and Tershawn Wharton),,
4,1:44,,,,,,Timeout #3 by Kansas City Chiefs,,
4,1:44,3,1,KAN 1,31,31,Joe Mixon up the middle for no gain (tackle by Daniel Sorensen),,
4,0:57,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:57,4,1,KAN 1,31,31,"Joe Burrow pass complete short left to Joe Mixon for no gain (tackle by Daniel Sorensen) Penalty on CIN: Offensive Holding, 10 yards (offset) Penalty on KAN: Defensive Holding, 5 yards (offset) (no play)",,
4,0:48,4,1,KAN 1,31,31,Joe Burrow pass incomplete intended for Tyler Boyd. Penalty on L'Jarius Sneed: Illegal Use of Hands / Defense (accepted) (no play),,
4,0:43,1,1,KAN 1,31,31,Brandon Allen kneels for no gain,,
4,0:02,2,2,KAN 2,31,31,Brandon Allen spiked the ball,,
4,0:02,3,2,KAN 2,31,34,Evan McPherson 20 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
