Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
2,10:32,1,7,KAN 7,0,3,Joseph Addai left end for 2 yards (tackle by Brandon Carr),5.600,5.150
2,9:47,2,5,KAN 5,0,3,Joseph Addai right guard for -1 yards (tackle by Derrick Johnson and Eric Berry),5.150,4.040
2,9:24,,,,0,3,Timeout #2 by Kansas City Chiefs,0.000,4.040
2,9:24,3,6,KAN 6,0,3,Peyton Manning pass incomplete short right intended for Pierre Garcon,4.040,2.990
2,9:19,4,6,KAN 6,0,6,Adam Vinatieri 24 yard field goal good,2.990,3.000
2,,,,IND 30,0,6,"Pat McAfee kicks off 74 yards, returned by Dexter McCluster for 26 yards (tackle by Pat Angerer)",0.000,0.410
2,9:09,1,10,KAN 22,0,6,Jamaal Charles right tackle for 4 yards (tackle by Aaron Francisco),0.410,0.410
2,8:35,2,6,KAN 26,0,6,Matt Cassel left end for 1 yard (tackle by Philip Wheeler),0.410,-0.160
2,7:49,3,5,KAN 27,0,6,"Matt Cassel pass complete short right to Dexter McCluster for 8 yards. Penalty on Branden Albert: Offensive Holding, 10 yards (no play)",-0.160,-1.680
2,7:25,3,15,KAN 17,0,6,Matt Cassel pass complete short middle to Jamaal Charles for 3 yards (tackle by Clint Session). Penalty on Tony Moeaki: Illegal Formation (Declined),-1.680,-2.030
2,7:04,4,12,KAN 20,0,6,"Dustin Colquitt punts 46 yards, returned by Kenny Moore for no gain. Penalty on Pat Angerer: Illegal Block Above the , 10 yards",-2.030,-0.540
2,6:53,1,10,IND 24,0,6,Peyton Manning pass complete short right to Reggie Wayne for 14 yards (tackle by Brandon Carr),0.540,1.470
2,6:07,1,10,IND 38,0,6,Mike Hart left end for 5 yards (tackle by Jovan Belcher),1.470,1.600
2,5:22,2,5,IND 43,0,6,Mike Hart middle for 2 yards (tackle by Alex Magee),1.600,1.160
2,4:40,3,3,IND 45,0,6,Joseph Addai middle for -3 yards (tackle by Wallace Gilberry),1.160,-0.590
2,4:04,4,6,IND 42,0,6,"Pat McAfee punts 58 yards, touchback",-0.590,-0.280
2,3:54,1,10,KAN 20,0,6,Matt Cassel pass complete short right to Leonard Pope for 11 yards (tackle by Antoine Bethea),0.280,1.000
2,3:26,1,10,KAN 31,0,6,Jamaal Charles right tackle for 4 yards (tackle by Antoine Bethea),1.000,1.000
2,2:50,2,6,KAN 35,0,6,Jamaal Charles right end for 10 yards (tackle by Kelvin Hayden),1.000,1.930
2,2:21,1,10,KAN 45,0,6,Jamaal Charles middle for 3 yards (tackle by Keyunta Dawson),1.930,1.790
2,2:00,2,7,KAN 48,0,6,Matt Cassel pass complete short right to Dwayne Bowe for 12 yards (tackle by Clint Session),1.790,2.920
2,1:38,1,10,IND 40,0,6,Jamaal Charles right guard for -1 yards (tackle by Robert Mathis),2.920,2.240
2,1:07,2,11,IND 41,0,6,"Jamaal Charles middle for 7 yards (tackle by Antoine Bethea). Jamaal Charles fumbles (forced by Antoine Bethea), recovered by Keyunta Dawson at IND-34 (tackle by Barry Richardson)",2.240,-1.200
2,1:00,1,10,IND 34,0,6,Peyton Manning pass complete short right to Austin Collie for 19 yards (tackle by Kendrick Lewis and Eric Berry),1.200,2.460
2,0:38,1,10,KAN 47,0,6,Peyton Manning pass complete short left to Joseph Addai for 4 yards,2.460,2.450
2,0:32,2,6,KAN 43,0,6,Peyton Manning pass complete short left to Dallas Clark for 4 yards (tackle by Brandon Carr),2.450,2.280
2,0:27,3,2,KAN 39,0,6,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Derrick Johnson),2.280,0.660
2,0:24,,,,0,6,Timeout #3 by Kansas City Chiefs,0.000,0.660
2,0:24,4,2,KAN 39,0,6,Joseph Addai middle for 1 yard (tackle by Jon McGraw),0.660,-1.530
2,0:18,1,10,KAN 39,0,6,"Matt Cassel pass complete short right to Chris Chambers for 13 yards. Penalty on Kelvin Hayden: Unnecessary Roughness, 15 yards",1.530,3.380
2,0:11,1,10,IND 33,0,6,Matt Cassel pass complete short right to Tony Moeaki for 6 yards (tackle by Kelvin Hayden),3.380,3.650
2,0:07,2,4,IND 27,3,6,Ryan Succop 45 yard field goal good,3.650,3.000
2,,,,KAN 30,3,6,Ryan Succop kicks off 53 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,6,"Pat McAfee kicks off 73 yards, returned by Dexter McCluster for 16 yards (tackle by Justin Tryon)",0.000,-0.320
3,14:54,1,10,KAN 13,3,6,Thomas Jones middle for 3 yards (tackle by Gary Brackett),-0.320,-0.440
3,14:14,2,7,KAN 16,3,6,Thomas Jones left end for 6 yards (tackle by Antoine Bethea),-0.440,-0.350
3,13:29,3,1,KAN 22,3,6,Thomas Jones middle for -2 yards (tackle by Daniel Muir),-0.350,-2.030
3,12:50,4,3,KAN 20,3,6,"Dustin Colquitt punts 60 yards, fair catch by Kenny Moore",-2.030,-0.280
3,12:41,1,10,IND 20,3,6,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Brandon Carr and Kendrick Lewis),0.280,0.950
3,12:22,2,1,IND 29,3,6,Joseph Addai right tackle for 7 yards (tackle by Eric Berry and Brandon Flowers),0.950,1.330
3,11:40,1,10,IND 36,3,6,Peyton Manning pass complete short right to Pierre Garcon for 17 yards (tackle by Eric Berry),1.330,2.460
3,11:00,1,10,KAN 47,3,6,Peyton Manning pass incomplete short right intended for Dallas Clark,2.460,1.910
3,10:54,2,10,KAN 47,3,6,Peyton Manning pass complete short right to Joseph Addai for 3 yards (tackle by Derrick Johnson),1.910,1.620
3,10:24,3,7,KAN 44,3,6,Peyton Manning pass complete short right to Joseph Addai for 15 yards (tackle by Derrick Johnson),1.620,3.640
3,9:36,1,10,KAN 29,3,6,Peyton Manning pass incomplete deep left intended for Reggie Wayne,3.640,3.100
3,9:30,2,10,KAN 29,3,6,"Peyton Manning sacked by Tamba Hali for -4 yards. Peyton Manning fumbles (forced by Tamba Hali), recovered by Jeff Saturday at KAN-29",3.100,2.410
3,8:41,3,10,KAN 29,3,6,Peyton Manning pass incomplete deep right intended for Pierre Garcon,2.410,1.500
3,8:36,4,10,KAN 29,3,9,Adam Vinatieri 47 yard field goal good,1.500,3.000
3,,,,IND 30,3,9,"Pat McAfee kicks off 74 yards, returned by Dexter McCluster for 32 yards (tackle by Jacob Tamme)",0.000,0.810
3,8:24,1,10,KAN 28,3,9,Jamaal Charles left end for 14 yards (tackle by Antoine Bethea),0.810,1.730
3,8:00,1,10,KAN 42,3,9,Matt Cassel pass complete short right to Tony Moeaki for 27 yards (tackle by Antoine Bethea),1.730,3.510
3,7:26,1,10,IND 31,3,9,Jamaal Charles right tackle for 7 yards (tackle by Daniel Muir),3.510,3.910
3,6:45,2,3,IND 24,3,9,Matt Cassel pass complete short left to Dexter McCluster for 7 yards (tackle by Jerraud Powers),3.910,4.440
3,6:09,1,10,IND 17,3,9,Matt Cassel pass complete short right to Terrance Copper for 5 yards (tackle by Kelvin Hayden),4.440,4.690
3,5:29,2,5,IND 12,3,9,Thomas Jones left end for -5 yards (tackle by Eric Foster),4.690,3.070
3,4:46,3,10,IND 17,3,9,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.070,2.310
3,4:40,4,10,IND 17,6,9,Ryan Succop 35 yard field goal good,2.310,3.000
3,,,,KAN 30,6,9,"Ryan Succop kicks off 70 yards, returned by Kenny Moore for 23 yards (tackle by Andy Studebaker)",0.000,0.480
3,4:30,1,10,IND 23,6,9,Peyton Manning pass incomplete short right intended for Dallas Clark,0.480,-0.070
3,4:23,,,,6,9,Timeout #1 by Indianapolis Colts,0.000,-0.070
3,4:23,2,10,IND 23,6,9,Joseph Addai middle for -3 yards (tackle by Glenn Dorsey),-0.070,-1.150
3,3:50,3,13,IND 20,6,9,Peyton Manning pass incomplete short right intended for Pierre Garcon is intercepted by Jon McGraw at IND-34 and returned for 4 yards,-1.150,-3.580
3,3:44,1,10,IND 30,6,9,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,3.580,3.030
3,3:37,2,10,IND 30,6,9,Matt Cassel pass incomplete short left intended for Dwayne Bowe,3.030,2.340
3,3:34,3,10,IND 30,6,9,Matt Cassel pass incomplete short left intended for Dexter McCluster,2.340,1.410
3,3:31,4,10,IND 30,6,9,"Penalty on Daniel Muir: Encroachment, 5 yards (no play)",1.410,1.850
3,3:31,4,5,IND 25,9,9,Ryan Succop 43 yard field goal good,1.850,3.000
3,,,,KAN 30,9,9,"Ryan Succop kicks off 72 yards, returned by Kenny Moore for 18 yards (tackle by Terrance Copper)",0.000,-0.140
3,3:21,1,10,IND 16,9,9,Mike Hart middle for 1 yard (tackle by Tamba Hali and Mike Vrabel),-0.140,-0.510
3,2:47,2,9,IND 17,9,9,Peyton Manning pass complete short left to Mike Hart for 5 yards (tackle by Mike Vrabel and Jon McGraw),-0.510,-0.570
3,2:06,3,4,IND 22,9,9,Mike Hart right end for 6 yards (tackle by Brandon Flowers),-0.570,0.810
3,1:33,1,10,IND 28,9,9,Peyton Manning pass complete short right to Pierre Garcon for 9 yards,0.810,1.480
3,1:19,2,1,IND 37,9,9,Mike Hart right guard for 3 yards (tackle by Alex Magee),1.480,1.600
3,0:47,1,10,IND 40,9,9,"Peyton Manning pass incomplete deep middle intended for Austin Collie. Penalty on Derrick Johnson: Defensive Pass Interfere, 23 yards (no play)",1.600,3.120
3,0:41,1,10,KAN 37,9,9,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Tamba Hali),3.120,2.570
3,0:38,2,10,KAN 37,9,9,Mike Hart right guard for 4 yards (tackle by Glenn Dorsey),2.570,2.410
3,0:21,3,6,KAN 33,9,9,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Brandon Carr),2.410,3.970
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 24,9,9,Peyton Manning pass incomplete deep right intended for Pierre Garcon,3.970,3.430
4,14:55,2,10,KAN 24,9,9,Peyton Manning pass incomplete short left intended for Dallas Clark,3.430,2.740
4,14:50,3,10,KAN 24,9,9,Peyton Manning pass incomplete short right intended for Pierre Garcon,2.740,1.870
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
4,14:45,4,10,KAN 24,9,12,Adam Vinatieri 42 yard field goal good,1.870,3.000
4,,,,IND 30,9,12,"Pat McAfee kicks off 72 yards, returned by Dexter McCluster for 25 yards (tackle by Jacob Tamme)",0.000,0.480
4,14:34,1,10,KAN 23,9,12,Jamaal Charles middle for 2 yards (tackle by Robert Mathis),0.480,0.200
4,13:54,2,8,KAN 25,9,12,Matt Cassel pass incomplete short left intended for Dwayne Bowe,0.200,-0.490
4,13:50,3,8,KAN 25,9,12,Matt Cassel pass incomplete deep right intended for Dexter McCluster,-0.490,-1.700
4,13:42,4,8,KAN 25,9,12,"Dustin Colquitt punts 54 yards, returned by Kenny Moore for no gain",-1.700,-0.340
4,13:33,1,10,IND 21,9,12,Peyton Manning pass complete short left to Austin Collie for 2 yards (tackle by Mike Vrabel),0.340,0.070
4,12:59,2,8,IND 23,9,12,Peyton Manning pass incomplete short left intended for Reggie Wayne,0.070,-0.630
4,12:55,3,8,IND 23,9,12,Peyton Manning pass complete short left to Austin Collie for 16 yards (tackle by Javier Arenas and Kendrick Lewis),-0.630,1.530
4,12:20,1,10,IND 39,9,12,Mike Hart middle for 8 yards (tackle by Derrick Johnson and Jon McGraw),1.530,2.070
4,11:54,2,2,IND 47,9,12,"Mike Hart middle for 3 yards (tackle by Alex Magee). Penalty on Jamey Richard: Offensive Holding, 10 yards (no play)",2.070,0.720
4,11:26,2,12,IND 37,9,12,Peyton Manning pass incomplete short right intended for Pierre Garcon,0.720,0.040
4,11:21,3,12,IND 37,9,12,Peyton Manning pass incomplete short right intended for Austin Collie,0.040,-0.910
4,11:16,4,12,IND 37,9,12,"Pat McAfee punts 47 yards, fair catch by Dexter McCluster",-0.910,0.140
4,11:09,1,10,KAN 16,9,12,Matt Cassel pass complete short right to Jamaal Charles for 5 yards (tackle by Philip Wheeler),-0.140,0.150
4,10:29,2,5,KAN 21,9,12,Thomas Jones middle for 2 yards (tackle by Robert Mathis),0.150,-0.450
4,9:48,3,3,KAN 23,9,12,Matt Cassel pass incomplete short left intended for Jamaal Charles,-0.450,-1.830
4,9:45,4,3,KAN 23,9,12,"Dustin Colquitt punts 52 yards, returned by Kenny Moore for 4 yards (tackle by Demorrio Williams)",-1.830,-0.870
4,9:35,1,10,IND 29,9,12,Peyton Manning pass incomplete short left intended for Reggie Wayne,0.870,0.330
4,9:30,2,10,IND 29,9,12,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Jon McGraw and Brandon Flowers),0.330,0.700
4,8:51,3,2,IND 37,9,12,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Brandon Carr),0.700,1.990
4,8:18,1,10,IND 46,9,12,Mike Hart middle for 1 yard (tackle by Glenn Dorsey and Mike Vrabel),1.990,1.590
4,7:41,2,9,IND 47,9,12,Peyton Manning pass complete short right to Dallas Clark for 9 yards (tackle by Brandon Flowers),1.590,2.650
4,7:01,1,10,KAN 44,9,12,Peyton Manning pass incomplete deep middle intended for Pierre Garcon (defended by Brandon Flowers),2.650,2.110
4,6:55,2,10,KAN 44,9,12,Peyton Manning pass complete short left to Dallas Clark for 7 yards (tackle by Javier Arenas),2.110,2.350
4,6:22,3,3,KAN 37,9,12,Peyton Manning pass complete short right to Austin Collie for 5 yards (tackle by Javier Arenas),2.350,3.450
4,5:47,1,10,KAN 32,9,12,Mike Hart left guard for 6 yards (tackle by Tamba Hali),3.450,3.710
4,5:02,2,4,KAN 26,9,12,Peyton Manning pass complete short right to Austin Collie for 6 yards (tackle by Brandon Flowers and Javier Arenas),3.710,4.240
4,4:17,1,10,KAN 20,9,12,Peyton Manning pass complete short right to Pierre Garcon for 4 yards,4.240,4.280
4,4:13,2,6,KAN 16,9,12,"Mike Hart middle for 3 yards (tackle by Tamba Hali). Penalty on Brandon Flowers: Defensive 12 On-field, 5 yards (no play)",4.280,5.260
4,4:09,2,1,KAN 11,9,18,"Mike Hart left tackle for 11 yards, touchdown",5.260,7.000
4,,,,KAN 2,9,19,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,9,19,"Pat McAfee kicks off 73 yards, returned by Dexter McCluster for 21 yards (tackle by Cody Glenn)",0.000,0.040
4,3:58,1,10,KAN 18,9,19,Matt Cassel pass complete short right to Tony Moeaki for 8 yards (tackle by Clint Session and Kelvin Hayden),0.040,0.680
4,3:32,2,2,KAN 26,9,19,Jamaal Charles right end for 6 yards (tackle by Clint Session and Gary Brackett),0.680,1.070
4,3:07,1,10,KAN 32,9,19,Matt Cassel pass incomplete short left intended for Jamaal Charles,1.070,0.530
4,3:00,2,10,KAN 32,9,19,Matt Cassel pass complete short left to Chris Chambers for 10 yards (tackle by Jerraud Powers),0.530,1.730
4,2:35,1,10,KAN 42,9,19,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Aaron Francisco),1.730,1.190
4,2:28,2,10,KAN 42,9,19,Matt Cassel pass complete short left to Jamaal Charles for 6 yards (tackle by Clint Session),1.190,1.290
4,2:03,3,4,KAN 48,9,19,"Matt Cassel sacked for -5 yards. Matt Cassel fumbles, recovered by Casey Wiegmann at KAN-40",1.290,-0.720
4,1:56,4,12,KAN 40,9,19,Matt Cassel pass complete deep right to Dwayne Bowe for 21 yards (tackle by Aaron Francisco and Gary Brackett),-0.720,2.980
4,1:32,1,10,IND 39,9,19,Matt Cassel pass incomplete short right intended for Dwayne Bowe,2.980,2.440
4,1:28,2,10,IND 39,9,19,Jamaal Charles middle for -3 yards (tackle by Dwight Freeney),2.440,1.360
4,1:21,,,,9,19,Timeout #1 by Kansas City Chiefs,0.000,1.360
4,1:21,3,13,IND 42,9,19,Matt Cassel pass complete short middle to Tony Moeaki for 9 yards (tackle by Clint Session),1.360,1.180
4,1:17,,,,9,19,Timeout #2 by Kansas City Chiefs,0.000,1.180
4,1:17,4,4,IND 33,9,19,Ryan Succop 51 yard field goal no good,1.180,-1.660
4,1:12,1,10,IND 41,9,19,Peyton Manning kneels for -1 yards,1.660,0.990
4,1:10,,,,9,19,Timeout #3 by Kansas City Chiefs,0.000,0.990
4,1:10,2,11,IND 40,9,19,Peyton Manning kneels for -1 yards,0.990,0.170
4,0:37,3,12,IND 39,9,19,Peyton Manning kneels for -1 yards,0.170,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
