Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
2,12:24,2,4,SDG 46,3,0,Philip Rivers pass complete short left to Malcom Floyd for 3 yards (tackle by Keenan Lewis),1.860,1.550
2,11:47,3,1,SDG 49,3,0,Jackie Battle up the middle for -1 yards (tackle by Casey Hampton and Cortez Allen),1.550,-0.190
2,11:07,4,2,SDG 48,3,0,"Mike Scifres punts 43 yards, out of bounds",-0.190,0.380
2,10:56,1,10,PIT 9,3,0,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 5 yards (tackle by Demorrio Williams and Shaun Phillips),-0.380,-0.390
2,10:19,2,5,PIT 14,3,0,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Antoine Cason),-0.390,-0.840
2,10:13,3,5,PIT 14,3,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by Corey Liuget),-0.840,-2.470
2,10:05,4,5,PIT 14,3,0,Drew Butler punts 32 yards,-2.470,-2.520
2,9:59,1,10,PIT 46,3,0,Ryan Mathews up the middle for 1 yard (tackle by Evander Hood and James Harrison),2.520,2.110
2,9:20,2,9,PIT 45,3,0,Philip Rivers pass incomplete short right intended for Malcom Floyd,2.110,1.420
2,9:16,3,9,PIT 45,3,0,Philip Rivers pass incomplete short middle intended for Danario Alexander,1.420,0.270
2,9:10,4,9,PIT 45,3,0,"Mike Scifres punts 38 yards, fair catch by Antonio Brown",0.270,0.380
2,9:01,1,10,PIT 7,3,0,"Isaac Redman left guard for 1 yard (tackle by Takeo Spikes). Penalty on Mike Wallace: Offensive Holding, 3 yards (no play)",-0.380,-0.490
2,8:38,1,13,PIT 4,3,0,Ben Roethlisberger left guard for 8 yards (tackle by Takeo Spikes),-0.490,-0.420
2,7:51,2,5,PIT 12,3,0,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,-0.420,0.000
2,7:43,,,,3,0,Timeout #1 by Pittsburgh Steelers,0.000,-0.840
2,7:43,3,5,PIT 12,3,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,-0.840,-2.490
2,7:40,4,5,PIT 12,3,0,"Drew Butler punts 45 yards, returned by Micheal Spurlock for 21 yards (tackle by Will Allen)",-2.490,-3.180
2,7:28,1,10,PIT 36,3,0,Philip Rivers sacked by Evander Hood for 0 yards,3.180,2.640
2,6:57,2,10,PIT 36,3,0,Danario Alexander pass incomplete short right intended for Philip Rivers,2.640,1.950
2,6:49,3,10,PIT 36,3,0,Philip Rivers pass incomplete deep middle intended for Danario Alexander (defended by Keenan Lewis),1.950,0.880
2,6:42,4,10,PIT 36,3,0,Mike Scifres punts 25 yards,0.880,0.370
2,6:35,1,10,PIT 11,3,0,Jonathan Dwyer up the middle for 2 yards (tackle by Eric Weddle and Kendall Reyes),-0.370,-0.630
2,5:54,2,8,PIT 13,3,0,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Eric Weddle),-0.630,0.000
2,5:45,,,,3,0,Timeout #2 by Pittsburgh Steelers,0.000,-1.190
2,5:45,3,8,PIT 13,3,0,Ben Roethlisberger sacked by Marcus Gilchrist for -7 yards,-1.190,-2.490
2,5:27,4,15,PIT 6,3,0,Drew Butler punts 49 yards,-2.490,-2.390
2,5:18,1,10,PIT 48,3,0,Ryan Mathews right tackle for 2 yards (tackle by Lawrence Timmons),2.390,2.120
2,4:34,2,8,PIT 46,3,0,Philip Rivers pass complete short left to Ronnie Brown for 7 yards (tackle by Cortez Allen),2.120,2.340
2,3:48,3,1,PIT 39,9,0,"Philip Rivers pass complete deep left to Danario Alexander for 39 yards, touchdown. Penalty on Curtis Brown: Illegal Contact (Declined)",2.340,7.000
2,3:48,,,PIT 2,10,0,Nick Novak kicks extra point good,0.000,0.000
2,,,,SDG 35,,,"Nick Novak kicks off 61 yards, returned by Chris Rainey for 34 yards (tackle by Shareece Wright)",,
2,3:31,1,10,PIT 38,10,0,Ben Roethlisberger right tackle for 5 yards (tackle by Takeo Spikes),1.470,1.600
2,2:56,2,5,PIT 43,10,0,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 4 yards (tackle by Quentin Jammer),1.600,1.420
2,2:22,3,1,PIT 47,10,0,Jonathan Dwyer up the middle for no gain (tackle by Aubrayo Franklin),1.420,-0.260
2,2:00,4,1,PIT 47,10,0,Isaac Redman up the middle for no gain (tackle by Cam Thomas and Demorrio Williams),-0.260,-2.460
2,1:58,1,10,PIT 47,10,0,Ronnie Brown right guard for no gain (tackle by Cortez Allen),2.460,1.910
2,1:29,2,10,PIT 47,10,0,Philip Rivers pass incomplete short right intended for Malcom Floyd,1.910,1.220
2,1:24,3,10,PIT 47,10,0,Philip Rivers pass complete short left to Micheal Spurlock for 12 yards (tackle by Cortez Allen),1.220,3.250
2,1:16,1,10,PIT 35,10,0,Philip Rivers pass complete short left to Antonio Gates for 14 yards (tackle by Curtis Brown),3.250,4.170
2,1:09,1,10,PIT 21,10,0,Philip Rivers pass incomplete short right intended for Ronnie Brown,4.170,3.630
2,1:05,2,10,PIT 21,10,0,Philip Rivers pass incomplete deep right intended for Malcom Floyd,3.630,0.000
2,0:59,,,,10,0,Timeout #1 by San Diego Chargers,0.000,2.940
2,0:59,3,10,PIT 21,10,0,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.940,2.060
2,0:54,4,10,PIT 21,13,0,Nick Novak 39 yard field goal good,2.060,3.000
2,0:50,,,SDG 35,13,0,"Nick Novak kicks off 65 yards, returned by Chris Rainey for 10 yards (tackle by Jackie Battle)",0.000,-0.380
2,0:45,1,10,PIT 10,13,0,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards,-0.380,0.340
2,0:40,1,10,PIT 21,13,0,Ben Roethlisberger pass complete deep middle to Emmanuel Sanders for 31 yards (tackle by Corey Lynch),0.340,0.000
2,0:28,,,,13,0,Timeout #3 by Pittsburgh Steelers,0.000,2.390
2,0:28,1,10,SDG 48,13,0,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,2.390,1.850
2,0:22,2,10,SDG 48,13,0,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Corey Liuget),1.850,1.160
2,0:19,3,10,SDG 48,13,0,Ben Roethlisberger pass complete short middle to Mike Wallace for 17 yards (tackle by Shareece Wright),1.160,3.510
2,0:04,1,10,SDG 31,13,0,Ben Roethlisberger spiked the ball,3.510,2.970
2,0:04,2,10,SDG 31,13,3,Shaun Suisham 49 yard field goal good,2.970,3.000
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,13,3,"Shaun Suisham kicks off 68 yards, returned by Micheal Spurlock for 25 yards (tackle by Curtis Brown)",0.000,0.410
3,14:55,1,10,SDG 22,13,3,Ryan Mathews right tackle for 1 yard (tackle by Lawrence Timmons),0.410,0.000
3,14:16,2,9,SDG 23,13,3,Philip Rivers pass complete short left to Danario Alexander for 8 yards (tackle by Lawrence Timmons and Brett Keisel),0.000,0.370
3,13:33,3,1,SDG 31,13,3,Philip Rivers pass complete short left to Danario Alexander for 8 yards (tackle by Lawrence Timmons),0.370,1.530
3,12:52,1,10,SDG 39,13,3,Philip Rivers pass incomplete short left intended for Dante Rosario,1.530,0.990
3,12:48,2,10,SDG 39,13,3,Ryan Mathews right tackle for 7 yards (tackle by Brett Keisel and Ryan Clark),0.990,1.220
3,12:02,3,3,SDG 46,13,3,Philip Rivers pass complete short left to Micheal Spurlock for 5 yards (tackle by Cortez Allen),1.220,2.320
3,11:25,1,10,PIT 49,13,3,Jackie Battle right guard for 2 yards (tackle by Lawrence Timmons),2.320,2.050
3,10:41,2,8,PIT 47,13,3,Ryan Mathews right tackle for 9 yards (tackle by Cortez Allen),2.050,3.050
3,10:08,1,10,PIT 38,13,3,Philip Rivers pass incomplete short right intended for Le'Ron McClain,3.050,2.510
3,10:02,2,10,PIT 38,13,3,Philip Rivers left end for 5 yards (tackle by Lawrence Timmons),2.510,2.480
3,9:35,3,5,PIT 33,13,3,Philip Rivers pass complete short left to Danario Alexander for 7 yards (tackle by Curtis Brown),2.480,3.840
3,8:47,1,10,PIT 26,13,3,Ryan Mathews left end for 2 yards (tackle by James Harrison),3.840,3.570
3,8:14,2,8,PIT 24,13,3,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",3.570,2.890
3,7:48,2,13,PIT 29,13,3,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.890,2.210
3,7:43,3,13,PIT 29,13,3,Ronnie Brown right guard for 17 yards (tackle by Troy Polamalu),2.210,4.780
3,7:00,1,10,PIT 12,13,3,Ryan Mathews right guard for 2 yards (tackle by Larry Foote),4.780,4.450
3,6:17,2,8,PIT 10,13,3,Ryan Mathews right guard for 7 yards (tackle by Troy Polamalu and Curtis Brown),4.450,5.060
3,5:33,3,1,PIT 3,19,3,"Philip Rivers pass complete short right to Malcom Floyd for 3 yards, touchdown",5.060,7.000
3,5:33,,,PIT 2,20,3,Nick Novak kicks extra point good,0.000,0.000
3,5:28,,,SDG 35,20,3,"Nick Novak kicks off 70 yards, returned by Chris Rainey for 29 yards (tackle by Bront Bird). Penalty on Cameron Heyward: Offensive Holding, 8 yards",0.000,-0.380
3,5:20,1,10,PIT 8,26,3,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Quentin Jammer at PIT-0, touchdown",-0.380,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,,,,PIT 2,27,3,Nick Novak kicks extra point good,0.000,0.000
3,5:16,,,SDG 35,27,3,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
3,5:16,1,10,PIT 20,27,3,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Bront Bird),0.280,0.140
3,4:50,2,7,PIT 23,27,3,Jonathan Dwyer up the middle for 14 yards (tackle by Bront Bird and Eric Weddle),0.140,1.400
3,4:30,1,10,PIT 37,27,3,Jonathan Dwyer up the middle for 6 yards (tackle by Marcus Gilchrist and Bront Bird),1.400,1.670
3,3:58,2,4,PIT 43,27,3,Ben Roethlisberger pass incomplete short left intended for Isaac Redman,1.670,0.960
3,3:54,3,4,PIT 43,27,3,Ben Roethlisberger left end for 8 yards,0.960,2.320
3,3:14,1,10,SDG 49,27,3,Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Antoine Cason and Melvin Ingram),2.320,3.000
3,2:40,2,1,SDG 40,27,9,"Ben Roethlisberger pass complete deep right to Mike Wallace for 40 yards, touchdown",3.000,7.000
3,2:40,,,,27,9,"Penalty on SDG: Defensive 12 On-field, 5 yards",0.000,0.000
3,2:40,,,SDG 2,27,10,Shaun Suisham kicks extra point good,0.000,0.000
3,2:33,,,PIT 40,27,10,"Shaun Suisham kicks off 60 yards, touchback",0.000,0.280
3,2:33,1,10,SDG 20,27,10,Ryan Mathews right guard for 1 yard (tackle by Larry Foote and Evander Hood),0.280,-0.130
3,1:51,2,9,SDG 21,27,10,Philip Rivers pass complete short right to Micheal Spurlock for 7 yards,-0.130,0.100
3,1:20,3,2,SDG 28,27,10,Philip Rivers pass incomplete short left intended for Danario Alexander,0.100,-1.500
3,1:14,4,2,SDG 28,27,10,Eric Weddle left end for 4 yards (tackle by Robert Golden),-1.500,1.070
3,0:27,1,10,SDG 32,27,10,Ryan Mathews up the middle for no gain (tackle by Larry Foote),1.070,0.530
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SDG 32,27,10,Philip Rivers pass complete short right to Malcom Floyd for 4 yards (tackle by Keenan Lewis),0.530,0.370
4,14:19,3,6,SDG 36,27,10,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Lawrence Timmons),0.370,2.060
4,13:39,1,10,SDG 47,27,10,Philip Rivers pass complete short left to Micheal Spurlock for 13 yards (tackle by Troy Polamalu),2.060,2.920
4,13:09,1,10,PIT 40,27,10,Ryan Mathews left end for 1 yard (tackle by Lawrence Timmons),2.920,2.510
4,12:26,2,9,PIT 39,27,10,Philip Rivers pass complete short left to Danario Alexander for 5 yards (tackle by Cortez Allen),2.510,2.480
4,11:39,3,4,PIT 34,27,10,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",2.480,1.820
4,11:17,3,9,PIT 39,27,10,"Philip Rivers pass incomplete short left intended for Ronnie Brown. Penalty on Philip Rivers: Intentional Grounding, 14 yards",1.820,-0.260
4,11:12,4,23,SDG 47,27,10,"Mike Scifres punts 41 yards, returned by Antonio Brown for 21 yards (tackle by Jackie Battle). Penalty on Brandon Johnson: Defensive Holding, 6 yards",-0.260,0.380
4,11:01,1,10,PIT 6,27,10,Chris Rainey right guard for 6 yards (tackle by Bront Bird),-0.380,-0.340
4,10:35,2,4,PIT 12,27,10,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders is intercepted by Bront Bird at PIT-17,-0.340,-4.440
4,10:25,1,10,PIT 17,27,10,Ryan Mathews left guard for 2 yards (tackle by Larry Foote),4.440,4.150
4,9:52,2,8,PIT 15,33,10,"Philip Rivers pass complete short left to Danario Alexander for 15 yards, touchdown",4.150,7.000
4,9:52,,,PIT 2,34,10,Nick Novak kicks extra point good,0.000,0.000
4,9:46,,,SDG 35,34,10,"Nick Novak kicks off 65 yards, returned by Chris Rainey for 19 yards (tackle by Larry English)",0.000,0.150
4,9:40,1,10,PIT 19,34,10,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,0.150,-0.390
4,9:31,2,10,PIT 19,34,10,Ben Roethlisberger pass complete short middle to Jonathan Dwyer for 9 yards (tackle by Bront Bird),-0.390,0.100
4,8:59,3,1,PIT 28,34,10,Ben Roethlisberger pass complete short right to Mike Wallace for 5 yards (tackle by Marcus Gilchrist),0.100,1.140
4,8:35,1,10,PIT 33,34,10,"Ben Roethlisberger pass incomplete deep right intended for Mike Wallace. Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",1.140,0.480
4,8:28,1,20,PIT 23,34,10,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.480,-0.760
4,8:20,2,20,PIT 23,34,10,Ben Roethlisberger pass complete deep right to Mike Wallace for 19 yards (tackle by Corey Lynch),-0.760,1.090
4,7:49,3,1,PIT 42,34,10,Ben Roethlisberger pass complete short right to Mike Wallace for 10 yards (tackle by Quentin Jammer),1.090,2.390
4,7:21,1,10,SDG 48,34,10,Ben Roethlisberger pass complete short right to Heath Miller for 20 yards (tackle by Corey Lynch),2.390,3.710
4,6:51,1,10,SDG 28,34,10,Ben Roethlisberger pass incomplete deep middle intended for Jerricho Cotchery (defended by Eric Weddle),3.710,3.170
,,,,,,,"SDG challenged the pass completion ruling, and the original play was overturned.",,
4,6:47,2,10,SDG 28,34,10,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown. Penalty on Antoine Cason: Defensive Pass Interference, 7 yards (no play)",3.170,4.170
4,6:43,1,10,SDG 21,34,10,Ben Roethlisberger for 10 yards (tackle by Antoine Cason),4.170,4.840
4,6:17,1,10,SDG 11,34,16,"Ben Roethlisberger pass complete short middle to Mike Wallace for 11 yards, touchdown",4.840,7.000
4,6:17,,,SDG 2,34,17,Shaun Suisham kicks extra point good,0.000,0.000
4,6:07,,,PIT 35,34,17,Shaun Suisham kicks off 30 yards (tackle by Stevenson Sylvester),0.000,1.200
4,6:05,1,10,SDG 34,34,17,Ryan Mathews left tackle for 2 yards (tackle by Troy Polamalu and Casey Hampton),1.200,0.930
4,5:22,2,8,SDG 36,34,17,Ryan Mathews up the middle for 3 yards (tackle by Evander Hood),0.930,0.630
4,4:38,3,5,SDG 39,34,17,Ryan Mathews left guard for -2 yards (tackle by Evander Hood),0.630,0.000
4,4:34,,,,34,17,Timeout #1 by Pittsburgh Steelers,0.000,-0.910
4,4:34,4,7,SDG 37,34,17,"Mike Scifres punts 36 yards, fair catch by Antonio Brown",-0.910,-0.740
4,4:27,1,10,PIT 27,34,17,Ben Roethlisberger sacked by Corey Liuget for -7 yards,0.740,-0.750
4,4:01,2,17,PIT 20,34,17,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Antoine Cason),-0.750,-1.420
4,3:55,3,17,PIT 20,34,17,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders (defended by Corey Lynch),-1.420,-2.030
4,3:47,4,17,PIT 20,34,17,Drew Butler punts 79 yards,-2.030,0.380
4,3:35,1,10,SDG 1,34,17,Le'Ron McClain up the middle for 1 yard (tackle by Casey Hampton),-0.380,-0.710
4,2:53,2,9,SDG 2,34,17,Le'Ron McClain up the middle for 2 yards (tackle by Cameron Heyward),-0.710,0.000
4,2:48,,,,34,17,Timeout #2 by Pittsburgh Steelers,0.000,-1.070
4,2:42,3,7,SDG 4,34,17,Le'Ron McClain right guard for 1 yard (tackle by Ryan Clark and Larry Foote),-1.070,0.000
4,2:42,,,,34,17,Timeout #3 by Pittsburgh Steelers,0.000,-2.490
4,2:42,4,6,SDG 5,34,17,Mike Scifres punts 39 yards,-2.490,-2.650
4,2:33,1,10,SDG 44,34,17,Ben Roethlisberger pass complete short middle to Heath Miller for 13 yards (tackle by Marcus Gilchrist),2.650,3.510
4,2:08,1,10,SDG 31,34,17,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards (tackle by Antoine Cason),3.510,4.440
4,2:00,1,10,SDG 17,34,17,Ben Roethlisberger pass incomplete deep left intended for Plaxico Burress,4.440,3.850
4,1:55,2,10,SDG 17,34,17,"Ben Roethlisberger pass complete short left to Chris Rainey for 5 yards (tackle by Takeo Spikes). Penalty on Max Starks: Illegal Use of Hands, 10 yards (no play)",3.850,2.540
4,1:41,2,20,SDG 27,34,17,Ben Roethlisberger pass complete deep middle to Heath Miller for 26 yards (tackle by Eric Weddle),2.540,6.970
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
4,1:08,1,1,SDG 1,34,17,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,6.970,5.910
4,1:02,2,1,SDG 1,34,23,"Ben Roethlisberger pass complete short right to Antonio Brown for 1 yard, touchdown",5.910,7.000
4,1:02,,,SDG 2,34,24,Shaun Suisham kicks extra point good,0.000,0.000
4,0:58,,,PIT 35,34,24,"Shaun Suisham kicks onside 13 yards, recovered by Andrew Gachkar and returned for -4 yards. Penalty on SDG: Low Block, 15 yards (no play)",0.000,-0.380
4,,,,,,,--,,
4,0:54,1,10,SDG 4,34,24,Philip Rivers kneels for -1 yards,-0.380,-0.850
4,0:28,2,11,SDG 3,34,24,Philip Rivers kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
