Quarter,Time,Down,ToGo,Location,LVR,LAC,Detail,EPB,EPA
3,6:22,4,2,LAC 45,7,21,Justin Herbert pass complete short left to Jared Cook for 6 yards (tackle by Johnathan Abram),,
3,5:41,1,10,LVR 49,7,21,Justin Herbert pass incomplete short left intended for Donald Parham,,
3,5:36,2,10,LVR 49,7,21,Justin Herbert pass incomplete short right intended for Mike Williams (defended by Maxx Crosby),,
3,5:33,3,10,LVR 49,7,21,Justin Herbert sacked by Darius Philon for -5 yards,,
3,4:50,4,15,LAC 46,7,21,Ty Long punts 35 yards downed by Matt Overton,,
3,4:39,1,10,LVR 19,7,21,Derek Carr pass complete short left to Josh Jacobs for 9 yards (tackle by Drue Tranquill),,
3,4:05,2,1,LVR 28,7,21,"Derek Carr pass incomplete deep right intended for Henry Ruggs. Penalty on Asante Samuel: Defensive Pass Interference, 45 yards (accepted) (no play)",,
3,3:57,1,10,LAC 27,7,21,Peyton Barber left guard for no gain (tackle by Kyzir White and Nasir Adderley),,
3,3:16,2,10,LAC 27,7,21,Derek Carr pass complete deep right to Darren Waller for 18 yards (tackle by Nasir Adderley),,
3,2:33,1,9,LAC 9,7,21,Josh Jacobs right guard for 6 yards (tackle by Christian Covington),,
3,1:58,2,3,LAC 3,7,21,Derek Carr pass incomplete short right,,
3,1:51,3,3,LAC 3,13,21,"Derek Carr pass complete short left to Darren Waller for 3 yards, touchdown",,
3,1:44,,,LAC 15,14,21,Daniel Carlson kicks extra point good,,
3,1:44,,,LVR 35,14,21,"Daniel Carlson kicks off 61 yards, returned by Larry Rountree for 11 yards (tackle by Tyree Gillespie)",,
3,1:38,1,10,LAC 15,14,21,Justin Herbert pass complete short left to Keenan Allen for 9 yards (tackle by Nate Hobbs),,
3,1:06,2,1,LAC 24,14,21,Larry Rountree up the middle for 2 yards (tackle by Johnathan Abram and Johnathan Hankins),,
3,0:32,1,10,LAC 26,14,21,Justin Herbert pass incomplete deep right intended for Keenan Allen,,
3,0:26,2,10,LAC 26,14,21,Justin Herbert pass complete short left to Jared Cook for 15 yards (tackle by Cory Littleton),,
3,0:01,1,10,LAC 41,14,21,"Penalty on Darius Philon: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,LVR,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,LAC 46,14,21,Larry Rountree up the middle for 2 yards (tackle by Denzel Perryman and Maxx Crosby),,
4,14:23,2,3,LAC 48,14,21,Larry Rountree right tackle for 4 yards (tackle by Johnathan Hankins),,
4,13:50,1,10,LVR 48,14,21,Justin Herbert pass incomplete deep right intended for Mike Williams,,
4,13:44,2,10,LVR 48,14,21,Justin Herbert pass incomplete short right intended for Austin Ekeler,,
4,13:41,3,10,LVR 48,14,21,"Justin Herbert pass incomplete deep right intended for Jared Cook (defended by Trevon Moehrig). Penalty on Storm Norton: Offensive Holding, 10 yards (declined)",,
4,13:36,4,10,LVR 48,14,21,"Ty Long punts 39 yards, returned by Hunter Renfrow for 5 yards (tackle by Kemon Hall)",,
4,13:26,1,10,LVR 14,14,21,Derek Carr pass complete deep left to Henry Ruggs for 51 yards (tackle by Derwin James),,
4,12:39,1,10,LAC 35,14,21,Derek Carr pass complete short right to Zay Jones for 5 yards (tackle by Derwin James),,
4,12:02,2,5,LAC 30,14,21,Josh Jacobs right guard for 2 yards (tackle by Forrest Merrill),,
4,11:23,,,,,,Timeout #1 by Las Vegas Raiders,,
4,11:23,3,3,LAC 28,14,21,Derek Carr sacked by Christian Covington for -6 yards,,
4,10:42,4,9,LAC 34,14,21,Daniel Carlson 52 yard field goal no good,,
4,10:38,1,10,LAC 42,14,21,Larry Rountree right guard for 1 yard (tackle by K.J. Wright),,
4,10:01,2,9,LAC 43,14,21,Austin Ekeler up the middle for 7 yards (tackle by Cory Littleton),,
4,9:27,3,2,LAC 50,14,21,Justin Herbert pass incomplete short left intended for Keenan Allen,,
4,9:24,4,2,LAC 50,14,21,Justin Herbert pass complete short left to Jared Cook for 13 yards (tackle by Denzel Perryman),,
4,8:45,1,10,LVR 37,14,21,Justin Herbert pass complete short right to Keenan Allen for 4 yards (tackle by Trevon Moehrig),,
4,8:11,2,6,LVR 33,14,21,Austin Ekeler left end for 6 yards (tackle by Roderic Teamer and Amik Robertson),,
4,7:33,1,10,LVR 27,14,21,Larry Rountree right tackle for 9 yards (tackle by K.J. Wright and Darius Philon),,
4,6:51,2,1,LVR 18,14,21,Larry Rountree left guard for 1 yard (tackle by Nick Kwiatkoski and Cory Littleton),,
4,6:07,1,10,LVR 17,14,21,Justin Herbert scrambles up the middle for 6 yards (tackle by Cory Littleton),,
4,5:27,2,4,LVR 11,14,27,"Austin Ekeler left guard for 11 yards, touchdown",,
4,5:20,,,LVR 15,14,28,Tristan Vizcaino kicks extra point good,,
4,5:20,,,LAC 35,14,28,"Tristan Vizcaino kicks off 65 yards, touchback.",,
4,5:20,1,10,LVR 25,14,28,Derek Carr pass complete short left to Hunter Renfrow for 5 yards (tackle by Asante Samuel),,
4,4:51,2,5,LVR 30,14,28,Derek Carr pass incomplete short left intended for Bryan Edwards,,
4,4:48,3,5,LVR 30,14,28,Derek Carr pass complete short right to Bryan Edwards for 4 yards (tackle by Asante Samuel and Nasir Adderley),,
4,4:22,4,1,LVR 34,14,28,Derek Carr pass complete short right to Hunter Renfrow for 3 yards (tackle by Michael Davis and Derwin James),,
4,3:59,1,10,LVR 37,14,28,Derek Carr pass incomplete deep right intended for Henry Ruggs,,
4,3:59,2,10,LVR 37,14,28,"Penalty on Joey Bosa: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",,
4,3:52,1,10,LAC 48,14,28,Derek Carr scrambles up the middle for 1 yard (tackle by Joe Gaziano),,
4,3:22,2,9,LAC 47,14,28,Derek Carr pass deep left intended for Darren Waller is intercepted by Derwin James at LAC-29 and returned for 15 yards (tackle by Darren Waller),,
4,3:14,1,10,LAC 44,14,28,Austin Ekeler left end for 20 yards (tackle by Amik Robertson),,
4,2:32,1,10,LVR 36,14,28,Austin Ekeler left tackle for 4 yards (tackle by Amik Robertson),,
4,2:25,,,,,,Timeout #2 by Las Vegas Raiders,,
4,2:25,2,6,LVR 32,14,28,Larry Rountree right tackle for 3 yards (tackle by Nate Hobbs and Solomon Thomas),,
4,2:19,,,,,,Timeout #3 by Las Vegas Raiders,,
4,2:19,3,3,LVR 29,14,28,"Penalty on Michael Schofield: False Start, 5 yards (accepted) (no play)",,
4,2:19,3,8,LVR 34,14,28,Larry Rountree left tackle for -2 yards (tackle by Johnathan Abram),,
4,2:00,4,10,LVR 36,14,28,"Tristan Vizcaino punts 32 yards, returned by Nick Kwiatkoski for 6 yards (tackle by Matt Feiler)",,
4,1:51,1,10,LVR 10,14,28,Derek Carr pass incomplete short right intended for Darren Waller,,
4,1:46,2,10,LVR 10,14,28,Derek Carr scrambles up the middle for 3 yards (tackle by Linval Joseph),,
4,1:21,3,8,LVR 12,14,28,Derek Carr pass incomplete deep left intended for Bryan Edwards,,
4,1:15,4,7,LVR 13,14,28,Derek Carr pass incomplete short right intended for Henry Ruggs (defended by Michael Davis),,
4,1:11,1,10,LVR 13,14,28,Justin Herbert kneels for -1 yards,,
4,0:31,2,11,LVR 14,14,28,Justin Herbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
