Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
2,10:41,2,9,SEA 26,7,6,Matt Hasselbeck left tackle for 14 yards (tackle by Troy Vincent),0.200,1.600
2,10:00,1,10,SEA 40,7,6,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.600,1.050
2,9:53,2,10,SEA 40,7,6,"Matt Hasselbeck pass incomplete intended for Darrell Jackson is intercepted by Bobby Taylor at PHI-45 and returned for 18 yards. Bobby Taylor fumbles, recovered by Brian Dawkins at SEA-38",1.050,-3.050
2,9:42,1,10,SEA 38,7,6,A.J. Feeley pass complete to Todd Pinkston for 17 yards (tackle by Ken Lucas),3.050,4.170
2,9:03,1,10,SEA 21,13,6,"Duce Staley left tackle for 21 yards, touchdown",4.170,7.000
2,9:03,,,SEA 21,14,6,David Akers kicks extra point good,0.000,0.000
2,9:03,,,PHI 30,14,6,"David Akers kicks off 62 yards, returned by Maurice Morris for 30 yards (tackle by Justin Ena)",0.000,1.470
2,8:52,1,10,SEA 38,14,6,Matt Hasselbeck pass complete to Shaun Alexander for 5 yards (tackle by Carlos Emmons and Paul Grasmanis),1.470,1.600
2,8:20,2,5,SEA 43,14,6,Shaun Alexander right end for -3 yards (tackle by Hugh Douglas),1.600,0.500
2,7:41,3,8,SEA 40,14,6,"Penalty on Floyd Wedderburn: False Start, 5 yards (no play)",0.500,-0.160
2,7:26,3,13,SEA 35,14,6,"Penalty on Chris Terry: False Start, 5 yards (no play)",-0.160,-0.820
2,7:13,3,18,SEA 30,14,6,Matt Hasselbeck pass complete to Koren Robinson for 20 yards,-0.820,2.260
2,6:50,1,10,PHI 50,14,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson,2.260,1.710
2,6:45,2,10,PHI 50,14,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.710,1.030
2,6:39,3,10,PHI 50,14,6,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Al Harris),1.030,-0.060
2,6:33,4,10,PHI 50,14,6,Jeff Feagles for -15 yards (tackle by N.D. Kalu),-0.060,-3.250
2,6:29,1,10,SEA 35,14,6,A.J. Feeley pass incomplete intended for James Thrash (defended by Doug Evans),3.250,2.700
2,6:22,2,10,SEA 35,14,6,Duce Staley right end for 3 yards (tackle by Rocky Bernard),2.700,2.410
2,5:45,3,7,SEA 32,14,6,A.J. Feeley pass complete to James Thrash for 7 yards (tackle by Doug Evans),2.410,3.910
2,5:05,1,10,SEA 25,14,6,A.J. Feeley pass incomplete intended for Cecil Martin,3.910,3.360
2,5:01,2,10,SEA 25,14,6,Dorsey Levens right tackle for 8 yards (tackle by Marcus Robertson and Shawn Springs),3.360,3.850
2,4:42,3,2,SEA 17,14,6,Brian Westbrook right end for 1 yard (tackle by Reggie Tongue and Marcus Robertson),3.850,2.530
2,4:03,3,2,SEA 17,,,Timeout #1 by Philadelphia Eagles,3.850,3.850
2,4:03,3,2,SEA 17,,,Timeout #1 by Seattle Seahawks,3.850,2.530
2,4:03,4,1,SEA 16,17,6,David Akers 33 yard field goal good,2.530,3.000
2,4:03,,,PHI 30,17,6,"David Akers kicks off 48 yards, muffed catch by James Williams, recovered by James Williams and returned for no gain",0.000,0.540
2,3:57,1,10,SEA 24,17,6,Shaun Alexander left guard for 1 yard (tackle by Shawn Barber),0.540,0.130
2,3:26,2,9,SEA 25,17,6,Matt Hasselbeck pass complete to Koren Robinson for no gain,0.130,-0.560
2,2:44,2,9,SEA 25,,,Timeout #2 by Seattle Seahawks,0.130,-0.560
2,2:44,3,9,SEA 25,17,6,Matt Hasselbeck sacked by N.D. Kalu for -5 yards,-0.560,-2.030
2,2:24,4,14,SEA 20,17,6,"Jeff Feagles punts 28 yards, out of bounds",-2.030,-2.390
2,2:16,1,10,SEA 48,17,6,A.J. Feeley pass incomplete intended for Chad Lewis is intercepted by Anthony Simmons at SEA-41 and returned for 4 yards,2.390,-1.930
2,2:08,1,10,SEA 45,17,6,Matt Hasselbeck sacked by Hugh Douglas for -4 yards,1.930,0.840
2,2:00,2,14,SEA 41,17,6,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Ike Reese),0.840,0.170
2,1:57,3,14,SEA 41,17,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.170,-0.650
2,1:52,4,14,SEA 41,17,6,"Jeff Feagles punts 34 yards, returned by Brian Mitchell for 16 yards (tackle by D.D. Lewis)",-0.650,-1.660
2,1:43,1,10,PHI 41,17,6,Duce Staley middle for 5 yards (tackle by Anthony Simmons and Antonio Cochran),1.660,1.800
2,1:16,2,5,PHI 46,17,6,A.J. Feeley pass complete to Chad Lewis for 9 yards (tackle by Reggie Tongue and Anthony Simmons),1.800,2.590
2,1:08,2,5,PHI 46,,,Timeout #2 by Philadelphia Eagles,1.800,2.590
2,1:08,1,10,SEA 45,17,6,Duce Staley left end for 12 yards (tackle by Marcus Robertson and Reggie Tongue),2.590,3.380
2,0:38,1,10,SEA 33,17,6,A.J. Feeley pass incomplete intended for Duce Staley (defended by Antonio Cochran),3.380,2.840
2,0:34,2,10,SEA 33,17,6,Duce Staley middle for 11 yards (tackle by Marcus Robertson and Reggie Tongue),2.840,4.110
2,0:23,2,10,SEA 33,,,Timeout #3 by Philadelphia Eagles,2.840,4.110
2,0:22,1,10,SEA 22,17,6,A.J. Feeley pass incomplete intended for Todd Pinkston,4.110,3.560
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:18,2,10,SEA 22,17,6,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Harold Blackmon),3.560,2.870
2,0:11,3,10,SEA 22,20,6,David Akers 40 yard field goal good,2.870,3.000
2,0:11,,,PHI 30,20,6,"David Akers kicks off 51 yards, returned by James Williams for 46 yards (tackle by David Akers)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,20,6,"Rian Lindell kicks off 66 yards, returned by Brian Mitchell for 27 yards (tackle by Reggie Tongue)",0.000,1.000
3,14:50,1,10,PHI 31,20,6,A.J. Feeley pass incomplete intended for Antonio Freeman,1.000,0.460
3,14:48,2,10,PHI 31,20,6,Duce Staley left tackle for 5 yards (tackle by Marcus Robertson),0.460,0.430
3,14:13,3,5,PHI 36,20,6,Dorsey Levens right end for 2 yards (tackle by Doug Evans),0.430,-0.850
3,13:38,4,3,PHI 38,20,6,"Jason Baker punts 43 yards, returned by Bobby Engram for 9 yards (tackle by Jeff Thomason)",-0.850,-0.810
3,13:28,1,10,SEA 28,20,6,Matt Hasselbeck pass complete to Jerramy Stevens for 5 yards (tackle by Levon Kirkland),0.810,0.940
3,12:58,2,5,SEA 33,20,6,Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Barry Gardner and Troy Vincent),0.940,1.660
3,12:28,1,10,SEA 41,20,6,Shaun Alexander right guard for 2 yards (tackle by Corey Simon and Brandon Whiting),1.660,1.390
3,11:56,2,8,SEA 43,20,6,Matt Hasselbeck pass incomplete intended for Itula Mili,1.390,0.700
3,11:52,3,8,SEA 43,20,6,Matt Hasselbeck pass incomplete intended for Itula Mili is intercepted by Sheldon Brown at PHI-49 and returned for 12 yards,0.700,-2.980
3,11:45,1,10,SEA 39,20,6,Duce Staley left tackle for 1 yard (tackle by Chad Eaton and Antonio Cochran),2.980,2.580
3,11:11,2,9,SEA 38,20,6,A.J. Feeley pass complete to Dorsey Levens for 12 yards (tackle by Harold Blackmon),2.580,3.840
3,10:35,1,10,SEA 26,20,6,A.J. Feeley pass incomplete intended for Todd Pinkston,3.840,3.300
3,10:31,2,10,SEA 26,20,6,Dorsey Levens middle for 6 yards (tackle by Orlando Huff and Anthony Simmons),3.300,3.400
3,9:56,3,4,SEA 20,26,6,"A.J. Feeley pass complete to Todd Pinkston for 20 yards, touchdown. Penalty on Antonio Cochran: Defensive Offside (Declined), Penalty on Harold Blackmon: Illegal Use of Hands (Declined)",3.400,7.000
3,9:56,,,SEA 20,27,6,David Akers kicks extra point good,0.000,0.000
3,9:56,,,PHI 30,27,6,"David Akers kicks off 49 yards, returned by James Williams for 7 yards (tackle by Keith Adams). Penalty on Jerramy Stevens: Illegal Use of Hands, 10 yards",0.000,0.040
3,9:44,1,10,SEA 18,27,6,Matt Hasselbeck left tackle for 9 yards (tackle by Michael Lewis),0.040,0.820
3,9:11,2,1,SEA 27,27,6,Shaun Alexander right guard for 3 yards (tackle by Darwin Walker and Brandon Whiting),0.820,0.940
3,8:38,1,10,SEA 30,27,6,Shaun Alexander middle for 4 yards (tackle by Barry Gardner),0.940,0.930
3,8:02,2,6,SEA 34,27,6,Matt Hasselbeck pass complete to Heath Evans for 4 yards (tackle by Shawn Barber),0.930,0.760
3,7:28,3,2,SEA 38,27,6,Matt Hasselbeck sacked by Brandon Whiting for -8 yards,0.760,-1.370
3,7:21,4,10,SEA 30,27,6,"Jeff Feagles punts 41 yards, out of bounds",-1.370,-0.870
3,7:15,1,10,PHI 29,27,6,A.J. Feeley pass complete to James Thrash for 4 yards (tackle by Doug Evans),0.870,0.870
3,6:55,2,6,PHI 33,27,6,Duce Staley left tackle for 3 yards (tackle by Antonio Cochran),0.870,0.560
3,6:18,3,3,PHI 36,27,6,A.J. Feeley pass incomplete intended for James Thrash,0.560,-0.980
3,6:15,4,3,PHI 36,27,6,"Jason Baker punts 38 yards, fair catch by Bobby Engram",-0.980,-0.670
3,6:07,1,10,SEA 26,27,6,Matt Hasselbeck pass complete to Darrell Jackson for 13 yards (tackle by Michael Lewis),0.670,1.530
3,5:29,1,10,SEA 39,27,6,"Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Troy Vincent). Penalty on Troy Vincent: Illegal Use of Hands, 5 yards (no play)",1.530,1.860
3,5:24,1,10,SEA 44,27,6,Matt Hasselbeck pass complete to Shaun Alexander for 9 yards (tackle by Hugh Douglas),1.860,2.530
3,4:54,2,1,PHI 47,27,6,Shaun Alexander left end for 9 yards (tackle by Michael Lewis and Al Harris),2.530,3.050
3,4:19,1,10,PHI 38,27,6,Shaun Alexander right tackle for 6 yards (tackle by Michael Lewis),3.050,3.320
3,3:46,2,4,PHI 32,27,6,Matt Hasselbeck right tackle for 2 yards (tackle by Levon Kirkland),3.320,2.870
3,3:09,3,2,PHI 30,27,6,Shaun Alexander right end for 9 yards (tackle by Michael Lewis),2.870,4.170
3,2:41,1,10,PHI 21,27,6,Matt Hasselbeck pass complete to Bobby Engram for 13 yards (tackle by Al Harris and Barry Gardner),4.170,5.370
3,2:13,1,8,PHI 8,27,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Brian Dawkins),5.370,4.570
3,2:08,2,8,PHI 8,27,12,"Matt Hasselbeck pass complete to Koren Robinson for 8 yards, touchdown",4.570,7.000
3,2:08,,,PHI 8,27,13,Rian Lindell kicks extra point good,0.000,0.000
3,2:08,,,SEA 30,27,13,"Rian Lindell kicks off 60 yards, returned by Brian Mitchell for 37 yards (tackle by Rian Lindell). Brian Mitchell fumbles, ball out of bounds at PHI-47",0.000,2.060
3,1:58,1,10,PHI 47,27,13,"A.J. Feeley for no gain. A.J. Feeley fumbles, recovered by A.J. Feeley at PHI-45",2.060,1.250
3,1:20,2,12,PHI 45,27,13,Dorsey Levens middle for 4 yards (tackle by Tim Terry and Antonio Cochran),1.250,1.090
3,0:37,3,8,PHI 49,27,13,A.J. Feeley pass incomplete intended for Antonio Freeman (defended by Rocky Bernard),1.090,-0.130
3,0:31,4,8,PHI 49,27,13,"Jason Baker punts 32 yards, fair catch by Bobby Engram",-0.130,-0.150
3,0:27,1,10,SEA 19,27,13,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.150,-0.390
3,0:23,2,10,SEA 19,27,13,Shaun Alexander middle for 58 yards (tackle by Brian Dawkins),-0.390,4.040
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 23,27,13,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Troy Vincent),4.040,3.500
4,14:56,2,10,PHI 23,27,13,"Heath Evans left end for 2 yards (tackle by Corey Simon). Penalty on Itula Mili: Offensive Holding, 10 yards",3.500,2.420
4,14:36,2,18,PHI 31,27,13,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.420,1.750
4,14:28,3,18,PHI 31,27,13,Matt Hasselbeck pass complete to Koren Robinson for 16 yards (tackle by Troy Vincent),1.750,2.570
4,14:00,3,18,PHI 31,,,Timeout #1 by Seattle Seahawks,1.750,2.570
4,14:00,4,2,PHI 15,27,13,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Levon Kirkland),2.570,0.220
4,13:55,1,10,PHI 15,27,13,"A.J. Feeley pass complete to Chad Lewis for 17 yards (tackle by Anthony Simmons). Penalty on PHI: Illegal Motion, 5 yards (no play)",-0.220,-0.570
4,13:34,1,15,PHI 10,27,13,Duce Staley right end for 2 yards (tackle by Rocky Bernard and Antonio Cochran),-0.570,-1.000
4,12:54,2,13,PHI 12,27,13,A.J. Feeley pass complete to Todd Pinkston for 15 yards (tackle by Shawn Springs),-1.000,0.740
4,12:17,1,10,PHI 27,27,13,Duce Staley right guard for 4 yards (tackle by Marcus Robertson and Rocky Bernard),0.740,0.740
4,11:40,2,6,PHI 31,27,13,A.J. Feeley pass incomplete intended for Antonio Freeman (defended by Reggie Tongue),0.740,0.040
4,11:37,3,6,PHI 31,27,13,A.J. Feeley right tackle for 1 yard (tackle by Tim Terry),0.040,-1.240
4,10:50,4,5,PHI 32,27,13,"Jason Baker punts 40 yards, fair catch by Bobby Engram",-1.240,-0.810
4,10:44,1,10,SEA 28,27,13,Matt Hasselbeck pass incomplete intended for Koren Robinson,0.810,0.260
4,10:37,2,10,SEA 28,27,13,Matt Hasselbeck pass complete to Bobby Engram for 12 yards (tackle by Barry Gardner),0.260,1.600
4,10:02,1,10,SEA 40,27,13,Shaun Alexander middle for 4 yards (tackle by Darwin Walker),1.600,1.590
4,9:25,2,6,SEA 44,27,13,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.590,0.890
4,9:20,3,6,SEA 44,27,13,Matt Hasselbeck pass incomplete intended for Mack Strong,0.890,-0.460
4,9:16,4,6,SEA 44,27,13,Jeff Feagles punts 42 yards,-0.460,0.280
4,9:04,1,10,PHI 14,27,13,Duce Staley right tackle for 9 yards (tackle by Marcus Robertson and Antonio Cochran),-0.280,0.550
4,8:25,2,1,PHI 23,27,13,Duce Staley right end for 3 yards (tackle by Reggie Tongue and John Hilliard),0.550,0.670
4,7:42,1,10,PHI 26,27,13,Duce Staley right tackle for 3 yards (tackle by Chad Eaton and Tim Terry),0.670,0.540
4,6:43,2,7,PHI 29,27,13,A.J. Feeley pass complete to James Thrash for 3 yards,0.540,0.230
4,6:21,3,4,PHI 32,27,13,A.J. Feeley pass complete to Chad Lewis for 6 yards (tackle by Reggie Tongue),0.230,1.470
4,5:42,1,10,PHI 38,27,13,Duce Staley right tackle for 2 yards (tackle by Chad Eaton and Anthony Simmons),1.470,1.190
4,5:05,2,8,PHI 40,27,13,A.J. Feeley pass complete to Todd Pinkston for 9 yards (tackle by Doug Evans). Penalty on Marcus Robertson: Illegal Use of Hands (Declined),1.190,2.190
4,4:57,1,10,PHI 49,27,13,Duce Staley middle for no gain (tackle by Rocky Bernard),2.190,1.650
4,4:18,2,10,PHI 49,27,13,A.J. Feeley pass complete to Todd Pinkston for 22 yards (tackle by Doug Evans),1.650,3.640
4,3:38,1,10,SEA 29,27,13,Dorsey Levens right end for -1 yards (tackle by John Hilliard),3.640,2.970
4,2:59,2,11,SEA 30,27,13,A.J. Feeley pass complete to James Thrash for 3 yards,2.970,2.680
4,2:54,2,11,SEA 30,,,Timeout #1 by Philadelphia Eagles,2.970,2.680
4,2:54,3,8,SEA 27,27,13,A.J. Feeley pass complete to Dorsey Levens for 6 yards (tackle by Marcus Robertson),2.680,2.180
4,2:44,3,8,SEA 27,,,Timeout #2 by Seattle Seahawks,2.680,2.180
4,2:43,4,2,SEA 21,27,13,David Akers 39 yard field goal no good,2.180,-0.870
4,2:38,1,10,SEA 29,27,13,Matt Hasselbeck pass complete to Darrell Jackson for 2 yards (tackle by Ike Reese and N.D. Kalu),0.870,0.600
4,2:19,2,8,SEA 31,27,13,Matt Hasselbeck pass complete to Heath Evans for 13 yards (tackle by Michael Lewis and Corey Simon),0.600,1.860
4,2:00,1,10,SEA 44,27,13,Matt Hasselbeck pass complete to Itula Mili for 12 yards (tackle by Ike Reese),1.860,2.650
4,1:56,1,10,PHI 44,27,13,"Matt Hasselbeck pass incomplete intended for Mack Strong. Penalty on Heath Evans: Offensive Pass Interference, 10 yards (no play)",2.650,1.990
4,1:50,1,10,PHI 44,,,Timeout #2 by Philadelphia Eagles,2.650,1.990
4,1:50,1,20,SEA 46,27,13,Matt Hasselbeck pass complete to Mack Strong for 12 yards (tackle by Shawn Barber and Sheldon Brown),1.990,2.380
4,1:30,2,8,PHI 42,27,13,Matt Hasselbeck middle for 15 yards (tackle by Michael Lewis),2.380,3.780
4,1:08,1,10,PHI 27,27,13,Matt Hasselbeck pass incomplete intended for Koren Robinson,3.780,3.230
4,1:02,2,10,PHI 27,27,13,Matt Hasselbeck pass complete to Jerramy Stevens for 16 yards (tackle by Michael Lewis and Sheldon Brown),3.230,4.840
4,0:53,2,10,PHI 27,,,Timeout #3 by Seattle Seahawks,3.230,4.840
4,0:53,1,10,PHI 11,27,13,Matt Hasselbeck pass incomplete intended for Itula Mili,4.840,4.140
4,0:49,2,10,PHI 11,27,19,"Matt Hasselbeck pass complete to Jerramy Stevens for 11 yards, touchdown",4.140,7.000
4,0:49,,,PHI 11,27,20,Rian Lindell kicks extra point good,0.000,0.000
4,0:49,,,SEA 30,27,20,"Rian Lindell kicks onside 10 yards, recovered by Keith Miller (onside kick successful). Penalty on Keith Miller: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,0:49,,,SEA 25,27,20,"Rian Lindell kicks onside 9 yards, recovered by Freddie Mitchell",0.000,-3.310
4,0:43,1,10,SEA 34,27,20,A.J. Feeley kneels for -1 yards,3.310,2.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
