Quarter,Time,Down,ToGo,Location,NYG,OAK,Detail,EPB,EPA
1,3:27,1,10,NYG 30,7,7,Tiki Barber up the middle for 6 yards (tackle by Fabian Washington),0.940,1.200
1,2:47,2,4,NYG 36,7,7,Tiki Barber up the middle for 3 yards (tackle by Danny Clark),1.200,0.890
1,2:07,3,1,NYG 39,7,7,Brandon Jacobs right guard for 7 yards (tackle by Stuart Schweigert),0.890,1.990
1,1:21,,,,7,7,Timeout #1 by New York Giants,0.000,1.990
1,1:21,1,10,NYG 46,7,7,Eli Manning pass complete to Visanthe Shiancoe for 16 yards (tackle by Kirk Morrison),1.990,3.050
1,0:39,1,10,OAK 38,7,7,Tiki Barber right tackle for 5 yards (tackle by Stuart Schweigert and Kirk Morrison),3.050,3.180
Quarter,Time,Down,ToGo,Location,NYG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,OAK 33,7,7,Tiki Barber left guard for 3 yards (tackle by Renaldo Hill),3.180,2.870
2,14:22,3,2,OAK 30,7,7,Eli Manning pass complete to Plaxico Burress for 20 yards (tackle by Nnamdi Asomugha),2.870,4.910
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
2,14:00,1,10,OAK 10,7,7,Tiki Barber up the middle for 3 yards (tackle by Renaldo Hill and Tommy Kelly),4.910,4.760
2,13:20,2,7,OAK 7,7,7,Eli Manning pass incomplete intended for Visanthe Shiancoe (defended by Stuart Schweigert),4.760,3.810
2,13:16,3,7,OAK 7,7,7,Tiki Barber up the middle for no gain (tackle by Kirk Morrison),3.810,2.970
2,12:41,4,7,OAK 7,10,7,Jay Feely 25 yard field goal good,2.970,3.000
2,,,,NYG 30,10,7,"Jay Feely kicks off 56 yards, returned by Chris Carr for 19 yards (tackle by Justin Tuck)",0.000,1.140
2,12:32,1,10,OAK 33,10,7,Kerry Collins pass incomplete intended for John Paul Foschi,1.140,0.590
2,12:28,2,10,OAK 33,10,7,Kerry Collins pass incomplete intended for Justin Fargas,0.590,-0.100
2,12:21,3,10,OAK 33,10,7,Kerry Collins pass complete to Doug Gabriel for 14 yards (tackle by Nick Greisen),-0.100,2.060
2,11:39,1,10,OAK 47,10,7,Zack Crockett right tackle for no gain (tackle by Kenderick Allen),2.060,1.520
2,11:01,2,10,OAK 47,10,7,Kerry Collins pass incomplete intended for Randy Moss,1.520,0.830
2,10:55,3,10,OAK 47,10,7,Kerry Collins pass incomplete intended for Jerry Porter (defended by James Butler),0.830,-0.260
2,10:48,4,10,OAK 47,10,7,"Shane Lechler punts 46 yards, returned by Chad Morton for 11 yards (tackle by Kirk Morrison)",-0.260,-0.040
2,10:35,1,10,NYG 18,10,7,Tiki Barber up the middle for 4 yards (tackle by Renaldo Hill and Anttaj Hawthorne),0.040,0.140
2,9:59,2,6,NYG 22,10,7,Eli Manning pass incomplete intended for Plaxico Burress,0.140,-0.660
2,9:54,3,6,NYG 22,16,7,"Eli Manning pass complete to Plaxico Burress for 78 yards, touchdown",-0.660,7.000
2,,,,OAK 2,17,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,17,7,"Jay Feely kicks off 56 yards, returned by Chris Carr for 12 yards (tackle by Eric Moore)",0.000,0.670
2,9:33,1,10,OAK 26,17,7,Kerry Collins pass complete to Randal Williams for 11 yards (tackle by Corey Webster),0.670,1.400
2,9:07,1,10,OAK 37,17,7,Kerry Collins pass incomplete intended for Jerry Porter (defended by Will Allen),1.400,0.860
2,8:59,2,10,OAK 37,17,7,"Penalty on Chad Slaughter: False Start, 5 yards (no play)",0.860,0.180
2,8:59,2,15,OAK 32,17,7,Kerry Collins sacked by Osi Umenyiora for -12 yards,0.180,-2.080
2,8:16,3,27,OAK 20,17,7,Zack Crockett up the middle for 5 yards (tackle by Michael Strahan),-2.080,-1.700
2,7:40,4,22,OAK 25,17,7,"Shane Lechler punts 44 yards, returned by Chad Morton for 7 yards (tackle by Isaiah Ekejiuba)",-1.700,-1.470
2,7:22,1,10,NYG 38,17,7,"Tiki Barber right tackle for 3 yards (tackle by Kirk Morrison). Penalty on Chris Snee: Offensive Holding, 10 yards (no play)",1.470,0.810
2,7:22,1,20,NYG 28,17,7,Tiki Barber up the middle for 4 yards (tackle by Ted Washington),0.810,0.110
2,6:16,2,16,NYG 32,17,7,Eli Manning pass complete to Tiki Barber for 28 yards (tackle by Nnamdi Asomugha),0.110,2.920
2,5:30,1,10,OAK 40,17,7,Mike Cloud up the middle for no gain (tackle by Bobby Hamilton),2.920,2.370
2,4:52,2,10,OAK 40,17,7,"Eli Manning pass complete to Amani Toomer for 29 yards (tackle by Nnamdi Asomugha). Penalty on Amani Toomer: Offensive Pass Interfere, 10 yards (no play)",2.370,1.020
2,4:44,2,20,OAK 50,17,7,Eli Manning pass complete to Plaxico Burress for 6 yards (tackle by Fabian Washington),1.020,1.160
2,4:01,3,14,OAK 44,17,7,Eli Manning pass complete to Tiki Barber for 16 yards (tackle by Stanford Routt),1.160,3.710
2,3:31,1,10,OAK 28,17,7,Tiki Barber up the middle for 3 yards (tackle by Renaldo Hill and Danny Clark),3.710,3.570
2,2:51,2,7,OAK 25,17,7,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Danny Clark),3.570,3.530
2,2:25,3,2,OAK 20,17,7,Tiki Barber left tackle for no gain (tackle by Bobby Hamilton and Ted Washington),3.530,2.250
2,2:00,,,,17,7,Timeout #2 by New York Giants,0.000,2.250
2,2:00,4,2,OAK 20,20,7,Jay Feely 38 yard field goal good,2.250,3.000
2,,,,NYG 30,20,7,"Jay Feely kicks off 64 yards, returned by Chris Carr for 23 yards (tackle by Matt Kranchick)",0.000,0.870
2,1:50,1,10,OAK 29,20,7,Kerry Collins pass complete to Doug Gabriel for 24 yards (tackle by James Butler),0.870,2.460
2,1:25,1,10,NYG 47,20,7,Kerry Collins pass complete to Doug Gabriel for 8 yards (tackle by Curtis DeLoatch),2.460,2.990
2,1:25,,,,20,7,Timeout #1 by Oakland Raiders,0.000,2.990
2,1:16,2,2,NYG 39,20,7,Kerry Collins pass incomplete intended for Justin Fargas,2.990,2.280
2,1:11,3,2,NYG 39,20,7,Kerry Collins pass complete to Doug Gabriel for 9 yards (tackle by Corey Webster),2.280,3.580
2,1:00,,,,20,7,Timeout #2 by Oakland Raiders,0.000,3.580
2,1:00,1,10,NYG 30,20,7,Kerry Collins pass complete to Randal Williams for 7 yards (tackle by Will Allen),3.580,3.980
2,0:52,2,3,NYG 23,20,7,Kerry Collins pass complete to Doug Gabriel for 6 yards (tackle by Nick Greisen),3.980,4.440
2,0:33,1,10,NYG 17,20,7,"Kerry Collins pass incomplete intended for Randal Williams. Penalty on Michael Strahan: Face Mask (15 Yards), 9 yards (no play)",4.440,5.370
2,0:29,1,8,NYG 8,20,7,Kerry Collins pass incomplete intended for Randal Williams,5.370,4.570
2,0:24,2,8,NYG 8,20,13,"Kerry Collins pass complete to Doug Gabriel for 8 yards, touchdown",4.570,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,NYG 2,20,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,20,14,"Sebastian Janikowski kicks off 54 yards, returned by Chad Morton for 13 yards (tackle by Omar Easy)",0.000,0.870
2,0:12,1,10,NYG 29,20,14,Tiki Barber up the middle for 1 yard (tackle by Ed Jasper),0.870,0.460
Quarter,Time,Down,ToGo,Location,NYG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,20,14,"Sebastian Janikowski kicks off 57 yards, returned by Chad Morton for 15 yards (tackle by Omar Easy)",0.000,0.810
3,14:53,1,10,NYG 28,20,14,Tiki Barber right end for 4 yards (tackle by Tim Johnson),0.810,0.800
3,14:29,2,6,NYG 32,20,14,Tiki Barber right end for 3 yards (tackle by Stuart Schweigert),0.800,0.500
3,13:48,3,3,NYG 35,20,14,Eli Manning pass incomplete intended for Plaxico Burress (defended by Nnamdi Asomugha),0.500,-1.040
3,13:44,4,3,NYG 35,20,14,"Jeff Feagles punts 43 yards, fair catch by Chris Carr",-1.040,-0.410
3,13:36,1,10,OAK 22,20,14,Zack Crockett left tackle for 4 yards (tackle by Nick Greisen and Osi Umenyiora),0.410,0.410
3,13:01,2,6,OAK 26,20,14,Kerry Collins pass incomplete intended for Randal Williams (defended by Corey Webster),0.410,-0.290
3,12:56,3,6,OAK 26,20,14,Kerry Collins pass incomplete intended for Jerry Porter,-0.290,-1.630
3,12:52,4,6,OAK 26,20,14,"Shane Lechler punts 43 yards, returned by Chad Morton for 13 yards (tackle by Isaiah Ekejiuba)",-1.630,-1.860
3,12:38,1,10,NYG 44,20,14,Eli Manning pass incomplete intended for Jim Finn (defended by Bobby Hamilton),1.860,1.320
3,12:34,2,10,NYG 44,20,14,Tiki Barber left guard for 11 yards (tackle by Stuart Schweigert and Jarrod Cooper),1.320,2.590
3,11:57,1,10,OAK 45,20,14,Tiki Barber up the middle for 3 yards (tackle by Bobby Hamilton),2.590,2.450
3,11:17,2,7,OAK 42,20,14,Eli Manning pass incomplete intended for Plaxico Burress,2.450,1.750
3,11:17,3,7,OAK 42,20,14,"Eli Manning pass incomplete. Penalty on Bobby Hamilton: Defensive Offside (Offsetting), Penalty on Eli Manning: Intentional Grounding (Offsetting) (no play)",1.750,1.750
3,11:03,3,7,OAK 42,20,14,Eli Manning pass complete to Tiki Barber for 3 yards (tackle by Ed Jasper),1.750,0.660
3,10:25,4,4,OAK 39,20,14,Jeff Feagles punts 32 yards,0.660,0.380
3,10:16,1,10,OAK 7,20,14,Zack Crockett left guard for 3 yards (tackle by Michael Strahan),-0.380,-0.560
3,9:41,2,7,OAK 10,20,14,Kerry Collins sacked by Kendrick Clancy for -9 yards,-0.560,-2.120
3,8:57,3,16,OAK 1,20,14,Kerry Collins pass complete to Jerry Porter for 7 yards (tackle by Kevin Lewis and Kenderick Allen),-2.120,-2.490
3,8:18,4,9,OAK 8,20,14,"Shane Lechler punts 57 yards, returned by Chad Morton for 7 yards (tackle by Stuart Schweigert)",-2.490,-1.730
3,8:05,1,10,NYG 42,20,14,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Kirk Morrison),1.730,1.860
3,7:39,2,5,NYG 47,20,14,Tiki Barber up the middle for 2 yards (tackle by Chris Carr and Danny Clark),1.860,1.420
3,6:59,3,3,NYG 49,20,14,Eli Manning sacked by Tommy Kelly for -9 yards,1.420,-0.720
3,6:29,4,12,NYG 40,20,14,"Jeff Feagles punts 44 yards, returned by Chris Carr for 33 yards (tackle by Brandon Jacobs). Penalty on Denard Walker: Illegal Block Above the , 6 yards",-0.720,0.380
3,6:13,1,10,OAK 6,20,14,Zack Crockett right guard for 1 yard (tackle by Kendrick Clancy and Michael Strahan),-0.380,-0.710
3,5:38,2,9,OAK 7,20,14,Zack Crockett left tackle for 7 yards (tackle by Kevin Lewis),-0.710,-0.480
3,4:57,3,2,OAK 14,20,14,Zack Crockett left tackle for 1 yard (tackle by Nick Greisen),-0.480,-2.440
3,4:33,4,1,OAK 15,20,14,"Shane Lechler punts 46 yards, returned by Chad Morton for 58 yards (tackle by Justin Fargas)",-2.440,-6.510
3,4:16,1,3,OAK 3,20,14,Brandon Jacobs up the middle for 2 yards (tackle by Ted Washington),6.510,5.910
3,3:33,2,1,OAK 1,26,14,"Brandon Jacobs right tackle for 1 yard, touchdown. Penalty on DeLawrence Grant: Defensive Offside (Declined)",5.910,7.000
3,,,,OAK 2,27,14,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,27,14,"Jay Feely kicks off 58 yards, returned by Chris Carr for 24 yards (tackle by Jay Foreman)",0.000,1.330
3,3:20,1,10,OAK 36,27,14,Kerry Collins pass complete to Jerry Porter for 20 yards (tackle by Gibril Wilson),1.330,2.650
3,2:37,1,10,NYG 44,27,20,"Kerry Collins pass complete to Randy Moss for 44 yards, touchdown",2.650,7.000
3,,,,NYG 2,27,21,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,27,21,"Sebastian Janikowski kicks off 55 yards, returned by Chad Morton for 34 yards (tackle by Tyler Brayton)",0.000,2.190
3,2:22,1,10,NYG 49,27,21,Tiki Barber right end for 6 yards (tackle by Danny Clark),2.190,2.460
3,1:46,2,4,OAK 45,27,21,"Eli Manning sacked by Derrick Burgess for -7 yards. Eli Manning fumbles (forced by Derrick Burgess), recovered by David Diehl at OAK-49",2.460,1.220
3,1:46,3,8,OAK 49,27,21,Eli Manning pass complete to Plaxico Burress for 17 yards (tackle by Stanford Routt),1.220,3.450
3,0:10,1,10,OAK 32,27,21,Tiki Barber right tackle for 4 yards (tackle by Bobby Hamilton),3.450,3.440
Quarter,Time,Down,ToGo,Location,NYG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,OAK 28,27,21,Eli Manning pass incomplete intended for Plaxico Burress,3.440,2.740
4,14:57,3,6,OAK 28,27,21,Eli Manning pass incomplete intended for Plaxico Burress,2.740,1.610
4,14:53,4,6,OAK 28,30,21,Jay Feely 46 yard field goal good,1.610,3.000
4,,,,NYG 30,30,21,"Jay Feely kicks off 66 yards, returned by Chris Carr for 20 yards (tackle by James Butler). Penalty on Mike Cloud: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,NYG 25,30,21,"Jay Feely kicks off 55 yards, returned by Chris Carr for 24 yards (tackle by Justin Tuck)",0.000,1.860
4,14:35,1,10,OAK 44,30,21,Kerry Collins pass incomplete intended for Randy Moss,1.860,1.320
4,14:31,2,10,OAK 44,30,21,Kerry Collins pass complete to Randal Williams for 8 yards (tackle by Alonzo Jackson),1.320,1.690
4,14:03,3,2,NYG 48,30,21,Kerry Collins pass complete to Randy Moss for 8 yards (tackle by Curtis DeLoatch),1.690,2.980
4,14:03,1,10,NYG 39,30,21,"Penalty on Brad Badger: False Start, 5 yards (no play)",2.980,2.650
4,13:22,1,15,NYG 44,30,21,Kerry Collins pass incomplete intended for Doug Gabriel,2.650,1.770
4,13:22,2,15,NYG 44,30,21,Kerry Collins pass incomplete intended for Doug Gabriel,1.770,1.090
4,13:10,3,15,NYG 44,30,21,"Kerry Collins sacked by Osi Umenyiora for -10 yards. Kerry Collins fumbles (forced by Osi Umenyiora), recovered by Chad Slaughter at OAK-46",1.090,-0.320
4,12:28,4,25,OAK 46,30,21,"Shane Lechler punts 54 yards, touchback",-0.320,-0.280
4,12:22,1,10,NYG 20,30,21,Tiki Barber left end for 9 yards (tackle by Stuart Schweigert),0.280,0.950
4,11:40,2,1,NYG 29,30,21,Tiki Barber up the middle for 3 yards (tackle by Bobby Hamilton),0.950,1.070
4,10:58,1,10,NYG 32,30,21,Tiki Barber left end for no gain (tackle by Bobby Hamilton and Danny Clark),1.070,0.530
4,10:13,2,10,NYG 32,30,21,Eli Manning pass incomplete intended for Plaxico Burress,0.530,-0.160
4,10:06,3,10,NYG 32,30,21,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",-0.160,-0.820
4,10:06,3,15,NYG 27,30,21,Eli Manning pass complete to Tiki Barber for 3 yards (tackle by Jarrod Cooper),-0.820,-1.370
4,9:30,4,12,NYG 30,30,21,"Jeff Feagles punts 37 yards, returned by Chris Carr for 4 yards (tackle by James Butler). Penalty on Calvin Branch: Illegal Block Above the , 10 yards",-1.370,-0.340
4,9:19,1,10,OAK 21,30,21,Kerry Collins pass complete to Randy Moss for 12 yards,0.340,1.140
4,8:46,1,10,OAK 33,30,21,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",1.140,0.810
4,8:25,1,15,OAK 28,30,21,Kerry Collins pass incomplete intended for Zack Crockett,0.810,-0.080
4,8:21,2,15,OAK 28,30,21,Kerry Collins pass incomplete intended for Jerry Porter,-0.080,-0.760
4,8:12,3,15,OAK 28,30,21,Kerry Collins pass complete to Doug Gabriel for 20 yards (tackle by Osi Umenyiora),-0.760,2.130
4,7:40,1,10,OAK 48,30,21,Kerry Collins pass incomplete intended for Randy Moss (defended by Justin Tuck),2.130,1.580
4,7:34,2,10,OAK 48,30,21,Kerry Collins pass incomplete intended for Randal Williams,1.580,0.890
4,7:27,3,10,OAK 48,30,21,Kerry Collins pass incomplete intended for Doug Gabriel,0.890,-0.190
4,7:22,4,10,OAK 48,30,21,Shane Lechler punts 43 yards,-0.190,0.380
4,7:10,1,10,NYG 9,30,21,Tiki Barber up the middle for 3 yards (tackle by Derrick Burgess and Anttaj Hawthorne),-0.380,-0.560
4,6:34,2,7,NYG 12,30,21,Tiki Barber left tackle for 5 yards (tackle by Fabian Washington and Tim Johnson),-0.560,-0.480
4,5:52,3,2,NYG 17,30,21,Eli Manning pass incomplete intended for Visanthe Shiancoe,-0.480,-2.320
4,5:49,4,2,NYG 17,30,21,"Jeff Feagles punts 31 yards. Penalty on Tyler Brayton: Offensive Holding, 13 yards",-2.320,-1.530
4,5:37,1,10,OAK 39,30,21,Kerry Collins pass complete to Randy Moss for 12 yards (tackle by Will Allen),1.530,2.320
4,5:01,1,10,NYG 49,30,21,Kerry Collins pass incomplete intended for Jerry Porter,2.320,1.780
4,5:01,2,10,NYG 49,30,21,Kerry Collins pass incomplete intended for Randy Moss,1.780,1.090
4,4:57,3,10,NYG 49,30,21,Kerry Collins pass complete to Randy Moss for 18 yards (tackle by Gibril Wilson),1.090,3.510
4,4:20,1,10,NYG 31,30,21,Kerry Collins pass complete to Zack Crockett for 6 yards (tackle by Alonzo Jackson and Gibril Wilson),3.510,3.780
4,3:53,2,4,NYG 25,30,21,Kerry Collins pass complete to Alvis Whitted for 7 yards (tackle by Corey Webster),3.780,4.370
4,3:48,1,10,NYG 18,30,21,"Kerry Collins pass incomplete intended for Doug Gabriel. Penalty on Terrell Buckley: Defensive Pass Interfere, 17 yards (no play)",4.370,6.970
4,3:44,1,1,NYG 1,30,21,Zack Crockett up the middle for no gain (tackle by Justin Tuck),6.970,5.910
4,3:09,2,1,NYG 1,30,21,Zack Crockett up the middle for no gain (tackle by Kendrick Clancy),5.910,5.170
4,3:03,,,,30,21,Timeout #1 by Oakland Raiders,0.000,5.170
4,3:03,3,1,NYG 1,30,21,Zack Crockett up the middle for no gain (tackle by Nick Greisen and Kendrick Clancy),5.170,3.550
4,2:48,,,,30,21,Timeout #2 by Oakland Raiders,0.000,3.550
4,2:48,4,1,NYG 1,30,21,Kerry Collins up the middle for no gain (tackle by Justin Tuck),3.550,0.380
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
4,2:31,1,10,NYG 1,30,21,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",-0.380,-0.190
4,2:31,1,5,NYG 6,30,21,Tiki Barber right tackle for 2 yards (tackle by Bobby Hamilton),-0.190,-0.270
4,2:00,2,3,NYG 8,30,21,Tiki Barber up the middle for 9 yards (tackle by Derrick Burgess),-0.270,-0.060
4,1:13,1,10,NYG 17,30,21,Eli Manning kneels for -1 yards,-0.060,-0.730
4,0:31,2,11,NYG 16,30,21,Eli Manning kneels for -1 yards,-0.730,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
