Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
3,13:36,1,10,CHI 25,21,17,Jeff Wilson right guard for 7 yards (tackle by Jaquan Brisker and Jaylon Johnson),3.910,4.370
3,12:53,2,3,CHI 18,27,17,"Tua Tagovailoa pass complete deep left to Jaylen Waddle for 18 yards, touchdown",4.370,7.000
3,12:47,,,CHI 15,28,17,Jason Sanders kicks extra point good,0.000,0.000
3,12:47,,,MIA 35,28,17,"Jason Sanders kicks off 61 yards, returned by Khalil Herbert for 30 yards (tackle by Jason Sanders)",0.000,1.200
3,12:40,1,10,CHI 34,28,17,Justin Fields pass complete short left to Darnell Mooney for 2 yards (tackle by Eric Rowe),1.200,0.930
3,12:10,2,8,CHI 36,28,17,Khalil Herbert left tackle for 3 yards (tackle by Elandon Roberts),0.930,0.630
3,11:32,3,5,CHI 39,28,23,"Justin Fields scrambles left tackle for 61 yards, touchdown",0.630,7.000
3,11:20,,,MIA 2,28,25,Two Point Attempt: Justin Fields pass complete to to Trevon Wesco for no gain,1.000,1.000
3,11:20,,,CHI 35,28,25,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,11:20,1,10,MIA 25,28,25,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle (defended by Nicholas Morrow),0.610,0.060
3,11:13,2,10,MIA 25,28,25,Tua Tagovailoa pass complete short left to Trent Sherfield for 8 yards (tackle by Jaylon Johnson),0.060,0.430
3,10:34,3,2,MIA 33,28,25,Tua Tagovailoa pass complete short left to Jaylen Waddle for 12 yards (tackle by Jaylon Johnson),0.430,1.930
3,9:54,1,10,MIA 45,28,25,Jeff Wilson left end for 1 yard (tackle by Jack Sanborn),1.930,1.520
3,9:12,2,9,MIA 46,28,25,Tua Tagovailoa pass complete short middle to Tyreek Hill for 20 yards (tackle by Eddie Jackson),1.520,3.310
3,8:23,1,10,CHI 34,28,25,Jeff Wilson left end for 3 yards (tackle by Jack Sanborn and Trevis Gipson),3.310,3.180
3,7:46,2,7,CHI 31,28,25,Tua Tagovailoa pass incomplete short right intended for Durham Smythe,3.180,2.480
3,7:40,3,7,CHI 31,28,25,Tua Tagovailoa pass complete short right to Tyreek Hill for 18 yards (tackle by Jack Sanborn),2.480,4.710
3,6:54,1,10,CHI 13,28,25,Jeff Wilson left tackle for 3 yards (tackle by Jack Sanborn),4.710,4.580
3,6:14,2,7,CHI 10,28,25,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill,4.580,3.650
3,6:07,3,7,CHI 10,34,25,"Tua Tagovailoa pass complete short left to Jeff Wilson for 10 yards, touchdown",3.650,7.000
3,6:02,,,CHI 15,35,25,Jason Sanders kicks extra point good,0.000,0.000
3,6:02,,,MIA 35,35,25,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,6:02,1,10,CHI 25,35,25,David Montgomery right guard for 2 yards (tackle by Raekwon Davis),0.610,0.330
3,5:23,2,8,CHI 27,35,25,"Justin Fields scrambles for no gain. Penalty on Sam Mustipher: Offensive Holding, 10 yards (accepted) (no play)",0.330,-1.150
3,5:00,2,18,CHI 17,35,25,Justin Fields pass incomplete short right intended for Chase Claypool,-1.150,-1.930
3,4:56,3,18,CHI 17,35,25,Justin Fields pass incomplete short left,-1.930,-2.320
3,4:50,4,18,CHI 17,35,25,"Trenton Gill punts 46 yards, returned by Cedrick Wilson for 8 yards (tackle by DeAndre Houston-Carson)",-2.320,-1.930
3,4:40,1,10,MIA 45,35,25,Tua Tagovailoa pass complete short left to Tyreek Hill for 16 yards (tackle by Kyler Gordon),1.930,2.980
3,3:59,1,10,CHI 39,35,25,Jeff Wilson left tackle for 1 yard (tackle by Trevis Gipson),2.980,2.580
3,3:18,2,9,CHI 38,35,25,Tua Tagovailoa pass complete short right to Jeff Wilson for 7 yards (tackle by Angelo Blackson and Joe Thomas),2.580,2.740
3,2:33,3,3,CHI 31,35,25,"Penalty on MIA: Illegal Shift, 5 yards (declined)",2.740,0.980
3,2:06,4,5,CHI 35,35,25,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,0.980,-1.270
3,2:02,1,10,CHI 35,35,25,"Justin Fields pass is intercepted by Xavien Howard at CHI-35 and returned for -9 yards. Penalty on Riley Reiff: Offensive Holding, 10 yards (offset) . Penalty on Xavien Howard: Defensive Holding, 5 yards (offset) (no play)",1.270,1.270
3,1:53,1,10,CHI 35,35,25,Chase Claypool right end for 4 yards (tackle by Jaelan Phillips),1.270,1.260
3,1:18,2,6,CHI 39,35,25,David Montgomery right guard for 4 yards (tackle by Jerome Baker and Christian Wilkins),1.260,1.090
3,0:41,3,2,CHI 43,35,25,David Montgomery left end for 1 yard (tackle by Zach Sieler),1.090,-0.460
Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CHI 44,35,25,Justin Fields up the middle for 2 yards (tackle by Melvin Ingram),-0.460,1.990
4,14:21,1,10,CHI 46,35,25,Justin Fields pass incomplete deep middle intended for Cole Kmet,1.990,1.450
4,14:16,2,10,CHI 46,35,25,Justin Fields pass complete short left to Darnell Mooney for 9 yards (tackle by Eric Rowe),1.450,1.950
4,13:39,3,1,MIA 45,35,25,Justin Fields scrambles right end for 14 yards (tackle by Jevon Holland),1.950,3.510
4,13:03,1,10,MIA 31,35,25,Justin Fields pass complete short right to Cole Kmet for 10 yards (tackle by Xavien Howard),3.510,4.170
4,12:20,1,10,MIA 21,35,25,Justin Fields scrambles right end for 17 yards (tackle by Jaelan Phillips),4.170,6.280
4,11:42,1,4,MIA 4,35,31,"Justin Fields pass complete short right to Cole Kmet for 4 yards, touchdown",6.280,7.000
4,11:38,,,MIA 15,35,32,Cairo Santos kicks extra point good,0.000,0.000
4,11:38,,,CHI 35,35,32,"Cairo Santos kicks off 65 yards, returned by Raheem Mostert for 18 yards (tackle by Elijah Hicks)",0.000,0.040
4,11:33,1,10,MIA 18,35,32,Tua Tagovailoa pass incomplete,0.040,-0.490
4,11:30,2,10,MIA 18,35,32,"Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle. Penalty on Eddie Jackson: Defensive Pass Interference, 47 yards (accepted) (no play)",-0.490,3.250
4,11:22,1,10,CHI 35,35,32,Jeff Wilson left end for 3 yards (tackle by Kyler Gordon),3.250,3.110
4,10:40,2,7,CHI 32,35,32,Tua Tagovailoa pass complete short right to Cedrick Wilson for 9 yards (tackle by Jack Sanborn),3.110,4.040
4,10:01,1,10,CHI 23,35,32,Raheem Mostert right tackle for 1 yard (tackle by Justin Jones),4.040,3.630
4,9:29,2,9,CHI 22,35,32,Raheem Mostert left end for 7 yards (tackle by Eddie Jackson),3.630,4.050
4,8:41,,,,,,Timeout #1 by Miami Dolphins,,
4,8:41,3,2,CHI 15,35,32,Jeff Wilson right guard for 1 yard (tackle by Kyler Gordon and Nicholas Morrow),4.050,2.660
4,7:55,,,,,,Timeout #2 by Miami Dolphins,,
4,7:55,4,1,CHI 14,35,32,Tua Tagovailoa pass incomplete short right intended for Durham Smythe,2.660,0.280
4,7:50,1,10,CHI 14,35,32,Justin Fields scrambles right tackle for 3 yards (tackle by Jerome Baker),-0.280,-0.210
4,7:13,2,6,CHI 18,35,32,Khalil Herbert right tackle for 5 yards (tackle by Raekwon Davis),-0.210,-0.320
4,6:38,3,1,CHI 23,35,32,Justin Fields scrambles right end for 3 yards (tackle by Elandon Roberts and Raekwon Davis),-0.320,0.670
4,5:55,1,10,CHI 26,35,32,Justin Fields pass incomplete short right intended for David Montgomery,0.670,0.130
4,5:50,2,10,CHI 26,35,32,David Montgomery right tackle for 3 yards (tackle by Elandon Roberts and Emmanuel Ogbah),0.130,-0.160
4,5:17,3,7,CHI 29,35,32,Justin Fields scrambles left end for 13 yards (tackle by Noah Igbinoghene),-0.160,1.730
4,4:37,1,10,CHI 42,35,32,Justin Fields sacked by Melvin Ingram for -5 yards,1.730,0.510
4,3:55,2,15,CHI 37,35,32,Justin Fields pass complete short left to Darnell Mooney for 2 yards (tackle by Kader Kohou),0.510,-0.030
4,3:15,3,14,CHI 38,35,32,Justin Fields pass incomplete deep left intended for N'Keal Harry,-0.030,-0.780
4,3:11,4,14,CHI 39,35,32,"Trenton Gill punts 37 yards, fair catch by Cedrick Wilson at MIA-24",-0.780,-0.540
4,3:04,1,10,MIA 24,35,32,Raheem Mostert left tackle for -1 yards (tackle by Nicholas Morrow and Kyler Gordon),0.540,-0.140
4,3:00,,,,,,Timeout #1 by Chicago Bears,,
4,3:00,2,11,MIA 23,35,32,Raheem Mostert left end for no gain (tackle by Armon Watts),-0.140,-0.820
4,2:55,,,,,,Timeout #2 by Chicago Bears,,
4,2:55,3,11,MIA 23,35,32,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle (defended by Jaylon Johnson),-0.820,-1.830
4,2:50,4,11,MIA 23,35,32,"Thomas Morstead punts 51 yards, returned by Dante Pettis for 2 yards (tackle by Keion Crossen and Justin Bethel)",-1.830,-0.810
4,2:38,1,10,CHI 28,35,32,Justin Fields pass complete short left to Darnell Mooney for 2 yards (tackle by Kader Kohou),0.810,0.530
4,2:10,2,8,CHI 30,35,32,Justin Fields scrambles left tackle for 12 yards (tackle by Zach Sieler),0.530,1.730
4,2:00,1,10,CHI 42,35,32,Khalil Herbert left guard for 2 yards (tackle by Duke Riley and Bradley Chubb),1.730,1.460
4,1:42,2,8,CHI 44,35,32,Justin Fields sacked by Duke Riley for -2 yards,1.460,0.500
4,1:35,3,10,CHI 42,35,32,Justin Fields pass incomplete deep left intended for Chase Claypool (defended by Keion Crossen),0.500,-0.590
4,1:29,4,10,CHI 42,35,32,Justin Fields pass incomplete short right intended for Equanimeous St. Brown,-0.590,-2.790
4,1:22,1,10,CHI 42,35,32,Tua Tagovailoa kneels for -2 yards,2.790,1.970
4,1:20,,,,,,Timeout #3 by Chicago Bears,,
4,1:20,2,12,CHI 44,35,32,Tua Tagovailoa kneels for -1 yards,1.970,1.160
4,0:36,3,13,CHI 45,35,32,Tua Tagovailoa kneels for -1 yards,1.160,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
