Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,BAL 32,0,7,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Terrell Suggs),2.740,3.970
2,14:18,1,10,BAL 24,0,7,Travis Henry up the middle for 2 yards (tackle by Anthony Weaver and Ray Lewis),3.970,3.700
2,13:40,2,8,BAL 22,0,7,Steve McNair pass incomplete intended for Travis Henry (defended by Ray Lewis),3.700,3.010
2,13:36,3,8,BAL 22,0,7,Steve McNair pass complete to Troy Fleming for 1 yard (tackle by Adalius Thomas),3.010,2.060
2,13:14,4,7,BAL 21,0,10,Rob Bironas 39 yard field goal good,2.060,3.000
2,,,,TEN 30,0,10,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
2,13:08,1,10,BAL 20,0,10,Jamal Lewis left guard for no gain (tackle by Albert Haynesworth and Brad Kassell),0.280,-0.270
2,12:25,2,10,BAL 20,0,10,Anthony Wright pass complete to Derrick Mason for 5 yards (tackle by Brad Kassell and Adam Jones),-0.270,-0.300
2,11:42,3,5,BAL 25,0,10,Anthony Wright pass complete to Derrick Mason for 2 yards (tackle by Andre Woolfolk),-0.300,-1.570
2,11:10,4,3,BAL 27,0,10,Dave Zastudil punts 34 yards,-1.570,-1.530
2,11:02,1,10,TEN 39,0,10,"Chris Brown left end for no gain (tackle by Will Demps). Penalty on Erron Kinney: Offensive Holding, 10 yards (no play)",1.530,0.870
2,10:39,1,20,TEN 29,0,10,Chris Brown right end for 1 yard (tackle by Adalius Thomas and Tommy Polley),0.870,-0.230
2,9:57,2,19,TEN 30,0,10,"Penalty on Brad Hopkins: False Start, 6 yards (no play)",-0.230,-1.040
2,9:38,2,25,TEN 24,0,10,Travis Henry left end for 11 yards (tackle by Ed Reed),-1.040,-0.230
2,8:50,3,14,TEN 35,0,10,Steve McNair pass complete to Courtney Roby for 24 yards (tackle by Deion Sanders and Chad Williams),-0.230,2.850
2,8:00,1,10,BAL 41,0,10,Steve McNair pass complete to Troy Fleming for 18 yards (tackle by Ed Reed),2.850,4.040
2,7:36,1,10,BAL 23,0,10,Steve McNair pass incomplete intended for Drew Bennett,4.040,3.500
2,7:30,2,10,BAL 23,0,10,"Chris Brown up the middle for no gain (tackle by Samari Rolle). Chris Brown fumbles (forced by Samari Rolle), recovered by Will Demps at BAL-23 and returned for 22 yards (tackle by Steve McNair)",3.500,-1.930
2,7:21,1,10,BAL 45,0,10,Anthony Wright sacked by Kyle Vanden Bosch for -8 yards,1.930,0.300
2,6:55,2,18,BAL 37,0,10,Anthony Wright sacked by Keith Bulluck for -8 yards,0.300,-1.420
2,6:29,3,26,BAL 29,0,10,Jamal Lewis up the middle for 13 yards,-1.420,-0.590
2,5:57,4,13,BAL 42,0,10,"Dave Zastudil punts 52 yards. Penalty on Roderick Green: Illegal Formation, 5 yards (no play)",-0.590,-0.910
2,5:46,4,18,BAL 37,0,10,"Dave Zastudil punts 52 yards, returned by Andrae Thurman for 11 yards (tackle by Ovie Mughelli)",-0.910,-0.410
2,5:33,1,10,TEN 22,0,10,Steve McNair pass incomplete intended for Brandon Jones,0.410,-0.130
2,5:27,2,10,TEN 22,0,10,Steve McNair pass complete to Drew Bennett for 35 yards (tackle by Ray Lewis),-0.130,2.720
2,4:58,1,10,BAL 43,0,10,Steve McNair pass complete to Travis Henry for 3 yards (tackle by Tommy Polley),2.720,2.580
2,4:19,2,7,BAL 40,0,10,Travis Henry up the middle for 1 yard (tackle by Aubrayo Franklin),2.580,2.010
2,3:31,3,6,BAL 39,0,10,Steve McNair pass incomplete intended for Drew Bennett,2.010,0.660
2,3:28,4,6,BAL 39,0,10,"Craig Hentrich punts 39 yards, touchback",0.660,-0.280
2,3:18,1,10,BAL 20,0,10,Jamal Lewis right tackle for 2 yards (tackle by Randy Starks),0.280,0.000
2,2:46,2,8,BAL 22,0,10,Anthony Wright sacked by Peter Sirmon for -4 yards,0.000,-1.330
2,2:24,3,12,BAL 18,0,10,Anthony Wright pass incomplete intended for Chester Taylor,-1.330,-2.240
2,2:20,4,12,BAL 18,0,10,"Dave Zastudil punts 43 yards, returned by Andrae Thurman for no gain",-2.240,-1.530
2,2:11,1,10,TEN 39,0,10,Chris Brown left tackle for 3 yards (tackle by Anthony Weaver and Terrell Suggs),1.530,1.390
2,2:00,2,7,TEN 42,0,10,Steve McNair pass incomplete intended for Chris Brown,1.390,0.700
2,1:56,3,7,TEN 42,0,10,Steve McNair pass incomplete intended for Drew Bennett (defended by Chad Williams),0.700,-0.590
2,1:52,4,7,TEN 42,0,10,"Craig Hentrich punts 45 yards, fair catch by B.J. Sams",-0.590,0.320
2,1:45,1,10,BAL 13,0,10,Chester Taylor up the middle for -2 yards,-0.320,-0.930
2,1:14,2,12,BAL 11,0,10,Chester Taylor right guard for no gain (tackle by Randy Starks),-0.930,-1.650
2,1:09,,,,0,10,Timeout #2 by Tennessee Titans,0.000,-1.650
2,1:09,3,12,BAL 11,0,10,"Penalty on Edwin Mulitalo: False Start, 5 yards (no play)",-1.650,-2.240
2,1:09,3,17,BAL 6,0,10,Anthony Wright pass incomplete intended for Derrick Mason (defended by Michael Waddell),-2.240,-2.490
2,1:03,4,17,BAL 6,0,10,Dave Zastudil punts 31 yards,-2.490,-3.120
2,0:52,1,10,BAL 37,0,10,Steve McNair pass complete to Drew Bennett for 11 yards (tackle by Ray Lewis),3.120,3.840
2,0:28,1,10,BAL 26,0,10,Steve McNair pass complete to Brandon Jones for 13 yards (tackle by Deion Sanders),3.840,4.710
2,0:14,1,10,BAL 13,0,10,Steve McNair spiked the ball,4.710,4.050
2,0:14,2,10,BAL 13,0,10,Steve McNair pass complete to Chris Brown for 2 yards (tackle by Deion Sanders and Roderick Green),4.050,3.450
2,0:06,,,,0,10,Timeout #3 by Tennessee Titans,0.000,3.450
2,0:06,3,8,BAL 11,0,13,Rob Bironas 29 yard field goal good,3.450,3.000
2,,,,TEN 30,0,13,"Rob Bironas kicks off 37 yards, returned by Darnell Dinkins for 10 yards (tackle by Cody Spencer)",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,13,"Matt Stover kicks off 63 yards, returned by Courtney Roby for 22 yards (tackle by Tommy Polley)",0.000,0.870
3,14:54,1,10,TEN 29,0,13,Chris Brown up the middle for no gain (tackle by Kelly Gregg),0.870,0.330
3,14:18,2,10,TEN 29,0,13,Steve McNair pass complete to Drew Bennett for 6 yards (tackle by Ray Lewis),0.330,0.430
3,13:40,,,,0,13,Timeout #1 by Baltimore Ravens,0.000,0.430
3,13:40,3,4,TEN 35,0,13,Steve McNair pass incomplete intended for Ben Troupe,0.430,-1.040
3,13:36,4,4,TEN 35,0,13,"Craig Hentrich punts 56 yards, returned by B.J. Sams for 5 yards (tackle by Courtney Roby)",-1.040,0.280
3,13:24,1,10,BAL 14,0,13,Anthony Wright pass complete to Derrick Mason for 12 yards (tackle by Andre Woolfolk),-0.280,0.670
3,12:46,1,10,BAL 26,0,13,Anthony Wright pass complete to Jamal Lewis for 11 yards,0.670,1.400
3,11:58,1,10,BAL 37,0,13,Anthony Wright pass complete to Jamal Lewis for 3 yards (tackle by Peter Sirmon),1.400,1.260
3,11:19,2,7,BAL 40,0,13,Anthony Wright pass complete to Darnell Dinkins for 8 yards (tackle by Donnie Nickey and Peter Sirmon). Penalty on Andre Woolfolk: Illegal Use of Hands (Declined),1.260,2.130
3,10:58,1,10,BAL 48,0,13,Anthony Wright pass complete to Todd Heap for 16 yards,2.130,3.180
3,10:20,1,10,TEN 36,0,13,Anthony Wright pass complete to Todd Heap for 20 yards (tackle by Lamont Thompson),3.180,4.510
3,9:34,1,10,TEN 16,0,13,Anthony Wright pass complete to Derrick Mason for 4 yards (tackle by Rocky Boiman),4.510,4.570
3,9:07,,,,0,13,Timeout #2 by Baltimore Ravens,0.000,4.570
3,9:07,2,6,TEN 12,0,13,Anthony Wright pass incomplete intended for Daniel Wilcox,4.570,3.730
3,9:02,3,6,TEN 12,0,13,Anthony Wright pass incomplete intended for Clarence Moore,3.730,2.660
3,8:58,4,6,TEN 12,3,13,Matt Stover 30 yard field goal good,2.660,3.000
3,,,,BAL 30,3,13,"Matt Stover kicks off 59 yards, returned by Courtney Roby for 59 yards (tackle by Matt Stover)",0.000,3.580
3,8:46,1,10,BAL 30,3,13,Travis Henry left tackle for no gain (tackle by Aubrayo Franklin),3.580,3.030
3,8:04,2,10,BAL 30,3,13,Steve McNair pass incomplete intended for Travis Henry,3.030,2.340
3,7:58,3,10,BAL 30,3,13,Steve McNair pass complete to Travis Henry for 1 yard (tackle by Tommy Polley and Chris McAlister),2.340,1.500
3,7:16,4,9,BAL 29,3,16,Rob Bironas 47 yard field goal good,1.500,3.000
3,,,,TEN 30,3,16,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
3,7:10,1,10,BAL 20,3,16,Jamal Lewis right guard for -1 yards (tackle by Albert Haynesworth and Randy Starks),0.280,-0.460
3,6:37,2,11,BAL 19,3,16,Anthony Wright pass complete to Derrick Mason for 8 yards (tackle by Keith Bulluck),-0.460,-0.030
3,5:52,3,3,BAL 27,3,16,Anthony Wright pass complete to Mark Clayton for 4 yards (tackle by Lamont Thompson),-0.030,1.000
3,5:13,1,10,BAL 31,3,16,Anthony Wright pass incomplete intended for Daniel Wilcox,1.000,0.460
3,5:08,2,10,BAL 31,3,16,Anthony Wright pass incomplete intended for Clarence Moore,0.460,-0.230
3,5:02,3,10,BAL 31,3,16,Anthony Wright pass incomplete intended for Chester Taylor,-0.230,-1.310
3,4:59,4,10,BAL 31,3,16,Dave Zastudil punts 27 yards,-1.310,-1.730
3,4:47,1,10,TEN 42,3,16,Steve McNair pass incomplete intended for Troy Fleming,1.730,1.190
3,4:42,2,10,TEN 42,3,16,Travis Henry left guard for no gain (tackle by Jarret Johnson and Terrell Suggs),1.190,0.500
3,4:04,3,10,TEN 42,3,16,Steve McNair pass complete to Erron Kinney for 5 yards (tackle by Deion Sanders). Penalty on Zach Piller: Offensive Holding (Declined),0.500,-0.260
3,3:48,4,5,TEN 47,3,16,"Craig Hentrich punts 53 yards, touchback",-0.260,-0.280
3,3:40,1,10,BAL 20,3,16,Anthony Wright pass incomplete intended for Clarence Moore,0.280,-0.270
3,3:33,2,10,BAL 20,3,16,Jamal Lewis up the middle for -1 yards (tackle by Randy Starks),-0.270,-1.140
3,2:54,3,11,BAL 19,3,16,Anthony Wright pass complete to Chester Taylor for 10 yards (tackle by Rien Long),-1.140,-1.440
3,2:27,4,1,BAL 29,3,16,"Dave Zastudil punts 53 yards, fair catch by Andrae Thurman",-1.440,-0.040
3,2:19,1,10,TEN 18,3,16,"Travis Henry up the middle for 7 yards (tackle by Ray Lewis). Penalty on Ma'ake Kemoeatu: Defensive Holding, 5 yards",0.040,0.940
3,1:55,1,10,TEN 30,3,16,Steve McNair pass incomplete intended for Troy Fleming,0.940,0.390
3,1:48,2,10,TEN 30,3,16,Travis Henry left tackle for -1 yards (tackle by Adalius Thomas and Will Demps),0.390,-0.430
3,1:02,3,11,TEN 29,3,16,Steve McNair pass incomplete intended for Travis Henry,-0.430,-1.440
3,0:57,4,11,TEN 29,3,16,"Craig Hentrich punts 56 yards, returned by B.J. Sams for no gain",-1.440,0.220
3,0:44,1,10,BAL 15,3,16,Anthony Wright pass incomplete intended for Todd Heap (defended by Albert Haynesworth),-0.220,-0.710
3,0:42,2,10,BAL 15,3,16,Anthony Wright pass incomplete intended for Derrick Mason (defended by Tony Beckham),-0.710,-1.370
3,0:36,3,10,BAL 15,3,16,Anthony Wright sacked by Randy Starks and Travis LaBoy for -9 yards,-1.370,-2.490
3,0:15,4,19,BAL 6,3,16,"Dave Zastudil punts 50 yards, returned by Andrae Thurman for no gain",-2.490,-1.860
3,0:03,1,10,TEN 44,3,16,Steve McNair pass incomplete intended for Drew Bennett,1.860,1.320
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TEN 44,3,16,Travis Henry up the middle for 2 yards (tackle by Ray Lewis and Adalius Thomas),1.320,0.890
4,14:17,3,8,TEN 46,3,16,Steve McNair pass complete to Tyrone Calico for 13 yards (tackle by Samari Rolle),0.890,2.850
4,14:17,1,10,BAL 41,3,16,"Penalty on Bo Scaife: False Start, 5 yards (no play)",2.850,2.520
4,13:17,1,15,BAL 46,3,16,Travis Henry left guard for 4 yards (tackle by Ma'ake Kemoeatu and Jarret Johnson),2.520,2.170
4,12:35,2,11,BAL 42,3,16,Steve McNair pass incomplete intended for Brandon Jones,2.170,1.490
4,12:33,3,11,BAL 42,3,16,Steve McNair sacked by Roderick Green for -2 yards,1.490,0.330
4,12:15,4,13,BAL 44,3,16,Craig Hentrich punts 29 yards,0.330,0.220
4,12:04,1,10,BAL 15,3,16,Anthony Wright pass incomplete intended for Clarence Moore,-0.220,-0.710
4,12:01,2,10,BAL 15,3,22,"Anthony Wright pass incomplete intended for Mark Clayton is intercepted by Brad Kassell at BAL-21 and returned for 21 yards, touchdown",-0.710,-7.000
4,,,,BAL 2,3,23,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,3,23,"Rob Bironas kicks off 62 yards, returned by B.J. Sams for 23 yards (tackle by Adam Jones). Penalty on B.J. Ward: Face Mask (15 Yards), 12 yards",0.000,-0.350
4,11:45,1,10,BAL 12,3,23,Anthony Wright pass complete to Todd Heap for 9 yards (tackle by Keith Bulluck),-0.350,0.420
4,11:17,2,1,BAL 21,3,23,Jamal Lewis up the middle for -1 yards (tackle by Keith Bulluck and Kyle Vanden Bosch),0.420,-0.480
4,10:46,3,2,BAL 20,3,23,Anthony Wright pass complete to Todd Heap for 8 yards (tackle by Kyle Vanden Bosch),-0.480,0.810
4,10:14,1,10,BAL 28,3,23,"Anthony Wright pass incomplete intended for Mark Clayton. Penalty on Adam Jones: Defensive Pass Interfere, 21 yards (no play)",0.810,2.190
4,10:09,1,10,BAL 49,3,23,Anthony Wright pass complete to Randy Hymes for 12 yards (tackle by Adam Jones),2.190,2.980
4,9:46,1,10,TEN 39,3,23,Anthony Wright pass complete to Todd Heap for 3 yards (tackle by Andre Woolfolk),2.980,2.850
4,9:10,2,7,TEN 36,3,23,Anthony Wright pass incomplete intended for Mark Clayton (defended by Michael Waddell),2.850,2.150
4,9:06,3,7,TEN 36,3,23,Anthony Wright pass incomplete intended for Clarence Moore,2.150,0.880
4,9:02,4,7,TEN 36,3,23,Anthony Wright pass complete to Derrick Mason for 11 yards (tackle by Brad Kassell),0.880,3.910
4,8:34,1,10,TEN 25,3,23,Anthony Wright pass complete to Chester Taylor for 6 yards (tackle by Brad Kassell),3.910,4.200
4,7:58,2,4,TEN 19,3,23,Anthony Wright pass incomplete intended for Jamal Lewis (defended by Keith Bulluck),4.200,3.490
4,7:53,3,4,TEN 19,3,23,Anthony Wright pass complete to Jamal Lewis for 9 yards (tackle by Keith Bulluck and Lamont Thompson),3.490,4.910
4,7:27,1,10,TEN 10,3,23,Randy Hymes pass incomplete intended for Darnell Dinkins,4.910,4.190
4,7:18,,,,3,23,Timeout #1 by Tennessee Titans,0.000,4.190
4,7:18,2,10,TEN 10,3,23,"Anthony Wright pass incomplete intended for Jamal Lewis. Penalty on Keydrick Vincent: Chop Block, 15 yards (no play)",4.190,2.330
4,7:14,2,25,TEN 25,3,23,Anthony Wright pass complete to Mark Clayton for 13 yards (tackle by Michael Waddell),2.330,3.100
4,6:28,3,12,TEN 12,9,23,"Anthony Wright pass complete to Derrick Mason for 12 yards, touchdown",3.100,7.000
4,,,,TEN 2,10,23,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,23,"Matt Stover kicks off 70 yards, returned by Adam Jones for 23 yards (tackle by Darnell Dinkins)",0.000,0.480
4,6:20,1,10,TEN 23,10,23,Travis Henry right tackle for 3 yards (tackle by Ray Lewis and Jarret Johnson),0.480,0.340
4,5:35,2,7,TEN 26,10,23,Travis Henry right tackle for 4 yards (tackle by Ray Lewis and Jarret Johnson),0.340,0.170
4,4:48,3,3,TEN 30,10,23,Steve McNair pass incomplete intended for Drew Bennett,0.170,-1.370
4,4:44,4,3,TEN 30,10,23,"Craig Hentrich punts 46 yards, returned by B.J. Sams for no gain. Penalty on B.J. Ward: Offensive Holding, 10 yards",-1.370,0.280
4,4:30,1,10,BAL 14,10,23,Anthony Wright sacked by Kyle Vanden Bosch for -4 yards,-0.280,-1.070
4,4:00,2,14,BAL 10,10,23,"Penalty on Keydrick Vincent: False Start, 5 yards (no play)",-1.070,-1.440
4,3:58,2,19,BAL 5,10,23,Chester Taylor up the middle for 7 yards (tackle by Brad Kassell),-1.440,-1.650
4,3:22,3,12,BAL 12,10,23,Anthony Wright sacked by Kyle Vanden Bosch for -11 yards,-1.650,-2.490
4,2:48,4,23,BAL 1,10,25,"Dave Zastudil punts no gain, safety. Penalty on BAL: Offensive 12 On-field (Declined)",-2.490,-2.000
4,,,,BAL 20,10,25,Dave Zastudil kicks onside 16 yards,0.000,3.180
4,2:40,1,10,BAL 36,10,25,Travis Henry right guard for 3 yards (tackle by Aubrayo Franklin),3.180,3.040
4,2:18,,,,10,25,Timeout #3 by Baltimore Ravens,0.000,3.040
4,2:18,2,7,BAL 33,10,25,Travis Henry right tackle for 2 yards (tackle by Anthony Weaver and Bart Scott),3.040,2.610
4,2:00,3,5,BAL 31,10,25,Travis Henry right tackle for 17 yards (tackle by Adalius Thomas),2.610,4.650
4,1:14,1,10,BAL 14,10,25,Steve McNair kneels for -1 yards,4.650,3.850
4,0:34,2,11,BAL 15,10,25,Steve McNair kneels for -1 yards,3.850,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
