Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
2,4:02,3,10,TAM 12,3,7,Matt Hasselbeck pass incomplete short right intended for Jared Cook,3.120,2.630
2,3:57,4,10,TAM 12,3,10,Rob Bironas 31 yard field goal good,2.630,3.000
2,,,,TEN 35,3,10,"Rob Bironas kicks off 62 yards, returned by Sammie Stroughter for 20 yards (tackle by Anthony Smith)",0.000,0.480
2,3:45,1,10,TAM 23,3,10,Josh Freeman pass incomplete short right intended for Mike Williams,0.480,-0.070
2,3:42,2,10,TAM 23,3,10,LeGarrette Blount up the middle for 4 yards (tackle by Akeem Ayers and Colin McCarthy),-0.070,-0.230
2,2:58,3,6,TAM 27,3,10,Josh Freeman sacked by Dave Ball for -6 yards,-0.230,-1.960
2,2:30,4,12,TAM 21,3,10,"Michael Koenen punts 51 yards, returned by Marc Mariani for 3 yards (tackle by Adam Hayward). Penalty on Alterraun Verner: Offensive Holding, 10 yards",-1.960,-0.340
2,2:18,1,10,TEN 21,3,10,"Matt Hasselbeck pass incomplete deep left intended for Nate Washington (defended by Aqib Talib). Penalty on Dekoda Watson: Defensive Offside, 5 yards (no play)",0.340,1.070
2,2:13,1,5,TEN 26,3,10,Matt Hasselbeck pass complete short left to Lavelle Hawkins for 9 yards (tackle by Ronde Barber),1.070,1.270
2,2:00,1,10,TEN 35,3,10,Matt Hasselbeck pass incomplete short right intended for Jared Cook (defended by Sean Jones),1.270,0.720
2,1:55,2,10,TEN 35,3,10,Matt Hasselbeck pass complete short middle to Javon Ringer for -1 yards (tackle by Elbert Mack),0.720,-0.100
2,1:11,3,11,TEN 34,3,10,"Matt Hasselbeck pass complete short middle to Javon Ringer for 4 yards (tackle by Ronde Barber). Javon Ringer fumbles (forced by Ronde Barber), recovered by Tanard Jackson at TEN-42 and returned for 13 yards (tackle by Javon Ringer)",-0.100,-3.640
2,0:59,1,10,TEN 29,3,10,Josh Freeman pass complete short right to Kellen Winslow Jr. for 9 yards (tackle by Colin McCarthy and Akeem Ayers),3.640,4.320
2,0:54,,,,3,10,Timeout #1 by Tampa Bay Buccaneers,0.000,4.320
2,0:54,2,1,TEN 20,3,10,Josh Freeman pass complete short right to Kregg Lumpkin for 3 yards (tackle by Jordan Babineaux and Jason McCourty),4.320,4.440
2,0:42,,,,3,10,Timeout #2 by Tampa Bay Buccaneers,0.000,4.440
2,0:42,1,10,TEN 17,3,10,Josh Freeman pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Jason McCourty),4.440,5.290
2,0:38,2,2,TEN 9,3,10,Josh Freeman pass complete short left to Kellen Winslow Jr. for 6 yards (tackle by Cortland Finnegan),5.290,6.510
2,0:20,1,3,TEN 3,3,10,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Jason McCourty),6.510,5.530
2,0:16,2,3,TEN 3,9,10,"Josh Freeman pass complete short left to Mike Williams for 3 yards, touchdown",5.530,7.000
2,,,,TEN 2,10,10,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 35,10,10,"Michael Koenen kicks off 65 yards, returned by Marc Mariani for 18 yards (tackle by Corey Lynch)",0.000,0.040
2,0:07,1,10,TEN 18,10,10,Matt Hasselbeck kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,10,"Michael Koenen kicks off 70 yards, returned by Marc Mariani for 25 yards (tackle by Larry Asante)",0.000,0.280
3,14:55,1,10,TEN 20,10,10,Chris Johnson right end for 5 yards (tackle by Da'Quan Bowers),0.280,0.410
3,14:17,2,5,TEN 25,10,10,Chris Johnson left tackle for 20 yards (tackle by Sean Jones),0.410,1.930
3,13:43,1,10,TEN 45,10,10,"Chris Johnson right end for 13 yards (tackle by Aqib Talib). Chris Johnson fumbles (forced by Aqib Talib), recovered by Sean Jones at TAM-38 (tackle by Nate Washington)",1.930,-1.470
3,13:35,1,10,TAM 38,10,10,LeGarrette Blount right tackle for 1 yard (tackle by Jurrell Casey),1.470,1.060
3,12:54,2,9,TAM 39,10,10,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Michael Griffin),1.060,0.370
3,12:48,3,9,TAM 39,10,10,"Josh Freeman pass complete short right to Mike Williams for 18 yards (tackle by Jordan Babineaux). Mike Williams fumbles (forced by Jordan Babineaux), recovered by Cortland Finnegan at TEN-37 (tackle by Sammie Stroughter)",0.370,-1.400
3,12:37,1,10,TEN 37,10,10,"Matt Hasselbeck pass complete short middle to Chris Johnson for 2 yards (tackle by Geno Hayes). Chris Johnson fumbles (forced by Geno Hayes), recovered by Jake Scott at TEN-43. Penalty on Craig Stevens: Face Mask (15 Yards), 15 yards (no play)",1.400,0.410
3,12:10,1,25,TEN 22,16,10,"Matt Hasselbeck pass incomplete short middle intended for Nate Washington is intercepted by Aqib Talib at TEN-27 and returned for 27 yards, touchdown",0.410,-7.000
3,,,,TEN 2,17,10,Connor Barth kicks extra point good,0.000,0.000
3,,,,TAM 35,17,10,"Michael Koenen kicks off 68 yards, returned by Marc Mariani for 29 yards (tackle by Elbert Mack). Penalty on Jordan Babineaux: Offensive Holding, 10 yards",0.000,-0.370
3,11:59,1,10,TEN 11,17,10,Chris Johnson right end for -3 yards (tackle by Tim Crowder),-0.370,-1.000
3,11:23,2,13,TEN 8,17,10,Chris Johnson right end for 5 yards (tackle by Quincy Black),-1.000,-1.190
3,10:37,,,,17,10,Timeout #1 by Tennessee Titans,0.000,-1.190
3,10:06,3,8,TEN 13,17,10,Matt Hasselbeck pass complete deep right to Jared Cook for 20 yards (tackle by E.J. Biggers),-1.190,1.140
3,10:06,1,10,TEN 33,17,10,Chris Johnson left end for 15 yards (tackle by Roy Miller),1.140,2.130
3,9:14,1,10,TEN 48,17,10,Matt Hasselbeck pass complete short right to Eugene Amano for 7 yards (tackle by Mason Foster),2.130,2.530
3,8:31,2,3,TAM 45,17,10,Javon Ringer left end for -1 yards (tackle by Quincy Black and John McCargo),2.530,1.680
3,7:42,3,4,TAM 46,17,10,Matt Hasselbeck pass complete short right to Javon Ringer for -2 yards (tackle by Aqib Talib and John McCargo),1.680,0.070
3,6:57,4,6,TAM 48,17,10,Brett Kern punts 41 yards,0.070,0.380
3,6:46,1,10,TAM 7,17,10,LeGarrette Blount right tackle for 1 yard (tackle by Akeem Ayers),-0.380,-0.710
3,6:08,2,9,TAM 8,17,10,Josh Freeman pass complete short right to LeGarrette Blount for 15 yards (tackle by Jurrell Casey and SenDerrick Marks),-0.710,0.480
3,5:20,1,10,TAM 23,17,10,"Josh Freeman pass complete short middle to LeGarrette Blount for 6 yards (tackle by Jurrell Casey). LeGarrette Blount fumbles (forced by Jurrell Casey), recovered by Jurrell Casey at TAM-29 (tackle by LeGarrette Blount)",0.480,-3.640
3,4:49,1,10,TAM 29,17,10,Chris Johnson left tackle for -3 yards (tackle by Mason Foster),3.640,2.700
3,4:10,2,13,TAM 32,17,10,Matt Hasselbeck sacked by Adrian Clayborn for -5 yards,2.700,1.360
3,3:31,3,18,TAM 37,17,10,Matt Hasselbeck pass incomplete deep right intended for Lavelle Hawkins (defended by E.J. Biggers),1.360,0.790
3,3:26,4,18,TAM 37,17,10,"Brett Kern punts 18 yards, fair catch by Preston Parker",0.790,-0.150
3,3:18,1,10,TAM 19,17,10,LeGarrette Blount up the middle for 14 yards (tackle by Jordan Babineaux),0.150,1.140
3,2:36,1,10,TAM 33,17,10,LeGarrette Blount left guard for 6 yards (tackle by Colin McCarthy),1.140,1.400
3,1:54,2,4,TAM 39,17,10,LeGarrette Blount right guard for 2 yards (tackle by Colin McCarthy),1.400,0.960
3,1:12,3,2,TAM 41,17,10,Josh Freeman pass incomplete short middle intended for Kellen Winslow Jr.,0.960,-0.650
3,1:07,4,2,TAM 41,17,10,Michael Koenen punts 30 yards,-0.650,-0.870
3,0:55,1,10,TEN 29,17,10,Chris Johnson right end for 2 yards (tackle by Adam Hayward),0.870,0.600
3,0:16,2,8,TEN 31,17,10,Chris Johnson right guard for 25 yards (tackle by Ronde Barber),0.600,2.650
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 44,17,10,Javon Ringer left guard for -4 yards (tackle by Albert Haynesworth),2.650,1.570
4,14:22,2,14,TAM 48,17,10,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 7 yards (tackle by Ronde Barber and Tanard Jackson),1.570,1.820
4,13:39,3,7,TAM 41,17,10,Matt Hasselbeck pass complete short middle to Nate Washington for 12 yards (tackle by Elbert Mack),1.820,3.640
4,12:59,1,10,TAM 29,17,10,Chris Johnson left end for -5 yards (tackle by Tim Crowder),3.640,2.420
4,12:12,2,15,TAM 34,17,10,Matt Hasselbeck pass incomplete short right intended for Nate Washington (defended by Mason Foster),2.420,1.750
4,12:08,3,15,TAM 34,17,10,Matt Hasselbeck pass incomplete short right intended for Javon Ringer,1.750,1.060
4,12:03,4,15,TAM 34,17,13,Rob Bironas 52 yard field goal good,1.060,3.000
4,,,,TEN 35,17,13,"Rob Bironas kicks off 73 yards, touchback",0.000,0.280
4,11:57,1,10,TAM 20,17,13,LeGarrette Blount right tackle for 16 yards (tackle by Jordan Babineaux and Michael Griffin),0.280,1.330
4,11:14,1,10,TAM 36,17,13,LeGarrette Blount up the middle for 14 yards (tackle by William Hayes),1.330,2.260
4,10:33,1,10,,17,13,Josh Freeman pass complete short right to Mike Williams for 9 yards (tackle by Jason McCourty),2.260,2.930
4,9:52,2,1,TEN 41,17,13,LeGarrette Blount right guard for 7 yards (tackle by Jurrell Casey),2.930,3.310
4,9:18,1,10,TEN 34,17,13,"LeGarrette Blount left guard for 8 yards (tackle by Will Witherspoon). Penalty on Kellen Winslow Jr.: Offensive Holding, 10 yards (no play)",3.310,2.650
4,8:52,1,20,TEN 44,17,13,"Penalty on Jeremy Zuttah: False Start, 5 yards (no play)",2.650,2.320
4,8:37,1,25,TEN 49,17,13,Josh Freeman pass incomplete deep middle intended for Arrelious Benn,2.320,0.750
4,8:31,2,25,TEN 49,17,13,Josh Freeman pass complete short left to Kregg Lumpkin for -2 yards (tackle by Alterraun Verner),0.750,-0.160
4,7:46,3,27,TAM 49,17,13,Kregg Lumpkin up the middle for 3 yards (tackle by Colin McCarthy). Penalty on Jeremy Zuttah: Offensive Holding (Declined),-0.160,0.070
4,7:23,4,24,TEN 48,17,13,"Michael Koenen punts 48 yards, touchback",0.070,-0.280
4,7:14,1,10,TEN 20,17,13,Matt Hasselbeck pass complete short left to Damian Williams for 11 yards (tackle by E.J. Biggers),0.280,1.000
4,6:37,1,10,TEN 31,17,13,Chris Johnson up the middle for 10 yards (tackle by Mason Foster and Roy Miller),1.000,1.660
4,5:57,1,10,TEN 41,17,13,Chris Johnson left guard for 34 yards (tackle by Tanard Jackson),1.660,3.910
4,5:22,1,10,TAM 25,17,13,Javon Ringer left guard for 7 yards (tackle by Sean Jones and E.J. Biggers),3.910,4.370
4,4:38,2,3,TAM 18,17,13,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,4.370,3.660
4,4:33,3,3,TAM 18,17,13,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 11 yards (tackle by Elbert Mack),3.660,5.600
4,4:27,1,7,TAM 7,17,13,Javon Ringer left guard for 2 yards (tackle by Sean Jones),5.600,5.150
4,3:50,2,5,TAM 5,17,13,Matt Hasselbeck pass incomplete short right intended for Jared Cook (defended by Tanard Jackson),5.150,4.260
4,3:45,3,5,TAM 5,17,13,Matt Hasselbeck pass complete short left to Chris Johnson for 3 yards (tackle by E.J. Biggers),4.260,3.250
4,3:08,4,2,TAM 2,17,19,"Matt Hasselbeck pass complete short middle to Damian Williams for 2 yards, touchdown",3.250,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,TAM 2,17,20,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,17,20,"Rob Bironas kicks off 67 yards, returned by Sammie Stroughter for 35 yards (tackle by Rob Bironas)",0.000,1.140
4,2:54,1,10,TAM 33,17,20,LeGarrette Blount up the middle for no gain (tackle by Jason Jones),1.140,0.590
4,2:25,2,10,TAM 33,17,20,Josh Freeman pass incomplete short middle intended for Kellen Winslow Jr. is intercepted by Colin McCarthy at TAM-47,0.590,-2.460
4,2:19,1,10,TAM 47,17,20,Chris Johnson right tackle for 2 yards (tackle by Albert Haynesworth),2.460,2.180
4,2:14,,,,17,20,Timeout #1 by Tampa Bay Buccaneers,0.000,2.180
4,2:14,2,8,TAM 45,17,20,Chris Johnson left tackle for 24 yards (tackle by Sean Jones),2.180,4.170
4,2:06,1,10,TAM 21,17,20,Javon Ringer left tackle for no gain (tackle by Adrian Clayborn),4.170,3.630
4,2:00,2,10,TAM 21,17,20,"Penalty on Daniel Graham: False Start, 5 yards (no play)",3.630,2.950
4,2:00,2,15,TAM 26,17,20,Javon Ringer right guard for 1 yard (tackle by John McCargo),2.950,2.410
4,1:55,,,,17,20,Timeout #2 by Tampa Bay Buccaneers,0.000,2.410
4,1:55,3,14,TAM 25,17,20,Javon Ringer right guard for 5 yards (tackle by Sean Jones),2.410,2.120
4,1:49,,,,17,20,Timeout #3 by Tampa Bay Buccaneers,0.000,2.120
4,1:49,4,9,TAM 20,17,23,Rob Bironas 38 yard field goal good,2.120,3.000
4,,,,TEN 35,17,23,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,1:44,1,10,TAM 20,17,23,Josh Freeman pass complete deep left to Mike Williams for 23 yards (tackle by Michael Griffin),0.280,1.800
4,1:37,1,10,TAM 43,17,23,Josh Freeman pass incomplete short left intended for Preston Parker,1.800,1.250
4,1:30,2,10,TAM 43,17,23,Josh Freeman pass complete deep left to Mike Williams for 23 yards (tackle by Michael Griffin),1.250,3.310
4,1:14,1,10,TEN 34,17,23,Josh Freeman spiked the ball,3.310,2.770
4,1:13,2,10,TEN 34,17,23,Josh Freeman pass incomplete short right intended for Arrelious Benn,2.770,2.080
4,1:08,3,10,TEN 34,17,23,Josh Freeman pass complete short middle to Kregg Lumpkin for 9 yards (tackle by Akeem Ayers),2.080,1.950
4,0:46,4,1,TEN 25,17,23,"Josh Freeman for no gain. Josh Freeman fumbles, recovered by Josh Freeman at TEN-26",1.950,-0.670
4,0:39,1,10,TEN 26,17,23,Matt Hasselbeck kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
