Quarter,Time,Down,ToGo,Location,HOU,GNB,Detail,EPB,EPA
2,11:48,1,10,GNB 15,7,0,Aaron Rodgers pass complete short left to James Jones for 12 yards (tackle by Jacques Reeves),-0.220,0.740
2,11:07,1,10,GNB 27,7,0,Aaron Rodgers pass complete short right to Greg Jennings for 11 yards (tackle by Fred Bennett),0.740,1.470
2,10:28,1,10,GNB 38,7,0,Aaron Rodgers pass complete deep left to Ruvell Martin for 16 yards (tackle by Eugene Wilson),1.470,2.520
2,9:57,1,10,HOU 46,7,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,2.520,1.980
2,9:52,2,10,HOU 46,7,0,Ryan Grant left guard for 5 yards (tackle by Amobi Okoye and Xavier Adibi),1.980,1.950
2,9:09,3,5,HOU 41,7,0,Aaron Rodgers sacked by Tim Bulman for -7 yards,1.950,0.070
2,8:45,4,12,HOU 48,7,0,"Jeremy Kapinos punts 41 yards, returned by Jacoby Jones for 6 yards (tackle by Will Blackmon)",0.070,0.320
2,8:35,1,10,HOU 13,7,0,Ryan Moats left guard for 3 yards (tackle by Aaron Kampman),-0.320,-0.440
2,7:57,2,7,HOU 16,7,0,Matt Schaub sacked by Desmond Bishop for -6 yards,-0.440,-1.770
2,7:18,3,13,HOU 10,7,0,Matt Schaub pass complete short left to Steve Slaton for 13 yards (tackle by Alfred Malone),-1.770,0.480
2,6:41,1,10,HOU 23,7,0,Steve Slaton right end for 3 yards (tackle by Aaron Kampman and A.J. Hawk),0.480,0.340
2,5:59,2,7,HOU 26,7,0,Matt Schaub pass incomplete short right intended for Andre' Davis is intercepted by Tramon Williams at HOU-28 and returned for 5 yards (tackle by Andre' Davis),0.340,-4.040
2,5:53,1,10,HOU 23,7,0,Ryan Grant up the middle for 3 yards (tackle by Mario Williams and Brandon Harrison),4.040,3.900
2,5:12,2,7,HOU 20,7,6,"Aaron Rodgers pass complete deep left to Donald Lee for 20 yards, touchdown",3.900,7.000
2,,,,HOU 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,7,"Mason Crosby kicks off 54 yards, returned by Andre' Davis for 13 yards (tackle by Ruvell Martin)",0.000,0.870
2,5:03,1,10,HOU 29,7,7,Matt Schaub pass complete deep left to Kevin Walter for 46 yards (tackle by Tramon Williams),0.870,3.910
2,4:18,1,10,GNB 25,7,7,Steve Slaton up the middle for 6 yards (tackle by Desmond Bishop),3.910,4.200
2,3:42,2,4,GNB 19,7,7,Steve Slaton left end for 3 yards (tackle by Johnny Jolly),4.200,4.060
2,2:59,3,1,GNB 16,7,7,Steve Slaton right tackle for 2 yards (tackle by Aaron Kampman and Jason Hunter),4.060,4.650
2,2:12,1,10,GNB 14,7,7,Matt Schaub pass incomplete short middle intended for Andre Johnson,4.650,4.000
2,2:07,2,10,GNB 14,7,7,Steve Slaton right end for 3 yards (tackle by Aaron Rouse and Desmond Bishop),4.000,3.620
2,2:00,3,7,GNB 11,7,7,Matt Schaub pass incomplete short right intended for Kevin Walter,3.620,2.700
2,1:54,4,7,GNB 11,10,7,Kris Brown 30 yard field goal good,2.700,3.000
2,,,,HOU 30,10,7,"Kris Brown kicks off 69 yards, returned by Will Blackmon for 99 yards. Penalty on Jason Hunter: Offensive Holding, 10 yards, Penalty on John Kuhn: Offensive Holding (Declined)",0.000,-0.060
2,1:38,1,10,GNB 17,10,7,Aaron Rodgers pass complete short middle to Brandon Jackson for 4 yards (tackle by DeMeco Ryans),-0.060,0.080
2,1:15,2,6,GNB 21,10,7,Aaron Rodgers pass complete deep middle to Donald Lee for 25 yards (tackle by Brandon Harrison),0.080,1.990
2,1:06,,,,10,7,Timeout #1 by Green Bay Packers,0.000,1.990
2,1:06,1,10,GNB 46,10,7,Aaron Rodgers pass complete short right to Brandon Jackson for 2 yards (tackle by Xavier Adibi),1.990,1.720
2,0:45,2,8,GNB 48,10,7,Aaron Rodgers pass complete short middle to Donald Driver for 5 yards (tackle by Jesse Nading),1.720,1.690
2,0:38,,,,10,7,Timeout #2 by Green Bay Packers,0.000,1.690
2,0:38,3,3,HOU 47,10,7,Aaron Rodgers pass incomplete short left intended for Greg Jennings is intercepted by DelJuan Robinson at HOU-40,1.690,-1.600
2,0:33,1,10,HOU 40,10,7,Matt Schaub pass complete short right to Andre Johnson for 5 yards (tackle by Desmond Bishop),1.600,1.730
2,0:23,,,,10,7,Timeout #1 by Houston Texans,0.000,1.730
2,0:23,2,5,HOU 45,10,7,Matt Schaub pass incomplete short middle intended for Andre Johnson,1.730,1.030
2,0:19,3,5,HOU 45,10,7,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Nick Collins),1.030,2.650
2,0:13,,,,10,7,Timeout #2 by Houston Texans,0.000,2.650
2,0:13,1,10,GNB 44,10,7,Matt Schaub pass incomplete short middle intended for David Anderson (defended by Jarrett Bush),2.650,2.110
2,0:09,2,10,GNB 44,10,7,Matt Schaub pass complete short right to Steve Slaton for 21 yards (tackle by Tramon Williams),2.110,4.040
2,0:01,1,10,GNB 23,10,7,Kris Brown 41 yard field goal no good,4.040,0.940
Quarter,Time,Down,ToGo,Location,HOU,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,10,7,"Kris Brown kicks off 55 yards, returned by Will Blackmon for 20 yards (tackle by Antwaun Molden)",0.000,1.270
3,14:55,1,10,GNB 35,10,7,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings,1.270,0.720
3,14:51,2,10,GNB 35,10,7,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.720,0.040
3,14:48,3,10,GNB 35,10,7,Aaron Rodgers pass incomplete short left intended for Ruvell Martin,0.040,-1.040
3,14:41,4,10,GNB 35,10,7,"Jeremy Kapinos punts 47 yards, returned by Jacoby Jones for 14 yards (tackle by Korey Hall)",-1.040,-1.070
3,14:31,1,10,HOU 32,10,7,"Matt Schaub pass complete short right to Vonta Leach for 21 yards (tackle by Desmond Bishop). Penalty on Desmond Bishop: Face Mask (15 Yards), 15 yards",1.070,3.450
3,14:05,1,10,GNB 32,10,7,Steve Slaton left end for no gain (tackle by Ryan Pickett),3.450,2.900
3,13:25,2,10,GNB 32,10,7,Steve Slaton right tackle for 4 yards (tackle by Johnny Jolly),2.900,2.740
3,12:41,3,6,GNB 28,10,7,Matt Schaub pass complete short middle to Owen Daniels for 5 yards (tackle by Will Blackmon),2.740,2.080
3,11:57,4,1,GNB 23,13,7,Kris Brown 41 yard field goal good,2.080,3.000
3,,,,HOU 30,13,7,"Kris Brown kicks off 47 yards, returned by Jason Hunter for 7 yards (tackle by Cecil Sapp)",0.000,0.940
3,11:49,1,10,GNB 30,13,7,Ryan Grant up the middle for 19 yards (tackle by Brandon Harrison),0.940,2.190
3,11:11,1,10,GNB 49,13,7,Ryan Grant right tackle for 3 yards (tackle by Travis Johnson),2.190,2.050
3,10:32,2,7,HOU 48,13,7,Ryan Grant right end for 4 yards (tackle by Travis Johnson and Xavier Adibi),2.050,1.880
3,9:48,3,3,HOU 44,13,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Jacques Reeves),1.880,0.330
3,9:44,4,3,HOU 44,13,7,"Jeremy Kapinos punts 34 yards, muffed catch by Jacoby Jones, recovered by Jacoby Jones and returned for no gain",0.330,0.380
3,9:36,1,10,HOU 10,13,7,Steve Slaton right end for 5 yards (tackle by A.J. Hawk and Charles Woodson),-0.380,-0.350
3,8:54,2,5,HOU 15,13,7,Steve Slaton right tackle for 6 yards (tackle by Brady Poppinga and Ryan Pickett),-0.350,0.340
3,8:12,1,10,HOU 21,13,7,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Al Harris),0.340,-0.200
3,8:06,2,10,HOU 21,13,7,Steve Slaton left end for 5 yards (tackle by Charles Woodson and Desmond Bishop),-0.200,-0.230
3,7:21,3,5,HOU 26,13,7,Matt Schaub pass complete short middle to Owen Daniels for 5 yards (tackle by Nick Collins),-0.230,1.000
3,6:41,1,10,HOU 31,13,7,Matt Schaub pass complete short right to Andre' Davis for 1 yard (tackle by Charles Woodson),1.000,0.600
3,6:00,2,9,HOU 32,13,7,Steve Slaton left tackle for -3 yards (tackle by Mike Montgomery),0.600,-0.490
3,5:19,3,12,HOU 29,13,7,Matt Schaub pass complete short right to Steve Slaton for 6 yards (tackle by Charles Woodson),-0.490,-1.040
3,4:43,4,6,HOU 35,13,7,Matt Turk for 18 yards (tackle by Will Blackmon),-1.040,2.460
3,4:17,,,,13,7,Timeout #1 by Houston Texans,0.000,2.460
3,4:17,1,10,GNB 47,13,7,Matt Schaub pass incomplete deep left intended for Andre' Davis (defended by Tramon Williams),2.460,1.910
3,4:11,2,10,GNB 47,13,7,Matt Schaub pass complete deep left to Andre Johnson for 20 yards (tackle by Al Harris),1.910,3.780
3,3:47,1,10,GNB 27,13,7,Steve Slaton right end for 3 yards (tackle by Colin Cole and Aaron Kampman),3.780,3.640
3,3:04,2,7,GNB 24,13,7,"Penalty on Vonta Leach: False Start, 5 yards (no play)",3.640,2.960
3,2:43,2,12,GNB 29,13,7,Matt Schaub pass complete short middle to Kevin Walter for 13 yards (tackle by Nick Collins),2.960,4.510
3,1:56,1,10,GNB 16,13,7,"Steve Slaton left tackle for -2 yards (tackle by Mike Montgomery). Steve Slaton fumbles (forced by Mike Montgomery), recovered by Johnny Jolly at GNB-18 and returned for 3 yards (tackle by Kevin Walter)",4.510,-0.340
3,1:45,1,10,GNB 21,13,7,Aaron Rodgers pass complete short right to James Jones for 8 yards (tackle by Fred Bennett),0.340,0.880
3,1:10,2,2,GNB 29,13,7,Ryan Grant left end for 2 yards (tackle by DeMeco Ryans),0.880,1.000
3,0:32,1,10,GNB 31,13,7,Aaron Rodgers pass complete deep middle to Greg Jennings for 63 yards (tackle by Jacques Reeves),1.000,5.830
Quarter,Time,Down,ToGo,Location,HOU,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,HOU 6,13,13,"Ryan Grant right tackle for 6 yards, touchdown",5.830,7.000
4,,,,HOU 2,13,14,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,13,14,"Mason Crosby kicks off 60 yards, returned by Andre' Davis for 27 yards (tackle by John Kuhn)",0.000,1.400
4,14:51,1,10,HOU 37,13,14,Matt Schaub pass complete short middle to Kevin Walter for 15 yards (tackle by Nick Collins),1.400,2.390
4,14:11,1,10,GNB 48,13,14,Matt Schaub pass complete short right to Joel Dreessen for 4 yards (tackle by Brady Poppinga),2.390,2.390
4,13:30,2,6,GNB 44,13,14,Matt Schaub pass complete short middle to Andre' Davis for 21 yards (tackle by Tramon Williams),2.390,4.040
4,12:49,1,10,GNB 23,13,14,Steve Slaton left tackle for 2 yards (tackle by Mike Montgomery and A.J. Hawk),4.040,3.770
4,12:08,2,8,GNB 21,13,14,Steve Slaton right end for 4 yards (tackle by Alfred Malone),3.770,3.660
4,11:30,3,4,GNB 17,13,14,Matt Schaub pass complete short right to Kevin Walter for 4 yards (tackle by Johnny Jolly),3.660,4.710
4,10:53,1,10,GNB 13,13,14,Steve Slaton right guard for 2 yards (tackle by Johnny Jolly and A.J. Hawk),4.710,4.390
4,10:11,2,8,GNB 11,19,14,"Matt Schaub pass complete short left to Andre Johnson for 11 yards, touchdown",4.390,7.000
4,10:05,,,,19,14,Timeout #2 by Houston Texans,0.000,0.000
4,,,,,21,14,"Two Point Attempt: Matt Schaub pass complete to Andre Johnson, conversion succeeds",1.000,1.000
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
4,,,,HOU 30,21,14,"Kris Brown kicks off 67 yards, returned by Will Blackmon for 8 yards (tackle by Dominique Barber)",0.000,-0.370
4,10:01,1,10,GNB 11,21,14,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by DelJuan Robinson),-0.370,-0.160
4,9:34,2,4,GNB 17,21,14,Aaron Rodgers pass complete short right to Ruvell Martin for 1 yard (tackle by DeMeco Ryans),-0.160,-0.600
4,9:17,3,3,GNB 18,21,14,Aaron Rodgers pass incomplete short middle intended for Donald Driver,-0.600,-2.240
4,9:14,4,3,GNB 18,21,14,"Jeremy Kapinos punts 37 yards, muffed catch by Jacoby Jones, recovered by Brett Goode and returned for no gain",-2.240,2.190
4,9:04,1,10,GNB 49,21,14,Aaron Rodgers pass complete short middle to Ryan Grant for 8 yards (tackle by Jacques Reeves),2.190,2.730
4,8:27,2,2,HOU 43,21,14,Ryan Grant left end for 1 yard (tackle by Eugene Wilson),2.730,2.150
4,8:00,3,1,HOU 42,21,14,Ryan Grant left end for 22 yards (tackle by Eugene Wilson),2.150,4.240
4,7:25,1,10,HOU 20,21,14,Ryan Grant left tackle for 9 yards (tackle by Eugene Wilson and DeMeco Ryans),4.240,5.260
4,6:49,2,1,HOU 11,21,14,Ryan Grant right tackle for 2 yards (tackle by Xavier Adibi),5.260,5.140
4,6:06,1,9,HOU 9,21,14,Aaron Rodgers pass incomplete short right intended for Greg Jennings,5.140,4.380
4,6:00,2,9,HOU 9,21,20,"Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards, touchdown",4.380,7.000
4,,,,HOU 2,21,21,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,21,21,"Mason Crosby kicks off 42 yards, returned by Chris L. White for 7 yards (tackle by John Kuhn)",0.000,1.270
4,5:53,1,10,HOU 35,21,21,"Matt Schaub pass incomplete. Penalty on Matt Schaub: Intentional Grounding, 10 yards",1.270,-0.630
4,5:49,2,20,HOU 25,21,21,"Matt Schaub pass complete short right to Owen Daniels for 9 yards (tackle by Desmond Bishop). Owen Daniels fumbles (forced by Desmond Bishop), ball out of bounds at HOU-34",-0.630,-0.100
4,5:19,3,11,HOU 34,21,21,Matt Schaub pass complete short left to Kevin Walter for 10 yards (tackle by Jarrett Bush),-0.100,-0.460
4,4:50,4,1,HOU 44,21,21,"Matt Turk punts 47 yards, returned by Will Blackmon for 7 yards (tackle by Kevin Bentley)",-0.460,0.140
4,4:37,1,10,GNB 16,21,21,Aaron Rodgers pass complete deep left to Donald Driver for 59 yards (tackle by Brandon Harrison),-0.140,3.910
4,3:46,1,10,HOU 25,21,21,Ryan Grant left end for 3 yards (tackle by Anthony Weaver and Amobi Okoye),3.910,3.770
4,3:02,2,7,HOU 22,21,21,"Ryan Grant right tackle for 9 yards (tackle by Eugene Wilson). Penalty on Tony Moll: Offensive Holding, 10 yards (no play)",3.770,2.420
4,2:56,2,17,HOU 32,21,21,Aaron Rodgers sacked by DeMeco Ryans for -9 yards,2.420,0.560
4,2:21,3,26,HOU 41,21,21,Aaron Rodgers pass complete short middle to Donald Lee for 3 yards (tackle by Xavier Adibi),0.560,0.720
4,2:00,4,23,HOU 38,21,21,Jeremy Kapinos punts 35 yards,0.720,0.380
4,1:49,1,10,HOU 3,21,21,Steve Slaton left tackle for 3 yards (tackle by Johnny Jolly and Ryan Pickett),-0.380,-0.560
4,1:43,,,,21,21,Timeout #2 by Green Bay Packers,0.000,-0.560
4,1:43,2,7,HOU 6,21,21,Matt Schaub pass complete short right to Vonta Leach for 22 yards (tackle by Nick Collins),-0.560,0.810
4,1:34,,,,21,21,Timeout #3 by Green Bay Packers,0.000,0.810
4,1:34,1,10,HOU 28,21,21,"Matt Schaub for no gain. Matt Schaub fumbles, recovered by Matt Schaub at HOU-28",0.810,0.130
4,1:13,2,11,HOU 27,21,21,Matt Schaub pass complete short middle to David Anderson for 17 yards (tackle by Will Blackmon). Penalty on Aaron Kampman: Defensive Offside (Declined),0.130,1.860
4,1:08,1,10,HOU 44,21,21,Matt Schaub pass complete short middle to David Anderson for 4 yards (tackle by Charles Woodson),1.860,1.860
4,0:50,2,6,HOU 48,21,21,Matt Schaub pass complete short middle to Owen Daniels for 27 yards (tackle by Aaron Rouse),1.860,3.910
4,0:28,1,10,GNB 25,21,21,Matt Schaub spiked the ball,3.910,3.360
4,0:27,2,10,GNB 25,21,21,Steve Slaton left end for 3 yards (tackle by A.J. Hawk),3.360,3.070
4,0:04,3,7,GNB 22,24,21,Kris Brown 40 yard field goal good,3.070,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
