Quarter,Time,Down,ToGo,Location,OAK,LAC,Detail,EPB,EPA
3,5:34,2,5,LAC 22,21,7,Philip Rivers pass complete short left to Hunter Henry for 10 yards (tackle by Tahir Whitehead),0.210,1.070
3,5:04,1,10,LAC 32,21,7,Philip Rivers pass complete short left to Keenan Allen for 14 yards (tackle by William Compton),1.070,1.990
3,4:31,1,10,LAC 46,21,7,Philip Rivers pass complete short right to Melvin Gordon for 5 yards (tackle by William Compton),1.990,2.130
3,3:57,2,5,OAK 49,21,7,Melvin Gordon up the middle for 3 yards (tackle by William Compton),2.130,1.820
3,3:13,3,2,OAK 46,21,7,Philip Rivers pass incomplete short middle intended for Keenan Allen,1.820,0.200
3,3:09,,,,,,Timeout #1 by Los Angeles Chargers,,
3,3:09,4,2,OAK 46,21,7,Melvin Gordon right end for 10 yards (tackle by Nicholas Morrow),0.200,3.180
3,2:27,1,10,OAK 36,21,7,Philip Rivers pass complete short middle to Austin Ekeler for 17 yards (tackle by William Compton),3.180,4.310
3,1:55,1,10,OAK 19,21,7,Philip Rivers pass complete short right to Keenan Allen for 18 yards (tackle by Daryl Worley),4.310,6.970
3,1:08,1,1,OAK 1,21,13,"Melvin Gordon left tackle for 1 yard, touchdown",6.970,7.000
3,1:04,,,OAK 15,21,14,Michael Badgley kicks extra point good,0.000,0.000
3,1:04,,,LAC 35,21,14,"Ty Long kicks off 68 yards, returned by Keisean Nixon for 26 yards (tackle by Jatavis Brown)",0.000,0.480
3,0:59,1,10,OAK 23,21,14,DeAndre Washington left guard for 4 yards (tackle by Derwin James),0.480,0.470
3,0:20,2,6,OAK 27,21,14,Derek Carr pass complete short left to DeAndre Washington for 13 yards (tackle by Denzel Perryman),0.470,1.600
Quarter,Time,Down,ToGo,Location,OAK,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 40,21,14,DeAndre Washington right guard for 4 yards (tackle by Denzel Perryman and Derwin James),1.600,1.590
4,14:19,2,6,OAK 44,21,14,Derek Carr pass complete short right to Darren Waller for 1 yard (tackle by Derwin James and Desmond King),1.590,1.030
4,13:38,3,5,OAK 45,21,14,Derek Carr pass complete short left to Hunter Renfrow for 6 yards (tackle by Casey Hayward),1.030,2.320
4,12:58,1,10,LAC 49,21,14,Jalen Richard left end for 1 yard (tackle by Damion Square),2.320,1.920
4,12:16,2,9,LAC 48,21,14,Derek Carr pass complete short right to Derek Carrier for 6 yards (tackle by Drue Tranquill),1.920,2.020
4,11:32,3,3,LAC 42,21,14,Derek Carr pass complete short middle to Hunter Renfrow for 5 yards (tackle by Adrian Phillips),2.020,3.120
4,10:49,1,10,LAC 37,21,14,DeAndre Washington left guard for no gain (tackle by Derwin James and Kyzir White),3.120,2.570
4,10:04,2,10,LAC 37,21,14,Derek Carr pass complete short middle to DeAndre Washington for 8 yards (tackle by Thomas Davis),2.570,2.940
4,9:20,3,2,LAC 29,21,14,DeAndre Washington left end for no gain (tackle by Derwin James and Brandon Mebane),2.940,1.600
4,8:34,4,2,LAC 29,24,14,Daniel Carlson 48 yard field goal good,1.600,3.000
4,8:28,,,OAK 35,24,14,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,8:28,1,10,LAC 25,24,14,Philip Rivers pass complete deep right to Keenan Allen for 20 yards (tackle by Nevin Lawson),0.610,1.930
4,7:59,1,10,LAC 45,24,14,Philip Rivers pass complete short middle to Melvin Gordon for 4 yards (tackle by Tahir Whitehead),1.930,1.920
4,7:22,2,6,LAC 49,24,14,Philip Rivers sacked by Clelin Ferrell for -14 yards. Penalty on Trey Pipkins: Offensive Holding (Declined),1.920,-0.630
4,6:54,3,20,LAC 35,24,14,Philip Rivers pass incomplete short middle intended for Melvin Gordon,-0.630,-1.040
4,6:49,4,20,LAC 35,24,14,"Ty Long punts 41 yards, returned by Hunter Renfrow for 8 yards (tackle by Brandon Facyson)",-1.040,-1.070
4,6:39,1,10,OAK 32,24,14,DeAndre Washington left end for -2 yards (tackle by Joey Bosa),1.070,0.260
4,5:55,2,12,OAK 30,24,14,DeAndre Washington right tackle for 12 yards (tackle by Derwin James),0.260,1.730
4,5:10,1,10,OAK 42,24,14,DeAndre Washington up the middle for 4 yards (tackle by Kyzir White),1.730,1.730
4,4:30,2,6,OAK 46,24,14,DeAndre Washington left tackle for no gain (tackle by Justin Jones),1.730,1.030
4,3:45,3,6,OAK 46,24,14,Jalen Richard right guard for 4 yards (tackle by Joey Bosa),1.030,-0.060
4,3:40,,,,,,Timeout #2 by Los Angeles Chargers,,
4,3:40,4,2,OAK 50,24,14,"A.J. Cole punts 40 yards, fair catch by Desmond King at LAC-10",-0.060,0.380
4,3:32,1,10,LAC 10,24,14,Philip Rivers pass complete deep left to Mike Williams for 23 yards (tackle by William Compton),-0.380,1.140
4,3:09,1,10,LAC 33,24,14,Philip Rivers pass complete short left to Hunter Henry for 4 yards (tackle by Daryl Worley),1.140,1.130
4,3:03,2,6,LAC 37,24,14,Philip Rivers pass complete short left to Mike Williams for 12 yards (tackle by Keisean Nixon),1.130,2.190
4,2:57,1,10,LAC 49,24,14,Philip Rivers pass complete short right to Hunter Henry for 6 yards (tackle by Nevin Lawson),2.190,2.460
4,2:43,2,4,OAK 45,24,14,Philip Rivers pass complete short right to Keenan Allen for 9 yards (tackle by Daryl Worley),2.460,3.180
4,2:25,1,10,OAK 36,24,14,Philip Rivers pass complete short right to Virgil Green for 4 yards (tackle by Daryl Worley),3.180,3.180
4,2:20,2,6,OAK 32,24,14,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by Nevin Lawson),3.180,2.480
4,2:15,3,6,OAK 32,24,14,Philip Rivers pass complete short right to Andre Patton for 10 yards (tackle by Trayvon Mullen),2.480,4.110
4,2:03,1,10,OAK 22,24,14,Philip Rivers pass complete short right to Austin Ekeler for 8 yards (tackle by Curtis Riley),4.110,4.850
4,1:57,2,2,OAK 14,24,14,"Philip Rivers pass incomplete short right intended for Mike Williams. Penalty on Benson Mayowa: Defensive Offside, 5 yards (no play)",4.850,5.140
4,1:51,1,9,OAK 9,24,14,Philip Rivers pass incomplete short right intended for Mike Williams (defended by Keisean Nixon),5.140,4.380
4,1:47,2,9,OAK 9,24,14,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Nevin Lawson),4.380,3.360
4,1:40,3,9,OAK 9,24,14,Philip Rivers pass incomplete short left,3.360,2.830
4,1:33,4,9,OAK 9,24,17,Michael Badgley 27 yard field goal good,2.830,3.000
4,1:29,,,LAC 35,24,17,"Ty Long kicks onside 14 yards, returned by Darren Waller for no gain",0.000,2.320
4,1:28,1,10,LAC 49,24,17,DeAndre Washington up the middle for no gain (tackle by Adrian Phillips and Thomas Davis),2.320,1.780
4,1:25,,,,,,Timeout #3 by Los Angeles Chargers,,
4,1:25,2,10,LAC 49,24,17,DeAndre Washington up the middle for no gain (tackle by Kyzir White and Michael Davis),1.780,1.090
4,0:41,3,10,LAC 49,24,17,DeAndre Washington left guard for 13 yards (tackle by Rayshawn Jenkins),1.090,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
