Quarter,Time,Down,ToGo,Location,LAC,HOU,Detail,EPB,EPA
2,0:41,2,4,HOU 38,24,7,"Justin Herbert pass incomplete deep left. Penalty on Justin Herbert: Intentional Grounding, 10 yards (offset) . Penalty on Maliek Collins: Defensive Offside, 5 yards (offset) (no play)",2.920,2.920
2,0:36,2,4,HOU 38,24,7,Justin Herbert pass complete short right to Austin Ekeler for -1 yards (tackle by Desmond King),2.920,2.080
2,0:29,3,5,HOU 39,24,7,Justin Herbert pass complete deep left to Michael Bandy for 25 yards (tackle by Jonathan Owens),2.080,4.650
2,0:20,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:20,1,10,HOU 14,24,7,Justin Herbert pass incomplete short middle intended for DeAndre Carter (defended by Jonathan Owens),4.650,4.000
2,0:15,2,10,HOU 14,24,7,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)",4.000,3.370
2,0:15,2,15,HOU 19,24,7,Justin Herbert pass incomplete deep left,3.370,2.730
2,0:08,,,,,,Timeout #2 by Houston Texans,,
2,0:08,3,15,HOU 19,24,7,Justin Herbert pass incomplete deep left intended for Mike Williams,2.730,2.180
2,0:04,4,15,HOU 19,27,7,Dustin Hopkins 37 yard field goal good,2.180,3.000
Quarter,Time,Down,ToGo,Location,LAC,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,27,7,"Ka'imi Fairbairn kicks off 65 yards, returned by DeAndre Carter for 21 yards (tackle by Dare Ogunbowale and M.J. Stewart)",0.000,0.340
3,14:56,1,10,LAC 21,27,7,Austin Ekeler left guard for 4 yards (tackle by Jerry Hughes),0.340,0.340
3,14:23,2,6,LAC 25,27,7,Justin Herbert pass complete short left to Austin Ekeler for 2 yards (tackle by Steven Nelson),0.340,-0.100
3,13:39,3,4,LAC 27,27,7,Justin Herbert pass incomplete short left intended for Gerald Everett,-0.100,-1.570
3,13:35,4,4,LAC 27,27,7,"JK Scott punts 46 yards, fair catch by Desmond King at HOU-27",-1.570,-0.740
3,13:27,1,10,HOU 27,27,7,Dameon Pierce left end for 8 yards (tackle by Derwin James and Drue Tranquill),0.740,1.280
3,12:54,2,2,HOU 35,27,7,Davis Mills pass complete short right to Brandin Cooks for -3 yards (tackle by Asante Samuel),1.280,0.170
3,12:07,3,5,HOU 32,27,7,Davis Mills pass complete short right to Rex Burkhead for 9 yards (tackle by Drue Tranquill),0.170,1.660
3,11:29,1,10,HOU 41,27,7,"Davis Mills pass incomplete short middle intended for Dameon Pierce. Penalty on Laremy Tunsil: Offensive Holding, 10 yards (accepted) (no play)",1.660,1.000
3,11:23,1,20,HOU 31,27,7,Davis Mills pass incomplete short left intended for Phillip Dorsett,1.000,-0.230
3,11:18,2,20,HOU 31,27,7,"Penalty on HOU: Delay of Game, 5 yards (accepted) (no play)",-0.230,-0.910
3,11:18,2,25,HOU 26,27,7,Davis Mills pass complete short right to Dameon Pierce for no gain (tackle by Drue Tranquill and Derwin James),-0.910,-1.550
3,10:34,3,25,HOU 26,27,7,Davis Mills pass complete short right to Rex Burkhead for 3 yards (tackle by Derwin James),-1.550,-1.440
3,10:03,4,22,HOU 29,27,7,"Cameron Johnston punts 52 yards, fair catch by DeAndre Carter at LAC-19",-1.440,-0.150
3,9:55,1,10,LAC 19,27,7,Sony Michel right guard for no gain (tackle by Kamu Grugier-Hill and Christian Kirksey),0.150,-0.390
3,9:18,2,10,LAC 19,27,7,Justin Herbert pass complete short middle to Sony Michel for 9 yards (tackle by Kamu Grugier-Hill),-0.390,0.100
3,8:39,3,1,LAC 28,27,7,Sony Michel right tackle for 2 yards (tackle by Maliek Collins and Kurt Hinish),0.100,0.940
3,8:03,1,10,LAC 30,27,7,Justin Herbert pass complete short middle to Mike Williams for 20 yards (tackle by Jonathan Owens and Steven Nelson),0.940,2.260
3,7:24,1,10,HOU 50,27,7,Austin Ekeler right end for 4 yards (tackle by Desmond King),2.260,2.250
3,6:44,2,6,HOU 46,27,7,Sony Michel left tackle for 1 yard (tackle by Jalen Pitre and Roy Lopez),2.250,1.690
3,5:59,3,5,HOU 45,27,7,Justin Herbert pass incomplete deep right intended for Mike Williams,1.690,0.270
3,5:52,4,5,HOU 45,27,7,"JK Scott punts 36 yards, returned by Desmond King for 4 yards (tackle by Michael Bandy)",0.270,0.320
3,5:42,1,10,HOU 13,27,7,Davis Mills pass complete short right to Dameon Pierce for 8 yards (tackle by Kyle Van Noy and Drue Tranquill),-0.320,0.350
3,5:07,2,2,HOU 21,27,7,Dameon Pierce up the middle for 10 yards (tackle by Nasir Adderley and Derwin James),0.350,1.000
3,4:21,1,10,HOU 31,27,7,Davis Mills pass complete short middle to Dameon Pierce for 3 yards (tackle by Kenneth Murray and Drue Tranquill),1.000,0.870
3,3:36,2,7,HOU 34,27,7,Davis Mills pass incomplete short middle intended for Chris Moore,0.870,0.170
3,3:31,3,7,HOU 34,27,7,Davis Mills pass complete deep right to Brandin Cooks for 20 yards (tackle by Nasir Adderley),0.170,2.520
3,2:49,1,10,LAC 46,27,7,Dameon Pierce right end for 8 yards (tackle by Drue Tranquill and Christian Covington),2.520,3.060
3,2:09,2,2,LAC 38,27,7,Davis Mills pass complete short middle to Jordan Akins for 30 yards (tackle by Asante Samuel),3.060,5.370
3,1:17,1,8,LAC 8,27,13,"Davis Mills pass complete short left to Rex Burkhead for 8 yards, touchdown",5.370,7.000
3,1:12,,,LAC 15,27,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,1:12,,,HOU 35,27,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,1:12,1,10,LAC 25,27,14,Justin Herbert pass complete short right to DeAndre Carter for 2 yards,0.610,0.330
3,0:35,2,8,LAC 27,27,14,Sony Michel left guard for 4 yards (tackle by Jonathan Greenard),0.330,0.170
Quarter,Time,Down,ToGo,Location,LAC,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,LAC 31,27,14,Justin Herbert pass complete short right to Sony Michel for 6 yards (tackle by Kamu Grugier-Hill),0.170,1.400
4,14:21,1,10,LAC 37,27,14,"Austin Ekeler left end for no gain (tackle by Christian Kirksey). Penalty on Kurt Hinish: Defensive Holding, 5 yards (accepted) (no play)",1.400,1.730
4,13:58,1,10,LAC 42,27,14,Justin Herbert sacked by and Thomas Booker for -2 yards and Rasheem Green for -2 yards,1.730,0.920
4,13:17,2,12,LAC 40,27,14,Justin Herbert pass incomplete short right intended for Austin Ekeler,0.920,0.230
4,13:12,3,12,LAC 40,27,14,Justin Herbert pass incomplete short right intended for Joshua Kelley,0.230,-0.720
4,13:07,4,12,LAC 40,27,14,"JK Scott punts 50 yards, returned by Desmond King for 4 yards (tackle by Nick Niemann and Chris Rumph). Penalty on Grayland Arnold: Illegal Block Above the Waist, 7 yards (accepted)",-0.720,0.380
4,12:55,1,10,HOU 7,27,14,Dameon Pierce left guard for 1 yard (tackle by Christian Covington and Sebastian Joseph-Day),-0.380,-0.710
4,12:22,2,9,HOU 8,27,14,Davis Mills pass complete short right to Jordan Akins for 3 yards (tackle by Asante Samuel),-0.710,-0.950
4,11:38,3,6,HOU 11,27,14,Davis Mills pass complete short middle to Rex Burkhead for 13 yards (tackle by Kyle Van Noy),-0.950,0.540
4,11:01,1,10,HOU 24,27,14,Davis Mills pass complete deep middle to Nico Collins for 58 yards (tackle by Nasir Adderley),0.540,4.370
4,10:08,1,10,LAC 18,27,20,"Davis Mills pass complete deep right to Brandin Cooks for 18 yards, touchdown",4.370,7.000
4,10:02,,,LAC 15,27,21,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,10:02,,,HOU 35,27,21,"Ka'imi Fairbairn kicks off 64 yards, returned by DeAndre Carter for 15 yards. DeAndre Carter fumbles (forced by M.J. Stewart), recovered by Jalen Reeves-Maybin at LAC-16 (tackle by M.J. Stewart)",0.000,-4.510
4,9:58,1,10,LAC 16,27,21,Dameon Pierce up the middle for 3 yards (tackle by Austin Johnson),4.510,4.390
4,9:23,2,7,LAC 13,27,21,"Davis Mills sacked by Jerry Tillery for -7 yards. Davis Mills fumbles (forced by Jerry Tillery), recovered by Jordan Akins at LAC-20 and returned for -2 yards",4.390,2.480
4,8:41,3,16,LAC 22,27,21,Davis Mills pass incomplete short middle intended for O.J. Howard (defended by Derwin James),2.480,1.990
4,8:34,4,16,LAC 22,27,24,Ka'imi Fairbairn 40 yard field goal good,1.990,3.000
4,8:30,,,HOU 35,27,24,"Ka'imi Fairbairn kicks off 66 yards, returned by DeAndre Carter for 17 yards (tackle by Jalen Reeves-Maybin)",0.000,-0.140
4,8:19,1,10,LAC 16,27,24,"Austin Ekeler left end for -2 yards (tackle by Jalen Pitre and Kamu Grugier-Hill). Penalty on Richard Rodgers: Offensive Holding, 10 yards (declined)",-0.140,-0.890
4,8:01,2,12,LAC 14,27,24,Austin Ekeler right guard for 10 yards (tackle by Rasheem Green),-0.890,-0.320
4,7:22,3,2,LAC 24,27,24,Justin Herbert pass complete short middle to Mike Williams for 13 yards (tackle by Derek Stingley and Jonathan Owens),-0.320,1.400
4,6:52,1,10,LAC 37,27,24,Justin Herbert pass complete short left to Sony Michel for 1 yard (tackle by Christian Kirksey and Garret Wallow),1.400,0.990
4,6:08,2,9,LAC 38,27,24,Justin Herbert pass incomplete short right,0.990,0.300
4,6:03,3,9,LAC 38,27,24,Justin Herbert pass complete short right to Austin Ekeler for 7 yards (tackle by Steven Nelson),0.300,-0.390
4,5:23,,,,,,Timeout #1 by Los Angeles Chargers,,
4,5:23,,,,,,Timeout #1 by Houston Texans,,
4,5:23,4,1,LAC 45,27,24,Justin Herbert pass complete short right to Austin Ekeler for 21 yards (tackle by Jonathan Owens),-0.390,3.310
4,4:40,1,10,HOU 34,27,24,Sony Michel left guard for 3 yards (tackle by Kamu Grugier-Hill),3.310,3.180
4,3:59,2,7,HOU 31,27,24,Sony Michel left tackle for 1 yard (tackle by Kurt Hinish and Jerry Hughes),3.180,2.610
4,3:18,3,6,HOU 30,27,24,Justin Herbert pass complete short middle to Mike Williams for 11 yards (tackle by Christian Kirksey),2.610,4.310
4,2:44,1,10,HOU 19,27,24,"Austin Ekeler left guard for no gain (tackle by Jalen Pitre and Ogbonnia Okoronkwo). Penalty on Maliek Collins: Defensive Holding, 5 yards (accepted) (no play)",4.310,4.650
4,2:38,1,10,HOU 14,27,24,Austin Ekeler left tackle for no gain (tackle by Roy Lopez and Garret Wallow),4.650,4.000
4,2:34,,,,,,Timeout #2 by Houston Texans,,
4,2:34,2,10,HOU 14,33,24,"Justin Herbert pass complete short right to Austin Ekeler for 14 yards, touchdown",4.000,7.000
4,2:28,,,HOU 15,34,24,Dustin Hopkins kicks extra point good,0.000,0.000
4,2:28,,,LAC 35,34,24,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,2:28,1,10,HOU 25,34,24,Davis Mills pass incomplete short right intended for Chris Moore (defended by Bryce Callahan),0.610,0.060
4,2:22,2,10,HOU 25,34,24,Davis Mills pass incomplete short left intended for Phillip Dorsett,0.060,-0.620
4,2:17,3,10,HOU 25,34,24,Davis Mills sacked by Sebastian Joseph-Day for -6 yards,-0.620,-2.140
4,2:00,4,16,HOU 19,34,24,"Davis Mills pass deep middle intended for O.J. Howard is intercepted by Bryce Callahan at HOU-46 and returned for 9 yards. Penalty on Kenyon Green: Offensive Holding, 10 yards (declined) . Penalty on Kenyon Green: Unnecessary Roughness / Offense, 15 yards (accepted)",-2.140,-4.110
4,1:51,1,10,HOU 22,34,24,Justin Herbert kneels for -1 yards,4.110,3.430
4,1:10,2,11,HOU 23,34,24,Justin Herbert kneels for -2 yards,3.430,2.480
4,1:01,,,,,,Timeout #3 by Houston Texans,,
4,1:01,3,13,HOU 25,34,24,Justin Herbert kneels for -1 yards,2.480,1.740
4,0:18,4,14,HOU 26,34,24,"Penalty on LAC: Delay of Game, 5 yards (accepted) (no play)",1.740,1.320
4,0:18,4,19,HOU 31,34,24,Justin Herbert kneels for -1 yards,1.320,-1.070
4,0:16,1,10,HOU 32,34,24,Dameon Pierce right guard for 2 yards (tackle by Austin Johnson),1.070,0.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
