Quarter,Time,Down,ToGo,Location,PHI,OAK,Detail,EPB,EPA
2,14:23,,,PHI 35,14,3,"Alex Henery kicks off 71 yards, returned by Taiwan Jones for 20 yards (tackle by Colt Anderson)",0.000,0.280
2,14:11,1,10,OAK 14,14,3,Terrelle Pryor pass complete short left to Marcel Reece for 6 yards (tackle by Fletcher Cox and DeMeco Ryans),-0.280,0.150
2,13:40,2,4,OAK 20,14,3,Darren McFadden left end for 5 yards (tackle by Mychal Kendricks),0.150,0.610
2,13:05,1,10,OAK 25,14,3,Rashad Jennings up the middle for 4 yards (tackle by Bennie Logan),0.610,0.600
2,12:33,2,6,OAK 29,14,3,"Terrelle Pryor pass incomplete (defended by Earl Wolff). Penalty on Terrelle Pryor: Intentional Grounding, 17 yards",0.600,-2.940
2,12:24,3,23,OAK 12,14,3,Terrelle Pryor pass complete short right to Denarius Moore for 11 yards (tackle by Bradley Fletcher and Nate Allen),-2.940,-1.830
2,11:46,4,12,OAK 23,14,3,"Marquette King punts 57 yards, returned by DeSean Jackson for 32 yards (tackle by Marquette King). Penalty on DeSean Jackson: Face Mask (15 Yards), 15 yards",-1.830,-1.400
2,11:26,1,10,PHI 37,20,3,"Nick Foles pass complete deep middle to Riley Cooper for 63 yards, touchdown",1.400,7.000
2,11:26,,,OAK 2,21,3,Alex Henery kicks extra point good,0.000,0.000
2,11:26,,,PHI 35,21,3,"Alex Henery kicks off 69 yards, touchback",0.000,-0.280
2,11:17,1,10,OAK 20,21,3,"Terrelle Pryor left end for no gain (tackle by Mychal Kendricks). Penalty on Damion Square: Defensive Offside, 5 yards (no play)",0.280,1.010
2,10:54,1,5,OAK 25,21,3,Rashad Jennings up the middle for 4 yards (tackle by DeMeco Ryans and Patrick Chung),1.010,0.950
2,10:15,2,1,OAK 29,21,3,Terrelle Pryor pass complete short middle to Mychal Rivera for 12 yards (tackle by DeMeco Ryans),0.950,1.660
2,9:41,1,10,OAK 41,21,3,Rashad Jennings up the middle for 5 yards (tackle by Mychal Kendricks and Trent Cole),1.660,1.800
2,9:07,2,5,OAK 46,21,3,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",1.800,1.120
2,8:47,2,10,OAK 41,21,3,Terrelle Pryor pass complete deep left to Marcel Reece for 16 yards (tackle by Nate Allen),1.120,2.720
2,8:27,1,10,PHI 43,21,3,Terrelle Pryor left end for 35 yards (tackle by Bradley Fletcher),2.720,5.370
2,7:39,1,8,PHI 8,21,9,"Rashad Jennings left tackle for 8 yards, touchdown",5.370,7.000
2,7:39,,,PHI 2,21,10,"Sebastian Janikowski kicks extra point good. Penalty on PHI: Illegal Formation, 5 yards",0.000,0.000
2,7:39,,,OAK 40,21,10,"Sebastian Janikowski kicks off 60 yards, touchback",0.000,-0.280
2,7:34,1,10,PHI 20,21,10,Nick Foles pass incomplete deep right intended for Brent Celek,0.280,-0.270
2,7:26,2,10,PHI 20,21,10,Nick Foles sacked by Nick Roach for -1 yards. Penalty on Evan Mathis: Offensive Holding (Declined),-0.270,-1.140
2,7:19,3,11,PHI 19,21,10,"Penalty on Evan Mathis: False Start, 5 yards (no play)",-1.140,-2.030
2,6:56,3,16,PHI 14,21,10,Nick Foles pass complete deep right to DeSean Jackson for 17 yards (tackle by Mike Jenkins),-2.030,1.000
2,6:21,1,10,PHI 31,21,10,LeSean McCoy left end for 3 yards (tackle by Tracy Porter),1.000,0.870
2,5:59,2,7,PHI 34,21,10,Nick Foles pass complete deep right to DeSean Jackson for 20 yards (tackle by Brandian Ross),0.870,2.520
2,5:27,1,10,OAK 46,21,10,Bryce Brown left end for 7 yards (tackle by Nick Roach and Charles Woodson),2.520,2.920
2,4:56,2,3,OAK 39,21,10,Nick Foles pass complete short middle to Brent Celek for 24 yards (tackle by Charles Woodson and Kevin Burnett),2.920,4.580
2,4:10,1,10,OAK 15,27,10,"Nick Foles pass complete short right to Zach Ertz for 15 yards, touchdown",4.580,7.000
2,4:10,,,OAK 2,28,10,Alex Henery kicks extra point good,0.000,0.000
2,4:10,,,PHI 35,28,10,"Alex Henery kicks off 66 yards, returned by Jeremy Stewart for 22 yards (tackle by James Casey)",0.000,-0.340
2,3:58,1,10,OAK 21,28,10,Rashad Jennings right tackle for 3 yards (tackle by Mychal Kendricks and Bennie Logan),0.340,0.210
2,3:23,2,7,OAK 24,28,10,Terrelle Pryor right end for 8 yards (tackle by Nate Allen),0.210,1.070
2,2:58,1,10,OAK 32,28,10,Terrelle Pryor pass incomplete deep middle intended for Denarius Moore (defended by Cary Williams),1.070,0.530
2,2:49,2,10,OAK 32,28,10,Terrelle Pryor left tackle for 1 yard (tackle by DeMeco Ryans),0.530,-0.030
2,2:07,3,9,OAK 33,28,10,Terrelle Pryor pass incomplete short left intended for Juron Criner. Penalty on Rashad Jennings: Offensive Holding (Declined),-0.030,-1.180
2,2:01,4,9,OAK 33,28,10,"Marquette King punts 47 yards, returned by DeSean Jackson for no gain. Penalty on Chimdi Chekwa: Face Mask (15 Yards), 15 yards",-1.180,-1.270
2,1:49,1,10,PHI 35,28,10,Nick Foles pass complete short middle to Zach Ertz for 4 yards (tackle by Tracy Porter),1.270,1.260
2,1:27,2,6,PHI 39,28,10,Nick Foles pass incomplete deep left intended for Riley Cooper,1.260,0.560
2,1:23,3,6,PHI 39,28,10,Nick Foles pass incomplete short right intended for Jason Avant (defended by Tracy Porter),0.560,-0.780
2,1:16,4,6,PHI 39,28,10,"Donnie Jones punts 61 yards, touchback. Penalty on Rashad Jennings: Running Into the Kicker, 5 yards (no play)",-0.780,-0.780
2,1:06,4,6,PHI 39,28,10,Timeout #1 by Philadelphia Eagles,-0.780,-0.460
2,1:06,4,1,PHI 44,28,10,"Donnie Jones punts 31 yards, out of bounds",-0.460,-0.610
2,0:59,1,10,OAK 25,28,10,Terrelle Pryor pass incomplete short right intended for Juron Criner,0.610,0.060
2,0:54,2,10,OAK 25,28,10,Terrelle Pryor pass complete short right to Rod Streater for 6 yards (tackle by Brandon Boykin),0.060,0.170
2,0:45,3,4,OAK 31,28,10,Terrelle Pryor up the middle for 10 yards (tackle by Mychal Kendricks),0.170,1.660
2,0:38,1,10,OAK 41,28,10,Terrelle Pryor pass incomplete,1.660,1.120
2,0:32,2,10,OAK 41,28,10,Rashad Jennings up the middle for 15 yards (tackle by Earl Wolff),1.120,1.120
2,0:24,2,10,OAK 41,28,10,Timeout #1 by Oakland Raiders,1.120,2.650
2,0:24,1,10,PHI 44,28,10,Terrelle Pryor pass complete short middle to Mychal Rivera for 6 yards (tackle by DeMeco Ryans),2.650,2.650
2,0:20,1,10,PHI 44,28,10,Timeout #2 by Oakland Raiders,2.650,2.920
2,0:20,2,4,PHI 38,28,10,Terrelle Pryor pass complete short left to Rod Streater for 3 yards (tackle by DeMeco Ryans),2.920,2.610
2,0:14,3,1,PHI 35,28,10,Terrelle Pryor pass incomplete,2.610,2.610
2,0:08,3,1,PHI 35,28,10,Timeout #2 by Philadelphia Eagles,2.610,1.000
2,0:08,4,1,PHI 35,28,13,Sebastian Janikowski 53 yard field goal good,1.000,3.000
2,0:08,,,OAK 35,28,13,"Sebastian Janikowski kicks off 30 yards, returned by Brandon Graham for 14 yards (tackle by Taiwan Jones)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PHI,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,28,13,"Sebastian Janikowski kicks off 67 yards, returned by Brandon Boykin for 41 yards (tackle by Chimdi Chekwa)",0.000,-1.530
3,14:53,1,10,PHI 39,28,13,"Nick Foles left end for 1 yard, lateral to Riley Cooper for 18 yards (tackle by Tracy Porter)",1.530,2.790
3,14:46,1,10,OAK 42,28,13,LeSean McCoy left end for 17 yards (tackle by Charles Woodson),2.790,3.910
3,14:21,1,10,OAK 25,28,13,Nick Foles pass incomplete short right intended for DeSean Jackson,3.910,3.360
3,14:21,2,10,OAK 25,28,13,"Nick Foles pass incomplete deep right intended for Brent Celek. Penalty on Kevin Burnett: Roughing the Passer (Offsetting), Penalty on LeSean McCoy: Offensive Holding (Offsetting), Penalty on Brandian Ross: Defensive Pass Interference (Offsetting) (no play)",3.360,3.360
3,14:21,2,10,OAK 25,34,13,"Nick Foles pass complete short right to LeSean McCoy for 25 yards, touchdown",3.360,7.000
3,14:21,,,OAK 2,35,13,Alex Henery kicks extra point good,0.000,0.000
3,14:21,,,PHI 35,35,13,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
3,14:14,1,10,OAK 20,35,13,Rashad Jennings right guard for 3 yards (tackle by DeMeco Ryans and Mychal Kendricks),0.280,0.140
3,13:40,2,7,OAK 23,35,13,Terrelle Pryor pass complete short right to Rashad Jennings for 3 yards (tackle by Bradley Fletcher),0.140,-0.160
3,13:00,3,4,OAK 26,35,13,Terrelle Pryor sacked by Vinny Curry for -16 yards,-0.160,-2.490
3,12:32,4,20,OAK 10,35,13,"Marquette King punts 47 yards, out of bounds",-2.490,-1.800
3,12:24,1,10,PHI 43,35,13,LeSean McCoy right end for 2 yards (tackle by Daniel Muir),1.800,1.520
3,12:04,2,8,PHI 45,35,13,LeSean McCoy right guard for 9 yards (tackle by Charles Woodson and Brandian Ross),1.520,2.520
3,11:41,1,10,OAK 46,41,13,"Nick Foles pass complete deep right to DeSean Jackson for 46 yards, touchdown. Penalty on Mike Jenkins: Defensive Holding (Declined)",2.520,7.000
3,11:41,,,OAK 2,42,13,Alex Henery kicks extra point good,0.000,0.000
3,11:41,,,PHI 35,42,13,"Alex Henery kicks off 74 yards, touchback",0.000,-0.280
3,11:33,1,10,OAK 20,42,13,Terrelle Pryor pass incomplete deep right intended for Denarius Moore,0.280,-0.270
3,11:27,2,10,OAK 20,42,13,Rashad Jennings left tackle for 2 yards (tackle by Mychal Kendricks),-0.270,-0.690
3,10:51,3,8,OAK 22,42,13,Terrelle Pryor pass complete short middle to Denarius Moore for 15 yards (tackle by Cary Williams),-0.690,1.400
3,10:16,1,10,OAK 37,42,13,Terrelle Pryor pass complete short middle to Rashad Jennings for 8 yards (tackle by Emmanuel Acho),1.400,1.940
3,9:41,2,2,OAK 45,42,13,Marcel Reece right guard for no gain (tackle by Cedric Thornton),1.940,1.220
3,9:02,3,2,OAK 45,42,13,Terrelle Pryor pass incomplete short left intended for Denarius Moore,1.220,-0.390
3,8:58,4,2,OAK 45,42,13,"Marquette King punts 55 yards, touchback",-0.390,-0.280
3,8:49,1,10,PHI 20,42,13,Nick Foles pass complete short right to LeSean McCoy for -7 yards (tackle by Kevin Burnett),0.280,-1.280
3,8:26,2,17,PHI 13,42,13,LeSean McCoy up the middle for 2 yards (tackle by Nick Roach),-1.280,-1.860
3,7:51,3,15,PHI 15,42,13,Nick Foles pass complete short right to Riley Cooper for 12 yards (tackle by Charles Woodson),-1.860,-1.570
3,7:15,4,3,PHI 27,42,13,Donnie Jones punts 64 yards,-1.570,0.380
3,7:04,1,10,OAK 9,42,13,Terrelle Pryor pass complete short middle to Rashad Jennings for 24 yards (tackle by Bradley Fletcher),-0.380,1.140
3,6:41,1,10,OAK 33,42,13,Rashad Jennings left tackle for 4 yards (tackle by Vinny Curry and Mychal Kendricks),1.140,1.130
3,6:06,2,6,OAK 37,42,13,Terrelle Pryor pass incomplete short middle intended for Jeron Mastrud (defended by DeMeco Ryans),1.130,0.430
3,6:01,3,6,OAK 37,42,13,Terrelle Pryor pass incomplete short right intended for Rashad Jennings,0.430,-0.910
3,5:56,4,6,OAK 37,42,13,"Marquette King punts 38 yards, returned by DeSean Jackson for 7 yards (tackle by Usama Young)",-0.910,-1.070
3,5:46,1,10,PHI 32,42,13,Nick Foles pass complete deep middle to DeSean Jackson for 59 yards (tackle by D.J. Hayden),1.070,5.140
3,5:16,1,9,OAK 9,42,13,LeSean McCoy up the middle for 4 yards (tackle by Nick Roach and Sio Moore),5.140,5.150
3,4:34,2,5,OAK 5,48,13,"Nick Foles pass complete short right to Riley Cooper for 5 yards, touchdown",5.150,7.000
3,4:34,,,OAK 2,49,13,Alex Henery kicks extra point good,0.000,0.000
3,4:34,,,PHI 35,49,13,"Alex Henery kicks off 74 yards, touchback",0.000,-0.280
3,4:21,1,10,OAK 20,49,13,Terrelle Pryor pass complete short left to Rod Streater for 18 yards (tackle by Cary Williams),0.280,1.470
3,4:04,1,10,OAK 38,49,13,Terrelle Pryor pass complete short left to Rashad Jennings for 15 yards (tackle by Earl Wolff),1.470,2.460
3,3:39,1,10,PHI 47,49,13,Terrelle Pryor pass incomplete,2.460,1.910
3,3:32,2,10,PHI 47,49,13,Terrelle Pryor left end for 22 yards (tackle by DeMeco Ryans),1.910,3.910
3,2:50,1,10,PHI 25,49,13,"Terrelle Pryor for no gain. Terrelle Pryor fumbles, recovered by Terrelle Pryor at PHI-30",3.910,2.690
3,2:15,2,15,PHI 30,49,13,Terrelle Pryor pass incomplete short right intended for Rod Streater is intercepted by Bradley Fletcher at PHI-20 and returned for 25 yards (tackle by Lamar Mady),2.690,-1.930
3,2:05,1,10,PHI 45,49,13,LeSean McCoy left end for 3 yards (tackle by Lamarr Houston),1.930,1.790
3,1:44,2,7,PHI 48,49,13,LeSean McCoy left end for -1 yards (tackle by Lamarr Houston),1.790,0.960
3,1:20,3,8,PHI 47,49,13,Nick Foles pass complete short left to Bryce Brown for 6 yards (tackle by Kevin Burnett),0.960,0.130
3,0:55,4,2,OAK 47,49,13,"Donnie Jones punts 36 yards, fair catch by Jacoby Ford",0.130,0.370
3,0:48,1,10,OAK 11,49,13,Terrelle Pryor right tackle for 7 yards (tackle by Brandon Boykin),-0.370,0.000
3,0:22,2,3,OAK 18,49,13,Rashad Jennings left guard for 2 yards (tackle by Patrick Chung and Vinny Curry),0.000,-0.370
Quarter,Time,Down,ToGo,Location,PHI,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,OAK 20,49,13,"Penalty on Lucas Nix: False Start, 5 yards (no play)",-0.370,-0.950
4,15:00,3,6,OAK 15,49,13,Terrelle Pryor pass complete short left to Mychal Rivera for 12 yards (tackle by Brandon Boykin),-0.950,0.740
4,14:23,1,10,OAK 27,49,13,Rashad Jennings left tackle for 11 yards (tackle by Patrick Chung and Earl Wolff),0.740,1.470
4,13:51,1,10,OAK 38,49,13,"Terrelle Pryor pass incomplete short middle intended for Rod Streater. Penalty on DeMeco Ryans: Defensive Pass Interference, 7 yards (no play)",1.470,1.930
4,13:47,1,10,OAK 45,49,13,Terrelle Pryor pass incomplete short right intended for Rashad Jennings,1.930,1.380
4,13:43,2,10,OAK 45,49,13,Terrelle Pryor pass incomplete short left intended for Jacoby Ford,1.380,0.700
4,13:37,3,10,OAK 45,49,13,Terrelle Pryor sacked by Mychal Kendricks for -3 yards,0.700,-0.590
4,12:59,4,13,OAK 42,49,13,"Marquette King punts 35 yards, out of bounds",-0.590,-0.480
4,12:52,1,10,PHI 23,49,13,Nick Foles sacked by Jack Crawford for -4 yards,0.480,-0.670
4,12:29,2,14,PHI 19,49,13,LeSean McCoy left tackle for 3 yards (tackle by Phillip Adams),-0.670,-0.890
4,12:15,3,11,PHI 22,49,13,Nick Foles pass incomplete,-0.890,-1.900
4,11:52,4,11,PHI 22,49,13,Donnie Jones punts 35 yards,-1.900,-1.800
4,11:43,1,10,OAK 43,49,13,Terrelle Pryor pass complete short right to Denarius Moore for 14 yards (tackle by Bradley Fletcher),1.800,2.720
4,11:17,1,10,PHI 43,49,13,Terrelle Pryor pass complete short middle to Mychal Rivera for 6 yards (tackle by DeMeco Ryans),2.720,2.990
4,10:46,2,4,PHI 37,49,13,Terrelle Pryor pass complete short right to Juron Criner for 6 yards (tackle by Bradley Fletcher),2.990,3.510
4,10:12,1,10,PHI 31,49,13,Terrelle Pryor pass incomplete,3.510,2.970
4,10:06,2,10,PHI 31,49,13,Rashad Jennings up the middle for 1 yard (tackle by Trent Cole),2.970,2.410
4,9:32,3,9,PHI 30,49,13,Terrelle Pryor pass incomplete short right intended for Denarius Moore is intercepted by Connor Barwin at PHI-25 and returned for -5 yards (tackle by Rashad Jennings),2.410,-0.280
4,9:23,1,10,PHI 20,49,13,Bryce Brown left end for -1 yards (tackle by Tracy Porter and Jack Crawford),0.280,-0.460
4,8:50,2,11,PHI 19,49,13,Matt Barkley pass incomplete deep left intended for James Casey,-0.460,-1.140
4,8:44,3,11,PHI 19,49,13,Matt Barkley pass complete short middle to Zach Ertz for 10 yards (tackle by Sio Moore),-1.140,-1.440
4,8:02,4,1,PHI 29,49,13,"Donnie Jones punts 39 yards, fair catch by Jacoby Ford",-1.440,-1.070
4,7:56,1,10,OAK 32,49,13,Matt McGloin pass complete short right to Jacoby Ford for 6 yards (tackle by Patrick Chung and Kurt Coleman),1.070,1.340
4,7:20,2,4,OAK 38,49,13,Matt McGloin pass complete short middle to Rashad Jennings for 9 yards (tackle by Patrick Chung),1.340,2.060
4,6:51,1,10,OAK 47,49,13,Matt McGloin pass complete short right to Rashad Jennings for 8 yards (tackle by Najee Goode),2.060,2.600
4,6:22,2,2,PHI 45,49,13,Rashad Jennings up the middle for 9 yards (tackle by Kurt Coleman and Najee Goode),2.600,3.180
4,5:53,1,10,PHI 36,49,13,Matt McGloin pass incomplete short middle intended for Rashad Jennings (defended by Damion Square),3.180,2.640
4,5:48,2,10,PHI 36,49,13,Rashad Jennings up the middle for 26 yards (tackle by Najee Goode),2.640,4.910
4,5:06,1,10,PHI 10,49,13,Matt McGloin pass incomplete short left intended for Juron Criner (defended by Brandon Boykin),4.910,4.190
4,5:01,2,10,PHI 10,49,13,Matt McGloin pass incomplete short left intended for Jacoby Ford,4.190,3.130
4,4:56,3,10,PHI 10,49,13,Matt McGloin pass incomplete short right intended for Denarius Moore (defended by Connor Barwin),3.130,2.760
4,4:53,4,10,PHI 10,49,13,Matt McGloin pass incomplete short left intended for Jacoby Ford,2.760,0.380
4,4:47,1,10,PHI 10,49,13,Bryce Brown left guard for 4 yards (tackle by Jason Hunter),-0.380,-0.460
4,4:16,2,6,PHI 14,49,13,Bryce Brown up the middle for no gain (tackle by Stacy McGee and Sio Moore),-0.460,-0.950
4,3:38,3,6,PHI 14,49,13,Matt Barkley pass complete short middle to Zach Ertz for 3 yards (tackle by Brandian Ross),-0.950,-0.950
4,3:31,3,6,PHI 14,49,13,Timeout #1 by Oakland Raiders,-0.950,-2.320
4,3:31,4,3,PHI 17,49,13,"Donnie Jones punts 54 yards, fair catch by Jacoby Ford",-2.320,-0.870
4,3:22,1,10,OAK 29,49,13,Matt McGloin pass incomplete deep middle intended for Juron Criner,0.870,0.330
4,3:16,2,10,OAK 29,49,13,Matt McGloin pass complete short right to Denarius Moore for 15 yards (tackle by Najee Goode),0.330,1.860
4,2:47,1,10,OAK 44,49,13,Matt McGloin pass complete short middle to Rashad Jennings for 7 yards (tackle by Emmanuel Acho and Najee Goode),1.860,2.260
4,2:18,2,3,PHI 49,49,13,Rashad Jennings up the middle for 5 yards (tackle by Trent Cole),2.260,2.650
4,2:00,1,10,PHI 44,49,13,Matt McGloin pass incomplete short left intended for Nick Kasa (defended by Colt Anderson),2.650,2.110
4,1:56,2,10,PHI 44,49,13,Matt McGloin pass complete deep right to Jacoby Ford for 22 yards (tackle by Kurt Coleman),2.110,4.110
4,1:25,1,10,PHI 22,49,13,Matt McGloin pass complete short middle to Juron Criner for 20 yards (tackle by Brandon Boykin),4.110,6.740
4,1:04,1,2,PHI 2,49,13,Jeremy Stewart up the middle for no gain (tackle by Kurt Coleman and Connor Barwin),6.740,6.740
4,1:01,1,2,PHI 2,49,13,Timeout #2 by Oakland Raiders,6.740,5.720
4,1:01,2,2,PHI 2,49,13,"Matt McGloin pass incomplete short right intended for Denarius Moore (defended by Roc Carmichael). Stefen Wisniewski fumbles, recovered by Stefen Wisniewski at OAK-PHI",5.720,4.950
4,0:52,3,2,PHI 2,49,19,"Jeremy Stewart left guard for 2 yards, touchdown",4.950,7.000
4,0:52,,,PHI 2,49,20,Sebastian Janikowski kicks extra point good,0.000,0.000
4,0:52,,,OAK 35,49,20,"Sebastian Janikowski kicks onside 10 yards, recovered by Zach Ertz. Penalty on D.J. Hayden: Offside on Free Kick, 5 yards",0.000,-2.920
4,0:51,1,10,OAK 40,49,20,Matt Barkley kneels for -1 yards,2.920,2.240
4,0:35,2,11,OAK 41,49,20,Matt Barkley kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
