Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
2,9:14,1,10,GNB 41,7,7,DeMarco Murray left end for 3 yards (tackle by Julius Peppers),2.850,2.710
2,8:29,2,7,GNB 38,13,7,"Tony Romo pass complete short right to Terrance Williams for 38 yards, touchdown",2.710,7.000
2,8:29,,,GNB 2,14,7,"Dan Bailey kicks extra point good. Penalty on Davon House: Defensive Offside, 5 yards",0.000,0.000
2,8:29,,,DAL 40,14,7,"Dan Bailey kicks off 60 yards, touchback",0.000,-0.280
2,8:19,1,10,GNB 20,14,7,Eddie Lacy right end for 1 yard (tackle by George Selvie),0.280,-0.130
2,7:46,2,9,GNB 21,14,7,Aaron Rodgers pass complete short left to Davante Adams for 1 yard (tackle by Orlando Scandrick),-0.130,-0.690
2,7:15,3,8,GNB 22,14,7,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Brandon Carr),-0.690,1.140
2,6:41,1,10,GNB 33,14,7,Aaron Rodgers pass incomplete short left intended for Randall Cobb,1.140,0.590
2,6:37,2,10,GNB 33,14,7,Eddie Lacy up the middle for 2 yards (tackle by Anthony Spencer and Ken Bishop),0.590,0.170
2,5:52,3,8,GNB 35,14,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.170,-1.040
2,5:47,4,8,GNB 35,14,7,"Tim Masthay punts 40 yards, returned by Dwayne Harris for 8 yards (tackle by Jayrone Elliott). Penalty on Kyle Wilber: Illegal Block Above the Waist, 10 yards",-1.040,-0.150
2,5:37,1,10,DAL 19,14,7,DeMarco Murray right tackle for 1 yard (tackle by A.J. Hawk),0.150,-0.200
2,4:54,2,9,DAL 20,14,7,Tony Romo pass complete short left to Dez Bryant for 8 yards (tackle by Mike Neal),-0.200,0.100
2,4:21,3,1,DAL 28,14,7,DeMarco Murray left guard for 4 yards (tackle by Mike Pennel and A.J. Hawk),0.100,1.070
2,3:47,1,10,DAL 32,14,7,DeMarco Murray right guard for 3 yards (tackle by Letroy Guion),1.070,0.930
2,3:08,2,7,DAL 35,14,7,Tony Romo pass incomplete short middle intended for DeMarco Murray,0.930,0.230
2,3:04,3,7,DAL 35,14,7,Tony Romo pass complete short middle to Jason Witten for 18 yards (tackle by Ha Ha Clinton-Dix),0.230,2.460
2,2:21,1,10,GNB 47,14,7,DeMarco Murray left tackle for 5 yards (tackle by Letroy Guion),2.460,2.590
2,2:00,2,5,GNB 42,14,7,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Morgan Burnett),2.590,3.180
2,1:18,1,10,GNB 36,14,7,DeMarco Murray left end for 3 yards (tackle by Sam Barrington and Julius Peppers),3.180,3.040
2,0:48,2,7,GNB 33,14,7,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Sam Barrington and Clay Matthews),3.040,3.040
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,0:40,2,7,GNB 33,14,7,Timeout #1 by Dallas Cowboys,3.040,3.140
2,0:40,3,1,GNB 27,14,7,"Tony Romo pass incomplete deep right intended for Terrance Williams (defended by Tramon Williams). Tony Romo fumbles, recovered by Tony Romo at GNB-38",3.140,3.140
2,0:40,3,1,GNB 27,14,7,Timeout #2 by Dallas Cowboys,3.140,1.820
2,0:34,4,1,GNB 27,14,7,"Penalty on L.P. Ladouceur: False Start, 5 yards (no play)",1.820,1.250
2,0:34,4,6,GNB 32,14,7,"Dan Bailey 50 yard field goal no good, blocked by Datone Jones",1.250,-1.600
2,0:29,1,10,GNB 40,14,7,Aaron Rodgers pass complete short middle to Randall Cobb for 12 yards (tackle by Bruce Carter),1.600,1.600
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:22,1,10,GNB 40,14,7,Timeout #1 by Green Bay Packers,1.600,2.390
2,0:22,1,10,DAL 48,14,7,Aaron Rodgers sacked by Demarcus Lawrence for -10 yards,2.390,2.390
2,0:16,1,10,DAL 48,14,7,Timeout #2 by Green Bay Packers,2.390,0.500
2,0:16,2,20,GNB 42,14,7,Aaron Rodgers pass complete deep left to Randall Cobb for 31 yards,0.500,3.780
2,0:08,1,10,DAL 27,14,7,Aaron Rodgers pass complete short right to Davante Adams for 5 yards (tackle by Bruce Carter),3.780,3.780
2,0:03,1,10,DAL 27,14,7,Timeout #3 by Green Bay Packers,3.780,3.780
2,0:03,1,10,DAL 27,14,7,Timeout #3 by Dallas Cowboys,3.780,3.910
2,0:03,2,5,DAL 22,14,10,Mason Crosby 40 yard field goal good,3.910,3.000
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,10,"Dan Bailey kicks off 51 yards, returned by Micah Hyde for 20 yards (tackle by Cameron Lawrence)",0.000,1.200
3,14:53,1,10,GNB 34,14,10,Eddie Lacy right guard for 5 yards (tackle by Barry Church),1.200,1.330
3,14:18,2,5,GNB 39,14,10,Eddie Lacy left end for 4 yards (tackle by Barry Church and Jeremy Mincey),1.330,1.160
3,13:43,3,1,GNB 43,14,10,Eddie Lacy left tackle for 1 yard (tackle by George Selvie and Bruce Carter),1.160,1.860
3,13:17,1,10,GNB 44,14,10,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,1.860,1.320
3,13:12,2,10,GNB 44,14,10,Eddie Lacy up the middle for 4 yards (tackle by Barry Church),1.320,1.160
3,12:32,3,6,GNB 48,14,10,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,1.160,-0.190
3,12:27,4,6,GNB 48,14,10,"Tim Masthay punts 35 yards, returned by Dwayne Harris for 3 yards (tackle by Jarrett Bush)",-0.190,-0.280
3,12:19,1,10,DAL 20,14,10,DeMarco Murray right guard for no gain (tackle by Mike Neal),0.280,-0.270
3,11:37,2,10,DAL 20,14,10,"Tony Romo pass incomplete deep right intended for Dez Bryant. Penalty on Tramon Williams: Defensive Pass Interference, 16 yards (no play)",-0.270,1.330
,,,,,,,"GNB challenged the tipped pass ruling, and the play was upheld.",,
3,11:32,1,10,DAL 36,14,10,"Penalty on Clay Matthews: Defensive Offside, 5 yards (no play)",1.330,2.060
3,11:11,1,5,DAL 41,14,10,"DeMarco Murray right end for 1 yard (tackle by Julius Peppers). DeMarco Murray fumbles (forced by Julius Peppers), recovered by Datone Jones at DAL-44 (tackle by Zack Martin)",2.060,-2.650
3,11:04,1,10,DAL 44,14,10,Eddie Lacy left end for -1 yards (tackle by Ken Bishop),2.650,1.980
3,10:22,2,11,DAL 45,14,10,Eddie Lacy left end for 29 yards (tackle by Barry Church),1.980,4.510
3,9:45,1,10,DAL 16,14,10,John Kuhn up the middle for 4 yards (tackle by Jeremy Mincey),4.510,4.570
3,9:03,2,6,DAL 12,14,10,"Aaron Rodgers pass complete short right to Davante Adams for 5 yards (tackle by Sterling Moore). Penalty on T.J. Lang: Unnecessary Roughness, 15 yards",4.570,2.480
3,8:29,3,16,DAL 22,14,10,Aaron Rodgers pass complete short middle to Eddie Lacy for 10 yards (tackle by Brandon Carr),2.480,2.660
3,7:49,4,6,DAL 12,14,13,Mason Crosby 30 yard field goal good,2.660,3.000
3,7:49,,,GNB 35,14,13,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,7:46,1,10,DAL 20,14,13,Tony Romo pass complete deep middle to Dez Bryant for 20 yards (tackle by Sam Shields and Ha Ha Clinton-Dix),0.280,1.600
3,7:03,1,10,DAL 40,14,13,DeMarco Murray left tackle for 5 yards (tackle by Sam Barrington and Letroy Guion),1.600,1.730
3,6:27,2,5,DAL 45,14,13,Joseph Randle left end for 13 yards (tackle by Clay Matthews and Sam Shields),1.730,2.790
3,5:40,1,10,GNB 42,14,13,Tony Romo pass complete short right to Jason Witten for 15 yards (tackle by Morgan Burnett),2.790,3.780
3,4:51,1,10,GNB 27,14,13,DeMarco Murray right end for 26 yards (tackle by Ha Ha Clinton-Dix),3.780,6.970
3,4:16,1,1,GNB 1,20,13,"DeMarco Murray left end for 1 yard, touchdown",6.970,7.000
3,4:16,,,GNB 2,21,13,Dan Bailey kicks extra point good,0.000,0.000
3,4:16,,,DAL 35,21,13,"Dan Bailey kicks off 50 yards, returned by Randall Cobb for 6 yards (tackle by C.J. Spillman). Randall Cobb fumbles, recovered by Andrew Quarless at GNB-23 (tackle by Tyler Patmon). Penalty on Brad Jones: Offensive Holding, 10 yards",0.000,0.380
3,4:04,1,10,GNB 10,21,13,Aaron Rodgers pass complete short left to John Kuhn for 7 yards (tackle by Bruce Carter),-0.380,-0.090
3,3:32,2,3,GNB 17,21,13,Aaron Rodgers pass incomplete deep right intended for Davante Adams,-0.090,-0.600
3,3:21,3,3,GNB 17,21,13,Aaron Rodgers pass complete short left to Davante Adams for 16 yards (tackle by Jeff Heath),-0.600,1.140
3,2:38,1,10,GNB 33,21,13,Aaron Rodgers pass complete deep middle to Randall Cobb for 26 yards (tackle by Jeff Heath),1.140,2.850
3,2:00,1,10,DAL 41,21,13,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,2.850,2.850
3,1:55,1,10,DAL 41,21,13,Timeout #1 by Dallas Cowboys,2.850,2.310
3,1:55,2,10,DAL 41,21,13,Aaron Rodgers pass incomplete short middle intended for Davante Adams,2.310,1.620
3,1:55,3,10,DAL 41,21,13,"Penalty on Andrew Quarless: False Start, 5 yards (no play)",1.620,0.960
3,1:52,3,15,DAL 46,21,19,"Aaron Rodgers pass complete deep middle to Davante Adams for 46 yards, touchdown",0.960,7.000
3,1:52,,,DAL 2,21,20,Mason Crosby kicks extra point good,0.000,0.000
3,1:52,,,GNB 35,21,20,"Mason Crosby kicks off 67 yards, returned by Dwayne Harris for 27 yards (tackle by Morgan Burnett)",0.000,-0.610
3,1:35,1,10,DAL 25,21,20,DeMarco Murray left end for 5 yards (tackle by Mike Neal),0.610,0.740
3,0:50,2,5,DAL 30,21,20,Tony Romo pass complete short middle to Jason Witten for 18 yards (tackle by Ha Ha Clinton-Dix),0.740,2.130
3,0:09,1,10,DAL 48,21,20,Tony Romo sacked by Nick Perry for -8 yards,2.130,0.500
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,DAL 40,21,20,Tony Romo sacked by Nick Perry and Mike Daniels for -5 yards,0.500,-0.820
4,14:12,3,23,DAL 35,21,20,Tony Romo pass complete short right to DeMarco Murray for 5 yards (tackle by Clay Matthews and Brad Jones),-0.820,-0.720
4,13:37,4,18,DAL 40,21,20,"Chris Jones punts 60 yards, touchback",-0.720,-0.280
4,13:29,1,10,GNB 20,21,20,Aaron Rodgers pass complete short right to Andrew Quarless for 13 yards (tackle by Anthony Hitchens),0.280,1.140
4,12:57,1,10,GNB 33,21,20,Randall Cobb right guard for 2 yards (tackle by Anthony Hitchens),1.140,0.860
4,12:21,2,8,GNB 35,21,20,Aaron Rodgers pass complete short left to Davante Adams for 18 yards (tackle by Sterling Moore),0.860,2.460
4,11:44,1,10,DAL 47,21,20,Aaron Rodgers pass complete short left to Randall Cobb for 6 yards (tackle by Jeff Heath and Ken Bishop),2.460,2.720
4,11:19,2,4,DAL 41,21,20,Aaron Rodgers pass complete short right to Randall Cobb for 14 yards (tackle by Bruce Carter),2.720,3.780
4,10:43,1,10,DAL 27,21,20,Aaron Rodgers pass complete short left to Andrew Quarless for 6 yards (tackle by Anthony Hitchens),3.780,4.040
4,10:05,2,4,DAL 21,21,20,Aaron Rodgers pass complete short middle to Andrew Quarless for 8 yards (tackle by Jeff Heath),4.040,4.040
4,9:17,2,4,DAL 21,21,20,Timeout #2 by Green Bay Packers,4.040,4.710
4,9:10,1,10,DAL 13,21,26,"Aaron Rodgers pass complete short left to Richard Rodgers for 13 yards, touchdown",4.710,7.000
4,9:10,,,,21,26,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Andrew Quarless, conversion fails",0.000,-1.000
4,9:10,,,GNB 35,21,26,"Mason Crosby kicks off 55 yards, returned by Dwayne Harris for 8 yards (tackle by Jayrone Elliott)",0.000,-0.040
4,9:05,1,10,DAL 18,21,26,DeMarco Murray right guard for 30 yards (tackle by Micah Hyde),0.040,2.130
4,8:22,1,10,DAL 48,21,26,Joseph Randle right tackle for 2 yards (tackle by Mike Daniels),2.130,1.850
4,7:45,2,8,,21,26,Tony Romo pass complete short right to Dez Bryant for 10 yards (tackle by Tramon Williams),1.850,2.920
4,7:09,1,10,GNB 40,21,26,DeMarco Murray right guard for 2 yards (tackle by Sam Barrington and Letroy Guion),2.920,2.640
4,6:26,2,8,GNB 38,21,26,Tony Romo sacked by Mike Neal and Datone Jones for -3 yards,2.640,1.550
4,5:34,3,11,GNB 41,21,26,Tony Romo pass complete short middle to Cole Beasley for 9 yards (tackle by Brad Jones),1.550,1.300
4,4:42,4,2,GNB 32,21,26,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by Sam Shields),1.300,-1.140
,,,,,,,"GNB challenged the pass completion ruling, and the original play was overturned.",,
4,4:06,1,10,GNB 33,21,26,Eddie Lacy right end for 2 yards (tackle by Barry Church),1.140,0.860
4,3:19,2,8,GNB 35,21,26,Eddie Lacy left end for 5 yards (tackle by Nick Hayden),0.860,0.830
4,2:36,3,3,GNB 40,21,26,Aaron Rodgers pass complete short left to Davante Adams for 26 yards (tackle by Jeff Heath),0.830,0.830
4,2:24,3,3,GNB 40,21,26,Timeout #2 by Dallas Cowboys,0.830,3.310
4,2:24,1,10,DAL 34,21,26,"Penalty on Andrew Quarless: False Start, 5 yards (no play)",3.310,2.980
4,2:24,1,15,DAL 39,21,26,Eddie Lacy left end for 1 yard (tackle by Bruce Carter),2.980,2.980
4,2:17,1,15,DAL 39,21,26,Timeout #3 by Dallas Cowboys,2.980,2.230
4,2:17,2,14,DAL 38,21,26,Eddie Lacy right end for 3 yards (tackle by Anthony Hitchens),2.230,1.950
4,2:00,3,11,DAL 35,21,26,"Aaron Rodgers pass complete short right to Randall Cobb for 12 yards (tackle by Orlando Scandrick). Penalty on Randall Cobb: Delay of Game, 5 yards",1.950,3.710
4,1:43,1,10,DAL 28,21,26,Aaron Rodgers kneels for -2 yards,3.710,2.900
4,1:04,2,12,DAL 30,21,26,Aaron Rodgers kneels for -1 yards,2.900,2.080
4,0:29,3,13,DAL 31,21,26,Aaron Rodgers kneels for -1 yards,2.080,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
