Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2,5:16,2,11,BAL 43,7,10,"Tom Brady pass complete short right to Sammy Morris for 1 yard (tackle by Jarret Johnson). Penalty on Terrell Suggs: Roughing the Passer, 15 yards",2.110,3.780
2,4:44,1,10,BAL 27,7,10,Tom Brady pass complete short left to Wes Welker for 15 yards (tackle by Ed Reed),3.780,4.780
2,4:02,1,10,BAL 12,7,16,"Sammy Morris right tackle for 12 yards, touchdown",4.780,7.000
2,,,,BAL 2,7,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,17,"Stephen Gostkowski kicks off 76 yards, touchback",0.000,0.280
2,3:57,1,10,BAL 20,7,17,Ray Rice left guard for 8 yards (tackle by Gary Guyton and Adalius Thomas),0.280,0.810
2,3:19,2,2,BAL 28,7,17,Ray Rice right tackle for 11 yards (tackle by Brandon McGowan),0.810,1.530
2,2:49,1,10,BAL 39,7,17,"Joe Flacco sacked by Mike Wright for -9 yards. Penalty on Mike Wright: Unnecessary Roughness, 15 yards",1.530,1.930
2,2:22,1,10,BAL 45,7,17,Joe Flacco pass incomplete short left intended for Kelley Washington,1.930,1.380
2,2:18,2,10,BAL 45,7,17,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by Gary Guyton and Derrick Burgess),1.380,1.750
2,2:00,3,2,NWE 47,7,17,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Shawn Springs),1.750,2.650
2,1:28,1,10,NWE 44,7,17,Joe Flacco pass complete short right to Kelley Washington for 12 yards (tackle by Brandon Meriweather). Penalty on Adalius Thomas: Defensive Holding (Declined),2.650,3.450
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:22,1,10,NWE 32,7,17,Joe Flacco pass complete short left to Ray Rice for 15 yards,3.450,4.440
2,1:15,,,,7,17,Timeout #1 by New England Patriots,0.000,4.440
2,1:15,1,10,NWE 17,7,17,Joe Flacco pass incomplete short left intended for Mark Clayton is intercepted by Leigh Bodden at NWE-9,4.440,0.380
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:11,1,10,NWE 9,7,17,Fred Taylor middle for 4 yards (tackle by Brendon Ayanbadejo),-0.380,-0.480
2,0:30,,,,7,17,Timeout #2 by Baltimore Ravens,0.000,-0.480
2,0:30,2,6,NWE 13,7,17,Tom Brady kneels for -1 yards,-0.480,-1.070
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,,,"Steven Hauschka kicks off 69 yards, returned by Laurence Maroney for 19 yards",,
3,14:54,1,10,NWE 20,7,17,Tom Brady pass complete short right to Wes Welker for 4 yards (tackle by Dawan Landry),0.280,0.270
3,14:23,2,6,NWE 24,7,17,Sammy Morris right end for -4 yards (tackle by Haloti Ngata and Terrell Suggs),0.270,-0.960
3,13:38,3,10,NWE 20,7,17,"Tom Brady pass incomplete short left intended for Wes Welker. Penalty on Chris Carr: Illegal Contact, 5 yards (no play)",-0.960,0.610
3,13:33,1,10,NWE 25,7,17,Laurence Maroney right guard for 2 yards (tackle by Terrell Suggs and Justin Bannan),0.610,0.330
3,13:33,2,8,NWE 27,7,17,"Penalty on BAL: Unsportsmanlike Conduct, 15 yards (no play)",0.330,1.730
3,13:07,1,10,NWE 42,7,17,"Tom Brady pass complete short right to Laurence Maroney for 29 yards (tackle by Dawan Landry and Ed Reed). Penalty on Matt Light: Offensive Holding, 10 yards (no play)",1.730,1.070
3,12:26,1,20,NWE 32,7,17,Tom Brady pass complete short right to Ben Watson for 17 yards (tackle by Fabian Washington),1.070,2.130
3,12:00,2,3,NWE 49,7,17,Tom Brady pass complete short right to Sammy Morris for 6 yards (tackle by Jarret Johnson),2.130,2.590
3,11:15,1,10,BAL 45,7,17,Tom Brady pass incomplete short right intended for Wes Welker,2.590,2.040
3,11:11,2,10,BAL 45,7,17,Tom Brady pass incomplete deep left intended for Sam Aiken,2.040,1.360
3,11:04,3,10,BAL 45,7,17,Tom Brady sacked by Jarret Johnson for -7 yards,1.360,-0.190
3,10:30,4,17,NWE 48,7,17,Chris Hanson punts 36 yards,-0.190,0.140
3,10:16,1,10,BAL 16,7,17,Joe Flacco pass complete short left to Mark Clayton for 2 yards (tackle by Shawn Springs),-0.140,-0.350
3,9:40,2,8,BAL 18,7,17,Willis McGahee left tackle for 5 yards (tackle by Gary Guyton and Jarvis Green),-0.350,-0.450
3,9:07,3,3,BAL 23,7,17,Joe Flacco pass complete short right to Kelley Washington for 4 yards (tackle by Shawn Springs),-0.450,0.740
3,8:21,1,10,BAL 27,7,17,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Gary Guyton),0.740,0.200
3,8:16,2,10,BAL 27,7,17,Joe Flacco pass incomplete short right intended for Ray Rice,0.200,-0.490
3,8:10,3,10,BAL 27,7,17,Joe Flacco pass complete short left to Todd Heap for 14 yards (tackle by Brandon McGowan),-0.490,1.660
3,7:52,1,10,BAL 41,7,17,Ray Rice middle for 4 yards (tackle by Jarvis Green and Mike Wright),1.660,1.660
3,7:15,2,6,BAL 45,7,17,Joe Flacco pass incomplete short right intended for Mark Clayton,1.660,0.960
3,7:11,3,6,BAL 45,7,17,Joe Flacco sacked by Mike Wright for -8 yards,0.960,-0.910
3,6:39,4,14,BAL 37,7,17,"Sam Koch punts 53 yards, returned by Kevin Faulk for 9 yards (tackle by Haruki Nakamura). Kevin Faulk fumbles, recovered by Leigh Bodden at NWE-14 (tackle by Jameel McClain)",-0.910,0.280
3,6:27,1,10,NWE 14,13,17,"Tom Brady sacked by Terrell Suggs for -9 yards. Tom Brady fumbles (forced by Terrell Suggs), recovered by Dwan Edwards at NWE--1, touchdown",-0.280,-7.000
3,,,,NWE 2,14,17,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,BAL 30,14,17,"Steven Hauschka kicks off 68 yards, returned by Laurence Maroney for 19 yards (tackle by Brendon Ayanbadejo)",0.000,0.340
3,6:10,1,10,NWE 21,14,17,Tom Brady pass complete short left to Fred Taylor for 13 yards (tackle by Dannell Ellerbe and Terrell Suggs),0.340,1.200
3,5:26,1,10,NWE 34,14,17,Tom Brady pass complete short left to Sam Aiken for 26 yards (tackle by Jarret Johnson),1.200,2.920
3,4:44,1,10,BAL 40,14,17,Tom Brady pass complete deep middle to Randy Moss for 20 yards (tackle by Dannell Ellerbe),2.920,4.240
3,3:59,1,10,BAL 20,14,17,Fred Taylor middle for 4 yards (tackle by Dawan Landry and Brendon Ayanbadejo),4.240,4.280
3,3:13,2,6,BAL 16,14,17,Kevin Faulk left tackle for 2 yards (tackle by Haloti Ngata),4.280,3.890
3,2:31,3,4,BAL 14,14,23,"Tom Brady pass complete short left to Randy Moss for 14 yards, touchdown",3.890,7.000
3,,,,BAL 2,14,24,"Stephen Gostkowski kicks extra point good. Penalty on Frank Walker: Defensive Offside, 5 yards",0.000,0.000
3,,,,NWE 35,14,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,2:27,1,10,BAL 20,14,24,Joe Flacco pass complete short right to Mark Clayton for 13 yards (tackle by Shawn Springs and Brandon McGowan),0.280,1.140
3,1:52,1,10,BAL 33,14,24,"Joe Flacco pass complete deep left to Derrick Mason for 20 yards. Penalty on Derrick Mason: Offensive Pass Interfere, 10 yards (no play)",1.140,0.480
3,1:25,1,20,BAL 23,14,24,Ray Rice middle for 50 yards (tackle by Brandon Meriweather),0.480,3.780
3,0:59,1,10,NWE 27,14,24,Ray Rice right guard for 2 yards (tackle by Brandon McGowan and Derrick Burgess),3.780,3.500
3,0:18,2,8,NWE 25,14,24,Joe Flacco pass incomplete short left intended for Kelley Washington (defended by Brandon Meriweather),3.500,2.810
3,0:14,3,8,NWE 25,14,24,Joe Flacco pass complete short middle to Ray Rice for 10 yards (tackle by Derrick Burgess and Brandon Meriweather). Penalty on Jarvis Green: Defensive Offside (Declined),2.810,4.580
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 15,14,24,Ray Rice left tackle for 2 yards (tackle by Ty Warren and Vince Wilfork),4.580,4.280
4,14:22,2,8,NWE 13,20,24,"Joe Flacco pass complete short middle to Willis McGahee for 13 yards, touchdown",4.280,7.000
4,,,,NWE 2,21,24,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,21,24,"Steven Hauschka kicks off 64 yards, returned by Laurence Maroney for 20 yards (tackle by Brendon Ayanbadejo)",0.000,0.670
4,14:10,1,10,NWE 26,21,24,Fred Taylor left guard for 3 yards (tackle by Kelly Gregg),0.670,0.540
4,13:37,2,7,NWE 29,21,24,Tom Brady pass incomplete short left intended for Wes Welker,0.540,-0.160
4,13:34,3,7,NWE 29,21,24,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by Tom Zbikowski),-0.160,1.600
4,12:48,1,10,NWE 40,21,24,Tom Brady for 7 yards,1.600,2.000
4,12:19,2,3,NWE 47,21,24,Tom Brady pass complete short middle to Wes Welker for 4 yards (tackle by Ray Lewis),2.000,2.320
4,11:41,1,10,BAL 49,21,24,Laurence Maroney left tackle for -1 yards (tackle by Jarret Johnson),2.320,1.650
4,10:56,2,11,,21,24,Tom Brady pass complete short left to Sammy Morris for 14 yards (tackle by Brendon Ayanbadejo and Jarret Johnson),1.650,3.180
4,10:21,1,10,BAL 36,21,24,Kevin Faulk middle for 10 yards (tackle by Ray Lewis and Ed Reed),3.180,3.840
4,9:44,1,10,BAL 26,21,24,Kevin Faulk middle for 3 yards (tackle by Terrell Suggs and Dawan Landry),3.840,3.700
4,9:06,2,7,BAL 23,21,24,Tom Brady pass complete short left to Kevin Faulk for 6 yards (tackle by Dawan Landry),3.700,3.950
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
4,8:30,,,,21,24,Timeout #1 by New England Patriots,0.000,3.950
4,8:30,3,1,BAL 17,21,24,Sammy Morris left tackle for 2 yards (tackle by Jarret Johnson and Ray Lewis),3.950,4.580
4,8:07,1,10,BAL 15,21,24,Tom Brady pass complete short left to Sammy Morris for 6 yards (tackle by Fabian Washington),4.580,5.030
4,7:25,2,4,BAL 9,21,24,Tom Brady pass incomplete short left intended for Randy Moss,5.030,4.220
4,7:22,3,4,BAL 9,21,24,Tom Brady pass incomplete short right intended for Wes Welker (defended by Terrell Suggs),4.220,2.900
4,7:18,4,4,BAL 9,21,24,"Chris Hanson pass complete short left to Chris Baker for 4 yards. Penalty on Chris Baker: Illegal Motion, 6 yards (no play)",2.900,2.440
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
4,7:14,4,10,BAL 15,21,27,Stephen Gostkowski 33 yard field goal good,2.440,3.000
4,,,,NWE 30,21,27,"Stephen Gostkowski kicks off 72 yards, returned by Lardarius Webb for 38 yards (tackle by Rob Ninkovich)",0.000,1.330
4,7:03,1,10,BAL 36,21,27,Willis McGahee middle for 4 yards (tackle by Gary Guyton and Brandon Meriweather),1.330,1.330
4,6:29,2,6,BAL 40,21,27,Joe Flacco pass complete short middle to Todd Heap for 5 yards (tackle by Brandon Meriweather),1.330,1.290
4,5:51,3,1,BAL 45,21,27,Ray Rice middle for no gain (tackle by Ty Warren),1.290,-0.390
4,5:17,4,1,BAL 45,21,27,Willis McGahee right guard for no gain (tackle by Gary Guyton and Brandon McGowan),-0.390,-2.590
4,5:09,1,10,BAL 45,21,27,Fred Taylor middle for 3 yards (tackle by Justin Bannan and Ray Lewis),2.590,2.450
4,4:26,2,7,BAL 42,21,27,Sammy Morris left guard for 3 yards (tackle by Trevor Pryce and Ray Lewis),2.450,2.150
4,3:41,3,4,BAL 39,21,27,Tom Brady pass incomplete short right intended for Wes Welker,2.150,0.660
4,3:39,4,4,BAL 39,21,27,"Chris Hanson punts 39 yards, touchback",0.660,-0.280
4,3:32,1,10,BAL 20,21,27,Joe Flacco pass complete short right to Mark Clayton for 12 yards (tackle by Jonathan Wilhite),0.280,1.070
4,3:27,1,10,BAL 32,21,27,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by James Sanders),1.070,1.800
4,3:00,1,10,BAL 43,21,27,Joe Flacco pass incomplete short left intended for Todd Heap,1.800,1.250
4,2:57,2,10,BAL 43,21,27,Joe Flacco pass complete short right to Mark Clayton for 9 yards (tackle by Jonathan Wilhite),1.250,1.750
4,2:38,3,1,NWE 48,21,27,Joe Flacco middle for 2 yards (tackle by Terdell Sands and Derrick Burgess),1.750,2.520
4,2:06,1,10,NWE 46,21,27,Joe Flacco pass complete short right to Mark Clayton for 9 yards (tackle by Jonathan Wilhite and Shawn Springs),2.520,3.190
4,2:00,,,,21,27,Timeout #2 by New England Patriots,0.000,3.190
4,2:00,2,1,NWE 37,21,27,Ray Rice left tackle for 4 yards (tackle by Brandon McGowan and Brandon Meriweather),3.190,3.380
4,1:38,1,10,NWE 33,21,27,Joe Flacco pass incomplete short left intended for Ray Rice,3.380,2.840
4,1:32,2,10,NWE 33,21,27,Joe Flacco pass complete short right to Ray Rice for 13 yards (tackle by James Sanders and Brandon Meriweather),2.840,4.240
4,1:10,1,10,NWE 20,21,27,Joe Flacco pass incomplete deep right intended for Mark Clayton,4.240,3.690
4,1:05,2,10,NWE 20,21,27,Joe Flacco pass complete short middle to Kelley Washington for 6 yards (tackle by Brandon McGowan),3.690,3.890
4,0:35,3,4,NWE 14,21,27,Joe Flacco pass incomplete short right intended for Derrick Mason,3.890,2.580
4,0:32,4,4,NWE 14,21,27,Joe Flacco pass incomplete short right intended for Mark Clayton,2.580,0.280
4,0:28,1,10,NWE 14,21,27,Tom Brady kneels for -1 yards,-0.280,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
