Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
2,11:15,2,8,CIN 44,3,3,Rudi Johnson right guard for 7 yards (tackle by Demarcus Faggins),1.460,1.690
2,10:43,3,1,HOU 49,3,3,"Rudi Johnson up the middle for 11 yards (tackle by Demarcus Faggins). Penalty on Eric Steinbach: Offensive Holding, 10 yards (no play)",1.690,0.370
2,10:17,3,11,CIN 41,3,3,Carson Palmer sacked by Kailee Wong for -3 yards,0.370,-0.850
2,9:49,4,14,CIN 38,3,3,"Kyle Larson punts 42 yards, returned by Phillip Buchanon for 13 yards (tackle by Tab Perry). Penalty on Ramon Walker: Illegal Block Above the , 10 yards",-0.850,0.280
2,9:35,1,10,HOU 14,3,3,David Carr pass complete to Domanick Williams for 12 yards (tackle by Ifeanyi Ohalete),-0.280,0.670
2,8:59,1,10,HOU 26,3,3,Domanick Williams left tackle for 6 yards (tackle by Ifeanyi Ohalete),0.670,0.940
2,8:23,2,4,HOU 32,3,3,Domanick Williams right guard for 5 yards (tackle by Robert Geathers),0.940,1.400
2,7:44,1,10,HOU 37,3,3,Domanick Williams right tackle for 1 yard (tackle by Brian Simmons),1.400,0.990
2,7:07,2,9,HOU 38,3,3,Jonathan Wells left end for 10 yards (tackle by Tory James),0.990,2.130
2,6:26,1,10,HOU 48,3,3,David Carr pass incomplete,2.130,1.580
2,6:19,2,10,HOU 48,3,3,David Carr pass complete to Jonathan Wells for 7 yards (tackle by Landon Johnson),1.580,1.820
2,5:41,3,3,CIN 45,3,3,David Carr sacked by Anthony Mitchell for -4 yards. Penalty on Victor Riley: Offensive Holding (Declined),1.820,0.000
2,5:16,4,7,CIN 49,3,3,"Chad Stanley punts 34 yards, fair catch by Keiwan Ratliff",0.000,0.220
2,5:07,1,10,CIN 15,3,3,Carson Palmer pass incomplete intended for Chris Perry,-0.220,-0.710
2,5:02,2,10,CIN 15,3,3,Carson Palmer pass complete to Chad Johnson for 10 yards (tackle by Marcus Coleman),-0.710,0.610
2,4:22,1,10,CIN 25,3,3,Carson Palmer pass complete to Matt Schobel for 20 yards (tackle by Demarcus Faggins),0.610,1.930
2,3:52,1,10,CIN 45,3,3,Chris Perry up the middle for 2 yards (tackle by Travis Johnson),1.930,1.650
2,3:18,2,8,CIN 47,3,3,"Penalty on Levi Jones: False Start, 5 yards (no play)",1.650,0.980
2,3:03,2,13,CIN 42,3,3,Chris Perry left tackle for 6 yards (tackle by Kailee Wong),0.980,1.090
2,2:28,3,7,CIN 48,3,3,Carson Palmer pass complete to Chris Perry for 10 yards (tackle by Marcus Coleman),1.090,2.790
2,2:00,1,10,HOU 42,3,3,Carson Palmer pass complete to Chris Perry for 6 yards (tackle by Phillip Buchanon),2.790,3.050
2,1:28,2,4,HOU 36,3,3,Carson Palmer pass complete to T.J. Houshmandzadeh for 10 yards (tackle by Kailee Wong),3.050,3.840
2,1:20,1,10,HOU 26,3,3,"Carson Palmer pass incomplete intended for Chris Henry. Penalty on Demarcus Faggins: Defensive Pass Interfere, 25 yards (no play)",3.840,6.970
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:14,1,1,HOU 1,3,9,"Carson Palmer pass complete to Jeremi Johnson for 1 yard, touchdown",6.970,7.000
2,,,,HOU 2,3,10,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,3,10,"Shayne Graham kicks off 70 yards, returned by Jerome Mathis for 19 yards (tackle by Keiwan Ratliff)",0.000,0.150
2,0:59,1,10,HOU 19,3,10,Domanick Williams for 6 yards (tackle by Justin Smith),0.150,0.480
2,0:37,2,4,HOU 25,3,10,David Carr sacked by Kevin Kaesviharn for -6 yards,0.480,-1.070
2,0:32,,,,3,10,Timeout #1 by Cincinnati Bengals,0.000,-1.070
2,0:32,3,10,HOU 19,3,10,"David Carr pass complete to Corey Bradford for 21 yards (tackle by Kevin Kaesviharn). Penalty on Jabar Gaffney: Offensive Pass Interfere, 10 yards (no play)",-1.070,-2.590
2,0:26,3,20,HOU 9,3,10,Domanick Williams up the middle for 7 yards (tackle by Kevin Kaesviharn),-2.590,-2.390
2,0:18,,,,3,10,Timeout #2 by Cincinnati Bengals,0.000,-2.390
2,0:18,4,13,HOU 16,3,10,"Chad Stanley punts 36 yards, returned by Keiwan Ratliff for 7 yards (tackle by Corey Bradford). Penalty on Marcus Wilkins: Illegal Block Above the , 10 yards",-2.390,-1.930
2,0:08,1,10,CIN 45,3,10,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,1.930,1.380
2,0:02,2,10,CIN 45,3,10,Carson Palmer kneels for -1 yards,1.380,0.560
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,3,10,"Kris Brown kicks off 71 yards, returned by Tab Perry for 34 yards (tackle by Troy Evans)",0.000,1.140
3,14:51,1,10,CIN 33,3,10,"Carson Palmer pass incomplete intended for T.J. Houshmandzadeh. Penalty on T.J. Houshmandzadeh: Offensive Pass Interfere, 10 yards (no play)",1.140,0.480
3,14:44,1,20,CIN 23,3,10,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,0.480,-0.760
3,14:39,2,20,CIN 23,3,10,Rudi Johnson up the middle for 6 yards (tackle by Robaire Smith and Morlon Greenwood),-0.760,-0.620
3,14:00,3,14,CIN 29,3,10,Carson Palmer pass complete to Chris Perry for 8 yards (tackle by Kailee Wong),-0.620,-0.910
3,13:20,4,6,CIN 37,3,10,"Kyle Larson punts 53 yards, fair catch by Phillip Buchanon",-0.910,0.380
3,13:12,1,10,HOU 10,3,10,David Carr pass complete to Andre Johnson for 16 yards (tackle by Tory James),-0.380,0.670
3,12:40,1,10,HOU 26,3,10,Domanick Williams right tackle for -1 yards (tackle by Bryan Robinson and Brian Simmons),0.670,-0.010
3,12:07,2,11,HOU 25,3,10,David Carr pass complete to Jabar Gaffney for 13 yards (tackle by Keiwan Ratliff),-0.010,1.470
3,11:43,1,10,HOU 38,3,10,Domanick Williams left guard for 5 yards (tackle by Justin Smith and Brian Simmons),1.470,1.600
3,11:03,2,5,HOU 43,3,10,Domanick Williams left guard for 2 yards (tackle by Kevin Kaesviharn),1.600,1.160
3,10:24,3,3,HOU 45,3,10,David Carr up the middle for 10 yards,1.160,2.590
3,9:44,1,10,CIN 45,3,10,David Carr pass complete to Jabar Gaffney for 20 yards (tackle by Kevin Kaesviharn),2.590,3.910
3,9:03,,,,3,10,Timeout #1 by Houston Texans,0.000,3.910
3,9:03,1,10,CIN 25,3,10,Domanick Williams up the middle for 19 yards (tackle by Keiwan Ratliff),3.910,5.830
3,8:22,1,6,CIN 6,3,10,Domanick Williams right guard for 2 yards (tackle by Anthony Mitchell),5.830,5.340
3,7:45,2,4,CIN 4,9,10,"David Carr pass complete to Moran Norris for 4 yards, touchdown",5.340,7.000
3,,,,CIN 2,10,10,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,10,10,"Kris Brown kicks off 74 yards, touchback",0.000,0.280
3,7:40,1,10,CIN 20,10,10,Rudi Johnson up the middle for 1 yard (tackle by Junior Ioane),0.280,-0.130
3,7:03,2,9,CIN 21,10,10,Carson Palmer pass incomplete intended for Kevin Walter,-0.130,-0.820
3,6:58,3,9,CIN 21,10,10,Carson Palmer pass complete to Chris Henry for 19 yards (tackle by C.C. Brown),-0.820,1.600
3,6:17,1,10,CIN 40,10,10,Rudi Johnson right guard for 1 yard (tackle by Robaire Smith),1.600,1.190
3,5:37,2,9,CIN 41,10,10,Carson Palmer pass complete to Reggie Kelly for 16 yards (tackle by C.C. Brown),1.190,2.720
3,4:52,1,10,HOU 43,10,10,Carson Palmer pass incomplete intended for Rudi Johnson,2.720,2.180
3,4:45,2,10,HOU 43,10,10,Rudi Johnson up the middle for 15 yards (tackle by C.C. Brown),2.180,3.710
3,4:06,1,10,HOU 28,10,10,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",3.710,3.380
3,3:45,1,15,HOU 33,10,10,Carson Palmer pass complete to Reggie Kelly for 4 yards (tackle by Morlon Greenwood),3.380,3.030
3,3:07,2,11,HOU 29,10,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 21 yards (tackle by Dunta Robinson),3.030,5.370
3,2:34,1,8,HOU 8,10,10,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",5.370,4.530
3,2:11,1,13,HOU 13,10,10,Rudi Johnson up the middle for -3 yards (tackle by Robaire Smith),4.530,3.340
3,1:31,2,16,HOU 16,10,10,"Carson Palmer pass incomplete. Penalty on Carson Palmer: Intentional Grounding, 24 yards",3.340,-0.300
3,1:18,3,40,HOU 40,10,10,Carson Palmer pass complete to Chris Henry for 15 yards (tackle by Dunta Robinson),-0.300,1.800
3,0:33,4,25,HOU 25,10,10,Shayne Graham 42 yard field goal no good. Penalty on Reggie Kelly: Offensive Holding (Declined),1.800,-1.140
3,0:28,1,10,HOU 33,10,10,David Carr pass incomplete,1.140,0.590
3,0:21,2,10,HOU 33,10,10,David Carr pass complete to Andre Johnson for 9 yards,0.590,1.090
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,HOU 42,10,10,David Carr for 14 yards (tackle by Anthony Mitchell),1.090,2.650
4,14:34,1,10,CIN 44,10,10,Domanick Williams left guard for 2 yards (tackle by Brian Simmons),2.650,2.380
4,13:54,2,8,CIN 42,10,10,David Carr sacked by Odell Thurman for -11 yards,2.380,0.230
4,13:24,,,,10,10,Timeout #2 by Houston Texans,0.000,0.230
4,13:24,3,19,HOU 47,10,10,"Penalty on Victor Riley: False Start, 5 yards (no play)",0.230,-0.430
4,13:24,3,24,HOU 42,10,10,David Carr sacked by David Pollack for -17 yards,-0.430,-1.700
4,12:49,4,41,HOU 25,10,10,"Chad Stanley punts 45 yards, returned by Keiwan Ratliff for no gain",-1.700,-0.940
4,12:38,1,10,CIN 30,10,10,Rudi Johnson right guard for 1 yard (tackle by Morlon Greenwood),0.940,0.530
4,12:04,2,9,CIN 31,10,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 11 yards (tackle by Dunta Robinson),0.530,1.730
4,11:24,1,10,CIN 42,10,10,Carson Palmer pass incomplete intended for Chad Johnson,1.730,1.190
4,11:17,2,10,CIN 42,10,10,Carson Palmer pass complete to Chad Johnson for 12 yards (tackle by Demarcus Faggins). Penalty on Junior Ioane: Face Mask (5 Yards) (Declined),1.190,2.520
4,10:58,1,10,HOU 46,10,10,Rudi Johnson right tackle for 11 yards (tackle by C.C. Brown),2.520,3.250
4,10:14,1,10,HOU 35,10,10,Rudi Johnson up the middle for 7 yards (tackle by C.C. Brown and Shantee Orr),3.250,3.650
4,9:36,2,3,HOU 28,10,10,Carson Palmer pass complete to Chad Johnson for 5 yards (tackle by Demarcus Faggins),3.650,4.040
4,8:47,1,10,HOU 23,10,10,"Carson Palmer pass complete to Chad Johnson for 21 yards (tackle by C.C. Brown). Penalty on Scott Kooistra: Offensive Holding, 10 yards (no play)",4.040,3.380
4,8:27,1,20,HOU 33,10,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 18 yards (tackle by Marcus Coleman),3.380,4.750
4,7:43,2,2,HOU 15,10,10,Carson Palmer pass complete to Chris Perry for 5 yards (tackle by Charlie Anderson),4.750,4.910
4,7:14,1,10,HOU 10,10,10,Rudi Johnson up the middle for 1 yard (tackle by Kailee Wong),4.910,4.380
4,6:36,2,9,HOU 9,10,10,"Carson Palmer pass incomplete intended for Rudi Johnson. Penalty on Tony Stewart: Offensive Pass Interfere, 10 yards (no play)",4.380,3.070
4,6:32,2,19,HOU 19,10,10,Chris Perry up the middle for 1 yard (tackle by Phillip Buchanon),3.070,2.630
4,5:50,3,18,HOU 18,10,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 9 yards (tackle by Morlon Greenwood),2.630,2.830
4,5:07,4,9,HOU 9,10,13,Shayne Graham 27 yard field goal good,2.830,3.000
4,,,,CIN 30,10,13,"Shayne Graham kicks off 69 yards, returned by Jerome Mathis for 19 yards (tackle by Tab Perry). Penalty on DaShon Polk: Offensive Holding, 10 yards",0.000,-0.380
4,4:57,1,10,HOU 10,10,13,David Carr pass incomplete intended for Marcellus Rivers (defended by Odell Thurman),-0.380,-0.780
4,4:52,2,10,HOU 10,10,13,David Carr pass incomplete intended for Marcellus Rivers (defended by Landon Johnson),-0.780,-1.420
4,4:47,3,10,HOU 10,10,13,David Carr for 11 yards (tackle by Deltha O'Neal),-1.420,0.340
4,4:06,1,10,HOU 21,10,13,Domanick Williams left tackle for 2 yards (tackle by Bryan Robinson),0.340,0.070
4,3:27,2,8,HOU 23,10,13,David Carr pass complete to Jabar Gaffney for 15 yards (tackle by David Pollack),0.070,1.470
4,3:20,1,10,HOU 38,10,13,"David Carr sacked by Justin Smith for -7 yards. David Carr fumbles (forced by Justin Smith), recovered by John Thornton at HOU-35 (tackle by Chester Pitts)",1.470,-3.250
,,,,,,,"HOU challenged the ruling, and the play was upheld.",,
4,3:14,1,10,HOU 35,10,13,Carson Palmer pass complete to Chad Johnson for 4 yards (tackle by Phillip Buchanon and Antwan Peek),3.250,3.240
4,2:33,2,6,HOU 31,10,13,Rudi Johnson right guard for 4 yards (tackle by C.C. Brown and Kailee Wong),3.240,3.070
4,2:00,3,2,HOU 27,10,13,"Penalty on Levi Jones: False Start, 5 yards (no play)",3.070,2.410
4,2:00,3,7,HOU 32,10,13,Rudi Johnson right tackle for 4 yards (tackle by Demarcus Faggins),2.410,1.680
4,1:15,,,,10,13,Timeout #1 by Cincinnati Bengals,0.000,1.680
4,1:15,4,3,HOU 28,10,16,Shayne Graham 46 yard field goal good,1.680,3.000
4,,,,CIN 30,10,16,"Shayne Graham kicks off 67 yards, returned by Jerome Mathis for 19 yards (tackle by Greg Brooks)",0.000,0.410
4,1:04,1,10,HOU 22,10,16,David Carr pass complete to Domanick Williams for 2 yards (tackle by Landon Johnson),0.410,0.140
4,0:44,2,8,HOU 24,10,16,David Carr pass complete to Jabar Gaffney for 10 yards (tackle by Keiwan Ratliff),0.140,1.200
4,0:24,1,10,HOU 34,10,16,David Carr pass complete to Domanick Williams for 6 yards (tackle by Keiwan Ratliff),1.200,1.470
4,0:11,2,4,HOU 40,10,16,David Carr spiked the ball,1.470,0.760
4,0:10,3,4,HOU 40,10,16,David Carr pass incomplete,0.760,-0.720
4,0:01,4,4,HOU 40,10,16,David Carr sacked by Brian Simmons for -5 yards,-0.720,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
