Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
3,5:19,1,10,SFO 21,9,9,Brock Purdy pass complete deep middle to George Kittle for 30 yards (tackle by Trevon Diggs),0.340,2.320
3,4:28,1,10,DAL 49,9,9,Brock Purdy pass complete middle to Christian McCaffrey for 8 yards (tackle by DaRon Bland and Anthony Barr),2.320,2.860
3,3:50,2,2,DAL 41,9,9,Christian McCaffrey left guard for 5 yards (tackle by Anthony Barr),2.860,3.180
3,3:08,1,10,DAL 36,9,9,Christian McCaffrey right guard for 8 yards (tackle by Leighton Vander Esch),3.180,3.720
3,2:28,2,2,DAL 28,9,9,Elijah Mitchell up the middle for 6 yards (tackle by DaRon Bland and Leighton Vander Esch),3.720,4.110
3,1:46,1,10,DAL 22,9,9,Elijah Mitchell up the middle for 2 yards (tackle by Dorance Armstrong),4.110,3.830
3,1:06,2,8,DAL 20,9,9,Brock Purdy pass incomplete short middle intended for Brandon Aiyuk (defended by Anthony Barr),3.830,3.140
3,1:03,3,8,DAL 20,9,9,"Brock Purdy sacked by and DeMarcus Lawrence for no gain and Leighton Vander Esch for no gain. Penalty on Donovan Wilson: Defensive Holding, 5 yards (accepted) (no play)",3.140,4.580
3,0:37,1,10,DAL 15,9,9,"Deebo Samuel right tackle for no gain (tackle by DeMarcus Lawrence and Anthony Barr). Penalty on Johnathan Hankins: Defensive Holding, 5 yards (accepted) (no play)",4.580,4.910
3,0:07,1,10,DAL 10,9,9,Kyle Juszczyk left guard for 8 yards (tackle by Malik Hooker and Leighton Vander Esch),4.910,5.720
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,DAL 2,9,15,"Christian McCaffrey up the middle for 2 yards, touchdown",5.720,7.000
4,14:58,,,DAL 15,9,16,Robbie Gould kicks extra point good,0.000,0.000
4,14:58,,,SFO 35,9,16,"Robbie Gould kicks off 66 yards, returned by KaVontae Turpin for 44 yards (tackle by Robbie Gould)",0.000,1.800
4,14:51,1,10,DAL 43,9,16,Dak Prescott pass complete short left to CeeDee Lamb for 6 yards (tackle by Fred Warner),1.800,2.060
4,14:35,2,4,DAL 49,9,16,Ezekiel Elliott right tackle for 3 yards (tackle by Azeez Al-Shaair),2.060,1.750
4,13:50,3,1,SFO 48,9,16,Ezekiel Elliott right tackle for 4 yards (tackle by Dre Greenlaw),1.750,2.650
4,13:17,1,10,SFO 44,9,16,Dak Prescott pass complete short left to CeeDee Lamb for 17 yards (tackle by Deommodore Lenoir),2.650,3.780
4,12:30,1,10,SFO 27,9,16,Dak Prescott left tackle for -4 yards (tackle by Azeez Al-Shaair and Jordan Willis),3.780,2.690
4,11:48,2,14,SFO 31,9,16,Dak Prescott pass complete short left to CeeDee Lamb for 6 yards (tackle by Deommodore Lenoir),2.690,2.810
4,11:12,3,8,SFO 25,9,16,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,2.810,1.800
4,11:08,4,8,SFO 25,12,16,Brett Maher 43 yard field goal good,1.800,3.000
4,11:03,,,DAL 35,12,16,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,11:03,1,10,SFO 25,12,16,Brock Purdy pass complete short middle to George Kittle for 17 yards (tackle by Jayron Kearse and Malik Hooker),0.610,1.730
4,10:26,1,10,SFO 42,12,16,Elijah Mitchell right tackle for 8 yards (tackle by DaRon Bland and Leighton Vander Esch),1.730,2.270
4,9:45,2,2,SFO 50,12,16,Elijah Mitchell up the middle for no gain (tackle by Johnathan Hankins),2.270,1.550
4,9:01,3,2,SFO 50,12,16,Brock Purdy pass complete short right to Brandon Aiyuk for 9 yards (tackle by Leighton Vander Esch),1.550,2.850
4,8:16,1,10,DAL 41,12,16,Elijah Mitchell left guard for 5 yards (tackle by Leighton Vander Esch),2.850,2.980
4,7:31,,,,,,Timeout #1 by San Francisco 49ers,,
4,7:31,2,5,DAL 36,12,16,Elijah Mitchell right guard for 2 yards (tackle by Jayron Kearse),2.980,2.540
4,6:50,3,3,DAL 34,12,16,Brock Purdy pass complete short right to Christian McCaffrey for 6 yards (tackle by DaRon Bland),2.540,3.710
4,6:05,1,10,DAL 28,12,16,Elijah Mitchell left tackle for 3 yards (tackle by Trevon Diggs and Donovan Wilson),3.710,3.570
4,5:21,2,7,DAL 25,12,16,Elijah Mitchell left guard for 8 yards (tackle by Malik Hooker and Trevon Diggs),3.570,4.440
4,4:35,1,10,DAL 17,12,16,Elijah Mitchell up the middle for no gain (tackle by Donovan Wilson and Osa Odighizuwa),4.440,3.850
4,3:52,2,10,DAL 17,12,16,Brock Purdy pass incomplete short right intended for Deebo Samuel,3.850,3.070
4,3:49,3,10,DAL 17,12,16,Brock Purdy scrambles for 6 yards (tackle by DeMarcus Lawrence and Leighton Vander Esch),3.070,2.770
4,3:08,4,4,DAL 11,12,19,Robbie Gould 28 yard field goal good,2.770,3.000
4,3:04,,,SFO 35,12,19,"Robbie Gould kicks off 64 yards, returned by KaVontae Turpin for 17 yards (tackle by Oren Burks)",0.000,0.040
4,2:59,1,10,DAL 18,12,19,Dak Prescott pass incomplete intended for Dalton Schultz (defended by Dre Greenlaw),0.040,-0.490
4,2:56,2,10,DAL 18,12,19,Dak Prescott pass incomplete deep right intended for Michael Gallup (defended by Charvarius Ward),-0.490,-1.170
4,2:50,3,10,DAL 18,12,19,Dak Prescott sacked by Samson Ebukam for no gain,-1.170,-2.240
4,2:11,4,10,DAL 18,12,19,"Bryan Anger punts 56 yards, fair catch by Ray-Ray McCloud at SF-26",-2.240,-0.670
4,2:05,1,10,SFO 26,12,19,Brock Purdy pass complete short left to George Kittle for 16 yards (tackle by Donovan Wilson and Malik Hooker),0.670,1.730
4,1:58,1,10,SFO 42,12,19,Elijah Mitchell left guard for 1 yard (tackle by Anthony Barr and Osa Odighizuwa),1.730,1.320
4,1:53,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:53,2,9,SFO 43,12,19,Elijah Mitchell right end for 13 yards (tackle by Malik Hooker),1.320,2.650
4,1:47,1,10,DAL 44,12,19,Elijah Mitchell for 1 yard (tackle by Osa Odighizuwa and Leighton Vander Esch),2.650,2.250
4,1:41,,,,,,Timeout #2 by Dallas Cowboys,,
4,1:41,2,9,DAL 43,12,19,Elijah Mitchell up the middle for no gain (tackle by DeMarcus Lawrence),2.250,1.550
4,1:37,,,,,,Timeout #3 by Dallas Cowboys,,
4,1:37,3,9,DAL 43,12,19,Brock Purdy pass complete short left to Christian McCaffrey for -1 yards (tackle by Jayron Kearse and Leighton Vander Esch),1.550,0.330
4,0:51,4,10,DAL 44,12,19,"Penalty on SFO: Delay of Game, 5 yards (accepted) (no play)",0.330,0.000
4,0:51,4,15,DAL 49,12,19,"Mitch Wishnowsky punts 43 yards, fair catch by KaVontae Turpin at DAL-6",0.000,0.380
4,0:45,1,10,DAL 6,12,19,Dak Prescott pass incomplete short right intended for Dalton Schultz (defended by Jimmie Ward),-0.380,-0.780
4,0:38,2,10,DAL 6,12,19,Dak Prescott pass complete short right to Dalton Schultz for 9 yards (tackle by Charvarius Ward),-0.780,-0.370
4,0:33,3,1,DAL 15,12,19,Dak Prescott pass complete short right to Dalton Schultz for 9 yards (tackle by Charvarius Ward),-0.370,0.540
4,0:14,1,10,DAL 24,12,19,Dak Prescott pass incomplete deep left intended for Michael Gallup,0.540,0.000
4,0:10,2,10,DAL 24,12,19,"Dak Prescott pass complete short right to Dalton Schultz for 15 yards Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Dak Prescott pass incomplete short right intended for Dalton Schultz",0.000,-0.690
4,0:06,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:06,3,10,DAL 24,12,19,Dak Prescott pass complete short left to KaVontae Turpin for 8 yards (tackle by Jimmie Ward),-0.690,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
