Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
2,8:48,2,9,JAX 13,10,0,"Jimmy Garoppolo pass incomplete short left. Penalty on Trent Williams: Illegal Shift, 5 yards (offset) . Penalty on Damien Wilson: Defensive Pass Interference, 15 yards (offset) (no play)",,
2,8:42,2,9,JAX 13,10,0,"Penalty on K'Lavon Chaisson: Roughing the Passer, 7 yards (accepted) (no play)",,
2,8:42,1,6,JAX 6,10,0,Jimmy Garoppolo pass incomplete short middle,,
2,8:36,2,6,JAX 6,10,0,Jimmy Garoppolo pass incomplete short right intended for Kyle Juszczyk,,
2,8:31,3,6,JAX 6,16,0,"Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 6 yards, touchdown",,
2,8:25,,,JAX 15,17,0,Robbie Gould kicks extra point good,,
2,8:25,,,SFO 35,17,0,"Mitch Wishnowsky kicks off 67 yards, returned by Jamal Agnew for 23 yards (tackle by Marcell Harris and Demetrius Flannigan-Fowles)",,
2,8:19,1,10,JAX 21,17,0,James Robinson up the middle for 1 yard (tackle by Nick Bosa),,
2,7:47,2,9,JAX 22,17,0,James Robinson left end for 7 yards (tackle by Fred Warner and Arik Armstead),,
2,7:25,3,2,JAX 29,17,0,Trevor Lawrence scrambles up the middle for 10 yards (tackle by Azeez Al-Shaair),,
2,6:45,1,10,JAX 39,17,0,Trevor Lawrence pass complete short middle to Tavon Austin for 18 yards (tackle by Fred Warner),,
2,6:01,1,10,SFO 43,17,0,Trevor Lawrence pass complete short left to Laviska Shenault for 16 yards (tackle by K'Waun Williams and Jaquiski Tartt),,
2,5:19,1,10,SFO 27,17,0,James Robinson up the middle for -3 yards (tackle by Kevin Givens and Marcell Harris),,
2,4:38,2,13,SFO 30,17,0,Trevor Lawrence pass complete short right to James Robinson for 6 yards (tackle by Kentavius Street),,
2,3:52,3,7,SFO 24,17,0,Trevor Lawrence pass complete short left to Jamal Agnew for 8 yards (tackle by K'Waun Williams),,
2,3:17,1,10,SFO 16,17,0,"Penalty on Dan Arnold: False Start, 5 yards (accepted) (no play)",,
2,2:51,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,2:51,1,15,SFO 21,17,0,James Robinson right end for 2 yards (tackle by Marcell Harris),,
2,2:09,2,13,SFO 19,17,0,Trevor Lawrence pass incomplete deep right intended for Marvin Jones,,
2,2:05,3,13,SFO 19,17,0,Trevor Lawrence scrambles right end for 7 yards (tackle by Talanoa Hufanga),,
2,1:57,4,6,SFO 12,17,3,Matthew Wright 30 yard field goal good,,
2,1:53,,,JAX 35,17,3,"Matthew Wright kicks off 61 yards, returned by Trenton Cannon for 21 yards (tackle by Lerentee McCray and Rudy Ford)",,
2,1:46,1,10,SFO 25,17,3,Trey Sermon left end for no gain (tackle by Malcom Brown),,
2,1:02,2,10,SFO 25,17,3,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 9 yards (tackle by Andre Cisco and Damien Wilson),,
2,0:23,3,1,SFO 34,17,3,Trey Sermon up the middle for 4 yards (tackle by Josh Allen),,
2,0:20,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:20,1,10,SFO 38,17,3,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 9 yards (tackle by Josh Allen),,
2,0:14,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:14,2,1,SFO 47,17,3,Jimmy Garoppolo pass complete short right to Trey Sermon for 23 yards (tackle by Andre Cisco),,
2,0:09,1,10,JAX 30,17,3,Jimmy Garoppolo pass incomplete short right,,
2,0:05,2,10,JAX 30,20,3,Robbie Gould 48 yard field goal good,,
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,20,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",,
3,15:00,1,10,JAX 25,20,3,Trevor Lawrence pass incomplete deep left intended for Marvin Jones (defended by Josh Norman),,
3,14:54,2,10,JAX 25,20,3,Trevor Lawrence pass incomplete short right,,
3,14:49,3,10,JAX 25,20,3,"Trevor Lawrence pass incomplete deep left intended for Laquon Treadwell (defended by K'Waun Williams). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (declined)",,
3,14:42,4,10,JAX 25,20,3,"Logan Cooke punts 52 yards, fair catch by Brandon Aiyuk at SF-23",,
3,14:34,1,10,SFO 23,20,3,Jeff Wilson right end for 4 yards (tackle by Nevin Lawson),,
3,14:18,2,6,SFO 27,20,3,Jimmy Garoppolo pass complete short left to Deebo Samuel for 15 yards (tackle by Andrew Wingard and Daniel Thomas),,
3,13:39,1,10,SFO 42,20,3,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 7 yards (tackle by Daniel Thomas),,
3,12:55,2,3,SFO 49,20,3,Jeff Wilson up the middle for 3 yards (tackle by Josh Allen),,
3,12:08,,,,,,Timeout #1 by San Francisco 49ers,,
3,12:08,1,10,JAX 48,20,3,Jimmy Garoppolo pass complete short middle to George Kittle for 13 yards (tackle by Andrew Wingard),,
3,11:31,1,10,JAX 35,20,3,Deebo Samuel up the middle for 11 yards (tackle by Josh Allen and Andrew Wingard),,
3,10:53,1,10,JAX 24,20,3,Deebo Samuel left end for 21 yards (tackle by Andre Cisco),,
3,10:13,1,3,JAX 3,20,3,Jeff Wilson up the middle for -2 yards (tackle by Damien Wilson),,
3,9:30,2,5,JAX 5,20,3,Jimmy Garoppolo pass complete short left to Jauan Jennings for 4 yards (tackle by Rudy Ford),,
3,9:01,3,1,JAX 1,20,3,Jimmy Garoppolo pass incomplete short right intended for Trent Williams,,
3,8:55,4,1,JAX 1,26,3,"Jimmy Garoppolo pass complete short middle to George Kittle for 1 yard, touchdown",,
3,8:49,,,JAX 15,27,3,Robbie Gould kicks extra point good,,
3,8:49,,,SFO 35,27,3,"Mitch Wishnowsky kicks off 70 yards, returned by Jamal Agnew for 28 yards (tackle by Demetrius Flannigan-Fowles and Deommodore Lenoir)",,
3,8:41,1,10,JAX 23,27,3,James Robinson up the middle for 2 yards (tackle by Talanoa Hufanga),,
3,8:03,2,8,JAX 25,27,3,Jamal Agnew left end for 2 yards (tackle by Fred Warner),,
3,7:22,3,6,JAX 27,27,3,Trevor Lawrence pass complete short left to Laviska Shenault for 15 yards (tackle by Fred Warner and Jimmie Ward),,
3,6:37,1,10,JAX 42,27,3,Trevor Lawrence pass incomplete short left intended for James Robinson,,
3,6:29,2,10,JAX 42,27,3,James Robinson up the middle for 4 yards (tackle by Kentavius Street and Talanoa Hufanga),,
3,5:47,3,6,JAX 46,27,3,Trevor Lawrence sacked by Arden Key for -6 yards,,
3,5:12,4,12,JAX 40,27,3,"Logan Cooke punts 51 yards, fair catch by Brandon Aiyuk at SF-9",,
3,5:04,1,10,SFO 9,27,3,Trey Sermon right end for 12 yards (tackle by Andrew Wingard),,
3,4:21,1,10,SFO 21,27,3,Deebo Samuel left end for no gain (tackle by Damien Wilson),,
3,3:38,2,10,SFO 21,27,3,Trey Sermon left end for 5 yards (tackle by Myles Jack and Damien Wilson),,
3,2:57,3,5,SFO 26,27,3,Jimmy Garoppolo pass incomplete deep left intended for Deebo Samuel,,
3,2:51,4,5,SFO 26,27,3,"Mitch Wishnowsky punts 45 yards, fair catch by Jamal Agnew at JAC-29",,
3,2:42,1,10,JAX 29,27,3,Trevor Lawrence pass complete short right to Laviska Shenault for 7 yards (tackle by Fred Warner),,
3,2:10,2,3,JAX 36,27,3,James Robinson up the middle for 4 yards (tackle by D.J. Jones),,
3,1:27,1,10,JAX 40,27,3,James Robinson up the middle for 4 yards (tackle by Fred Warner),,
3,0:52,2,6,JAX 44,27,3,"Penalty on Marvin Jones: False Start, 5 yards (accepted) (no play)",,
3,0:40,2,11,JAX 39,27,3,Trevor Lawrence pass complete short left to James Robinson for 3 yards (tackle by Jimmie Ward),,
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,JAX 42,27,3,Trevor Lawrence pass complete short right to Jamal Agnew for 7 yards (tackle by K'Waun Williams),,
4,14:27,4,1,JAX 49,27,3,Trevor Lawrence pass complete short left to Jamal Agnew for 3 yards (tackle by Jimmie Ward),,
4,14:06,1,10,SFO 48,27,3,James Robinson up the middle for 4 yards (tackle by Arik Armstead and Arden Key),,
4,13:46,2,6,SFO 44,27,3,Trevor Lawrence pass incomplete short left intended for Laquon Treadwell,,
4,13:39,3,6,SFO 44,27,3,Trevor Lawrence pass complete short right to Laquon Treadwell for 11 yards (tackle by Emmanuel Moseley),,
4,12:53,1,10,SFO 33,27,3,"Laviska Shenault right end for no gain (tackle by Emmanuel Moseley). Penalty on Carlos Hyde: Offensive Holding, 10 yards (declined) . Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",,
4,12:32,1,20,SFO 43,27,3,Trevor Lawrence sacked by Nick Bosa for -5 yards,,
4,11:50,2,25,SFO 48,27,3,Trevor Lawrence pass incomplete short left intended for Carlos Hyde,,
4,11:44,3,25,SFO 48,27,3,Trevor Lawrence sacked by Nick Bosa for -1 yards,,
4,11:07,4,26,SFO 49,27,3,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",,
4,11:07,4,31,JAX 46,27,3,"Logan Cooke punts 39 yards, fair catch by Brandon Aiyuk at SF-15",,
4,10:59,1,10,SFO 15,27,3,Jeff Wilson up the middle for 2 yards (tackle by Nevin Lawson),,
4,10:16,2,8,SFO 17,27,3,Jeff Wilson left end for 4 yards (tackle by Myles Jack),,
4,9:32,3,4,SFO 21,27,3,Jimmy Garoppolo sacked by Roy Robertson-Harris for -8 yards,,
4,8:46,4,12,SFO 13,27,3,"Mitch Wishnowsky punts 43 yards, recovered by Trent Sherfield at JAC-44",,
4,8:33,1,10,JAX 44,27,3,Jimmy Garoppolo pass complete short right to George Kittle for 11 yards (tackle by Daniel Thomas and Myles Jack),,
4,7:46,1,10,JAX 33,27,3,Trey Sermon up the middle for 4 yards (tackle by Damien Wilson),,
4,7:04,2,6,JAX 29,27,3,Trey Sermon right end for -1 yards (tackle by Josh Allen and Roy Robertson-Harris),,
4,6:20,3,7,JAX 30,27,3,Jimmy Garoppolo scrambles left end for 3 yards (tackle by Nevin Lawson),,
4,5:38,4,3,JAX 26,30,3,Robbie Gould 45 yard field goal good,,
4,5:33,,,SFO 35,30,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",,
4,5:33,1,10,JAX 25,30,3,Trevor Lawrence pass complete short right to Marvin Jones for 13 yards (tackle by Ambry Thomas),,
4,5:14,1,10,JAX 38,30,3,Trevor Lawrence pass complete deep right to Marvin Jones for 22 yards (tackle by Jaquiski Tartt),,
4,4:49,1,10,SFO 40,30,3,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by Ambry Thomas),,
4,4:28,2,2,SFO 32,30,3,Trevor Lawrence pass incomplete short left intended for Tavon Austin,,
4,4:22,3,2,SFO 32,30,3,James Robinson up the middle for 4 yards (tackle by Azeez Al-Shaair and Fred Warner),,
4,4:02,1,10,SFO 28,30,3,Trevor Lawrence pass complete short right to Marvin Jones for 9 yards (tackle by Ambry Thomas),,
4,3:40,2,1,SFO 19,30,3,Trevor Lawrence right end for 6 yards (tackle by Ambry Thomas),,
4,3:17,1,10,SFO 13,30,3,"Trevor Lawrence pass incomplete short right intended for Marvin Jones. Penalty on Jaquiski Tartt: Defensive Pass Interference, 12 yards (accepted) (no play)",,
4,3:09,1,1,SFO 1,30,9,"James Robinson up the middle for 1 yard, touchdown",,
4,3:04,,,SFO 15,30,10,Matthew Wright kicks extra point good,,
4,3:04,,,JAX 35,30,10,"Matthew Wright kicks off 65 yards, touchback.",,
4,3:04,1,10,SFO 25,30,10,Trey Sermon up the middle for 2 yards (tackle by K'Lavon Chaisson),,
4,2:27,2,8,SFO 27,30,10,Trey Sermon up the middle for 3 yards (tackle by K'Lavon Chaisson and Chapelle Russell),,
4,2:00,3,5,SFO 30,30,10,Trey Lance up the middle for 7 yards (tackle by Daniel Thomas),,
4,1:16,1,10,SFO 37,30,10,Trey Lance kneels for -2 yards,,
4,0:35,2,12,SFO 35,30,10,Trey Lance kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
