Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,2:37,2,8,STL 8,10,6,"Jake Plummer pass complete to Frank Sanders for 8 yards, touchdown",4.570,7.000
2,2:37,,,STL 8,10,7,Bill Gramatica kicks extra point good,0.000,0.000
2,2:37,,,ARI 30,10,7,"Bill Gramatica kicks off 67 yards, returned by Terrence Wilkins for 30 yards (tackle by Levar Fisher). Penalty on Robert Thomas: Unnecessary Roughness, 15 yards",0.000,0.040
2,2:25,1,10,STL 18,10,7,"Marshall Faulk middle for no gain (tackle by Kyle Vanden Bosch and Wendell Bryant). Penalty on Kyle Vanden Bosch: Defensive Offside, 5 yards (no play)",0.040,0.880
2,2:01,1,5,STL 23,10,7,Marc Bulger pass complete to Marshall Faulk for 6 yards (tackle by Rob Fredrickson),0.880,0.870
2,1:57,1,10,STL 29,10,7,Marc Bulger pass complete to Marshall Faulk for 11 yards (tackle by Kyle Vanden Bosch),0.870,1.600
2,1:33,1,10,STL 40,10,7,Marc Bulger pass incomplete intended for Torry Holt,1.600,1.050
2,1:29,2,10,STL 40,10,7,Marc Bulger pass complete to Troy Edwards for 5 yards (tackle by Coby Rhinehart),1.050,1.030
2,1:20,2,10,STL 40,,,Timeout #1 by Los Angeles Rams,1.050,1.030
2,1:20,3,5,STL 45,10,7,Marc Bulger pass complete to Troy Edwards for 48 yards (tackle by Adrian Wilson and David Barrett),1.030,5.600
2,1:04,3,5,STL 45,,,Timeout #2 by Los Angeles Rams,1.030,5.600
2,1:04,1,7,ARI 7,10,7,Marc Bulger pass incomplete intended for Torry Holt,5.600,4.760
2,0:58,2,7,ARI 7,16,7,"Marc Bulger pass complete to Torry Holt for 7 yards, touchdown",4.760,7.000
2,0:58,,,ARI 7,17,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,0:58,,,STL 30,17,7,"Jeff Wilkins kicks off 53 yards, returned by Marcel Shipp for 17 yards (tackle by Chad Cota)",0.000,1.200
2,0:44,1,10,ARI 34,17,7,Jake Plummer pass complete to Thomas Jones for 11 yards (tackle by Kim Herring),1.200,1.930
2,0:36,1,10,ARI 34,,,Timeout #1 by Arizona Cardinals,1.200,1.930
2,0:36,1,10,ARI 45,17,7,"Penalty on Frank Sanders: False Start, 5 yards (no play)",1.930,1.600
2,0:36,1,15,ARI 40,17,7,Jake Plummer pass complete to Thomas Jones for 9 yards (tackle by Tommy Polley),1.600,1.920
2,0:29,1,15,ARI 40,,,Timeout #2 by Arizona Cardinals,1.600,1.920
2,0:29,2,6,ARI 49,17,7,Jake Plummer pass complete to Frank Sanders for 7 yards (tackle by Adam Archuleta),1.920,2.650
2,0:22,2,6,ARI 49,,,Timeout #3 by Arizona Cardinals,1.920,2.650
2,0:22,1,10,STL 44,17,7,Jake Plummer sacked by Dre' Bly for -10 yards,2.650,0.760
2,0:04,2,20,ARI 46,17,7,Jake Plummer spiked the ball,0.760,0.100
2,0:03,3,20,ARI 46,17,7,Jake Plummer pass incomplete intended for David Boston (defended by Dre' Bly),0.100,-0.320
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,17,7,"Jeff Wilkins kicks off 68 yards, returned by Jason McAddley for 20 yards (tackle by James Whitley)",0.000,0.410
3,14:53,1,10,ARI 22,17,7,Jake Plummer pass incomplete intended for David Boston (defended by Dre' Bly),0.410,-0.130
3,14:46,2,10,ARI 22,17,7,Thomas Jones left guard for 6 yards (tackle by Kim Herring),-0.130,-0.030
3,14:06,3,4,ARI 28,17,7,Jake Plummer pass complete to Frank Sanders for 3 yards (tackle by James Whitley),-0.030,-1.310
3,14:06,4,1,ARI 31,17,7,"Scott Player punts 34 yards, returned by Terrence Wilkins for no gain",-1.310,-1.270
3,13:19,1,10,STL 35,17,7,Marshall Faulk right tackle for 11 yards (tackle by Duane Starks and Rob Fredrickson),1.270,1.990
3,12:38,1,10,STL 46,17,7,Marc Bulger pass complete to Troy Edwards for -1 yards (tackle by Rob Fredrickson),1.990,1.320
3,11:55,2,11,STL 45,17,7,Marc Bulger sacked by Raynoch Thompson for -11 yards,1.320,-0.820
3,11:13,3,22,STL 34,17,7,Marshall Faulk right tackle for 12 yards (tackle by Duane Starks and Kwamie Lassiter). Penalty on Ricky Proehl: Illegal Block Above the Waist (Declined),-0.820,-0.320
3,10:39,4,10,STL 46,17,7,"Mitch Berger punts 43 yards, returned by Arnold Jackson for 4 yards (tackle by Trung Canidate)",-0.320,0.220
3,10:29,1,10,ARI 15,17,7,Thomas Jones right end for 8 yards (tackle by Jeff Zgonina),-0.220,0.480
3,9:51,2,2,ARI 23,17,7,"Jake Plummer pass complete to Jason McAddley for 5 yards (tackle by Travis Fisher and Dexter McCleon). Penalty on Travis Fisher: Face Mask (5 Yards), 5 yards",0.480,1.140
3,9:25,1,10,ARI 33,17,7,Thomas Jones right tackle for no gain (tackle by Grant Wistrom and Ryan Pickett),1.140,0.590
3,8:47,2,10,ARI 33,17,7,Jake Plummer right end for 2 yards (tackle by Grant Wistrom),0.590,0.170
3,8:12,3,8,ARI 35,17,7,Jake Plummer pass incomplete intended for David Boston,0.170,-1.040
3,8:12,4,8,ARI 35,17,7,"Scott Player punts 42 yards, returned by Terrence Wilkins for 6 yards (tackle by Coby Rhinehart)",-1.040,-0.870
3,7:56,1,10,STL 29,17,7,Marshall Faulk right tackle for 1 yard (tackle by Rob Fredrickson and Adrian Wilson),0.870,0.460
3,7:13,2,9,STL 30,17,7,Marshall Faulk right end for 12 yards (tackle by Duane Starks and Kwamie Lassiter),0.460,1.730
3,6:27,1,10,STL 42,17,7,Trung Canidate left end for -3 yards (tackle by Rob Fredrickson),1.730,0.780
3,5:40,2,13,STL 39,17,7,Marc Bulger pass complete to Isaac Bruce for 9 yards (tackle by Ronald McKinnon),0.780,1.290
3,4:56,3,4,STL 48,17,7,Marc Bulger pass complete to Troy Edwards for 11 yards (tackle by Adrian Wilson),1.290,2.850
3,4:23,1,10,ARI 41,17,7,Marc Bulger pass complete to Trung Canidate for 13 yards (tackle by Raynoch Thompson),2.850,3.710
3,3:47,1,10,ARI 28,17,7,"Trung Canidate right end for 6 yards (tackle by Duane Starks). Penalty on Isaac Bruce: Offensive Holding, 10 yards",3.710,3.450
3,3:26,1,14,ARI 32,17,7,Marc Bulger pass incomplete intended for Ricky Proehl (defended by Kwamie Lassiter),3.450,2.630
3,3:12,2,14,ARI 32,17,7,Marc Bulger pass incomplete intended for Isaac Bruce,2.630,1.950
3,3:04,3,14,ARI 32,17,7,"Penalty on Orlando Pace: False Start, 5 yards (no play)",1.950,1.290
3,3:04,3,14,ARI 32,,,Timeout #1 by Los Angeles Rams,1.950,1.290
3,3:04,3,19,ARI 37,17,7,Marc Bulger pass incomplete intended for Torry Holt (defended by David Barrett),1.290,0.790
3,2:57,4,19,ARI 37,17,7,Penalty on STL: Delay of Game (Declined),0.790,0.790
3,2:57,4,19,ARI 37,17,7,"Mitch Berger punts 30 yards, returned by Kwamie Lassiter for 5 yards (tackle by Leonard Little)",0.790,0.350
3,2:47,1,10,ARI 12,17,7,Jake Plummer pass complete to Thomas Jones for 5 yards (tackle by Grant Wistrom and Jamie Duncan),-0.350,-0.230
3,2:11,2,5,ARI 17,17,7,Jake Plummer left guard for 17 yards,-0.230,1.200
3,1:23,1,10,ARI 34,17,7,Jake Plummer pass incomplete intended for Frank Sanders,1.200,0.660
3,1:19,2,10,ARI 34,17,7,Jake Plummer pass incomplete intended for David Boston,0.660,-0.030
3,1:13,3,10,ARI 34,17,7,"Jake Plummer pass incomplete intended for Freddie Jones. Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",-0.030,0.630
3,1:09,3,5,ARI 39,17,7,"Jake Plummer pass complete to Thomas Jones for 41 yards (tackle by Dexter McCleon). Penalty on Freddie Jones: Offensive Holding, 10 yards (no play)",0.630,-0.690
3,0:34,3,15,ARI 29,17,7,"Penalty on Chris Dishman: False Start, 5 yards (no play)",-0.690,-1.350
3,0:11,3,20,ARI 24,17,7,Jake Plummer pass complete to Jason McAddley for 25 yards (tackle by Dexter McCleon),-1.350,2.190
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 49,17,7,Thomas Jones middle for -5 yards (tackle by Adam Archuleta),2.190,0.970
4,14:24,2,15,ARI 44,17,7,Jake Plummer sacked by Leonard Little for -5 yards,0.970,-0.360
4,13:47,3,20,ARI 39,17,7,Jake Plummer pass complete to Thomas Jones for 6 yards (tackle by James Whitley and Adam Archuleta),-0.360,-0.390
4,13:07,4,14,ARI 45,17,7,"Scott Player punts 47 yards, out of bounds",-0.390,0.380
4,12:59,1,10,STL 8,17,7,Marshall Faulk left end for 9 yards (tackle by Levar Fisher and David Barrett),-0.380,0.050
4,12:17,2,1,STL 17,17,7,Marshall Faulk right end for 3 yards (tackle by Raynoch Thompson and Fred Wakefield),0.050,0.280
4,11:33,1,10,STL 20,17,7,Marc Bulger pass incomplete intended for Torry Holt,0.280,-0.270
4,11:28,2,10,STL 20,17,7,Marshall Faulk left guard for 2 yards (tackle by Russell Davis),-0.270,-0.690
4,10:54,3,8,STL 22,17,13,"Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by David Barrett at STL-38 and returned for 3 yards, lateral to Justin Lucas for 35 yards, touchdown",-0.690,-7.000
4,10:36,,,STL 22,17,14,Bill Gramatica kicks extra point good,0.000,0.000
4,10:36,,,ARI 30,17,14,"Bill Gramatica kicks off 58 yards, returned by Terrence Wilkins for 21 yards (tackle by Michael Stone)",0.000,1.140
4,10:30,1,10,STL 33,17,14,Marshall Faulk left tackle for 4 yards (tackle by Adrian Wilson),1.140,1.130
4,9:53,2,6,STL 37,17,14,Marshall Faulk right tackle for 4 yards (tackle by Kwamie Lassiter),1.130,0.960
4,9:11,3,2,STL 41,17,14,Marc Bulger pass complete to Ernie Conwell for 6 yards (tackle by Kwamie Lassiter),0.960,2.060
4,8:31,1,10,STL 47,17,14,Marshall Faulk right tackle for 14 yards (tackle by Adrian Wilson and Kwamie Lassiter),2.060,2.980
4,7:46,1,10,ARI 39,17,14,Trung Canidate right end for -2 yards (tackle by Adrian Wilson and Kyle Vanden Bosch),2.980,2.170
4,7:00,2,12,ARI 41,17,14,Marshall Faulk left guard for 6 yards (tackle by Kyle Vanden Bosch and Kwamie Lassiter),2.170,2.280
4,6:15,3,6,ARI 35,17,14,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Duane Starks: Defensive Holding, 5 yards (no play)",2.280,3.580
4,6:10,1,10,ARI 30,17,14,Marshall Faulk left end for 6 yards (tackle by Fred Wakefield and Russell Davis),3.580,3.840
4,5:26,2,4,ARI 24,17,14,Marshall Faulk right tackle for 2 yards (tackle by Raynoch Thompson and Kwamie Lassiter),3.840,3.400
4,4:30,2,4,ARI 24,,,Timeout #2 by Los Angeles Rams,3.840,3.400
4,4:30,3,2,ARI 22,17,14,Isaac Bruce right end for -1 yards (tackle by Duane Starks),3.400,2.030
4,4:30,4,3,ARI 23,20,14,Jeff Wilkins 42 yard field goal good,2.030,3.000
4,4:30,,,STL 30,20,14,"Jeff Wilkins kicks off 71 yards, returned by Jason McAddley for 25 yards (tackle by Jamie Duncan)",0.000,0.540
4,3:46,1,10,ARI 24,20,14,Jake Plummer pass incomplete intended for David Boston (defended by Dre' Bly),0.540,0.000
4,3:37,2,10,ARI 24,20,14,Jake Plummer pass incomplete intended for Jason McAddley,0.000,-0.690
4,3:34,3,10,ARI 24,20,14,Jake Plummer pass complete to Marcel Shipp for 6 yards (tackle by Adam Archuleta),-0.690,-1.370
4,2:51,4,4,ARI 30,20,14,Jake Plummer pass incomplete intended for Frank Sanders,-1.370,-3.580
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
4,2:47,1,10,ARI 30,20,14,Marshall Faulk right guard for 4 yards (tackle by Adrian Wilson and Rob Fredrickson),3.580,3.570
4,2:40,1,10,ARI 30,,,Timeout #2 by Arizona Cardinals,3.580,3.570
4,2:40,2,6,ARI 26,20,14,Marshall Faulk left guard for 5 yards (tackle by Russell Davis),3.570,3.530
4,2:32,2,6,ARI 26,,,Timeout #3 by Arizona Cardinals,3.570,3.530
4,2:32,3,1,ARI 21,20,14,Marshall Faulk left end for 2 yards (tackle by Levar Fisher),3.530,4.310
4,2:26,1,10,ARI 19,20,14,Marshall Faulk middle for 6 yards (tackle by Levar Fisher and Ronald McKinnon),4.310,4.720
4,2:00,2,4,ARI 13,26,14,"Marshall Faulk right end for 13 yards, touchdown",4.720,7.000
4,2:00,,,ARI 13,27,14,Jeff Wilkins kicks extra point good,0.000,0.000
4,2:00,,,STL 30,27,14,"Jeff Wilkins kicks off 58 yards, returned by Marcel Shipp for 18 yards (tackle by James Whitley)",0.000,0.940
4,1:44,1,10,ARI 30,27,14,Jake Plummer pass complete to Freddie Jones for 8 yards (tackle by Adam Archuleta),0.940,1.470
4,1:22,2,2,ARI 38,27,14,"Jake Plummer pass incomplete intended for Marcel Shipp. Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",1.470,0.120
4,1:17,2,12,ARI 28,27,14,"Jake Plummer pass complete to Marcel Shipp for 11 yards (tackle by Leonard Little). Marcel Shipp fumbles (forced by Leonard Little), recovered by Kim Herring at ARI-41 and returned for 3 yards (tackle by Chris Dishman)",0.120,-3.050
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:03,1,10,ARI 38,27,14,Marc Bulger for -2 yards,3.050,2.240
4,0:40,2,12,ARI 40,27,14,Marc Bulger for -2 yards,2.240,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
