Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
3,6:21,1,10,ARI 27,6,6,Jake Plummer pass incomplete intended for David Boston (defended by Randal Williams),0.740,0.200
3,6:15,2,10,ARI 27,6,6,Jake Plummer pass incomplete intended for David Boston (defended by Dexter Coakley),0.200,-0.490
3,6:13,3,10,ARI 27,6,6,Jake Plummer pass incomplete,-0.490,-1.570
3,6:08,4,10,ARI 27,6,6,"Scott Player punts 44 yards, returned by Reggie Swinton for 9 yards (tackle by Justin Lucas). Penalty on Derek Ross: Defensive Holding, 10 yards",-1.570,-0.150
3,5:58,1,10,DAL 19,6,6,Emmitt Smith middle for no gain (tackle by Tom Burke and David Barrett),0.150,-0.390
3,5:19,2,10,DAL 19,6,6,--,-0.390,0.940
3,4:58,1,10,DAL 30,6,6,Emmitt Smith left end for no gain (tackle by Levar Fisher),0.940,0.390
3,4:14,2,10,DAL 30,6,6,Emmitt Smith left end for 4 yards (tackle by Raynoch Thompson and David Barrett),0.390,0.230
3,3:32,3,6,DAL 34,6,6,Quincy Carter pass incomplete intended for Darnay Scott is intercepted by Adrian Wilson at ARI-28,0.230,-0.810
3,3:23,1,10,ARI 28,6,6,Thomas Jones left guard for 12 yards (tackle by Randal Williams),0.810,1.600
3,2:53,1,10,ARI 40,6,6,Jake Plummer pass complete to Frank Sanders for 6 yards (tackle by Duane Hawthorne),1.600,1.860
3,2:25,2,4,ARI 46,6,6,Jake Plummer pass incomplete intended for David Boston (defended by Duane Hawthorne),1.860,1.160
3,2:15,3,4,ARI 46,6,6,Jake Plummer pass incomplete intended for Frank Sanders,1.160,-0.320
3,2:11,4,4,ARI 46,6,6,"Scott Player punts 37 yards, out of bounds",-0.320,0.060
3,2:03,1,10,DAL 17,6,6,Emmitt Smith left end for -1 yards (tackle by David Barrett),-0.060,-0.730
3,1:41,2,11,DAL 16,6,6,Quincy Carter middle for 9 yards (tackle by Tom Burke and Ronald McKinnon),-0.730,-0.240
3,0:56,3,2,DAL 25,6,6,Quincy Carter pass incomplete intended for Antonio Bryant,-0.240,-1.700
3,0:50,4,2,DAL 25,6,6,"Micah Knorr punts 42 yards, returned by Arnold Jackson for 19 yards (tackle by Jeff Grau)",-1.700,-2.390
3,0:37,1,10,DAL 48,6,6,"Thomas Jones right tackle for 4 yards (tackle by John Nix). Thomas Jones fumbles (forced by John Nix), recovered by Darren Woodson at DAL-39 and returned for 2 yards (tackle by David Boston)",2.390,-1.660
3,0:30,1,10,DAL 41,6,6,Troy Hambrick left guard for 11 yards (tackle by Kwamie Lassiter),1.660,2.390
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 48,6,6,Troy Hambrick left guard for 5 yards (tackle by Raynoch Thompson and Ronald McKinnon),2.390,2.520
4,14:22,1,10,ARI 48,,,Timeout #1 by Dallas Cowboys,2.390,2.520
4,14:22,2,5,ARI 43,6,6,Quincy Carter pass complete to Darnay Scott for 8 yards (tackle by Renaldo Hill),2.520,3.250
4,13:47,1,10,ARI 35,6,6,Quincy Carter pass complete to Tony McGee for 19 yards (tackle by Kwamie Lassiter),3.250,4.510
4,13:06,1,10,ARI 16,6,6,"Penalty on Javier Collins: False Start, 5 yards (no play)",4.510,4.170
4,12:53,1,15,ARI 21,6,6,Emmitt Smith right end for 7 yards (tackle by Renaldo Hill and Adrian Wilson),4.170,4.210
4,12:16,2,8,ARI 14,6,6,Quincy Carter pass incomplete is intercepted by Adrian Wilson at ARI-0,4.210,-0.280
4,12:06,1,10,ARI 20,6,6,Jake Plummer pass complete to Thomas Jones for 5 yards (tackle by John Nix and Markus Steele),0.280,0.410
4,11:28,2,5,ARI 25,6,6,Thomas Jones middle for 3 yards (tackle by Markus Steele and Jeff Grau),0.410,0.100
4,10:51,3,2,ARI 28,6,6,Jake Plummer pass complete to MarTay Jenkins for 8 yards (tackle by Duane Hawthorne),0.100,1.330
4,10:12,1,10,ARI 36,6,6,Marcel Shipp right guard for 6 yards (tackle by John Nix and La'Roi Glover),1.330,1.600
4,9:32,2,4,ARI 42,6,6,Marcel Shipp right tackle for 3 yards (tackle by Markus Steele),1.600,1.290
4,8:50,3,1,ARI 45,6,6,Jake Plummer for 2 yards,1.290,2.060
4,8:26,1,10,ARI 47,6,6,Jake Plummer pass incomplete intended for David Boston (defended by Randal Williams),2.060,1.520
4,8:25,2,10,ARI 47,6,6,Jake Plummer pass complete to Marcel Shipp for 14 yards (tackle by Greg Ellis and Darren Woodson),1.520,2.980
4,7:39,1,10,DAL 39,6,6,Marcel Shipp right guard for no gain (tackle by Kevin Hardy and Duane Hawthorne),2.980,2.440
4,6:57,2,10,DAL 39,6,6,Jake Plummer pass complete to Steve Bush for 12 yards (tackle by Kevin Hardy),2.440,3.780
4,6:28,1,10,DAL 27,6,6,Marcel Shipp left guard for 2 yards (tackle by Peppi Zellner and Randal Williams),3.780,3.500
4,5:45,2,8,DAL 25,6,6,Jake Plummer pass complete to MarTay Jenkins for 11 yards (tackle by Louis Mackey),3.500,4.650
4,4:57,1,10,DAL 14,6,6,Marcel Shipp right tackle for 3 yards (tackle by John Nix),4.650,4.520
4,4:20,2,7,DAL 11,6,6,Jake Plummer pass complete to Frank Sanders for 6 yards (tackle by Mario Edwards),4.520,4.960
4,3:36,3,1,DAL 5,6,6,"Penalty on Steve Bush: False Start, 5 yards (no play)",4.960,3.820
4,3:34,3,6,DAL 10,6,6,Jake Plummer pass incomplete intended for Frank Sanders,3.820,2.790
4,3:28,4,6,DAL 10,6,6,Bill Gramatica 28 yard field goal no good,2.790,-0.280
4,3:24,1,10,DAL 20,6,6,Emmitt Smith right end for 5 yards (tackle by Adrian Wilson),0.280,0.410
4,3:18,2,5,DAL 25,6,6,Troy Hambrick right tackle for 18 yards (tackle by Adrian Wilson),0.410,1.800
4,2:39,1,10,DAL 43,6,6,Quincy Carter right tackle for 1 yard (tackle by Barron Tanner),1.800,1.390
4,2:00,2,9,DAL 44,6,6,Quincy Carter pass complete to Troy Hambrick for 2 yards,1.390,0.960
4,1:55,3,7,DAL 46,6,6,Quincy Carter pass complete to Joey Galloway for 15 yards (tackle by Adrian Wilson),0.960,2.980
4,1:21,1,10,ARI 39,6,6,Michael Wiley left end for 6 yards (tackle by David Barrett),2.980,3.250
4,1:15,2,4,ARI 33,6,6,Emmitt Smith middle for 2 yards (tackle by Marcus Bell and Raynoch Thompson),3.250,2.810
4,0:38,3,2,ARI 31,6,6,Troy Hambrick right guard for no gain (tackle by Russell Davis),2.810,1.400
4,0:29,3,2,ARI 31,,,Timeout #1 by Arizona Cardinals,2.810,1.400
4,0:29,4,2,ARI 31,6,6,Billy Cundiff 49 yard field goal no good,1.400,-1.530
4,0:24,1,10,ARI 39,6,6,Jake Plummer pass complete to Thomas Jones for 6 yards (tackle by Kevin Hardy),1.530,1.800
4,0:18,1,10,ARI 39,,,Timeout #2 by Arizona Cardinals,1.530,1.800
4,0:18,2,4,ARI 45,6,6,Jake Plummer pass complete to David Boston for 22 yards (tackle by Dexter Coakley and Mario Edwards),1.800,3.380
4,0:11,2,4,ARI 45,,,Timeout #3 by Arizona Cardinals,1.800,3.380
4,0:11,1,10,DAL 33,6,6,Jake Plummer pass incomplete intended for Freddie Jones,3.380,2.840
4,0:08,2,10,DAL 33,6,6,Bill Gramatica 51 yard field goal no good,2.840,-1.660
4,0:03,1,10,DAL 41,6,6,Quincy Carter middle for -1 yards,1.660,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,15:00,,,ARI 30,6,6,"Bill Gramatica kicks off 72 yards, returned by Reggie Swinton for 26 yards (tackle by MarTay Jenkins)",0.000,0.540
OT,14:55,1,10,DAL 24,6,6,Emmitt Smith right guard for 7 yards (tackle by Ronald McKinnon),0.540,0.940
OT,14:22,2,3,DAL 31,6,6,Quincy Carter sacked by Russell Davis for -2 yards,0.940,-0.030
OT,13:56,3,5,DAL 29,6,6,Quincy Carter pass incomplete intended for Ken-Yon Rambo,-0.030,-1.440
OT,13:51,4,5,DAL 29,6,6,"Micah Knorr punts 45 yards, returned by Arnold Jackson for 5 yards (tackle by Peppi Zellner)",-1.440,-1.000
OT,13:41,1,10,ARI 31,6,6,Jake Plummer pass complete to David Boston for 15 yards,1.000,1.990
OT,13:18,1,10,ARI 46,6,6,Marcel Shipp right end for 14 yards (tackle by Markus Steele),1.990,2.920
OT,12:37,1,10,DAL 40,6,6,Marcel Shipp middle for 2 yards (tackle by Ebenezer Ekuban and Brandon Noble),2.920,2.640
OT,12:00,2,8,DAL 38,6,6,Jake Plummer pass incomplete intended for David Boston (defended by Mario Edwards),2.640,1.950
OT,11:55,3,8,DAL 38,6,6,Jake Plummer pass incomplete intended for MarTay Jenkins,1.950,0.720
OT,11:50,4,8,DAL 38,6,6,"Scott Player punts 38 yards, touchback",0.720,-0.280
OT,11:41,1,10,DAL 20,6,6,Emmitt Smith right end for no gain (tackle by Raynoch Thompson and Barron Tanner),0.280,-0.270
OT,10:59,2,10,DAL 20,6,6,Quincy Carter pass complete to Joey Galloway for 24 yards (tackle by David Barrett and Kwamie Lassiter),-0.270,1.860
OT,10:16,1,10,DAL 44,6,6,Emmitt Smith right end for 4 yards (tackle by Renaldo Hill and Ronald McKinnon),1.860,1.860
OT,9:38,2,6,DAL 48,6,6,Troy Hambrick left tackle for no gain (tackle by Ronald McKinnon and Rob Fredrickson),1.860,1.160
OT,8:57,3,6,DAL 48,6,6,Quincy Carter pass complete to Darnay Scott for 3 yards (tackle by Renaldo Hill and Justin Lucas),1.160,0.000
OT,8:16,4,3,ARI 49,6,6,"Micah Knorr punts 31 yards, fair catch by Arnold Jackson. Penalty on Randal Williams: Unnecessary Roughness, 15 yards",0.000,-1.140
OT,8:07,1,10,ARI 33,6,6,Jake Plummer pass complete to Freddie Jones for 2 yards (tackle by Dexter Coakley and Markus Steele),1.140,0.860
OT,7:28,2,8,ARI 35,6,6,Jake Plummer pass complete to Steve Bush for 10 yards (tackle by Kevin Hardy),0.860,1.930
OT,6:46,1,10,ARI 45,6,6,Jake Plummer left end for 11 yards (tackle by Markus Steele),1.930,2.650
OT,5:56,1,10,DAL 44,6,6,Thomas Jones left guard for -1 yards (tackle by Kevin Hardy),2.650,1.980
OT,5:19,2,11,DAL 45,6,6,"Jake Plummer pass incomplete intended for David Boston. Penalty on Mario Edwards: Defensive Pass Interference, 20 yards (no play)",1.980,3.910
OT,5:19,1,10,DAL 25,6,6,Marcel Shipp left guard for -1 yards (tackle by La'Roi Glover and Dexter Coakley),3.910,3.230
OT,4:35,2,11,DAL 26,6,6,Marcel Shipp right tackle for 2 yards (tackle by Markus Steele and La'Roi Glover),3.230,2.810
OT,4:35,3,9,DAL 24,6,6,Marcel Shipp left guard for 2 yards (tackle by Ebenezer Ekuban),2.810,1.990
OT,3:15,4,7,DAL 22,6,9,Bill Gramatica 40 yard field goal good,1.990,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
