Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
2,14:19,3,9,KAN 25,0,10,Damon Huard pass complete to Tony Gonzalez for 7 yards (tackle by Shawntae Spencer),-0.560,-1.240
2,13:36,4,2,KAN 32,0,10,Dustin Colquitt punts 47 yards,-1.240,-0.340
2,13:24,1,10,SFO 21,0,10,Alex Smith pass complete to Arnaz Battle for 10 yards (tackle by Ty Law),0.340,1.000
2,12:44,1,10,SFO 31,0,10,Frank Gore right end for 10 yards (tackle by Kawika Mitchell),1.000,1.660
2,11:57,1,10,SFO 41,0,10,Alex Smith for 3 yards,1.660,1.530
2,11:27,2,7,SFO 44,0,10,Alex Smith pass complete to Moran Norris for -7 yards (tackle by Jared Allen),1.530,-0.100
2,10:41,3,14,SFO 37,0,10,"Alex Smith sacked by Jared Allen for -6 yards. Alex Smith fumbles (forced by Jared Allen), recovered by Tamba Hali at SFO-31. Penalty on Jared Allen: Defensive Offside, 5 yards (no play)",-0.100,0.560
2,10:36,3,9,SFO 42,0,10,Alex Smith sacked by Derrick Johnson for -2 yards,0.560,-0.720
2,10:36,4,11,SFO 40,0,10,"Andy Lee punts 46 yards, returned by Dante Hall for 24 yards (tackle by T.J. Slaughter)",-0.720,-1.470
2,9:52,1,10,KAN 38,0,10,Larry Johnson middle for 3 yards (tackle by Marques Douglas and Derek Smith),1.470,1.330
2,9:12,2,7,KAN 41,0,10,Damon Huard pass complete to Larry Johnson for 1 yard (tackle by Brandon Moore),1.330,0.760
2,8:28,3,6,KAN 42,0,10,"Damon Huard pass complete to Tony Gonzalez for 14 yards (tackle by Mike Adams). Penalty on Bryant Young: Unnecessary Roughness, 15 yards",0.760,3.640
2,7:56,1,10,SFO 29,0,10,Larry Johnson middle for 3 yards (tackle by Jeff Ulbrich),3.640,3.510
2,7:18,2,7,SFO 26,0,10,Damon Huard middle for 4 yards (tackle by Bryant Young),3.510,3.340
2,6:34,3,3,SFO 22,0,10,Damon Huard pass complete to Samie Parker for 6 yards (tackle by Mike Adams),3.340,4.510
2,6:34,1,10,SFO 16,0,10,Larry Johnson left end for -3 yards (tackle by Mike Adams),4.510,3.520
2,5:25,2,13,SFO 19,0,10,"Damon Huard pass incomplete intended for Dante Hall. Penalty on Shawntae Spencer: Defensive Pass Interfere, 18 yards (no play)",3.520,6.970
2,5:19,1,1,SFO 1,0,16,"Larry Johnson middle for 1 yard, touchdown",6.970,7.000
2,,,,SFO 2,0,17,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,0,17,"Lawrence Tynes kicks off 67 yards, returned by Maurice Hicks for 18 yards (tackle by Keyaron Fox)",0.000,0.340
2,5:10,1,10,SFO 21,0,17,Alex Smith pass incomplete intended for Frank Gore (defended by Derrick Johnson),0.340,-0.200
2,5:01,2,10,SFO 21,0,17,Frank Gore left end for 14 yards (tackle by Sammy Knight),-0.200,1.270
2,4:19,1,10,SFO 35,0,17,Alex Smith pass incomplete intended for Antonio Bryant,1.270,0.720
2,4:13,2,10,SFO 35,0,17,Alex Smith pass complete to Arnaz Battle for 8 yards (tackle by Benny Sapp),0.720,1.090
2,3:27,3,2,SFO 43,0,17,Alex Smith pass incomplete intended for Antonio Bryant is intercepted by Sammy Knight at KAN-39 and returned for 27 yards,1.090,-3.310
2,3:11,1,10,SFO 34,0,23,"Damon Huard pass complete to Eddie Kennison for 34 yards, touchdown",3.310,7.000
2,,,,SFO 2,0,24,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,0,24,"Lawrence Tynes kicks off 69 yards, returned by Maurice Hicks for 18 yards (tackle by Keyaron Fox)",0.000,0.150
2,3:00,1,10,SFO 19,0,24,Frank Gore middle for 2 yards (tackle by Jimmy Wilkerson),0.150,-0.060
2,2:21,2,8,SFO 21,0,24,Frank Gore middle for -1 yards (tackle by Jimmy Wilkerson),-0.060,-0.940
2,2:00,3,9,SFO 20,0,24,Alex Smith right end for 11 yards (tackle by Ty Law),-0.940,1.000
2,1:52,1,10,SFO 31,0,24,Alex Smith pass complete to Frank Gore for 9 yards (tackle by Derrick Johnson and Kawika Mitchell),1.000,1.680
2,1:25,2,1,SFO 40,0,24,Frank Gore middle for 3 yards (tackle by James Reed),1.680,1.800
2,1:04,1,10,SFO 43,0,24,"Alex Smith pass incomplete intended for Frank Gore. Penalty on Jonas Jennings: Offensive Holding, 10 yards (no play)",1.800,1.140
2,1:00,1,20,SFO 33,0,24,"Alex Smith pass incomplete intended for Eric Johnson. Penalty on Tamba Hali: Defensive Offside (Declined), Penalty on Kawika Mitchell: Unsportsmanlike Conduct, 15 yards (no play)",1.140,2.130
2,0:52,1,10,SFO 48,0,24,Alex Smith pass complete to Maurice Hicks for 2 yards (tackle by Keyaron Fox),2.130,1.850
2,0:43,,,,0,24,Timeout #1 by San Francisco 49ers,0.000,1.850
2,0:43,2,8,,0,24,Alex Smith pass complete to Frank Gore for 5 yards (tackle by Derrick Johnson),1.850,1.820
2,0:34,,,,0,24,Timeout #2 by San Francisco 49ers,0.000,1.820
2,0:34,3,3,KAN 45,0,24,Alex Smith pass complete to Eric Johnson for 6 yards (tackle by Ty Law),1.820,2.980
2,0:34,1,10,KAN 39,0,24,Alex Smith spiked the ball,2.980,2.440
2,0:16,2,10,KAN 39,0,24,Alex Smith pass complete to Eric Johnson for 6 yards (tackle by Lenny Walls),2.440,2.540
2,0:11,3,4,KAN 33,0,24,Alex Smith pass incomplete,2.540,1.180
2,0:05,4,4,KAN 33,0,24,Joe Nedney 51 yard field goal no good,1.180,1.600
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,0,24,"Lawrence Tynes kicks off 74 yards, returned by Maurice Hicks for 53 yards (tackle by Rod Gardner). Maurice Hicks fumbles (forced by Rod Gardner), recovered by Jarrad Page at KAN-49 (tackle by Arnaz Battle)",0.000,-2.190
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
3,14:49,1,10,KAN 49,0,24,Larry Johnson for 2 yards (tackle by Derek Smith),2.190,1.920
3,14:49,2,8,SFO 49,0,24,Damon Huard pass complete to Eddie Kennison for 9 yards (tackle by Walt Harris),1.920,2.920
3,13:47,1,10,SFO 40,0,24,Ronnie Cruz middle for 7 yards (tackle by Marques Douglas),2.920,3.320
3,13:14,2,3,SFO 33,0,24,Larry Johnson right tackle for no gain (tackle by Brandon Moore),3.320,2.610
3,12:37,3,3,SFO 33,0,24,Larry Johnson right end for 2 yards (tackle by Brandon Moore),2.610,1.410
3,11:52,4,1,SFO 31,0,27,Lawrence Tynes 49 yard field goal good,1.410,3.000
3,,,,KAN 30,0,27,"Lawrence Tynes kicks off 64 yards, returned by Maurice Hicks for 25 yards (tackle by Benny Sapp)",0.000,1.000
3,11:42,1,10,SFO 31,0,27,Alex Smith pass complete to Antonio Bryant for 7 yards (tackle by Ty Law),1.000,1.410
3,11:08,2,3,SFO 38,0,27,Frank Gore right end for 4 yards (tackle by Ty Law),1.410,1.730
3,10:29,1,10,SFO 42,0,27,Alex Smith pass incomplete intended for Eric Johnson,1.730,1.190
3,10:24,2,10,SFO 42,0,27,Alex Smith right end for -4 yards (tackle by Greg Wesley),1.190,-0.030
3,9:51,3,14,SFO 38,0,27,Alex Smith pass complete to Arnaz Battle for 16 yards (tackle by Patrick Surtain),-0.030,2.520
3,9:07,1,10,KAN 46,0,27,Alex Smith sacked by Derrick Johnson and Tamba Hali for -9 yards,2.520,0.760
3,8:31,2,19,SFO 45,0,27,Michael Robinson right tackle for 3 yards (tackle by Kawika Mitchell and Derrick Johnson),0.760,0.500
3,7:50,3,16,SFO 48,0,27,Alex Smith sacked by Kawika Mitchell for -2 yards,0.500,-0.320
3,7:22,4,18,SFO 46,0,27,"Andy Lee punts 54 yards, touchback",-0.320,-0.280
3,7:14,1,10,KAN 20,0,27,Damon Huard pass incomplete intended for Eddie Kennison (defended by Manny Lawson),0.280,-0.270
3,7:08,2,10,KAN 20,0,27,"Damon Huard pass complete to Tony Gonzalez for 16 yards (tackle by Jeff Ulbrich). Penalty on Jeff Ulbrich: Face Mask (15 Yards), 15 yards",-0.270,2.320
3,6:42,1,10,SFO 49,0,27,Larry Johnson left tackle for 2 yards (tackle by Brandon Moore),2.320,2.050
3,6:06,2,8,SFO 47,0,27,Damon Huard pass complete to Larry Johnson for 10 yards (tackle by Shawntae Spencer and T.J. Slaughter),2.050,3.120
3,5:24,1,10,SFO 37,0,27,Larry Johnson middle for 4 yards (tackle by Derek Smith),3.120,3.110
3,4:45,2,6,SFO 33,0,27,Larry Johnson middle for -1 yards (tackle by Bryant Young and Ronald Fields),3.110,2.280
3,4:02,3,7,SFO 34,0,27,Damon Huard pass incomplete intended for Eddie Kennison,2.280,1.060
3,3:58,4,7,SFO 34,0,27,Lawrence Tynes punts 33 yards,1.060,0.380
3,3:49,1,10,SFO 1,0,27,Frank Gore middle for 1 yard (tackle by Jimmy Wilkerson),-0.380,-0.710
3,3:12,2,9,SFO 2,0,27,Alex Smith pass incomplete intended for Antonio Bryant (defended by Jimmy Wilkerson),-0.710,-1.300
3,3:06,3,9,SFO 2,0,27,Alex Smith pass complete to Bryan Gilmore for 6 yards. Penalty on Kwame Harris: Illegal Use of Hands (Declined),-1.300,-2.490
3,2:52,4,3,SFO 8,0,27,Andy Lee punts 42 yards,-2.490,-2.260
3,2:41,1,10,,0,27,Damon Huard pass incomplete intended for Rod Gardner,2.260,1.710
3,2:38,2,10,,0,27,Damon Huard pass complete to Eddie Kennison for 12 yards (tackle by Shawntae Spencer),1.710,3.050
3,2:05,1,10,SFO 38,0,27,Larry Johnson middle for 12 yards (tackle by Manny Lawson),3.050,3.840
3,1:24,1,10,SFO 26,0,27,Larry Johnson left tackle for no gain (tackle by Marques Douglas),3.840,3.300
3,0:48,2,10,SFO 26,0,27,Ronnie Cruz middle for 6 yards (tackle by Derek Smith),3.300,3.400
3,0:11,3,4,SFO 20,0,27,Larry Johnson middle for 7 yards (tackle by Derek Smith),3.400,4.710
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 13,0,27,Larry Johnson middle for 11 yards (tackle by Tony Parrish),4.710,6.740
4,14:24,1,2,SFO 2,0,33,"Larry Johnson middle for 2 yards, touchdown",6.740,7.000
4,,,,SFO 2,0,34,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,0,34,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
4,14:20,1,10,SFO 20,0,34,Alex Smith pass incomplete intended for Frank Gore,0.280,-0.270
4,14:15,2,10,SFO 20,0,34,Frank Gore right tackle for 5 yards (tackle by Tamba Hali),-0.270,-0.300
4,13:34,3,5,SFO 25,0,34,Michael Robinson middle for 4 yards (tackle by Stephen Williams),-0.300,-1.440
4,12:45,4,1,SFO 29,0,34,"Andy Lee punts 49 yards, returned by Dante Hall for -2 yards (tackle by Keith Lewis)",-1.440,-0.280
4,12:34,1,10,KAN 20,0,34,Larry Johnson right end for 28 yards (tackle by Shawntae Spencer),0.280,2.130
4,12:03,1,10,KAN 48,0,34,Ronnie Cruz middle for no gain (tackle by T.J. Slaughter),2.130,1.580
4,11:19,2,10,KAN 48,0,34,Ronnie Cruz middle for 2 yards (tackle by Marques Douglas),1.580,1.160
4,10:34,3,8,,0,34,Damon Huard pass complete to Tony Gonzalez for 9 yards (tackle by Mike Adams),1.160,2.850
4,10:05,1,10,SFO 41,0,34,Dee Brown middle for 7 yards (tackle by Mark Roman),2.850,3.250
4,9:15,2,3,SFO 34,0,34,Larry Johnson left tackle for 1 yard (tackle by Mark Roman),3.250,2.680
4,8:31,3,2,SFO 33,0,34,"Dee Brown right tackle for 4 yards (tackle by Parys Haralson). Penalty on Kevin Sampson: Offensive Holding, 10 yards (no play)",2.680,1.350
4,8:05,3,12,SFO 43,0,34,Dee Brown right tackle for 1 yard (tackle by Anthony Adams),1.350,0.460
4,7:05,4,11,SFO 42,0,34,"Dustin Colquitt punts 31 yards, fair catch by Brandon Williams",0.460,0.370
4,6:58,1,10,SFO 11,0,34,Alex Smith pass incomplete intended for Eric Johnson,-0.370,-0.780
4,6:53,2,10,SFO 11,0,34,Frank Gore left end for 8 yards (tackle by Kendrell Bell),-0.780,-0.480
4,6:18,3,2,SFO 19,0,34,Alex Smith right end for 1 yard (tackle by Benny Sapp),-0.480,-2.030
4,5:55,4,1,SFO 20,0,40,"Andy Lee punts 40 yards, returned by Dante Hall for 60 yards, touchdown",-2.030,-7.000
4,,,,SFO 2,0,41,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,0,41,"Lawrence Tynes kicks off 71 yards, returned by Maurice Hicks for 32 yards (tackle by Kris Wilson)",0.000,1.000
4,5:32,1,10,SFO 31,0,41,Frank Gore middle for 4 yards (tackle by Derrick Johnson and Kawika Mitchell),1.000,1.000
4,4:52,2,6,SFO 35,0,41,Alex Smith pass complete to Eric Johnson for 2 yards (tackle by Kendrell Bell),1.000,0.560
4,4:08,3,4,SFO 37,0,41,Alex Smith pass incomplete intended for Eric Johnson,0.560,-0.910
4,4:01,4,4,SFO 37,0,41,Andy Lee punts 52 yards,-0.910,0.370
4,3:54,1,10,KAN 11,0,41,Larry Johnson middle for 1 yard (tackle by Melvin Oliver and Ronald Fields),-0.370,-0.710
4,3:13,2,9,KAN 12,0,41,Larry Johnson left tackle for 4 yards (tackle by Derek Smith),-0.710,-0.840
4,2:32,3,5,KAN 16,0,41,Larry Johnson middle for 2 yards (tackle by Marques Douglas),-0.840,-2.240
4,2:24,,,,0,41,Timeout #1 by San Francisco 49ers,0.000,-2.240
4,2:24,4,3,KAN 18,0,41,"Dustin Colquitt punts 59 yards, returned by Brandon Williams for 5 yards (tackle by Keyaron Fox). Penalty on Melvin Oliver: Offensive Holding, 10 yards",-2.240,0.220
4,2:12,1,10,SFO 15,0,41,Frank Gore middle for 6 yards (tackle by Patrick Surtain and Eric Hicks),-0.220,0.210
4,2:00,2,4,SFO 21,0,41,Alex Smith pass incomplete intended for Antonio Bryant is intercepted by Ty Law at SFO-24 and returned for -5 yards,0.210,-3.640
4,1:49,1,10,SFO 29,0,41,Brodie Croyle kneels for -1 yards,3.640,2.970
4,1:12,2,11,SFO 30,0,41,Brodie Croyle kneels for -1 yards,2.970,2.150
4,0:36,3,12,SFO 31,0,41,Brodie Croyle kneels for -1 yards,2.150,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
