Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
1,5:37,1,10,TAM 34,0,7,Mark Brunell pass complete to Santana Moss for 22 yards (tackle by Jermaine Phillips),3.310,4.780
1,5:03,1,10,TAM 12,0,7,Clinton Portis left tackle for 4 yards (tackle by Shelton Quarles and Anthony McFarland),4.780,4.830
1,4:24,2,6,TAM 8,0,7,Mark Brunell pass incomplete intended for David Patten,4.830,3.930
1,4:18,3,6,TAM 8,0,7,"Mark Brunell sacked by Simeon Rice for -6 yards. Mark Brunell fumbles (forced by Simeon Rice), recovered by Derrick Dockery at TAM-15",3.930,2.440
1,3:38,4,13,TAM 15,3,7,John Hall 33 yard field goal good,2.440,3.000
1,,,,WAS 30,3,7,"John Hall kicks off 67 yards, returned by Torrie Cox for 21 yards (tackle by Robert McCune)",0.000,0.540
1,3:24,1,10,TAM 24,3,7,Cadillac Williams up the middle for no gain (tackle by LaVar Arrington),0.540,0.000
1,2:49,2,10,TAM 24,3,7,Chris Simms up the middle for 3 yards (tackle by Joe Salave'a and Demetric Evans),0.000,-0.300
1,2:06,,,,3,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.300
1,2:06,3,7,TAM 27,3,7,Chris Simms pass incomplete intended for Edell Shepherd,-0.300,-1.570
1,2:01,4,7,TAM 27,3,7,"Josh Bidwell punts 50 yards, returned by James Thrash for 3 yards (tackle by Dewayne White)",-1.570,-0.670
1,1:44,1,10,WAS 26,3,7,Clinton Portis for 19 yards (tackle by Ronde Barber),0.670,1.930
1,1:17,1,10,WAS 45,3,7,Mark Brunell pass complete to David Patten for 5 yards (tackle by Ronde Barber),1.930,2.060
1,0:41,2,5,TAM 50,3,7,Clinton Portis up the middle for 8 yards (tackle by Simeon Rice and Will Allen),2.060,2.790
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 42,3,7,Mark Brunell pass complete to Robert Royal for 1 yard (tackle by Derrick Brooks),2.790,2.380
2,14:21,2,9,TAM 41,3,7,Clinton Portis right end for 16 yards (tackle by Ronde Barber),2.380,3.910
2,13:38,1,10,TAM 25,3,7,Ladell Betts up the middle for no gain (tackle by Greg Spires),3.910,3.360
2,13:38,2,10,TAM 25,3,7,"Penalty on WAS: Illegal Substitution, 5 yards (no play)",3.360,2.690
2,12:50,2,15,TAM 30,3,7,Mark Brunell pass incomplete intended for Santana Moss is intercepted by Simeon Rice at TAM-30 and returned for 6 yards,2.690,-1.330
2,12:39,1,10,TAM 36,3,7,Cadillac Williams right end for 2 yards (tackle by Demetric Evans),1.330,1.060
2,12:03,2,8,TAM 38,3,7,Chris Simms pass complete to Ike Hilliard for 17 yards (tackle by Ryan Clark),1.060,2.590
2,11:20,1,10,WAS 45,3,7,Chris Simms for 3 yards (tackle by Phillip Daniels),2.590,2.450
2,10:48,2,7,WAS 42,3,7,Mike Alstott up the middle for 4 yards (tackle by Renaldo Wynn),2.450,2.280
2,10:05,3,3,WAS 38,3,7,Chris Simms pass incomplete intended for Joey Galloway,2.280,0.720
2,10:00,4,3,WAS 38,3,7,"Josh Bidwell punts 38 yards, touchback",0.720,-0.280
2,9:51,1,10,WAS 20,3,7,Ladell Betts left tackle for -2 yards (tackle by Will Allen),0.280,-0.630
2,9:17,2,12,WAS 18,3,7,Ladell Betts left guard for 3 yards (tackle by Anthony McFarland),-0.630,-0.820
2,8:43,3,9,WAS 21,3,7,"Mark Brunell sacked by Simeon Rice for -11 yards. Mark Brunell fumbles (forced by Simeon Rice), recovered by Dewayne White at WAS-5 (tackle by Jon Jansen)",-0.820,-6.060
2,8:34,1,5,WAS 5,3,7,Mike Alstott up the middle for 4 yards (tackle by Marcus Washington),6.060,5.910
2,7:57,2,1,WAS 1,3,13,"Mike Alstott left tackle for 1 yard, touchdown",5.910,7.000
2,,,,WAS 2,3,14,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,9,14,"Matt Bryant kicks off 64 yards, returned by Ladell Betts for 94 yards, touchdown",0.000,7.000
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
2,,,,TAM 2,10,14,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,10,14,"John Hall kicks off 62 yards, returned by Torrie Cox for 25 yards (tackle by Robert McCune)",0.000,1.140
2,7:27,1,10,TAM 33,10,14,Cadillac Williams left tackle for 4 yards (tackle by Ryan Clark and Walt Harris),1.140,1.130
2,6:54,2,6,TAM 37,10,14,"Chris Simms pass complete to Mike Alstott for 18 yards (tackle by Marcus Washington and Lemar Marshall). Penalty on Nic Clemons: Roughing the Passer, 15 yards",1.130,3.580
2,6:37,1,10,WAS 30,10,14,Mike Alstott left end for 2 yards (tackle by Walt Harris),3.580,3.300
2,5:57,2,8,WAS 28,10,14,Cadillac Williams left tackle for 4 yards (tackle by Marcus Washington),3.300,3.140
2,5:16,3,4,WAS 24,10,20,"Chris Simms pass complete to Joey Galloway for 24 yards, touchdown",3.140,7.000
2,,,,WAS 2,10,21,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,10,21,"Matt Bryant kicks off 62 yards, returned by Ladell Betts for 17 yards (tackle by Ryan Nece)",0.000,0.610
2,5:04,1,10,WAS 25,10,21,Clinton Portis up the middle for 1 yard (tackle by Chris Hovan),0.610,0.200
2,4:27,2,9,WAS 26,10,21,Mark Brunell pass complete to Chris Cooley for 7 yards (tackle by Derrick Brooks),0.200,0.430
2,4:03,3,2,WAS 33,10,21,Mark Brunell pass complete to Chris Cooley for 9 yards (tackle by Will Allen and Juran Bolden),0.430,1.730
2,3:17,1,10,WAS 42,10,21,Mark Brunell pass complete to Brian Kozlowski for 18 yards (tackle by Ryan Nece),1.730,2.920
2,2:40,1,10,TAM 40,10,21,Mark Brunell pass incomplete intended for Brian Kozlowski,2.920,2.370
2,2:34,2,10,TAM 40,10,21,Mark Brunell pass complete to David Patten for 10 yards (tackle by Juran Bolden),2.370,3.580
2,2:02,1,10,TAM 30,10,21,Clinton Portis left end for 1 yard (tackle by Brian Kelly),3.580,3.170
2,1:57,2,9,TAM 29,10,21,Clinton Portis up the middle for 7 yards (tackle by Shelton Quarles),3.170,3.400
2,1:45,,,,10,21,Timeout #1 by Washington Redskins,0.000,3.400
2,1:45,3,2,TAM 22,10,21,Mark Brunell pass incomplete intended for David Patten (defended by Juran Bolden),3.400,2.120
2,1:40,4,2,TAM 22,13,21,John Hall 40 yard field goal good,2.120,3.000
2,,,,WAS 30,13,21,"John Hall kicks off 63 yards, returned by Torrie Cox for 17 yards (tackle by Ade Jimoh)",0.000,0.540
2,1:30,1,10,TAM 24,13,21,Michael Pittman left end for no gain (tackle by Marcus Washington),0.540,0.000
2,0:46,2,10,TAM 24,13,21,Michael Pittman left end for 1 yard (tackle by Joe Salave'a),0.000,-0.560
2,0:40,,,,13,21,Timeout #2 by Washington Redskins,0.000,-0.560
2,0:40,3,9,TAM 25,13,21,Michael Pittman up the middle for 10 yards (tackle by Lemar Marshall and Carlos Rogers),-0.560,1.270
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,13,21,"John Hall kicks off 68 yards, returned by Torrie Cox for 31 yards (tackle by Rock Cartwright). Penalty on Jameel Cook: Offensive Holding, 10 yards",0.000,-0.380
3,14:48,1,10,TAM 10,13,21,"Cadillac Williams up the middle for -4 yards (tackle by Joe Salave'a). Cadillac Williams fumbles (forced by Joe Salave'a), recovered by Demetric Evans at TAM-7 (tackle by Alex Smith)",-0.380,-5.600
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
3,14:44,1,7,TAM 7,13,21,Clinton Portis left tackle for 2 yards (tackle by Ryan Nece),5.600,5.150
3,14:05,2,5,TAM 5,13,21,Clinton Portis up the middle for -2 yards (tackle by Anthony McFarland),5.150,3.810
3,13:23,3,7,TAM 7,19,21,"Mark Brunell pass complete to Mike Sellers for 7 yards, touchdown",3.810,7.000
3,,,,,21,21,"Two Point Attempt: Mark Brunell pass complete to Clinton Portis, conversion succeeds",1.000,1.000
3,,,,WAS 30,21,21,--,0.000,0.280
3,13:14,1,10,TAM 20,21,21,Cadillac Williams up the middle for 5 yards (tackle by Demetric Evans),0.280,0.410
3,12:30,2,5,TAM 25,21,21,Chris Simms pass complete to Jameel Cook for 6 yards (tackle by Marcus Washington),0.410,1.000
3,11:42,1,10,TAM 31,21,21,Mike Alstott up the middle for -1 yards (tackle by Joe Salave'a),1.000,0.320
3,11:03,2,11,TAM 30,21,21,Chris Simms pass incomplete intended for Joey Galloway (defended by Demetric Evans),0.320,-0.360
3,10:57,3,11,TAM 30,21,21,Chris Simms pass incomplete intended for Joey Galloway,-0.360,-1.370
3,10:49,4,11,TAM 30,21,21,"Josh Bidwell punts 43 yards, fair catch by James Thrash",-1.370,-0.740
3,10:40,1,10,WAS 27,21,21,Clinton Portis up the middle for -2 yards (tackle by Ryan Nece),0.740,-0.070
3,10:09,2,12,WAS 25,21,21,Clinton Portis right tackle for 5 yards (tackle by Shelton Quarles),-0.070,-0.100
3,9:32,3,7,WAS 30,21,21,Mark Brunell left end for 11 yards (tackle by Ellis Wyms),-0.100,1.660
3,8:55,1,10,WAS 41,21,21,"Mark Brunell pass complete to Santana Moss for 47 yards (tackle by Kalvin Pearson). Penalty on Derrick Dockery: Offensive Holding, 10 yards (no play)",1.660,1.000
3,8:25,1,20,WAS 31,21,21,Mark Brunell pass complete to Ladell Betts for -3 yards (tackle by Derrick Brooks),1.000,-0.640
3,7:45,2,23,WAS 28,21,21,Clinton Portis left end for 12 yards (tackle by Jermaine Phillips),-0.640,0.300
3,7:01,3,11,WAS 40,21,21,Mark Brunell pass complete to Santana Moss for 42 yards (tackle by Kalvin Pearson),0.300,4.370
3,6:14,1,10,TAM 18,21,21,Clinton Portis left end for 1 yard (tackle by Chris Hovan),4.370,3.940
3,5:33,2,9,TAM 17,21,21,Mark Brunell pass incomplete intended for Mike Sellers (defended by Jermaine Phillips),3.940,3.170
3,5:25,3,9,TAM 17,27,21,"Mark Brunell pass complete to Ladell Betts for 17 yards, touchdown",3.170,7.000
3,,,,TAM 2,28,21,John Hall kicks extra point good,0.000,0.000
3,,,,WAS 30,28,21,"John Hall kicks off 66 yards, returned by Edell Shepherd for 26 yards (tackle by Khary Campbell)",0.000,0.940
3,5:10,1,10,TAM 30,28,21,Chris Simms pass incomplete intended for Michael Pittman,0.940,0.390
3,5:04,2,10,TAM 30,28,21,Chris Simms pass complete to Ike Hilliard for 16 yards (tackle by Walt Harris),0.390,1.990
3,4:23,1,10,TAM 46,28,21,Michael Pittman up the middle for 1 yard (tackle by Nic Clemons),1.990,1.590
3,3:41,2,9,TAM 47,28,21,Chris Simms pass incomplete intended for Ike Hilliard,1.590,0.890
3,3:36,3,9,TAM 47,28,21,Chris Simms pass complete to Edell Shepherd for 46 yards (tackle by Carlos Rogers),0.890,5.600
3,2:46,1,7,WAS 7,28,21,Mike Alstott up the middle for 3 yards (tackle by Ryan Clark and Demetric Evans),5.600,5.340
3,1:58,2,4,WAS 4,28,27,"Chris Simms pass complete to Ike Hilliard for 4 yards, touchdown",5.340,7.000
3,,,,WAS 2,28,28,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,28,28,"Matt Bryant kicks off 68 yards, returned by Ladell Betts for 22 yards (tackle by Ronde Barber)",0.000,0.540
3,1:47,1,10,WAS 24,28,28,Clinton Portis up the middle for 4 yards (tackle by Shelton Quarles and Derrick Brooks),0.540,0.540
3,1:09,2,6,WAS 28,28,28,Mark Brunell pass complete to Santana Moss for 5 yards (tackle by Brian Kelly),0.540,0.500
3,0:45,3,1,WAS 33,28,28,Mark Brunell up the middle for 2 yards (tackle by Chris Hovan),0.500,1.270
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 35,28,28,Mark Brunell pass complete to Robert Royal for 1 yard (tackle by Derrick Brooks),1.270,0.860
4,14:19,2,9,WAS 36,28,28,Mark Brunell pass complete to Santana Moss for 10 yards (tackle by Kalvin Pearson),0.860,1.990
4,13:41,1,10,WAS 46,28,28,Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Ronde Barber),1.990,1.990
4,13:10,2,6,TAM 50,28,28,Ladell Betts up the middle for 2 yards (tackle by Shelton Quarles),1.990,1.550
4,12:27,3,4,TAM 48,28,28,Mark Brunell pass complete to Chris Cooley for 6 yards (tackle by Jermaine Phillips),1.550,2.790
4,11:43,1,10,TAM 42,28,28,Mark Brunell pass incomplete intended for David Patten,2.790,2.240
4,11:39,2,10,TAM 42,28,28,Mark Brunell pass complete to James Thrash for 2 yards (tackle by Jermaine Phillips),2.240,1.820
4,10:59,3,8,TAM 40,28,28,Mark Brunell pass complete to Ladell Betts for 5 yards (tackle by Derrick Brooks),1.820,0.990
4,10:32,,,,28,28,Timeout #1 by Washington Redskins,0.000,0.990
4,10:32,4,3,TAM 35,28,28,Mark Brunell pass complete to Chris Cooley for 4 yards (tackle by Kalvin Pearson),0.990,3.510
4,10:11,1,10,TAM 31,28,28,Ladell Betts left tackle for 10 yards (tackle by Derrick Brooks and Juran Bolden),3.510,4.170
4,9:33,1,10,TAM 21,28,28,Ladell Betts for 4 yards (tackle by Ronde Barber),4.170,4.200
4,9:08,2,6,TAM 17,28,28,Ladell Betts up the middle for 9 yards (tackle by Jermaine Phillips),4.200,5.370
4,8:26,1,8,TAM 8,34,28,"Clinton Portis right end for 8 yards, touchdown",5.370,7.000
4,,,,TAM 2,35,28,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,35,28,"John Hall kicks off 60 yards, returned by Edell Shepherd for 14 yards (tackle by Ryan Clark)",0.000,0.540
4,8:13,1,10,TAM 24,35,28,Chris Simms pass complete to Joey Galloway for 4 yards (tackle by Walt Harris),0.540,0.540
4,7:35,2,6,TAM 28,35,28,Cadillac Williams left tackle for no gain (tackle by LaVar Arrington),0.540,-0.160
4,6:54,3,6,TAM 28,35,28,Chris Simms pass complete to Joey Galloway for 18 yards (tackle by Pierson Prioleau),-0.160,1.990
4,6:14,1,10,TAM 46,35,28,Chris Simms pass complete to Joey Galloway for 33 yards (tackle by Chris Clemons),1.990,4.170
4,5:50,1,10,WAS 21,35,28,Cadillac Williams up the middle for 6 yards,4.170,4.550
4,4:43,2,4,WAS 15,35,28,Chris Simms pass incomplete intended for Ike Hilliard,4.550,3.810
4,4:37,3,4,WAS 15,35,28,"Chris Simms pass complete to Ike Hilliard for 4 yards (tackle by Walt Harris). Penalty on Marcus Washington: Defensive Offside, 5 yards (no play)",3.810,4.910
4,4:29,1,10,WAS 10,35,28,Michael Pittman up the middle for 3 yards (tackle by Renaldo Wynn),4.910,4.760
4,3:53,,,,35,28,Timeout #2 by Tampa Bay Buccaneers,0.000,4.760
4,3:53,2,7,WAS 7,35,28,Chris Simms pass incomplete intended for Ike Hilliard (defended by Walt Harris),4.760,3.810
4,3:48,3,7,WAS 7,35,28,"Penalty on Anthony Davis: False Start, 5 yards (no play)",3.810,3.100
4,3:48,3,12,WAS 12,35,28,Chris Simms pass incomplete intended for Michael Pittman,3.100,2.630
4,3:44,4,12,WAS 12,35,28,Chris Simms pass incomplete intended for Joey Galloway (defended by Phillip Daniels),2.630,0.350
4,3:37,1,10,WAS 12,35,28,Clinton Portis up the middle for 6 yards (tackle by Shelton Quarles and Ryan Nece),-0.350,-0.070
4,3:20,2,4,WAS 18,35,28,Clinton Portis up the middle for 2 yards (tackle by Ronde Barber),-0.070,-0.480
4,2:44,,,,35,28,Timeout #3 by Tampa Bay Buccaneers,0.000,-0.480
4,2:44,3,2,WAS 20,35,28,Clinton Portis up the middle for 1 yard (tackle by Derrick Brooks and Kalvin Pearson),-0.480,-1.960
4,2:00,4,1,WAS 21,35,28,Derrick Frost punts 37 yards (tackle by Ade Jimoh),-1.960,-1.990
4,1:52,1,10,TAM 46,35,28,Chris Simms pass complete to Joey Galloway for 13 yards (tackle by Pierson Prioleau),1.990,2.850
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:28,1,10,WAS 41,35,28,Chris Simms pass incomplete intended for Joey Galloway,2.850,2.310
4,1:15,2,10,WAS 41,35,28,Chris Simms pass complete to Edell Shepherd for 11 yards (tackle by Marcus Washington),2.310,3.580
4,1:05,1,10,WAS 30,35,28,Chris Simms spiked the ball,3.580,3.030
4,1:05,2,10,WAS 30,35,34,"Chris Simms pass complete to Edell Shepherd for 30 yards, touchdown",3.030,7.000
4,,,,,35,36,"Penalty on LaVar Arrington: Defensive Delay of Game, 5 yards",0.000,0.000
4,,,,WAS 2,35,36,"Matt Bryant kicks extra point no good. Penalty on Walt Harris: Defensive Offside, 1 yards (no play)",0.000,1.000
4,,,,,35,36,Two Point Attempt: conversion succeeds,1.000,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,TAM 35,35,36,"Matt Bryant kicks off 65 yards, touchback",0.000,0.280
4,0:58,1,10,WAS 20,35,36,Mark Brunell pass complete to Chris Cooley for 24 yards (tackle by Jermaine Phillips),0.280,1.860
4,0:46,,,,35,36,Timeout #2 by Washington Redskins,0.000,1.860
4,0:46,1,10,WAS 44,35,36,Mark Brunell pass incomplete intended for Ladell Betts,1.860,1.320
4,0:40,2,10,WAS 44,35,36,Mark Brunell pass incomplete intended for David Patten (defended by Brian Kelly),1.320,0.630
4,0:34,3,10,WAS 44,35,36,Mark Brunell pass incomplete intended for Ladell Betts,0.630,-0.460
4,0:27,4,10,WAS 44,35,36,Mark Brunell up the middle for 2 yards (tackle by Dewayne White and Shelton Quarles),-0.460,-2.520
4,0:20,1,10,WAS 46,35,36,Chris Simms kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
