Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
1,2:00,2,5,NWE 23,7,3,LeGarrette Blount left guard for 17 yards (tackle by Andre Hal and Whitney Mercilus),0.280,1.600
1,1:14,1,10,NWE 40,7,3,LeGarrette Blount right guard for 8 yards (tackle by Johnathan Joseph and Quintin Demps),1.600,2.130
1,0:33,2,2,NWE 48,7,3,Tom Brady pass complete short right to Brandon LaFell for 5 yards (tackle by Johnathan Joseph and Andre Hal),2.130,2.460
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 47,7,3,Tom Brady pass incomplete deep left intended for Danny Amendola (defended by Kareem Jackson),2.460,1.910
2,14:54,2,10,HOU 47,7,3,LeGarrette Blount middle for 7 yards (tackle by Benardrick McKinney and Quintin Demps),1.910,2.150
2,14:18,3,3,HOU 40,7,3,Tom Brady pass complete short left to Keshawn Martin for 8 yards (tackle by Kevin Johnson),2.150,3.450
2,13:45,1,10,HOU 32,7,3,LeGarrette Blount left guard for 2 yards (tackle by Brian Cushing and Benardrick McKinney),3.450,3.170
2,13:03,2,8,HOU 30,7,3,Tom Brady pass incomplete short middle intended for Brandon LaFell,3.170,2.480
2,12:58,3,8,HOU 30,7,3,Brandon Bolden left end for 5 yards (tackle by Jadeveon Clowney and Johnathan Joseph),2.480,1.900
2,12:18,4,3,HOU 25,10,3,Stephen Gostkowski 43 yard field goal good,1.900,3.000
2,12:18,,,NWE 35,10,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,12:13,1,10,HOU 20,10,3,Jonathan Grimes right tackle for 37 yards (tackle by Devin McCourty),0.280,2.720
2,11:49,1,10,NWE 43,10,3,Jonathan Grimes middle for 4 yards (tackle by Akiem Hicks),2.720,2.720
2,11:15,2,6,NWE 39,10,3,Brian Hoyer pass complete short middle to Cecil Shorts for 10 yards (tackle by Patrick Chung and Jamie Collins),2.720,3.640
2,10:49,1,10,NWE 29,10,3,Jonathan Grimes right end for 1 yard (tackle by Jamie Collins and Chandler Jones),3.640,3.240
2,10:17,2,9,NWE 28,10,3,Akeem Hunt right tackle for 1 yard (tackle by Jerod Mayo),3.240,2.680
2,9:37,3,8,NWE 27,10,3,Brian Hoyer pass incomplete deep right intended for Nate Washington,2.680,1.670
2,9:30,4,8,NWE 27,10,6,Nick Novak 45 yard field goal good,1.670,3.000
2,9:30,,,HOU 35,10,6,"Nick Novak kicks off 69 yards, returned by Keshawn Martin for 23 yards (tackle by Brian Peters)",0.000,-0.150
2,9:20,1,10,NWE 19,10,6,Tom Brady pass complete short left to Rob Gronkowski for 6 yards (tackle by Whitney Mercilus),0.150,0.480
2,8:47,2,4,NWE 25,10,6,LeGarrette Blount middle for 7 yards (tackle by Benardrick McKinney and Brian Cushing),0.480,1.070
2,8:14,1,10,NWE 32,10,6,LeGarrette Blount right tackle for 6 yards (tackle by Brian Cushing and Jared Crick),1.070,1.340
2,7:37,2,4,NWE 38,10,6,Tom Brady pass incomplete short left intended for Keshawn Martin,1.340,0.630
2,7:32,3,4,NWE 38,10,6,Brandon Bolden left end for 11 yards (tackle by John Simon),0.630,2.190
2,6:49,1,10,NWE 49,10,6,Brandon Bolden left tackle for 4 yards (tackle by Kareem Jackson and Jared Crick),2.190,2.190
2,6:05,2,6,HOU 47,10,6,"Brandon Bolden middle for 3 yards (tackle by Brian Cushing and Benardrick McKinney). Penalty on Tre' Jackson: Offensive Holding, 10 yards (no play)",2.190,0.840
2,5:40,2,16,NWE 43,10,6,Tom Brady pass complete short right to Danny Amendola for 7 yards (tackle by Kareem Jackson),0.840,1.090
2,4:58,3,9,,10,6,Tom Brady pass complete short left to James White for 4 yards (tackle by Kareem Jackson),1.090,0.200
2,4:25,4,5,HOU 46,10,6,Ryan Allen punts 43 yards,0.200,0.380
2,4:15,1,10,HOU 3,10,6,"Penalty on C.J. Fiedorowicz: False Start, 1 yards (no play)",-0.380,-0.420
2,4:15,1,11,HOU 2,10,6,Brian Hoyer pass complete short left to DeAndre Hopkins for 5 yards,-0.420,-0.490
2,3:44,2,6,HOU 7,10,6,Chris Polk right guard for 3 yards (tackle by Jerod Mayo and Patrick Chung),-0.490,-0.490
2,3:02,2,6,HOU 7,10,6,Timeout #1 by New England Patriots,-0.490,-0.600
2,3:02,3,3,HOU 10,10,6,Brian Hoyer pass incomplete short right intended for Ryan Griffin,-0.600,-2.490
2,2:58,4,3,HOU 10,10,6,"Shane Lechler punts 43 yards, returned by Keshawn Martin for 12 yards (tackle by Jay Prosch)",-2.490,-2.850
2,2:45,1,10,HOU 41,10,6,Brandon Bolden middle for 1 yard (tackle by J.J. Watt),2.850,2.440
2,2:00,2,9,HOU 40,10,6,Tom Brady pass complete short right to Brandon LaFell for 5 yards (tackle by Kareem Jackson),2.440,2.410
2,1:20,3,4,HOU 35,10,6,Tom Brady pass complete short left to Keshawn Martin for 13 yards (tackle by Quintin Demps),2.410,4.110
2,1:12,1,10,HOU 22,10,6,Tom Brady pass complete short middle to Danny Amendola for 10 yards (tackle by Andre Hal and Quintin Demps),4.110,4.780
2,0:36,1,10,HOU 12,10,6,Brandon Bolden left end for 1 yard (tackle by Kareem Jackson),4.780,4.780
2,0:28,1,10,HOU 12,10,6,Timeout #2 by New England Patriots,4.780,4.270
2,0:28,2,9,HOU 11,10,6,Tom Brady pass incomplete short left intended for Brandon LaFell,4.270,3.290
2,0:24,3,9,HOU 11,10,6,Tom Brady pass complete short left to Brandon LaFell for 10 yards (tackle by Johnathan Joseph),3.290,3.290
2,0:19,3,9,HOU 11,10,6,Timeout #1 by Houston Texans,3.290,6.970
2,0:19,1,1,HOU 1,16,6,"Tom Brady pass complete short left to Rob Gronkowski for 1 yard, touchdown",6.970,7.000
2,0:19,,,HOU 1,17,6,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:19,,,NWE 35,17,6,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,0:14,1,10,HOU 20,17,6,Brian Hoyer kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,17,6,"Nick Novak kicks off 67 yards, returned by Keshawn Martin for 23 yards (tackle by Akeem Dent)",0.000,-0.340
3,14:54,1,10,NWE 21,17,6,Tom Brady pass complete short left to James White for 27 yards (tackle by Kareem Jackson),0.340,2.130
3,14:16,1,10,NWE 48,17,6,Brandon Bolden right tackle for 5 yards (tackle by Jared Crick and Benardrick McKinney),2.130,2.260
3,13:27,2,5,HOU 47,17,6,Tom Brady pass complete short left to Brandon LaFell for 9 yards (tackle by Johnathan Joseph),2.260,3.050
3,12:52,1,10,HOU 38,17,6,Tom Brady pass incomplete deep right intended for Danny Amendola,3.050,2.510
,,,,,,,"HOU challenged the pass completion ruling, and the original play was overturned.",,
3,12:48,2,10,HOU 38,17,6,Tom Brady pass complete short left to James White for 2 yards (tackle by Benardrick McKinney),2.510,2.080
3,12:48,3,8,HOU 36,17,6,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (no play)",2.080,2.740
3,11:57,3,3,HOU 31,17,6,Tom Brady pass incomplete short right intended for James White,2.740,1.380
,,,,,,,"HOU challenged the pass completion ruling, and the original play was overturned.",,
3,11:52,4,3,HOU 31,20,6,Stephen Gostkowski 49 yard field goal good,1.380,3.000
3,11:52,,,NWE 35,20,6,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,11:48,1,10,HOU 20,20,6,Chris Polk middle for 9 yards (tackle by Jerod Mayo and Logan Ryan),0.280,0.950
3,11:16,2,1,HOU 29,20,6,"Brian Hoyer pass incomplete deep right intended for Nate Washington (defended by Malcolm Butler). Penalty on Logan Ryan: Defensive Holding, 5 yards (no play)",0.950,1.200
3,11:06,1,10,HOU 34,20,6,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins,1.200,0.660
3,10:58,2,10,HOU 34,20,6,Brian Hoyer pass incomplete deep right intended for Ryan Griffin,0.660,-0.030
3,10:52,3,10,HOU 34,20,6,Brian Hoyer pass incomplete short middle intended for Ryan Griffin (defended by Jamie Collins),-0.030,-1.110
3,10:46,4,10,HOU 34,20,6,"Shane Lechler punts 44 yards, muffed catch by Keshawn Martin, recovered by John Simon and returned for no gain",-1.110,4.170
3,10:32,1,10,NWE 21,20,6,Brian Hoyer pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Jamie Collins),4.170,4.740
3,9:43,2,3,NWE 14,20,6,Jonathan Grimes right end for -1 yards (tackle by Alan Branch and Rob Ninkovich),4.740,3.810
3,9:09,3,4,NWE 15,20,6,Brian Hoyer pass incomplete short left intended for Nate Washington (defended by Malcolm Butler),3.810,2.520
3,9:01,4,4,NWE 15,20,6,Brian Hoyer pass incomplete short middle intended for Ryan Griffin (defended by Leonard Johnson),2.520,0.140
3,8:56,1,10,NWE 16,20,6,Brandon Bolden right tackle for -1 yards (tackle by Brian Cushing and Jadeveon Clowney),-0.140,-0.780
3,8:17,2,11,NWE 15,20,6,Tom Brady pass complete short middle to Danny Amendola for 8 yards (tackle by Brian Cushing),-0.780,-0.450
3,7:39,3,3,NWE 23,20,6,Tom Brady pass incomplete short right intended for James White,-0.450,-1.830
3,7:34,4,3,NWE 23,20,6,"Ryan Allen punts 38 yards, fair catch by Cecil Shorts",-1.830,-1.530
3,7:25,1,10,HOU 39,20,6,Chris Polk left guard for 6 yards (tackle by Akiem Hicks and Patrick Chung),1.530,1.800
3,6:57,2,4,HOU 45,20,6,Chris Polk middle for 1 yard (tackle by Jabaal Sheard),1.800,1.220
3,6:21,3,3,HOU 46,20,6,Brian Hoyer pass complete short middle to Ryan Griffin for 20 yards (tackle by Patrick Chung),1.220,3.310
3,5:46,1,10,NWE 34,20,6,Jonathan Grimes middle for 2 yards (tackle by Malcom Brown and Akiem Hicks),3.310,3.040
3,5:13,2,8,NWE 32,20,6,Brian Hoyer pass incomplete short left intended for Nate Washington,3.040,2.350
3,5:10,3,8,NWE 32,20,6,"Brian Hoyer sacked by Jabaal Sheard for -10 yards. Brian Hoyer fumbles (forced by Jabaal Sheard), recovered by Derek Newton at HOU-45",2.350,-0.390
3,4:55,4,31,HOU 45,20,6,"Shane Lechler punts 44 yards, fair catch by Danny Amendola",-0.390,0.370
3,4:46,1,10,NWE 11,20,6,Brandon Bolden middle for -1 yards (tackle by J.J. Watt),-0.370,-0.850
3,4:05,2,11,NWE 10,20,6,Tom Brady pass complete short right to Danny Amendola for 8 yards (tackle by Kareem Jackson),-0.850,-0.600
3,3:22,3,3,NWE 18,20,6,Tom Brady sacked by Jadeveon Clowney for -10 yards,-0.600,-2.490
3,2:47,4,13,NWE 8,20,6,Ryan Allen punts 51 yards (tackle by Brandon King),-2.490,-1.530
3,2:37,1,10,HOU 39,20,6,Chris Polk right guard for -1 yards (tackle by Jabaal Sheard),1.530,0.850
3,2:05,2,11,HOU 38,20,6,Brian Hoyer pass complete short right to Jonathan Grimes for 5 yards (tackle by Jerod Mayo),0.850,0.830
3,1:28,3,6,HOU 43,20,6,Brian Hoyer sacked by Rob Ninkovich for -8 yards,0.830,-1.040
3,1:08,4,14,HOU 35,20,6,"Shane Lechler punts 30 yards, fair catch by Danny Amendola",-1.040,-1.270
3,0:59,1,10,NWE 35,20,6,Brandon Bolden left guard for 12 yards (tackle by Kareem Jackson and Andre Hal),1.270,2.060
3,0:26,1,10,NWE 47,20,6,Tom Brady pass complete short left to Brandon LaFell for 3 yards (tackle by Kevin Johnson),2.060,1.920
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,,20,6,Brandon Bolden left tackle for no gain (tackle by Jadeveon Clowney),1.920,1.220
4,14:24,3,7,,20,6,Tom Brady sacked by Whitney Mercilus for -9 yards,1.220,-0.650
4,13:49,4,16,NWE 41,20,6,Ryan Allen punts 54 yards (tackle by Nate Ebner),-0.650,-0.040
4,13:37,1,10,HOU 18,20,6,"Brian Hoyer sacked by Jabaal Sheard for -7 yards. Brian Hoyer fumbles (forced by Jabaal Sheard), recovered by Malcom Brown at HOU-7 (tackle by Brandon Brooks)",0.040,-5.600
4,13:25,1,7,HOU 7,20,6,Tom Brady pass complete short right to Danny Amendola for 4 yards (tackle by Benardrick McKinney),5.600,5.530
4,12:52,2,3,HOU 3,20,6,Brandon Bolden middle for 1 yard (tackle by Brian Cushing),5.530,4.950
4,12:08,3,2,HOU 2,26,6,"James White middle for 2 yards, touchdown",4.950,7.000
4,12:08,,,HOU 2,27,6,Stephen Gostkowski kicks extra point good,0.000,0.000
4,12:08,,,NWE 35,27,6,"Stephen Gostkowski kicks off 68 yards, returned by Akeem Hunt for 19 yards (tackle by Jonathan Bostic)",0.000,0.140
4,11:57,1,10,HOU 16,27,6,Jonathan Grimes left end for 3 yards (tackle by Jerod Mayo and Jamie Collins),-0.140,-0.180
4,11:18,2,7,HOU 19,27,6,Brian Hoyer pass incomplete short right intended for DeAndre Hopkins (defended by Logan Ryan),-0.180,-0.950
4,11:11,3,7,HOU 19,27,6,Brian Hoyer pass complete deep right to DeAndre Hopkins for 40 yards,-0.950,2.850
4,10:47,1,10,NWE 41,27,6,Brian Hoyer pass incomplete deep middle intended for Ryan Griffin (defended by Patrick Chung),2.850,2.310
4,10:40,2,10,NWE 41,27,6,Jonathan Grimes middle for 7 yards (tackle by Jerod Mayo),2.310,2.540
4,10:06,3,3,NWE 34,27,6,Cecil Shorts for no gain (tackle by Patrick Chung),2.540,1.090
4,9:24,4,3,NWE 34,27,6,Brian Hoyer sacked by Akiem Hicks for -4 yards,1.090,-1.470
4,9:15,1,10,NWE 38,27,6,Brandon Bolden middle for 1 yard (tackle by Jared Crick),1.470,1.060
4,8:36,2,9,NWE 39,27,6,"Tom Brady pass complete deep left to Danny Amendola for 21 yards (tackle by Quintin Demps). Penalty on Tre' Jackson: Offensive Holding, 11 yards (no play)",1.060,-0.430
4,8:36,2,20,NWE 28,27,6,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",-0.430,-1.100
4,7:48,2,25,NWE 23,27,6,Tom Brady pass complete deep middle to Rob Gronkowski for 35 yards (tackle by Quintin Demps),-1.100,2.790
4,6:59,1,10,HOU 42,27,6,Tom Brady left end for 13 yards (tackle by Kareem Jackson),2.790,3.640
4,6:14,1,10,HOU 29,27,6,Brandon Bolden left guard for -1 yards (tackle by Brian Cushing),3.640,3.640
4,5:46,1,10,HOU 29,27,6,Timeout #1 by Houston Texans,3.640,2.970
4,5:46,2,11,HOU 30,27,6,Tom Brady sacked by Jadeveon Clowney for -10 yards,2.970,2.970
4,5:40,2,11,HOU 30,27,6,Timeout #2 by Houston Texans,2.970,0.960
4,5:40,3,21,HOU 40,27,6,Tom Brady pass complete short left to James White for 5 yards (tackle by Johnathan Joseph),0.960,0.960
4,4:53,3,21,HOU 40,27,6,Timeout #1 by New England Patriots,0.960,0.970
4,4:53,4,16,HOU 35,27,6,"Ryan Allen punts 25 yards, fair catch by Cecil Shorts",0.970,0.380
4,4:45,1,10,HOU 10,27,6,T.J. Yates pass incomplete deep left intended for DeAndre Hopkins (defended by Logan Ryan),-0.380,-0.780
4,4:39,2,10,HOU 10,27,6,T.J. Yates sacked by Akiem Hicks for -3 yards,-0.780,-1.770
4,4:00,3,13,HOU 7,27,6,T.J. Yates pass complete short left to Jonathan Grimes for 4 yards (tackle by Jamie Collins),-1.770,-2.490
4,3:23,4,9,HOU 11,27,6,"Shane Lechler punts 58 yards, fair catch by Danny Amendola",-2.490,-1.000
4,3:16,1,10,NWE 31,27,6,Brandon Bolden middle for 1 yard (tackle by Max Bullough and Benardrick McKinney),1.000,1.000
4,3:04,1,10,NWE 31,27,6,Timeout #3 by Houston Texans,1.000,0.600
4,3:04,2,9,NWE 32,27,6,Brandon Bolden left tackle for 1 yard (tackle by Christian Covington and Whitney Mercilus),0.600,0.040
4,2:19,3,8,NWE 33,27,6,Brandon Bolden left end for 11 yards (tackle by Benardrick McKinney),0.040,1.860
4,2:00,1,10,NWE 44,27,6,Tom Brady kneels for -1 yards,1.860,1.180
4,1:18,2,11,NWE 43,27,6,Tom Brady kneels for -1 yards,1.180,0.370
4,0:39,3,12,NWE 42,27,6,Tom Brady kneels for -1 yards,0.370,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
