Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
2,0:18,1,4,NWE 4,14,3,"Colin Kaepernick pass incomplete short right intended for Randy Moss. Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",6.280,4.440
2,0:14,1,14,NWE 14,14,3,Colin Kaepernick for 10 yards,4.440,0.000
2,0:08,,,,14,3,Timeout #3 by New England Patriots,0.000,5.340
2,0:08,2,4,NWE 4,14,3,Frank Gore up the middle for 2 yards (tackle by Chandler Jones),5.340,0.000
2,0:03,,,,14,3,Timeout #3 by San Francisco 49ers,0.000,4.950
2,0:03,3,2,NWE 2,17,3,David Akers 20 yard field goal good,4.950,3.000
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,17,3,"Stephen Gostkowski kicks off 71 yards, returned by LaMichael James for 36 yards (tackle by Nate Ebner)",0.000,0.940
3,14:55,1,10,SFO 30,17,3,Colin Kaepernick pass incomplete short middle intended for Michael Crabtree,0.940,0.390
3,14:51,2,10,SFO 30,17,3,Frank Gore up the middle for -5 yards (tackle by Dont'a Hightower),0.390,-0.960
3,14:11,3,15,SFO 25,17,3,Colin Kaepernick pass complete short left to Frank Gore for 26 yards (tackle by Devin McCourty),-0.960,2.320
3,13:30,1,10,NWE 49,17,3,Anthony Dixon up the middle for 5 yards (tackle by Brandon Spikes and Jerod Mayo),2.320,2.460
3,12:51,2,5,NWE 44,17,3,Colin Kaepernick pass complete short right to Michael Crabtree for 6 yards (tackle by Kyle Arrington),2.460,3.050
3,12:10,1,10,NWE 38,17,3,"Frank Gore right guard for 4 yards (tackle by Brandon Spikes). Penalty on Chandler Jones: Defensive Offside, 5 yards (no play)",3.050,3.780
3,11:46,1,5,NWE 33,17,3,Colin Kaepernick pass incomplete deep middle intended for Randy Moss is intercepted by Devin McCourty at NWE--2,3.780,-0.280
3,11:37,1,10,NWE 20,17,3,Tom Brady pass complete deep right to Brandon Lloyd for 29 yards,0.280,2.190
3,11:26,1,10,NWE 49,17,3,Tom Brady pass incomplete short middle intended for Wes Welker,2.190,1.650
3,11:23,2,10,NWE 49,17,3,Tom Brady pass complete short right to Aaron Hernandez for 11 yards (tackle by Patrick Willis),1.650,2.920
3,11:00,1,10,SFO 40,17,3,"Stevan Ridley right guard for 9 yards (tackle by Donte Whitner). Stevan Ridley fumbles (forced by Donte Whitner), recovered by Dashon Goldson at SFO-28 (tackle by Aaron Hernandez). Penalty on Logan Mankins: Low Block, 3 yards",2.920,-6.510
3,10:44,1,3,NWE 3,23,3,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Frank Gore at NWE-9 and returned for 9 yards, touchdown",6.510,7.000
3,10:44,,,NWE 2,24,3,David Akers kicks extra point good,0.000,0.000
3,10:38,,,SFO 35,24,3,"David Akers kicks off 66 yards, touchback",0.000,0.280
3,10:38,1,10,NWE 20,24,3,"Tom Brady pass incomplete deep middle intended for Aaron Hernandez. Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",0.280,1.270
3,10:34,1,10,NWE 35,24,3,Tom Brady pass incomplete short left intended for Aaron Hernandez is intercepted by Aldon Smith at NWE-33 and returned for 6 yards (tackle by Sebastian Vollmer),1.270,-3.780
3,10:26,1,10,NWE 27,30,3,"Colin Kaepernick pass complete deep middle to Michael Crabtree for 27 yards, touchdown",3.780,7.000
3,10:26,,,NWE 2,31,3,David Akers kicks extra point good,0.000,0.000
3,10:21,,,SFO 35,31,3,"David Akers kicks off 63 yards, returned by Devin McCourty for 25 yards (tackle by Anthony Dixon)",0.000,0.740
3,10:14,1,10,NWE 27,31,3,Tom Brady pass incomplete short left intended for Danny Woodhead,0.740,0.200
3,10:10,2,10,NWE 27,31,3,Tom Brady pass incomplete short left intended for Aaron Hernandez,0.200,-0.490
3,10:06,3,10,NWE 27,31,3,Tom Brady pass complete short middle to Aaron Hernandez for 17 yards (tackle by Donte Whitner and Patrick Willis),-0.490,1.860
3,9:44,1,10,NWE 44,31,3,Danny Woodhead up the middle for 5 yards (tackle by Dashon Goldson),1.860,1.990
3,9:06,2,5,NWE 49,31,3,Tom Brady pass complete short left to Wes Welker for 7 yards (tackle by Dashon Goldson),1.990,2.650
3,8:41,1,10,SFO 44,31,3,Tom Brady pass complete short middle to Aaron Hernandez for 5 yards (tackle by Donte Whitner),2.650,2.780
3,8:19,2,5,SFO 39,31,3,Tom Brady pass complete short right to Danny Woodhead for 7 yards (tackle by Navorro Bowman),2.780,3.450
3,7:50,1,10,SFO 32,31,3,Tom Brady pass complete short middle to Deion Branch for 7 yards (tackle by Tarell Brown),3.450,3.850
3,7:24,2,3,SFO 25,31,3,Danny Woodhead right guard for 3 yards (tackle by Navorro Bowman),3.850,4.110
3,7:01,1,10,SFO 22,31,3,"Tom Brady pass complete deep right to Brandon Lloyd for 22 yards. Penalty on NWE: Illegal Shift, 5 yards (no play)",4.110,3.780
3,6:55,1,15,SFO 27,31,3,Tom Brady pass incomplete short right intended for Danny Woodhead,3.780,2.890
3,6:52,2,15,SFO 27,31,3,Tom Brady pass complete short left to Aaron Hernandez for 6 yards (tackle by Carlos Rogers and Patrick Willis),2.890,3.010
3,6:26,3,9,SFO 21,31,3,Danny Woodhead right guard for 15 yards (tackle by Patrick Willis and Donte Whitner),3.010,5.830
3,6:04,1,6,SFO 6,31,9,"Danny Woodhead left guard for 6 yards, touchdown",5.830,7.000
3,6:04,,,SFO 2,31,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,5:59,,,NWE 35,31,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,5:59,1,10,SFO 20,31,10,LaMichael James left end for 17 yards (tackle by Patrick Chung),0.280,1.400
3,5:16,1,10,SFO 37,31,10,Frank Gore left tackle for -2 yards (tackle by Rob Ninkovich),1.400,0.590
3,4:36,2,12,SFO 35,31,10,Anthony Dixon right guard for 2 yards (tackle by Vince Wilfork and Rob Ninkovich),0.590,0.170
3,3:53,3,10,SFO 37,31,10,Colin Kaepernick pass incomplete deep right intended for Michael Crabtree,0.170,-0.910
3,3:47,4,10,SFO 37,31,10,"Andy Lee punts 51 yards, returned by Wes Welker for 2 yards (tackle by Tramaine Brock)",-0.910,0.280
3,3:39,1,10,NWE 14,31,10,Tom Brady pass complete deep right to Aaron Hernandez for 20 yards (tackle by Donte Whitner),-0.280,1.200
3,3:06,1,10,NWE 34,31,10,Tom Brady pass incomplete deep middle intended for Danny Woodhead (defended by Donte Whitner),1.200,0.660
3,2:57,2,10,NWE 34,31,10,Tom Brady pass complete short left to Brandon Lloyd for 13 yards (tackle by Tarell Brown),0.660,2.060
3,2:30,1,10,NWE 47,31,10,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Patrick Willis),2.060,2.730
3,2:09,2,1,SFO 44,31,10,Tom Brady pass complete deep right to Michael Hoomanawanui for 41 yards (tackle by Donte Whitner),2.730,6.510
3,1:41,1,3,SFO 3,31,10,Danny Woodhead right tackle for 2 yards (tackle by Patrick Willis),6.510,5.910
3,1:12,2,1,SFO 1,31,10,Danny Woodhead right guard for no gain (tackle by Patrick Willis and Will Tukuafu),5.910,5.170
3,0:31,3,1,SFO 1,31,10,Stevan Ridley left guard for no gain (tackle by Aldon Smith and Navorro Bowman),5.170,3.550
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,SFO 1,31,16,"Tom Brady up the middle for 1 yard, touchdown",3.550,7.000
4,15:00,,,SFO 2,31,17,Stephen Gostkowski kicks extra point good,0.000,0.000
4,14:58,,,NWE 35,31,17,"Stephen Gostkowski kicks off 66 yards, returned by LaMichael James for 19 yards (tackle by Patrick Chung)",0.000,0.040
4,14:53,1,10,SFO 18,31,17,Colin Kaepernick pass complete short left to Michael Crabtree for 4 yards (tackle by Jerod Mayo),0.040,0.140
4,14:12,2,6,SFO 22,31,17,Frank Gore left tackle for 2 yards (tackle by Brandon Deaderick and Patrick Chung),0.140,-0.400
4,13:32,3,4,SFO 24,31,17,Colin Kaepernick pass incomplete short left intended for LaMichael James,-0.400,-1.770
4,13:27,4,4,SFO 24,31,17,"Andy Lee punts 53 yards, returned by Wes Welker for 11 yards (tackle by Larry Grant)",-1.770,-1.200
4,13:17,1,10,NWE 34,31,17,Tom Brady pass incomplete short middle intended for Aaron Hernandez,1.200,0.660
4,13:13,2,10,NWE 34,31,17,Tom Brady pass complete short middle to Aaron Hernandez for 8 yards (tackle by Navorro Bowman),0.660,1.030
4,12:49,3,2,NWE 42,31,17,Tom Brady pass incomplete short middle intended for Brandon Lloyd,1.030,-0.590
4,12:44,4,2,NWE 42,31,17,Tom Brady pass complete short right to Wes Welker for 15 yards (tackle by Chris Culliver),-0.590,2.720
4,12:30,1,10,SFO 43,31,17,Tom Brady pass incomplete deep right intended for Wes Welker,2.720,0.000
4,12:23,,,,31,17,Timeout #1 by San Francisco 49ers,0.000,2.180
4,12:23,2,10,SFO 43,31,17,"Tom Brady pass incomplete deep middle intended for Brandon Lloyd. Penalty on Tarell Brown: Defensive Pass Interference, 38 yards (no play)",2.180,6.060
4,12:17,1,5,SFO 5,31,23,"Tom Brady pass complete short left to Aaron Hernandez for 5 yards, touchdown",6.060,7.000
4,12:17,,,SFO 2,31,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,12:13,,,NWE 35,31,24,"Stephen Gostkowski kicks off 58 yards, returned by Delanie Walker for 18 yards (tackle by Marquice Cole)",0.000,0.610
4,12:07,1,10,SFO 25,31,24,"Colin Kaepernick pass incomplete short right intended for Delanie Walker. Penalty on Alex Boone: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
4,12:00,1,20,SFO 15,31,24,Frank Gore left guard for 11 yards (tackle by Jerod Mayo and Patrick Chung),-0.410,0.200
4,11:23,2,9,SFO 26,31,24,Colin Kaepernick sacked by Rob Ninkovich for -13 yards,0.200,0.000
4,10:48,,,,31,24,Timeout #2 by San Francisco 49ers,0.000,-2.750
4,10:48,3,22,SFO 13,31,24,Colin Kaepernick pass complete short middle to Frank Gore for 8 yards (tackle by Justin Francis),-2.750,-1.960
4,10:07,4,14,SFO 21,31,24,"Andy Lee punts 64 yards. Penalty on Marquice Cole: Offensive Holding, 7 yards",-1.960,0.380
4,9:56,1,10,NWE 8,31,24,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.380,-0.780
4,9:53,2,10,NWE 8,31,24,Tom Brady pass complete short right to Brandon Lloyd for 10 yards (tackle by Chris Culliver),-0.780,0.040
4,9:18,1,10,NWE 18,31,24,Tom Brady pass complete deep right to Brandon Lloyd for 53 yards (tackle by Chris Culliver),0.040,3.640
4,8:35,1,10,SFO 29,31,24,Tom Brady up the middle for 5 yards (tackle by Will Tukuafu),3.640,3.780
4,8:02,2,5,SFO 24,31,24,Tom Brady pass complete short left to Deion Branch for 13 yards (tackle by Tarell Brown),3.780,4.840
4,7:26,1,10,SFO 11,31,24,"Penalty on Ricky Jean-Francois: Encroachment, 5 yards (no play)",4.840,5.990
4,7:07,1,5,SFO 6,31,24,Tom Brady up the middle for 5 yards (tackle by Dashon Goldson),5.990,6.970
4,6:45,1,1,SFO 1,31,30,"Danny Woodhead left tackle for 1 yard, touchdown",6.970,7.000
4,6:45,,,SFO 2,31,31,Stephen Gostkowski kicks extra point good,0.000,0.000
4,6:43,,,NWE 35,31,31,"Stephen Gostkowski kicks off 65 yards, returned by LaMichael James for 62 yards (tackle by Devin McCourty)",0.000,3.050
4,6:33,1,10,NWE 38,37,31,"Colin Kaepernick pass complete short left to Michael Crabtree for 38 yards, touchdown",3.050,7.000
4,6:33,,,NWE 2,38,31,David Akers kicks extra point good,0.000,0.000
4,6:25,,,SFO 35,38,31,"David Akers kicks off 66 yards, returned by Devin McCourty for 26 yards (tackle by Michael Wilhoite)",0.000,0.610
4,6:20,1,10,NWE 25,38,31,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Carlos Rogers),0.610,1.470
4,5:54,1,10,NWE 38,38,31,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Carlos Rogers),1.470,2.260
4,5:35,1,10,,38,31,Tom Brady pass incomplete deep right intended for Brandon Lloyd,2.260,1.710
4,5:29,2,10,,38,31,Tom Brady sacked by Ray McDonald for -5 yards. Penalty on Sebastian Vollmer: Illegal Use of Hands (Declined),1.710,0.370
4,5:05,3,15,NWE 45,38,31,Tom Brady sacked by Ricky Jean-Francois for -7 yards,0.370,-0.850
4,5:01,4,22,NWE 38,38,31,"Zoltan Mesko punts 42 yards, muffed catch by Ted Ginn Jr., recovered by Ted Ginn Jr. and returned for no gain",-0.850,-0.810
4,4:40,1,10,SFO 28,38,31,Frank Gore right end for 2 yards (tackle by Brandon Spikes),0.810,0.530
4,4:01,2,8,SFO 30,38,31,LaMichael James right guard for 4 yards (tackle by Justin Francis and Jerod Mayo),0.530,0.370
4,3:15,3,4,SFO 34,38,31,LaMichael James left tackle for 1 yard (tackle by Rob Ninkovich and Jerod Mayo),0.370,0.000
4,3:09,,,,38,31,Timeout #1 by New England Patriots,0.000,-1.040
4,3:09,4,3,SFO 35,38,31,"Andy Lee punts 59 yards, returned by Wes Welker for 12 yards (tackle by Bruce Miller). Penalty on James Develin: Offensive Holding, 3 yards",-1.040,0.380
4,2:56,1,10,NWE 3,38,31,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.380,-0.780
4,2:51,2,10,NWE 3,38,31,Tom Brady pass complete short right to Brandon Lloyd for 9 yards (tackle by Chris Culliver),-0.780,-0.370
4,2:30,3,1,NWE 12,38,31,Tom Brady pass incomplete short left intended for Danny Woodhead,-0.370,-2.490
4,2:24,4,1,NWE 12,38,31,Tom Brady pass incomplete short left intended for Danny Woodhead,-2.490,-4.780
4,2:20,1,10,NWE 12,38,31,LaMichael James right end for 1 yard (tackle by Dont'a Hightower),4.780,0.000
4,2:13,,,,38,31,Timeout #2 by New England Patriots,0.000,4.270
4,2:13,2,9,NWE 11,38,31,Frank Gore up the middle for 2 yards (tackle by Rob Ninkovich and Brandon Spikes),4.270,0.000
4,2:08,,,,38,31,Timeout #3 by New England Patriots,0.000,3.700
4,2:08,3,7,NWE 9,38,31,LaMichael James left end for -1 yards (tackle by Rob Ninkovich and Justin Francis),3.700,2.760
4,2:00,4,8,NWE 10,41,31,David Akers 28 yard field goal good,2.760,3.000
4,1:56,,,SFO 35,41,31,"David Akers kicks off 67 yards, touchback",0.000,0.280
4,1:56,1,10,NWE 20,41,31,Tom Brady pass complete short left to Brandon Lloyd for 12 yards,0.280,1.070
4,1:51,1,10,NWE 32,41,31,Tom Brady pass complete short right to Aaron Hernandez for 7 yards (tackle by Patrick Willis),1.070,1.470
4,1:30,2,3,NWE 39,41,31,Tom Brady pass incomplete short right intended for Aaron Hernandez,1.470,0.760
4,1:27,3,3,NWE 39,41,31,Tom Brady pass incomplete short left intended for Brandon Lloyd,0.760,-0.780
4,1:24,4,3,NWE 39,41,31,Tom Brady pass complete short right to Deion Branch for 8 yards (tackle by Chris Culliver),-0.780,2.060
4,1:08,1,10,NWE 47,41,31,Tom Brady spiked the ball,2.060,1.520
4,1:08,2,10,NWE 47,41,31,Tom Brady pass complete short right to Danny Woodhead for 6 yards,1.520,1.620
4,1:04,3,4,SFO 47,41,31,Tom Brady pass incomplete deep left intended for Brandon Lloyd,1.620,0.130
4,0:58,4,4,SFO 47,41,31,Tom Brady pass complete deep middle to Brandon Lloyd for 24 yards (tackle by Tarell Brown),0.130,4.040
