Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
1,6:13,1,10,STL 14,7,0,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,-0.280,-0.750
1,6:07,2,10,STL 14,7,0,"Penalty on Claude Terrell: False Start, 5 yards (no play)",-0.750,-1.150
1,6:07,2,15,STL 9,7,0,Ryan Fitzpatrick pass incomplete intended for Kevin Curtis,-1.150,-2.010
1,6:00,3,15,STL 9,7,0,Ryan Fitzpatrick pass complete to Torry Holt for 19 yards (tackle by Ryan Clark),-2.010,0.810
1,5:22,1,10,STL 28,7,0,Ryan Fitzpatrick pass incomplete intended for Torry Holt,0.810,0.260
1,5:14,2,10,STL 28,7,0,Steven Jackson right guard for -3 yards (tackle by Marcus Washington),0.260,-0.820
1,4:34,3,13,STL 25,7,0,Ryan Fitzpatrick pass incomplete intended for Torry Holt,-0.820,-1.700
1,4:29,4,13,STL 25,7,0,"Bryan Barker punts 50 yards, returned by Antonio Brown for 3 yards (tackle by Corey Ivy). Penalty on Anthony Hargrove: Ineligible Downfield Kic (Offsetting), Penalty on Mike Sellers: Personal Foul (Offsetting) (no play)",-1.700,-1.700
1,4:17,4,13,STL 25,7,0,"Bryan Barker punts 50 yards, returned by Antonio Brown for 8 yards (tackle by Brandon Chillar)",-1.700,-1.140
1,4:06,1,10,WAS 33,7,0,Clinton Portis right tackle for 2 yards (tackle by Chris Claiborne),1.140,0.860
1,3:34,2,8,WAS 35,7,0,Clinton Portis right tackle for -1 yards (tackle by Ryan Pickett),0.860,0.040
1,2:57,3,9,WAS 34,7,0,Mark Brunell pass complete to Chris Cooley for 17 yards (tackle by Ronald Bartell),0.040,2.320
1,2:24,1,10,STL 49,7,0,Mark Brunell pass complete to Santana Moss for 13 yards (tackle by Brandon Chillar),2.320,3.180
1,1:49,1,10,STL 36,7,0,Clinton Portis right end for 8 yards (tackle by Ronald Bartell),3.180,3.720
1,1:16,2,2,STL 28,7,0,Clinton Portis left end for 1 yard (tackle by Chris Claiborne),3.720,3.140
1,0:49,3,1,STL 27,7,0,Mark Brunell up the middle for no gain (tackle by Pisa Tinoisamoa and Chris Claiborne),3.140,1.820
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,STL 27,7,0,John Hall 45 yard field goal no good,1.820,-1.270
2,14:55,1,10,STL 35,7,0,Ryan Fitzpatrick pass complete to Steven Jackson for 4 yards (tackle by Marcus Washington),1.270,1.260
2,14:23,2,6,STL 39,7,0,Steven Jackson right guard for 4 yards (tackle by Lemar Marshall),1.260,1.090
2,13:48,3,2,STL 43,7,0,Ryan Fitzpatrick pass incomplete intended for Marshall Faulk,1.090,-0.520
2,13:42,4,2,STL 43,7,0,"Penalty on Bryan Barker: Delay of Game, 5 yards (no play)",-0.520,-0.850
2,13:42,4,7,STL 38,7,0,Bryan Barker punts 26 yards,-0.850,-1.330
2,13:35,1,10,WAS 36,7,0,Clinton Portis right tackle for 4 yards (tackle by Ryan Pickett and Mike Furrey),1.330,1.330
2,13:03,2,6,WAS 40,7,0,Mark Brunell pass complete to Clinton Portis for 1 yard (tackle by Chris Claiborne),1.330,0.760
2,12:17,3,5,WAS 41,7,0,Mark Brunell pass incomplete intended for Santana Moss,0.760,-0.650
2,12:10,4,5,WAS 41,7,0,"Derrick Frost punts 45 yards, fair catch by David Allen",-0.650,0.280
2,12:05,1,10,STL 14,7,0,Ryan Fitzpatrick up the middle for 7 yards (tackle by Marcus Washington),-0.280,0.280
2,11:28,2,3,STL 21,7,0,Ryan Fitzpatrick pass incomplete intended for Torry Holt (defended by Sean Taylor),0.280,-0.560
2,11:23,3,3,STL 21,7,0,Ryan Fitzpatrick pass complete to Torry Holt for 10 yards (tackle by Carlos Rogers),-0.560,1.000
2,10:43,1,10,STL 31,7,0,Ryan Fitzpatrick pass complete to Torry Holt for 16 yards (tackle by Shawn Springs),1.000,2.060
2,10:19,1,10,STL 47,7,0,Ryan Fitzpatrick pass complete to Torry Holt for 12 yards (tackle by Ryan Clark),2.060,2.850
2,9:54,1,10,WAS 41,7,0,Steven Jackson left end for 9 yards (tackle by Lemar Marshall),2.850,3.520
2,9:17,2,1,WAS 32,7,0,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,3.520,2.810
2,9:03,3,1,WAS 32,7,0,Steven Jackson right end for -1 yards (tackle by Carlos Rogers and Lemar Marshall),2.810,1.200
2,8:39,4,2,WAS 33,7,0,"Ryan Fitzpatrick pass incomplete intended for Isaac Bruce. Penalty on Sean Taylor: Face Mask (15 Yards), 15 yards (no play)",1.200,4.370
2,8:35,1,10,WAS 18,7,0,Steven Jackson left tackle for 5 yards (tackle by Marcus Washington and Ryan Boschetti),4.370,4.610
2,7:55,2,5,WAS 13,7,0,Ryan Fitzpatrick pass complete to Brandon Manumaleuna for 6 yards (tackle by Lemar Marshall),4.610,5.600
2,7:16,1,7,WAS 7,7,6,"Ryan Fitzpatrick up the middle for 7 yards, touchdown",5.600,7.000
2,,,,WAS 2,7,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,7,"Jeff Wilkins kicks off 63 yards, returned by Antonio Brown for 36 yards (tackle by Drew Wahlroos). Penalty on Jim Molinaro: Offensive Holding, 10 yards",0.000,-0.060
2,6:59,1,10,WAS 17,7,7,Clinton Portis left tackle for 1 yard (tackle by Damione Lewis),-0.060,-0.420
2,6:19,2,9,WAS 18,7,7,Mark Brunell pass complete to Santana Moss for 15 yards (tackle by Mike Furrey),-0.420,1.140
2,5:53,1,10,WAS 33,7,7,Clinton Portis left end for -2 yards (tackle by Chris Claiborne),1.140,0.320
2,5:26,2,12,WAS 31,7,7,Mark Brunell pass complete to Chris Cooley for 11 yards (tackle by Jerome Carter),0.320,1.090
2,4:56,3,1,WAS 42,7,7,Rock Cartwright right tackle for 52 yards (tackle by Ronald Bartell),1.090,5.830
2,4:04,,,,7,7,Timeout #1 by Washington Redskins,0.000,5.830
2,4:04,1,6,STL 6,7,7,Clinton Portis left end for 1 yard (tackle by Ryan Pickett and Damione Lewis),5.830,5.150
2,3:27,2,5,STL 5,7,7,Mark Brunell pass incomplete intended for Santana Moss,5.150,4.260
2,3:22,3,5,STL 5,7,7,"Mark Brunell pass incomplete intended for Santana Moss (defended by DeJuan Groce). Penalty on Santana Moss: Unsportsmanlike Conduct, 15 yards",4.260,2.120
2,3:16,4,20,STL 20,10,7,John Hall 38 yard field goal good,2.120,3.000
2,,,,WAS 30,10,7,John Hall kicks off 55 yards,0.000,1.600
2,3:11,1,10,STL 40,10,7,Ryan Fitzpatrick pass complete to Torry Holt for 11 yards (tackle by Shawn Springs),1.600,2.320
2,2:32,1,10,WAS 49,10,7,Ryan Fitzpatrick pass complete to Steven Jackson for 4 yards (tackle by Warrick Holdman),2.320,2.320
2,2:00,2,6,WAS 45,10,7,Ryan Fitzpatrick pass incomplete intended for Kevin Curtis (defended by Shawn Springs),2.320,1.620
2,1:51,3,6,WAS 45,10,7,Ryan Fitzpatrick sacked by Sean Taylor for -8 yards,1.620,-0.260
2,1:40,,,,10,7,Timeout #2 by Washington Redskins,0.000,-0.260
2,1:40,4,14,STL 47,10,7,"Penalty on Rock Cartwright: Neutral Zone Infraction, 5 yards (no play)",-0.260,0.070
2,1:40,4,9,WAS 48,10,7,"Bryan Barker punts 36 yards, fair catch by Antonio Brown",0.070,0.350
2,1:33,1,10,WAS 12,10,7,Clinton Portis right end for 6 yards (tackle by Ryan Pickett),-0.350,-0.070
2,0:54,2,4,WAS 18,10,7,Rock Cartwright right guard for 28 yards (tackle by Mike Furrey),-0.070,1.990
2,0:44,,,,10,7,Timeout #3 by Washington Redskins,0.000,1.990
2,0:44,1,10,WAS 46,10,7,Mark Brunell pass complete to Taylor Jacobs for -1 yards (tackle by Ronald Bartell and Tyoka Jackson),1.990,1.320
2,0:20,2,11,WAS 45,10,7,"Penalty on Jon Jansen: False Start, 5 yards (no play)",1.320,0.640
2,0:07,,,,10,7,Timeout #1 by St. Louis Rams,0.000,0.640
2,0:07,2,16,WAS 40,10,7,"Rock Cartwright left guard for 25 yards (tackle by Mike Furrey). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.640,3.250
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,7,"John Hall kicks off 61 yards, returned by David Allen for 18 yards (tackle by Shawn Springs)",0.000,0.740
3,14:55,1,10,STL 27,10,7,Steven Jackson left guard for -3 yards (tackle by Cornelius Griffin),0.740,-0.210
3,14:23,2,13,STL 24,10,7,Steven Jackson up the middle for 3 yards (tackle by LaVar Arrington),-0.210,-0.490
3,13:48,3,10,STL 27,10,7,Ryan Fitzpatrick pass complete to Isaac Bruce for 9 yards (tackle by Carlos Rogers),-0.490,-0.980
3,13:01,4,1,STL 36,10,7,"Bryan Barker punts 60 yards, returned by Antonio Brown for 6 yards (tackle by Corey Ivy)",-0.980,0.380
3,12:48,1,10,WAS 10,10,7,Clinton Portis up the middle for 12 yards (tackle by Jerome Carter),-0.380,0.410
3,12:11,1,10,WAS 22,10,7,Clinton Portis up the middle for 9 yards (tackle by Leonard Little),0.410,1.080
3,11:29,2,1,WAS 31,10,7,Clinton Portis right tackle for no gain (tackle by Damione Lewis),1.080,0.370
3,10:45,3,1,WAS 31,10,7,Clinton Portis right guard for 2 yards (tackle by Jerome Carter and Damione Lewis),0.370,1.140
3,9:50,1,10,WAS 33,10,7,Clinton Portis up the middle for 2 yards (tackle by Chris Claiborne),1.140,0.860
3,9:16,2,8,WAS 35,10,7,Mark Brunell pass complete to Robert Royal for 8 yards (tackle by Brandon Chillar and Ronald Bartell),0.860,1.800
3,8:29,1,10,WAS 43,10,7,Mark Brunell pass complete to Chris Cooley for 19 yards (tackle by Jerome Carter),1.800,3.050
3,7:57,1,10,STL 38,10,7,Mark Brunell pass complete to Robert Royal for -2 yards (tackle by Brandon Chillar),3.050,2.240
3,7:19,2,12,STL 40,10,7,Mark Brunell pass complete to Robert Royal for 5 yards (tackle by Pisa Tinoisamoa),2.240,2.210
3,6:32,3,7,STL 35,10,7,"Mark Brunell pass complete to Santana Moss for 11 yards (tackle by Corey Ivy). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",2.210,0.890
3,6:08,3,17,STL 45,10,7,Mark Brunell up the middle for 1 yard (tackle by Leonard Little),0.890,0.330
3,5:36,4,16,STL 44,10,7,"Derrick Frost punts 44 yards, touchback",0.330,-0.280
3,5:27,1,10,STL 20,10,7,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,0.280,-0.270
3,5:21,2,10,STL 20,10,7,Ryan Fitzpatrick pass complete to Isaac Bruce for 7 yards (tackle by LaVar Arrington),-0.270,-0.030
3,4:41,3,3,STL 27,10,7,Ryan Fitzpatrick pass complete to Torry Holt for 7 yards (tackle by Walt Harris),-0.030,1.200
3,4:04,1,10,STL 34,10,7,Steven Jackson left end for 6 yards (tackle by Sean Taylor),1.200,1.470
3,3:27,2,4,STL 40,10,7,"Ryan Fitzpatrick pass complete to Torry Holt for 44 yards. Penalty on Adam Timmerman: Offensive Holding, 10 yards (no play)",1.470,0.120
3,2:57,2,14,STL 30,10,7,Marshall Faulk left tackle for 3 yards (tackle by LaVar Arrington),0.120,-0.160
3,2:17,3,11,STL 33,10,7,Ryan Fitzpatrick pass incomplete intended for Kevin Curtis,-0.160,-1.180
3,2:12,4,11,STL 33,10,7,"Bryan Barker punts 42 yards, returned by Antonio Brown for 6 yards (tackle by Anthony Hargrove)",-1.180,-1.000
3,2:03,1,10,WAS 31,10,7,Mark Brunell pass complete to Robert Royal for 29 yards (tackle by Mike Furrey),1.000,2.920
3,1:25,1,10,STL 40,10,7,Clinton Portis right tackle for 1 yard (tackle by Leonard Little),2.920,2.510
3,0:43,2,9,STL 39,10,7,Clinton Portis pass incomplete intended for Taylor Jacobs,2.510,1.820
3,0:35,3,9,STL 39,10,7,Mark Brunell pass complete to Santana Moss for 30 yards (tackle by Jerome Carter),1.820,5.140
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,STL 9,10,7,Mark Brunell pass complete to Chris Cooley for 7 yards (tackle by Brandon Chillar),5.140,5.720
4,14:35,2,2,STL 2,10,7,Clinton Portis right tackle for 1 yard (tackle by Leonard Little),5.720,5.170
4,13:49,3,1,STL 1,16,7,"Clinton Portis up the middle for 1 yard, touchdown",5.170,7.000
4,,,,STL 2,17,7,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,17,7,"John Hall kicks off 67 yards, returned by David Allen for 18 yards (tackle by Sean Taylor)",0.000,0.340
4,13:39,1,10,STL 21,17,7,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,0.340,-0.200
4,13:35,2,10,STL 21,17,7,Ryan Fitzpatrick pass complete to Steven Jackson for 4 yards (tackle by LaVar Arrington),-0.200,-0.360
4,12:50,3,6,STL 25,17,7,Ryan Fitzpatrick left end for 2 yards (tackle by Chris Clemons),-0.360,-1.570
4,12:11,4,4,STL 27,17,7,"Bryan Barker punts 63 yards, returned by Antonio Brown for 23 yards (tackle by Pisa Tinoisamoa). Penalty on Chris Clemons: Offensive Holding, 6 yards, Penalty on Jimmy Farris: Illegal Block Above the (Declined)",-1.570,0.380
4,11:59,1,10,WAS 6,17,9,"Mark Brunell sacked for -5 yards. Mark Brunell fumbles, safety. Penalty on Mark Brunell: Illegal Bat (Declined)",-0.380,-2.000
4,,,,WAS 20,17,9,"Derrick Frost kicks off 55 yards, returned by David Allen for 12 yards (tackle by Shawn Springs)",0.000,1.400
4,11:49,1,10,STL 37,17,9,Ryan Fitzpatrick pass complete to Isaac Bruce for 7 yards (tackle by Lemar Marshall),1.400,1.800
4,11:16,2,3,STL 44,17,9,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Renaldo Wynn at STL-45 (tackle by Andy McCollum)",1.800,-2.590
4,11:10,1,10,STL 45,17,9,Clinton Portis left guard for 9 yards (tackle by Ronald Bartell),2.590,3.260
4,10:35,2,1,STL 36,17,9,Clinton Portis up the middle for no gain (tackle by Leonard Little),3.260,2.540
4,10:00,3,1,STL 36,17,9,Clinton Portis right tackle for 3 yards (tackle by Anthony Hargrove),2.540,3.380
4,9:17,1,10,STL 33,17,9,Clinton Portis up the middle for 7 yards (tackle by Anthony Hargrove),3.380,3.780
4,8:31,2,3,STL 26,17,9,Rock Cartwright up the middle for 5 yards (tackle by Anthony Hargrove),3.780,4.170
4,7:49,1,10,STL 21,17,9,Rock Cartwright left end for 13 yards (tackle by Mike Furrey),4.170,5.370
4,7:17,1,8,STL 8,17,9,Rock Cartwright left tackle for 3 yards (tackle by Ryan Pickett),5.370,5.150
4,6:35,2,5,STL 5,17,9,Rock Cartwright right guard for 1 yard (tackle by Pisa Tinoisamoa),5.150,4.490
4,5:54,3,4,STL 4,23,9,"Mark Brunell pass complete to Chris Cooley for 4 yards, touchdown",4.490,7.000
4,,,,STL 2,24,9,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,24,9,"John Hall kicks off 70 yards, returned by David Allen for 19 yards (tackle by Pierson Prioleau). David Allen fumbles (forced by Pierson Prioleau), recovered by Arlen Harris at STL-19",0.000,0.150
4,5:41,1,10,STL 19,24,9,Ryan Fitzpatrick pass incomplete intended for Torry Holt,0.150,-0.390
4,5:34,2,10,STL 19,24,9,Ryan Fitzpatrick pass incomplete intended for Torry Holt,-0.390,-1.070
4,5:25,,,,24,9,Timeout #1 by St. Louis Rams,0.000,-1.070
4,5:25,3,10,STL 19,24,9,Ryan Fitzpatrick pass complete to Steven Jackson for 6 yards (tackle by Sean Taylor),-1.070,-1.700
4,4:46,4,4,STL 25,24,9,Ryan Fitzpatrick pass complete to Isaac Bruce for 10 yards (tackle by Carlos Rogers),-1.700,1.270
4,4:10,1,10,STL 35,24,9,Ryan Fitzpatrick pass complete to Shaun McDonald for 15 yards (tackle by Carlos Rogers),1.270,2.260
4,4:03,1,10,STL 50,24,9,Ryan Fitzpatrick pass complete to Kevin Curtis for 1 yard (tackle by Sean Taylor),2.260,1.850
4,3:39,2,9,WAS 49,24,9,Ryan Fitzpatrick pass complete to Kevin Curtis for 5 yards (tackle by Shawn Springs),1.850,1.820
4,3:20,3,4,WAS 44,24,9,Ryan Fitzpatrick pass complete to Shaun McDonald for 12 yards (tackle by Carlos Rogers),1.820,3.450
4,2:54,1,10,WAS 32,24,9,Ryan Fitzpatrick pass incomplete intended for Torry Holt is intercepted by Carlos Rogers at WAS-8,3.450,0.380
4,2:47,1,10,WAS 8,24,9,Rock Cartwright left guard for 8 yards (tackle by Ronald Bartell),-0.380,-0.090
4,2:11,2,2,WAS 16,24,9,Rock Cartwright up the middle for 1 yard (tackle by Chris Claiborne),-0.090,-0.370
4,2:00,3,1,WAS 17,24,9,Rock Cartwright left tackle for 7 yards (tackle by Jerome Carter),-0.370,0.540
4,1:17,1,10,WAS 24,24,9,Nehemiah Broughton right guard for 3 yards (tackle by Leonard Little),0.540,0.400
4,1:17,2,7,WAS 27,24,9,Mark Brunell kneels for -1 yards (tackle by Damione Lewis),0.400,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
