Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
2,4:32,4,6,SDG 24,7,3,"Darren Bennett punts 47 yards, returned by Lamont Brightful for -9 yards (tackle by Stephen Cooper)",-1.770,-0.280
2,4:21,1,10,BAL 20,7,3,Jamal Lewis up the middle for 4 yards (tackle by Jason Fisk),0.280,0.270
2,3:46,2,6,BAL 24,7,3,Kyle Boller pass incomplete intended for Travis Taylor (defended by Quentin Jammer),0.270,-0.430
2,3:39,3,6,BAL 24,7,3,Kyle Boller pass complete to Terry Jones for 5 yards (tackle by Kwamie Lassiter),-0.430,-1.440
2,3:00,4,1,BAL 29,7,3,"Dave Zastudil punts 48 yards, returned by Eric Parker for no gain",-1.440,-0.480
2,2:51,1,10,SDG 23,7,3,Drew Brees pass complete to Justin Peelle for 7 yards (tackle by Ed Hartwell),0.480,0.880
2,2:23,2,3,SDG 30,7,3,Drew Brees pass complete to LaDainian Tomlinson for no gain,0.880,0.170
2,2:00,3,3,SDG 30,7,3,Drew Brees pass complete to Tim Dwight for 3 yards (tackle by Will Demps),0.170,1.140
2,1:43,1,10,SDG 33,7,3,Drew Brees pass complete to LaDainian Tomlinson for 9 yards (tackle by Ray Lewis),1.140,1.810
2,1:36,2,1,SDG 42,7,3,Drew Brees pass complete to Tim Dwight for 13 yards (tackle by Will Demps),1.810,2.590
2,1:30,1,10,BAL 45,7,3,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Chad Williams: Defensive Pass Interference, 2 yards (no play)",2.590,2.720
2,1:24,1,10,BAL 43,7,3,Drew Brees pass incomplete intended for David Boston,2.720,2.180
2,1:17,2,10,BAL 43,7,3,LaDainian Tomlinson left end for 13 yards (tackle by Ed Reed),2.180,3.580
2,1:10,1,10,BAL 30,7,3,Drew Brees pass incomplete intended for Eric Parker,3.580,3.030
2,1:02,2,10,BAL 30,7,3,Drew Brees pass complete to Justin Peelle for 3 yards (tackle by Tom Knight),3.030,2.740
2,0:55,,,,7,3,Timeout #2 by San Diego Chargers,0.000,2.740
2,0:55,3,7,BAL 27,7,3,"Penalty on David Boston: False Start, 5 yards (no play)",2.740,2.080
2,0:55,3,12,BAL 32,7,3,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.080,1.240
2,0:51,4,12,BAL 32,7,3,Steve Christie 50 yard field goal no good,1.240,-1.600
2,0:46,1,10,BAL 40,7,3,Kyle Boller pass incomplete intended for Todd Heap,1.600,1.050
2,0:40,2,10,BAL 40,7,3,Jamal Lewis left tackle for 18 yards (tackle by Zeke Moreno),1.050,2.790
2,0:31,,,,7,3,Timeout #1 by Baltimore Ravens,0.000,2.790
2,0:31,1,10,SDG 42,7,3,Kyle Boller pass incomplete intended for Todd Heap (defended by Marcellus Wiley),2.790,2.240
2,0:26,2,10,SDG 42,7,3,Jamal Lewis left end for 6 yards (tackle by Sammy Davis),2.240,2.340
2,0:19,3,4,SDG 36,7,3,Kyle Boller pass complete to Todd Heap for 6 yards (tackle by Donnie Edwards),2.340,3.580
2,0:13,1,10,SDG 30,7,3,Kyle Boller pass complete to Jamal Lewis for -1 yards (tackle by Zeke Moreno),3.580,2.900
2,0:05,2,11,SDG 31,10,3,Matt Stover 49 yard field goal good,2.900,3.000
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,10,3,"Steve Christie kicks off 65 yards, returned by Chester Taylor for 20 yards (tackle by Carlos Polk)",0.000,0.610
3,14:54,1,10,BAL 25,10,3,Travis Taylor left end for 5 yards (tackle by Sammy Davis),0.610,0.740
3,14:34,2,5,BAL 30,10,3,Alan Ricard up the middle for no gain (tackle by Jamal Williams),0.740,0.040
3,13:53,3,5,BAL 30,10,3,Kyle Boller pass complete to Terry Jones for 6 yards (tackle by Quentin Jammer),0.040,1.330
3,13:10,1,10,BAL 36,10,3,Kyle Boller up the middle for 2 yards (tackle by Donnie Edwards),1.330,1.060
3,12:29,2,8,BAL 38,10,3,Kyle Boller pass incomplete intended for Todd Heap is intercepted by Jerry Wilson at SDG-32 and returned for -2 yards (tackle by Ron Johnson),1.060,-0.940
3,12:21,1,10,SDG 30,10,3,LaDainian Tomlinson right tackle for 1 yard (tackle by Kelly Gregg),0.940,0.530
3,11:47,2,9,SDG 31,10,3,LaDainian Tomlinson left end for 2 yards (tackle by Gary Baxter). Penalty on Justin Peelle: Offensive Holding (Declined),0.530,0.100
3,11:23,3,7,SDG 33,10,3,Drew Brees sacked by Terrell Suggs for -13 yards,0.100,-2.030
3,10:55,4,20,SDG 20,10,3,"Darren Bennett punts 52 yards, returned by Lamont Brightful for 3 yards (tackle by Jesse Chatman)",-2.030,-1.000
3,10:44,1,10,BAL 31,10,3,Jamal Lewis up the middle for 3 yards (tackle by Zeke Moreno),1.000,0.870
3,10:08,2,7,BAL 34,10,3,Kyle Boller pass complete to Todd Heap for 3 yards (tackle by Kwamie Lassiter),0.870,0.560
3,9:27,3,4,BAL 37,10,3,Chester Taylor left end for 7 yards (tackle by Ben Leber),0.560,1.860
3,8:46,1,10,BAL 44,10,3,Kyle Boller pass incomplete intended for Frank Sanders,1.860,1.320
3,8:38,2,10,BAL 44,10,3,Jamal Lewis left end for 2 yards (tackle by Jason Fisk and Donnie Edwards),1.320,0.890
3,7:59,3,8,BAL 46,10,3,Kyle Boller pass incomplete intended for Todd Heap,0.890,-0.320
3,7:53,4,8,BAL 46,10,3,"Dave Zastudil punts 38 yards, returned by Eric Parker for 5 yards (tackle by Adalius Thomas)",-0.320,-0.340
3,7:43,1,10,SDG 21,10,3,Drew Brees pass complete to Justin Peelle for 6 yards (tackle by Ed Reed),0.340,0.610
3,7:06,2,4,SDG 27,10,3,Drew Brees pass complete to David Boston for -2 yards (tackle by Cornell Brown),0.610,-0.360
3,6:15,3,6,SDG 25,10,3,Drew Brees pass incomplete intended for Eric Parker (defended by Adalius Thomas),-0.360,-1.700
3,6:11,4,6,SDG 25,10,3,Darren Bennett punts 47 yards,-1.700,-0.810
3,6:02,1,10,BAL 28,10,3,Jamal Lewis right tackle for 12 yards (tackle by Zeke Moreno),0.810,1.600
3,5:20,1,10,BAL 40,10,3,Kyle Boller pass complete to Todd Heap for 9 yards,1.600,2.270
3,4:55,,,,10,3,Timeout #1 by Baltimore Ravens,0.000,2.270
3,4:55,2,1,BAL 49,10,3,Jamal Lewis up the middle for 13 yards (tackle by Donnie Edwards and Jerry Wilson),2.270,3.050
3,4:16,1,10,SDG 38,10,3,Chester Taylor right tackle for -1 yards (tackle by Donnie Edwards),3.050,2.370
3,3:36,2,11,SDG 39,10,3,Kyle Boller pass complete to Frank Sanders for 14 yards (tackle by Quentin Jammer),2.370,3.910
3,3:07,1,10,SDG 25,16,3,"Kyle Boller pass complete to Todd Heap for 25 yards, touchdown",3.910,7.000
3,,,,SDG 2,17,3,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,17,3,"Wade Richey kicks off 63 yards, returned by Drayton Florence for 11 yards",0.000,0.040
3,2:54,1,10,SDG 18,17,3,LaDainian Tomlinson right guard for 2 yards (tackle by Kelly Gregg),0.040,-0.130
3,2:17,2,8,SDG 20,17,3,LaDainian Tomlinson right tackle for 1 yard (tackle by Kelly Gregg). Penalty on Jason Ball: Offensive Holding (Declined),-0.130,-0.790
3,1:54,3,7,SDG 21,17,3,Drew Brees pass incomplete intended for LaDainian Tomlinson is intercepted by Terrell Suggs at SDG-25 and returned for 11 yards (tackle by Drew Brees),-0.790,-4.650
3,1:43,1,10,SDG 14,17,3,Jamal Lewis left end for 7 yards (tackle by Jerry Wilson),4.650,5.280
3,1:24,2,3,SDG 7,23,3,"Jamal Lewis up the middle for 7 yards, touchdown",5.280,7.000
3,,,,SDG 2,24,3,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,24,3,"Wade Richey kicks off 55 yards, returned by Drayton Florence for no gain",0.000,0.480
3,1:07,1,10,SDG 23,24,3,Drew Brees pass complete to LaDainian Tomlinson for 14 yards (tackle by Ray Lewis),0.480,1.400
3,0:47,1,10,SDG 37,24,3,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Corey Fuller),1.400,1.940
3,0:08,2,2,SDG 45,24,3,Jesse Chatman right tackle for 1 yard (tackle by Cornell Brown and Ed Hartwell),1.940,1.360
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SDG 46,24,3,Lorenzo Neal up the middle for 2 yards (tackle by Kelly Gregg),1.360,2.130
4,14:25,1,10,SDG 48,24,3,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Marques Douglas),2.130,1.990
4,13:38,2,7,BAL 49,24,3,Drew Brees pass complete to Lorenzo Neal for 4 yards (tackle by Gary Baxter),1.990,1.820
4,13:07,3,3,BAL 45,24,3,Drew Brees pass complete to Kassim Osgood for 18 yards (tackle by Tom Knight),1.820,3.780
4,12:24,1,10,BAL 27,24,3,Drew Brees pass incomplete intended for David Boston (defended by Gary Baxter),3.780,3.230
4,12:17,2,10,BAL 27,24,3,Drew Brees pass complete to LaDainian Tomlinson for 1 yard (tackle by Corey Fuller),3.230,2.680
4,11:43,3,9,BAL 26,24,3,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Chad Williams),2.680,2.400
4,11:15,4,1,BAL 18,24,3,Lorenzo Neal up the middle for 2 yards (tackle by Ray Lewis),2.400,4.510
4,10:31,1,10,BAL 16,24,3,Drew Brees pass complete to Lorenzo Neal for 9 yards (tackle by Ray Lewis),4.510,5.540
4,9:44,2,1,BAL 7,24,3,Drew Brees pass incomplete intended for Justin Peelle,5.540,4.850
4,9:40,3,1,BAL 7,24,3,LaDainian Tomlinson left end for 5 yards (tackle by Gary Baxter),4.850,6.740
4,9:11,1,2,BAL 2,24,9,"LaDainian Tomlinson right tackle for 2 yards, touchdown",6.740,7.000
4,,,,BAL 2,24,10,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,24,10,"Steve Christie kicks off 54 yards, returned by Lamont Brightful for 27 yards (tackle by Kevin House)",0.000,1.800
4,8:57,1,10,BAL 43,24,10,Jamal Lewis right end for 5 yards (tackle by Jerry Wilson),1.800,1.930
4,8:19,2,5,BAL 48,24,10,"Penalty on Casey Rabach: False Start, 5 yards (no play)",1.930,1.250
4,8:01,2,10,BAL 43,24,10,Jamal Lewis up the middle for 2 yards (tackle by Jamal Williams),1.250,0.830
4,7:23,3,8,BAL 45,24,10,Kyle Boller sacked by Ben Leber for -1 yards,0.830,-0.460
4,7:08,,,,24,10,Timeout #1 by San Diego Chargers,0.000,-0.460
4,7:08,4,9,BAL 44,24,10,"Dave Zastudil punts 39 yards, returned by Eric Parker for 1 yard (tackle by Bart Scott). Penalty on Terrence Kiel: Offensive Holding, 9 yards",-0.460,0.380
4,6:59,1,10,SDG 9,24,10,Drew Brees pass complete to Eric Parker for 13 yards (tackle by Will Demps),-0.380,0.410
4,6:24,1,10,SDG 22,24,10,Drew Brees pass complete to David Boston for 20 yards (tackle by Ed Hartwell),0.410,1.730
4,5:49,1,10,SDG 42,24,10,Drew Brees pass complete to Eric Parker for 11 yards (tackle by Gary Baxter),1.730,2.460
4,5:22,1,10,BAL 47,24,10,Drew Brees pass incomplete intended for Kassim Osgood,2.460,1.910
4,5:17,2,10,BAL 47,24,10,LaDainian Tomlinson up the middle for 17 yards (tackle by Ed Reed),1.910,3.580
4,4:38,1,10,BAL 30,24,10,Drew Brees pass complete to LaDainian Tomlinson for 13 yards (tackle by Will Demps),3.580,4.440
4,4:26,1,10,BAL 17,24,10,Drew Brees pass incomplete,4.440,3.850
4,4:17,2,10,BAL 17,24,10,Drew Brees pass incomplete intended for Grant Mattos is intercepted by Ed Reed at BAL-4 and returned for 27 yards,3.850,-1.000
4,4:05,1,10,BAL 31,24,10,Jamal Lewis right tackle for 3 yards (tackle by Jason Fisk),1.000,0.870
4,3:25,2,7,BAL 34,24,10,Jamal Lewis left end for 9 yards (tackle by Donnie Edwards),0.870,1.800
4,2:43,1,10,BAL 43,24,10,Alan Ricard up the middle for 3 yards (tackle by Raylee Johnson),1.800,1.660
4,2:37,,,,24,10,Timeout #2 by San Diego Chargers,0.000,1.660
4,2:37,2,7,BAL 46,24,10,Jamal Lewis up the middle for 5 yards (tackle by Donnie Edwards),1.660,1.620
4,2:29,,,,24,10,Timeout #3 by San Diego Chargers,0.000,1.620
4,2:29,3,2,SDG 49,24,10,"Jamal Lewis right end for no gain (tackle by Donnie Edwards). Penalty on Bennie Anderson: Offensive Holding, 10 yards (no play)",1.620,0.300
4,2:22,3,12,BAL 41,24,10,Jamal Lewis up the middle for 1 yard (tackle by Raylee Johnson),0.300,-0.590
4,2:00,4,11,BAL 42,24,10,"Penalty on Drayton Florence: Neutral Zone Infraction, 5 yards (no play)",-0.590,-0.260
4,2:00,4,6,BAL 47,24,10,"Dave Zastudil punts 42 yards, returned by Eric Parker for 22 yards (tackle by Terry Jones)",-0.260,-1.140
4,1:48,1,10,SDG 33,24,10,Drew Brees pass complete to David Boston for 11 yards (tackle by Corey Fuller),1.140,1.860
4,1:42,1,10,SDG 44,24,10,Drew Brees pass complete to Justin Peelle for 8 yards,1.860,2.400
4,1:34,2,2,BAL 48,24,10,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Will Demps),2.400,2.920
4,1:08,1,10,BAL 40,24,10,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.920,2.370
4,1:04,2,10,BAL 40,24,10,Drew Brees pass incomplete intended for David Boston is intercepted by Gary Baxter at BAL-0,2.370,-0.280
4,0:53,1,10,BAL 20,24,10,Kyle Boller kneels for -1 yards,0.280,-0.460
4,0:23,2,11,BAL 19,24,10,Kyle Boller kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
