Quarter,Time,Down,ToGo,Location,NOR,NYJ,Detail,EPB,EPA
2,8:40,2,3,NYJ 13,7,6,Mark Ingram left end for 3 yards (tackle by Demario Davis and Quinton Coples),4.830,4.910
2,8:02,1,10,NYJ 10,7,6,Drew Brees pass incomplete short right intended for Lance Moore,4.910,4.190
2,7:56,2,10,NYJ 10,13,6,"Drew Brees pass complete short left to Jimmy Graham for 10 yards, touchdown",4.190,7.000
2,7:56,,,NYJ 2,14,6,Garrett Hartley kicks extra point good,0.000,0.000
2,7:56,,,NOR 35,14,6,"Thomas Morstead kicks off 68 yards, returned by Josh Cribbs for 42 yards (tackle by Rafael Bush)",0.000,-1.530
2,7:44,1,10,NYJ 39,14,6,Geno Smith pass complete short right to Tommy Bohanon for 11 yards (tackle by Keenan Lewis),1.530,2.260
2,7:13,1,10,,14,6,"Bilal Powell left tackle for 1 yard (tackle by David Hawthorne). Penalty on Junior Galette: Defensive Offside, 5 yards (no play)",2.260,2.990
2,6:44,1,5,NOR 45,14,6,Chris Ivory up the middle for 2 yards (tackle by Parys Haralson),2.990,2.660
2,6:09,2,3,NOR 43,14,6,Geno Smith pass complete short middle to David Nelson for 19 yards (tackle by Keenan Lewis and Rafael Bush),2.660,3.970
2,5:23,1,10,NOR 24,14,6,Chris Ivory right tackle for 4 yards (tackle by Curtis Lofton),3.970,3.970
2,4:43,2,6,NOR 20,14,6,Josh Cribbs left end for 9 yards (tackle by Keenan Lewis),3.970,4.840
2,4:12,1,10,NOR 11,14,6,Chris Ivory left tackle for 4 yards (tackle by Junior Galette and Rafael Bush),4.840,4.890
2,3:29,2,6,NOR 7,14,6,Geno Smith right end for 4 yards (tackle by Curtis Lofton),4.890,4.890
2,2:43,3,2,NOR 3,14,12,"Chris Ivory right tackle for 3 yards, touchdown",4.890,7.000
2,2:43,,,NOR 2,14,13,Nick Folk kicks extra point good,0.000,0.000
2,2:43,,,NYJ 35,14,13,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
2,2:39,1,10,NOR 20,14,13,Drew Brees pass complete short middle to Pierre Thomas for 12 yards (tackle by Dawan Landry and David Harris),0.280,1.070
2,2:18,1,10,NOR 32,14,13,Drew Brees pass incomplete short left intended for Nick Toon is intercepted by Antonio Cromartie at NOR-39,1.070,-2.980
2,2:12,1,10,NOR 39,14,13,Chris Ivory left tackle for -1 yards (tackle by Akiem Hicks and Curtis Lofton),2.980,2.300
2,2:00,2,11,NOR 40,14,13,Geno Smith pass complete short left to Greg Salas for 13 yards (tackle by Cameron Jordan),2.300,3.780
2,1:24,1,10,NOR 27,14,13,Josh Cribbs left tackle for 3 yards (tackle by Curtis Lofton),3.780,3.640
2,0:50,2,7,NOR 24,14,13,Geno Smith pass complete short right to Zach Sudfeld for 21 yards (tackle by Kenny Vaccaro),3.640,3.640
2,0:42,2,7,NOR 24,14,13,Timeout #1 by New York Jets,3.640,6.510
2,0:42,1,3,NOR 3,14,19,"Geno Smith right end for 3 yards, touchdown",6.510,7.000
2,0:42,,,NOR 2,14,20,Nick Folk kicks extra point good,0.000,0.000
2,0:42,,,NYJ 35,14,20,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
2,0:37,1,10,NOR 20,14,20,Drew Brees kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,20,"Thomas Morstead kicks off 63 yards, returned by Josh Cribbs for 19 yards (tackle by Travaris Cadet)",0.000,-0.340
3,14:55,1,10,NYJ 21,14,20,Chris Ivory right tackle for -2 yards (tackle by Akiem Hicks),0.340,-0.530
3,14:21,2,12,NYJ 19,14,20,Bilal Powell left guard for 2 yards (tackle by Curtis Lofton),-0.530,-0.890
3,13:39,3,10,NYJ 21,14,20,Geno Smith pass complete short left to Greg Salas for 44 yards (tackle by Isa Abdul-Quddus),-0.890,3.250
3,13:39,1,10,NOR 35,14,20,Geno Smith pass incomplete short middle intended for Bilal Powell,3.250,2.700
3,12:51,2,10,NOR 35,14,20,Geno Smith pass incomplete deep left intended for David Nelson (defended by Jabari Greer),2.700,2.010
3,12:45,3,10,NOR 35,14,20,Geno Smith up the middle for 6 yards (tackle by David Hawthorne),2.010,1.560
3,12:02,4,4,NOR 29,14,23,Nick Folk 47 yard field goal good,1.560,3.000
3,12:02,,,NYJ 35,14,23,"Nick Folk kicks off 64 yards, returned by Travaris Cadet for 18 yards (tackle by Nick Bellore)",0.000,-0.150
3,11:52,1,10,NOR 19,14,23,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Dee Milliner),0.150,0.340
3,11:11,2,5,NOR 24,14,23,Pierre Thomas right guard for 7 yards (tackle by Dee Milliner and Demario Davis),0.340,1.000
3,10:35,1,10,NOR 31,14,23,Drew Brees pass incomplete deep left intended for Jimmy Graham,1.000,0.460
3,10:30,2,10,NOR 31,14,23,Drew Brees pass complete short middle to Jimmy Graham for 10 yards (tackle by Calvin Pace),0.460,1.660
3,9:52,1,10,NOR 41,14,23,Drew Brees pass incomplete deep left intended for Nick Toon,1.660,1.120
3,9:46,2,10,NOR 41,14,23,Drew Brees pass complete short right to Robert Meachem for 5 yards (tackle by Dee Milliner),1.120,1.090
3,9:01,3,5,NOR 46,14,23,Drew Brees pass incomplete deep right intended for Jimmy Graham (defended by Antonio Allen),1.090,-0.320
3,8:55,4,5,NOR 46,14,23,"Thomas Morstead punts 35 yards, out of bounds",-0.320,-0.150
3,8:47,1,10,NYJ 19,14,23,Geno Smith left end for 4 yards (tackle by Curtis Lofton and Kenny Vaccaro),0.150,0.210
3,8:04,2,6,NYJ 23,14,23,Chris Ivory right tackle for 2 yards (tackle by David Hawthorne),0.210,-0.290
3,7:22,3,4,NYJ 25,14,23,Geno Smith sacked by Junior Galette for 0 yards,-0.290,-1.700
3,6:53,4,4,NYJ 25,14,23,"Ryan Quigley punts 46 yards, out of bounds",-1.700,-0.870
3,6:46,1,10,NOR 29,14,23,Mark Ingram right tackle for 1 yard (tackle by David Harris),0.870,0.460
3,6:10,2,9,NOR 30,14,23,"Drew Brees pass incomplete deep right intended for Robert Meachem is intercepted by Antonio Cromartie at NYJ-27. Penalty on Antonio Allen: Defensive Holding, 5 yards (no play)",0.460,1.270
3,5:54,1,10,NOR 35,14,23,Mark Ingram left end for 13 yards (tackle by Antonio Allen),1.270,2.130
3,5:22,1,10,NOR 48,14,23,Drew Brees pass complete short right to Jimmy Graham for 4 yards (tackle by David Harris),2.130,2.120
3,4:46,2,6,NYJ 48,14,23,Drew Brees pass incomplete deep left intended for Kenny Stills (defended by Quinton Coples),2.120,2.120
3,4:46,2,6,NYJ 48,14,23,Timeout #1 by New Orleans Saints,2.120,1.420
3,4:39,3,6,NYJ 48,14,23,Drew Brees pass complete short right to Pierre Thomas for 26 yards (tackle by Dawan Landry),1.420,4.110
3,4:01,1,10,NYJ 22,14,23,"Drew Brees pass incomplete short middle intended for Mark Ingram. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",4.110,3.450
3,3:56,1,20,NYJ 32,14,23,Drew Brees sacked by Muhammad Wilkerson for -9 yards,3.450,1.000
3,3:16,2,29,NYJ 41,14,23,"Drew Brees sacked by Calvin Pace for -7 yards. Drew Brees fumbles (forced by Calvin Pace), recovered by Jimmy Graham at NYJ-48",1.000,-0.820
3,2:31,3,38,,14,23,Drew Brees pass complete short middle to Jimmy Graham for 13 yards (tackle by Jaiquawn Jarrett),-0.820,0.790
3,1:50,4,25,NYJ 37,17,23,Garrett Hartley 55 yard field goal good,0.790,3.000
3,1:50,,,NOR 35,17,23,"Thomas Morstead kicks off 61 yards, returned by Josh Cribbs for 15 yards (tackle by Ramon Humber)",0.000,-0.150
3,1:40,1,10,NYJ 19,17,23,Geno Smith pass complete short right to Josh Cribbs for 1 yard (tackle by Corey White),0.150,-0.200
3,1:00,2,9,NYJ 20,17,23,Bilal Powell up the middle for 7 yards (tackle by Corey White),-0.200,-0.030
3,0:17,3,2,NYJ 27,17,23,Chris Ivory left end for 30 yards (tackle by Rafael Bush),-0.030,2.720
Quarter,Time,Down,ToGo,Location,NOR,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 43,17,23,Chris Ivory left end for 11 yards (tackle by Kenny Vaccaro),2.720,3.450
4,14:21,1,10,NOR 32,17,23,Chris Ivory right guard for 1 yard (tackle by Parys Haralson),3.450,3.040
4,13:41,2,9,NOR 31,17,23,"Bilal Powell right end for 20 yards (tackle by Kenny Vaccaro and Keenan Lewis). Penalty on Brian Winters: Offensive Holding, 10 yards (no play)",3.040,1.690
4,13:14,2,19,NOR 41,17,23,Bilal Powell left tackle for 9 yards (tackle by Kenny Vaccaro),1.690,2.210
4,12:39,3,10,NOR 32,17,23,Chris Ivory up the middle for 4 yards (tackle by Ramon Humber and David Hawthorne),2.210,1.610
4,12:01,4,6,NOR 28,17,26,Nick Folk 45 yard field goal good,1.610,3.000
4,12:01,,,NYJ 35,17,26,"Nick Folk kicks off 64 yards, returned by Travaris Cadet for 21 yards (tackle by Darrin Walls)",0.000,-0.410
4,11:50,1,10,NOR 22,17,26,Drew Brees pass complete short right to Pierre Thomas for 5 yards (tackle by Damon Harrison and David Harris),0.410,0.540
4,11:16,2,5,NOR 27,17,26,Pierre Thomas right tackle for 9 yards (tackle by Antonio Cromartie),0.540,1.330
4,10:43,1,10,NOR 36,17,26,Pierre Thomas up the middle for 5 yards (tackle by Damon Harrison and David Harris),1.330,1.470
4,10:10,2,5,NOR 41,17,26,Pierre Thomas right tackle for -1 yards (tackle by Damon Harrison and David Harris),1.470,0.630
4,9:29,3,6,NOR 40,17,26,"Drew Brees pass incomplete short left intended for Jimmy Graham. Penalty on Josh Bush: Roughing the Passer, 15 yards (no play)",0.630,2.590
4,9:23,1,10,NYJ 45,17,26,"Drew Brees pass incomplete short middle intended for Jimmy Graham. Penalty on Ben Grubbs: Illegal Use of Hands, 10 yards (no play)",2.590,1.930
4,9:16,1,20,NOR 45,17,26,Drew Brees pass complete short left to Pierre Thomas for 9 yards (tackle by Calvin Pace and Demario Davis),1.930,1.910
4,8:36,2,11,NYJ 46,17,26,Drew Brees pass complete short right to Lance Moore for 10 yards (tackle by Kyle Wilson),1.910,1.910
4,7:58,2,11,NYJ 46,17,26,Timeout #1 by New York Jets,1.910,2.540
4,7:58,3,1,NYJ 36,17,26,Drew Brees pass incomplete short right intended for Jed Collins,2.540,0.890
4,7:54,4,1,NYJ 36,17,26,Josh Hill left end for -8 yards (tackle by Quinton Coples),0.890,-1.860
4,7:49,1,10,NYJ 44,17,26,Chris Ivory right tackle for -1 yards (tackle by Brodrick Bunkley and Parys Haralson),1.860,1.180
4,7:07,2,11,NYJ 43,17,26,Bilal Powell right tackle for no gain (tackle by David Hawthorne and Curtis Lofton),1.180,0.500
4,6:24,3,11,NYJ 43,17,26,Geno Smith pass incomplete short right intended for Bilal Powell,0.500,-0.520
4,6:20,4,11,NYJ 43,17,26,"Ryan Quigley punts 42 yards, fair catch by Lance Moore",-0.520,0.220
4,6:12,1,10,NOR 15,17,26,Drew Brees pass complete deep middle to Kenny Stills for 19 yards (tackle by Dee Milliner),-0.220,1.200
4,5:40,1,10,NOR 34,17,26,Drew Brees pass complete short left to Kenny Stills for 12 yards (tackle by Dawan Landry),1.200,1.990
4,5:12,1,10,NOR 46,17,26,Drew Brees pass incomplete short left intended for Josh Hill (defended by Dawan Landry),1.990,1.450
4,5:12,2,10,NOR 46,17,26,"Penalty on Charles Brown: False Start, 5 yards (no play)",1.450,0.780
4,5:07,2,15,NOR 41,17,26,Drew Brees pass complete short right to Lance Moore for 13 yards (tackle by Kyle Wilson),0.780,1.820
4,4:40,3,2,NYJ 46,17,26,Drew Brees pass incomplete short right intended for Jimmy Graham,1.820,0.200
4,4:36,4,2,NYJ 46,17,26,Drew Brees pass complete short right to Pierre Thomas for 4 yards (tackle by Dawan Landry),0.200,2.790
4,4:14,1,10,NYJ 42,17,26,Drew Brees pass complete short middle to Jimmy Graham for 14 yards (tackle by David Harris),2.790,3.710
4,3:49,1,10,NYJ 28,17,26,Drew Brees pass complete short left to Jimmy Graham for 3 yards (tackle by Jaiquawn Jarrett),3.710,3.570
4,3:23,2,7,NYJ 25,17,26,Drew Brees pass incomplete short left intended for Nick Toon,3.570,2.870
4,3:15,3,7,NYJ 25,17,26,Drew Brees pass incomplete short left intended for Robert Meachem,2.870,1.800
4,3:11,4,7,NYJ 25,20,26,Garrett Hartley 43 yard field goal good,1.800,3.000
4,3:11,,,NOR 35,20,26,"Thomas Morstead kicks off 67 yards, returned by Josh Cribbs for 31 yards (tackle by Kevin Reddick)",0.000,-0.870
4,3:01,1,10,NYJ 29,20,26,Chris Ivory left guard for 1 yard (tackle by Brodrick Bunkley and Akiem Hicks),0.870,0.870
4,2:55,1,10,NYJ 29,20,26,Timeout #2 by New Orleans Saints,0.870,0.460
4,2:55,2,9,NYJ 30,20,26,Bilal Powell left end for no gain (tackle by Akiem Hicks and David Hawthorne),0.460,-0.230
4,2:11,3,9,NYJ 30,20,26,Geno Smith pass incomplete short left intended for Stephen Hill,-0.230,-1.370
4,2:06,4,9,NYJ 30,20,26,"Ryan Quigley punts 51 yards, fair catch by Lance Moore",-1.370,-0.150
4,1:58,1,10,NOR 19,20,26,Drew Brees pass incomplete short right intended for Lance Moore,0.150,-0.390
4,1:53,2,10,NOR 19,20,26,"Drew Brees pass complete deep right to Nick Toon for 16 yards (tackle by Antonio Cromartie and Jaiquawn Jarrett). Penalty on Brian De La Puente: Offensive Holding, 9 yards (no play)",-0.390,-1.440
4,1:40,2,19,NOR 10,20,26,Drew Brees pass incomplete short left intended for Lance Moore,-1.440,-2.470
4,1:36,3,19,NOR 10,20,26,Drew Brees pass incomplete deep left intended for Kenny Stills,-2.470,-2.490
4,1:27,4,19,NOR 10,20,26,Drew Brees pass incomplete short left intended for Pierre Thomas,-2.490,-5.140
4,1:21,1,9,NOR 9,20,26,Bilal Powell left end for -1 yards (tackle by Rafael Bush and Curtis Lofton),5.140,5.140
4,1:11,1,9,NOR 9,20,26,Timeout #3 by New Orleans Saints,5.140,4.190
4,1:11,2,10,NOR 10,20,26,Bilal Powell right end for no gain (tackle by Parys Haralson),4.190,4.190
4,0:27,2,10,NOR 10,20,26,Timeout #2 by New York Jets,4.190,3.130
4,0:27,3,10,NOR 10,20,26,Geno Smith kneels for -1 yards,3.130,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
