Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
1,0:50,2,7,NYG 30,0,0,Matt Ryan pass complete short middle to Michael Turner for 5 yards (tackle by Chase Blackburn),3.240,3.200
1,0:09,3,2,NYG 25,0,0,Jason Snelling right guard for 1 yard (tackle by Jason Pierre-Paul and Chase Blackburn),3.200,2.020
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NYG 24,0,0,Matt Ryan up the middle for no gain (tackle by Michael Boley and Linval Joseph),2.020,-0.540
2,14:54,1,10,NYG 24,0,0,"Eli Manning pass complete short middle to Ahmad Bradshaw for 13 yards (tackle by Sean Weatherspoon and John Abraham). Penalty on Chris Snee: Offensive Holding, 10 yards (no play)",0.540,-0.500
2,14:32,1,20,NYG 14,0,0,Eli Manning pass complete short middle to Ahmad Bradshaw for -1 yards (tackle by John Abraham),-0.500,-1.570
2,13:50,2,21,NYG 13,2,0,"Eli Manning pass incomplete, safety. Penalty on Eli Manning: Intentional Grounding, 13 yards",-1.570,-2.000
2,13:44,,,NYG 20,2,0,"Steve Weatherford kicks off 63 yards, returned by Eric Weems for 21 yards (tackle by Tyler Sash)",0.000,1.470
2,13:38,1,10,ATL 38,2,0,Matt Ryan pass complete short middle to Jason Snelling for 6 yards (tackle by Chase Blackburn and Antrel Rolle),1.470,1.730
2,13:02,2,4,ATL 44,2,0,Michael Turner left guard for 5 yards (tackle by Aaron Ross),1.730,2.190
2,12:21,1,10,ATL 49,2,0,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Antrel Rolle),2.190,2.050
2,11:54,2,7,NYG 48,2,0,Michael Turner right guard for 1 yard (tackle by Jason Pierre-Paul and Linval Joseph),2.050,1.490
2,11:13,3,6,NYG 47,2,0,Matt Ryan pass complete short middle to Jacquizz Rodgers for 5 yards (tackle by Jacquian Williams and Antrel Rolle),1.490,0.460
2,10:31,4,1,NYG 42,2,0,"Matt Bosher punts 27 yards, fair catch by Will Blackmon",0.460,0.220
2,10:19,1,10,NYG 15,2,0,Brandon Jacobs right tackle for 2 yards (tackle by John Abraham and Sean Weatherspoon),-0.220,-0.440
2,9:46,2,8,NYG 17,2,0,Eli Manning pass complete short left to Victor Cruz for 6 yards (tackle by James Sanders),-0.440,-0.390
2,9:04,3,2,NYG 23,2,0,Eli Manning for 14 yards (tackle by Sean Weatherspoon),-0.390,1.400
2,8:32,1,10,NYG 37,2,0,Brandon Jacobs left tackle for 8 yards (tackle by Thomas DeCoud and Spencer Adkins),1.400,1.940
2,7:55,2,2,NYG 45,2,0,Brandon Jacobs left guard for no gain (tackle by Spencer Adkins and James Sanders),1.940,1.220
2,7:16,3,2,NYG 45,2,0,Eli Manning pass complete short right to Ahmad Bradshaw for 7 yards (tackle by Dominique Franks),1.220,2.390
2,6:40,1,10,ATL 48,2,0,Eli Manning pass complete short middle to Ahmad Bradshaw for -1 yards (tackle by Ray Edwards and Sean Weatherspoon),2.390,1.710
2,5:58,2,11,ATL 49,2,0,Brandon Jacobs right end for 34 yards (tackle by James Sanders and Dunta Robinson),1.710,4.580
2,5:14,1,10,ATL 15,2,0,Ahmad Bradshaw up the middle for 9 yards (tackle by Kroy Biermann),4.580,5.600
2,4:37,2,1,ATL 6,2,0,Ahmad Bradshaw up the middle for no gain (tackle by Curtis Lofton and Jonathan Babineaux),5.600,4.900
2,3:59,3,1,ATL 6,2,0,Brandon Jacobs up the middle for no gain (tackle by Curtis Lofton and Sean Weatherspoon),4.900,3.020
2,3:33,4,1,ATL 6,2,0,Brandon Jacobs right tackle for 2 yards (tackle by Curtis Lofton),3.020,6.280
2,2:55,1,4,ATL 4,2,6,"Eli Manning pass complete short middle to Hakeem Nicks for 4 yards, touchdown",6.280,7.000
2,2:55,,,ATL 2,2,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,2:47,,,NYG 35,2,7,"Lawrence Tynes kicks off 71 yards, touchback",0.000,0.280
2,2:47,1,10,ATL 20,2,7,"Penalty on Tyson Clabo: False Start, 5 yards (no play)",0.280,-0.310
2,2:47,1,15,ATL 15,2,7,Matt Ryan sacked by Rocky Bernard for -8 yards,-0.310,-1.730
2,2:13,2,23,ATL 7,2,7,Michael Turner up the middle for 2 yards (tackle by Justin Tuck and Jason Pierre-Paul),-1.730,-2.710
2,2:05,,,,2,7,Timeout #1 by New York Giants,0.000,-2.710
2,2:05,3,21,ATL 9,2,7,Matt Ryan pass complete short middle to Julio Jones for 18 yards (tackle by Kenny Phillips),-2.710,-1.570
2,1:58,4,3,ATL 27,2,7,Matt Bosher punts 36 yards,-1.570,-1.400
2,1:47,1,10,NYG 37,2,7,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Christopher Owens),1.400,0.860
2,1:41,2,10,NYG 37,2,7,Eli Manning pass complete short left to Hakeem Nicks for 9 yards (tackle by Dunta Robinson),0.860,1.360
2,1:23,3,1,NYG 46,2,7,Eli Manning pass incomplete deep left intended for Hakeem Nicks (defended by Dunta Robinson),1.360,-0.320
2,1:13,4,1,NYG 46,2,7,"Steve Weatherford punts 54 yards, touchback",-0.320,-0.280
2,1:08,1,10,ATL 20,2,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by Corey Webster),0.280,-0.270
2,1:03,2,10,ATL 20,2,7,Matt Ryan pass complete short middle to Tony Gonzalez for 10 yards (tackle by Antrel Rolle),-0.270,0.940
2,0:45,1,10,ATL 30,2,7,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Corey Webster),0.940,0.800
2,0:41,2,7,ATL 33,2,7,Matt Ryan right end for 3 yards (tackle by Justin Tuck),0.800,0.500
2,0:14,3,4,ATL 36,2,7,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Tyler Sash),0.500,1.930
2,0:04,,,,2,7,Timeout #1 by Atlanta Falcons,0.000,1.930
2,0:04,1,10,ATL 45,2,7,Matt Ryan pass incomplete deep right intended for Eric Weems (defended by Jacquian Williams),1.930,1.380
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,2,7,"Lawrence Tynes kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,2,7,Michael Turner right guard for 2 yards (tackle by Chase Blackburn and Chris L. Canty),0.280,0.000
3,14:28,2,8,ATL 22,2,7,Michael Turner right guard for 9 yards (tackle by Chase Blackburn and Justin Tuck),0.000,1.000
3,13:48,1,10,ATL 31,2,7,Michael Turner left guard for -1 yards (tackle by Jason Pierre-Paul),1.000,0.320
3,13:02,2,11,ATL 30,2,7,Matt Ryan pass incomplete short left intended for Jason Snelling (defended by Chris L. Canty),0.320,-0.360
3,12:56,3,11,ATL 30,2,7,Matt Ryan pass incomplete short left intended for Roddy White (defended by Corey Webster),-0.360,-1.370
3,12:51,4,11,ATL 30,2,7,"Matt Bosher punts 50 yards, returned by Will Blackmon for 4 yards (tackle by Jason Snelling)",-1.370,-0.540
3,12:38,1,10,NYG 24,2,7,Ahmad Bradshaw right tackle for 2 yards (tackle by Sean Weatherspoon and Jonathan Babineaux),0.540,0.270
3,12:06,2,8,NYG 26,2,7,Eli Manning pass incomplete short left intended for Victor Cruz,0.270,-0.430
3,12:01,3,8,NYG 26,2,7,Eli Manning pass complete deep right to Hakeem Nicks for 19 yards (tackle by Christopher Owens),-0.430,1.930
3,11:24,1,10,NYG 45,2,7,Ahmad Bradshaw left tackle for 8 yards (tackle by Dunta Robinson and Sean Weatherspoon),1.930,2.460
3,10:46,2,2,ATL 47,2,7,"Ahmad Bradshaw left guard for 2 yards (tackle by Kroy Biermann and Sean Weatherspoon). Penalty on David Baas: Offensive Holding, 10 yards (no play)",2.460,1.110
3,10:22,2,12,NYG 43,2,7,Eli Manning pass incomplete short right intended for Victor Cruz,1.110,0.430
3,10:16,3,12,NYG 43,2,7,Eli Manning pass complete deep middle to Victor Cruz for 22 yards (tackle by Dominique Franks),0.430,3.250
3,9:29,1,10,ATL 35,2,7,Ahmad Bradshaw right tackle for 30 yards (tackle by Thomas DeCoud),3.250,6.060
3,8:48,1,5,ATL 5,2,7,Ahmad Bradshaw right tackle for 1 yard (tackle by John Abraham and Thomas DeCoud),6.060,5.340
3,8:08,2,4,ATL 4,2,7,Eli Manning pass incomplete short middle intended for Jake Ballard,5.340,4.490
3,8:00,3,4,ATL 4,2,7,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Christopher Owens),4.490,3.030
3,7:55,4,4,ATL 4,2,10,Lawrence Tynes 22 yard field goal good,3.030,3.000
3,7:51,,,NYG 35,2,10,"Lawrence Tynes kicks off 71 yards, returned by Eric Weems for 27 yards (tackle by Will Blackmon)",0.000,0.340
3,7:42,1,10,ATL 21,2,10,Matt Ryan pass complete deep right to Roddy White for 21 yards (tackle by Deon Grant),0.340,1.730
3,7:09,1,10,ATL 42,2,10,Matt Ryan pass incomplete short left intended for Roddy White,1.730,1.190
3,7:01,2,10,ATL 42,2,10,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Prince Amukamara and Chase Blackburn),1.190,1.290
3,6:26,3,4,ATL 48,2,10,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Corey Webster),1.290,2.720
3,5:51,1,10,NYG 43,2,10,Julio Jones left end for 13 yards (tackle by Antrel Rolle),2.720,3.580
3,5:27,1,10,NYG 30,2,10,Matt Ryan pass incomplete,3.580,3.030
3,5:14,2,10,NYG 30,2,10,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,3.030,2.340
3,5:10,3,10,NYG 30,2,10,"Penalty on ATL: Illegal Substitution, 5 yards (no play)",2.340,1.680
3,5:10,,,,2,10,Timeout #1 by Atlanta Falcons,0.000,1.680
3,5:10,3,15,NYG 35,2,10,Matt Ryan pass complete short left to Roddy White for 14 yards (tackle by Antrel Rolle),1.680,2.210
3,4:21,4,1,NYG 21,2,10,Matt Ryan up the middle for no gain (tackle by Jason Pierre-Paul and Chase Blackburn),2.210,-0.340
3,4:16,1,10,NYG 21,2,10,Brandon Jacobs up the middle for 3 yards (tackle by James Sanders),0.340,0.210
3,3:43,2,7,NYG 24,2,10,Eli Manning pass complete short middle to Brandon Jacobs for 4 yards (tackle by Sean Weatherspoon and Curtis Lofton),0.210,0.040
3,2:58,3,3,NYG 28,2,16,"Eli Manning pass complete short middle to Hakeem Nicks for 72 yards, touchdown",0.040,7.000
3,2:58,,,ATL 2,2,17,Lawrence Tynes kicks extra point good,0.000,0.000
3,2:44,,,NYG 35,2,17,"Lawrence Tynes kicks off 70 yards, returned by Eric Weems for 24 yards (tackle by Greg Jones)",0.000,0.150
3,2:40,1,10,ATL 19,2,17,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Antrel Rolle and Prince Amukamara),0.150,0.210
3,2:03,2,6,ATL 23,2,17,Michael Turner left tackle for 5 yards (tackle by Linval Joseph),0.210,0.100
3,1:23,3,1,ATL 28,2,17,Michael Turner left tackle for -1 yards (tackle by Chase Blackburn and Chris L. Canty),0.100,-1.570
3,0:48,4,2,ATL 27,2,17,"Matt Bosher punts 50 yards, returned by Will Blackmon for 10 yards (tackle by Shann Schillinger). Penalty on Corey Webster: Illegal Block Above the Waist, 10 yards",-1.570,0.220
3,0:33,1,10,NYG 15,2,17,Eli Manning pass complete short right to Hakeem Nicks for 8 yards (tackle by Christopher Owens),-0.220,0.480
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NYG 23,2,17,Ahmad Bradshaw right end for 7 yards (tackle by Spencer Adkins and Thomas DeCoud),0.480,0.940
4,14:19,1,10,NYG 30,2,17,Eli Manning pass incomplete short middle intended for Hakeem Nicks,0.940,0.390
4,14:11,2,10,NYG 30,2,17,Ahmad Bradshaw right guard for 4 yards (tackle by James Sanders),0.390,0.230
4,13:33,3,6,NYG 34,2,17,Eli Manning pass complete short right to Ahmad Bradshaw for 18 yards (tackle by Curtis Lofton),0.230,2.390
4,12:48,1,10,ATL 48,2,17,Eli Manning pass complete short middle to Brandon Jacobs for 4 yards (tackle by Curtis Lofton),2.390,2.390
4,12:05,2,6,ATL 44,2,17,Eli Manning pass complete short left to Travis Beckum for 7 yards (tackle by Curtis Lofton),2.390,3.120
4,11:26,1,10,ATL 37,2,17,Brandon Jacobs right tackle for 9 yards (tackle by Spencer Adkins and James Sanders),3.120,3.790
4,10:47,2,1,ATL 28,2,17,Brandon Jacobs left guard for 1 yard (tackle by Curtis Lofton and Kroy Biermann),3.790,3.780
4,10:04,1,10,ATL 27,2,23,"Eli Manning pass complete deep middle to Mario Manningham for 27 yards, touchdown",3.780,7.000
4,10:04,,,ATL 2,2,24,Lawrence Tynes kicks extra point good,0.000,0.000
4,9:55,,,NYG 35,2,24,"Lawrence Tynes kicks off 63 yards, returned by Eric Weems for 11 yards (tackle by Travis Beckum)",0.000,0.810
4,9:48,1,10,ATL 28,2,24,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Deon Grant),0.810,0.260
4,9:43,2,10,ATL 28,2,24,Matt Ryan pass incomplete short right intended for Roddy White (defended by Rocky Bernard),0.260,-0.430
4,9:40,3,10,ATL 28,2,24,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,-0.430,-1.500
4,9:35,4,10,ATL 28,2,24,"Matt Bosher punts 59 yards, returned by Will Blackmon for 12 yards (tackle by James Sanders). Penalty on Derrick Martin: Offensive Holding, 10 yards",-1.500,0.220
4,9:22,1,10,NYG 15,2,24,Brandon Jacobs left end for 14 yards (tackle by Thomas DeCoud),-0.220,0.870
4,8:48,1,10,NYG 29,2,24,Brandon Jacobs up the middle for 15 yards (tackle by Sean Weatherspoon and Christopher Owens),0.870,1.860
4,8:07,1,10,NYG 44,2,24,Ahmad Bradshaw right end for 1 yard (tackle by Dominique Franks and Kroy Biermann),1.860,1.450
4,7:19,2,9,NYG 45,2,24,Eli Manning pass complete short right to Jake Ballard for 3 yards (tackle by Christopher Owens),1.450,1.160
4,6:35,3,6,NYG 48,2,24,Eli Manning pass complete short right to Mario Manningham for 13 yards,1.160,2.980
4,6:06,1,10,ATL 39,2,24,Brandon Jacobs right tackle for 4 yards (tackle by Sean Weatherspoon and Curtis Lofton),2.980,2.980
4,5:25,2,6,ATL 35,2,24,Brandon Jacobs right guard for -2 yards (tackle by Thomas DeCoud and Kroy Biermann). Penalty on Chris Snee: Offensive Holding (Declined),2.980,2.020
4,4:55,3,8,ATL 37,2,24,Eli Manning pass complete short middle to Mario Manningham for 17 yards (tackle by Thomas DeCoud). Penalty on Kroy Biermann: Defensive Offside (Declined),2.020,4.240
4,4:42,1,10,ATL 20,2,24,Eli Manning pass complete short right to Hakeem Nicks for 3 yards (tackle by Christopher Owens and Dominique Franks),4.240,4.120
4,4:37,2,7,ATL 17,2,24,Ahmad Bradshaw up the middle for no gain (tackle by Ray Edwards),4.120,3.360
4,3:55,3,7,ATL 17,2,24,"Eli Manning pass incomplete short right intended for Mario Manningham (defended by Christopher Owens). Penalty on Ray Edwards: Defensive Offside, 5 yards (no play)",3.360,4.340
4,3:48,3,2,ATL 12,2,24,Ahmad Bradshaw right end for -2 yards (tackle by Corey Peters),4.340,2.580
4,3:02,4,4,ATL 14,2,24,Lawrence Tynes 32 yard field goal no good,2.580,-0.340
4,2:57,1,10,ATL 21,2,24,Matt Ryan pass complete short middle to Harry Douglas for 7 yards (tackle by Jacquian Williams),0.340,0.750
4,2:33,2,3,ATL 28,2,24,"Matt Ryan pass complete short left to Jacquizz Rodgers for 2 yards (tackle by Jacquian Williams). Penalty on Jacquian Williams: Unnecessary Roughness, 15 yards",0.750,1.930
4,2:27,1,10,ATL 45,2,24,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Michael Boley),1.930,2.460
4,2:10,2,2,NYG 47,2,24,Matt Ryan pass complete short right to Tony Gonzalez for 16 yards (tackle by Corey Webster and Michael Boley),2.460,3.510
4,2:00,1,10,NYG 31,2,24,Matt Ryan pass complete short middle to Julio Jones for 5 yards (tackle by Tyler Sash),3.510,3.640
4,1:38,2,5,NYG 26,2,24,Matt Ryan pass complete short middle to Tony Gonzalez for 9 yards (tackle by Jacquian Williams and Michael Boley),3.640,4.440
4,1:18,1,10,NYG 17,2,24,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez,4.440,3.850
4,1:15,2,10,NYG 17,2,24,Matt Ryan pass incomplete deep right intended for Julio Jones,3.850,3.070
4,1:11,3,10,NYG 17,2,24,Matt Ryan pass incomplete short left intended for Roddy White,3.070,2.310
4,1:07,4,10,NYG 17,2,24,Matt Ryan sacked by Osi Umenyiora for -8 yards,2.310,-0.610
4,1:01,1,10,NYG 25,2,24,Ahmad Bradshaw up the middle for 3 yards (tackle by Lawrence Sidbury and Sean Weatherspoon),0.610,0.470
4,0:18,2,7,NYG 28,2,24,Eli Manning kneels for -1 yards,0.470,-0.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
