Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
2,11:46,1,17,SFO 10,7,10,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by R.W. McQuarters),-0.650,-0.850
2,11:10,2,12,SFO 15,7,10,Jeff Garcia up the middle for 10 yards (tackle by Phillip Daniels),-0.850,-0.240
2,10:28,3,2,SFO 25,7,10,Jeff Garcia up the middle for 4 yards (tackle by Alex Brown),-0.240,0.870
2,9:46,1,10,SFO 29,7,10,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Brian Urlacher),0.870,1.410
2,9:05,2,2,SFO 37,7,10,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Bryan Knight),1.410,1.730
2,8:24,1,10,SFO 42,7,10,Garrison Hearst right tackle for 3 yards (tackle by Alfonso Boone),1.730,1.590
2,7:43,2,7,SFO 45,7,10,Jeff Garcia pass incomplete intended for Cedrick Wilson,1.590,0.890
2,7:39,3,7,SFO 45,7,10,Jeff Garcia pass incomplete intended for Terrell Owens,0.890,-0.390
2,7:34,4,7,SFO 45,7,10,"Bill LaFleur punts 48 yards, returned by Bobby Wade for no gain. Bobby Wade fumbles, recovered by Jimmy Williams at CHI-6",-0.390,5.830
2,7:21,1,6,CHI 6,7,10,Kevan Barlow up the middle for 1 yard (tackle by Bryan Knight and Brian Urlacher),5.830,5.150
2,6:46,2,5,CHI 5,7,10,Jeff Garcia up the middle for 2 yards (tackle by Warrick Holdman and Brian Urlacher),5.150,4.720
2,6:05,3,3,CHI 3,7,16,"Jeff Garcia up the middle for 3 yards, touchdown",4.720,7.000
2,,,,CHI 2,7,17,Jeff Chandler kicks extra point good,0.000,0.000
2,,,,SFO 30,7,17,"Jeff Chandler kicks off 67 yards, returned by Ahmad Merritt for 18 yards (tackle by Terry Jackson)",0.000,0.340
2,5:55,1,10,CHI 21,7,17,Anthony Thomas left guard for 4 yards (tackle by Mike Rumph),0.340,0.340
2,5:26,2,6,CHI 25,7,17,Anthony Thomas up the middle for 1 yard (tackle by Jeff Ulbrich),0.340,-0.230
2,4:40,3,5,CHI 26,7,17,"Penalty on Aaron Gibson: False Start, 5 yards (no play)",-0.230,-0.890
2,4:24,3,10,CHI 21,7,17,Kordell Stewart pass incomplete intended for Ahmad Merritt,-0.890,-1.960
2,4:19,4,10,CHI 21,7,17,Brad Maynard punts no gain,-1.960,-4.370
2,4:11,1,10,CHI 18,7,17,Jeff Garcia pass incomplete intended for Tai Streets (defended by Warrick Holdman),4.370,3.800
2,4:06,2,10,CHI 18,7,17,Garrison Hearst left end for 2 yards (tackle by Brian Urlacher),3.800,3.300
2,3:26,3,8,CHI 16,7,23,"Jeff Garcia pass complete to Tai Streets for 16 yards, touchdown",3.300,7.000
2,,,,CHI 2,7,23,Jeff Chandler kicks extra point no good,0.000,-1.000
2,,,,SFO 30,7,23,"Jeff Chandler kicks off 60 yards, returned by Ahmad Merritt for 19 yards (tackle by Terry Jackson)",0.000,0.870
2,3:13,1,10,CHI 29,7,23,Kordell Stewart pass incomplete intended for Marty Booker,0.870,0.330
2,3:09,2,10,CHI 29,7,23,Kordell Stewart sacked by Andre Carter for -2 yards,0.330,-0.630
2,2:35,3,12,CHI 27,7,23,Kordell Stewart pass complete to Marty Booker for 10 yards (tackle by Ahmed Plummer),-0.630,-0.910
2,2:27,,,,7,23,Timeout #1 by San Francisco 49ers,0.000,-0.910
2,2:27,4,2,CHI 37,7,23,"Brad Maynard punts 47 yards, fair catch by Arland Bruce",-0.910,0.140
2,2:19,1,10,SFO 16,7,23,Jeff Garcia pass complete to Cedrick Wilson for 5 yards (tackle by Charles Tillman),-0.140,0.150
2,2:01,2,5,SFO 21,7,23,Garrison Hearst up the middle for -1 yards (tackle by Alex Brown),0.150,-0.820
2,1:58,3,6,SFO 20,7,23,Jeff Garcia pass incomplete intended for Tai Streets (defended by Michael Green),-0.820,-2.030
2,1:52,4,6,SFO 20,7,23,"Bill LaFleur punts 52 yards, returned by Bobby Wade for 10 yards (tackle by Jeff Ulbrich)",-2.030,-1.470
2,1:41,1,10,CHI 38,7,23,Kordell Stewart pass incomplete intended for Dez White,1.470,0.920
2,1:36,2,10,CHI 38,7,23,Kordell Stewart pass complete to Dez White for 9 yards (tackle by Tony Parrish),0.920,1.420
2,1:36,3,1,CHI 47,7,23,Kordell Stewart up the middle for 3 yards (tackle by Bryant Young),1.420,2.260
2,1:12,,,,7,23,Timeout #1 by Chicago Bears,0.000,2.260
2,1:12,1,10,SFO 50,7,23,Kordell Stewart pass incomplete intended for Dez White (defended by Julian Peterson),2.260,1.710
2,1:08,2,10,SFO 50,7,23,Kordell Stewart pass complete to Dez White for 15 yards (tackle by Mike Rumph),1.710,3.250
2,1:02,1,10,SFO 35,7,23,Marty Booker for 1 yard (tackle by Jimmy Williams),3.250,2.840
2,0:55,2,9,SFO 34,7,29,"Kordell Stewart pass incomplete intended for David Terrell is intercepted by Ahmed Plummer at SFO-32 and returned for 68 yards, touchdown",2.840,-7.000
2,,,,CHI 2,7,30,Jeff Chandler kicks extra point good,0.000,0.000
2,,,,SFO 30,7,30,"Jeff Chandler kicks off 63 yards, returned by Ahmad Merritt for 24 yards (tackle by Terry Jackson)",0.000,1.000
2,0:36,1,10,CHI 31,7,30,Kordell Stewart pass incomplete intended for Dez White,1.000,0.460
2,0:30,2,10,CHI 31,7,30,Kordell Stewart pass incomplete intended for David Terrell,0.460,-0.230
2,0:25,3,10,CHI 31,7,30,Kordell Stewart pass incomplete intended for Dez White is intercepted by Jimmy Williams at CHI-43 and returned for 6 yards (tackle by Dez White),-0.230,-3.120
2,0:18,1,10,CHI 37,7,30,Jeff Garcia pass incomplete intended for Terrell Owens,3.120,2.570
2,0:13,2,10,CHI 37,7,30,Jeff Garcia pass complete to Terrell Owens for 26 yards (tackle by Charles Tillman),2.570,4.840
2,0:04,,,,7,30,Timeout #2 by San Francisco 49ers,0.000,4.840
2,0:04,1,10,CHI 11,7,33,Jeff Chandler 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,7,33,"Paul Edinger kicks off 63 yards, returned by Arland Bruce for 18 yards (tackle by Cameron Worrell)",0.000,0.610
3,14:56,1,10,SFO 25,7,33,Jeff Garcia pass complete to Fred Beasley for 9 yards (tackle by Warrick Holdman),0.610,1.280
3,14:16,2,1,SFO 34,7,33,Fred Beasley left guard for no gain (tackle by Bryan Robinson and Alex Brown),1.280,0.560
3,13:37,3,1,SFO 34,7,33,Kevan Barlow left end for 9 yards (tackle by Michael Green),0.560,1.800
3,13:10,1,10,SFO 43,7,33,Kevan Barlow left end for 5 yards (tackle by Phillip Daniels),1.800,1.930
3,12:30,2,5,SFO 48,7,33,Jeff Garcia up the middle for 11 yards (tackle by Bryan Knight),1.930,2.850
3,11:47,1,10,CHI 41,7,33,Jeff Garcia right end for 4 yards (tackle by Mike Brown),2.850,2.850
3,11:01,2,6,CHI 37,7,33,Kevan Barlow left end for no gain (tackle by R.W. McQuarters and Michael Green),2.850,2.150
3,10:31,3,6,CHI 37,7,33,Jeff Garcia pass complete to Terrell Owens for 20 yards (tackle by Charles Tillman),2.150,4.440
3,10:04,1,10,CHI 17,7,33,Terrell Owens right end for -1 yards (tackle by Warrick Holdman and Brian Urlacher),4.440,3.720
3,9:16,2,11,CHI 18,7,33,Jeff Garcia pass incomplete intended for Tai Streets,3.720,3.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
3,9:11,3,11,CHI 18,7,33,"Jeff Garcia pass incomplete intended for Cedrick Wilson. Penalty on R.W. McQuarters: Illegal Contact, 5 yards (no play)",3.000,4.710
3,9:06,1,10,CHI 13,7,33,Kevan Barlow left end for -1 yards (tackle by Warrick Holdman and Jerry Azumah),4.710,3.900
3,8:20,2,11,CHI 14,7,33,Kevan Barlow up the middle for 3 yards (tackle by Alex Brown and Bryan Robinson),3.900,3.450
3,7:39,3,8,CHI 11,7,33,Jeff Garcia pass incomplete intended for Jed Weaver (defended by Phillip Daniels),3.450,2.700
3,7:33,4,8,CHI 11,7,36,Jeff Chandler 28 yard field goal good,2.700,3.000
3,,,,SFO 30,7,36,"Jeff Chandler kicks off 61 yards, returned by Ahmad Merritt for 18 yards (tackle by Terry Jackson)",0.000,0.740
3,7:24,1,10,CHI 27,7,36,Kordell Stewart pass incomplete intended for Dez White,0.740,0.200
3,7:16,2,10,CHI 27,7,36,Kordell Stewart pass complete to Marty Booker for 8 yards (tackle by Ahmed Plummer),0.200,0.560
3,6:49,3,2,CHI 35,7,36,Kordell Stewart sacked by Travis Kirschke and John Engelberger for -4 yards,0.560,-1.310
3,6:24,4,6,CHI 31,7,36,"Brad Maynard punts 38 yards, returned by Arland Bruce for 18 yards (tackle by Joe Tafoya)",-1.310,-2.190
3,6:13,1,10,SFO 49,7,36,Garrison Hearst right tackle for 5 yards (tackle by Phillip Daniels),2.190,2.320
3,5:42,2,5,CHI 46,7,36,Jeff Garcia pass complete to Terrell Owens for 14 yards (tackle by Jerry Azumah),2.320,3.450
3,5:02,1,10,CHI 32,7,36,Jeff Garcia pass incomplete intended for Tai Streets,3.450,2.900
3,4:56,2,10,CHI 32,7,36,Garrison Hearst right tackle for 4 yards (tackle by Warrick Holdman),2.900,2.740
3,4:16,3,6,CHI 28,7,36,Jeff Garcia pass complete to Tai Streets for 19 yards (tackle by Michael Green),2.740,5.140
3,3:35,1,9,CHI 9,7,36,Jeff Garcia pass incomplete intended for Terrell Owens,5.140,4.380
3,3:29,2,9,CHI 9,7,36,Garrison Hearst right guard for 3 yards (tackle by Alex Brown),4.380,4.040
3,2:46,3,6,CHI 6,7,36,Jeff Garcia pass incomplete intended for Fred Beasley,4.040,2.990
3,2:41,4,6,CHI 6,7,39,Jeff Chandler 24 yard field goal good,2.990,3.000
3,,,,SFO 30,7,39,"Jeff Chandler kicks off 64 yards, returned by Ahmad Merritt for 20 yards (tackle by Sean Moran)",0.000,0.670
3,2:31,1,10,CHI 26,7,39,Kordell Stewart pass complete to Dez White for 4 yards (tackle by Mike Rumph),0.670,0.670
3,2:08,2,6,CHI 30,7,39,Kordell Stewart pass complete to Desmond Clark for 6 yards (tackle by Derek Smith),0.670,1.330
3,1:42,1,10,CHI 36,7,39,Kordell Stewart pass complete to Marty Booker for 5 yards (tackle by Julian Peterson),1.330,1.470
3,1:12,2,5,CHI 41,7,39,Kordell Stewart pass incomplete intended for David Terrell (defended by Anthony Adams),1.470,0.760
3,1:08,3,5,CHI 41,7,39,"Kordell Stewart sacked by Mike Rumph for -11 yards. Kordell Stewart fumbles (forced by Mike Rumph), recovered by Chidi Ahanotu at CHI-30 and returned for 1 yards (tackle by Olin Kreutz)",0.760,-3.640
3,1:03,1,10,CHI 29,7,39,Kevan Barlow left guard for 4 yards (tackle by Alex Brown),3.640,3.640
3,0:24,2,6,CHI 25,7,39,Jeff Garcia pass complete to Terrell Owens for 14 yards (tackle by Warrick Holdman),3.640,4.840
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 11,7,39,Jeff Garcia pass incomplete intended for Terrell Owens,4.840,4.140
4,14:56,2,10,CHI 11,7,39,Jeff Garcia pass incomplete intended for Cedrick Wilson (defended by R.W. McQuarters),4.140,3.130
4,14:56,3,10,CHI 11,7,39,"Penalty on Derrick Deese: False Start, 5 yards (no play)",3.130,2.890
4,14:52,3,15,CHI 16,7,39,Jeff Garcia pass complete to Fred Beasley for 8 yards (tackle by R.W. McQuarters),2.890,2.960
4,14:10,4,7,CHI 8,7,42,Jeff Chandler 26 yard field goal good,2.960,3.000
4,,,,SFO 30,7,42,"Jeff Chandler kicks off 74 yards, touchback",0.000,0.280
4,14:05,1,10,CHI 20,7,42,"Kordell Stewart pass complete to David Terrell for 6 yards. Kordell Stewart fumbles, recovered by Kordell Stewart at CHI-20",0.280,0.540
4,13:38,2,4,CHI 26,7,42,Kordell Stewart pass incomplete intended for Marty Booker is intercepted by Ahmed Plummer at CHI-38 and returned for 13 yards (tackle by Desmond Clark),0.540,-3.910
4,13:28,1,10,CHI 25,7,42,Garrison Hearst right end for 24 yards (tackle by Mike Brown),3.910,6.970
4,12:57,1,1,CHI 1,7,42,Fred Beasley right guard for no gain (tackle by Brian Urlacher and Michael Haynes),6.970,5.910
4,12:19,2,1,CHI 1,7,48,"Garrison Hearst up the middle for 1 yard, touchdown. Penalty on Kwame Harris: Unnecessary Roughness (Offsetting), Penalty on Bryan Robinson: Unnecessary Roughness (Offsetting)",5.910,7.000
4,,,,CHI 2,7,49,Jeff Chandler kicks extra point good,0.000,0.000
4,,,,SFO 30,7,49,"Jeff Chandler kicks off 73 yards, returned by Ahmad Merritt for 19 yards (tackle by Jimmy Williams)",0.000,-0.140
4,12:11,1,10,CHI 16,7,49,Anthony Thomas up the middle for 4 yards (tackle by Derek Smith and Julian Peterson),-0.140,0.010
4,12:11,2,6,CHI 20,7,49,Anthony Thomas for no gain (tackle by Julian Peterson),0.010,-0.820
4,10:45,3,6,CHI 20,7,49,"Kordell Stewart sacked by Andre Carter for -8 yards. Penalty on Ahmed Plummer: Illegal Use of Hands, 5 yards (no play)",-0.820,0.610
4,10:22,1,10,CHI 25,7,49,Kordell Stewart sacked by Jamie Winborn for -1 yards,0.610,-0.070
4,9:43,2,11,CHI 24,7,49,Kordell Stewart pass incomplete intended for Stanley Pritchett,-0.070,-0.760
4,9:38,3,11,CHI 24,7,49,Kordell Stewart sacked by Tony Parrish and Derek Smith for -5 yards,-0.760,-2.140
4,9:06,4,16,CHI 19,7,49,"Brad Maynard punts 28 yards, muffed catch by Arland Bruce, recovered by Terry Jackson and returned for no gain",-2.140,-2.130
4,8:52,1,10,SFO 48,7,49,Kevan Barlow up the middle for no gain (tackle by Bryan Robinson and Alex Brown),2.130,1.580
4,8:10,2,10,SFO 48,7,49,Kevan Barlow up the middle for 11 yards (tackle by Jerry Azumah),1.580,2.850
4,7:25,1,10,CHI 41,7,49,Kevan Barlow right end for 2 yards (tackle by Brian Urlacher),2.850,2.580
4,6:38,2,8,CHI 39,7,49,"Penalty on Dwayne Ledford: False Start, 5 yards (no play)",2.580,1.900
4,6:09,2,13,CHI 44,7,49,Jamal Robertson right guard for 1 yard (tackle by Michael Haynes and Brian Urlacher),1.900,1.350
4,5:24,3,12,CHI 43,7,49,Jamal Robertson right end for 1 yard (tackle by Bryan Robinson),1.350,0.460
4,4:41,4,11,CHI 42,7,49,"Bill LaFleur punts 32 yards, fair catch by Bobby Wade",0.460,0.380
4,4:33,1,10,CHI 10,7,49,"Penalty on Steve Edwards: False Start, 5 yards (no play)",-0.380,-0.570
4,4:33,1,15,CHI 5,7,49,Kordell Stewart pass complete to Stanley Pritchett for no gain,-0.570,-1.150
4,4:26,2,15,CHI 5,7,49,Kordell Stewart pass incomplete intended for Dez White (defended by Derek Smith),-1.150,-2.010
4,4:21,3,15,CHI 5,7,49,Kordell Stewart pass complete to Marty Booker for 11 yards,-2.010,-2.390
4,4:17,4,4,CHI 16,7,49,"Brad Maynard punts 40 yards, returned by Jimmy Williams for 5 yards (tackle by Charles Tillman). Jimmy Williams fumbles, recovered by Patrick Mannelly at CHI-47",-2.390,2.060
4,4:04,1,10,CHI 47,7,49,Stanley Pritchett up the middle for 6 yards (tackle by Derek Smith),2.060,2.330
4,3:26,2,4,SFO 47,7,49,Kordell Stewart pass incomplete intended for Marty Booker (defended by Dwaine Carpenter),2.330,1.620
4,3:20,3,4,SFO 47,7,49,Kordell Stewart pass incomplete intended for Desmond Clark (defended by Anthony Adams),1.620,0.130
4,3:16,4,4,SFO 47,7,49,Kordell Stewart pass incomplete intended for Marty Booker,0.130,-2.060
4,3:13,1,10,SFO 47,7,49,Jamal Robertson left guard for no gain (tackle by Alfonso Boone and Joe Tafoya),2.060,1.520
4,2:28,2,10,SFO 47,7,49,Jamal Robertson right tackle for 3 yards (tackle by Alfonso Boone),1.520,1.220
4,2:00,3,7,SFO 50,7,49,Jamal Robertson right guard for 3 yards (tackle by Cameron Worrell and Bobbie Howard),1.220,0.130
4,1:19,4,4,CHI 47,7,49,Jamal Robertson up the middle for 1 yard (tackle by Bobbie Howard),0.130,-1.990
4,1:08,1,10,CHI 46,7,49,Anthony Thomas up the middle for 4 yards (tackle by Chidi Ahanotu),1.990,1.990
4,0:33,2,6,SFO 50,7,49,Anthony Thomas up the middle for 2 yards (tackle by Anthony Adams),1.990,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
