Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
OT,9:20,2,9,MIN 18,36,36,"Kirk Cousins pass incomplete deep middle intended for Justin Jefferson. Penalty on DeForest Buckner: Roughing the Passer, 15 yards (accepted) (no play)",-0.420,1.140
OT,9:15,1,10,MIN 33,36,36,Kirk Cousins pass complete short left to Dalvin Cook for 6 yards (tackle by Bobby Okereke),1.140,1.400
OT,8:38,2,4,MIN 39,36,36,Kirk Cousins pass complete short right to K.J. Osborn for 11 yards (tackle by Isaiah Rodgers and Rodney Thomas),1.400,2.260
OT,8:17,1,10,MIN 50,36,36,Kirk Cousins pass complete short right to Johnny Mundt for 7 yards (tackle by Bobby Okereke and Isaiah Rodgers),2.260,2.660
OT,7:37,2,3,IND 43,36,36,Dalvin Cook up the middle for 4 yards (tackle by Grover Stewart and Bobby Okereke),2.660,2.980
OT,6:58,1,10,IND 39,36,36,Kirk Cousins sacked by Kwity Paye for -4 yards,2.980,1.900
OT,6:15,2,14,IND 43,36,36,Kirk Cousins pass incomplete short middle intended for K.J. Osborn (defended by DeForest Buckner),1.900,1.220
OT,6:09,3,14,IND 43,36,36,"Kirk Cousins pass complete short middle to T.J. Hockenson for no gain (tackle by Julian Blackmon). Penalty on Ezra Cleveland: Offensive Holding, 10 yards (accepted) (no play)",1.220,-0.100
OT,5:43,3,24,MIN 47,36,36,Kirk Cousins pass complete short middle to T.J. Hockenson for 14 yards (tackle by Zaire Franklin),-0.100,0.660
OT,4:58,4,10,IND 39,36,36,"Ryan Wright punts 26 yards, fair catch by Dallis Flowers at IND-13",0.660,0.320
OT,4:50,1,10,IND 13,36,36,Zack Moss left tackle for 5 yards (tackle by Eric Kendricks and Jordan Hicks),-0.320,-0.140
OT,4:17,2,5,IND 18,36,36,Matt Ryan pass complete short middle to Michael Pittman for 15 yards (tackle by Patrick Peterson),-0.140,1.140
OT,3:53,1,10,IND 33,36,36,"Matt Ryan sacked by and Za'Darius Smith for no gain and Danielle Hunter for no gain. Matt Ryan fumbles (forced by Za'Darius Smith), recovered by Alec Pierce at IND-34 Replay Assistant challenged the fumble ruling, and the play was upheld.",1.140,0.730
OT,2:57,2,9,IND 34,36,36,Matt Ryan pass incomplete short left intended for Michael Pittman (defended by Duke Shelley),0.730,0.040
OT,2:54,3,9,IND 34,36,36,Matt Ryan pass complete short right to Michael Pittman for 9 yards (tackle by Duke Shelley),0.040,1.800
OT,2:23,1,10,IND 43,36,36,Zack Moss left tackle for 1 yard (tackle by Harrison Phillips),1.800,1.390
OT,2:00,2,9,IND 44,36,36,Matt Ryan pass complete short left to Michael Pittman for no gain (tackle by Kris Boyd and Harrison Phillips),1.390,0.690
OT,1:53,,,,,,Timeout #1 by Minnesota Vikings,,
OT,1:53,3,9,IND 44,36,36,Matt Ryan pass incomplete short left intended for Alec Pierce,0.690,-0.460
OT,1:49,4,9,IND 44,36,36,Matt Haack punts 38 yards downed by Ashton Dulin,-0.460,-0.040
OT,1:41,1,10,MIN 18,36,36,Dalvin Cook up the middle for 6 yards (tackle by Kwity Paye),0.040,0.410
OT,1:12,2,4,MIN 24,36,36,Kirk Cousins pass complete short left to K.J. Osborn for 15 yards (tackle by Julian Blackmon),0.410,1.530
OT,0:48,1,10,MIN 39,36,36,Kirk Cousins pass complete deep right to Adam Thielen for 21 yards (tackle by Isaiah Rodgers),1.530,2.920
OT,0:24,1,10,IND 40,36,36,Kirk Cousins pass incomplete short right intended for T.J. Hockenson,2.920,2.370
OT,0:20,2,10,IND 40,36,36,Kirk Cousins pass complete short right to Justin Jefferson for 13 yards (tackle by Ifeadi Odenigbo),2.370,3.780
OT,0:05,1,10,IND 27,36,36,"Penalty on Ifeadi Odenigbo: Defensive Delay of Game, 5 yards (accepted) (no play)",3.780,4.110
OT,0:07,1,10,IND 22,36,39,Greg Joseph 40 yard field goal good,4.110,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
