Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
1,0:42,1,10,OAK 31,0,9,LaMont Jordan right tackle for -1 yards (tackle by Dawan Landry and Bart Scott),1.000,0.320
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,OAK 30,0,9,Andrew Walter pass complete short left to Courtney Anderson for 10 yards (tackle by Adalius Thomas and Ray Lewis),0.320,0.960
2,14:05,3,1,OAK 40,0,9,LaMont Jordan middle for no gain (tackle by Adalius Thomas),0.960,-0.720
2,13:34,4,1,OAK 40,0,9,"Shane Lechler punts 51 yards, returned by B.J. Sams for 16 yards (tackle by Stuart Schweigert)",-0.720,-0.610
2,13:21,1,10,BAL 25,0,9,"Penalty on Tony Pashos: False Start, 5 yards (no play)",0.610,0.280
2,13:21,1,15,BAL 20,0,9,Steve McNair pass incomplete short right intended for Derrick Mason,0.280,-0.610
2,13:16,2,15,BAL 20,0,9,Musa Smith middle for 3 yards (tackle by Michael Huff and Kirk Morrison),-0.610,-0.890
2,12:29,,,,0,9,Timeout #2 by Baltimore Ravens,0.000,-0.890
2,12:29,3,12,BAL 23,0,9,Steve McNair pass incomplete deep left intended for Derrick Mason,-0.890,-1.830
2,12:24,4,12,BAL 23,0,9,"Sam Koch punts 59 yards, returned by Chris Carr for 22 yards (tackle by Corey Ivy)",-1.830,-1.600
2,12:09,1,10,OAK 40,0,9,Andrew Walter pass incomplete short left intended for Alvis Whitted,1.600,1.050
2,12:01,2,10,OAK 40,0,9,LaMont Jordan left end for -1 yards (tackle by Samari Rolle and Terrell Suggs),1.050,0.230
2,11:20,3,11,OAK 39,0,9,Andrew Walter pass incomplete short middle intended for LaMont Jordan,0.230,-0.780
2,11:15,4,11,OAK 39,0,9,"Shane Lechler punts 61 yards, touchback. Penalty on OAK: Illegal Formation, 5 yards",-0.780,-0.610
2,11:07,1,10,BAL 25,0,9,Jamal Lewis left guard for -1 yards (tackle by Kirk Morrison),0.610,-0.070
2,10:29,2,11,BAL 24,0,9,Steve McNair pass incomplete short right intended for Todd Heap,-0.070,-0.760
2,10:23,3,11,BAL 24,0,9,Steve McNair pass complete short middle to Musa Smith for 3 yards (tackle by Kirk Morrison),-0.760,-1.570
2,9:46,4,8,BAL 27,0,9,"Sam Koch punts 60 yards, returned by Chris Carr for 7 yards (tackle by Gary Stills)",-1.570,-0.280
2,9:32,1,10,OAK 20,0,9,"Penalty on Randy Moss: False Start, 5 yards (no play)",0.280,-0.310
2,9:32,1,15,OAK 15,0,9,"Andrew Walter for no gain. Andrew Walter fumbles, recovered by Andrew Walter at OAK-15",-0.310,-1.070
2,8:50,2,15,OAK 15,0,9,Andrew Walter pass complete deep left to Randy Moss for 16 yards,-1.070,1.000
2,8:18,1,10,OAK 31,0,9,Andrew Walter pass complete short left to Alvis Whitted for 13 yards (tackle by Evan Oglesby),1.000,1.860
2,7:49,1,10,OAK 44,0,9,LaMont Jordan right tackle for 5 yards (tackle by Ray Lewis),1.860,1.990
2,7:05,2,5,OAK 49,0,9,Andrew Walter sacked by Bart Scott for -9 yards,1.990,0.100
2,6:28,,,,0,9,Timeout #1 by Oakland Raiders,0.000,0.100
2,6:28,3,14,OAK 40,0,9,Andrew Walter pass complete short middle to Courtney Anderson for 16 yards (tackle by Terrell Suggs and Dawan Landry),0.100,2.650
2,5:42,1,10,BAL 44,0,9,LaMont Jordan right tackle for 2 yards (tackle by Jarret Johnson),2.650,2.380
2,5:03,2,8,BAL 42,0,9,Andrew Walter pass incomplete short right intended for Randy Moss (defended by Chris McAlister),2.380,1.690
2,4:58,,,,0,9,Timeout #2 by Oakland Raiders,0.000,1.690
2,4:58,3,8,BAL 42,0,9,Andrew Walter pass complete deep right to Ronald Curry for 22 yards (tackle by Dawan Landry),1.690,4.240
2,4:27,,,,0,9,Timeout #3 by Oakland Raiders,0.000,4.240
2,4:27,1,10,BAL 20,0,9,LaMont Jordan left end for 3 yards (tackle by Evan Oglesby),4.240,4.120
2,3:53,,,,0,9,Timeout #3 by Baltimore Ravens,0.000,4.120
2,3:53,2,7,BAL 17,0,9,Andrew Walter middle for 1 yard (tackle by Justin Bannan),4.120,3.520
2,3:09,3,6,BAL 16,0,9,Andrew Walter pass incomplete deep right intended for Randy Moss (defended by Chris McAlister),3.520,2.400
2,3:03,4,6,BAL 16,3,9,Sebastian Janikowski 34 yard field goal good,2.400,3.000
2,,,,OAK 30,3,9,"Sebastian Janikowski kicks off 72 yards, returned by B.J. Sams for 37 yards (tackle by Stuart Schweigert)",0.000,1.270
2,2:51,1,10,BAL 35,3,9,Jamal Lewis left guard for 4 yards (tackle by Tommy Kelly),1.270,1.260
2,2:09,2,6,BAL 39,3,9,Jamal Lewis middle for 11 yards (tackle by Stuart Schweigert),1.260,2.260
2,2:00,1,10,BAL 50,3,9,Steve McNair pass complete short middle to Musa Smith for 30 yards (tackle by Tyrone Poole),2.260,4.240
2,1:51,1,10,OAK 20,3,9,Steve McNair pass complete to Derrick Mason for 10 yards (tackle by Stanford Routt),4.240,4.910
2,1:20,1,10,OAK 10,3,9,Steve McNair pass incomplete short right intended for Demetrius Williams,4.910,4.190
2,1:13,2,10,OAK 10,3,9,Steve McNair pass complete short middle to Derrick Mason for 9 yards (tackle by Derrick Burgess),4.190,5.170
2,0:46,3,1,OAK 1,3,15,"Steve McNair pass complete short middle to Todd Heap for 1 yard, touchdown",5.170,7.000
2,,,,OAK 2,3,16,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,3,16,"Matt Stover kicks off 65 yards, returned by Chris Carr for 19 yards (tackle by Ovie Mughelli)",0.000,0.540
2,0:37,1,10,OAK 24,3,16,LaMont Jordan left tackle for 1 yard (tackle by Terrell Suggs),0.540,0.130
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,16,"Matt Stover kicks off 61 yards, returned by Chris Carr for 38 yards (tackle by Gerome Sapp)",0.000,2.060
3,14:52,1,10,OAK 47,3,16,Andrew Walter sacked by Terrell Suggs for -7 yards,2.060,0.570
3,14:25,2,17,OAK 40,3,16,LaMont Jordan middle for -1 yards (tackle by Kelly Gregg),0.570,-0.230
3,13:41,3,18,OAK 39,3,16,Andrew Walter sacked by Trevor Pryce for -4 yards,-0.230,-1.040
3,13:13,4,22,OAK 35,3,16,Shane Lechler punts 48 yards,-1.040,0.060
3,13:05,1,10,BAL 17,3,16,Jamal Lewis middle for -1 yards (tackle by Grant Irons),-0.060,-0.730
3,12:29,2,11,BAL 16,3,16,Steve McNair pass incomplete short left intended for Mark Clayton,-0.730,-1.410
3,12:24,3,11,BAL 16,3,16,Steve McNair sacked by Warren Sapp for -10 yards,-1.410,-2.490
3,12:00,4,21,BAL 6,3,16,"Sam Koch punts 47 yards, returned by Chris Carr for 2 yards (tackle by Corey Ivy). Penalty on Derrick Gibson: Offensive Holding, 10 yards",-2.490,-1.530
3,11:48,1,10,OAK 39,3,16,Justin Fargas left tackle for 1 yard (tackle by Ray Lewis),1.530,1.120
3,11:01,2,9,OAK 40,3,16,Andrew Walter pass incomplete intended for Randy Moss is intercepted by Ray Lewis at BAL-41 and returned for 27 yards,1.120,-3.450
3,10:47,1,10,OAK 32,3,16,Steve McNair pass incomplete intended for Clarence Moore (defended by Tyrone Poole),3.450,2.900
3,10:47,2,10,OAK 32,3,16,Musa Smith left guard for -5 yards,2.900,1.550
3,9:58,3,15,OAK 37,3,16,Steve McNair pass incomplete deep middle intended for Derrick Mason,1.550,0.790
3,9:52,4,15,OAK 37,3,16,Sam Koch punts 33 yards,0.790,0.380
3,9:42,1,10,OAK 4,3,16,LaMont Jordan left guard for no gain (tackle by Ray Lewis and Dawan Landry),-0.380,-0.780
3,9:03,2,10,OAK 4,3,16,Andrew Walter pass incomplete short left intended for Courtney Anderson,-0.780,-1.420
3,8:58,3,10,OAK 4,3,18,"Andrew Walter sacked by Adalius Thomas for -4 yards, safety. Penalty on Paul McQuistan: Offensive Holding (Declined)",-1.420,-2.000
3,,,,OAK 20,3,18,"Shane Lechler kicks off 67 yards, returned by B.J. Sams for 25 yards (tackle by ReShard Lee). Penalty on Ronald Curry: Offside on Free Kick, 5 yards",0.000,1.800
3,8:44,1,10,BAL 43,3,18,"Penalty on Justin Green: False Start, 5 yards (no play)",1.800,1.470
3,8:44,1,15,BAL 38,3,18,Steve McNair pass incomplete short right intended for Derrick Mason (defended by Terdell Sands),1.470,0.580
3,8:42,2,15,BAL 38,3,18,Steve McNair middle for 13 yards (tackle by Thomas Howard and Kirk Morrison),0.580,1.620
3,7:55,3,2,OAK 49,3,18,Steve McNair pass complete short left to Derrick Mason for 3 yards (tackle by Tyrone Poole),1.620,2.520
3,7:14,1,10,OAK 46,3,18,Jamal Lewis right guard for 9 yards (tackle by Stuart Schweigert and Grant Irons),2.520,3.190
3,6:34,2,1,OAK 37,3,18,Steve McNair sacked by Warren Sapp for -7 yards,3.190,1.550
3,6:02,3,8,OAK 44,3,18,"Steve McNair pass complete short left to Todd Heap for 3 yards (tackle by Thomas Howard). Penalty on Derrick Burgess: Defensive Offside, 5 yards (no play)",1.550,2.210
3,5:38,3,3,OAK 39,3,18,Steve McNair pass incomplete short middle intended for Derrick Mason (defended by Terdell Sands),2.210,0.660
3,5:34,4,3,OAK 39,3,18,"Sam Koch punts 24 yards, fair catch by Chris Carr",0.660,0.220
3,5:26,1,10,OAK 15,3,18,LaMont Jordan right tackle for 15 yards (tackle by Chris McAlister),-0.220,0.940
3,4:57,1,10,OAK 30,3,18,LaMont Jordan right tackle for 4 yards (tackle by Terrell Suggs),0.940,0.930
3,4:22,2,6,OAK 34,3,18,Andrew Walter pass complete short right to Randy Moss for 16 yards (tackle by Bart Scott),0.930,2.260
3,3:45,1,10,OAK 50,3,18,LaMont Jordan right guard for 5 yards (tackle by Ray Lewis),2.260,2.390
3,3:02,2,5,BAL 45,3,18,"Andrew Walter for no gain. Andrew Walter fumbles, recovered by Andrew Walter at BAL-48",2.390,1.290
3,2:25,3,8,BAL 48,3,18,"Andrew Walter pass incomplete deep right intended for Randy Moss. Penalty on Chris McAlister: Illegal Contact, 5 yards (no play)",1.290,2.720
3,2:21,1,10,BAL 43,3,18,Andrew Walter pass complete deep left to Alvis Whitted for 21 yards (tackle by Evan Oglesby),2.720,4.110
3,1:53,1,10,BAL 22,3,18,LaMont Jordan left guard for 3 yards (tackle by Adalius Thomas),4.110,3.970
3,1:08,,,,3,18,Timeout #1 by Oakland Raiders,0.000,3.970
3,1:08,2,7,BAL 19,3,18,"Andrew Walter sacked by Terrell Suggs for -7 yards. Andrew Walter fumbles (forced by Terrell Suggs), recovered by Kelly Gregg at BAL-26 and returned for 59 yards (tackle by Courtney Anderson)",3.970,-4.580
3,0:53,1,10,OAK 15,3,18,Jamal Lewis middle for 2 yards (tackle by Robert Thomas),4.580,4.280
3,0:11,2,8,OAK 13,3,18,Jamal Lewis right guard for 7 yards (tackle by Stuart Schweigert and Robert Thomas),4.280,4.900
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,OAK 6,3,18,Jamal Lewis middle for 1 yard (tackle by Tyler Brayton and Jarrod Cooper),4.900,6.060
4,14:17,1,5,OAK 5,3,18,Jamal Lewis left guard for 1 yard (tackle by Derrick Gibson and Anttaj Hawthorne),6.060,5.340
4,13:31,2,4,OAK 4,3,18,Steve McNair pass incomplete short right intended for Clarence Moore,5.340,4.490
4,13:28,3,4,OAK 4,3,18,Steve McNair pass incomplete short right intended for Todd Heap,4.490,3.030
4,13:24,4,4,OAK 4,3,21,Matt Stover 23 yard field goal good,3.030,3.000
4,,,,BAL 30,3,21,"Sam Koch kicks off 59 yards, returned by Chris Carr for 24 yards (tackle by Ovie Mughelli)",0.000,1.270
4,13:17,1,10,OAK 35,3,21,Andrew Walter pass incomplete intended for Alvis Whitted is intercepted by Adalius Thomas at OAK-50 and returned for 7 yards,1.270,-2.720
4,13:09,1,10,OAK 43,3,21,Steve McNair pass incomplete short middle intended for Todd Heap is intercepted by Kirk Morrison at OAK-28 and returned for 31 yards,2.720,-2.850
4,12:56,1,10,BAL 41,3,21,Andrew Walter pass incomplete short left intended for Alvis Whitted (defended by Evan Oglesby),2.850,2.310
4,12:56,2,10,BAL 41,3,21,Andrew Walter pass complete short right to Ronald Curry for 9 yards (tackle by Dawan Landry),2.310,2.810
4,12:08,3,1,BAL 32,3,21,LaMont Jordan right tackle for no gain (tackle by Bart Scott and Dawan Landry),2.810,1.310
4,11:47,4,1,BAL 32,3,21,Andrew Walter middle for 2 yards (tackle by Ray Lewis),1.310,3.580
4,11:09,1,10,BAL 30,3,21,"Andrew Walter pass incomplete deep right intended for Randy Moss. Penalty on Chris McAlister: Illegal Contact, 5 yards (no play)",3.580,3.910
4,11:04,1,10,BAL 25,3,21,LaMont Jordan right end for -8 yards (tackle by Kelly Gregg),3.910,2.280
4,10:19,2,18,BAL 33,3,21,Andrew Walter pass incomplete deep left intended for Randy Moss,2.280,1.620
4,10:14,3,18,BAL 33,3,21,Andrew Walter pass incomplete deep middle intended for Alvis Whitted (defended by Evan Oglesby),1.620,1.150
4,10:07,,,,3,21,Timeout #2 by Oakland Raiders,0.000,1.150
4,10:07,4,18,BAL 33,6,21,Sebastian Janikowski 51 yard field goal good,1.150,3.000
4,,,,OAK 30,6,21,"Sebastian Janikowski kicks off 74 yards, returned by B.J. Sams for 29 yards (tackle by Jarrod Cooper). Penalty on Jarrod Cooper: Taunting, 15 yards",0.000,1.600
4,9:55,1,10,BAL 40,6,21,Jamal Lewis left guard for 7 yards (tackle by Thomas Howard),1.600,2.000
4,9:15,2,3,BAL 47,6,21,Jamal Lewis middle for 2 yards (tackle by Terdell Sands),2.000,1.550
4,8:35,3,1,BAL 49,6,21,Steve McNair pass complete short right to Todd Heap for 2 yards (tackle by Thomas Howard and Stuart Schweigert),1.550,2.320
4,7:48,1,10,OAK 49,6,21,Steve McNair pass complete short left to Justin Green for 1 yard (tackle by Thomas Howard),2.320,1.920
4,7:04,2,9,OAK 48,6,21,Musa Smith middle for -2 yards (tackle by Isaiah Ekejiuba),1.920,0.960
4,6:24,3,11,OAK 50,6,21,Steve McNair pass complete short left to Mike Anderson for 7 yards (tackle by Kirk Morrison),0.960,0.400
4,5:59,,,,6,21,Timeout #3 by Oakland Raiders,0.000,0.400
4,6:06,4,4,OAK 43,6,21,Sam Koch punts 28 yards,0.400,0.220
4,5:57,1,10,OAK 15,6,21,Andrew Walter pass incomplete short right intended for Ronald Curry,-0.220,-0.710
4,5:57,2,10,OAK 15,6,21,"Penalty on Trevor Pryce: Encroachment, 5 yards (no play)",-0.710,0.080
4,5:52,2,5,OAK 20,6,21,Andrew Walter pass complete short right to Alvis Whitted for 11 yards (tackle by Chris McAlister),0.080,1.000
4,5:24,1,10,OAK 31,6,21,Andrew Walter pass incomplete short left intended for Randal Williams,1.000,0.460
4,5:13,2,10,OAK 31,6,21,"Andrew Walter pass incomplete short right intended for Alvis Whitted. Penalty on Chris McAlister: Defensive Pass Interfere, 7 yards, Penalty on Chris McAlister: Unsportsmanlike Conduct, 15 yards (no play)",0.460,2.460
4,5:13,1,10,BAL 47,6,21,Andrew Walter pass complete deep middle to Randal Williams for 28 yards (tackle by Dawan Landry),2.460,4.310
4,4:37,1,10,BAL 19,6,21,Andrew Walter pass incomplete short right intended for Randal Williams (defended by Bart Scott),4.310,3.750
4,4:30,2,10,BAL 19,6,21,Andrew Walter pass incomplete deep middle intended for Randy Moss,3.750,3.030
4,4:25,3,10,BAL 19,6,21,Andrew Walter pass incomplete short left intended for Alvis Whitted,3.030,2.180
4,4:21,4,10,BAL 19,6,21,Andrew Walter pass incomplete deep left intended for Alvis Whitted,2.180,-0.150
4,4:15,1,10,BAL 19,6,21,Musa Smith left guard for 5 yards (tackle by Thomas Howard),0.150,0.340
4,3:37,2,5,BAL 24,6,21,"Musa Smith left tackle for 3 yards (tackle by Kirk Morrison). Penalty on Quinn Sypniewski: Offensive Holding, 10 yards (no play)",0.340,-1.110
4,3:30,2,15,BAL 14,6,21,Steve McNair pass complete short right to Mark Clayton for 30 yards (tackle by Duane Starks),-1.110,1.860
4,3:22,1,10,BAL 44,6,21,Musa Smith left end for 16 yards (tackle by Stuart Schweigert),1.860,2.920
4,2:37,1,10,OAK 40,6,21,Musa Smith right guard for 6 yards (tackle by Duane Starks),2.920,3.180
4,2:00,2,4,OAK 34,6,27,"Mike Anderson middle for 34 yards, touchdown",3.180,7.000
4,,,,OAK 2,6,28,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,6,28,"Matt Stover kicks off 74 yards, returned by Chris Carr for 29 yards (tackle by Dawan Landry)",0.000,0.610
4,1:46,1,10,OAK 25,6,28,Andrew Walter pass incomplete deep left intended for Randy Moss is intercepted by Ronnie Prude at BAL-33 and returned for 54 yards,0.610,-4.710
4,1:27,1,10,OAK 13,6,28,Steve McNair kneels for -1 yards,4.710,3.900
4,0:46,2,11,OAK 14,6,28,Steve McNair kneels for -1 yards,3.900,3.030
4,0:22,3,12,OAK 15,6,28,Steve McNair kneels for -1 yards,3.030,2.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
