Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
2,1:24,3,13,BUF 17,,,Timeout #2 by Denver Broncos,-1.510,-2.490
2,1:24,4,22,BUF 8,7,14,"Brian Moorman punts 43 yards, returned by Deltha O'Neal for 13 yards (tackle by DaShon Polk)",-2.490,-3.050
2,1:15,1,10,BUF 38,7,14,Brian Griese sacked by Coy Wire for -8 yards,3.050,1.430
2,0:56,2,18,BUF 46,7,14,Brian Griese pass complete to Rod Smith for 11 yards (tackle by Antoine Winfield),1.430,2.210
2,0:45,2,18,BUF 46,,,Timeout #3 by Denver Broncos,1.430,2.210
2,0:45,3,7,BUF 35,7,14,Brian Griese pass complete to Clinton Portis for 4 yards (tackle by London Fletcher),2.210,1.380
2,0:07,4,3,BUF 31,7,14,Jason Elam 49 yard field goal no good,1.380,1.470
Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,7,14,"Jason Elam kicks off 69 yards, returned by Charlie Rogers for 11 yards (tackle by Donnie Spragan)",0.000,-0.350
3,14:54,1,10,BUF 12,7,14,Drew Bledsoe pass incomplete intended for Dave Moore,-0.350,-0.780
3,14:49,2,10,BUF 12,7,14,Travis Henry left end for 8 yards (tackle by Ian Gold),-0.780,-0.480
3,14:18,3,2,BUF 20,7,14,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Deltha O'Neal),-0.480,0.610
3,13:40,1,10,BUF 25,7,14,Drew Bledsoe pass complete to Eric Moulds for -1 yards (tackle by Deltha O'Neal),0.610,-0.070
3,13:01,2,11,BUF 24,7,14,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Al Wilson and Kenoy Kennedy),-0.070,0.300
3,12:16,3,3,BUF 32,7,14,Drew Bledsoe pass complete to Peerless Price for 42 yards (tackle by Izell Reese),0.300,3.840
3,11:45,1,10,DEN 26,7,14,"Penalty on Drew Bledsoe: Delay of Game, 5 yards (no play)",3.840,3.510
3,11:26,1,15,DEN 31,7,14,Drew Bledsoe pass complete to Jay Riemersma for 5 yards (tackle by Lional Dalton),3.510,3.300
3,10:46,2,10,DEN 26,7,14,Travis Henry middle for 6 yards (tackle by Chester McGlockton and John Mobley),3.300,3.400
3,10:08,3,4,DEN 20,7,14,Drew Bledsoe pass incomplete intended for Eric Moulds,3.400,2.200
3,10:02,4,4,DEN 20,10,14,Mike Hollis 38 yard field goal good,2.200,3.000
3,10:02,,,BUF 30,10,14,"Mike Hollis kicks off 66 yards, returned by Kevin Kasper for 22 yards (tackle by Pierson Prioleau)",0.000,0.670
3,9:53,1,10,DEN 26,10,14,Brian Griese pass incomplete intended for Shannon Sharpe (defended by Keith Newman),0.670,0.130
3,9:48,2,10,DEN 26,10,14,"Clinton Portis right guard for 2 yards (tackle by Coy Wire). Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",0.130,-1.370
3,9:31,2,20,DEN 16,10,14,Brian Griese sacked by Chidi Ahanotu for -11 yards,-1.370,-3.880
3,9:01,3,31,DEN 5,10,14,"Penalty on Brian Griese: Delay of Game, 2 yards (no play)",-3.880,-4.110
3,8:48,3,33,DEN 3,10,14,Clinton Portis middle for 17 yards (tackle by Chris Watson),-4.110,-2.030
3,8:03,4,16,DEN 20,10,14,"Tom Rouen punts 39 yards, out of bounds",-2.030,-1.660
3,7:56,1,10,BUF 41,10,14,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Denard Walker),1.660,2.390
3,7:22,1,10,DEN 48,10,14,"Penalty on Ruben Brown: False Start, 5 yards (no play)",2.390,2.060
3,7:10,1,15,BUF 47,10,14,Travis Henry right guard for 3 yards (tackle by Monsanto Pope),2.060,1.580
3,6:27,2,12,,10,14,Drew Bledsoe pass incomplete intended for Eric Moulds,1.580,0.890
3,6:24,3,12,,10,14,Drew Bledsoe sacked by Montae Reagor for -9 yards,0.890,-0.650
3,6:07,4,21,BUF 41,10,14,"Brian Moorman punts 59 yards, touchback",-0.650,-0.280
3,5:55,1,10,DEN 20,10,14,"Brian Griese pass complete to Mike Anderson for 22 yards (tackle by Billy Jenkins). Penalty on Shannon Sharpe: Offensive Holding, 10 yards",0.280,1.070
3,5:36,1,10,DEN 32,10,14,Brian Griese pass incomplete intended for Mike Anderson,1.070,0.530
3,5:31,2,10,DEN 32,10,14,Mike Anderson right guard for 3 yards (tackle by Ryan Denney),0.530,0.230
3,4:51,3,7,DEN 35,10,14,"Brian Griese pass incomplete intended for Rod Smith. Penalty on Chris Watson: Defensive Holding, 5 yards (no play)",0.230,1.600
3,4:46,1,10,DEN 40,10,14,Mike Anderson right tackle for 3 yards (tackle by Coy Wire),1.600,1.460
3,4:06,2,7,DEN 43,10,14,Brian Griese sacked by London Fletcher for -6 yards,1.460,-0.030
3,3:45,3,13,DEN 37,10,14,Brian Griese pass complete to Ashley Lelie for 16 yards (tackle by Chris Watson),-0.030,2.460
3,3:06,3,13,DEN 37,,,Timeout #1 by Denver Broncos,-0.030,2.460
3,3:06,1,10,BUF 47,10,14,Scottie Montgomery left end for 28 yards (tackle by Pierson Prioleau),2.460,4.310
3,2:37,1,10,BUF 19,10,14,Clinton Portis right tackle for 5 yards (tackle by Ron Edwards),4.310,4.530
3,1:57,2,5,BUF 14,10,14,Brian Griese pass complete to Ed McCaffrey for 6 yards (tackle by Antoine Winfield),4.530,5.370
3,1:20,1,8,BUF 8,10,14,Clinton Portis right guard for 7 yards (tackle by Coy Wire),5.370,5.910
3,0:36,2,1,BUF 1,10,20,"Brian Griese pass complete to Dwayne Carswell for 1 yard, touchdown",5.910,7.000
3,0:36,,,BUF 1,10,21,Jason Elam kicks extra point good,0.000,0.000
3,0:25,1,10,BUF 32,10,21,Drew Bledsoe pass complete to Travis Henry for 16 yards (tackle by Denard Walker),1.070,2.130
Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 48,10,21,Travis Henry left end for 4 yards (tackle by Kavika Pittman and Kenoy Kennedy),2.130,2.120
4,14:21,2,6,DEN 48,10,21,Drew Bledsoe pass complete to Peerless Price for 7 yards (tackle by Deltha O'Neal),2.120,2.850
4,13:42,1,10,DEN 41,10,21,Drew Bledsoe pass incomplete intended for Travis Henry,2.850,2.310
4,13:36,2,10,DEN 41,10,21,Drew Bledsoe pass incomplete intended for Dave Moore,2.310,1.620
4,13:32,3,10,DEN 41,10,21,Drew Bledsoe pass incomplete intended for Peerless Price,1.620,0.530
4,13:27,4,10,DEN 41,10,21,"Brian Moorman punts 36 yards. Penalty on Chester McGlockton: Defensive Holding, 2 yards",0.530,0.380
4,13:16,1,10,DEN 3,10,21,Clinton Portis left tackle for 5 yards (tackle by Eddie Robinson),-0.380,-0.420
4,12:40,2,5,DEN 8,10,21,Clinton Portis middle for 13 yards (tackle by Antoine Winfield),-0.420,0.340
4,12:01,1,10,DEN 21,10,21,Clinton Portis right tackle for 3 yards (tackle by Pierson Prioleau),0.340,0.210
4,11:23,2,7,DEN 24,10,21,Clinton Portis right end for 5 yards (tackle by London Fletcher),0.210,0.170
4,10:43,2,7,DEN 24,,,Timeout #2 by Denver Broncos,0.210,0.170
4,10:43,3,2,DEN 29,10,21,"Penalty on Shannon Sharpe: False Start, 5 yards (no play)",0.170,-0.490
4,10:43,3,7,DEN 24,10,21,Brian Griese pass complete to Rod Smith for 8 yards (tackle by Chris Watson),-0.490,1.070
4,10:02,1,10,DEN 32,10,21,Brian Griese pass complete to Patrick Hape for 3 yards (tackle by Pierson Prioleau),1.070,0.930
4,9:33,2,7,DEN 35,10,21,Clinton Portis right tackle for -3 yards (tackle by Chidi Ahanotu),0.930,-0.160
4,8:49,3,10,DEN 32,10,21,"Penalty on Ephraim Salaam: False Start, 5 yards (no play)",-0.160,-0.820
4,8:30,3,15,DEN 27,10,21,Brian Griese pass incomplete intended for Ed McCaffrey,-0.820,-1.570
4,8:24,4,15,DEN 27,10,21,"Tom Rouen for no gain. Tom Rouen fumbles, recovered by Tom Rouen at DEN-12",-1.570,-4.780
4,8:18,1,10,DEN 12,10,21,Drew Bledsoe pass incomplete intended for Eric Moulds,4.780,4.100
4,8:14,2,10,DEN 12,10,21,Drew Bledsoe pass complete to Travis Henry for 8 yards (tackle by Denard Walker),4.100,4.840
4,7:40,2,10,DEN 12,,,Timeout #1 by Buffalo Bills,4.100,4.840
4,7:40,3,2,DEN 4,16,21,"Drew Bledsoe pass complete to Josh Reed for 4 yards, touchdown",4.840,7.000
4,7:40,3,,DEN 4,16,21,"Two Point Attempt: Drew Bledsoe pass incomplete, conversion fails",1.000,-1.000
4,7:40,,,BUF 30,16,21,"Mike Hollis kicks off 70 yards, touchback",0.000,0.280
4,7:35,1,10,DEN 20,16,21,Brian Griese pass complete to Mike Anderson for 4 yards (tackle by Antoine Winfield),0.280,0.270
4,6:57,2,6,DEN 24,16,21,Brian Griese pass complete to Scottie Montgomery for 8 yards (tackle by Nate Clements),0.270,1.070
4,6:16,1,10,DEN 32,16,21,Brian Griese pass complete to Ed McCaffrey for 5 yards (tackle by Chris Watson),1.070,1.200
4,5:37,2,5,DEN 37,16,21,"Brian Griese pass incomplete intended for Rod Smith. Penalty on Antoine Winfield: Illegal Contact, 5 yards (no play)",1.200,1.730
4,5:31,1,10,DEN 42,16,21,Clinton Portis middle for 3 yards (tackle by Coy Wire),1.730,1.590
4,4:52,2,7,DEN 45,16,21,Brian Griese pass complete to Rod Smith for 13 yards (tackle by Antoine Winfield),1.590,2.790
4,4:18,1,10,BUF 42,16,21,Clinton Portis left guard for 5 yards (tackle by Antoine Winfield and Coy Wire),2.790,2.920
4,3:43,2,5,BUF 37,16,21,Brian Griese pass incomplete intended for Ed McCaffrey,2.920,2.210
4,3:39,2,5,BUF 37,,,Timeout #3 by Denver Broncos,2.920,2.210
4,3:39,3,5,BUF 37,16,21,Brian Griese pass incomplete intended for Shannon Sharpe,2.210,0.790
4,3:35,4,5,BUF 37,16,21,Brian Griese pass complete to Rod Smith for 6 yards (tackle by Chris Watson),0.790,3.510
4,2:49,1,10,BUF 31,16,21,"Clinton Portis right guard for no gain (tackle by Aaron Schobel). Penalty on BUF: Defensive 12 On-field, 5 yards (no play)",3.510,4.240
4,2:45,1,5,BUF 26,16,27,"Brian Griese pass complete to Rod Smith for 26 yards, touchdown",4.240,7.000
4,2:45,,,BUF 26,16,28,Jason Elam kicks extra point good,0.000,0.000
4,2:45,,,DEN 30,16,28,"Jason Elam kicks off 65 yards, returned by Charlie Rogers for 25 yards (tackle by Keith Burns)",0.000,0.940
4,2:33,1,10,BUF 30,16,28,Drew Bledsoe pass complete to Eric Moulds for 17 yards (tackle by Kenoy Kennedy),0.940,2.060
4,2:10,1,10,BUF 47,16,28,Drew Bledsoe pass complete to Peerless Price for 8 yards (tackle by Kenoy Kennedy),2.060,2.600
4,2:00,2,2,DEN 45,16,28,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Deltha O'Neal),2.600,3.050
4,1:38,1,10,DEN 38,16,28,Drew Bledsoe pass incomplete intended for Eric Moulds,3.050,2.510
4,1:34,2,10,DEN 38,16,28,Drew Bledsoe pass complete to Jay Riemersma for 12 yards (tackle by Deltha O'Neal),2.510,3.840
4,1:27,1,10,DEN 26,16,28,Drew Bledsoe pass complete to Jay Riemersma for 24 yards (tackle by Deltha O'Neal),3.840,6.740
4,1:16,1,10,DEN 26,,,Timeout #2 by Buffalo Bills,3.840,6.740
4,1:16,1,2,DEN 2,22,28,"Drew Bledsoe pass complete to Eric Moulds for 2 yards, touchdown",6.740,7.000
4,1:16,,,DEN 2,23,28,Mike Hollis kicks extra point good,0.000,0.000
4,1:16,,,BUF 30,23,28,"Mike Hollis kicks onside 14 yards, recovered by Rod Smith",0.000,-2.650
4,1:11,1,10,BUF 44,23,28,Brian Griese kneels for -1 yards,2.650,1.980
4,1:10,1,10,BUF 44,,,Timeout #3 by Buffalo Bills,2.650,1.980
4,1:10,2,11,BUF 45,23,28,Brian Griese kneels for -1 yards,1.980,1.160
4,0:36,3,12,BUF 46,23,28,Brian Griese kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
