Quarter,Time,Down,ToGo,Location,NWE,OAK,Detail,EPB,EPA
2,3:46,1,15,OAK 26,6,10,Rich Gannon pass complete to Charlie Garner for 8 yards (tackle by Ty Law and Mike Vrabel),0.670,0.870
2,3:29,2,7,OAK 34,6,10,"Rich Gannon pass incomplete intended for Tim Brown. Penalty on Mike Vrabel: Defensive Pass Interference, 5 yards (no play)",0.870,1.530
2,3:25,1,10,OAK 39,6,10,"Tim Brown left end for 1 yard (tackle by Otis Smith and Roman Phifer). Penalty on Frank Middleton: Offensive Holding, 10 yards",1.530,0.940
2,3:10,1,19,OAK 30,6,10,Rich Gannon pass complete to Tim Brown for 9 yards (tackle by Ty Law),0.940,0.990
2,2:36,2,10,OAK 39,6,10,Rich Gannon pass complete to Jerry Rice for 7 yards (tackle by Roman Phifer and Tedy Bruschi),0.990,1.220
2,2:00,3,3,OAK 46,6,10,Rich Gannon pass incomplete intended for Jerry Rice,1.220,-0.320
2,1:55,4,3,OAK 46,6,10,"Shane Lechler punts 41 yards, fair catch by Troy Brown",-0.320,0.320
2,1:46,1,10,NWE 13,6,10,"Tom Brady sacked by Chris Cooper for -4 yards. Tom Brady fumbles (forced by Chris Cooper), recovered by Trace Armstrong at NWE-9 and returned for 1 yards (tackle by Greg Randall)",-0.320,-5.370
2,1:36,1,8,NWE 8,6,10,Charlie Garner left end for 3 yards (tackle by Mike Vrabel),5.370,5.150
2,1:00,2,5,NWE 5,6,10,"Rich Gannon pass complete to Tim Brown for 4 yards. Penalty on Terrell Buckley: Defensive Holding, 3 yards (no play)",5.150,6.740
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:58,1,2,NWE 2,6,16,"Rich Gannon left end for 2 yards, touchdown",6.740,7.000
2,0:58,,,NWE 2,6,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,0:58,,,OAK 30,6,17,"Sebastian Janikowski kicks off 64 yards, returned by Deion Branch for 15 yards (tackle by Marcus Williams)",0.000,0.340
2,0:43,1,10,NWE 21,6,17,Antowain Smith middle for 6 yards (tackle by Bill Romanowski),0.340,0.610
2,0:25,2,4,NWE 27,6,17,Antowain Smith middle for 2 yards (tackle by Travian Smith),0.610,0.170
Quarter,Time,Down,ToGo,Location,NWE,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,6,17,"Adam Vinatieri kicks off 62 yards, returned by Marcus Knight for 17 yards (tackle by Adam Vinatieri). Penalty on Randy Jordan: Offensive Holding, 10 yards",0.000,-0.220
3,14:55,1,10,OAK 15,6,17,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Ted Johnson),-0.220,0.620
3,14:14,2,1,OAK 24,6,17,Charlie Garner middle for 2 yards (tackle by Mike Vrabel and Ted Johnson),0.620,0.670
3,13:33,1,10,OAK 26,6,17,Charlie Garner left guard for 6 yards (tackle by Tedy Bruschi and Richard Seymour),0.670,0.940
3,12:55,2,4,OAK 32,6,17,Tyrone Wheatley right tackle for 4 yards (tackle by Willie McGinest),0.940,1.330
3,12:10,1,10,OAK 36,6,17,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Otis Smith),1.330,1.470
3,11:26,2,5,OAK 41,6,17,Tyrone Wheatley right tackle for 5 yards (tackle by Lawyer Milloy and Richard Seymour),1.470,1.990
3,10:48,1,10,OAK 46,6,17,Charlie Garner left end for -2 yards (tackle by Victor Green),1.990,1.180
3,10:18,2,12,OAK 44,6,17,Rich Gannon pass complete to Tyrone Wheatley for 3 yards (tackle by Tedy Bruschi and Richard Seymour),1.180,0.890
3,9:36,3,9,OAK 47,6,17,Rich Gannon pass complete to Charlie Garner for 10 yards (tackle by Antwan Harris),0.890,2.720
3,8:54,1,10,NWE 43,6,17,Rich Gannon for 4 yards (tackle by Ty Law),2.720,2.720
3,8:25,2,6,NWE 39,6,17,Tyrone Wheatley middle for 2 yards,2.720,2.280
3,7:38,2,6,NWE 39,,,Timeout #1 by Oakland Raiders,2.720,2.280
3,7:38,3,4,NWE 37,6,17,Rich Gannon pass complete to Charlie Garner for 15 yards (tackle by Terrell Buckley),2.280,4.110
3,7:07,1,10,NWE 22,6,17,Charlie Garner right end for 3 yards (tackle by Ted Johnson and Lawyer Milloy),4.110,3.970
3,6:25,2,7,NWE 19,6,17,Rich Gannon pass complete to Doug Jolley for 15 yards (tackle by Otis Smith),3.970,6.280
3,5:38,1,4,NWE 4,6,17,"Zack Crockett right tackle for 2 yards (tackle by Tedy Bruschi and Richard Seymour). Penalty on NWE: Defensive 12 On-field, 2 yards (no play)",6.280,6.740
3,5:22,1,2,NWE 2,6,23,"Zack Crockett middle for 2 yards, touchdown",6.740,7.000
3,5:22,,,NWE 2,6,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:22,,,OAK 30,6,24,"Sebastian Janikowski kicks off 57 yards, returned by Deion Branch for 12 yards (tackle by Randy Jordan). Penalty on Je'Rod Cherry: Offensive Holding, 10 yards",0.000,-0.220
3,5:14,1,10,NWE 15,6,24,Tom Brady pass complete to Antowain Smith for 3 yards (tackle by Travian Smith),-0.220,-0.280
3,4:39,2,7,NWE 18,6,24,"Tom Brady pass incomplete intended for Troy Brown. Penalty on Bill Romanowski: Roughing the Passer, 15 yards (no play)",-0.280,1.140
3,4:35,1,10,NWE 33,6,24,Antowain Smith left end for 2 yards (tackle by Travian Smith),1.140,0.860
3,4:00,2,8,NWE 35,6,24,Tom Brady pass complete to Christian Fauria for 33 yards (tackle by Bill Romanowski),0.860,3.450
3,3:15,2,8,NWE 35,,,Timeout #1 by New England Patriots,0.860,3.450
3,3:15,1,10,OAK 32,6,24,Tom Brady pass incomplete intended for Troy Brown,3.450,2.900
3,3:11,2,10,OAK 32,6,24,Tom Brady pass incomplete intended for Christian Fauria,2.900,2.210
3,3:02,3,10,OAK 32,6,24,Troy Brown middle for -2 yards (tackle by Roderick Coleman),2.210,1.060
3,2:23,4,12,OAK 34,6,24,Adam Vinatieri 52 yard field goal no good,1.060,-1.730
3,2:18,1,10,OAK 42,6,24,Charlie Garner right end for 3 yards (tackle by Mike Vrabel and Bobby Hamilton),1.730,1.590
3,1:39,2,7,OAK 45,12,24,"Rich Gannon pass incomplete intended for Jerry Porter is intercepted by Tedy Bruschi at OAK-48 and returned for 48 yards, touchdown",1.590,-7.000
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
3,1:27,,,OAK 45,13,24,Adam Vinatieri kicks extra point good,0.000,0.000
3,1:27,,,NWE 30,13,24,"Adam Vinatieri kicks off 63 yards, returned by Marcus Knight for 19 yards (tackle by Leonard Myers). Marcus Knight fumbles, recovered by Marcus Knight at OAK-26",0.000,0.670
3,1:19,1,10,OAK 26,13,24,Tyrone Wheatley right end for 1 yard (tackle by Ted Johnson),0.670,0.270
3,0:42,2,9,OAK 27,13,24,Rich Gannon pass incomplete intended for Jerry Porter (defended by Tedy Bruschi),0.270,-0.430
3,0:38,3,9,OAK 27,13,24,Rich Gannon pass complete to Jerry Rice for 12 yards (tackle by Antwan Harris),-0.430,1.530
Quarter,Time,Down,ToGo,Location,NWE,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 39,13,24,Charlie Garner right tackle for 15 yards (tackle by Victor Green),1.530,2.520
4,14:20,1,10,NWE 46,13,24,Rich Gannon pass incomplete intended for Charlie Garner,2.520,1.980
4,14:16,2,10,NWE 46,13,24,Charlie Garner left end for 7 yards (tackle by Roman Phifer),1.980,2.210
4,13:33,3,3,NWE 39,13,24,Rich Gannon pass incomplete intended for Tim Brown. Penalty on Barret Robbins: Offensive Holding (Declined),2.210,0.660
4,13:27,4,3,NWE 39,13,24,"Shane Lechler punts 31 yards, fair catch by Troy Brown",0.660,0.380
4,13:20,1,10,NWE 8,13,24,"Tom Brady pass incomplete (defended by Trace Armstrong). Penalty on Grey Ruegamer: Illegal Receiver Pass, 4 yards (no play)",-0.380,-0.530
4,13:20,1,14,NWE 4,13,24,Antowain Smith middle for 2 yards (tackle by Eric Barton),-0.530,-0.930
4,12:55,2,12,NWE 6,13,24,Tom Brady pass complete to Troy Brown for 9 yards (tackle by Bill Romanowski),-0.930,-0.600
4,12:21,3,3,NWE 15,13,24,Tom Brady pass complete to Cam Cleeland for 5 yards (tackle by Eric Barton and Bill Romanowski),-0.600,0.280
4,11:52,1,10,NWE 20,13,24,Tom Brady pass complete to Troy Brown for 6 yards (tackle by Terrance Shaw),0.280,0.540
4,11:22,2,4,NWE 26,13,24,Tom Brady pass complete to Cam Cleeland for 22 yards (tackle by Derrick Gibson),0.540,2.130
4,10:55,1,10,NWE 48,13,24,Tom Brady pass incomplete intended for David Patten (defended by Tory James),2.130,1.580
4,10:51,2,10,NWE 48,13,24,Tom Brady pass complete to David Patten for 9 yards (tackle by Tory James),1.580,2.080
4,10:16,3,1,OAK 43,13,24,Antowain Smith middle for no gain (tackle by Chris Cooper),2.080,0.400
4,9:33,4,1,OAK 43,13,24,Tom Brady pass incomplete intended for David Patten (defended by Tory James),0.400,-1.800
4,9:29,1,10,OAK 43,13,24,Charlie Garner right end for 9 yards (tackle by Mike Vrabel),1.800,2.470
4,8:49,2,1,NWE 48,13,24,Charlie Garner left end for no gain (tackle by Tedy Bruschi and Anthony Pleasant),2.470,1.750
4,8:14,3,1,NWE 48,13,24,Zack Crockett middle for 3 yards (tackle by Ted Johnson and Ty Law),1.750,2.590
4,7:32,1,10,NWE 45,13,24,Rich Gannon pass complete to Jerry Rice for 11 yards (tackle by Ty Law),2.590,3.310
4,6:51,1,10,NWE 34,13,24,Charlie Garner middle for 2 yards (tackle by Roman Phifer),3.310,3.040
4,6:10,2,8,NWE 32,13,24,Charlie Garner right end for 2 yards (tackle by Lawyer Milloy and Tedy Bruschi),3.040,2.610
4,5:22,3,6,NWE 30,13,24,Charlie Garner left end for -1 yards (tackle by Roman Phifer),2.610,1.320
4,4:48,4,7,NWE 31,13,24,"Sebastian Janikowski 49 yard field goal no good, blocked by Richard Seymour",1.320,-1.530
4,4:39,1,10,NWE 39,13,24,Tom Brady sacked by Roderick Coleman for -6 yards,1.530,0.180
4,4:18,2,16,NWE 33,13,24,Tom Brady pass complete to Troy Brown for 10 yards (tackle by Bill Romanowski),0.180,0.830
4,3:51,3,6,NWE 43,13,24,Tom Brady pass incomplete intended for Troy Brown,0.830,-0.520
4,3:46,3,6,NWE 43,,,Timeout #2 by New England Patriots,0.830,-0.520
4,3:46,4,6,NWE 43,13,24,Tom Brady pass incomplete intended for Marc Edwards (defended by Trace Armstrong),-0.520,-2.720
4,3:41,1,10,NWE 43,13,24,"Tyrone Wheatley right tackle for 1 yard (tackle by Victor Green and Ted Johnson). Penalty on Lincoln Kennedy: Offensive Holding, 10 yards",2.720,2.130
4,3:25,1,19,OAK 48,13,24,Rich Gannon pass complete to Jerry Rice for 10 yards (tackle by Otis Smith),2.130,2.310
4,3:00,2,9,NWE 42,13,24,Rich Gannon pass complete to Tim Brown for 29 yards (tackle by Ty Law),2.310,4.710
4,2:11,1,10,NWE 13,13,24,Zack Crockett right end for 5 yards (tackle by Ted Johnson),4.710,4.960
4,2:00,2,5,NWE 8,13,24,Zack Crockett right end for -1 yards (tackle by Ted Johnson),4.960,3.880
4,1:21,3,6,NWE 9,13,24,Rich Gannon pass incomplete intended for Jon Ritchie,3.880,2.850
4,1:16,4,6,NWE 9,13,27,Sebastian Janikowski 28 yard field goal good,2.850,3.000
4,1:16,,,OAK 30,19,27,"Sebastian Janikowski kicks off 56 yards, returned by Kevin Faulk for 86 yards, touchdown",0.000,7.000
4,1:13,,,OAK 9,20,27,Adam Vinatieri kicks extra point good,0.000,0.000
4,1:13,,,NWE 30,20,27,Adam Vinatieri kicks off 25 yards,0.000,-1.930
4,0:58,1,10,OAK 45,20,27,"Penalty on NWE: Defensive 12 On-field, 5 yards (no play)",1.930,2.660
4,0:56,1,5,,20,27,Rich Gannon kneels for no gain,2.660,2.060
4,0:16,2,5,,20,27,Rich Gannon kneels for -1 yards,2.060,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
