Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
2,8:17,2,1,NYJ 18,13,3,Derrius Guice right guard for 2 yards (tackle by Brandon Copeland),4.530,4.510
2,7:36,1,10,NYJ 16,13,3,Derrius Guice left end for 5 yards (tackle by Kyle Phillips),4.510,4.760
2,7:28,2,5,NYJ 11,13,3,Derrius Guice right end for no gain (tackle by Steve McLendon),4.760,3.940
2,6:44,3,5,NYJ 11,13,3,Dwayne Haskins pass incomplete short left intended for Trey Quinn,3.940,2.750
2,6:41,4,5,NYJ 11,13,3,Dustin Hopkins 29 yard field goal no good,2.750,-0.280
2,6:37,1,10,NYJ 20,13,3,Le'Veon Bell left end for 2 yards (tackle by Da'Ron Payne),0.280,0.000
2,6:03,2,8,NYJ 22,13,3,Sam Darnold pass incomplete short right intended for Vyncint Smith,0.000,-0.690
2,5:57,3,8,NYJ 22,13,3,Sam Darnold pass complete short right to Jamison Crowder for 13 yards,-0.690,1.270
2,5:20,1,10,NYJ 35,13,3,Le'Veon Bell right tackle for 8 yards (tackle by Josh Norman and Ryan Anderson),1.270,1.800
2,4:46,2,2,NYJ 43,13,3,Le'Veon Bell right guard for 2 yards (tackle by Ryan Anderson and Noah Spence),1.800,1.930
2,3:59,1,10,NYJ 45,13,3,Sam Darnold pass incomplete short middle intended for Demaryius Thomas,1.930,1.380
2,3:55,2,10,NYJ 45,13,3,Le'Veon Bell up the middle for no gain (tackle by Shaun Dion Hamilton),1.380,0.700
2,3:09,3,10,NYJ 45,13,3,"Sam Darnold pass complete short middle to Robby Anderson for -21 yards (tackle by Josh Norman). Penalty on Alex Lewis: Offensive Holding, 9 yards (no play)",0.700,-0.490
2,2:36,3,19,NYJ 36,13,3,Le'Veon Bell right tackle for 2 yards (tackle by Jonathan Allen),-0.490,-0.850
2,2:29,,,,,,Timeout #1 by Washington Redskins,,
2,2:29,4,17,NYJ 38,13,3,"Lac Edwards punts 46 yards, returned by Trey Quinn for 9 yards (tackle by Brian Poole)",-0.850,-0.610
2,2:19,1,10,WAS 25,13,3,Dwayne Haskins pass complete short middle to Trey Quinn for 5 yards (tackle by Neville Hewitt and Henry Anderson),0.610,0.740
2,2:00,2,5,WAS 30,13,3,"Penalty on Morgan Moses: False Start, 5 yards (no play)",0.740,0.060
2,2:00,2,10,WAS 25,13,3,Dwayne Haskins pass complete short left to Kelvin Harmon for 6 yards (tackle by James Burgess),0.060,0.170
2,1:38,3,4,WAS 31,13,3,Dwayne Haskins pass complete short left to Kelvin Harmon for 3 yards (tackle by Blessuan Austin),0.170,-1.110
2,1:31,,,,,,Timeout #1 by New York Jets,,
2,1:31,4,1,WAS 34,13,3,Tress Way punts 48 yards downed by Nick Sundberg,-1.110,-0.040
2,1:19,1,10,NYJ 18,13,3,Sam Darnold pass complete deep right to Le'Veon Bell for 21 yards (tackle by Josh Norman),0.040,1.530
2,1:03,1,10,NYJ 39,13,3,Sam Darnold pass complete deep left to Ryan Griffin for 45 yards (tackle by Fabian Moreau),1.530,4.510
2,0:41,,,,,,Timeout #2 by New York Jets,,
2,0:41,1,10,WAS 16,19,3,"Sam Darnold pass complete short left to Ryan Griffin for 16 yards, touchdown",4.510,7.000
2,0:36,,,WAS 15,19,3,"Sam Ficken kicks extra point good. Penalty on Jonotthan Harrison: Offensive Holding, 10 yards (no play)",0.000,0.000
2,0:36,,,WAS 25,20,3,Sam Ficken kicks extra point good,0.000,0.000
2,0:36,,,NYJ 35,20,3,"Sam Ficken kicks off 62 yards, returned by Steven Sims for 26 yards (tackle by Ty Montgomery). Steven Sims fumbles (forced by Ty Montgomery), recovered by Wendell Smallwood at WAS-30",0.000,0.940
2,0:25,1,10,WAS 30,20,3,"Penalty on Brandon Scherff: False Start, 5 yards (no play)",0.940,0.610
2,0:25,1,15,WAS 25,20,3,Dwayne Haskins pass complete deep right to Terry McLaurin for 20 yards (tackle by Jamal Adams),0.610,1.930
2,0:13,,,,,,Timeout #2 by Washington Redskins,,
2,0:13,1,10,WAS 45,20,3,Dwayne Haskins pass complete short middle to Trey Quinn for 4 yards (tackle by James Burgess),1.930,1.920
2,0:04,,,,,,Timeout #3 by Washington Redskins,,
2,0:04,2,6,WAS 49,20,3,Dwayne Haskins sacked by Jamal Adams for -3 yards,1.920,0.830
Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,20,3,"Sam Ficken kicks off 65 yards, returned by Steven Sims for 19 yards (tackle by B.J. Bello)",0.000,0.150
3,14:55,1,10,WAS 19,20,3,Adrian Peterson right end for 2 yards (tackle by James Burgess and Marcus Maye),0.150,-0.060
3,14:17,2,8,WAS 21,20,3,Dwayne Haskins right guard for 1 yard (tackle by Henry Anderson),-0.060,-0.680
3,13:34,3,7,WAS 22,20,3,Dwayne Haskins pass complete deep middle to Kelvin Harmon for 24 yards (tackle by Neville Hewitt and Arthur Maulet),-0.680,1.990
3,12:56,1,10,WAS 46,20,3,Adrian Peterson right tackle for 2 yards (tackle by Henry Anderson),1.990,1.720
3,12:15,2,8,WAS 48,20,3,Dwayne Haskins sacked by Jamal Adams for -9 yards,1.720,-0.160
3,11:36,3,17,WAS 39,20,3,Dwayne Haskins pass incomplete deep middle intended for Kelvin Harmon (defended by Blessuan Austin),-0.160,-0.780
3,11:31,4,17,WAS 39,20,3,"Tress Way punts 46 yards downed by Cole Holcomb. Penalty on Harvey Langi: Roughing the Kicker, 15 yards (no play)",-0.780,2.520
3,11:19,1,10,NYJ 46,20,3,Adrian Peterson right end for no gain (tackle by Henry Anderson and Nathan Shepherd),2.520,1.980
3,10:40,2,10,NYJ 46,20,3,Dwayne Haskins pass complete short left to Kelvin Harmon for 8 yards (tackle by Brian Poole),1.980,2.350
3,10:08,3,2,NYJ 38,20,3,Adrian Peterson left end for 4 yards (tackle by Jordan Jenkins and Quinnen Williams),2.350,3.310
3,9:32,1,10,NYJ 34,20,3,Derrius Guice right end for 6 yards (tackle by James Burgess),3.310,3.580
3,8:55,2,4,NYJ 28,20,3,Derrius Guice left end for 2 yards (tackle by Kyle Phillips),3.580,3.140
3,8:15,3,2,NYJ 26,20,3,"Dwayne Haskins aborted snap, recovered by Dwayne Haskins at NYJ-31 and returned for -5 yards",3.140,1.320
3,7:32,4,7,NYJ 31,20,3,Dwayne Haskins pass incomplete short right intended for Steven Sims (defended by Jordan Jenkins),1.320,-1.000
3,7:29,1,10,NYJ 31,20,3,Sam Darnold pass complete short right to Ryan Griffin for 26 yards (tackle by Da'Ron Payne),1.000,2.720
3,6:49,1,10,WAS 43,20,3,Bilal Powell pass incomplete short left intended for Jamison Crowder,2.720,2.180
3,6:44,2,10,WAS 43,20,3,Le'Veon Bell right tackle for no gain (tackle by Matthew Ioannidis),2.180,1.490
3,5:58,3,10,WAS 43,20,3,Sam Darnold pass incomplete short middle intended for Jamison Crowder,1.490,0.400
3,5:53,4,10,WAS 43,20,3,"Lac Edwards punts 43 yards, touchback.",0.400,-0.280
3,5:45,1,10,WAS 20,20,3,Adrian Peterson right guard for 2 yards (tackle by Brandon Copeland),0.280,0.000
3,5:10,2,8,WAS 22,20,3,Adrian Peterson right end for -2 yards (tackle by James Burgess and Arthur Maulet),0.000,-0.960
3,4:31,3,10,WAS 20,20,3,Dwayne Haskins pass complete short middle to Wendell Smallwood for 11 yards (tackle by Neville Hewitt),-0.960,1.000
3,3:53,1,10,WAS 31,20,3,Dwayne Haskins pass incomplete deep left,1.000,0.460
3,3:45,2,10,WAS 31,20,3,Dwayne Haskins pass incomplete short middle intended for Wendell Smallwood,0.460,-0.230
3,3:38,3,10,WAS 31,20,3,Dwayne Haskins sacked by Frankie Luvu for -9 yards,-0.230,-1.900
3,2:51,4,19,WAS 22,20,3,"Tress Way punts 38 yards, fair catch by Braxton Berrios at NYJ-40",-1.900,-1.600
3,2:44,1,10,NYJ 40,20,3,Le'Veon Bell right end for 6 yards (tackle by Cole Holcomb),1.600,1.860
3,2:07,2,4,NYJ 46,20,3,Le'Veon Bell right tackle for 3 yards (tackle by Jonathan Bostic and Treyvon Hester),1.860,1.550
3,1:29,3,1,NYJ 49,20,3,Sam Darnold pass incomplete deep right,1.550,-0.130
3,1:21,4,1,NYJ 49,20,3,Le'Veon Bell left end for 3 yards (tackle by Jonathan Allen),-0.130,2.390
3,0:45,1,10,WAS 48,20,3,Sam Darnold pass incomplete deep left intended for Robby Anderson,2.390,1.850
3,0:40,2,10,WAS 48,20,3,Bilal Powell left end for 3 yards (tackle by Cole Holcomb),1.850,1.550
3,0:01,3,7,WAS 45,20,3,"Penalty on Matthew Ioannidis: Neutral Zone Infraction, 5 yards (no play)",1.550,2.210
Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,WAS 40,20,3,Sam Darnold pass complete short middle to Ryan Griffin for 6 yards (tackle by Jonathan Bostic),2.210,3.310
4,14:37,1,10,WAS 34,20,3,Bilal Powell left end for 2 yards (tackle by Ryan Kerrigan),3.310,3.040
4,13:56,2,8,WAS 32,20,3,Le'Veon Bell right end for 3 yards (tackle by Jeremy Reaves),3.040,2.740
4,13:18,3,5,WAS 29,26,3,"Sam Darnold pass complete deep left to Jamison Crowder for 29 yards, touchdown",2.740,7.000
4,13:11,,,WAS 15,27,3,Sam Ficken kicks extra point good,0.000,0.000
4,13:11,,,NYJ 35,27,3,"Sam Ficken kicks off 63 yards, returned by Steven Sims for 19 yards (tackle by B.J. Bello). Penalty on Josh Harvey-Clemons: Offensive Holding, 10 yards",0.000,-0.370
4,13:05,1,10,WAS 11,27,3,Dwayne Haskins pass short middle intended for Trey Quinn is intercepted by Neville Hewitt at WAS-14 and returned for 9 yards,-0.370,-6.060
4,12:57,1,5,WAS 5,27,3,Le'Veon Bell right guard for 4 yards (tackle by Ryan Kerrigan and Jonathan Bostic),6.060,5.910
4,12:20,2,1,WAS 1,33,3,"Le'Veon Bell left guard for 1 yard, touchdown",5.910,7.000
4,12:15,,,WAS 15,34,3,Sam Ficken kicks extra point good,0.000,0.000
4,12:15,,,NYJ 35,34,3,"Sam Ficken kicks off 59 yards, returned by Steven Sims for 25 yards (tackle by Vyncint Smith)",0.000,1.000
4,12:09,1,10,WAS 31,34,3,Dwayne Haskins pass complete short right to Steven Sims for -3 yards (tackle by Kyle Phillips),1.000,0.060
4,11:31,2,13,WAS 28,34,3,Dwayne Haskins pass incomplete short left intended for Steven Sims,0.060,-0.630
4,11:28,3,13,WAS 28,34,3,Dwayne Haskins pass complete short middle to Jeremy Sprinkle for 15 yards (tackle by Neville Hewitt),-0.630,1.800
4,10:51,1,10,WAS 43,34,3,Dwayne Haskins pass incomplete short right intended for Hale Hentges,1.800,1.250
4,10:47,2,10,WAS 43,34,3,Dwayne Haskins pass complete short middle to Kelvin Harmon for 12 yards (tackle by Jordan Jenkins),1.250,2.590
4,10:11,1,10,NYJ 45,34,9,"Dwayne Haskins pass complete short right to Derrius Guice for 45 yards, touchdown",2.590,7.000
4,9:59,,,NYJ 2,34,11,"Two Point Attempt: Dwayne Haskins pass complete to Trey Quinn, conversion succeeds",1.000,1.000
4,9:59,,,WAS 35,34,11,"Dustin Hopkins kicks off 51 yards, returned by Braxton Berrios for 13 yards (tackle by Cam Sims)",0.000,0.740
4,9:56,1,10,NYJ 27,34,11,Ty Montgomery right guard for 9 yards (tackle by Jonathan Bostic and Montez Sweat),0.740,1.410
4,9:17,2,1,NYJ 36,34,11,"Ty Montgomery left end for 2 yards (tackle by Cole Holcomb). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",1.410,0.060
4,8:51,2,11,NYJ 26,34,11,Sam Darnold pass complete short left to Demaryius Thomas for 8 yards (tackle by Aaron Colvin),0.060,0.430
4,8:06,3,3,NYJ 34,34,11,Sam Darnold pass complete short left to Jamison Crowder for 9 yards (tackle by Jimmy Moreland),0.430,1.800
4,7:26,1,10,NYJ 43,34,11,Josh Adams left guard for 3 yards (tackle by Matthew Ioannidis),1.800,1.660
4,6:45,2,7,NYJ 46,34,11,Sam Darnold pass complete short middle to Demaryius Thomas for 17 yards (tackle by Simeon Thomas),1.660,3.120
4,6:07,1,10,WAS 37,34,11,Josh Adams left end for no gain (tackle by Treyvon Hester and Cole Holcomb),3.120,2.570
4,5:26,2,10,WAS 37,34,11,Sam Darnold pass incomplete short left,2.570,1.880
4,5:23,3,10,WAS 37,34,11,Sam Darnold pass complete short right to Demaryius Thomas for 6 yards (tackle by Aaron Colvin and Montae Nicholson),1.880,1.370
4,4:37,4,4,WAS 31,34,11,Sam Ficken 49 yard field goal no good,1.370,-1.530
4,4:31,1,10,WAS 39,34,11,Dwayne Haskins pass incomplete short middle intended for Derrius Guice,1.530,0.990
4,4:27,2,10,WAS 39,34,11,Dwayne Haskins pass incomplete short middle intended for Jeremy Sprinkle,0.990,0.300
4,4:21,3,10,WAS 39,34,11,Dwayne Haskins pass incomplete short right,0.300,-0.780
4,4:17,4,10,WAS 39,34,11,Tress Way punts 58 yards downed by Jeremy Reaves,-0.780,0.380
4,4:05,1,10,NYJ 3,34,11,Josh Adams right tackle for 2 yards (tackle by Jonathan Bostic),-0.380,-0.630
4,3:22,2,8,NYJ 5,34,11,Josh Adams right guard for 1 yard (tackle by Jeremy Reaves),-0.630,-1.070
4,3:18,,,,,,Timeout #2 by Washington Redskins,,
4,3:18,3,7,NYJ 6,34,11,Sam Darnold pass incomplete short middle,-1.070,-2.490
4,3:14,4,7,NYJ 6,34,11,"Lac Edwards punts 43 yards, returned by Trey Quinn for no gain (tackle by Maurice Canady)",-2.490,-2.320
4,3:06,1,10,NYJ 49,34,11,"Penalty on Kelvin Harmon: False Start, 5 yards (no play)",2.320,1.990
4,3:06,1,15,WAS 46,34,11,Dwayne Haskins pass complete deep left to Terry McLaurin for 41 yards,1.990,4.710
4,2:58,1,10,NYJ 13,34,11,Dwayne Haskins pass incomplete short middle intended for Hale Hentges,4.710,4.050
4,2:53,2,10,NYJ 13,34,11,Dwayne Haskins pass complete short middle to Terry McLaurin for 8 yards (tackle by Marcus Maye),4.050,4.780
4,2:10,3,2,NYJ 5,34,11,Dwayne Haskins up the middle for 4 yards (tackle by Brian Poole),4.780,6.970
4,2:00,1,1,NYJ 1,34,11,Dwayne Haskins pass incomplete short middle intended for Michael Burton,6.970,5.910
4,1:56,2,1,NYJ 1,34,11,Derrius Guice up the middle for no gain (tackle by Nathan Shepherd and James Burgess),5.910,5.170
4,1:15,3,1,NYJ 1,34,17,"Dwayne Haskins pass complete short middle to Jeremy Sprinkle for 1 yard, touchdown",5.170,7.000
4,1:11,,,NYJ 2,34,17,"Two Point Attempt: Dwayne Haskins pass incomplete intended for Kelvin Harmon, conversion fails. Penalty on Maurice Canady: Defensive Pass Interference, 1 yard (no play)",1.000,1.000
4,1:11,,,NYJ 1,34,17,"Two Point Attempt: Dwayne Haskins pass incomplete intended for Hale Hentges, conversion fails",1.000,-1.000
4,1:11,,,WAS 35,34,17,"Dustin Hopkins kicks onside 9 yards,. Penalty on Jimmy Moreland: Illegal Touch Kick. Penalty on Jimmy Moreland: Illegal Formation",0.000,2.650
4,1:11,1,10,WAS 44,34,17,Sam Darnold kneels for -2 yards,2.650,1.840
4,0:37,2,12,WAS 46,34,17,Sam Darnold kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
