Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
2,13:07,,,JAX 35,3,13,"Josh Scobee kicks off 66 yards, touchback",0.000,0.280
2,13:07,1,10,NWE 20,3,13,Brandon Bolden up the middle for 1 yard (tackle by Terrance Knighton),0.280,-0.130
2,12:31,2,9,NWE 21,3,13,Tom Brady pass incomplete short middle intended for Aaron Hernandez,-0.130,-0.820
2,12:27,3,9,NWE 21,3,13,Tom Brady pass incomplete short left intended for Wes Welker,-0.820,-1.960
2,12:19,4,9,NWE 21,3,13,"Zoltan Mesko punts 47 yards, returned by Jordan Shipley for 8 yards (tackle by Trevor Scott)",-1.960,-1.600
2,12:09,1,10,JAX 40,3,13,Richard Murphy right end for 8 yards (tackle by Rob Ninkovich),1.600,2.130
2,11:30,2,2,JAX 48,3,13,Montell Owens up the middle for 1 yard (tackle by Vince Wilfork),2.130,1.550
2,10:52,3,1,JAX 49,3,13,Chad Henne pass incomplete short left intended for Jordan Shipley,1.550,-0.130
2,10:48,4,1,JAX 49,3,13,"Bryan Anger punts 43 yards, returned by Wes Welker for 10 yards (tackle by Antwon Blake)",-0.130,-0.040
2,10:38,1,10,NWE 18,3,13,Danny Woodhead up the middle for 2 yards (tackle by Jason Babin),0.040,-0.130
2,10:03,2,8,NWE 20,3,13,Brandon Bolden up the middle for 4 yards (tackle by Dawan Landry),-0.130,-0.400
2,9:33,3,4,NWE 24,3,13,Tom Brady pass complete short middle to Aaron Hernandez for 13 yards (tackle by Chris Prosinski),-0.400,1.400
2,8:52,1,10,NWE 37,3,13,Tom Brady pass complete short right to Deion Branch for 6 yards (tackle by Rashean Mathis),1.400,1.670
2,8:26,2,4,NWE 43,3,13,Tom Brady pass complete short left to Deion Branch for 6 yards (tackle by Chris Prosinski),1.670,2.190
2,7:50,1,10,NWE 49,3,13,Tom Brady pass incomplete deep left intended for Brandon Lloyd (defended by Derek Cox),2.190,1.650
2,7:43,2,10,NWE 49,3,13,Tom Brady pass complete short left to Danny Woodhead for 24 yards,1.650,3.780
2,7:17,1,10,JAX 27,3,13,Danny Woodhead left end for 4 yards (tackle by D'Anthony Smith),3.780,3.770
2,6:48,2,6,JAX 23,3,13,Brandon Bolden up the middle for -2 yards (tackle by Jeremy Mincey),3.770,2.810
2,6:06,3,8,JAX 25,3,13,"Tom Brady pass complete short middle to Aaron Hernandez for 14 yards (tackle by Dawan Landry). Penalty on Aaron Hernandez: Illegal Motion, 5 yards (no play)",2.810,2.150
2,5:37,3,13,JAX 30,3,13,Tom Brady pass incomplete short right intended for Danny Woodhead (defended by Jeremy Mincey),2.150,1.410
2,5:29,4,13,JAX 30,6,13,Stephen Gostkowski 49 yard field goal good,1.410,3.000
2,5:25,,,NWE 35,6,13,"Stephen Gostkowski kicks off 60 yards, returned by Keith Toston for 16 yards (tackle by Brandon Bolden)",0.000,0.340
2,5:20,1,10,JAX 21,6,13,"Montell Owens right end for 3 yards (tackle by Aqib Talib). Penalty on Marcedes Lewis: Offensive Holding, 10 yards (no play)",0.340,-0.720
2,4:53,1,20,JAX 11,6,13,Chad Henne pass incomplete short right intended for Cecil Shorts,-0.720,-1.510
2,4:48,2,20,JAX 11,6,13,Chad Henne pass complete short left to Isaiah Stanback for 6 yards (tackle by Kyle Arrington),-1.510,-1.590
2,4:07,3,14,JAX 17,6,13,Chad Henne pass incomplete short middle intended for Jordan Shipley (defended by Tracy White),-1.590,-2.320
2,4:03,4,14,JAX 17,6,13,"Bryan Anger punts 65 yards, returned by Wes Welker for 16 yards (tackle by Antwon Blake)",-2.320,-1.200
2,3:49,1,10,NWE 34,6,13,Tom Brady pass complete short middle to Daniel Fells for 8 yards (tackle by Paul Posluszny),1.200,1.740
2,3:30,2,2,NWE 42,6,13,Danny Woodhead up the middle for 1 yard (tackle by D'Anthony Smith),1.740,1.160
2,2:55,3,1,NWE 43,6,13,Stevan Ridley right end for 2 yards (tackle by Paul Posluszny),1.160,1.930
2,2:13,1,10,NWE 45,6,13,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Chris Prosinski),1.930,2.190
2,2:00,2,4,JAX 49,6,13,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Mike Harris),2.190,2.850
2,1:37,1,10,JAX 41,6,13,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by Chris Prosinski),2.850,3.580
2,1:14,1,10,JAX 30,6,13,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by D'Anthony Smith),3.580,4.110
2,0:54,2,2,JAX 22,6,13,Tom Brady pass complete short left to Brandon Lloyd for 8 yards (tackle by Derek Cox),4.110,4.650
2,0:28,1,10,JAX 14,6,13,Tom Brady pass incomplete short right intended for Danny Woodhead,4.650,4.000
2,0:23,2,10,JAX 14,12,13,"Tom Brady pass complete short left to Danny Woodhead for 14 yards, touchdown",4.000,7.000
2,0:23,,,JAX 2,13,13,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:18,,,NWE 35,13,13,"Stephen Gostkowski kicks off 44 yards, returned by Zach Potter for 11 yards (tackle by Nate Ebner)",0.000,0.000
2,0:14,,,,13,13,Timeout #1 by New England Patriots,0.000,1.070
2,0:14,1,10,JAX 32,13,13,Chad Henne pass incomplete short middle intended for Toney Clemons,1.070,0.530
2,0:10,2,10,JAX 32,13,13,Chad Henne pass complete short middle to Justin Blackmon for 9 yards (tackle by Tavon Wilson),0.530,0.000
2,0:05,,,,13,13,Timeout #1 by Jacksonville Jaguars,0.000,1.030
2,0:04,3,1,JAX 41,13,13,Chad Henne pass complete deep middle to Jordan Shipley for 19 yards (tackle by Steve Gregory),1.030,2.920
Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,13,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,13,13,Tom Brady pass complete short left to Brandon Lloyd for 9 yards,0.280,0.950
3,14:45,2,1,NWE 29,13,13,Stevan Ridley up the middle for 5 yards (tackle by Paul Posluszny),0.950,1.200
3,14:18,1,10,NWE 34,13,13,Tom Brady pass complete short middle to Brandon Lloyd for 16 yards (tackle by Derek Cox),1.200,2.260
3,13:55,1,10,,13,13,Stevan Ridley right end for 1 yard (tackle by Mike Harris),2.260,1.850
3,13:22,2,9,JAX 49,13,13,Tom Brady pass complete short right to Brandon Lloyd for 14 yards (tackle by Rashean Mathis),1.850,3.250
3,12:48,1,10,JAX 35,13,13,Stevan Ridley up the middle for 12 yards (tackle by Paul Posluszny),3.250,4.040
3,12:27,1,10,JAX 23,13,13,Stevan Ridley left end for 3 yards (tackle by Tyson Alualu),4.040,3.900
3,11:59,2,7,JAX 20,13,13,Tom Brady pass incomplete short left intended for Brandon Lloyd,3.900,3.200
3,11:54,3,7,JAX 20,13,13,Tom Brady pass incomplete short right intended for Danny Woodhead (defended by Jeremy Mincey),3.200,2.120
3,11:48,4,7,JAX 20,16,13,Stephen Gostkowski 38 yard field goal good,2.120,3.000
3,11:44,,,NWE 35,16,13,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
3,11:44,1,10,JAX 20,16,13,Chad Henne pass incomplete deep middle intended for Cecil Shorts,0.280,-0.270
3,11:38,2,10,JAX 20,16,13,Chad Henne pass complete short middle to Cecil Shorts for 5 yards (tackle by Jerod Mayo),-0.270,-0.300
3,11:02,3,5,JAX 25,16,13,"Chad Henne pass incomplete short left intended for Cecil Shorts. Penalty on Kyle Arrington: Defensive Pass Interference, 5 yards (no play)",-0.300,0.940
3,10:57,1,10,JAX 30,16,13,Montell Owens up the middle for 5 yards (tackle by Tracy White),0.940,1.070
3,10:24,2,5,JAX 35,16,13,Montell Owens up the middle for -2 yards (tackle by Marquice Cole),1.070,0.100
3,9:45,3,7,JAX 33,16,13,Chad Henne pass incomplete short right intended for Cecil Shorts,0.100,-1.180
3,9:39,4,7,JAX 33,16,13,"Bryan Anger punts 59 yards, fair catch by Wes Welker",-1.180,0.380
3,9:31,1,10,NWE 8,16,13,Stevan Ridley right end for 4 yards (tackle by Dawan Landry),-0.380,-0.490
3,9:01,2,6,NWE 12,16,13,Tom Brady pass incomplete short middle intended for Aaron Hernandez,-0.490,-0.950
3,8:58,3,6,NWE 12,16,13,Tom Brady pass incomplete short middle intended for Deion Branch (defended by Derek Cox),-0.950,-2.490
3,8:51,4,6,NWE 12,16,13,"Zoltan Mesko punts 51 yards, returned by Jordan Shipley for 2 yards (tackle by Marquice Cole)",-2.490,-1.530
3,8:40,1,10,JAX 39,16,13,Richard Murphy right end for 6 yards (tackle by Jerod Mayo),1.530,1.800
3,8:15,2,4,JAX 45,16,13,Chad Henne up the middle for 7 yards,1.800,0.000
3,7:23,,,,16,13,Timeout #1 by Jacksonville Jaguars,0.000,2.390
3,7:23,1,10,NWE 48,16,13,Montell Owens up the middle for -2 yards (tackle by Kyle Arrington),2.390,1.580
3,6:44,2,12,,16,13,Chad Henne pass incomplete short right intended for Justin Blackmon is intercepted by Marquice Cole at NWE-40,1.580,-1.600
3,6:39,1,10,NWE 40,16,13,"Tom Brady sacked by Jeremy Mincey for -4 yards. Penalty on Jeremy Mincey: Roughing the Passer, 15 yards",1.600,2.320
3,6:15,1,10,JAX 49,16,13,Tom Brady sacked by Russell Allen for -7 yards,2.320,0.840
3,5:37,2,17,NWE 44,16,13,Tom Brady pass complete short left to Brandon Lloyd for 7 yards (tackle by Derek Cox),0.840,1.090
3,5:10,3,10,JAX 49,16,13,Tom Brady pass incomplete short middle intended for Wes Welker,1.090,0.000
3,5:04,4,10,JAX 49,16,13,"Zoltan Mesko punts 39 yards, fair catch by Jordan Shipley",0.000,0.380
3,4:57,1,10,JAX 10,16,13,Montell Owens right end for 1 yard (tackle by Tavon Wilson),-0.380,-0.710
3,4:30,2,9,JAX 11,16,13,Chad Henne pass complete short right to Greg Jones for 6 yards (tackle by Rob Ninkovich),-0.710,-0.600
3,3:48,3,3,JAX 17,16,13,Chad Henne pass incomplete short middle intended for Marcedes Lewis (defended by Brandon Deaderick),-0.600,-2.320
3,3:42,4,3,JAX 17,16,13,"Bryan Anger punts 58 yards, returned by Wes Welker for 16 yards (tackle by Russell Allen)",-2.320,-1.660
3,3:32,1,10,NWE 41,16,13,Stevan Ridley up the middle for 4 yards (tackle by Russell Allen),1.660,1.660
3,3:09,2,6,NWE 45,16,13,Wes Welker left end for 9 yards (tackle by Jason Babin and Mike Harris),1.660,2.520
3,2:26,1,10,JAX 46,16,13,Stevan Ridley left end for 4 yards (tackle by Kyle Bosworth),2.520,2.520
3,1:54,2,6,JAX 42,16,13,Tom Brady pass complete deep left to Wes Welker for 25 yards (tackle by Chris Prosinski),2.520,4.440
3,1:17,1,10,JAX 17,16,13,Stevan Ridley right end for 7 yards (tackle by Kyle Bosworth),4.440,5.100
3,0:51,2,3,JAX 10,16,13,Tom Brady pass complete short right to Brandon Lloyd for 8 yards (tackle by Derek Cox),5.100,6.740
3,0:28,1,2,JAX 2,16,13,Brandon Bolden right end for 1 yard (tackle by Russell Allen),6.740,5.910
Quarter,Time,Down,ToGo,Location,NWE,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,JAX 1,16,13,Brandon Bolden up the middle for -1 yards (tackle by Jason Babin),5.910,4.950
4,14:20,3,2,JAX 2,22,13,"Tom Brady pass complete short right to Wes Welker for 2 yards, touchdown. Penalty on Derek Cox: Defensive Holding (Declined)",4.950,7.000
4,14:20,,,JAX 2,23,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,14:15,,,NWE 35,23,13,"Stephen Gostkowski kicks off 61 yards, returned by Richard Murphy for 16 yards (tackle by Tracy White)",0.000,0.280
4,14:09,1,10,JAX 20,23,13,Chad Henne right end for 15 yards,0.280,1.270
4,13:33,1,10,JAX 35,23,13,Richard Murphy up the middle for 1 yard (tackle by Jerod Mayo),1.270,0.860
4,12:52,2,9,JAX 36,23,13,Chad Henne pass complete short middle to Jordan Shipley for 4 yards (tackle by Tracy White),0.860,0.700
4,12:12,3,5,JAX 40,23,13,Chad Henne pass complete short left to Justin Blackmon for 18 yards,0.700,2.790
4,11:56,1,10,NWE 42,23,13,Richard Murphy left end for 4 yards (tackle by Tavon Wilson),2.790,2.780
4,11:14,2,6,NWE 38,23,13,Chad Henne pass complete short right to Cecil Shorts for 4 yards (tackle by Marquice Cole),2.780,2.610
4,10:35,3,2,NWE 34,23,13,Chad Henne pass complete short middle to Montell Owens for 3 yards (tackle by Tracy White),2.610,3.510
4,10:07,1,10,NWE 31,23,13,Montell Owens right end for 6 yards (tackle by Jerod Mayo),3.510,3.780
4,9:25,2,4,NWE 25,23,13,Richard Murphy up the middle for 1 yard (tackle by Dont'a Hightower and Jerod Mayo),3.780,3.200
4,8:50,3,3,NWE 24,23,13,Chad Henne pass incomplete short middle intended for Richard Murphy (defended by Dont'a Hightower),3.200,1.970
4,8:47,4,3,NWE 24,23,16,Josh Scobee 42 yard field goal good,1.970,3.000
4,8:42,,,JAX 35,23,16,"Josh Scobee kicks off 72 yards, touchback",0.000,0.280
4,8:42,1,10,NWE 20,23,16,Tom Brady pass incomplete short left intended for Brandon Lloyd,0.280,-0.270
4,8:33,2,10,NWE 20,23,16,Tom Brady pass complete short middle to Wes Welker for 5 yards (tackle by Paul Posluszny),-0.270,-0.300
4,7:53,3,5,NWE 25,23,16,Tom Brady pass incomplete short right intended for Aaron Hernandez,-0.300,-1.700
4,7:48,4,5,NWE 25,23,16,"Zoltan Mesko punts 56 yards, returned by Jordan Shipley for 15 yards (tackle by Danny Aiken)",-1.700,-1.200
4,7:37,1,10,JAX 34,23,16,Chad Henne pass complete short left to Justin Blackmon for 9 yards (tackle by Patrick Chung),1.200,1.870
4,7:10,2,1,JAX 43,23,16,Chad Henne pass complete short left to Justin Blackmon for 17 yards,1.870,2.920
4,6:52,1,10,NWE 40,23,16,Chad Henne pass complete short right to Jordan Shipley for 5 yards,2.920,3.050
4,6:26,2,5,NWE 35,23,16,Chad Henne pass complete short right to Cecil Shorts for 18 yards (tackle by Patrick Chung),3.050,4.440
4,6:05,1,10,NWE 17,23,16,Chad Henne pass complete short right to Montell Owens for 9 yards (tackle by Devin McCourty),4.440,5.480
4,5:30,2,1,NWE 8,23,16,Richard Murphy up the middle for 2 yards (tackle by Brandon Deaderick and Dont'a Hightower),5.480,5.830
4,4:52,1,6,NWE 6,23,16,Chad Henne pass complete short right to Justin Blackmon for 5 yards (tackle by Kyle Arrington),5.830,5.910
4,4:45,2,1,NWE 1,23,16,Greg Jones up the middle for no gain (tackle by Tracy White and Devin McCourty),5.910,5.170
4,4:06,3,1,NWE 1,23,16,"Penalty on Zach Potter: False Start, 4 yards (no play)",5.170,4.260
4,4:06,3,5,NWE 5,23,16,Chad Henne sacked by Dont'a Hightower for -5 yards,4.260,0.000
4,3:32,,,,23,16,Timeout #1 by New England Patriots,0.000,2.760
4,3:32,4,10,NWE 10,23,16,"Chad Henne pass incomplete short middle intended for Cecil Shorts is intercepted by Patrick Chung at NWE-1 and returned for 27 yards (tackle by Guy Whimper). Penalty on Vince Wilfork: Unnecessary Roughness, 14 yards",2.760,0.280
4,3:14,1,10,NWE 14,23,16,Stevan Ridley left end for 1 yard (tackle by D'Anthony Smith),-0.280,-0.640
4,2:56,2,9,NWE 15,23,16,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Chris Prosinski),-0.640,0.000
4,2:51,,,,23,16,Timeout #2 by Jacksonville Jaguars,0.000,-0.680
4,2:51,3,4,NWE 20,23,16,Tom Brady pass complete short left to Michael Hoomanawanui for 14 yards (tackle by Russell Allen),-0.680,1.200
4,2:03,1,10,NWE 34,23,16,Stevan Ridley up the middle for 2 yards (tackle by Russell Allen),1.200,0.930
4,1:58,2,8,NWE 36,23,16,Stevan Ridley left end for 1 yard (tackle by George Selvie),0.930,0.000
4,1:54,,,,23,16,Timeout #3 by Jacksonville Jaguars,0.000,0.370
4,1:54,3,7,NWE 37,23,16,Tom Brady sacked by Tyson Alualu for -10 yards,0.370,-1.570
4,0:59,4,17,NWE 27,23,16,"Zoltan Mesko punts 46 yards, returned by Jordan Shipley for 11 yards (tackle by Mike Rivera)",-1.570,-1.470
4,0:54,1,10,JAX 38,23,16,"Chad Henne pass incomplete short middle intended for Cecil Shorts. Penalty on Patrick Chung: Unnecessary Roughness, 15 yards (no play)",1.470,2.460
4,0:54,1,10,NWE 47,23,16,Chad Henne pass incomplete short right intended for Jordan Shipley,2.460,1.910
4,0:49,2,10,NWE 47,23,16,Chad Henne pass incomplete deep middle intended for Jordan Shipley,1.910,1.220
4,0:49,3,10,NWE 47,23,16,Chad Henne pass incomplete short right intended for Jordan Shipley,1.220,0.130
4,0:39,4,10,NWE 47,23,16,Chad Henne pass complete deep right to Toney Clemons for 17 yards (tackle by Devin McCourty),0.130,3.580
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:39,1,10,NWE 30,23,16,Chad Henne spiked the ball,3.580,3.030
4,0:21,2,10,NWE 30,23,16,Chad Henne pass complete short middle to Jordan Shipley for 18 yards (tackle by Marquice Cole),3.030,4.780
4,0:08,1,10,NWE 12,23,16,Chad Henne spiked the ball,4.780,4.100
4,0:08,2,10,NWE 12,23,16,Chad Henne pass incomplete short middle intended for Toney Clemons,4.100,3.120
4,0:05,3,10,NWE 12,23,16,Chad Henne pass incomplete deep middle intended for Justin Blackmon is intercepted by Patrick Chung at NWE--8,3.120,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
