Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
,,,,,,,"NWE challenged the runner was in bounds ruling, and the play was upheld.",,
2,3:25,3,1,KAN 1,3,13,"Tom Brady middle for 1 yard, touchdown",5.170,7.000
2,3:25,,,KAN 1,3,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,3:25,,,NWE 35,3,14,"Stephen Gostkowski kicks off 65 yards, touchback. Penalty on Nate Ebner: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,3:25,,,NWE 30,3,14,"Stephen Gostkowski kicks off 70 yards, returned by Knile Davis for 34 yards (tackle by Darius Fleming)",0.000,-1.200
2,3:16,1,10,KAN 34,3,14,Charcandrick West left tackle for 17 yards (tackle by Devin McCourty),1.200,2.320
2,2:35,1,10,NWE 49,3,14,Alex Smith pass incomplete deep left intended for Albert Wilson,2.320,1.780
2,2:28,2,10,NWE 49,3,14,Charcandrick West left guard for 3 yards (tackle by Alan Branch and Jamie Collins),1.780,1.490
2,2:00,3,7,NWE 46,3,14,Alex Smith pass complete deep right to Jason Avant for 26 yards (tackle by Devin McCourty),1.490,4.240
2,1:30,1,10,NWE 20,3,14,Knile Davis right end for 3 yards (tackle by Jamie Collins),4.240,4.120
2,0:50,2,7,NWE 17,3,14,Alex Smith pass complete short middle to Travis Kelce for 6 yards (tackle by Dont'a Hightower),4.120,4.120
2,0:40,2,7,NWE 17,3,14,Timeout #3 by Kansas City Chiefs,4.120,4.590
2,0:40,3,1,NWE 11,3,14,Alex Smith right guard for 2 yards (tackle by Jamie Collins and Patrick Chung),4.590,5.140
2,0:25,1,9,NWE 9,3,14,Alex Smith spiked the ball,5.140,4.380
2,0:25,2,9,NWE 9,3,14,Alex Smith pass incomplete short middle intended for Travis Kelce,4.380,3.360
2,0:21,3,9,NWE 9,3,14,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",3.360,3.360
2,0:21,3,9,NWE 9,3,14,Timeout #2 by New England Patriots,3.360,3.000
2,0:21,3,14,NWE 14,3,14,Alex Smith pass incomplete short left intended for Chris Conley,3.000,2.510
2,0:16,4,14,NWE 14,6,14,Cairo Santos 32 yard field goal good,2.510,3.000
2,0:16,,,KAN 35,6,14,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,NWE 20,6,14,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,6,14,"Stephen Gostkowski kicks off 73 yards, returned by Knile Davis for 33 yards (tackle by Nate Ebner)",0.000,-0.610
3,14:55,1,10,KAN 25,6,14,Alex Smith left tackle for no gain (tackle by Malcom Brown and Dont'a Hightower),0.610,0.060
3,14:20,2,10,KAN 25,6,14,Alex Smith pass incomplete short right intended for Albert Wilson,0.060,-0.620
3,14:13,3,10,KAN 25,6,14,Alex Smith pass complete short right to Jeremy Maclin for 12 yards,-0.620,1.400
3,13:37,1,10,KAN 37,6,14,"Knile Davis middle for 4 yards (tackle by Patrick Chung). Penalty on Jah Reid: Offensive Holding, 10 yards (no play)",1.400,0.740
3,13:10,1,20,KAN 27,6,14,Alex Smith pass complete short left to Chris Conley for 10 yards (tackle by Jamie Collins),0.740,0.860
3,12:28,2,10,KAN 37,6,14,"Alex Smith pass incomplete deep left intended for Jason Avant. Penalty on Justin Coleman: Defensive Holding, 5 yards (no play)",0.860,1.730
3,12:23,1,10,KAN 42,6,14,Knile Davis middle for 5 yards (tackle by Malcom Brown and Devin McCourty),1.730,1.860
3,11:50,2,5,KAN 47,6,14,Knile Davis left end for 11 yards (tackle by Patrick Chung),1.860,2.790
3,11:26,1,10,NWE 42,6,14,Charcandrick West left end for 2 yards (tackle by Devin McCourty),2.790,2.510
3,10:44,2,8,NWE 40,6,14,"Alex Smith pass complete short left to Knile Davis for 9 yards (tackle by Chandler Jones). Knile Davis fumbles (forced by Chandler Jones), recovered by Dont'a Hightower at NWE-31 (tackle by Jah Reid)",2.510,-1.000
3,10:31,1,10,NWE 31,6,14,Tom Brady pass complete short middle to Rob Gronkowski for 18 yards (tackle by Tyvon Branch),1.000,2.190
3,10:09,1,10,NWE 49,6,14,Julian Edelman left end for 11 yards (tackle by Ron Parker),2.190,2.920
3,9:34,1,10,KAN 40,6,14,Tom Brady pass complete short left to Julian Edelman for 14 yards (tackle by Sean Smith),2.920,3.840
3,9:03,1,10,KAN 26,6,14,Tom Brady pass complete short left to James White for 10 yards,3.840,4.510
3,8:29,1,10,KAN 16,6,20,"Tom Brady pass complete short left to Rob Gronkowski for 16 yards, touchdown",4.510,7.000
3,8:29,,,KAN 16,6,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,8:29,,,NWE 35,6,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,8:24,1,10,KAN 20,6,21,Alex Smith pass incomplete short right intended for Charcandrick West,0.280,-0.270
3,8:19,2,10,KAN 20,6,21,Charcandrick West left guard for 3 yards (tackle by Jonathan Freeny and Akiem Hicks),-0.270,-0.560
3,7:39,3,7,KAN 23,6,21,Alex Smith pass complete deep left to Jason Avant for 26 yards (tackle by Logan Ryan),-0.560,2.190
3,7:12,1,10,KAN 49,6,21,Knile Davis left end for 2 yards (tackle by Chandler Jones and Jonathan Freeny),2.190,1.920
3,6:32,2,8,NWE 49,6,21,Alex Smith pass complete short left to Travis Kelce for 13 yards (tackle by Patrick Chung),1.920,3.180
3,6:05,1,10,NWE 36,6,21,Alex Smith pass complete short right to Knile Davis for 4 yards (tackle by Patrick Chung),3.180,3.180
3,5:37,2,6,NWE 32,6,21,Charcandrick West middle for 3 yards (tackle by Chandler Jones and Darius Fleming),3.180,2.870
3,4:51,3,3,NWE 29,6,21,Alex Smith for 7 yards,2.870,4.110
3,4:18,1,10,NWE 22,6,21,Charcandrick West left guard for -1 yards (tackle by Logan Ryan),4.110,3.430
3,3:36,2,11,NWE 23,6,21,Alex Smith pass complete short middle to Albert Wilson for 8 yards (tackle by Logan Ryan),3.430,3.930
3,2:50,3,3,NWE 15,6,21,Alex Smith pass incomplete short left intended for Chris Conley (defended by Justin Coleman),3.930,2.540
3,2:45,4,3,NWE 15,6,21,"Alex Smith pass complete short left to Jason Avant for 4 yards (tackle by Logan Ryan). Penalty on Akiem Hicks: Illegal Use of Hands, 5 yards (no play)",2.540,4.910
3,2:17,1,10,NWE 10,12,21,"Alex Smith pass complete short right to Albert Wilson for 10 yards, touchdown",4.910,7.000
3,2:17,,,NWE 10,13,21,Cairo Santos kicks extra point good,0.000,0.000
3,2:17,,,KAN 35,13,21,"Cairo Santos kicks off 70 yards, returned by Keshawn Martin for 26 yards (tackle by Demetrius Harris)",0.000,-0.340
3,2:07,1,10,NWE 21,13,21,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Derrick Johnson),0.340,1.020
3,1:40,2,1,NWE 30,13,21,Tom Brady pass complete short left to James White for 29 yards (tackle by Eric Berry),1.020,2.850
3,0:58,1,10,KAN 41,13,21,James White right end for 5 yards (tackle by Tyvon Branch),2.850,2.980
3,0:41,2,5,KAN 36,13,21,Tom Brady pass complete short middle to Julian Edelman for 14 yards (tackle by Derrick Johnson),2.980,4.110
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 22,13,21,Tom Brady pass incomplete short right intended for Brandon LaFell (defended by Marcus Peters),4.110,3.560
4,14:57,2,10,KAN 22,13,21,Tom Brady pass incomplete deep left intended for Keshawn Martin,3.560,2.870
4,14:53,3,10,KAN 22,13,21,Tom Brady pass incomplete short left intended for Keshawn Martin,2.870,1.990
4,14:49,4,10,KAN 22,13,24,Stephen Gostkowski 40 yard field goal good,1.990,3.000
4,14:49,,,NWE 35,13,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,14:46,1,10,KAN 20,13,24,Charcandrick West middle for no gain (tackle by Alan Branch and Jonathan Freeny),0.280,-0.270
4,14:11,2,10,KAN 20,13,24,Alex Smith pass complete short right to Chris Conley for no gain,-0.270,-0.960
4,13:24,3,10,KAN 20,13,24,Alex Smith sacked by Chandler Jones for -3 yards,-0.960,-2.320
4,12:39,4,13,KAN 17,13,24,"Penalty on Dustin Colquitt: Delay of Game, 5 yards (no play)",-2.320,-2.490
4,12:37,4,18,KAN 12,13,24,"Dustin Colquitt punts 42 yards, returned by Danny Amendola for 22 yards (tackle by James Winchester)",-2.490,-3.450
4,12:26,1,10,KAN 32,13,24,Tom Brady pass complete short left to Keshawn Martin for 15 yards (tackle by Sean Smith),3.450,4.440
4,11:47,1,10,KAN 17,13,24,Steven Jackson left tackle for 2 yards (tackle by Eric Berry),4.440,4.150
4,11:09,2,8,KAN 15,13,24,Tom Brady pass complete short right to Rob Gronkowski for 2 yards (tackle by Marcus Peters),4.150,3.680
4,10:29,3,6,KAN 13,13,24,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Marcus Peters),3.680,2.590
4,10:24,4,6,KAN 13,13,27,Stephen Gostkowski 32 yard field goal good,2.590,3.000
4,10:24,,,NWE 35,13,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,10:20,1,10,KAN 20,13,27,Alex Smith pass complete short left to Charcandrick West for 9 yards (tackle by Logan Ryan),0.280,0.950
4,9:51,2,1,KAN 29,13,27,Alex Smith pass complete short right to Travis Kelce for no gain,0.950,0.230
4,9:16,3,1,KAN 29,13,27,Alex Smith pass complete short right to Albert Wilson for 8 yards (tackle by Malcolm Butler),0.230,1.400
4,8:48,1,10,KAN 37,13,27,Alex Smith pass complete short middle to Albert Wilson for 12 yards (tackle by Malcolm Butler),1.400,2.190
4,8:20,1,10,KAN 49,13,27,Charcandrick West right tackle for no gain (tackle by Malcom Brown),2.190,1.650
4,7:51,2,10,KAN 49,13,27,Alex Smith pass incomplete short right intended for Albert Wilson (defended by Dont'a Hightower),1.650,0.960
4,7:45,3,10,KAN 49,13,27,Alex Smith pass incomplete deep left intended for Chris Conley (defended by Devin McCourty),0.960,-0.130
,,,,,,,"NWE challenged the incomplete pass ruling, and the play was upheld.",,
4,7:38,4,10,KAN 49,13,27,Alex Smith pass incomplete deep right intended for Albert Wilson (defended by Duron Harmon),-0.130,-2.390
4,7:28,1,10,KAN 48,13,27,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Marcus Peters),2.390,2.660
4,6:51,2,4,KAN 42,13,27,Tom Brady pass incomplete,2.660,1.950
4,6:42,3,4,KAN 42,13,27,Tom Brady pass incomplete short right intended for Rob Gronkowski,1.950,0.460
4,6:39,4,4,KAN 42,13,27,"Ryan Allen punts 42 yards, touchback",0.460,-0.280
4,6:29,1,10,KAN 20,13,27,Alex Smith for 2 yards,0.280,0.000
4,6:00,2,8,KAN 22,13,27,Alex Smith pass incomplete deep right intended for Albert Wilson (defended by Malcolm Butler),0.000,-0.690
4,5:52,3,8,KAN 22,13,27,Alex Smith pass complete short left to Chris Conley for 16 yards (tackle by Justin Coleman),-0.690,1.470
4,5:21,1,10,KAN 38,13,27,Alex Smith pass incomplete deep right intended for Albert Wilson,1.470,0.920
4,5:16,2,10,KAN 38,13,27,Alex Smith pass complete short right to Chris Conley for 2 yards,0.920,0.500
4,4:51,3,8,KAN 40,13,27,Alex Smith pass incomplete short left intended for Knile Davis,0.500,-0.720
4,4:42,4,8,KAN 40,13,27,Alex Smith pass complete short middle to Jason Avant for 13 yards (tackle by Logan Ryan),-0.720,2.460
4,4:17,1,10,NWE 47,13,27,Alex Smith left end for 9 yards (tackle by Dont'a Hightower),2.460,3.130
4,4:07,2,1,NWE 38,13,27,Alex Smith pass complete short middle to Charcandrick West for 6 yards (tackle by Rob Ninkovich),3.130,3.450
4,3:38,1,10,NWE 32,13,27,Alex Smith for 6 yards,3.450,3.450
4,3:30,1,10,NWE 32,13,27,Timeout #2 by New England Patriots,3.450,3.710
4,3:30,2,4,NWE 26,13,27,Alex Smith middle for 6 yards (tackle by Jabaal Sheard),3.710,4.240
4,3:00,1,10,NWE 20,13,27,Alex Smith pass complete short left to Albert Wilson for 19 yards (tackle by Malcolm Butler),4.240,6.970
4,2:33,1,1,NWE 1,13,27,Charcandrick West right guard for -1 yards (tackle by Jabaal Sheard and Dekoda Watson),6.970,5.720
4,2:00,2,2,NWE 2,13,27,"Penalty on Eric Fisher: False Start, 5 yards (no play)",5.720,4.760
4,2:00,2,7,NWE 7,13,27,Alex Smith pass complete short right to Jason Avant for 4 yards (tackle by Logan Ryan),4.760,4.720
4,1:27,3,3,NWE 3,13,27,"Alex Smith pass incomplete short right intended for Jason Avant. Penalty on Logan Ryan: Defensive Pass Interference, 2 yards (no play)",4.720,6.970
4,1:22,1,1,NWE 1,13,27,Alex Smith pass incomplete short left intended for Chris Conley,6.970,5.910
4,1:18,2,1,NWE 1,19,27,"Charcandrick West right end for 1 yard, touchdown",5.910,7.000
4,1:18,,,NWE 1,20,27,Cairo Santos kicks extra point good,0.000,0.000
4,1:18,,,KAN 35,20,27,"Cairo Santos kicks onside 9 yards, recovered by Rob Gronkowski",0.000,-2.650
4,1:12,1,10,KAN 44,20,27,Steven Jackson middle for -2 yards (tackle by Eric Berry),2.650,2.650
4,1:08,1,10,KAN 44,20,27,Timeout #1 by Kansas City Chiefs,2.650,1.840
4,1:08,2,12,KAN 46,20,27,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by Marcus Peters),1.840,1.840
4,1:01,2,12,KAN 46,20,27,Timeout #2 by Kansas City Chiefs,1.840,3.310
4,1:01,1,10,KAN 34,20,27,Tom Brady kneels for -2 yards,3.310,3.310
4,0:59,1,10,KAN 34,20,27,Timeout #3 by Kansas City Chiefs,3.310,2.500
4,0:59,2,12,KAN 36,20,27,Tom Brady kneels for -1 yards,2.500,1.690
4,0:32,3,13,KAN 37,20,27,Tom Brady kneels for -1 yards,1.690,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
