Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
2,12:31,1,10,MIA 49,3,7,Cleo Lemon pass incomplete deep right intended for Chris Chambers,2.190,1.650
2,12:23,2,10,MIA 49,3,7,"Ronnie Brown middle for 4 yards (tackle by Raheem Brock and Gary Brackett). Penalty on Marty Booker: Illegal Block Above the , 10 yards (no play)",1.650,0.300
2,12:23,2,20,MIA 39,3,7,Cleo Lemon pass incomplete short right intended for Randy McMichael. Penalty on Kendyl Jacox: Ineligible Downfield Pas (Declined),0.300,-0.360
2,11:57,3,20,MIA 39,3,7,Cleo Lemon pass complete short left to Justin Peelle for 6 yards (tackle by Jason David and Cato June),-0.360,-0.390
2,11:19,4,14,MIA 45,3,7,"Donnie Jones punts 37 yards, returned by Terrence Wilkins for 8 yards (tackle by Travis Minor)",-0.390,-0.670
2,11:09,1,10,IND 26,3,7,Peyton Manning pass complete short middle to Aaron Moorehead for 5 yards (tackle by Travis Daniels),0.670,0.810
2,10:41,2,5,IND 31,3,7,Joseph Addai middle for 4 yards (tackle by Fred Evans),0.810,0.630
2,10:03,3,1,IND 35,3,7,Joseph Addai right tackle for 2 yards (tackle by Donnie Spragan and Yeremiah Bell),0.630,1.400
2,9:29,1,10,IND 37,3,7,Joseph Addai right end for 1 yard (tackle by Channing Crowder and Matt Roth),1.400,0.990
2,8:45,2,9,IND 38,3,7,Peyton Manning pass incomplete deep middle intended for Dallas Clark,0.990,0.300
2,8:39,3,9,IND 38,3,7,Peyton Manning pass complete short left to Dallas Clark for 14 yards (tackle by Jason Taylor),0.300,2.390
2,7:59,1,10,MIA 48,3,7,Joseph Addai left end for 5 yards (tackle by Travis Daniels),2.390,2.520
2,7:47,2,5,MIA 43,3,7,Peyton Manning pass incomplete deep right intended for Marvin Harrison,2.520,1.820
2,7:42,3,5,MIA 43,3,7,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Will Allen),1.820,0.400
2,7:23,4,5,MIA 43,3,7,"Hunter Smith punts 32 yards, fair catch by Wes Welker",0.400,0.370
2,7:16,1,10,MIA 11,3,7,Ronnie Brown middle for 9 yards (tackle by Cato June),-0.370,0.360
2,6:40,2,1,MIA 20,3,7,Ronnie Brown left tackle for 14 yards (tackle by Josh Thomas and Antoine Bethea),0.360,1.200
2,6:00,1,10,MIA 34,3,7,Ronnie Brown left tackle for no gain (tackle by Cato June),1.200,0.660
2,5:22,2,10,MIA 34,3,7,Sammy Morris left tackle for 18 yards (tackle by Antoine Bethea),0.660,2.390
2,4:40,1,10,IND 48,3,7,Sammy Morris left tackle for 1 yard (tackle by Cato June),2.390,1.980
2,4:05,2,9,IND 47,3,7,Ronnie Brown middle for 4 yards (tackle by Gary Brackett),1.980,1.820
2,3:23,3,5,IND 43,3,7,Cleo Lemon pass complete deep left to Randy McMichael for 17 yards (tackle by Gary Brackett),1.820,3.840
2,2:40,1,10,IND 26,3,7,Ronnie Brown left tackle for 5 yards (tackle by Rob Morris and Antoine Bethea),3.840,3.970
2,2:00,2,5,IND 21,3,7,"Ronnie Brown left tackle for 1 yard (tackle by Cato June). Ronnie Brown fumbles (forced by Cato June), recovered by Vernon Carey at IND-20",3.970,3.400
2,1:40,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,3.400
2,1:40,3,4,IND 20,3,7,Cleo Lemon pass incomplete deep left intended for Randy McMichael,3.400,2.200
2,1:35,4,4,IND 20,6,7,Olindo Mare 38 yard field goal good,2.200,3.000
2,1:31,,,MIA 30,6,7,"Olindo Mare kicks off 73 yards, touchback",0.000,0.280
2,1:31,1,10,IND 20,6,7,Peyton Manning pass incomplete deep right intended for Marvin Harrison,0.280,-0.270
2,1:25,2,10,IND 20,6,7,Peyton Manning pass complete short right to Reggie Wayne for 13 yards (tackle by Will Allen),-0.270,1.140
2,1:06,1,10,IND 33,6,7,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Travis Daniels),1.140,1.800
2,0:46,1,10,IND 43,6,7,Peyton Manning pass incomplete deep right intended for Marvin Harrison,1.800,1.250
2,0:41,2,10,IND 43,6,7,Peyton Manning pass complete short middle to Bryan Fletcher for 10 yards (tackle by Yeremiah Bell),1.250,2.460
2,0:32,,,,6,7,Timeout #2 by Indianapolis Colts,0.000,2.460
2,0:32,1,10,MIA 47,6,7,Peyton Manning pass complete deep left to Aaron Moorehead for 36 yards,2.460,4.840
2,0:26,1,10,MIA 11,6,13,"Peyton Manning middle for 11 yards, touchdown",4.840,7.000
2,0:26,,,MIA 2,6,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,,,"Adam Vinatieri kicks off 46 yards, returned by David Bowens for 10 yards (tackle by Keith O'Neil)",,
2,0:15,1,10,MIA 34,6,14,Cleo Lemon pass incomplete short middle intended for Wes Welker is intercepted by Cato June at MIA-45 and returned for 8 yards,1.200,-3.120
2,0:06,1,10,MIA 37,6,14,Joseph Addai middle for 9 yards (tackle by Travis Daniels),3.120,3.790
2,0:02,,,,6,14,Timeout #3 by Indianapolis Colts,0.000,3.790
2,0:02,2,1,MIA 28,6,17,Adam Vinatieri 46 yard field goal good,3.790,3.000
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,6,17,"Adam Vinatieri kicks off 69 yards, returned by Wes Welker for 24 yards (tackle by Darrell Reid)",0.000,0.610
3,14:54,1,10,MIA 25,6,17,Ronnie Brown middle for 47 yards (tackle by Antoine Bethea),0.610,3.710
3,14:11,1,10,IND 28,6,17,Ronnie Brown middle for 4 yards (tackle by Rob Morris),3.710,3.710
3,13:32,2,6,IND 24,6,17,Cleo Lemon pass incomplete deep middle intended for Randy McMichael (defended by Jason David),3.710,3.010
3,13:27,3,6,IND 24,6,17,Cleo Lemon pass incomplete short middle intended for Sammy Morris (defended by Robert Mathis),3.010,1.890
3,13:22,4,6,IND 24,9,17,Olindo Mare 42 yard field goal good,1.890,3.000
3,13:17,,,MIA 30,9,17,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,13:17,1,10,IND 20,9,17,Dominic Rhodes left tackle for no gain (tackle by Zach Thomas),0.280,-0.270
3,12:42,2,10,IND 20,9,17,Dominic Rhodes left end for 17 yards (tackle by Travis Daniels),-0.270,1.400
3,12:11,1,10,IND 37,9,17,Dominic Rhodes right end for 6 yards (tackle by Yeremiah Bell),1.400,1.670
3,11:28,2,4,IND 43,9,17,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Zach Thomas),1.670,2.260
3,10:48,1,10,IND 50,9,17,Dominic Rhodes left tackle for 3 yards (tackle by Matt Roth),2.260,2.120
3,10:11,2,7,MIA 47,9,17,Peyton Manning pass incomplete short middle intended for Reggie Wayne,2.120,1.420
3,10:07,3,7,MIA 47,9,17,Peyton Manning pass complete deep right to Marvin Harrison for 19 yards (tackle by Will Allen),1.420,3.710
3,9:31,1,10,MIA 28,9,17,Joseph Addai for 5 yards (tackle by Zach Thomas),3.710,3.840
3,8:59,2,5,MIA 23,9,17,Peyton Manning pass complete short left to Joseph Addai for 6 yards (tackle by Jeff Zgonina),3.840,4.440
3,8:33,1,10,MIA 17,9,17,Joseph Addai middle for 1 yard (tackle by Zach Thomas),4.440,4.000
3,7:51,2,9,MIA 16,9,17,Peyton Manning pass incomplete short middle intended for Dallas Clark,4.000,3.190
3,7:46,3,9,MIA 16,9,17,Peyton Manning pass incomplete deep left intended for Aaron Moorehead,3.190,2.380
3,7:40,4,9,MIA 16,9,20,Adam Vinatieri 34 yard field goal good,2.380,3.000
3,7:37,,,IND 30,9,20,"Adam Vinatieri kicks off 72 yards, returned by Wes Welker for 37 yards (tackle by Freddy Keiaho)",0.000,1.270
3,7:30,1,10,MIA 35,9,20,Cleo Lemon pass complete short right to Chris Chambers for 12 yards,1.270,2.060
3,7:03,1,10,MIA 47,9,20,Chris Chambers right end for 7 yards (tackle by Gary Brackett),2.060,2.460
3,6:23,2,3,IND 46,9,20,Ronnie Brown middle for 2 yards (tackle by Gary Brackett),2.460,2.020
3,5:46,3,1,IND 44,9,20,Ronnie Brown middle for 2 yards (tackle by Gary Brackett and Josh Thomas),2.020,2.790
3,5:00,1,10,IND 42,9,20,Cleo Lemon pass complete deep left to Justin Peelle for 25 yards (tackle by Kelvin Hayden and Antoine Bethea),2.790,4.440
3,4:20,1,10,IND 17,9,20,Ronnie Brown right end for -2 yards (tackle by Rob Morris and Darrell Reid),4.440,3.600
3,3:35,2,12,IND 19,9,20,Cleo Lemon sacked by Cato June and Anthony McFarland for -1 yards,3.600,2.810
3,2:55,3,13,IND 20,9,20,Cleo Lemon pass complete short right to Marty Booker for 11 yards (tackle by Antoine Bethea),2.810,2.950
3,2:14,4,2,IND 9,12,20,Olindo Mare 27 yard field goal good,2.950,3.000
3,2:11,,,MIA 30,12,20,"Olindo Mare kicks off 78 yards, touchback",0.000,0.280
3,2:11,1,10,IND 20,12,20,"Peyton Manning pass complete short right to Marvin Harrison for 5 yards (tackle by Yeremiah Bell). Penalty on Dallas Clark: Offensive Pass Interfere, 10 yards (no play)",0.280,-0.760
3,1:54,1,20,IND 10,12,20,Dominic Rhodes right end for no gain (tackle by Zach Thomas),-0.760,-1.510
3,1:10,2,20,IND 10,12,20,Peyton Manning pass incomplete intended for Reggie Wayne,-1.510,-2.590
3,1:05,3,20,IND 10,12,20,Peyton Manning pass incomplete deep middle intended for Aaron Moorehead,-2.590,-2.490
3,1:00,4,20,IND 10,12,20,"Hunter Smith punts 49 yards, fair catch by Wes Welker. Penalty on Kelvin Hayden: Fair Catch Interference, 15 yards",-2.490,-2.650
3,0:48,1,10,IND 44,12,20,Ronnie Brown middle for 5 yards (tackle by Marlin Jackson and Gary Brackett),2.650,2.780
3,0:10,2,5,IND 39,12,20,Cleo Lemon pass incomplete short left intended for Chris Chambers,2.780,2.080
3,0:05,3,5,IND 39,12,20,Cleo Lemon pass complete short left to Wes Welker for 7 yards (tackle by Kelvin Hayden),2.080,3.450
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 32,12,20,Ronnie Brown right tackle for 2 yards (tackle by Gary Brackett),3.450,3.170
4,14:20,2,8,IND 30,12,20,Cleo Lemon pass complete short left to Ronnie Brown for 10 yards (tackle by Antoine Bethea and Cato June),3.170,4.240
4,13:34,1,10,IND 20,12,20,Cleo Lemon pass incomplete deep middle intended for Randy McMichael,4.240,3.690
4,13:30,2,10,IND 20,12,20,Ronnie Brown right tackle for 4 yards (tackle by Rob Morris and Nick Harper),3.690,3.520
4,12:46,3,6,IND 16,12,20,Cleo Lemon pass incomplete short left intended for Chris Chambers,3.520,2.400
4,12:42,4,6,IND 16,15,20,Olindo Mare 34 yard field goal good,2.400,3.000
4,12:38,,,MIA 30,15,20,"Olindo Mare kicks off 53 yards, muffed catch by Darrell Reid, recovered by Darrell Reid and returned for no gain",0.000,0.610
4,12:33,1,10,IND 25,15,20,Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by Zach Thomas),0.610,1.730
4,11:54,1,10,IND 42,15,20,"Joseph Addai left end for 2 yards (tackle by Matt Roth and Channing Crowder). Penalty on Jake Scott: Illegal Block Above the , 10 yards (no play)",1.730,1.070
4,11:36,1,20,IND 32,15,20,Peyton Manning pass complete deep middle to Dallas Clark for 30 yards (tackle by Renaldo Hill and Yeremiah Bell),1.070,3.050
4,10:55,1,10,MIA 38,15,20,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Travis Daniels),3.050,3.780
4,10:12,1,10,MIA 27,15,26,"Peyton Manning pass complete deep right to Marvin Harrison for 27 yards, touchdown",3.780,7.000
4,10:12,,,MIA 2,15,27,Adam Vinatieri kicks extra point good,0.000,0.000
4,10:07,,,IND 30,15,27,"Adam Vinatieri kicks off 73 yards, touchback",0.000,0.280
4,10:07,1,10,MIA 20,15,27,Ronnie Brown middle for 1 yard (tackle by Dwight Freeney),0.280,-0.130
4,9:34,2,9,MIA 21,15,27,Cleo Lemon pass incomplete short right intended for Chris Chambers (defended by Nick Harper),-0.130,-0.820
4,9:29,3,9,MIA 21,15,27,"Cleo Lemon pass incomplete deep middle intended for Chris Chambers. Penalty on Anthony McFarland: Defensive Offside, 5 yards (no play)",-0.820,-0.160
4,9:20,3,4,MIA 26,15,27,Cleo Lemon pass complete short left to Derek Hagan for 6 yards (tackle by Gary Brackett and Jason David),-0.160,1.070
4,8:39,1,10,MIA 32,15,27,Cleo Lemon for 3 yards (tackle by Rob Morris),1.070,0.930
4,8:10,2,7,MIA 35,15,27,Cleo Lemon pass incomplete short right intended for Marty Booker (defended by Nick Harper),0.930,0.230
4,8:05,3,7,MIA 35,15,27,Cleo Lemon pass incomplete deep left intended for Marty Booker,0.230,-1.040
4,8:02,4,7,MIA 35,15,27,"Donnie Jones punts 44 yards, fair catch by Terrence Wilkins",-1.040,-0.340
4,7:53,1,10,IND 21,15,27,Dominic Rhodes left tackle for 5 yards (tackle by Channing Crowder and Zach Thomas),0.340,0.480
4,7:16,2,5,IND 26,15,27,Dominic Rhodes left end for 2 yards (tackle by Jason Taylor),0.480,0.040
4,6:30,3,3,IND 28,15,27,Peyton Manning pass complete short right to Joseph Addai for 18 yards (tackle by Michael Lehan),0.040,1.990
4,5:40,1,10,IND 46,15,27,Dominic Rhodes left end for 4 yards (tackle by Travis Daniels),1.990,1.990
4,4:54,2,6,IND 50,15,27,Dominic Rhodes right tackle for 5 yards (tackle by Jason Taylor and Matt Roth),1.990,1.950
4,4:39,,,,15,27,Timeout #1 by Miami Dolphins,0.000,1.950
4,4:39,3,1,MIA 45,15,27,"Joseph Addai for no gain. Joseph Addai fumbles, recovered by Jason Taylor at MIA-47 and returned for 14 yards (tackle by Reggie Wayne)",1.950,-2.980
4,4:31,1,10,IND 39,15,27,Cleo Lemon pass complete short right to Marty Booker for 9 yards (tackle by Nick Harper and Cato June),2.980,3.660
4,4:05,2,1,IND 30,15,27,Cleo Lemon pass complete deep left to Chris Chambers for 18 yards (tackle by Antoine Bethea),3.660,4.780
4,3:33,1,10,IND 12,15,27,Cleo Lemon pass complete short middle to Wes Welker for 11 yards (tackle by Marlin Jackson),4.780,6.970
4,3:17,1,1,IND 1,15,27,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",6.970,5.830
4,3:15,1,6,IND 6,21,27,"Cleo Lemon pass complete short middle to Randy McMichael for 6 yards, touchdown",5.830,7.000
4,3:15,,,IND 2,22,27,Olindo Mare kicks extra point good,0.000,0.000
4,3:11,,,MIA 30,22,27,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,3:11,1,10,IND 20,22,27,Joseph Addai left tackle for 1 yard (tackle by Jeff Zgonina),0.280,-0.130
4,3:06,,,,22,27,Timeout #2 by Miami Dolphins,0.000,-0.130
4,3:06,2,9,IND 21,22,27,Joseph Addai middle for 11 yards (tackle by Renaldo Hill),-0.130,1.070
4,2:54,,,,22,27,Timeout #3 by Miami Dolphins,0.000,1.070
4,2:53,1,10,IND 32,22,27,Joseph Addai middle for 3 yards (tackle by Kevin Carter),1.070,0.930
4,2:10,2,7,IND 35,22,27,Joseph Addai left tackle for 4 yards (tackle by Jeff Zgonina),0.930,0.760
4,2:00,3,3,IND 39,22,27,Joseph Addai left guard for 2 yards (tackle by Renaldo Hill),0.760,-0.650
4,1:13,,,,22,27,Timeout #1 by Indianapolis Colts,0.000,-0.650
4,1:13,4,1,IND 41,22,27,"Hunter Smith punts 39 yards, returned by Wes Welker for no gain",-0.650,-0.280
4,1:03,1,10,MIA 20,22,27,Cleo Lemon pass complete short right to Randy McMichael for 8 yards (tackle by Kelvin Hayden),0.280,0.810
4,0:45,2,2,MIA 28,22,27,Cleo Lemon pass incomplete deep left intended for Marty Booker,0.810,0.100
4,0:40,3,2,MIA 28,22,27,Cleo Lemon pass complete short middle to Wes Welker for 5 yards (tackle by Kelvin Hayden and Cato June),0.100,1.140
4,0:28,1,10,MIA 33,22,27,Cleo Lemon spiked the ball,1.140,0.590
4,0:28,2,10,MIA 33,22,27,Cleo Lemon pass incomplete deep right intended for Marty Booker (defended by Nick Harper),0.590,-0.100
4,0:22,3,10,MIA 33,22,27,Cleo Lemon pass complete deep right to Randy McMichael for 24 yards (tackle by Gary Brackett),-0.100,2.720
4,0:07,1,10,IND 43,22,27,Cleo Lemon spiked the ball,2.720,2.180
4,0:07,2,10,IND 43,22,27,Cleo Lemon pass incomplete deep left intended for Wes Welker,2.180,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
