Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2,8:33,1,10,STL 14,0,6,Colin Kaepernick pass complete short left to Bruce Miller for -1 yards (tackle by T.J. McDonald and James Laurinaitis),4.650,3.850
2,7:47,2,11,STL 15,0,6,Colin Kaepernick sacked by Michael Brockers for -4 yards,3.850,2.730
2,7:05,3,15,STL 19,0,6,Colin Kaepernick pass complete short middle to Anquan Boldin for 16 yards (tackle by Darian Stewart),2.730,6.510
2,6:20,1,3,STL 3,0,12,"Daniel Kilgore for 3 yards, touchdown. Penalty on Adam Snyder: Personal Foul, 15 yards",6.510,7.000
2,6:20,,,STL 2,0,13,Phil Dawson kicks extra point good,0.000,0.000
2,6:20,,,SFO 20,0,13,"Phil Dawson kicks off 61 yards, returned by Tavon Austin for 12 yards (tackle by Demarcus Dobbs)",0.000,-1.000
2,6:09,1,10,STL 31,0,13,Zac Stacy left tackle for 4 yards (tackle by Glenn Dorsey),1.000,1.000
2,5:36,2,6,STL 35,0,13,Zac Stacy right tackle for 2 yards (tackle by Glenn Dorsey),1.000,0.560
2,4:53,3,4,STL 37,0,13,Kellen Clemens pass complete short middle to Tavon Austin for 4 yards (tackle by Donte Whitner),0.560,1.660
2,4:12,1,10,STL 41,0,13,Kellen Clemens pass incomplete short middle intended for Tavon Austin (defended by Eric Reid),1.660,1.120
2,4:02,2,10,STL 41,0,13,Benny Cunningham left guard for 13 yards (tackle by Eric Reid),1.120,2.520
2,3:23,1,10,SFO 46,0,13,Zac Stacy up the middle for 2 yards (tackle by Patrick Willis),2.520,2.250
2,2:45,2,8,SFO 44,0,13,Tavon Austin right end for 10 yards (tackle by Donte Whitner),2.250,3.310
2,2:11,1,10,SFO 34,0,13,Zac Stacy up the middle for 4 yards (tackle by NaVorro Bowman and Demarcus Dobbs),3.310,3.310
2,2:00,2,6,SFO 30,0,13,Kellen Clemens pass incomplete deep left intended for Chris Givens,3.310,2.610
2,1:55,3,6,SFO 30,0,13,"Kellen Clemens pass incomplete short right intended for Austin Pettis. Penalty on Carlos Rogers: Defensive Holding, 5 yards (no play)",2.610,3.910
2,1:52,1,10,SFO 25,0,13,Zac Stacy up the middle for 3 yards (tackle by Glenn Dorsey and Donte Whitner),3.910,3.770
2,1:17,2,7,SFO 22,0,13,Zac Stacy up the middle for 1 yard (tackle by Aldon Smith),3.770,3.770
2,1:10,2,7,SFO 22,0,13,Timeout #1 by St. Louis Rams,3.770,3.200
2,1:10,3,6,SFO 21,0,13,Kellen Clemens sacked by NaVorro Bowman for -4 yards,3.200,3.200
2,0:59,3,6,SFO 21,0,13,Timeout #2 by San Francisco 49ers,3.200,1.800
2,0:59,4,10,SFO 25,3,13,Greg Zuerlein 43 yard field goal good,1.800,3.000
2,0:59,,,STL 35,3,13,"Greg Zuerlein kicks off 74 yards, touchback",0.000,-0.280
2,0:54,1,10,SFO 20,3,13,"Kendall Hunter right tackle for 15 yards (tackle by T.J. McDonald). Penalty on Joe Looney: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,0:46,1,20,SFO 10,3,13,Kendall Hunter left guard for 4 yards (tackle by Kendall Langford),-0.760,-1.180
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,3,13,"Greg Zuerlein kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,SFO 20,3,13,Frank Gore left end for -2 yards (tackle by Alec Ogletree),0.280,-0.630
3,14:19,2,12,SFO 18,3,13,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin,-0.630,-1.330
3,14:15,3,12,SFO 18,3,13,Colin Kaepernick pass complete short middle to Anquan Boldin for 6 yards (tackle by Alec Ogletree and Rodney McLeod),-1.330,-1.770
3,13:39,4,6,SFO 24,3,13,"Andy Lee punts 40 yards, fair catch by Tavon Austin. Penalty on C.J. Spillman: Personal Foul, 15 yards",-1.770,-2.320
3,13:31,1,10,SFO 49,3,13,Kellen Clemens pass complete short right to Chris Givens for 14 yards (tackle by Carlos Rogers),2.320,3.250
3,12:51,1,10,SFO 35,3,13,Zac Stacy up the middle for 5 yards (tackle by Glenn Dorsey and Eric Reid),3.250,3.380
3,12:14,2,5,SFO 30,3,13,Zac Stacy left tackle for 2 yards (tackle by Donte Whitner and Glenn Dorsey),3.380,2.940
3,11:29,3,3,SFO 28,3,13,Kellen Clemens pass complete short right to Tavon Austin for 7 yards (tackle by NaVorro Bowman),2.940,4.170
3,10:49,1,10,SFO 21,3,13,Tavon Austin pass incomplete short right intended for Austin Pettis,4.170,3.630
3,10:43,2,10,SFO 21,3,13,Zac Stacy left guard for 2 yards (tackle by NaVorro Bowman and Demarcus Dobbs),3.630,3.180
3,9:58,3,8,SFO 19,3,13,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",3.180,2.540
3,9:40,3,13,SFO 24,3,13,Zac Stacy left guard for 8 yards (tackle by Eric Reid and Patrick Willis),2.540,2.430
3,9:00,4,5,SFO 16,6,13,Greg Zuerlein 34 yard field goal good,2.430,3.000
3,9:00,,,STL 35,6,13,"Greg Zuerlein kicks off 67 yards, returned by LaMichael James for 24 yards (tackle by Cody Davis)",0.000,-0.410
3,8:48,1,10,SFO 22,6,13,Colin Kaepernick pass complete short right to Bruce Miller for 21 yards (tackle by James Laurinaitis and Alec Ogletree),0.410,1.800
3,8:08,1,10,SFO 43,6,13,Colin Kaepernick pass complete deep left to Vernon Davis for 22 yards (tackle by T.J. McDonald),1.800,3.250
3,7:52,1,10,STL 35,6,13,Colin Kaepernick pass incomplete short right intended for Bruce Miller,3.250,2.700
3,7:45,2,10,STL 35,6,13,Colin Kaepernick pass complete short right to Anquan Boldin for 11 yards (tackle by Trumaine Johnson and Darian Stewart),2.700,3.970
3,7:06,1,10,STL 24,6,13,Anthony Dixon left end for -1 yards (tackle by Jo-Lonn Dunbar),3.970,3.300
3,6:20,2,11,STL 25,6,13,Colin Kaepernick pass complete short right to Anquan Boldin for 14 yards (tackle by Alec Ogletree),3.300,4.840
3,5:47,1,10,STL 11,6,13,Frank Gore left guard for 5 yards (tackle by Rodney McLeod),4.840,5.080
3,5:08,2,5,STL 6,6,13,Daniel Kilgore for 1 yard (tackle by Chris Long),5.080,4.440
3,4:24,3,4,STL 5,6,13,"Penalty on Anthony Davis: False Start, 5 yards (no play)",4.440,3.300
3,4:09,3,9,STL 10,6,13,Colin Kaepernick pass complete short middle to Frank Gore for 4 yards (tackle by Michael Brockers and Alec Ogletree),3.300,2.990
3,3:29,4,5,STL 6,6,16,Phil Dawson 24 yard field goal good,2.990,3.000
3,3:29,,,SFO 35,6,16,"Phil Dawson kicks off 68 yards, touchback",0.000,-0.280
3,3:25,1,10,STL 20,6,16,Zac Stacy right guard for 3 yards (tackle by NaVorro Bowman),0.280,0.140
3,2:47,2,7,STL 23,6,16,Kellen Clemens right end for 6 yards (tackle by Tony Jerod-Eddie),0.140,0.230
3,2:10,3,1,STL 29,6,16,Kellen Clemens pass incomplete deep right intended for Chris Givens,0.230,-1.440
3,2:03,4,1,STL 29,6,16,"Johnny Hekker punts 54 yards, fair catch by LaMichael James",-1.440,0.060
3,1:55,1,10,SFO 17,6,16,Frank Gore up the middle for 3 yards (tackle by Alec Ogletree and Michael Brockers),-0.060,-0.060
3,1:18,2,7,SFO 20,6,16,Colin Kaepernick pass incomplete short left intended for Anquan Boldin (defended by Janoris Jenkins),-0.060,-0.870
3,1:15,3,7,SFO 20,6,16,Colin Kaepernick pass complete deep right to Michael Crabtree for 60 yards (tackle by T.J. McDonald),-0.870,-0.870
3,0:24,3,7,SFO 20,6,16,Timeout #1 by San Francisco 49ers,-0.870,4.240
3,0:24,1,10,STL 20,6,16,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by Trumaine Johnson),4.240,3.690
3,0:19,2,10,STL 20,6,16,"Frank Gore up the middle for 7 yards (tackle by Alec Ogletree). Frank Gore fumbles (forced by Alec Ogletree), recovered by Rodney McLeod at STL-11 and returned for 9 yards (tackle by Bruce Miller)",3.690,-0.280
3,0:05,1,10,STL 20,6,16,Zac Stacy up the middle for 2 yards (tackle by NaVorro Bowman),0.280,0.000
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,STL 22,6,16,Kellen Clemens pass incomplete deep left intended for Tavon Austin,0.000,-0.690
4,14:53,3,8,STL 22,6,16,Kellen Clemens pass incomplete deep left intended for Stedman Bailey,-0.690,-1.900
4,14:42,4,8,STL 22,6,16,Matt Giordano for -5 yards (tackle by Anthony Dixon),-1.900,-4.440
4,14:41,1,10,STL 17,6,22,"Colin Kaepernick pass complete short right to Vernon Davis for 17 yards, touchdown",4.440,7.000
4,14:41,,,STL 2,6,23,Phil Dawson kicks extra point good,0.000,0.000
4,14:41,,,SFO 35,6,23,"Phil Dawson kicks off 68 yards, touchback",0.000,-0.280
4,14:31,1,10,STL 20,6,23,Kellen Clemens sacked by Patrick Willis for -8 yards,0.280,-1.360
4,13:54,2,18,STL 12,6,23,Kellen Clemens pass incomplete deep left intended for Chris Givens,-1.360,-2.360
4,13:49,3,18,STL 12,6,23,Kellen Clemens pass complete short middle to Jared Cook for 9 yards (tackle by C.J. Spillman),-2.360,-1.960
4,13:11,4,9,STL 21,6,23,"Johnny Hekker punts 49 yards, fair catch by LaMichael James",-1.960,-0.940
4,13:03,1,10,SFO 30,6,23,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Janoris Jenkins),0.940,0.390
4,12:57,2,10,SFO 30,6,23,Frank Gore left tackle for no gain (tackle by Robert Quinn),0.390,-0.300
4,12:22,3,10,SFO 30,6,23,Colin Kaepernick pass complete short middle to Frank Gore for 3 yards (tackle by James Laurinaitis),-0.300,-1.180
4,11:41,4,7,SFO 33,6,23,"Andy Lee punts 53 yards, returned by Tavon Austin for 10 yards (tackle by Anthony Dixon)",-1.180,-0.540
4,11:29,1,10,STL 24,6,23,Kellen Clemens pass incomplete short middle intended for Chris Givens,0.540,0.000
4,11:25,2,10,STL 24,6,23,Zac Stacy up the middle for 11 yards (tackle by Eric Reid),0.000,1.270
4,10:50,1,10,STL 35,6,23,Zac Stacy right guard for 8 yards (tackle by Donte Whitner),1.270,1.800
4,10:18,2,2,STL 43,6,23,Zac Stacy right tackle for 6 yards (tackle by Demarcus Dobbs),1.800,2.190
4,9:51,1,10,STL 49,6,23,Kellen Clemens pass incomplete deep middle intended for Jared Cook,2.190,1.650
4,9:45,2,10,STL 49,6,23,Kellen Clemens pass incomplete short middle intended for Zac Stacy,1.650,0.960
4,9:41,3,10,STL 49,6,23,Kellen Clemens pass complete deep right to Stedman Bailey for 17 yards (tackle by Eric Wright),0.960,3.310
4,9:19,1,10,SFO 34,6,23,"Zac Stacy right guard for 4 yards (tackle by Glenn Dorsey). Penalty on SFO: Defensive 12 On-field, 5 yards (no play)",3.310,4.040
4,8:54,1,5,SFO 29,6,23,Benny Cunningham left guard for 3 yards (tackle by NaVorro Bowman),4.040,3.850
4,8:14,2,2,SFO 26,6,23,Kellen Clemens pass complete short right to Brian Quick for 9 yards (tackle by Donte Whitner and NaVorro Bowman),3.850,4.440
4,7:40,1,10,SFO 17,6,23,Kellen Clemens pass incomplete short left intended for Brian Quick (defended by Tramaine Brock),4.440,3.850
4,7:35,2,10,SFO 17,6,23,Kellen Clemens pass complete short left to Zac Stacy for -1 yards (tackle by Tony Jerod-Eddie),3.850,3.000
4,6:50,3,11,SFO 18,6,23,Kellen Clemens pass incomplete short left intended for Chris Givens,3.000,2.250
4,6:46,4,11,SFO 18,6,23,Kellen Clemens right end for 3 yards (tackle by Eric Wright),2.250,0.220
4,6:38,1,10,SFO 15,6,23,"Anthony Dixon up the middle for 4 yards (tackle by Michael Brockers and T.J. McDonald). Penalty on Chris Long: Unnecessary Roughness, 15 yards",-0.220,1.200
4,6:06,1,10,SFO 34,6,23,Anthony Dixon up the middle for 5 yards (tackle by Alec Ogletree),1.200,1.330
4,5:22,2,5,SFO 39,6,23,Anthony Dixon right guard for 4 yards (tackle by Robert Quinn),1.330,1.160
4,4:36,3,1,SFO 43,6,23,Daniel Kilgore for -1 yards (tackle by James Laurinaitis and Alec Ogletree),1.160,1.160
4,4:29,3,1,SFO 43,6,23,Timeout #1 by St. Louis Rams,1.160,-0.590
4,4:29,4,2,SFO 42,6,23,Andy Lee punts 55 yards,-0.590,0.380
4,4:16,1,10,STL 3,6,23,Kellen Clemens pass complete short right to Chris Givens for 16 yards (tackle by Donte Whitner),-0.380,0.150
4,3:51,1,10,STL 19,6,23,Kellen Clemens pass incomplete deep left intended for Austin Pettis,0.150,-0.390
4,3:48,2,10,STL 19,6,23,Kellen Clemens pass complete short middle to Jared Cook for 20 yards (tackle by Donte Whitner and Eric Reid),-0.390,1.530
4,3:39,1,10,STL 39,6,23,Kellen Clemens pass incomplete short middle intended for Tavon Austin is intercepted by Carlos Rogers at SFO-46 and returned for 3 yards (tackle by Tavon Austin),1.530,-2.190
4,3:30,1,10,SFO 49,6,23,Anthony Dixon up the middle for no gain (tackle by Eugene Sims),2.190,1.650
4,2:46,2,10,SFO 49,6,23,Anthony Dixon up the middle for 4 yards (tackle by Michael Brockers and James Laurinaitis),1.650,1.650
4,2:40,2,10,SFO 49,6,23,Timeout #2 by St. Louis Rams,1.650,1.490
4,2:35,3,6,STL 47,6,23,Kendall Hunter left end for -4 yards (tackle by Eugene Sims),1.490,1.490
4,2:33,3,6,STL 47,6,23,Timeout #3 by St. Louis Rams,1.490,-0.130
4,2:32,4,10,SFO 49,6,23,Andy Lee punts 43 yards,-0.130,0.380
4,2:22,1,10,STL 8,6,23,Kellen Clemens pass complete short left to Stedman Bailey for 16 yards (tackle by Tramaine Brock),-0.380,0.540
4,2:14,1,10,STL 24,6,23,Kellen Clemens pass complete short left to Tavon Austin for 8 yards (tackle by Michael Wilhoite),0.540,1.080
4,2:09,2,2,STL 32,6,23,Kellen Clemens pass complete short middle to Isaiah Pead for 5 yards (tackle by Corey Lemonier),1.080,1.400
4,1:59,1,10,STL 37,6,23,"Kellen Clemens pass complete short left to Isaiah Pead for 12 yards (tackle by Nick Moody). Penalty on Jared Cook: Illegal Block Above the Waist, 10 yards",1.400,1.690
4,1:50,1,8,STL 39,6,23,Kellen Clemens pass complete deep right to Brian Quick for 29 yards (tackle by Eric Wright),1.690,3.450
4,1:24,1,10,SFO 32,6,23,Kellen Clemens right end for 12 yards (tackle by Michael Wilhoite),3.450,4.240
4,1:16,1,10,SFO 20,6,23,Kellen Clemens pass complete short middle to Austin Pettis for 11 yards (tackle by C.J. Spillman),4.240,5.140
4,0:50,1,9,SFO 9,6,23,Kellen Clemens pass incomplete short left intended for Isaiah Pead,5.140,4.380
4,0:47,2,9,SFO 9,6,23,Kellen Clemens pass complete short left to Tavon Austin for 6 yards (tackle by Michael Wilhoite),4.380,4.720
4,0:23,3,3,SFO 3,12,23,"Kellen Clemens pass complete short left to Brian Quick for 3 yards, touchdown",4.720,7.000
4,0:23,,,SFO 2,13,23,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:23,,,STL 35,13,23,"Greg Zuerlein kicks off 65 yards, touchback. Penalty on Cody Davis: Personal Foul, 15 yards",0.000,-1.270
4,0:17,1,10,SFO 35,13,23,Colin Kaepernick kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
