Quarter,Time,Down,ToGo,Location,BAL,MIN,Detail,EPB,EPA
2,13:20,3,7,MIN 27,0,14,Chester Taylor right tackle for 4 yards (tackle by Chris Carr),-0.300,-1.310
2,12:46,4,3,MIN 31,0,14,"Chris Kluwe punts 40 yards, returned by Chris Carr for 3 yards (tackle by Jasper Brinkley)",-1.310,-1.070
2,12:37,1,10,BAL 32,0,14,Joe Flacco pass complete short left to Ray Rice for 6 yards (tackle by Cedric Griffin),1.070,1.340
2,11:54,2,4,BAL 38,0,14,Ray Rice left guard for 2 yards (tackle by Ben Leber and Fred Evans),1.340,0.890
2,11:14,3,2,BAL 40,0,14,Joe Flacco pass complete short middle to Kelley Washington for 7 yards (tackle by Benny Sapp),0.890,2.060
2,10:42,1,10,BAL 47,0,14,Ray Rice right guard for -1 yards (tackle by Kevin Williams),2.060,1.380
2,10:01,2,11,BAL 46,0,14,Joe Flacco pass incomplete short middle,1.380,0.700
,,,,,,,"BAL challenged the fumble ruling, and the original play was overturned.",,
2,9:56,3,11,BAL 46,0,14,Joe Flacco pass incomplete short right intended for Mark Clayton,0.700,-0.320
2,9:52,4,11,BAL 46,0,14,"Sam Koch punts 54 yards, touchback",-0.320,-0.280
2,9:42,1,10,MIN 20,0,14,Adrian Peterson left end for 1 yard (tackle by Terrell Suggs),0.280,-0.130
2,9:03,2,9,MIN 21,0,14,Brett Favre pass incomplete short right intended for Adrian Peterson,-0.130,-0.820
2,8:59,3,9,MIN 21,0,14,Brett Favre pass complete deep middle to Sidney Rice for 18 yards (tackle by Haruki Nakamura),-0.820,1.530
2,8:15,1,10,MIN 39,0,14,"Penalty on Sidney Rice: False Start, 5 yards (no play)",1.530,1.200
2,8:04,1,15,MIN 34,0,14,Adrian Peterson middle for 5 yards (tackle by Ray Lewis),1.200,0.990
2,7:24,2,10,MIN 39,0,14,Brett Favre pass incomplete short right intended for Percy Harvin,0.990,0.300
2,7:19,3,10,MIN 39,0,14,Brett Favre pass complete short left to Percy Harvin for 8 yards (tackle by Haloti Ngata and Domonique Foxworth),0.300,-0.260
2,6:42,4,2,MIN 47,0,14,"Chris Kluwe punts 44 yards, returned by Chris Carr for -2 yards (tackle by Husain Abdullah)",-0.260,0.380
2,6:32,1,10,BAL 7,0,14,Willis McGahee left guard for 1 yard (tackle by Pat Williams and E.J. Henderson),-0.380,-0.710
2,5:53,2,9,BAL 8,0,14,Joe Flacco pass complete deep right to Derrick Mason for 27 yards (tackle by Karl Paymah),-0.710,1.270
2,5:32,1,10,BAL 35,0,14,Willis McGahee left guard for 2 yards (tackle by Chad Greenway),1.270,0.990
2,4:55,2,8,BAL 37,0,14,Willis McGahee right tackle for -2 yards (tackle by Jared Allen and E.J. Henderson),0.990,0.040
2,4:17,3,10,BAL 35,0,14,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",0.040,-0.630
2,4:05,3,15,BAL 30,0,14,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Chad Greenway and Ben Leber),-0.630,-0.850
2,3:34,4,7,BAL 38,0,14,"Sam Koch punts 47 yards, returned by Jaymar Johnson for 11 yards (tackle by Tom Zbikowski)",-0.850,-0.670
2,3:22,1,10,MIN 26,0,14,Adrian Peterson middle for 6 yards (tackle by Ed Reed),0.670,0.940
2,2:45,2,4,MIN 32,0,14,Brett Favre sacked by Dwan Edwards for -2 yards,0.940,-0.030
2,2:03,3,6,MIN 30,0,14,Brett Favre pass incomplete short left intended for Percy Harvin,-0.030,-1.370
2,1:59,4,6,MIN 30,0,14,"Chris Kluwe punts 52 yards, returned by Ed Reed for no gain",-1.370,-0.040
2,1:47,1,10,BAL 18,0,14,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Ben Leber),0.040,0.010
2,1:19,2,7,BAL 21,0,14,"Joe Flacco pass complete short left to Ray Rice for 6 yards (tackle by Madieu Williams). Penalty on Ray Edwards: Defensive Offside, 5 yards (no play)",0.010,0.680
2,1:13,2,2,BAL 26,0,14,Joe Flacco pass complete short right to Mark Clayton for 8 yards (tackle by Chad Greenway),0.680,1.200
2,1:02,,,,0,14,Timeout #1 by Baltimore Ravens,0.000,1.200
2,1:02,1,10,BAL 34,0,14,Joe Flacco pass complete short middle to Ray Rice for 7 yards (tackle by E.J. Henderson),1.200,1.600
2,0:39,2,3,BAL 41,0,14,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by Chad Greenway). Penalty on Ray Edwards: Defensive Offside (Declined),1.600,2.130
2,0:32,1,10,BAL 48,0,14,Joe Flacco pass incomplete short right intended for Kelley Washington,2.130,1.580
2,0:26,2,10,BAL 48,0,14,"Penalty on Michael Oher: False Start, 5 yards (no play)",1.580,0.910
2,0:26,2,15,BAL 43,0,14,Joe Flacco pass complete short left to Todd Heap for 22 yards (tackle by Tyrell Johnson),0.910,3.250
2,0:17,1,10,MIN 35,0,14,Joe Flacco pass complete deep right to Derrick Mason for 23 yards (tackle by Karl Paymah). Penalty on Jared Allen: Defensive Offside (Declined),3.250,4.780
2,0:12,1,10,MIN 12,0,14,Joe Flacco pass complete short middle to Ray Rice for 1 yard (tackle by E.J. Henderson),4.780,4.270
2,0:06,,,,0,14,Timeout #2 by Baltimore Ravens,0.000,4.270
2,0:06,2,9,MIN 11,3,14,Steven Hauschka 29 yard field goal good,4.270,3.000
2,,,,BAL 30,3,14,Steven Hauschka kicks off 41 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,14,"Ryan Longwell kicks off 68 yards, returned by Lardarius Webb for 18 yards (tackle by Jamarca Sanford). Penalty on Jameel McClain: Illegal Block Above the , 10 yards",0.000,-0.380
3,14:53,1,10,BAL 10,3,14,Willis McGahee left guard for -3 yards (tackle by Jared Allen),-0.380,-1.000
3,14:10,2,13,BAL 7,3,14,Willis McGahee left tackle for -1 yards (tackle by Chad Greenway),-1.000,-1.890
3,13:33,3,14,BAL 6,3,14,Ray Rice middle for 6 yards (tackle by Jared Allen),-1.890,-2.490
3,13:03,4,8,BAL 12,3,14,"Sam Koch punts 49 yards, returned by Jaymar Johnson for 1 yard (tackle by Haruki Nakamura)",-2.490,-1.600
3,12:51,1,10,MIN 40,3,14,Adrian Peterson right guard for 5 yards (tackle by Tavares Gooden),1.600,1.730
3,12:16,2,5,MIN 45,3,14,Adrian Peterson middle for 11 yards (tackle by Tavares Gooden),1.730,2.650
3,11:40,1,10,BAL 44,3,14,Adrian Peterson middle for 3 yards (tackle by Kelly Gregg and Ed Reed),2.650,2.520
3,10:59,2,7,BAL 41,3,14,Brett Favre pass complete short left to Bernard Berrian for 6 yards (tackle by Tavares Gooden),2.520,2.610
3,10:13,3,1,BAL 35,3,14,Adrian Peterson left guard for 2 yards (tackle by Dawan Landry),2.610,3.380
3,9:30,1,10,BAL 33,3,14,Chester Taylor right end for 11 yards (tackle by Ed Reed),3.380,4.110
3,8:48,1,10,BAL 22,3,14,Chester Taylor right guard for no gain (tackle by Justin Bannan and Terrell Suggs),4.110,3.560
3,8:10,2,10,BAL 22,3,14,Brett Favre pass complete short left to Naufahu Tahi for no gain,3.560,2.870
3,7:24,3,10,BAL 22,3,14,Brett Favre pass incomplete short left intended for Adrian Peterson,2.870,1.990
3,7:20,4,10,BAL 22,3,17,Ryan Longwell 40 yard field goal good,1.990,3.000
3,,,,MIN 30,3,17,"Ryan Longwell kicks off 70 yards, returned by Lardarius Webb for 28 yards (tackle by Madieu Williams)",0.000,0.810
3,7:11,1,10,BAL 28,3,17,Joe Flacco pass incomplete short left intended for Kelley Washington,0.810,0.260
3,7:07,2,10,BAL 28,3,17,Ray Rice left guard for 3 yards (tackle by E.J. Henderson),0.260,-0.030
3,6:29,3,7,BAL 31,3,17,Joe Flacco pass complete short left to Derrick Mason for 10 yards (tackle by Cedric Griffin),-0.030,1.660
3,6:09,1,10,BAL 41,3,17,Joe Flacco pass incomplete short right intended for Derrick Mason,1.660,1.120
3,6:05,2,10,BAL 41,3,17,Ray Rice left guard for 5 yards (tackle by Chad Greenway),1.120,1.090
3,5:23,3,5,BAL 46,3,17,Joe Flacco pass complete short left to Derrick Mason for 9 yards (tackle by Cedric Griffin),1.090,2.590
3,4:43,1,10,MIN 45,3,17,Joe Flacco pass complete deep middle to Todd Heap for 23 yards (tackle by Madieu Williams and Tyrell Johnson),2.590,4.110
3,4:20,1,10,MIN 22,9,17,"Ray Rice left tackle for 22 yards, touchdown",4.110,7.000
3,,,,MIN 2,10,17,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,BAL 30,10,17,"Steven Hauschka kicks off 61 yards, returned by Percy Harvin for 20 yards (tackle by Dannell Ellerbe)",0.000,0.870
3,4:08,1,10,MIN 29,10,17,Brett Favre pass complete short middle to Sidney Rice for 63 yards (tackle by Dawan Landry),0.870,5.370
3,4:08,1,8,BAL 8,10,17,Percy Harvin right tackle for 2 yards (tackle by Justin Bannan),5.370,4.950
3,2:55,2,6,BAL 6,10,17,Brett Favre pass complete short left to Percy Harvin for 2 yards (tackle by Dawan Landry and Chris Carr),4.950,4.490
3,2:14,3,4,BAL 4,10,17,Brett Favre pass incomplete short right intended for Sidney Rice,4.490,3.030
3,2:05,4,4,BAL 4,10,20,Ryan Longwell 22 yard field goal good,3.030,3.000
3,,,,MIN 30,10,20,"Ryan Longwell kicks off 61 yards, returned by Lardarius Webb for 40 yards (tackle by Karl Paymah)",0.000,2.190
3,1:59,1,10,BAL 49,10,20,Joe Flacco pass incomplete deep middle intended for Derrick Mason (defended by Madieu Williams),2.190,1.650
3,1:49,2,10,BAL 49,10,20,Joe Flacco pass complete short right to Todd Heap for 6 yards (tackle by Tyrell Johnson and E.J. Henderson),1.650,1.750
3,1:06,3,4,MIN 45,10,20,Joe Flacco pass incomplete short right intended for Derrick Mason,1.750,0.270
3,1:00,4,4,MIN 45,10,20,"Sam Koch punts 45 yards, touchback",0.270,-0.280
3,0:50,1,10,MIN 20,10,20,Adrian Peterson middle for 4 yards (tackle by Haloti Ngata),0.280,0.270
3,0:08,2,6,MIN 24,10,20,Adrian Peterson left guard for no gain (tackle by Terrell Suggs),0.270,-0.430
Quarter,Time,Down,ToGo,Location,BAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,MIN 24,10,20,Brett Favre pass complete short middle to Adrian Peterson for 10 yards (tackle by Tavares Gooden),-0.430,1.200
4,14:14,1,10,MIN 34,10,20,Adrian Peterson left end for 5 yards (tackle by Trevor Pryce),1.200,1.330
4,13:28,2,5,MIN 39,10,20,Brett Favre pass complete short left to Bernard Berrian for 8 yards (tackle by Dawan Landry),1.330,2.060
4,13:05,,,,10,20,Timeout #1 by Baltimore Ravens,0.000,2.060
4,13:05,1,10,MIN 47,10,20,Brett Favre pass complete short right to Visanthe Shiancoe for 7 yards (tackle by Jameel McClain),2.060,2.460
4,12:23,2,3,BAL 46,10,20,Chester Taylor left end for 5 yards (tackle by Ray Lewis),2.460,2.850
4,11:43,1,10,BAL 41,10,20,"Brett Favre pass incomplete deep right intended for Bernard Berrian. Penalty on Frank Walker: Defensive Pass Interfere, 39 yards, Penalty on Ed Reed: Defensive Offside (Declined) (no play)",2.850,6.740
4,11:23,1,2,BAL 2,10,20,Adrian Peterson left guard for 1 yard (tackle by Ray Lewis),6.740,5.910
4,10:57,2,1,BAL 1,10,20,Adrian Peterson right guard for no gain (tackle by Kelly Gregg),5.910,5.170
4,10:12,3,1,BAL 1,10,26,"Brett Favre pass complete short right to Visanthe Shiancoe for 1 yard, touchdown",5.170,7.000
4,,,,BAL 2,10,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,10,27,"Ryan Longwell kicks off 67 yards, returned by Lardarius Webb for 22 yards (tackle by Madieu Williams)",0.000,0.610
4,10:03,1,10,BAL 25,10,27,Joe Flacco sacked by Jared Allen for -8 yards,0.610,-1.150
4,9:44,2,18,BAL 17,10,27,Joe Flacco pass complete deep middle to Kelley Washington for 28 yards (tackle by Madieu Williams). Penalty on Ray Edwards: Defensive Offside (Declined),-1.150,1.930
4,9:38,1,10,BAL 45,10,27,Joe Flacco pass incomplete short right intended for Mark Clayton,1.930,1.380
4,9:33,2,10,BAL 45,10,27,Joe Flacco pass incomplete short middle intended for Ray Rice,1.380,0.700
4,9:28,3,10,BAL 45,10,27,Joe Flacco pass complete deep middle to Demetrius Williams for 17 yards (tackle by Benny Sapp),0.700,3.050
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
4,9:08,1,10,MIN 38,10,27,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Chad Greenway),3.050,3.320
4,8:42,2,4,MIN 32,16,27,"Joe Flacco pass complete deep right to Mark Clayton for 32 yards, touchdown",3.320,7.000
4,,,,MIN 2,17,27,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,17,27,"Steven Hauschka kicks off 58 yards, returned by Percy Harvin for 15 yards (tackle by Dannell Ellerbe)",0.000,0.740
4,8:31,1,10,MIN 27,17,27,Adrian Peterson left guard for 58 yards (tackle by Tavares Gooden),0.740,4.580
4,8:04,1,10,BAL 15,17,27,Chester Taylor right end for 1 yard (tackle by Dannell Ellerbe),4.580,4.110
4,7:24,2,9,BAL 14,17,27,Chester Taylor middle for 4 yards (tackle by Dannell Ellerbe),4.110,4.000
4,6:42,3,5,BAL 10,17,27,Brett Favre pass complete short middle to Adrian Peterson for -2 yards (tackle by Dannell Ellerbe),4.000,2.630
4,6:05,4,7,BAL 12,17,30,Ryan Longwell 29 yard field goal good,2.630,3.000
4,,,,MIN 30,17,30,"Ryan Longwell kicks off 62 yards, returned by Lardarius Webb for 19 yards (tackle by Kenny Onatolu)",0.000,0.740
4,5:56,1,10,BAL 27,17,30,"Joe Flacco sacked by Kevin Williams for -4 yards. Joe Flacco fumbles (forced by Kevin Williams), recovered by Joe Flacco at BAL-22",0.740,-0.070
4,5:32,2,12,BAL 25,17,30,Joe Flacco pass complete short right to Ray Rice for 63 yards (tackle by Tyrell Johnson),-0.070,4.780
4,5:12,1,10,MIN 12,23,30,"Joe Flacco pass complete short left to Derrick Mason for 12 yards, touchdown",4.780,7.000
4,,,,MIN 2,24,30,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,24,30,"Steven Hauschka kicks off 70 yards, returned by Percy Harvin for 14 yards (tackle by Matt Lawrence)",0.000,-0.280
4,5:07,1,10,MIN 14,24,30,Chester Taylor right guard for no gain (tackle by Justin Bannan and Kelly Gregg),-0.280,-0.750
4,4:27,2,10,MIN 14,24,30,Brett Favre sacked by Ray Lewis for -8 yards,-0.750,-2.360
4,3:56,3,18,MIN 6,24,30,Brett Favre pass incomplete short left intended for Chester Taylor,-2.360,-2.490
4,3:47,4,18,MIN 6,24,30,"Chris Kluwe punts 39 yards, muffed catch by Ed Reed, recovered by Ed Reed and returned for 9 yards (tackle by Jamarca Sanford)",-2.490,-3.380
4,3:44,1,10,MIN 33,30,30,"Ray Rice left tackle for 33 yards, touchdown",3.380,7.000
4,,,,MIN 2,31,30,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,31,30,"Steven Hauschka kicks off 73 yards, touchback",0.000,0.280
4,3:37,1,10,MIN 20,31,30,Brett Favre pass complete short right to Sidney Rice for 4 yards (tackle by Frank Walker),0.280,0.270
4,2:59,2,6,MIN 24,31,30,Brett Favre pass complete deep right to Sidney Rice for 58 yards (tackle by Frank Walker). Penalty on Frank Walker: Defensive Pass Interfere (Declined),0.270,4.370
4,2:51,1,10,BAL 18,31,30,Adrian Peterson middle for -2 yards (tackle by Tavares Gooden),4.370,3.560
4,2:46,,,,31,30,Timeout #2 by Baltimore Ravens,0.000,3.560
4,2:46,2,12,BAL 20,31,30,Adrian Peterson left guard for 3 yards (tackle by Jarret Johnson and Ray Lewis),3.560,3.170
4,2:30,,,,31,30,Timeout #3 by Baltimore Ravens,0.000,3.170
4,2:30,3,9,BAL 17,31,30,Adrian Peterson right guard for 3 yards (tackle by Ray Lewis),3.170,2.530
4,2:00,4,6,BAL 14,31,33,Ryan Longwell 31 yard field goal good,2.530,3.000
4,,,,MIN 30,31,33,"Ryan Longwell kicks off 54 yards, returned by Le'Ron McClain for 17 yards (tackle by Jasper Brinkley)",0.000,1.140
4,1:49,1,10,BAL 33,31,33,Joe Flacco pass incomplete deep right intended for Mark Clayton,1.140,0.590
4,1:45,2,10,BAL 33,31,33,Joe Flacco pass complete short right to Ray Rice for 13 yards (tackle by Cedric Griffin),0.590,1.990
4,1:37,1,10,BAL 46,31,33,Joe Flacco pass complete short middle to Kelley Washington for 13 yards (tackle by Jared Allen),1.990,2.850
4,1:16,1,10,MIN 41,31,33,Joe Flacco pass complete short middle to Ray Rice for 3 yards (tackle by Chad Greenway and Jimmy Kennedy),2.850,2.710
4,0:52,2,7,MIN 38,31,33,Joe Flacco pass incomplete deep left intended for Derrick Mason,2.710,2.020
4,0:48,3,7,MIN 38,31,33,Joe Flacco pass complete short left to Derrick Mason for 9 yards (tackle by Cedric Griffin),2.020,3.640
4,0:30,1,10,MIN 29,31,33,Joe Flacco pass incomplete deep right intended for Mark Clayton,3.640,3.100
4,0:26,2,10,MIN 29,31,33,Ray Rice middle for 3 yards (tackle by Chad Greenway),3.100,2.810
4,0:03,3,7,MIN 26,31,33,Joe Flacco spiked the ball,2.810,1.740
4,0:02,,,,31,33,Timeout #2 by Minnesota Vikings,0.000,1.740
4,0:02,4,7,MIN 26,31,33,Steven Hauschka 44 yard field goal no good,1.740,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
