Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
2,12:04,1,10,CIN 46,7,7,Rudi Johnson right tackle for 4 yards (tackle by Omar Stoutmire and Mark Simoneau),1.990,1.990
2,11:17,2,6,NOR 50,7,7,Carson Palmer pass complete deep left to Reggie Kelly for 32 yards (tackle by Fred Thomas),1.990,4.370
2,10:48,1,10,NOR 18,7,7,Carson Palmer pass complete short right to Chris Perry for 5 yards (tackle by Charles Grant and Mark Simoneau),4.370,4.610
2,10:06,2,5,NOR 13,7,7,Rudi Johnson right guard for 8 yards (tackle by Omar Stoutmire),4.610,6.060
2,9:31,1,5,NOR 5,7,7,Rudi Johnson right guard for no gain (tackle by Josh Bullocks and Will Smith),6.060,5.150
2,8:57,2,5,NOR 5,7,7,Rudi Johnson right guard for 2 yards (tackle by Omar Stoutmire),5.150,4.720
2,8:15,3,3,NOR 3,7,7,Carson Palmer middle for no gain (tackle by Rodney Leisle),4.720,3.040
2,7:33,4,3,NOR 3,10,7,Shayne Graham 21 yard field goal good,3.040,3.000
2,,,,CIN 30,10,7,"Shayne Graham kicks off 62 yards, returned by Michael Lewis for 17 yards (tackle by Madieu Williams). Michael Lewis fumbles (forced by Madieu Williams), recovered by Terrence Melton at NOR-21",0.000,0.340
2,7:22,1,10,NOR 21,10,7,Drew Brees pass complete short right to Joe Horn for 15 yards (tackle by Kevin Kaesviharn),0.340,1.330
2,6:46,1,10,NOR 36,10,7,Deuce McAllister right tackle for 4 yards (tackle by Landon Johnson and Caleb Miller),1.330,1.330
2,6:08,2,6,NOR 40,10,7,Reggie Bush middle for 2 yards (tackle by Johnathan Joseph),1.330,0.890
2,5:26,3,4,NOR 42,10,7,Drew Brees pass complete short right to Aaron Stecker for 5 yards (tackle by Johnathan Joseph),0.890,2.060
2,4:43,1,10,NOR 47,10,7,Drew Brees pass incomplete short middle intended for Mark Campbell,2.060,1.520
2,4:38,2,10,NOR 47,10,7,"Drew Brees pass complete short middle to Terrance Copper for 10 yards (tackle by Rashad Jeanty). Terrance Copper fumbles (forced by Rashad Jeanty), recovered by Caleb Miller at CIN-43 (tackle by Deuce McAllister)",1.520,-1.800
2,4:30,1,10,CIN 43,10,7,Carson Palmer pass incomplete deep left intended for Chad Johnson,1.800,1.250
2,4:23,2,10,CIN 43,10,7,Rudi Johnson middle for -1 yards (tackle by Rodney Leisle and Will Smith),1.250,0.430
2,3:42,3,11,CIN 42,10,7,Carson Palmer pass incomplete short left intended for Chad Johnson,0.430,-0.590
2,3:37,4,11,CIN 42,10,7,"Kyle Larson punts 41 yards, returned by Reggie Bush for 8 yards (tackle by Rashad Jeanty)",-0.590,-0.610
2,3:28,1,10,NOR 25,10,7,Reggie Bush right end for no gain (tackle by Caleb Miller),0.610,0.060
2,2:51,2,10,NOR 25,10,7,Drew Brees pass complete short left to Deuce McAllister for 7 yards (tackle by Caleb Miller and Keiwan Ratliff),0.060,0.300
2,2:03,3,3,NOR 32,10,7,Drew Brees pass complete short right to Devery Henderson for 5 yards (tackle by Kevin Kaesviharn),0.300,1.400
2,1:58,1,10,NOR 37,10,7,Drew Brees pass incomplete deep right intended for Devery Henderson,1.400,0.860
2,1:52,2,10,NOR 37,10,7,Drew Brees pass complete to Reggie Bush for 1 yard (tackle by Madieu Williams),0.860,0.300
2,1:27,3,9,NOR 38,10,7,Drew Brees pass complete short left to Terrance Copper for 9 yards (tackle by Kevin Kaesviharn),0.300,2.060
2,1:05,1,10,NOR 47,10,7,Drew Brees pass complete short left to Terrance Copper for 13 yards (tackle by Caleb Miller),2.060,2.920
2,0:58,,,,10,7,Timeout #1 by New Orleans Saints,0.000,2.920
2,0:58,1,10,CIN 40,10,7,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Andre Frazier),2.920,2.370
2,0:52,2,10,CIN 40,10,7,Drew Brees pass complete deep left to Devery Henderson for 23 yards (tackle by Kevin Kaesviharn),2.370,4.440
2,0:45,,,,10,7,Timeout #2 by New Orleans Saints,0.000,4.440
2,0:45,1,10,CIN 17,10,7,Drew Brees pass complete short left to Reggie Bush for 8 yards (tackle by Tory James),4.440,5.290
2,0:33,,,,10,7,Timeout #3 by New Orleans Saints,0.000,5.290
2,0:33,2,2,CIN 9,10,7,Deuce McAllister right tackle for 3 yards (tackle by Caleb Miller),5.290,5.830
2,0:18,1,6,CIN 6,10,7,Drew Brees spiked the ball,5.830,4.950
2,0:17,2,6,CIN 6,10,7,Drew Brees pass incomplete short right intended for Mark Campbell is intercepted by Kevin Kaesviharn,4.950,-0.280
2,0:13,1,10,CIN 20,10,7,Carson Palmer kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,10,7,"Shayne Graham kicks off 70 yards, returned by Michael Lewis for 19 yards (tackle by Tony Stewart)",0.000,0.150
3,14:54,1,10,NOR 19,10,7,Deuce McAllister left guard for 5 yards (tackle by Justin Smith),0.150,0.340
3,14:30,2,5,NOR 24,10,7,Drew Brees pass complete short right to Mark Campbell for 10 yards (tackle by Kevin Kaesviharn),0.340,1.200
3,13:57,1,10,NOR 34,10,7,Drew Brees pass complete short middle to Devery Henderson for 23 yards (tackle by Kevin Kaesviharn and Landon Johnson),1.200,2.720
3,13:09,1,10,CIN 43,10,7,Reggie Bush right end for 3 yards (tackle by Madieu Williams and Bryan Robinson),2.720,2.580
3,12:27,2,7,CIN 40,10,7,Drew Brees pass incomplete short right intended for Reggie Bush,2.580,1.880
3,12:23,3,7,CIN 40,10,7,Drew Brees pass incomplete short right intended for Joe Horn (defended by Madieu Williams),1.880,0.590
3,12:18,4,7,CIN 40,10,7,"Steve Weatherford punts 21 yards, fair catch by Keiwan Ratliff",0.590,-0.150
3,12:10,1,10,CIN 19,10,7,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 8 yards (tackle by Fred Thomas),0.150,0.750
3,12:00,2,2,CIN 27,10,7,Carson Palmer pass complete short left to Chad Johnson for 25 yards (tackle by Omar Stoutmire),0.750,2.390
3,11:20,1,10,NOR 48,10,7,Rudi Johnson right guard for 4 yards (tackle by Scott Shanle),2.390,2.390
3,10:51,2,6,NOR 44,10,7,Rudi Johnson left end for -1 yards (tackle by Hollis Thomas),2.390,1.550
3,10:11,3,7,NOR 45,10,7,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Omar Stoutmire),1.550,0.270
3,10:05,4,7,NOR 45,10,7,"Kyle Larson punts 26 yards, fair catch by Michael Lewis",0.270,-0.150
3,9:57,1,10,NOR 19,10,7,Reggie Bush left tackle for 8 yards (tackle by John Thornton),0.150,0.750
3,9:22,2,2,NOR 27,10,7,"Reggie Bush right tackle for 6 yards (tackle by Caleb Miller). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.750,-0.720
3,8:54,2,12,NOR 17,10,7,Drew Brees pass incomplete short right intended for Terrance Copper,-0.720,-1.420
3,8:51,3,12,NOR 17,10,7,Drew Brees sacked by Kevin Kaesviharn for -3 yards,-1.420,-2.470
3,8:30,4,15,NOR 14,10,7,"Steve Weatherford punts 40 yards, returned by Keiwan Ratliff for 6 yards (tackle by Scott Shanle)",-2.470,-2.390
3,8:19,1,10,NOR 48,10,7,Rudi Johnson left guard for 8 yards (tackle by Josh Bullocks),2.390,2.930
3,7:40,2,2,NOR 40,10,7,Carson Palmer pass complete short left to Chad Johnson for 12 yards (tackle by Fred Thomas),2.930,3.710
3,7:12,1,10,NOR 28,10,7,Rudi Johnson left tackle for 5 yards (tackle by Josh Bullocks),3.710,3.840
3,6:33,2,5,NOR 23,10,7,Carson Palmer pass complete short left to Chris Henry for 6 yards (tackle by Scott Shanle),3.840,4.440
3,5:55,1,10,NOR 17,10,7,Rudi Johnson left guard for 2 yards (tackle by Scott Fujita),4.440,4.150
3,5:18,2,8,NOR 15,10,7,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh is intercepted by Mark Simoneau,4.150,-0.280
3,5:12,1,10,NOR 20,10,7,Drew Brees pass complete deep right to Devery Henderson for 25 yards (tackle by Kevin Kaesviharn),0.280,1.930
3,4:32,1,10,NOR 45,10,7,Drew Brees pass complete short left to Devery Henderson for 5 yards (tackle by Landon Johnson),1.930,2.060
3,3:54,2,5,NOR 50,10,7,Reggie Bush left tackle for 4 yards (tackle by Caleb Miller),2.060,1.880
3,3:28,3,1,CIN 46,10,7,Reggie Bush right guard for 2 yards (tackle by Bryan Robinson and Landon Johnson),1.880,2.650
3,2:48,1,10,CIN 44,10,7,"Drew Brees pass complete short right to Joe Horn for 6 yards (tackle by Johnathan Joseph). Penalty on Madieu Williams: Defensive Holding, 5 yards (no play)",2.650,2.980
3,2:18,1,10,CIN 39,10,7,Deuce McAllister left guard for 6 yards (tackle by Shaun Smith and Kevin Kaesviharn),2.980,3.250
3,1:38,2,4,CIN 33,10,7,Deuce McAllister right guard for 6 yards (tackle by Landon Johnson),3.250,3.780
3,0:54,1,10,CIN 27,10,7,Drew Brees pass complete to Devery Henderson for 13 yards (tackle by Shaun Smith and Landon Johnson),3.780,4.650
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
3,0:20,1,10,CIN 14,10,7,Deuce McAllister left guard for 8 yards (tackle by Rashad Jeanty),4.650,5.470
Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,CIN 6,10,7,Deuce McAllister left tackle for 1 yard (tackle by Caleb Miller and John Thornton),5.470,4.960
4,14:22,,,,10,7,Timeout #1 by New Orleans Saints,0.000,4.960
4,14:22,3,1,CIN 5,10,7,Deuce McAllister left guard for -1 yards (tackle by Justin Smith),4.960,3.010
4,13:43,4,2,CIN 6,10,10,John Carney 24 yard field goal good,3.010,3.000
4,,,,NOR 30,10,10,"John Carney kicks off 60 yards, returned by Chris Perry for 12 yards (tackle by Corey McIntyre)",0.000,0.410
4,13:33,1,10,CIN 22,10,10,Rudi Johnson right guard for 1 yard (tackle by Hollis Thomas and Scott Fujita),0.410,0.000
4,12:59,2,9,CIN 23,10,10,Rudi Johnson right guard for 2 yards (tackle by Hollis Thomas and Scott Fujita),0.000,-0.430
4,12:16,3,7,CIN 25,10,10,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 7 yards (tackle by Jason Craft and Omar Stoutmire),-0.430,1.070
4,11:50,1,10,CIN 32,10,10,Carson Palmer pass complete short right to Rudi Johnson for 7 yards (tackle by Scott Shanle and Scott Fujita),1.070,1.470
4,11:15,2,3,CIN 39,10,10,Rudi Johnson right guard for 1 yard (tackle by Will Smith and Charles Grant),1.470,0.890
4,10:34,3,2,CIN 40,16,10,"Carson Palmer pass complete deep left to Chad Johnson for 60 yards, touchdown",0.890,7.000
4,,,,NOR 2,17,10,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,17,10,"Shayne Graham kicks off 69 yards, returned by Michael Lewis for 27 yards (tackle by Andre Frazier)",0.000,0.810
4,10:16,1,10,NOR 28,17,10,Drew Brees pass incomplete short left intended for Deuce McAllister,0.810,0.260
4,10:11,2,10,NOR 28,17,10,Reggie Bush right tackle for 1 yard (tackle by Landon Johnson),0.260,-0.300
4,9:28,3,9,NOR 29,17,10,Drew Brees pass complete short right to Reggie Bush for 6 yards (tackle by Landon Johnson),-0.300,-1.040
4,8:58,4,3,NOR 35,17,10,"Steve Weatherford punts 45 yards, returned by Keiwan Ratliff for 6 yards (tackle by Kevin Houser)",-1.040,-0.670
4,8:45,1,10,CIN 26,17,10,"Rudi Johnson left end for 22 yards (tackle by Fred Thomas). Rudi Johnson fumbles (forced by Fred Thomas), ball out of bounds at CIN-48",0.670,2.130
4,8:25,1,10,CIN 48,17,10,Carson Palmer pass complete deep left to Chad Johnson for 48 yards (tackle by Fred Thomas),2.130,6.280
4,7:41,1,4,NOR 4,23,10,"Carson Palmer pass complete short left to Chad Johnson for 4 yards, touchdown",6.280,7.000
4,,,,NOR 2,24,10,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,24,10,"Shayne Graham kicks off 70 yards, returned by Michael Lewis for 26 yards (tackle by Andre Frazier)",0.000,0.670
4,7:31,1,10,NOR 26,24,10,Drew Brees pass complete short right to Terrance Copper for 7 yards (tackle by Domata Peko),0.670,1.070
4,7:10,2,3,NOR 33,24,10,Drew Brees pass complete short middle to Reggie Bush for 10 yards (tackle by Tory James),1.070,1.800
4,6:49,1,10,NOR 43,24,10,Drew Brees pass complete short left to Reggie Bush for 8 yards (tackle by John Thornton),1.800,2.330
4,6:25,2,2,CIN 49,30,10,"Drew Brees pass incomplete short right intended for Aaron Stecker is intercepted by Ethan Kilmer at CIN-48 and returned for 52 yards, touchdown",2.330,-7.000
4,,,,NOR 2,31,10,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,31,10,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
4,6:14,1,10,NOR 20,31,10,Drew Brees pass complete deep right to Aaron Stecker for 32 yards (tackle by Johnathan Joseph),0.280,2.390
4,5:56,1,10,CIN 48,31,10,Drew Brees pass complete short right to Aaron Stecker for 4 yards (tackle by Johnathan Joseph),2.390,2.390
4,5:39,2,6,CIN 44,31,10,Drew Brees pass complete short right to Joe Horn for 6 yards (tackle by Ethan Kilmer),2.390,3.050
4,5:27,1,10,CIN 38,31,10,Drew Brees pass incomplete short left intended for Reggie Bush,3.050,2.510
4,5:20,2,10,CIN 38,31,10,Drew Brees pass complete short right to Aaron Stecker for 7 yards (tackle by Johnathan Joseph),2.510,2.740
4,4:52,3,3,CIN 31,31,10,Drew Brees pass complete short left to Reggie Bush for 4 yards (tackle by Caleb Miller),2.740,3.780
4,4:27,1,10,CIN 27,31,16,"Drew Brees pass complete short left to Terrance Copper for 27 yards, touchdown",3.780,7.000
4,,,,CIN 2,31,16,John Carney kicks extra point no good,0.000,-1.000
4,,,,NOR 30,31,16,John Carney kicks onside 31 yards,0.000,1.530
4,4:18,1,10,CIN 39,31,16,Rudi Johnson right tackle for -1 yards (tackle by Omar Stoutmire and Charles Grant),1.530,0.850
4,4:13,,,,31,16,Timeout #2 by New Orleans Saints,0.000,0.850
4,4:13,2,11,CIN 38,31,16,Rudi Johnson left end for 2 yards (tackle by Josh Bullocks),0.850,0.430
4,4:07,3,9,CIN 40,31,16,Rudi Johnson left tackle for 10 yards (tackle by Scott Shanle),0.430,2.260
4,3:21,1,10,NOR 50,31,16,Rudi Johnson right guard for 2 yards (tackle by Josh Bullocks),2.260,1.980
4,3:16,,,,31,16,Timeout #3 by New Orleans Saints,0.000,1.980
4,3:16,2,8,NOR 48,31,16,Rudi Johnson left tackle for 2 yards (tackle by Mark Simoneau),1.980,1.550
4,2:34,3,6,NOR 46,31,16,Rudi Johnson right guard for 3 yards (tackle by Mark Simoneau and Scott Shanle),1.550,0.400
4,2:00,4,3,NOR 43,31,16,"Penalty on Tony Stewart: False Start, 5 yards (no play)",0.400,0.070
4,2:00,4,8,NOR 48,31,16,"Kyle Larson punts 31 yards, fair catch by Michael Lewis",0.070,0.060
4,1:52,1,10,NOR 17,31,16,Drew Brees pass complete short left to Reggie Bush for 13 yards (tackle by Landon Johnson),-0.060,0.940
4,1:43,1,10,NOR 30,31,16,Drew Brees pass complete deep left to Devery Henderson for 21 yards (tackle by Madieu Williams),0.940,2.320
4,1:37,1,10,CIN 49,31,16,Drew Brees pass complete short right to Billy Miller for 4 yards (tackle by Ethan Kilmer),2.320,2.320
4,1:08,2,6,CIN 45,31,16,Drew Brees pass complete short right to Billy Miller for 7 yards (tackle by Kevin Kaesviharn),2.320,3.050
4,0:40,1,10,CIN 38,31,16,"Drew Brees pass incomplete short left intended for Devery Henderson. Penalty on Rashad Jeanty: Defensive Offside (Offsetting), Penalty on Jammal Brown: Offensive Holding (Offsetting) (no play)",3.050,3.050
4,0:33,1,10,CIN 38,31,16,Drew Brees pass complete short right to Reggie Bush for 8 yards (tackle by Andre Frazier),3.050,3.590
4,0:11,2,2,CIN 30,31,16,Drew Brees pass complete deep right to Terrance Copper for 21 yards (tackle by Caleb Miller),3.590,2.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
