Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3,14:17,2,8,CIN 17,0,13,Cedric Benson left end for 3 yards (tackle by Brandon Carr and Rocky Boiman),-0.440,-0.760
3,13:38,3,5,CIN 20,0,13,Ryan Fitzpatrick up the middle for 8 yards (tackle by Tamba Hali and Bernard Pollard),-0.760,0.810
3,12:53,1,10,CIN 28,0,13,Cedric Benson left end for 4 yards (tackle by Derrick O. Johnson and Jarrad Page),0.810,0.800
3,12:08,2,6,CIN 32,0,13,Ryan Fitzpatrick pass complete short middle to Reggie Kelly for 4 yards (tackle by Derrick O. Johnson),0.800,0.630
3,11:31,3,2,CIN 36,0,13,Ryan Fitzpatrick pass complete short middle to Chris Henry for 4 yards (tackle by Brandon Flowers),0.630,1.600
3,10:55,1,10,CIN 40,0,13,James Johnson right end for 7 yards (tackle by Ron Edwards),1.600,2.000
3,10:20,2,3,CIN 47,0,13,James Johnson right guard for 6 yards (tackle by Derrick O. Johnson and Tamba Hali),2.000,2.460
3,9:43,1,10,KAN 47,0,13,Ryan Fitzpatrick pass incomplete short middle intended for Daniel Coats (defended by Derrick O. Johnson),2.460,1.910
3,9:38,2,10,KAN 47,0,13,James Johnson right end for 2 yards (tackle by Brandon Carr),1.910,1.490
3,9:01,3,8,KAN 45,0,13,Ryan Fitzpatrick right end for 3 yards (tackle by Tank Tyler and Glenn Dorsey),1.490,0.460
3,8:20,4,5,KAN 42,0,13,Kyle Larson punts 40 yards,0.460,0.380
3,8:09,1,10,KAN 2,0,13,Larry Johnson up the middle for 4 yards (tackle by Pat Sims and Dhani Jones),-0.380,-0.490
3,7:33,2,6,KAN 6,0,13,Tyler Thigpen pass complete short left to Dwayne Bowe for 1 yard (tackle by Nedu Ndukwe),-0.490,-0.840
3,6:50,3,5,KAN 7,0,13,Tyler Thigpen pass complete short left to Dwayne Bowe for 15 yards (tackle by Leon Hall),-0.840,0.410
3,6:06,1,10,KAN 22,0,13,Larry Johnson right guard for 14 yards (tackle by Mike Doss),0.410,1.330
3,5:28,1,10,KAN 36,0,13,Tyler Thigpen pass incomplete short left intended for Tony Gonzalez (defended by Chris Crocker),1.330,0.790
3,5:22,2,10,KAN 36,0,13,Tyler Thigpen pass complete short left to Dwayne Bowe for -3 yards (tackle by Chris Crocker),0.790,-0.300
3,4:35,3,13,KAN 33,0,13,Tyler Thigpen pass complete short middle to Tony Gonzalez for 14 yards (tackle by Jamar Fletcher),-0.300,2.060
3,3:53,1,10,KAN 47,0,13,Larry Johnson right guard for 2 yards (tackle by Brandon Johnson and Orien Harris),2.060,1.790
3,3:19,2,8,KAN 49,0,13,Tyler Thigpen pass incomplete short right intended for Larry Johnson,1.790,1.090
3,3:15,3,8,KAN 49,0,13,Tyler Thigpen pass incomplete short left intended for Mark Bradley,1.090,-0.130
3,3:08,4,8,KAN 49,0,13,"Dustin Colquitt punts 51 yards, touchback",-0.130,-0.280
3,2:59,1,10,CIN 20,0,13,Andre Caldwell left end for 5 yards (tackle by Alfonso Boone),0.280,0.410
3,2:22,2,5,CIN 25,0,13,Cedric Benson left tackle for 2 yards (tackle by Tamba Hali),0.410,-0.030
3,1:43,3,3,CIN 27,0,13,Ryan Fitzpatrick pass incomplete short right intended for Andre Caldwell (defended by Brandon Flowers),-0.030,-1.570
3,1:39,4,3,CIN 27,0,13,"Kyle Larson punts 48 yards, returned by Kevin Robinson for 13 yards",-1.570,-1.470
3,1:27,1,10,KAN 38,0,13,Tyler Thigpen up the middle for 4 yards (tackle by Dhani Jones),1.470,1.460
3,0:48,2,6,KAN 42,0,13,Jamaal Charles right guard for 1 yard (tackle by Leon Hall),1.460,0.890
3,0:09,3,5,KAN 43,0,13,"Tyler Thigpen sacked by Antwan Odom and Rashad Jeanty for -2 yards. Penalty on Antwan Odom: Face Mask (15 Yards), 15 yards",0.890,2.650
3,0:00,1,10,CIN 44,0,13,Jamaal Charles left tackle for no gain (tackle by Brandon Johnson and Antwan Odom),2.650,2.110
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CIN 44,0,13,Tyler Thigpen pass complete short left to Dwayne Bowe for 7 yards (tackle by Leon Hall),2.110,2.350
4,14:22,3,3,CIN 37,0,13,Larry Johnson right end for -3 yards (tackle by Antwan Odom and Nedu Ndukwe),2.350,0.590
4,13:39,4,6,CIN 40,0,13,Tyler Thigpen pass incomplete short middle intended for Devard Darling (defended by Jamar Fletcher),0.590,-1.600
4,13:35,1,10,CIN 40,0,13,Ryan Fitzpatrick pass complete short right to Andre Caldwell for -1 yards (tackle by Derrick O. Johnson),1.600,0.920
4,13:11,2,11,CIN 39,0,13,Cedric Benson right tackle for 10 yards (tackle by DaJuan Morgan),0.920,1.550
4,12:26,3,1,CIN 49,0,13,Ryan Fitzpatrick up the middle for 3 yards (tackle by Glenn Dorsey and Rocky Boiman),1.550,2.390
4,11:46,1,10,KAN 48,0,13,Cedric Benson left end for 1 yard (tackle by Jarrad Page and Demorrio Williams),2.390,1.980
4,11:04,2,9,KAN 47,0,13,Ryan Fitzpatrick sacked by Jason Babin for -4 yards,1.980,0.760
4,10:26,3,13,CIN 49,0,13,Ryan Fitzpatrick pass incomplete deep middle intended for Chris Henry,0.760,-0.130
4,10:20,4,13,CIN 49,0,13,"Kyle Larson punts 45 yards, returned by Kevin Robinson for 2 yards (tackle by Nedu Ndukwe)",-0.130,0.380
4,10:07,1,10,KAN 8,0,13,Tyler Thigpen pass complete short middle to Tony Gonzalez for 7 yards (tackle by Dhani Jones),-0.380,-0.210
4,9:40,2,3,KAN 15,0,13,Tyler Thigpen pass incomplete deep right intended for Mark Bradley (defended by David Jones),-0.210,-0.600
4,9:32,3,3,KAN 15,0,13,Tyler Thigpen pass complete short middle to Tony Gonzalez for 15 yards (tackle by Jamar Fletcher),-0.600,0.940
4,9:03,1,10,KAN 30,0,13,Tyler Thigpen pass complete short left to Mark Bradley for 12 yards (tackle by Leon Hall),0.940,1.730
4,8:32,1,10,KAN 42,0,13,"Tyler Thigpen for no gain. Tyler Thigpen fumbles, recovered by Dhani Jones at KAN-34 (tackle by Jamaal Charles)",1.730,-3.310
4,8:13,1,10,KAN 34,0,13,Cedric Benson left tackle for 2 yards (tackle by Glenn Dorsey),3.310,3.040
4,7:37,2,8,KAN 32,0,13,Ryan Fitzpatrick pass complete short middle to Cedric Benson for 3 yards (tackle by Derrick O. Johnson),3.040,2.740
4,7:00,3,5,KAN 29,0,13,Ryan Fitzpatrick pass complete short middle to James Johnson for 4 yards (tackle by Tamba Hali),2.740,1.950
4,6:21,4,1,KAN 25,0,16,Shayne Graham 43 yard field goal good,1.950,3.000
4,,,,CIN 30,0,16,"Shayne Graham kicks off 67 yards, returned by Jamaal Charles for 14 yards (tackle by Nate Lawrie). Penalty on Jon McGraw: Offensive Holding, 8 yards",0.000,-0.380
4,6:15,1,10,KAN 9,0,16,Tyler Thigpen pass complete short left to Dwayne Bowe for 14 yards (tackle by Leon Hall),-0.380,0.480
4,5:44,1,10,KAN 23,0,16,"Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez. Penalty on Brandon Johnson: Roughing the Passer, 15 yards (no play)",0.480,1.470
4,5:40,1,10,KAN 38,0,16,Tyler Thigpen pass complete short right to Devard Darling for 5 yards (tackle by Dhani Jones),1.470,1.600
4,5:15,2,5,KAN 43,0,16,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe,1.600,0.890
4,5:08,3,5,KAN 43,0,16,Tyler Thigpen pass complete deep right to Dwayne Bowe for 17 yards (tackle by Leon Hall),0.890,2.920
4,4:44,,,,0,16,Timeout #1 by Cincinnati Bengals,0.000,2.920
4,4:44,1,10,CIN 40,0,16,"Penalty on Mark Bradley: False Start, 5 yards (no play)",2.920,2.590
4,4:44,1,15,CIN 45,0,16,Tyler Thigpen pass complete short middle to Tony Gonzalez for 12 yards (tackle by Nedu Ndukwe),2.590,3.320
4,4:08,2,3,CIN 33,0,16,Tyler Thigpen pass complete deep right to Dwayne Bowe for 32 yards,3.320,6.970
,,,,,,,"KAN challenged the runner broke the plane ruling, and the play was upheld.",,
4,4:00,1,1,CIN 1,0,16,Tyler Thigpen pass incomplete short left intended for Tony Gonzalez (defended by Leon Hall),6.970,5.910
4,3:55,2,1,CIN 1,0,16,Larry Johnson up the middle for no gain (tackle by Dhani Jones),5.910,5.170
4,3:21,3,1,CIN 1,0,16,Tyler Thigpen pass incomplete short right intended for Larry Johnson,5.170,3.550
4,3:15,4,1,CIN 1,0,16,"Tyler Thigpen pass complete short right to Dwayne Bowe for 1 yard. Penalty on Dwayne Bowe: Offensive Pass Interference, 9 yards (no play)",3.550,2.760
4,3:11,4,10,CIN 10,0,16,"Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez. Penalty on Brandon Johnson: Defensive Pass Interference, 8 yards (no play)",2.760,6.740
4,3:06,1,2,CIN 2,0,16,Larry Johnson left end for -3 yards (tackle by Kyries Hebert and Corey Mays),6.740,5.150
4,2:28,2,5,CIN 5,6,16,"Tyler Thigpen pass complete short left to Tony Gonzalez for 5 yards, touchdown",5.150,7.000
4,,,,,6,16,"Two Point Attempt: Tyler Thigpen pass incomplete intended for Tony Gonzalez, conversion fails",1.000,-1.000
4,,,,KAN 30,6,16,"Connor Barth kicks onside 10 yards, recovered by Leon Hall and returned for 1 yard",0.000,2.980
4,2:19,1,10,KAN 39,6,16,Cedric Benson left tackle for no gain (tackle by Rocky Boiman),2.980,2.440
4,2:13,,,,6,16,Timeout #2 by Kansas City Chiefs,0.000,2.440
4,2:13,2,10,KAN 39,6,16,Cedric Benson left tackle for 11 yards (tackle by Jarrad Page),2.440,3.710
4,2:00,1,10,KAN 28,6,16,Cedric Benson right guard for 13 yards (tackle by Demorrio Williams),3.710,4.580
4,1:14,1,10,KAN 15,6,16,Ryan Fitzpatrick kneels for -1 yards,4.580,3.810
4,0:32,2,11,KAN 16,6,16,Ryan Fitzpatrick kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
