Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
1,9:56,3,14,ARI 33,0,7,Kurt Warner pass complete to LeRon McCoy for 24 yards (tackle by Terrence Holt),-0.360,2.720
1,9:25,1,10,DET 43,0,7,Marcel Shipp middle for -2 yards (tackle by Kenoy Kennedy),2.720,1.910
1,8:58,2,12,DET 45,0,7,Kurt Warner pass complete to Marcel Shipp for 7 yards (tackle by Boss Bailey),1.910,2.150
1,8:32,3,5,DET 38,0,7,Kurt Warner pass incomplete intended for J.J. Arrington,2.150,0.720
1,8:27,4,5,DET 38,0,7,"Scott Player punts 29 yards, fair catch by Eddie Drummond",0.720,0.380
1,8:19,1,10,DET 9,0,7,Joey Harrington pass incomplete intended for Roy Williams (defended by Adrian Wilson),-0.380,-0.780
1,8:15,2,10,DET 9,0,7,Shawn Bryson left tackle for 9 yards (tackle by David Macklin),-0.780,-0.370
1,7:39,3,1,DET 18,0,7,Shawn Bryson right tackle for 6 yards (tackle by Adrian Wilson),-0.370,0.540
1,6:57,1,10,DET 24,0,7,Joey Harrington pass complete to Marcus Pollard for -2 yards (tackle by Karlos Dansby),0.540,-0.270
1,6:17,2,12,DET 22,0,7,Joey Harrington pass incomplete intended for Kevin Jones,-0.270,-0.960
1,6:12,3,12,DET 22,0,7,Joey Harrington pass complete to Roy Williams for 21 yards (tackle by James Darling and Quentin Harris),-0.960,1.800
1,5:32,1,10,DET 43,0,7,Kevin Jones left end for 11 yards (tackle by Adrian Wilson),1.800,2.520
1,4:46,1,10,ARI 46,0,7,"Joey Harrington pass complete to Charles Rogers for 6 yards (tackle by Robert Tate). Penalty on Kelly Butler: Illegal Formation, 5 yards (no play)",2.520,2.190
1,4:22,1,15,DET 49,0,7,Joey Harrington pass incomplete intended for Roy Williams (defended by Ross Kolodziej),2.190,1.300
1,4:19,2,15,DET 49,0,7,Shawn Bryson left tackle for 3 yards (tackle by Karlos Dansby),1.300,1.030
1,3:41,3,12,ARI 48,0,7,Joey Harrington pass complete to Troy Edwards for 8 yards (tackle by Adrian Wilson),1.030,0.590
1,2:59,4,4,ARI 40,0,7,Nick Harris punts 38 yards,0.590,0.380
1,2:50,1,10,ARI 2,0,9,"Obafemi Ayanbadejo for -2 yards, safety",-0.380,-2.000
1,2:50,1,10,ARI 2,0,9,--,-0.380,0.000
1,2:50,,,ARI 20,0,9,"Scott Player kicks off 65 yards, returned by Eddie Drummond for 14 yards (tackle by Lance Mitchell)",0.000,0.870
1,2:41,1,10,DET 29,0,9,Kevin Jones right end for -3 yards (tackle by Antonio Smith and Adrian Wilson),0.870,-0.080
1,2:02,2,13,DET 26,0,9,Joey Harrington pass complete to Kevin Jones for 9 yards (tackle by James Darling),-0.080,0.430
1,1:18,3,4,DET 35,0,9,Joey Harrington pass incomplete intended for Shawn Bryson,0.430,-1.040
1,1:12,4,4,DET 35,0,9,"Nick Harris punts 41 yards, returned by J.J. Moses for 2 yards (tackle by Stanley Wilson)",-1.040,-0.670
1,1:02,1,10,ARI 26,0,9,Marcel Shipp left tackle for 7 yards (tackle by Kenoy Kennedy),0.670,1.070
1,0:24,2,3,ARI 33,0,9,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by J.J. Arrington at ARI-31",1.070,0.370
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,ARI 33,0,9,"Kurt Warner pass complete to Kurt Warner for no gain. Penalty on Earl Holmes: Personal Foul (Offsetting), Penalty on Adam Bergen: Unnecessary Roughness (Offsetting)",0.370,-1.180
2,14:45,4,3,ARI 33,0,9,"Scott Player punts 49 yards, returned by Eddie Drummond for 13 yards (tackle by Darryl Blackstock)",-1.180,-1.000
2,14:34,1,10,DET 31,0,9,Kevin Jones left end for 1 yard (tackle by Orlando Huff),1.000,0.600
2,13:52,2,9,DET 32,0,9,"Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",0.600,1.270
2,13:33,2,4,DET 37,0,9,"Kevin Jones right tackle for 13 yards (tackle by Adrian Wilson). Penalty on Orlando Huff: Unnecessary Roughness, 15 yards",1.270,3.250
2,13:09,1,10,ARI 35,0,9,Joey Harrington pass complete to Cory Schlesinger for 2 yards (tackle by Robert Tate and Orlando Huff),3.250,2.970
2,12:28,2,8,ARI 33,0,9,"Kevin Jones middle for 2 yards (tackle by Adrian Wilson). Penalty on Antonio Smith: Defensive Offside, 5 yards (no play)",2.970,3.650
2,11:59,2,3,ARI 28,0,9,Joey Harrington pass complete to Troy Edwards for 7 yards (tackle by Raymond Walls),3.650,4.170
2,11:17,1,10,ARI 21,0,15,"Joey Harrington pass complete to Roy Williams for 21 yards, touchdown. Penalty on Robert Tate: Illegal Contact (Declined)",4.170,7.000
2,11:17,,,ARI 21,0,16,Jason Hanson kicks extra point good,0.000,0.000
2,11:17,,,DET 30,0,16,"Jason Hanson kicks off 65 yards, returned by Reggie Swinton for 18 yards (tackle by Wali Rainer)",0.000,0.480
2,11:06,1,10,ARI 23,0,16,Kurt Warner pass complete to Larry Fitzgerald for 3 yards (tackle by Boss Bailey),0.480,0.340
2,10:41,2,7,ARI 26,0,16,Kurt Warner pass incomplete intended for Marcel Shipp,0.340,-0.360
2,10:36,3,7,ARI 26,0,16,Kurt Warner pass complete to Obafemi Ayanbadejo for 7 yards (tackle by Shaun Cody and Boss Bailey),-0.360,1.140
2,9:52,1,10,ARI 33,0,16,"Penalty on Leonard Davis: False Start, 5 yards (no play)",1.140,0.810
2,9:30,1,15,ARI 28,0,16,Kurt Warner pass complete to Obafemi Ayanbadejo for 3 yards (tackle by Boss Bailey),0.810,0.320
2,8:43,2,12,ARI 31,0,16,Kurt Warner pass incomplete intended for LeRon McCoy,0.320,-0.360
2,8:38,3,12,ARI 31,0,16,Kurt Warner pass complete to Obafemi Ayanbadejo for 13 yards (tackle by Boss Bailey and Kenoy Kennedy),-0.360,1.860
2,7:52,1,10,ARI 44,0,16,Kurt Warner pass complete to LeRon McCoy for 1 yard (tackle by Keith Smith),1.860,1.450
2,7:15,2,9,ARI 45,0,16,Kurt Warner pass incomplete intended for Larry Fitzgerald (defended by R.W. McQuarters),1.450,0.760
2,7:10,3,9,ARI 45,0,16,Kurt Warner pass complete to LeRon McCoy for 15 yards (tackle by Kenoy Kennedy),0.760,2.920
2,6:29,1,10,DET 40,0,16,Kurt Warner pass incomplete intended for Larry Fitzgerald,2.920,2.370
2,6:23,2,10,DET 40,0,16,J.J. Arrington right end for 7 yards (tackle by Marcus Bell),2.370,2.610
2,5:43,3,3,DET 33,0,16,Kurt Warner pass incomplete intended for LeRon McCoy (defended by Cory Redding),2.610,1.190
2,5:38,4,3,DET 33,3,16,Neil Rackers 51 yard field goal good,1.190,3.000
2,5:38,,,ARI 30,3,16,"Neil Rackers kicks off 69 yards, returned by Eddie Drummond for 34 yards (tackle by Aaron Francisco). Penalty on Donte Curry: Offensive Holding, 10 yards",0.000,0.340
2,5:25,1,10,DET 21,3,16,Kevin Jones left end for -6 yards (tackle by Chike Okeafor),0.340,-1.140
2,4:47,2,16,DET 15,3,16,Joey Harrington pass complete to Kevin Jones for 3 yards (tackle by David Macklin),-1.140,-1.410
2,4:03,3,13,DET 18,3,16,Joey Harrington right end for 7 yards (tackle by Robert Tate),-1.410,-1.700
2,3:24,4,6,DET 25,3,16,"Nick Harris punts 47 yards, returned by J.J. Moses for 3 yards (tackle by Donte Curry)",-1.700,-1.000
2,3:12,1,10,ARI 31,3,16,Kurt Warner pass complete to Larry Fitzgerald for 20 yards (tackle by Kenoy Kennedy and R.W. McQuarters),1.000,2.320
2,2:43,1,10,DET 49,3,16,"Marcel Shipp right end for 2 yards (tackle by Cory Redding). Marcel Shipp fumbles (forced by Cory Redding), recovered by Kalimba Edwards at DET-47 (tackle by Marcel Shipp). Penalty on R.W. McQuarters: Personal Foul, 15 yards",2.320,-1.070
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
2,2:34,1,10,DET 32,3,16,Joey Harrington pass complete to Scottie Vines for 2 yards (tackle by Orlando Huff and Darnell Dockett),1.070,0.800
2,2:00,2,8,DET 34,3,16,"Penalty on Troy Edwards: False Start, 5 yards (no play)",0.800,0.120
2,2:00,2,13,DET 29,3,16,Joey Harrington pass complete to Shawn Bryson for 16 yards (tackle by James Darling),0.120,1.930
2,1:27,1,10,DET 45,3,16,Joey Harrington pass incomplete intended for Scottie Vines,1.930,1.380
2,1:23,2,10,DET 45,3,16,"Joey Harrington pass incomplete intended for Troy Edwards. Penalty on Robert Griffith: Personal Foul, 15 yards (no play)",1.380,2.920
2,1:18,1,10,ARI 40,3,16,Joey Harrington pass complete to Scottie Vines for 15 yards (tackle by David Macklin),2.920,3.910
2,1:13,1,10,ARI 25,3,16,Joey Harrington pass complete to Marcus Pollard for 10 yards (tackle by James Darling),3.910,4.580
2,1:06,1,10,ARI 25,,,Timeout #1 by Detroit Lions,3.910,4.580
2,1:06,1,10,ARI 15,3,16,"Joey Harrington pass complete to Marcus Pollard for 8 yards (tackle by Orlando Huff). Penalty on R-Kal Truluck: Illegal Use of Hands, 5 yards (no play)",4.580,4.910
2,1:01,1,10,ARI 10,3,16,Joey Harrington pass incomplete intended for Marcus Pollard,4.910,4.190
2,0:57,2,10,ARI 10,3,16,"Joey Harrington middle for 1 yard. Penalty on Joey Harrington: Illegal Forward Pass, 5 yards",4.190,3.000
2,0:50,3,14,ARI 14,3,16,Joey Harrington left tackle for 6 yards (tackle by Orlando Huff),3.000,2.950
2,0:03,3,14,ARI 14,,,Timeout #2 by Detroit Lions,3.000,2.950
2,0:00,4,8,ARI 8,3,19,Jason Hanson 26 yard field goal good,2.950,3.000
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,3,19,"Jason Hanson kicks off 59 yards, returned by Reggie Swinton for 10 yards (tackle by Bracy Walker)",0.000,0.340
3,14:55,1,10,ARI 21,3,19,Kurt Warner pass complete to J.J. Arrington for 4 yards (tackle by Boss Bailey),0.340,0.340
3,14:20,2,6,ARI 25,3,19,J.J. Arrington left tackle for 8 yards (tackle by James Hall and Wali Rainer),0.340,1.140
3,13:42,1,10,ARI 33,3,19,Kurt Warner pass complete to LeRon McCoy for 13 yards (tackle by Kenoy Kennedy),1.140,1.990
3,13:13,1,10,ARI 46,3,19,J.J. Arrington middle for 2 yards (tackle by James Hall),1.990,1.720
3,12:34,2,8,ARI 48,3,19,Kurt Warner pass complete to Reggie Newhouse for 6 yards (tackle by R.W. McQuarters),1.720,1.820
3,11:52,3,2,DET 46,3,19,Kurt Warner pass complete to Obafemi Ayanbadejo for 11 yards (tackle by Keith Smith),1.820,3.250
3,11:22,1,10,DET 35,3,19,Kurt Warner pass complete to Adam Bergen for 32 yards (tackle by Wali Rainer),3.250,6.510
3,10:36,1,3,DET 3,3,19,Obafemi Ayanbadejo middle for 2 yards (tackle by James Hall and Dan Wilkinson),6.510,5.910
3,9:58,2,1,DET 1,9,19,"J.J. Arrington left tackle for 1 yard, touchdown",5.910,7.000
3,9:58,2,,DET 1,11,19,"Two Point Attempt: Obafemi Ayanbadejo middle, conversion succeeds",1.000,1.000
3,9:58,,,ARI 30,11,19,"Neil Rackers kicks off 70 yards, muffed catch by Eddie Drummond, recovered by Eddie Drummond at DET-3, and returned for 25 yards",0.000,0.810
3,9:46,1,10,DET 28,11,19,Kevin Jones right tackle for 9 yards (tackle by Adrian Wilson and Chike Okeafor),0.810,1.480
3,9:08,2,1,DET 37,11,19,"Penalty on Jeff Backus: False Start, 5 yards (no play)",1.480,0.800
3,8:53,2,6,DET 32,11,19,Kevin Jones right tackle for 3 yards (tackle by Antonio Smith),0.800,0.500
3,8:14,3,3,DET 35,11,19,Joey Harrington pass complete to Roy Williams for 24 yards (tackle by Robert Griffith),0.500,2.850
3,7:32,1,10,ARI 41,11,19,Kevin Jones right tackle for 6 yards (tackle by James Darling and Adrian Wilson),2.850,3.120
3,6:47,2,4,ARI 35,11,19,Joey Harrington pass complete to Marcus Pollard for 6 yards (tackle by Adrian Wilson),3.120,3.640
3,6:10,2,4,ARI 35,,,Timeout #1 by Detroit Lions,3.120,3.640
3,6:10,1,10,ARI 29,11,25,"Joey Harrington pass complete to Roy Williams for 29 yards, touchdown",3.640,7.000
3,6:10,,,ARI 29,11,26,Jason Hanson kicks extra point good,0.000,0.000
3,6:10,,,DET 30,11,26,"Jason Hanson kicks off 68 yards, returned by Reggie Swinton for 31 yards (tackle by Stanley Wilson)",0.000,1.140
3,5:53,1,10,ARI 33,11,26,J.J. Arrington right tackle for 3 yards (tackle by Boss Bailey),1.140,1.000
3,5:14,2,7,ARI 36,11,26,Kurt Warner pass incomplete intended for Larry Fitzgerald (defended by Dan Wilkinson),1.000,0.300
3,5:10,3,7,ARI 36,11,26,Kurt Warner pass complete to Obafemi Ayanbadejo for 4 yards (tackle by Kenoy Kennedy),0.300,-0.720
3,4:42,4,3,ARI 40,11,26,"Scott Player punts 41 yards, fair catch by Eddie Drummond. Penalty on Eric Green: Fair Catch Interference, 15 yards",-0.720,-1.200
3,4:34,1,10,DET 34,11,26,Kevin Jones middle for 2 yards (tackle by James Darling and Ross Kolodziej),1.200,0.930
3,3:52,2,8,DET 36,11,26,Joey Harrington sacked by James Darling for -5 yards,0.930,-0.430
3,3:15,3,13,DET 31,11,26,Joey Harrington pass incomplete intended for Charles Rogers,-0.430,-1.310
3,3:09,4,13,DET 31,11,26,"Nick Harris punts 55 yards, returned by J.J. Moses for 9 yards (tackle by Wali Rainer)",-1.310,-0.480
3,2:57,1,10,ARI 23,11,26,Kurt Warner pass complete to Larry Fitzgerald for 9 yards (tackle by James Davis),0.480,1.150
3,2:25,2,1,ARI 32,11,26,Obafemi Ayanbadejo left tackle for 11 yards (tackle by Kenoy Kennedy),1.150,1.800
3,1:42,1,10,ARI 43,11,26,Kurt Warner pass incomplete intended for Larry Fitzgerald,1.800,1.250
3,1:39,2,10,ARI 43,11,26,Kurt Warner pass complete to Larry Fitzgerald for 16 yards (tackle by Donte Curry),1.250,2.850
3,1:09,1,10,DET 41,11,26,Kurt Warner pass complete to Larry Fitzgerald for 27 yards (tackle by Kenoy Kennedy),2.850,4.650
3,0:30,1,10,DET 14,11,26,J.J. Arrington left end for 6 yards (tackle by James Hall),4.650,5.090
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DET 8,11,26,J.J. Arrington right tackle for -2 yards (tackle by Donte Curry and Kalimba Edwards),5.090,3.820
4,14:17,3,6,DET 10,11,26,Kurt Warner pass incomplete intended for Adam Bergen,3.820,2.790
4,14:12,4,6,DET 10,14,26,Neil Rackers 28 yard field goal good,2.790,3.000
4,14:12,,,ARI 30,14,26,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,14:08,1,10,DET 20,14,26,Joey Harrington pass complete to Charles Rogers for 4 yards (tackle by Orlando Huff),0.280,0.270
4,13:27,2,6,DET 24,14,26,Shawn Bryson right tackle for 11 yards (tackle by Robert Griffith),0.270,1.270
4,12:42,1,10,DET 35,14,26,Artose Pinner left tackle for 8 yards (tackle by Adrian Wilson and David Macklin),1.270,1.800
4,12:01,2,2,DET 43,14,26,Joey Harrington pass complete to Roy Williams for 11 yards,1.800,2.520
4,11:26,1,10,ARI 46,14,26,Artose Pinner middle for 6 yards (tackle by Adrian Wilson),2.520,2.790
4,10:45,2,4,ARI 40,14,26,Joey Harrington pass complete to Marcus Pollard for 33 yards (tackle by Robert Griffith),2.790,5.600
4,10:11,1,7,ARI 7,14,26,Artose Pinner left tackle for 4 yards (tackle by Adrian Wilson),5.600,5.530
4,9:28,2,3,ARI 3,14,26,Artose Pinner middle for 1 yard (tackle by Darryl Blackstock and Robert Griffith),5.530,4.950
4,8:44,3,2,ARI 2,14,26,Joey Harrington pass incomplete intended for Scottie Vines (defended by David Macklin),4.950,3.250
4,8:38,4,2,ARI 2,14,29,Jason Hanson 20 yard field goal good,3.250,3.000
4,8:38,,,DET 30,14,29,"Jason Hanson kicks off 67 yards, returned by Reggie Swinton for 18 yards (tackle by Jon McGraw)",0.000,0.340
4,8:29,1,10,ARI 21,14,29,Kurt Warner pass complete to Larry Fitzgerald for 18 yards (tackle by Keith Smith),0.340,1.530
4,7:51,1,10,ARI 39,14,29,Kurt Warner pass complete to Larry Fitzgerald for 22 yards (tackle by Stanley Wilson),1.530,2.980
4,7:07,1,10,DET 39,14,29,J.J. Arrington middle for -1 yards (tackle by Keith Smith and Shaun Cody),2.980,2.300
4,6:35,1,10,DET 39,,,Timeout #1 by Arizona Cardinals,2.980,2.300
4,6:35,2,11,DET 40,14,29,Kurt Warner pass incomplete intended for Obafemi Ayanbadejo,2.300,1.620
4,6:30,3,11,DET 40,14,29,Kurt Warner pass incomplete intended for LeRon McCoy,1.620,0.590
4,6:25,4,11,DET 40,14,29,Scott Player punts 34 yards,0.590,0.380
4,6:16,1,10,DET 6,14,29,Kevin Jones right tackle for 1 yard (tackle by Darnell Dockett and James Darling),-0.380,-0.710
4,5:35,2,9,DET 7,14,29,Joey Harrington pass incomplete intended for Cory Schlesinger,-0.710,-1.300
4,5:30,3,9,DET 7,14,29,Shawn Bryson right tackle for 15 yards (tackle by Antonio Smith),-1.300,0.410
4,4:46,1,10,DET 22,14,29,Kevin Jones right end for 2 yards (tackle by Orlando Huff),0.410,0.140
4,4:39,2,8,DET 24,14,29,Artose Pinner middle for -3 yards (tackle by Orlando Huff),0.140,-0.960
4,4:31,2,8,DET 24,,,Timeout #2 by Arizona Cardinals,0.140,-0.960
4,4:31,3,11,DET 21,14,29,Shawn Bryson middle for 2 yards (tackle by Antonio Smith),-0.960,-1.830
4,3:46,4,9,DET 23,14,29,"Nick Harris punts 42 yards, returned by J.J. Moses for 3 yards (tackle by Donte Curry)",-1.830,-1.470
4,3:35,1,10,ARI 38,14,29,Kurt Warner pass complete to James Jackson for 12 yards (tackle by Wali Rainer),1.470,2.260
4,3:11,1,10,,14,29,Kurt Warner pass complete to Reggie Newhouse for 17 yards (tackle by Terrence Holt). Penalty on Kalimba Edwards: Defensive Offside (Declined),2.260,3.380
4,3:01,1,10,DET 33,14,29,Kurt Warner pass complete to James Jackson for 19 yards (tackle by Wali Rainer and James Davis),3.380,4.650
4,2:36,1,10,DET 14,14,29,Kurt Warner pass complete to LeRon McCoy for 6 yards (tackle by James Davis). Penalty on James Hall: Defensive Offside (Declined),4.650,5.090
4,2:32,2,4,DET 8,14,29,Kurt Warner pass incomplete intended for James Jackson,5.090,4.280
4,2:28,3,4,DET 8,20,29,"Kurt Warner pass complete to Larry Fitzgerald for 8 yards, touchdown",4.280,7.000
4,2:28,,,DET 8,21,29,Neil Rackers kicks extra point good,0.000,0.000
4,2:28,,,ARI 30,21,29,"Neil Rackers kicks onside 11 yards, recovered by Marcus Pollard",0.000,-2.850
4,2:24,1,10,ARI 41,21,29,Artose Pinner middle for no gain (tackle by Adrian Wilson),2.850,2.310
4,2:18,1,10,ARI 41,,,Timeout #3 by Arizona Cardinals,2.850,2.310
4,2:14,2,10,ARI 41,21,29,Shawn Bryson right tackle for -2 yards (tackle by Orlando Huff),2.310,1.350
4,2:00,3,12,ARI 43,21,29,Artose Pinner left tackle for 3 yards (tackle by Adrian Wilson),1.350,0.590
4,1:12,4,9,ARI 40,21,29,"Penalty on Nick Harris: Delay of Game, 5 yards (no play)",0.590,0.270
4,1:12,4,14,ARI 45,21,29,"Nick Harris punts 39 yards, returned by J.J. Moses for 12 yards (tackle by Donte Curry)",0.270,-0.040
4,1:01,1,10,ARI 18,21,29,Kurt Warner pass complete to Obafemi Ayanbadejo for 13 yards (tackle by Marcus Bell),0.040,1.000
4,0:43,1,10,ARI 31,21,29,Kurt Warner spiked the ball,1.000,0.460
4,0:42,2,10,ARI 31,21,29,"Kurt Warner pass incomplete intended for Reggie Newhouse (defended by Terrence Holt). Penalty on Adam Haayer: Offensive Holding, 10 yards (no play)",0.460,-0.890
4,0:39,2,20,ARI 21,21,29,Kurt Warner pass incomplete intended for Larry Fitzgerald,-0.890,-1.550
4,0:34,3,20,ARI 21,21,29,Kurt Warner pass complete to Larry Fitzgerald for 18 yards (tackle by Stanley Wilson),-1.550,-0.780
4,0:13,4,2,ARI 39,21,29,Kurt Warner pass incomplete intended for Obafemi Ayanbadejo (defended by Cory Redding),-0.780,-2.980
4,0:11,1,10,ARI 39,21,29,Joey Harrington kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
