Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2,,,,ARI 30,17,0,"Neil Rackers kicks off 73 yards, returned by Ben Obomanu for 23 yards (tackle by LaRod Stephens-Howling)",0.000,0.280
2,13:33,1,10,SEA 20,17,0,Julius Jones left end for 2 yards (tackle by Darnell Dockett),0.280,0.000
2,13:00,2,8,SEA 22,17,0,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 11 yards (tackle by Adrian Wilson),0.000,1.140
2,12:45,1,10,SEA 33,17,0,"Penalty on Kyle Williams: False Start, 5 yards (no play)",1.140,0.810
2,12:28,1,15,SEA 28,17,0,Matt Hasselbeck pass complete short right to Deion Branch for 5 yards (tackle by Darnell Dockett),0.810,0.590
2,11:58,2,10,SEA 33,17,0,Julius Jones right tackle for 5 yards (tackle by Adrian Wilson),0.590,0.560
2,11:21,3,5,SEA 38,17,0,Matt Hasselbeck pass incomplete deep left intended for Deon Butler,0.560,-0.850
2,11:15,4,5,SEA 38,17,0,Jon Ryan punts 54 yards,-0.850,0.380
2,11:06,1,10,ARI 8,17,0,Kurt Warner pass complete short middle to Beanie Wells for 7 yards (tackle by Will Herring),-0.380,-0.210
2,10:28,2,3,ARI 15,17,0,Beanie Wells right end for 14 yards (tackle by Lofa Tatupu),-0.210,0.870
2,9:49,1,10,ARI 29,17,0,Kurt Warner pass complete short right to Larry Fitzgerald for no gain,0.870,0.330
2,9:06,2,10,ARI 29,17,0,Kurt Warner pass incomplete short left intended for Steve Breaston (defended by Lawrence Jackson),0.330,-0.360
2,9:01,3,10,ARI 29,17,0,Kurt Warner pass complete short left to Anquan Boldin for 6 yards (tackle by Lawrence Jackson),-0.360,-1.040
2,8:19,4,4,ARI 35,17,0,"Ben Graham punts 47 yards, returned by Justin Forsett for 13 yards (tackle by Michael Adams)",-1.040,-1.000
2,8:09,1,10,SEA 31,17,0,Edgerrin James right tackle for -1 yards (tackle by Bryan Robinson),1.000,0.320
2,7:34,2,11,SEA 30,17,0,Matt Hasselbeck sacked by Chike Okeafor for -8 yards,0.320,-1.420
2,7:06,3,19,SEA 22,17,0,Matt Hasselbeck pass complete short left to Justin Forsett for 16 yards (tackle by Chike Okeafor),-1.420,-0.850
2,6:23,4,3,SEA 38,17,0,Jon Ryan pass complete deep middle to John Carlson for 42 yards (tackle by Michael Adams),-0.850,4.240
2,5:29,,,,17,0,Timeout #1 by Seattle Seahawks,0.000,4.240
2,5:29,1,10,ARI 20,17,0,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 15 yards (tackle by Bryant McFadden),4.240,6.060
2,4:56,1,5,ARI 5,17,0,Julius Jones right tackle for 2 yards (tackle by Alan Branch),6.060,5.530
2,4:20,2,3,ARI 3,17,0,Matt Hasselbeck pass incomplete short right intended for Owen Schmitt,5.530,4.720
2,4:16,3,3,ARI 3,17,0,Matt Hasselbeck sacked by Kenny Iwebema for -7 yards,4.720,2.760
2,4:00,4,10,ARI 10,17,3,Olindo Mare 28 yard field goal good,2.760,3.000
2,,,,SEA 30,17,3,"Olindo Mare kicks off 69 yards, returned by LaRod Stephens-Howling for 17 yards (tackle by Lance Laury)",0.000,0.040
2,3:50,1,10,ARI 18,17,3,Tim Hightower right tackle for 6 yards (tackle by Aaron Curry),0.040,0.410
2,3:13,2,4,ARI 24,17,3,"Penalty on Levi Brown: False Start, 5 yards (no play)",0.410,-0.320
2,2:50,2,9,ARI 19,17,3,Kurt Warner pass complete short left to Larry Fitzgerald for 12 yards (tackle by Lofa Tatupu),-0.320,1.000
2,2:13,1,10,ARI 31,17,3,Kurt Warner pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Kelly Jennings),1.000,1.860
2,2:00,1,10,ARI 44,17,3,"Penalty on Patrick Kerney: Defensive Offside, 5 yards (no play)",1.860,2.590
2,1:59,1,5,ARI 49,17,3,Kurt Warner pass complete deep middle to Steve Breaston for 22 yards (tackle by Lawyer Milloy),2.590,3.640
2,1:28,1,10,SEA 29,17,3,"Kurt Warner sacked by David Hawthorne for -6 yards. Kurt Warner fumbles (forced by David Hawthorne), recovered by Darryl Tapp at SEA-34",3.640,-1.200
2,1:23,1,10,SEA 34,17,3,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Dominique Rodgers-Cromartie),1.200,1.330
2,0:58,2,5,SEA 39,17,3,Matt Hasselbeck pass incomplete short right intended for John Carlson,1.330,0.630
2,0:54,3,5,SEA 39,17,3,Matt Hasselbeck pass incomplete deep middle intended for John Carlson (defended by Dominique Rodgers-Cromartie),0.630,-0.780
2,0:49,4,5,SEA 39,17,3,Jon Ryan punts 32 yards,-0.780,-0.870
2,0:38,1,10,ARI 29,17,3,Kurt Warner pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Jordan Babineaux),0.870,1.600
2,0:15,1,10,ARI 40,17,3,Kurt Warner pass incomplete short left intended for Anquan Boldin,1.600,1.050
2,0:11,2,10,ARI 40,17,3,Kurt Warner pass complete short middle to Tim Hightower for 12 yards (tackle by Darryl Tapp),1.050,2.390
2,0:04,,,,17,3,Timeout #1 by Arizona Cardinals,0.000,2.390
2,0:04,1,10,SEA 48,17,3,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald is intercepted by Jordan Babineaux and returned for 18 yards,2.390,0.000
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,17,3,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,17,3,Julius Jones left end for -3 yards (tackle by Adrian Wilson),0.280,-0.790
3,14:33,2,13,SEA 17,17,3,Julius Jones middle for -1 yards (tackle by Calais Campbell),-0.790,-1.690
3,13:49,3,14,SEA 16,17,3,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 3 yards (tackle by Ralph Brown),-1.690,-2.140
3,13:16,4,11,SEA 19,17,3,"Jon Ryan punts 41 yards, returned by Steve Breaston for 4 yards (tackle by Ben Obomanu)",-2.140,-1.860
3,12:59,1,10,ARI 44,17,3,Tim Hightower right tackle for no gain (tackle by David Hawthorne),1.860,1.320
3,12:22,,,,17,3,Timeout #1 by Arizona Cardinals,0.000,1.320
3,12:22,2,10,ARI 44,17,3,Tim Hightower middle for -1 yards (tackle by Jordan Babineaux),1.320,0.500
3,11:40,3,11,ARI 43,17,3,Kurt Warner pass complete short middle to Anquan Boldin for 10 yards (tackle by Josh Wilson),0.500,0.130
3,10:53,4,1,SEA 47,17,3,"Ben Graham punts 39 yards, muffed catch by Justin Forsett, ball out of bounds at SEA-10",0.130,0.380
3,10:44,1,10,SEA 10,17,3,"Matt Hasselbeck pass incomplete deep middle intended for T.J. Houshmandzadeh. Penalty on Gerald Hayes: Defensive Pass Interfere, 30 yards (no play)",-0.380,1.600
3,10:38,1,10,SEA 40,17,3,Edgerrin James right tackle for no gain (tackle by Gerald Hayes),1.600,1.050
3,10:15,2,10,SEA 40,17,3,Matt Hasselbeck pass incomplete short right intended for Deion Branch,1.050,0.370
3,10:08,3,10,SEA 40,17,3,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson,0.370,-0.720
3,10:04,4,10,SEA 40,17,3,"Jon Ryan punts 60 yards, touchback. Penalty on Sean Morey: Offensive Holding, 10 yards",-0.720,0.380
3,9:56,1,10,ARI 10,17,3,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Kelly Jennings),-0.380,0.070
3,9:24,2,2,ARI 18,17,3,Beanie Wells right tackle for 7 yards (tackle by Josh Wilson),0.070,0.610
3,8:42,1,10,ARI 25,17,3,Beanie Wells right end for -3 yards (tackle by David Hawthorne),0.610,-0.340
3,7:57,2,13,ARI 22,17,3,"Tim Hightower middle for 11 yards (tackle by Jordan Babineaux). Penalty on Lyle Sendlein: Offensive Holding, 10 yards (no play)",-0.340,-1.730
3,7:32,2,23,ARI 12,17,3,Kurt Warner pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Deon Grant),-1.730,-1.150
3,6:47,3,14,ARI 21,17,3,Kurt Warner pass complete short right to Tim Hightower for 8 yards (tackle by Deon Grant),-1.150,-1.440
3,6:10,4,6,ARI 29,17,3,"Ben Graham punts 54 yards, returned by Justin Forsett for 5 yards (tackle by Sean Morey)",-1.440,-0.410
3,5:57,1,10,SEA 22,17,3,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,0.410,-0.130
3,5:51,2,10,SEA 22,17,3,Matt Hasselbeck sacked by Calais Campbell for -7 yards,-0.130,-2.050
3,5:34,3,17,SEA 15,17,3,Matt Hasselbeck pass incomplete deep right intended for Nate Burleson,-2.050,-2.440
3,5:24,4,17,SEA 15,17,3,"Jon Ryan punts 62 yards, returned by Steve Breaston for 36 yards (tackle by Jon Ryan)",-2.440,-2.850
3,5:08,1,10,SEA 41,17,3,Tim Hightower right end for 3 yards (tackle by Will Herring),2.850,2.710
3,4:28,2,7,SEA 38,17,3,Kurt Warner pass complete short left to Anquan Boldin for 3 yards (tackle by Josh Wilson),2.710,2.410
3,3:46,3,4,SEA 35,17,3,Kurt Warner pass complete deep left to Larry Fitzgerald for 19 yards (tackle by Ken Lucas),2.410,4.510
3,3:03,1,10,SEA 16,17,3,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,4.510,3.900
3,2:59,2,10,SEA 16,23,3,"Kurt Warner pass complete deep middle to Steve Breaston for 16 yards, touchdown",3.900,7.000
3,,,,SEA 2,24,3,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,24,3,"Neil Rackers kicks off 65 yards, returned by Josh Wilson for 13 yards (tackle by LaRod Stephens-Howling)",0.000,0.040
3,2:48,1,10,SEA 18,24,3,Edgerrin James left end for 4 yards (tackle by Bryant McFadden),0.040,0.140
3,2:16,2,6,SEA 22,24,3,Matt Hasselbeck pass complete short right to Nate Burleson for 26 yards (tackle by Karlos Dansby),0.140,2.130
3,1:59,1,10,SEA 48,24,3,Matt Hasselbeck pass incomplete deep middle intended for T.J. Houshmandzadeh (defended by Ralph Brown),2.130,1.580
3,1:53,2,10,SEA 48,24,3,Matt Hasselbeck right end for 2 yards (tackle by Alan Branch),1.580,1.160
3,1:16,3,8,,24,3,Matt Hasselbeck pass incomplete short middle intended for John Carlson (defended by Karlos Dansby),1.160,-0.060
3,1:11,4,8,,24,3,"Jon Ryan punts 36 yards, fair catch by Steve Breaston",-0.060,0.280
3,1:04,1,10,ARI 14,24,3,Beanie Wells left guard for 1 yard (tackle by Nick Reed),-0.280,-0.640
3,0:27,2,9,ARI 15,24,3,Kurt Warner pass complete short right to Steve Breaston for 5 yards (tackle by Will Herring),-0.640,-0.680
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,ARI 20,24,3,"Kurt Warner pass complete short right to LaRod Stephens-Howling for 4 yards (tackle by Jordan Babineaux and Brandon Mebane). Penalty on Jordan Babineaux: Defensive Holding, 5 yards (no play)",-0.680,0.610
4,14:26,1,10,ARI 25,24,3,Tim Hightower left end for -3 yards (tackle by Will Herring),0.610,-0.340
4,13:43,2,13,ARI 22,24,3,"Penalty on Mike Gandy: False Start, 5 yards (no play)",-0.340,-1.150
4,13:20,2,18,ARI 17,24,3,Kurt Warner pass complete short middle to Ben Patrick for 10 yards (tackle by Will Herring),-1.150,-0.360
4,12:36,3,8,ARI 27,24,3,Kurt Warner pass complete short left to Jerheme Urban for 8 yards (tackle by Lawrence Jackson),-0.360,1.270
,,,,,,,"SEA challenged the first down ruling, and the play was upheld.",,
4,12:07,1,10,ARI 35,24,3,Beanie Wells right guard for 3 yards (tackle by Craig Terrill),1.270,1.130
4,11:24,2,7,ARI 38,24,3,Kurt Warner pass incomplete short right intended for Steve Breaston,1.130,0.430
4,11:15,3,7,ARI 38,24,3,Kurt Warner pass incomplete deep left intended for Jerheme Urban,0.430,-0.850
4,11:08,4,7,ARI 38,24,3,"Ben Graham punts 54 yards, returned by Justin Forsett for 10 yards (tackle by Matt Ware)",-0.850,-0.040
4,10:58,1,10,SEA 18,24,3,Matt Hasselbeck pass complete short right to Deion Branch for 4 yards (tackle by Clark Haggans),0.040,0.140
4,10:30,2,6,SEA 22,24,3,Matt Hasselbeck pass complete short middle to John Carlson for 13 yards (tackle by Gerald Hayes),0.140,1.270
4,10:07,1,10,SEA 35,24,3,Matt Hasselbeck pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Antrel Rolle),1.270,0.720
4,10:02,2,10,SEA 35,24,3,Matt Hasselbeck pass incomplete short middle intended for John Carlson,0.720,0.040
4,9:58,3,10,SEA 35,24,3,Matt Hasselbeck sacked by Bertrand Berry for -7 yards,0.040,-1.500
4,9:37,4,17,SEA 28,24,3,"Jon Ryan punts 50 yards, returned by Steve Breaston for 24 yards (tackle by Ben Obomanu)",-1.500,-1.990
4,9:23,1,10,ARI 46,24,3,Tim Hightower middle for 2 yards (tackle by Cory Redding),1.990,1.720
4,8:39,2,8,ARI 48,24,3,Kurt Warner pass complete short right to Steve Breaston for 7 yards (tackle by Josh Wilson and Cory Redding),1.720,1.950
4,7:59,3,1,SEA 45,24,3,Beanie Wells right tackle for -4 yards (tackle by David Hawthorne),1.950,0.000
4,7:13,4,5,SEA 49,24,3,"Ben Graham punts 34 yards, fair catch by Justin Forsett",0.000,0.220
4,7:06,1,10,SEA 15,24,3,Matt Hasselbeck pass incomplete short right intended for Deion Branch (defended by Bryant McFadden),-0.220,-0.710
4,7:01,2,10,SEA 15,24,3,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,-0.710,-1.370
4,6:55,3,10,SEA 15,24,3,Matt Hasselbeck pass incomplete deep middle intended for T.J. Houshmandzadeh is intercepted by Antrel Rolle at SEA-44 and returned for 29 yards,-1.370,-4.580
4,6:43,1,10,SEA 15,24,3,Kurt Warner pass complete short left to Larry Fitzgerald for 2 yards (tackle by Josh Wilson),4.580,4.280
4,6:16,2,8,SEA 13,24,3,Kurt Warner pass incomplete short right intended for Anthony Becht,4.280,3.400
4,6:12,3,8,SEA 13,24,3,Kurt Warner pass incomplete short left intended for Sean Morey (defended by Darryl Tapp),3.400,2.570
4,6:09,4,8,SEA 13,27,3,Neil Rackers 31 yard field goal good,2.570,3.000
4,,,,ARI 30,27,3,"Neil Rackers kicks off 70 yards, returned by Justin Forsett for 24 yards (tackle by Michael Adams)",0.000,0.540
4,6:05,1,10,SEA 24,27,3,Matt Hasselbeck pass incomplete short right intended for Deion Branch (defended by Chike Okeafor),0.540,0.000
4,5:55,2,10,SEA 24,27,3,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 21 yards",0.000,-3.880
4,5:49,3,31,SEA 3,27,3,Matt Hasselbeck pass incomplete deep right intended for Deion Branch (defended by Dominique Rodgers-Cromartie),-3.880,-2.490
4,5:44,4,31,SEA 3,27,3,"Jon Ryan punts 45 yards, fair catch by Steve Breaston",-2.490,-2.390
4,5:36,1,10,SEA 48,27,3,Tim Hightower left guard for -5 yards (tackle by Aaron Curry),2.390,1.170
4,4:55,2,15,ARI 47,27,3,Matt Leinart pass complete short right to Steve Breaston for 11 yards (tackle by Josh Wilson),1.170,1.950
4,4:07,3,4,SEA 42,27,3,Matt Leinart pass complete short left to Larry Fitzgerald for 5 yards (tackle by Ken Lucas),1.950,3.120
4,3:26,1,10,SEA 37,27,3,Beanie Wells middle for -2 yards (tackle by Brandon Mebane),3.120,2.300
4,2:41,2,12,SEA 39,27,3,Beanie Wells left tackle for no gain (tackle by David Hawthorne),2.300,1.620
4,2:00,3,12,SEA 39,27,3,Matt Leinart left end for 1 yard (tackle by Will Herring),1.620,0.720
4,1:12,4,11,SEA 38,27,3,Penalty on Ben Graham: Delay of Game (Declined),0.720,0.720
4,1:11,4,11,SEA 38,27,3,Ben Graham punts 27 yards,0.720,0.370
4,1:03,1,10,SEA 11,27,3,Justin Forsett left end for -1 yards (tackle by Adrian Wilson),-0.370,-0.850
4,0:27,2,11,SEA 10,27,3,Justin Forsett right tackle for 5 yards (tackle by Darnell Dockett),-0.850,-0.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
